"publication_year","department","dataset_name","description","status","priority","url","score1","score2","score3","score4","score5","score6","score7","score8","score9","score10","score11","score12","total","published_somewhere_already","source_it_system","server_resides_in_county_network","date_range_of_data","data_update_frequency","estimated_annual_of_records","ease_of_publishing","attach_sample_data","frequency_of_data_being_used_consumed","accuracy_of_data","can_the_published_dataset_replace_an_existing_system_or_process","business_contact_name","business_phone","add_remove_rename","original_dataset_name"
"FY17","Alcohol Beverage Services","Product Purchases by DLC","Will list items by department and category that have been purchase by DLC,  will display in case units only.","Published","P3","https://data.montgomerycountymd.gov/Community-Recreation/Product-Purchases-by-DLC/kpfd-c5d5/data","10","10","10","8","0","0","0","10","5","0","10","5","68","No","ERP","Yes","Ongoing","Monthly","150000",,,,,,"Sunil Pandya","240-773-3391",,
"FY17","Alcohol Beverage Services","Sales Data (warehouse and stores)","A listing of sales data by item and department updated monthly","Published","P3","https://data.montgomerycountymd.gov/Community-Recreation/Warehouse-and-Retail-Sales/v76h-r7br/data","10","10","5","8","0","0","0","10","5","5","10","5","68","No","ERP","Yes","Ongoing","Monthly","360000",,,,,,"Sunil Pandya","240-773-3391",,
"FY17","Alcohol Beverage Services","Special Order Fulfillment","Log of last months time taken to fulfill special orders in days","Published","P2","https://data.montgomerycountymd.gov/Community-Recreation/Department-of-Liquor-Control-Special-Order-Fulfill/ne9e-g5cg/data","10","8","10","8","0","0","5","10","5","5","10","5","76","No","ERP","Yes","Previous Months data","Monthly","5000",,,,,,"Gus Montes De Oca","240-773-3336",,
"FY17","Alcohol Beverage Services","Store Inventory and sale items","Provide a listing of inventory items that will display store quantity and sale prices","Published","P3","https://data.montgomerycountymd.gov/Community-Recreation/Store-Inventory-and-Sale-Items/ib5t-5ncy/data","10","10","5","5","0","0","0","10","5","5","10","5","65","Yes","www.montgomerycountymd.gov/dlcsearch","Yes","No History","Daily","30000",,,,,,"Diane Wurdeman","240-777-1931",,
"FY20","Alcohol Beverage Services","Inventory Breakages / Waste","A log of inventory breakages or waste","Published","P5","https://data.montgomerycountymd.gov/Community-Recreation/Retail-Sales-Inventory-Cases-Sold-by-Year-Month-Sa/vprm-ptx2","8","2","5","10","0","0","0","0","5","5","0","5","40","No","ERP","Yes","Ongoing","Monthly","2000",,,,,,"Gus Montes De Oca","240-773-3336",,
"FY20","Alcohol Beverage Services","Inventory Cases Sold (609 Report)","Lists Cases sold by last 13 months for each item","Published","P4","https://data.montgomerycountymd.gov/Community-Recreation/Retail-Sales-Inventory-Cases-Sold-by-Year-Month-Sa/vprm-ptx2","8","8","5","10","0","0","0","5","5","0","10","5","56","No",,"Yes",,"Monthly","50000",,,,,,"Gus Montes De Oca","240-777-1914",,
"FY24 & Beyond","Alcohol Beverage Services","Product Licensee Purchases","Purchases in case units of items by licensee","Currently Unpublishable","P4","https://data.montgomerycountymd.gov/Community-Recreation/Alcohol-Beverage-Services-Product-Licensee-Purchas/dtth-jrd4","8","8","5","8","0","0","0","5","5","0","10","5","54","No","ERP","Yes","Ongoing","Monthly","50000",,,,,,"Sunil Pandya","240-773-3391",,
"FY14","Board of Elections","2014 Early Voting Centers Map","Map of 2014 early voting locations in Montgomery County as selected October 21,  2013,  subject to approval by the Maryland State Board of Elections. For more information,  see www.777vote.org.","Published",,"https://data.montgomerycountymd.gov/Elections/2014-Early-Voting-Centers-Map/t6va-wv46",,,,,,,,,,,,,,,,,,,,,,"Annually",,,,,,
"FY15","Board of Elections","Election records (polling place and call center data)","Election activity records (polling place and call center data)","Published","P5","https://data.montgomerycountymd.gov/Elections/2012-Election-Polling-Places/3b5m-syzr","10","8","5","1","0","0","5","0","5","5","0","5","44","Partially","Physical records and summary data","Yes",,"Annually",,,,"As Needed",,,"Alysoun McLaughlin","240-777-8522",,
"FY18","Board of Elections","FY18 Early Voting Centers","2018 Early Voting locations in Montgomery County, subject to approval by the Maryland State Board of Elections. For more information, see www.777vote.org.","Published",,"https://data.montgomerycountymd.gov/Elections/2018-Early-Voting-Centers/ucwu-v65d/data",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FY19","Board of Elections","Election calendar - dates and deadlines","Election calendar - dates and deadlines","Published","P2","https://data.montgomerycountymd.gov/Elections/Election-Event-Calendar/63cm-3xge/data","10","2","10","2","5","0","10","10","5","10","0","5","72","Yes","Varies","Yes",,"Other",,,,,,,"Alysoun McLaughlin","240-777-8522",,
"FY22","Board of Elections","Gubernatorial General Election Results","Gubernatorial General Election Results by Precinct","Published","P4","https://data.montgomerycountymd.gov/Elections/2018-Gubernatorial-General-Election-Results/8vwv-tnwq/data","10","2","5","5","0","0","5","10","0","10","0","5","57","Yes","Maryland State Board of Elections","No","2012-11-01T00:00:00","Other","15362",,"Montgomery_By_Precinct_2012_General.csv",,,,"Alysoun McLaughlin","240-777-8522",,
"FY22","Board of Elections","Precinct Voter Counts","Precinct Voter Counts","Published","P5","https://data.montgomerycountymd.gov/Elections/BOE-Precinct-Voter-Counts/yhzv-xxah/data","10","2","5","3","0","0","5","0","5","10","0","5","47","Yes","MDVOTERS (state system)","No",,"Monthly",,,,,,,"Alysoun McLaughlin","240-777-8522",,
"FY22","Board of Elections","Presidential General Election Results","Presidential General Election Results by Precinct","Published","P4","https://data.montgomerycountymd.gov/Elections/2020-Presidential-General-Election-Results/bjuv-tbrk/data","10","2","5","5","0","0","5","10","0","10","0","5","57","Yes","Maryland State Board of Elections","No","2012-11-01T00:00:00","Other","15362",,"Montgomery_By_Precinct_2012_General.csv",,,,"Alysoun McLaughlin","240-777-8522",,
"FY23","Board of Elections","2022 Early Voting Centers","2022 Early Voting locations in Montgomery County, subject to approval by the Maryland State Board of Elections. For more information, see www.777vote.org.",,,"https://data.montgomerycountymd.gov/Elections/2022-Early-Voting-Centers/2v48-mpdd",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FY23","Board of Elections","Ballot Drop Off Locations for the 2022 Gubernatorial Primary Election","You can return your ballot by mail, or you can drop off your completed, voted ballot at a drop box location in Montgomery County. Simply place your completed ballot in the return envelope, sign the oath on the envelope, seal the return envelope and take it to a drop box in the county. Ballot drop boxes will be delivered at different times. The drop boxes will be available through 8PM, Tuesday, July 19th (8PM) Please make sure your oath is signed on the return envelope or the ballot will not count. Ballot drop boxes are monitored and secured by trusted election officials. Ballots are retrieved from drop boxes daily by bipartisan election teams. The drop boxes are not property of the United States Postal Service. If you have any questions, please contact your local election office. This list may be updated to include new drop box locations as they become available. For location updates, visit https://elections.maryland.gov/voting/documents/Primary_Ballot_Drop_Box_List.pdf.",,,"https://data.montgomerycountymd.gov/Elections/Ballot-Drop-Off-Locations-for-the-2022-Gubernatori/ic2z-uk7m",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FY24 & Beyond","Board of Elections","BOE-EMS (Election Management System)","Polling Place and Poll Worker Management System",,"P4",,"8","2","10","5","0","0","0","5","5","10","0","5","50","Partially","BOE-EMS (DTS)","Yes","2008-present","Daily","8000",,,,,,"Alysoun McLaughlin","240-777-8522",,
"FY24 & Beyond","Board of Elections","BOE-IVR","Interactive Voice Response System",,"P5",,"10","8","5","5","0","0","0","5","5","5","0","5","48","No","Vendor-supported IVR","No",,"Daily",,,,,,,"Alysoun McLaughlin","240-777-8522",,
"FY24 & Beyond","Board of Elections","Data on provisional ballots.","Acceptance and rejection reasons for provisional ballots.",,"P5",,"9","2","5","3","0","0","5","0","5","5","0","5","41","Partially","Primarily MDVOTERS (state system)","No","Various reports would need to be referenced for historical data.","Other","16000",,,,,,"Alysoun McLaughlin","240-777-8522",,
"FY24 & Beyond","Board of Elections","Election Judge training classes","Election Judge training class information",,"P5",,"10","2","5","2","0","0","5","5","0","10","0","5","47","No","BOE-EMS","Yes",,"Daily",,,,,,,"Alysoun McLaughlin","240-777-8522",,
"FY24 & Beyond","Board of Elections","Election Technical Support Volunteer Registration System (ETSVRS)","Election Technical Support Volunteer Registration System (ETSVRS)",,"P5",,"8","2","5","1","0","0","0","0","5","0","0","5","30","No","Data is now part of BOE-EMS SQL DB","Yes","unknown","Other",,,,,,,"Alysoun McLaughlin","240-777-8522",,
"FY24 & Beyond","Board of Elections","Electrak","Candidate filing information from state system",,"P5",,"10","2","5","2","0","0","5","5","0","10","0","5","47","Partially","State Electrak system","No",,"Semi Annually","100",,,,,,"Alysoun McLaughlin","240-777-8522",,
"FY24 & Beyond","Board of Elections","General Ballot Question Early,  Election Day and Absentee Results","General Election Ballot Question Early,  Election Day and Absentee Results",,"P3",,"10","2","5","4","0","0","10","10","0","10","0","5","62","Yes","Maryland State Board of Elections","No","2012-11-01T00:00:00","Other","11",,"Montgomery_Questions_County_2012.csv",,,,"Alysoun McLaughlin","240-777-8522",,
"FY24 & Beyond","Board of Elections","General Ballot Question Results by Precinct","Ballot Question Results by Precinct",,"P3",,"10","2","5","4","0","0","10","10","0","10","0","5","62","Yes","Maryland State Board of Elections","No","2012-11-01T00:00:00","Other","2148",,"Montgomery_Questions_Precinct_2012.csv",,,,"Alysoun McLaughlin","240-777-8522",,
"FY24 & Beyond","Board of Elections","General Election Early,  Election Day and Absentee Results","This file contains complete election results as certified,  including early and absentee votes as well as Election Day.",,"P4",,"10","2","5","2","0","0","5","10","0","10","0","5","57","Yes","Maryland State Board of Elections","No","2012-11-01T00:00:00","Other","74",,"Montgomery_County_2012_General.csv",,,,"Alysoun McLaughlin","240-777-8522",,
"FY24 & Beyond","Board of Elections","Information about Election Judges","Information about Election Judges such as demographic information,  number assigned and languages spoken.",,"P5",,"8","2","5","5","0","0","0","0","5","5","0","5","35","Partially","BOE-EMS","Yes",,,,,,,,,"Alysoun McLaughlin","240-777-8522",,
"FY24 & Beyond","Board of Elections","Street address file from MDVOTERS","Street address file maintained for polling place lookup purposes",,"P5",,"10","2","5","3","0","0","5","5","0","10","0","5","47","Partially","MDVOTERS (State Board of Elections)","No",,"Other",,,,,,,"Alysoun McLaughlin","240-777-8522",,
"FY24 & Beyond","Board of Elections","Voter Registration Data","Data from state MDVOTERS system",,"P5",,"10","2","5","5","0","0","5","5","0","10","0","5","47","Partially","MDVOTERS (State Board of Elections)","No","Replaced MoCo system est 2004","Daily","700000",,,,,,"Alysoun McLaughlin","240-777-8522",,
"FY24 & Beyond","Board of Elections","Voter registration transaction data","Voter registration transaction data as generated from MDVOTERS Monthly Statistical Reports",,"P5",,"9","2","5",,"0","0","5","5","0","10","0","5","46","Yes","MDVOTERS (state system) and could be enriched with county generated data","No",,"Daily",,,,,,,"Alysoun McLaughlin","240-777-8522",,
"FY24 & Beyond","Board of Elections","Voting equipment and materials inventory","Voting equipment and materials data",,"P5",,"10","8","5","1","0","0","0","0","0","5","0","5","34","No","State Board of Elections","No",,"Weekly","20000",,,,,,"Alysoun McLaughlin","240-777-8522",,
"FY17","Community Engagement Cluster","RSC Locations and Hours","Location,  hours of operation,  services provided","Published","P2","https://data.montgomerycountymd.gov/Community-Recreation/Regional-Services-Centers/tydp-ctbi","10","2","10","5","5","0","5","10","5","10","5","5","72","Yes","http://www.montgomerycountymd.gov/upcounty/about.html","Yes",,,"1",,,,,,"Catherine Matthews","240-777-8040",,
"FY20","Community Engagement Cluster","Volunteer Center - Registered Agencies","Volunteer Center - Registered Agencies","Published","P3","https://data.montgomerycountymd.gov/Government/Montgomery-County-Volunteer-Center-Registered-Agen/w8uy-4bau","10","2","10","5","0","0","0","10","5","10","5","5","62","Yes",,"Yes",,"Quarterly","300",,"VolunteerCenter-RegisteredAgencies-Feb-28-2014.xls",,,,"Molly Callaway","240-777-2607",,
"FY21","Community Engagement Cluster","Volunteer Opportunities","List of Volunteer opportunities and agencies","Published","P3","https://data.montgomerycountymd.gov/Government/Montgomery-County-Volunteer-Center-Registered-Oppo/rrpb-g5ks","10","2","10","5","0","0","0","10","5","10","5","5","62",,"Access",,,"Monthly",,,,,,,"Molly Callaway","240-777-2607",,
"FY23","Community Engagement Cluster","Commission for Women","Calendar of Events",,"P3",,"9","2","10","5","5","0","0","10","5","10","0","5","61","Yes","http://www.montgomerycountymd.gov/cfw/findus.html","Yes",,"Quarterly","1",,,,,,"Jodi Finkelstein","240-777-8333",,
"FY24 & Beyond","Community Engagement Cluster","Bethesda-Chevy Chase Regional Services Center -Annual Report","Annual Reports",,"P3",,"9","2","10","5","5","0","0","10","5","10","0","5","61","Yes","http://www.montgomerycountymd.gov/bcc/advisory/AnnualReports-all.html","Yes","Jan 1 - December 31","Annually","1",,,,,,"Ken Hartman","240-777-8206",,
"FY24 & Beyond","Community Engagement Cluster","Bethesda-Chevy Chase Regional Services Center Calendar of events","Calendar of Events",,"P2",,"10","2","10","5","5","0","5","10","5","10","5","5","72","Yes","https://www.google.com/calendar/embed?src=bccrsc%40gmail.com&ctz=America/New_York","No","monthly","Monthly","1",,,,,,"Ken Hartman","240-777-8206",,
"FY24 & Beyond","Community Engagement Cluster","Commission for Women","Report on Single Mothers and Poverty",,"P5",,"10","2","0","5","0","0","10","0","0","5","0","5","37","Yes","http://www.montgomerycountymd.gov/cfw/resources/files/cfwswimreport6_7_2007.pdf","Yes","Jan 1 - December 31","Quarterly","1",,,,,,"Jodi Finflestein","240-777-8333",,
"FY24 & Beyond","Community Engagement Cluster","Commission for Women","Status of Women in Montgomery",,"P5",,"10","2","0","5","0","0","10","0","0","5","0","5","37","Yes","http://www.montgomerycountymd.gov/cfw/resources/files/cfwswimreport6_7_2007.pdf","Yes","Jan 1 - December 31","Annually","10",,,,,,"Jodi FinkelStein","240-777-8333",,
"FY24 & Beyond","Community Engagement Cluster","Commission for Women Annual Report of Womens Legislative Briefing","CFW Annual Report",,"P4",,"8","2","5","5","5","0","5","5","5","10","0","5","55","Yes","http://www.montgomerycountymd.gov/cfw/Resources/Files/FY13AnnualReport.pdf","Yes","Jan 1 - December 31","Annually","10",,,,,,"Jodi Finkelstein","240-777-8333",,
"FY24 & Beyond","Community Engagement Cluster","East County Regional Service Center","Eastern Montgomery Region Map",,"P3",,"10","2","10","5","5","0","5","10","0","10","0","5","62","Yes","http://www6.montgomerycountymd.gov/content/gis/pdf/easternmontgomery.pdf","Yes",,"Other","1",,,,,,"Jewru Bandeh","240-777-8414",,
"FY24 & Beyond","Community Engagement Cluster","East County Regional Service Center","ECCAB Reports",,"P4",,"8","2","5","5","5","0","5","5","5","10","0","5","55","Yes","http://www.montgomerycountymd.gov/eastcounty/cab/reports.html","Yes",,"Other","1",,,,,,"Jewru Bandeh","240-777-8414",,
"FY24 & Beyond","Community Engagement Cluster","MidCounty Regional Center","Advisory Boards and Committees",,"P4",,"8","8","5","5","5","0","0","5","5","10","0","5","56","Yes","http://www.montgomerycountymd.gov/midcounty/boards/index.html","Yes",,"Monthly","3",,,,,,"Luisa Montero-Diaz","240-777-8101",,
"FY24 & Beyond","Community Engagement Cluster","Office of Community Partnerships","Gilchrist Centers Locations,  Hours of Operation,  Programs and Services.",,"P2",,"10","2","10","5","5","0","5","10","5","10","5","5","72","Yes",,"Yes",,"Other","5",,,,,,"Kaori Hirakawa","240-777-4958",,
"FY24 & Beyond","Community Engagement Cluster","Sidney Kramer UpCounty Regional Services Center","Upcounty Citizens Advisory Boards FY2013 Annual Report",,"P4",,"8","2","5","5","5","0","5","5","5","10","0","5","55","Yes","http://www.montgomerycountymd.gov/upcounty/","Yes",,"Annually","1",,,,,,"Catherine Matthews","240-777-8040",,
"FY24 & Beyond","Community Engagement Cluster","Silver Spring Regional Center","Citizen Advisory Board Annual Report",,"P4",,"8","2","5","5","5","0","5","5","5","10","0","5","55","Yes","http://www.montgomerycountymd.gov/silverspring/Resources/Files/SilverSpringCitizensAdvisoryBoard%20AnnualReportFY2013.pdf","Yes",,"Annually","1",,,,,,"Reemberto Rodriguez","240-777-5307",,
"FY16","Community Use of Public Facilities","All Community Use of Public Facilities FY15","All community use in public facilities including hours of use","Published","P1","https://data.montgomerycountymd.gov/Community-Recreation/Use-of-Public-Facilities-Calendar-Year-2015/q3vj-4d96","10","10","10","5","5","0","10","5","5","10","5","5","80","No","CUPF Oracle Database (CUPFDB)","Yes","FY13","Annually","15000",,"L:\\Information Technology\\DataMont\\AllUse_FY2013.xls",,,,"Elizabeth Habermann","240-777-2713",,
"FY16","Community Use of Public Facilities","Available Public Facilities","List of all available public facilities with address","Published","P1","https://data.montgomerycountymd.gov/Community-Recreation/CUPF-Public-Facilities/mhkm-fwjj","10","8","10","8","5","0","5","10","5","10","5","5","83","Yes","CUPF Oracle Database (CUPFDB)","Yes","As of 1/30/14","Quarterly","400",,"L:\\Information Technology\\DataMont\\Available-Public-Facilities.xls",,,,"Elizabeth Habermann","240-777-2713",,
"FY18","Community Use of Public Facilities","Community Use MCPS Center Information","List of all available public facilities with address,  Add Facility (room) descriptions for Gyms,  All Purpose rooms /Cafeteria,  Auditorium (High School),  Also,  ongoing MCPS field inventory and links to GIS data.","Published","P2","https://data.montgomerycountymd.gov/Community-Recreation/Community-Use-MCPS-Center-Information/y636-7qmd/data","10","8","10","10","5","0","5","10","5","5","5","5","78","No","CUPF Oracle Database (CUPFDB)","Yes",,,,,,,,,,,,
"FY20","Community Use of Public Facilities","Childcare Providers Using school facilities","List of childcare providers in schools for including contact information","Published","P3","https://data.montgomerycountymd.gov/Community-Recreation/Childcare-Organizations/5avi-k6sb","8","6","10","5","0","0","5","10","5","5","5","5","64","No","CUPF Oracle Database (CUPFDB)","Yes","As of 1/30/14","Quarterly","120",,"L:\\Information Technology\\DataMont\\Childcare-List_FY2014.xls",,,,"Elizabeth Habermann","240-777-2713",,
"FY20","Community Use of Public Facilities","Cultural Schools using public facilities","List of Cultural schools using public facilities including contact information","Published","P4","https://data.montgomerycountymd.gov/Community-Recreation/Cultural-School-Organizations/f3dg-5q57","10","2","5","5","0","0","5","10","5","10","0","5","57","No","CUPF Oracle Databse (CUPFDB)","Yes","As of 1/30/14","Quarterly","25",,"L:\\Information Technology\\DataMont\\Cultural-School-List_FY2014.xls",,,,"Elizabeth Habermann","240-777-2713",,
"FY20","Community Use of Public Facilities","Religious Group List","List of religious groups using public facilities including group contact information","Published","P4","https://data.montgomerycountymd.gov/Community-Recreation/Religious-Organizations/eq2s-tx2t","10","2","5","5","0","0","5","10","5","10","0","5","57","No","CUPF Oracle Database (CUPFDB)","Yes","FY14","Annually","800",,"L:\\Information Technology\\DataMont\\Church-List_FY2014.xls",,,,"Elizabeth Habermann","240-777-2713",,
"FY23","Community Use of Public Facilities","Childcare Providers Using school facilities-update","List of childcare providers in schools for including contact information",,"P3",,"8","6","10","5","0","0","5","10","5","5","5","5","64","No","CUPF Oracle Database (CUPFDB)","Yes","As of 1/30/14","Quarterly","120",,"L:\\Information Technology\\DataMont\\Childcare-List_FY2014.xls",,,,"Elizabeth Habermann","240-777-2713",,
"FY23","Community Use of Public Facilities","Cultural Schools using public facilities-update","List of Cultural schools using public facilities including contact information",,"P4",,"10","2","5","5","0","0","5","10","5","10","0","5","57","No","CUPF Oracle Databse (CUPFDB)","Yes","As of 1/30/14","Quarterly","25",,"L:\\Information Technology\\DataMont\\Cultural-School-List_FY2014.xls",,,,"Elizabeth Habermann","240-777-2713",,
"FY23","Community Use of Public Facilities","Religious Group List-update","List of religious groups using public facilities including group contact information",,"P4",,"10","2","5","5","0","0","5","10","5","10","0","5","57","No","CUPF Oracle Database (CUPFDB)","Yes","FY14","Annually","800",,"L:\\Information Technology\\DataMont\\Church-List_FY2014.xls",,,,"Elizabeth Habermann","240-777-2713",,
"FY16","Consumer Protection","New Home Builder Licenses","The Office of Consumer Protection (OCP) licenses any builder or anyone acting in the capacity of a building contractor who constructs new homes in Montgomery County.","Published","P1","https://data.montgomerycountymd.gov/Consumer-Housing/New-Home-Builders/c7hs-c9qq","10","2","10","8","5","5","5","10","5","10","10","5","82","No","Hansen","Yes",,"Daily",,,,,,,"Lorena Bailey","240-777-3781",,
"FY17","Consumer Protection","Commercial Parking Lots","Inventory of Commercially Owned Parking lots","Published","P2","https://data.montgomerycountymd.gov/Consumer-Housing/Commercial-Parking-Lots/weic-kzbi","10","2","10","10","5","0","5","10","0","5","10","5","72","No",,,,"Semi-annually","280",,,,,,"Tracy Rezvani","240-777-3774","ADD",
"FY17","Consumer Protection","OCP Licensing","This database contains licensee information for second hand personal property dealers in Montgomery County. Data includes licensee name and contact information,  business name and contact information,  license status,  payments and comments.","Published","P2","https://data.montgomerycountymd.gov/Consumer-Housing/New-Home-Builders/c7hs-c9qq","10","6","10","1","5","5","5","10","5","5","10","5","77","No","Access database (In-house)","Yes","2012 to Present","Other","200",,"C:\\My Documents\\IT\\DataMontgomery\\SHPP_Fields.xls",,,,"Pam Prather","240.777.3732",,
"FY17","Consumer Protection","Second Hand Personal Property","Second Hand Personal Property Owners","Published","P2","https://data.montgomerycountymd.gov/Consumer-Housing/Second-Hand-Personal-Property/2pp9-yjcs","0","10","5","5","10","5","10","2","10","10","5","0","72","No","OCP database","Yes","2012-Present","Semi-annually","150",,,,,"No","Tracy Rezvani","240-777-3636",,
"FY18","Consumer Protection","Registration Database - Radio,  Television & Appliance Repair and Installation","Database of Radio,  Television & Appliance Repair and Installation service providers in Montgomery County; records contain registrant name and contact information,  business name and contact information; registration status and payment information","Published","P1","https://data.montgomerycountymd.gov/Consumer-Housing/Radio-Television-Appliance-License/3a79-jpyx/data","10","6","10","1","5","5","5","10","5","10","10","5","82","No","Access Database","Yes","1984 to Present","Weekly","150",,"C:\\My Documents\\IT\\DataMontgomery\\Appliance_Repair_Fields.xls",,,,"Pam Prather","240.777.3732",,
"FY19","Consumer Protection","Registration database - MVR & Towing","This database contains registration information for Motor vehicle repair and towing businesses.  Data includes registrants name and contact information,  business name and contact information,  towing storage facility location,  and fee & license status.","Published","P1","https://data.montgomerycountymd.gov/Consumer-Housing/Motor-Vehicle-Repair-and-Towing/dngn-wp3e","10","6","10","1","5","5","5","10","5","10","10","5","82","No","Access database","Yes","1984 to Present","Weekly","350",,"C:\\My Documents\\IT\\DataMontgomery\\MVR_Towing_Fields.xls",,,,"Pam Prather","240.777.3732",,
"FY20","Consumer Protection","Trespass Tows","Display the date, time and location of a trespass tow, the name of the towing company that towed the vehicle, either the VIN or license number of the towed vehicle, and the location of the storage lot for the towed vehicle","Published","P2","https://data.montgomerycountymd.gov/Consumer-Housing/Trespass-Towing-Report/i6vn-3s6e","10","8","10","5","5","0","5","10","5","5","5","5","73",,,,,,,,,,,,,,,
"FY23","Consumer Protection","Property Owner: Owner Acting as Contractor","Property Addresses where homeowners have approved permits to act as their own building contractors to build their own personal residence.",,"P5",,"8","2","5","10","5","0","5","6","5","2","5","0","53",,,,,,,,,,,,"Maurice Valentine","240-777-3636",,
"FY24 & Beyond","Consumer Protection","Civil Citation Tracking","Excel spreadsheet tracking outcome of OCP issued citations.","Currently Unpublishable","P3",,"10","8","5","5","5","5","5","5","5","10","0","5","68","No","Excel spreadsheeet","Yes","2012 to Present","Monthly","20",,"S:\\Files\\recurring\\CIVIL_CITATIONS\\Civil Citations.xls",,,,"Ralph Vines","240.777.3774",,
"FY24 & Beyond","Consumer Protection","Commission on Common Ownership Communities (CCOC) Decisions","Decision summaries of Commission on Common Ownership Communities (CCOC) cases.","Currently Unpublishable","P4",,"9","8","5","1","5","5","5","0","5","5","0","5","53","Yes","Content Management System","Yes","1992 - Present","Quarterly","40",,,,,,"Peter Drymalski","240.777.3716",,
