"applicationtype","permitno","worktype","usecode","addeddate","issueddate","status","buildingarea","declaredvaluation","description","stno","predir","stname","suffix","postdir","city","state","zip","latitude","longitude","geolocation"
"COMMERCIAL BUILDING","1001328","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING HIGH RISE","2022-07-25T03:07:00.000","2022-08-23T07:08:33.000","Issued","300","95630","Customer Wants To Use ePlans,Install masonry anchors at each floor level (Floors 1-5) and at tube columns at Floors 1-6 in accordance with the Drawings and Specifications.","4970",,"BATTERY","LN",,"BETHESDA","MD","20814","38.992051","-77.100944","
,  
(38.992051, -77.100944)"
"COMMERCIAL BUILDING","995202","ADD","EDUCATIONAL BUILDING","2022-05-31T05:05:43.000","2022-08-23T03:08:22.000","Issued","2394","228000","Customer Wants To Use ePlans,Placement of existing relocatable classroom units.","11135",,"NEWPORT MILL","RD",,"KENSINGTON","MD","20895","39.03874","-77.067533","
,  
(39.03874, -77.067533)"
"COMMERCIAL BUILDING","958864","ADD","EDUCATIONAL BUILDING","2021-07-07T09:07:42.000","2022-08-23T03:08:22.000","Issued","8245","459000","Customer Wants To Use ePlans,This permit application is associated with COMBUILD 957433. Sister permits 948863 and 948864 MUST be issued with PARENT permit 957433. ALL reviews will be completed under the parent permit 957433. ALL permits must be issued together. This application splits the units into three clusters. This is for ""Group C"" and six units.","13313",,"OLD COLUMBIA","PIKE",,"SILVER SPRING","MD","20904","39.074873","-76.957806","
,  
(39.074873, -76.957806)"
"COMMERCIAL BUILDING","993425","RESTORE AND / OR REPAIR","GARAGE","2022-05-15T06:05:55.000","2022-08-23T02:08:26.000","Issued","2025","2000","Customer Wants To Use ePlans,Courtyard #3 waterproofing repairs to mitigate water infiltration in garage below.","7707",,"WISCONSIN","AVE",,"BETHESDA","MD","20814","38.987211","-77.094178","
,  
(38.987211, -77.094178)"
"COMMERCIAL BUILDING","998747","INSTALL","WIRELESS EQUIPMENT","2022-07-01T10:07:49.000","2022-08-19T03:08:48.000","Issued","0","50000","Customer Wants To Use ePlans,Dish proposes to install 3 antennas and ancillary equipment and 2 cabinets and necessary equipment as per plans","13100","W","OLD BALTIMORE","RD",,"BOYDS","MD","20841","39.212671","-77.272577","
,  
(39.212671, -77.272577)"
"COMMERCIAL BUILDING","994008","INSTALL","WIRELESS EQUIPMENT","2022-05-19T02:05:42.000","2022-08-18T11:08:29.000","Issued","0","50000","Dish proposes to install 3 antennas and ancillary equipment and 2 cabinets and necessary equipment as per plans","5202",,"RIVER","RD",,"BETHESDA","MD","20816","0","0","
,  
(0.0, 0.0)"
"COMMERCIAL BUILDING","995803","RESTORE AND / OR REPAIR","BUSINESS BUILDING","2022-06-06T03:06:07.000","2022-08-18T11:08:09.000","Issued","16930","1241126","Customer Wants To Use ePlans,tuck point building, reroof and misc demo","8670",,"GEORGIA","AVE",,"SILVER SPRING","MD","20910","38.996826","-77.029712","
,  
(38.996826, -77.029712)"
"COMMERCIAL BUILDING","994938","RESTORE AND / OR REPAIR","GARAGE","2022-05-27T08:05:03.000","2022-08-18T08:08:49.000","Issued","2000","191298","Customer Wants To Use ePlans. Parking Garage Rehabilitation project.","1131",,"UNIVERSITY","BLVD","W","SILVER SPRING","MD","20902","39.037951","-77.029469","
,  
(39.037951, -77.029469)"
"COMMERCIAL BUILDING","982115","CONSTRUCT","TRAILER","2022-02-02T08:02:27.000","2022-08-18T03:08:13.000","Issued","1306","10000","Customer Wants To Use ePlans,Double Wide trailer for use as temp office during construction. Double Wide USE &amp; OCCUPANCY PERMIT 385789, Single Wide USE &amp; OCCUPANCY PERMIT USE &amp; OCCUPANCY PERMIT 385790","10401",,"MOTOR CITY","DR",,"BETHESDA","MD","20817","39.027128","-77.143303","
,  
(39.027128, -77.143303)"
"COMMERCIAL BUILDING","966001","CONSTRUCT","MULTIFAMILY DWELLING LOW RISE","2021-09-03T03:09:50.000","2022-08-17T12:08:50.000","Issued","111628","15500000","Customer Wants To Use ePlans,Construct new 4 storied apartment building over 1 storied garage. 14,349 sf per floor (lvls 2-3) and 12,752 sf per floor (lvl 4). Foundation to Grade Permit COMBUILD- 959874 TOTAL OF 111 UNITS","3929",,"LANDMARK","CT",,"CHEVY CHASE","MD","20815","38.994218","-77.078772","
,  
(38.994218, -77.078772)"
"COMMERCIAL BUILDING","995497","RESTORE AND / OR REPAIR","PLACE OF WORSHIP","2022-06-02T02:06:01.000","2022-08-17T12:08:13.000","Issued","30000","624000","Customer Wants To Use ePlans,Fa�ade rehabilitation project","11510",,"FALLS","RD",,"POTOMAC","MD","20854","39.044702","-77.193963","
,  
(39.044702, -77.193963)"
"COMMERCIAL BUILDING","990672","CONSTRUCT","TRAILER","2022-04-20T02:04:47.000","2022-08-17T10:08:56.000","Issued","1974","15522","Customer Wants To Use ePlans,35 X 56 TRIPLE-WIDE CONTRACTOR TRAILER","6101",,"WILSON","LN",,"BETHESDA","MD","20817","38.991652","-77.125956","
,  
(38.991652, -77.125956)"
"COMMERCIAL BUILDING","990522","INSTALL","WIRELESS EQUIPMENT","2022-04-19T04:04:05.000","2022-08-17T09:08:33.000","Issued","0","20000","Customer Wants To Use ePlans,Remove (12) antennas, install (9) antennas. Remove (6) RRHs, install (9) RRHs. All work to be done on tower per plans and per code. No ground work.","13050",,"SHAWNEE","LN",,"CLARKSBURG","MD","20871","39.225658","-77.270135","
,  
(39.225658, -77.270135)"
"COMMERCIAL BUILDING","1002158","INSTALL","WIRELESS EQUIPMENT","2022-08-02T09:08:20.000","2022-08-17T08:08:59.000","Issued","0","20000","Customer Wants To Use ePlans,Verizon is proposing to remove (4) existing antennas, install (12) new antennas, remove (8) existing RRHs, and install (8) new RRHs.","8811",,"COLESVILLE","RD",,"SILVER SPRING","MD","20910","38.999638","-77.025097","
,  
(38.999638, -77.025097)"
"COMMERCIAL BUILDING","994625","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-05-25T11:05:11.000","2022-08-17T03:08:55.000","Issued","84","253000","Customer Wants To Use ePlans,Remove and replace all deck boards to match existing type. Plans are filed under permit # 989847","18808",,"SPARKLING WATER","DR",,"GERMANTOWN","MD","20874","39.163097","-77.277336","
,  
(39.163097, -77.277336)"
"COMMERCIAL BUILDING","994615","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-05-25T10:05:26.000","2022-08-17T03:08:53.000","Issued","84","253000","Customer Wants To Use ePlans,Remove and replace all deck boards to match existing type. Plans are filed under permit # 989847","18809",,"SPARKLING WATER","DR",,"GERMANTOWN","MD","20874","39.16347","-77.277207","
,  
(39.16347, -77.277207)"
"COMMERCIAL BUILDING","994623","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-05-25T11:05:25.000","2022-08-17T03:08:36.000","Issued","84","253000","Customer Wants To Use ePlans,Remove and replace all deck boards to match existing type. Plans are filed under permit # 989847","18825",,"SPARKLING WATER","DR",,"GERMANTOWN","MD","20874","39.164274","-77.278748","
,  
(39.164274, -77.278748)"
"COMMERCIAL BUILDING","994622","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-05-25T11:05:37.000","2022-08-17T03:08:27.000","Issued","84","253000","Customer Wants To Use ePlans, Remove and replace all deck boards to match existing type. Plans are filed under permit # 989847","18821",,"SPARKLING WATER","DR",,"GERMANTOWN","MD","20874","39.16408","-77.278415","
,  
(39.16408, -77.278415)"
"COMMERCIAL BUILDING","994627","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-05-25T11:05:47.000","2022-08-17T03:08:22.000","Issued","84","1000","Customer Wants To Use ePlans, Remove and replace all deck boards to match existing type. Plans are filed under permit # 989847","13401",,"FOUNTAIN CLUB","DR",,"GERMANTOWN","MD","20874","39.16211","-77.275614","
,  
(39.16211, -77.275614)"
"COMMERCIAL BUILDING","994620","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-05-25T11:05:42.000","2022-08-17T03:08:13.000","Issued","84","253000","Customer Wants To Use ePlans, Remove and replace all deck boards to match existing type. Plans are filed under permit # 989847","18819",,"SPARKLING WATER","DR",,"GERMANTOWN","MD","20874","39.163907","-77.278196","
,  
(39.163907, -77.278196)"
"COMMERCIAL BUILDING","982878","CONSTRUCT","INSTITUTIONAL BUILDING","2022-02-09T10:02:05.000","2022-08-17T03:08:09.000","Issued","11650","6000000","Customer Wants To Use ePlans, Sister Permit to 969563 - Plans are located in Eplans under 969563 Construct an independently operated child care facility adjacent to the new Woodlin Elementary School.","2103",,"LUZERNE","AVE",,"SILVER SPRING","MD","20910","39.006206","-77.048236","
,  
(39.006206, -77.048236)"
"COMMERCIAL BUILDING","994628","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-05-25T11:05:19.000","2022-08-17T03:08:06.000","Issued","84","253000","Customer Wants To Use ePlans,Remove and replace all deck boards to match existing type. Plans are filed under permit # 989847","13431",,"FOUNTAIN CLUB","DR",,"GERMANTOWN","MD","20874","39.162634","-77.276579","
,  
(39.162634, -77.276579)"
"COMMERCIAL BUILDING","994618","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-05-25T10:05:39.000","2022-08-17T03:08:05.000","Issued","84","253000","Customer Wants To Use ePlans, Remove and replace all deck boards to match existing type. Plans are filed under permit # 989847","18815",,"SPARKLING WATER","DR",,"GERMANTOWN","MD","20874","39.163702","-77.27786","
,  
(39.163702, -77.27786)"
"COMMERCIAL BUILDING","994609","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-05-25T10:05:05.000","2022-08-17T02:08:49.000","Issued","84","253000","Customer Wants To Use ePlans, Remove and replace all deck boards to match existing type. Plans are filed under permit # 989847","18711",,"SPARKLING WATER","DR",,"GERMANTOWN","MD","20874","39.162729","-77.275973","
,  
(39.162729, -77.275973)"
"COMMERCIAL BUILDING","994614","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-05-25T10:05:56.000","2022-08-17T02:08:37.000","Issued","84","253000","Customer Wants To Use ePlans,Remove and replace all deck boards to match existing type. Plans are filed under permit # 989847","18805",,"SPARKLING WATER","DR",,"GERMANTOWN","MD","20874","39.163298","-77.276885","
,  
(39.163298, -77.276885)"
"COMMERCIAL BUILDING","994613","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-05-25T10:05:39.000","2022-08-17T02:08:31.000","Issued","84","253000","Customer Wants To Use ePlans, Remove and replace all deck boards to match existing type. Plans are filed under permit # 989847","18801",,"SPARKLING WATER","DR",,"GERMANTOWN","MD","20874","39.163093","-77.276532","
,  
(39.163093, -77.276532)"
"COMMERCIAL BUILDING","994612","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-05-25T10:05:48.000","2022-08-17T02:08:27.000","Issued","84","253000","Customer Wants To Use ePlans, Remove and replace all deck boards to match existing type. Plans are filed under permit # 989847","18715",,"SPARKLING WATER","DR",,"GERMANTOWN","MD","20874","39.162943","-77.276277","
,  
(39.162943, -77.276277)"
"COMMERCIAL BUILDING","994606","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-05-25T10:05:53.000","2022-08-17T02:08:25.000","Issued","84","253000","Customer Wants To Use ePlans,Remove and replace all deck boards to match existing type. Plans are filed under permit # 989847","18707",,"SPARKLING WATER","DR",,"GERMANTOWN","MD","20874","39.16254","-77.275658","
,  
(39.16254, -77.275658)"
"COMMERCIAL BUILDING","989847","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-04-12T04:04:08.000","2022-08-17T02:08:23.000","Issued","84","253000","Customer Wants To Use ePlans,Remove and replace all deck boards to match existing type. Includes # 994603, 994606, 994609, 994612, 994613, 994614, 994615, 994618, 994620, 994622, 994623, 994625, 994627, 994628,","18701",,"SPARKLING WATER","DR",,"GERMANTOWN","MD","20874","39.162207","-77.275107","
,  
(39.162207, -77.275107)"
"COMMERCIAL BUILDING","994603","RESTORE AND / OR REPAIR","MULTIFAMILY DWELLING LOW RISE","2022-05-25T10:05:33.000","2022-08-17T02:08:21.000","Issued","84","253000","Customer Wants To Use ePlans,Remove and replace all deck boards to match existing type. Plans are filed under permit # 989847","18705",,"SPARKLING WATER","DR",,"GERMANTOWN","MD","20874","39.162404","-77.275421","
,  
(39.162404, -77.275421)"
"COMMERCIAL BUILDING","979613","FOUNDATION TO PODIUM","BUSINESS BUILDING","2022-01-10T12:01:47.000","2022-08-16T11:08:21.000","Issued","3331","322000","Customer Wants To Use ePlans,FOUNDATION/BASEMENT FOR RELOCATED STRUCTURE. MOVE PERMIT AP#979611 *THIS PERMIT IS RELATED TO PARENT A/P#979616---MUST BE ISSUED AT THE SAME TIME","6101",,"WILSON","LN",,"BETHESDA","MD","20817","38.991652","-77.125956","
,  
(38.991652, -77.125956)"
"COMMERCIAL BUILDING","992453","CONSTRUCT","RETAINING WALL","2022-05-05T02:05:03.000","2022-08-16T11:08:08.000","Issued","425","33000","Customer Wants To Use ePlans,ADA accessible ramp/retaining wall for new church addition.","9000",,"WARFIELD","RD",,"MONTGOMERY VILLAGE","MD","20886","39.194324","-77.185942","
,  
(39.194324, -77.185942)"
