OBJECTID,CATEGORY,NAME,ADDRESS,CITY,ZIPCODE,PHONE,URL,DATA,POINT_X,POINT_Y,SHAPE,LATITUDE,LONGITUDE
11,BUSINESS PARK,Belward Research Campus,9910 Belward Campus Dr,Rockville,20850,410-290-1461,http://www.manekin.com/projects/project-listing/belward-research-campus,Business Park,1253072.082811980042607,523296.597065689973533,"(39.103368827000054, -77.20883007599997)",39.103360960000003,-77.208827740000004
12,BUSINESS PARK,Bennington Corporate Center,35 W Watkins Mill Rd,Gaithersburg,20878,301-947-1770, ,Business Park,1246144.038517520064488,540020.616537270019762,"(39.14924043700006, -77.23339403899996)",39.151426979999997,-77.232646529999997
13,BUSINESS PARK,Burgundy Park,14803 Southlawn Ln,Rockville,20850,301-547-1000,,Business Park,1274051.584911519894376,521255.213895789987873,"(39.09787238100006, -77.13489095699998)",39.097864520000002,-77.134888649999994
14,BUSINESS PARK,Derwood Industrial Park,98 Derwood Cir,Rockville,20850,301-279-9386,,Industrial Park,1269336.353931119898334,524053.086538399977144,"(39.10553400600003, -77.15152176799995)",39.104257650000001,-77.155002409999994
15,BUSINESS PARK,Derwood Industrial Park,114 Derwood Cir,Rockville,20850,301-983-1553,,Industrial Park,1268720.20135454996489,523977.542986329994164,"(39.10532376300006, -77.15369260999995)",39.104257650000001,-77.155002409999994
16,BUSINESS PARK,Derwood Industrial Park,231 Derwood Cir,Rockville,20850,301-279-9386,http://www.hbwgroup.com,Industrial Park,1269806.14081155997701,524114.465866459999233,"(39.10570466000007, -77.14986661699999)",39.104257650000001,-77.155002409999994
17,BUSINESS PARK,Derwood Industrial Park,267 Derwood Cir,Rockville,20850,301-424-2900,http://www.donohoerealestate.com/property.HTM,Industrial Park,1268647.01837848010473,524234.863178569998126,"(39.10602993100008, -77.15395203199995)",39.104257650000001,-77.155002409999994
18,BUSINESS PARK,Diamond Farm Professional Park,839 Quince Orchard Blv,Gaithersburg,20878,301-424-2900,http://www.hbwgroup.com,Business Park,1247251.395446560112759,536747.235670219990425,"(39.140260752000074, -77.22946036399998)",39.140252879999998,-77.229458019999996
19,BUSINESS PARK,Doctors Medical Park,2101 Medical Park Dr,Wheaton,20902,301-983-2344, ,Business Park,1300028.142759710084647,494374.16068675997667,"(39.024135698000066, -77.04331565699994)",39.024127839999998,-77.043313380000001
20,BUSINESS PARK,Game Preserve Industrial Park,18775 N Frederick Ave,Gaithersburg,20879,301-340-9404,http://www.offenbacher.net,Industrial Park,1248287.288695520022884,546050.096734890015796,"(39.16580972400004, -77.22588931099995)",39.165801850000001,-77.225886970000005
21,BUSINESS PARK,Gateway 270 Business Center,22513 Gateway Center Dr,Clarksburg,20871,202-638-3000,,Business Park,1233716.56765795010142,568719.683443999965675,"(39.227940137000076, -77.27752225299997)",39.227932250000002,-77.277519889999994
22,BUSINESS PARK,Gateway 270 Business Center,22601 Gateway Center Dr,Clarksburg,20871,703-448-0121,http://www.akridge.com,Business Park,1233009.423209290020168,569742.840948950033635,"(39.230743321000034, -77.28002956199998)",39.227932250000002,-77.277519889999994
23,BUSINESS PARK,Germantown Technology Center,20270 Goldenrod La,Germantown,20876,301-986-9200,http://www.thebernsteincompanies.com,Business Park,1241027.606128759915009,554046.432102330029011,"(39.187712146000024, -77.25157142499995)",39.186904419999998,-77.250420759999997
24,BUSINESS PARK,King Farm Business Park,800 King Farm Blvd,Rockville,20850,703-847-5270,http://www.penrosegroup.com,Business Park,1260851.062659220071509,525581.157195820007473,"(39.109687034000046, -77.18143419299997)",39.10967917,-77.181431869999997
25,BUSINESS PARK,Campus at Metro Park North,7301 Calhoun Pl,Rockville,20855,301-986-9200,https://www.transwestern.com/propertylisting/building/14df9c96-3cab-e611-aca4-00155d0a270e/7301-calhoun-pl---building-3,Business Park,1270500.509580210084096,525044.630091320024803,"(39.10826165100008, -77.14742498399994)",39.108253779999998,-77.147422669999997
26,BUSINESS PARK,Century Corporate Campus,20381 Century Blvd,Germantown,20874,301-530-6200,http://www.trammellcrow.com,Business Park,1237685.741421649930999,555718.281319890054874,"(39.19227643800008, -77.26337859599994)",39.192268560000002,-77.263376239999999
27,BUSINESS PARK,Churchill Office Park,13236 Executive Park Ter,Germantown,20874,, ,Business Park,1234430.200426619965583,551459.555171919986606,"(39.18055747300008, -77.27481969499996)",39.180549599999999,-77.274817339999998
28,BUSINESS PARK,Clopper R and D Park,2 Metropolitan Ct,Gaithersburg,20878,202-244-5800,http://www.standardproperties.com/clopper-rd-park/,Business Park,1247535.88210282009095,539615.598680890048854,"(39.14813808800005, -77.22848267099994)",39.148130219999999,-77.228480329999996
29,BUSINESS PARK,Cloverleaf Center,20400 Century Blvd,Germantown,20874,301-530-6200,http://cloverleafcenter.info/toc.cfm,Business Park,1237040.169325049966574,555468.501863660058007,"(39.19158551700008, -77.26565376599996)",39.191577639999998,-77.265651410000004
30,BUSINESS PARK,Cloverleaf Center,12910 Cloverleaf Center Dr,Germantown,20874,301-816-0297,http://cloverleafcenter.info/toc.cfm,Business Park,1237358.524525339948013,554979.007847200031392,"(39.19024411800007, -77.26452553799999)",39.191577639999998,-77.265651410000004
31,BUSINESS PARK,Cotler Industrial Park,701 E Gude Dr,Rockville,20850,301-652-6366, ,Industrial Park,1271609.680269239936024,523321.583433719992172,"(39.10353565400004, -77.14350662599998)",39.103527790000001,-77.143504320000005
32,BUSINESS PARK,Crown Pointe Corporate Center,200 Professional Dr,Gaithersburg,20879,301-459-4151, ,Business Park,1247553.877878840081394,545095.843934000004083,"(39.16318473000007, -77.22846757799994)",39.163743009999997,-77.22740666
33,BUSINESS PARK,Quince Orchard Corporate Park,902 Wind River La,Gaithersburg,20878,202-393-1999,http://www.foulgerpratt.com,Business Park,1246658.815861999988556,533085.647442810004577,"(39.13020336500006, -77.23151685999994)",39.128104870000001,-77.234939179999998
34,BUSINESS PARK,Quince Orchard Medical Pk,11904 Darnestown Rd,Gaithersburg,20878,301-840-1616,http://greater-potomac.com,Business Park,1242343.111537979915738,527243.513165369979106,"(39.114132082000026, -77.24667477799994)",39.114124220000001,-77.246672430000004
35,BUSINESS PARK,Quince Orchard Park,1 Medimmune Way,Gaithersburg,20878,202-393-1999,http://www.quadrangledevcorp.com/quadrangle_w/files/home.htm,Business Park,1246402.080373760079965,531459.621969299972989,"(39.12573714000007, -77.23240730199996)",39.125729270000001,-77.232404959999997
36,BUSINESS PARK,Russell Office Park,901 Russell Ave,Gaithersburg,20879,301-948-6666,http://www.themgmtgroup.com,Business Park,1251583.82783459010534,543553.573468560003676,"(39.15897711900004, -77.21424197099998)",39.158969239999998,-77.214239640000002
37,BUSINESS PARK,Shady Grove Develop Park,9100 Gaither Rd,Gaithersburg,20877,240-912-0200,http://www.minkoffdev.com,Business Park,1258982.278785479953513,528086.970702160033397,"(39.11655667300005, -77.18803826299995)",39.115702339999999,-77.190176469999997
38,BUSINESS PARK,Shady Grove Develop Park,9300 Gaither Rd,Gaithersburg,20877,240-912-0200,http://www.minkoffdev.com,Business Park,1257518.016896120039746,528326.240078379982151,"(39.11720522100006, -77.19320082799999)",39.115702339999999,-77.190176469999997
39,BUSINESS PARK,Shady Grove Executive Center,9211 Corporate Blv,Rockville,20850,202-478-2300,,Business Park,1258472.732289009960368,525425.54580367996823,"(39.109246505000044, -77.18981465199994)",39.106723189999997,-77.190938729999999
40,BUSINESS PARK,Shady Grove Industrial Park,8717 Grovemont Cir,Gaithersburg,20877,202-244-5800, ,Industrial Park,1262513.717124769929796,532201.363537990022451,"(39.12787253800008, -77.17561962599996)",39.127864670000001,-77.175617299999999
41,BUSINESS PARK,Shady Grove Life Sciences Center,9920 Medical Center Dr,Rockville,20850,202-478-2300, ,Business Park,1254969.425533740082756,521187.219271729991306,"(39.09758898000007, -77.20212768799996)",39.100567519999998,-77.198817770000005
42,BUSINESS PARK,Southlawn Enterprise Park,14628 Southlawn Ln,Rockville,20850,202-244-5800, ,Business Park,1272336.215949920006096,520455.978823049983475,"(39.09567085600003, -77.14093083299997)",39.095662990000001,-77.140928520000003
43,BUSINESS PARK,Southlawn Industrial Ctr,689 Lofstrand Ln,Rockville,20850,, ,Industrial Park,1273451.499406960094348,520681.675591260020155,"(39.09629519900005, -77.13700236799997)",39.096287330000003,-77.137000060000005
44,BUSINESS PARK,Southlawn Industrial Ctr,14670 Southlawn Ln,Rockville,20850,301-294-8773, ,Industrial Park,1272722.356366280000657,520860.973127430013847,"(39.096784452000065, -77.13957246399997)",39.096287330000003,-77.137000060000005
45,BUSINESS PARK,Springpointe Executive Center,15200 Dino Dr,Burtonsville,20866,301-470-3635, ,Business Park,1333287.057094679912552,525208.666955480002798,"(39.10883628500005, -76.92652986499996)",39.108828410000001,-76.926527620000002
46,BUSINESS PARK,Tech Center Phase II,2180 Industrial Pkw,Silver Spring,20904,, ,Business Park,1321690.71813988010399,505012.17746466997778,"(39.05334764100007, -76.96705146999994)",39.053339780000002,-76.967049220000007
47,BUSINESS PARK,Tech Center 29,12120 Tech Rd,Silver Spring,20904,703-709-8866, ,Business Park,1321427.748539640102535,505695.500089299981482,"(39.05522407500007, -76.96797663899997)",39.055216209999998,-76.967974389999995
48,BUSINESS PARK,The Green Center,1201 Taft St,Rockville,20850,301-881-7800, ,Business Park,1274399.954575839918107,519617.711686270020436,"(39.09337779900005, -77.13365500399993)",39.093369930000001,-77.133652699999999
49,BUSINESS PARK,Zarpas Industrial Park,19300 Woodfield Rd,Gaithersburg,20879,301-948-2674, ,Industrial Park,1268774.180490599945188,548810.347617459949106,"(39.17350515700008, -77.15364968199998)",39.173497279999999,-77.153647359999994
50,BUSINESS PARK,Burtonsville Office Building,3537 Spencerville Rd,Burtonsville,20866,, ,Business Park,1329930.058947559911758,524542.063690850045532,"(39.10695812900008, -76.93799098799997)",39.106950249999997,-76.937988739999994
51,BUSINESS PARK,Shady Grove Life Sciences Center,9800 Medical Center Dr,Rockville,20850,202-478-2300, ,Business Park,1256385.7967350599356,520521.295943110017106,"(39.09576910200008, -77.19713196199996)",39.100567519999998,-77.198817770000005
52,BUSINESS PARK,Shady Grove Life Sciences Center,14907 Broschart Rd,Rockville,20850, , ,Business Park,1255910.499966620001942,522272.843848739983514,"(39.100575380000066, -77.19882009399998)",39.100567519999998,-77.198817770000005
53,BUSINESS PARK,Shady Grove Life Sciences Center,9900 Blackwell Rd,Rockville,20850, , ,Business Park,1254851.071101630106568,522562.031689009978436,"(39.10136298800006, -77.20255546499999)",39.100567519999998,-77.198817770000005
54,BUSINESS PARK,Silver Spring Metro Center,1301 East West Hwy,Silver Spring,20910,,,Business Park,1303965.547691369894892,482530.946851729997434,"(38.991622147000044, -77.02944283599999)",38.991614300000002,-77.029440570000006
55,BUSINESS PARK,Crown Pointe Corporate Center,300 Professional Dr,Gaithersburg,20879,301-947-1770,http://www.loughlinmanagement.com,Business Park,1247350.929014649940655,544720.012637650012039,"(39.16215145500007, -77.22918001099998)",39.163743009999997,-77.22740666
56,BUSINESS PARK,Crown Pointe Corporate Center,400 Professional Dr,Gaithersburg,20879,410-244-7100,http://www.labspace.com/home.asp?sec=home,Business Park,1247100.374646410113201,544269.015133230015635,"(39.160911472000066, -77.23005964499998)",39.163743009999997,-77.22740666
57,BUSINESS PARK,Crown Pointe Corporate Center,610 Professional Dr,Gaithersburg,20879,301-258-9832, ,Business Park,1247759.332215029979125,543782.939996770001017,"(39.15958144600006, -77.22773143099994)",39.163743009999997,-77.22740666
58,BUSINESS PARK,Crown Pointe Corporate Center,700 Professional Dr,Gaithersburg,20879,202-452-1100,http://www.cbre.com/usa,Business Park,1248423.300983649911359,543334.447964360006154,"(39.15835459500005, -77.22538595699996)",39.163743009999997,-77.22740666
59,BUSINESS PARK,Decoverly Office Park,15201 Diamondback Dr,Rockville,20850,202-728-8316, ,Business Park,1255340.310142090078443,524317.858890649979003,"(39.10618680700003, -77.20084512599993)",39.107663580000001,-77.198996179999995
60,BUSINESS PARK,Decoverly Office Park,15200 Omega Dr,Rockville,20850,561-395-9666, ,Business Park,1256315.148926999885589,524587.648330900003202,"(39.106933387000026, -77.19741187099999)",39.107663580000001,-77.198996179999995
61,BUSINESS PARK,Derwood Industrial Park,45 Derwood Cir,Rockville,20850,301-424-2900,http://www.hbwgroup.com,Industrial Park,1268904.338826719904318,523198.499401599983685,"(39.10318564500005, -77.15303911899997)",39.104257650000001,-77.155002409999994
62,BUSINESS PARK,Twelve Oaks Office Park,1500 Research Blvd,Rockville,20850,301-656-2333, ,Business Park,1260734.249859109986573,519969.488710600009654,"(39.094278820000056, -77.18180647199995)",39.094270960000003,-77.181804150000005
63,BUSINESS PARK,Twinbrook Metro Park,5630 Fishers Ln,Rockville,20852,240-333-3600,http://www.jbg.com,Business Park,1279908.777364969952032,508235.044155669980682,"(39.06214550400006, -77.11419532499997)",39.062137649999997,-77.114193029999996
64,BUSINESS PARK,Twinbrook Metro Park,5625 Fishers Ln,Rockville,20852,240-333-3600,http://www.jbg.com,Business Park,1279986.567829040111974,508656.028220059990417,"(39.063301651000074, -77.11392321299996)",39.062137649999997,-77.114193029999996
65,BUSINESS PARK,Twinbrook Metro Park,12420 Parklawn Dr,Rockville,20852,240-333-3600,http://www.jbg.com,Business Park,1280013.630357069894671,507696.694331170001533,"(39.06066773800006, -77.11382368999995)",39.062137649999997,-77.114193029999996
66,BUSINESS PARK,Twinbrook Metro Park,12729 Twinbrook Pkw,Rockville,20852,240-333-3600,http://www.jbg.com,Business Park,1279719.175828790059313,509415.196732770011295,"(39.065385149000065, -77.11486829499995)",39.062137649999997,-77.114193029999996
67,BUSINESS PARK,Washington Rockville Industrial Park,12331 Carroll Ave,Rockville,20852,, ,Industrial Park,1280103.447701150085777,507174.842170679999981,"(39.05923521500006, -77.11350509199997)",39.059227360000001,-77.113502789999998
68,BUSINESS PARK,Washingtonian Industrial Park,16031 Industrial Dr,Gaithersburg,20877,301-948-2000, ,Industrial Park,1258982.399617480114102,529580.848975550034083,"(39.120658296000045, -77.18804868299998)",39.118141190000003,-77.189308220000001
69,BUSINESS PARK,Washingtonian Center,9737 Washingtonian Blvd,Gaithersburg,20878,240-404-0600,http://www.brandywinerealty.com,Business Park,1257106.607743730070069,527313.729357440024614,"(39.11442285000004, -77.19464324099994)",39.114414979999999,-77.194640910000004
70,BUSINESS PARK,Wisteria Office Park,12810 Wisteria Dr,Germantown,20874,301-657-2800,http://www.danac.com,Business Park,1235677.117291779955849,549840.045154419960454,"(39.17612121500008, -77.27040407399994)",39.176113340000001,-77.270401719999995
71,BUSINESS PARK,WWDC Industrial Park,8810 Brookville Rd,Silver Spring,20910,301-345-9730,http://www.donohoerealestate.com/property.HTM,Industrial Park,1296639.181476549943909,485775.317030749982223,"(39.000520892000054, -77.05522623699994)",39.000513040000001,-77.055223960000006
72,BUSINESS PARK,WWDC Industrial Park,8800 Monard Dr,Silver Spring,20910,301-345-9730,http://www.donohoerealestate.com/property.HTM,Industrial Park,1295561.27709154994227,485757.678630730020814,"(39.000470610000036, -77.05901908299995)",39.000513040000001,-77.055223960000006
73,BUSINESS PARK,Randolph Hills Complex,4930 Boiling Brook Pkw,Rockville,20852,301-530-9700,http://kronstadtrealty.com,Business Park,1283591.331992400111631,502577.261622400023043,"(39.046623053000076, -77.10120399899995)",39.046615199999998,-77.101201700000004
74,BUSINESS PARK,Randolph Hills Complex,4960 Wyaconda Rd,Rockville,20852,301-231-4877,http://www.divaris.com,Business Park,1283917.078680699924007,502113.365301969985012,"(39.045350332000055, -77.10005524299999)",39.046615199999998,-77.101201700000004
75,BUSINESS PARK,Randolph Hills Complex,5481 Randolph Rd,Rockville,20852,301-530-9700,http://kronstadtrealty.com,Business Park,1281114.737046089954674,505206.041144850023557,"(39.05383294600006, -77.10993532499998)",39.046615199999998,-77.101201700000004
76,BUSINESS PARK,Redgate Industrial Park,3 Taft Ct,Rockville,20850,301-294-5140,http://www.labspace.com/home.asp?sec=home,Industrial Park,1275308.721808690112084,520521.514055109990295,"(39.09586292300003, -77.13045765099997)",39.095729489999997,-77.132720259999999
77,BUSINESS PARK,Redgate Business Park,14636 Rothgeb Dr,Rockville,20850,301-251-1205, ,Business Park,1274405.112975839991122,521515.425608040008228,"(39.09858825500004, -77.13364661799994)",39.098580390000002,-77.133644309999994
78,BUSINESS PARK,Redland Center,540 Gaither Rd,Rockville,20850,, ,Business Park,1262494.871940749930218,525388.654667639988475,"(39.10916732100003, -77.17563984999998)",39.10915945,-77.175637530000003
79,BUSINESS PARK,Research Boulevard Center,1801 Research Blvd,Rockville,20850,301-948-2600,http://www.mcsheaco.com,Business Park,1261417.93293175008148,521329.723975859989878,"(39.09801724500005, -77.17940700899999)",39.098009380000001,-77.179404689999998
80,BUSINESS PARK,Research Office Center,2401 Research Blv,Rockville,20850,301-840-2011,,Business Park,1259132.874113620026037,523899.446602259995416,"(39.10506015000004, -77.18747717999997)",39.102247460000001,-77.181672699999993
81,BUSINESS PARK,Research Plaza,1455 Research Blvd,Rockville,20850,202-463-2100,http://www.cassidypinkard.com,Business Park,1261974.368900269968435,519409.52122206997592,"(39.09274805200005, -77.17743321399996)",39.092740190000001,-77.177430889999997
82,BUSINESS PARK,Rock Spring Industrial Park,6700 Rockledge Dr,Bethesda,20817,240-404-0600,http://www.brandywinerealty.com,Industrial Park,1273950.183311420027167,496141.563696399971377,"(39.02891844900006, -77.13511727599996)",39.030756080000003,-77.134757769999993
83,BUSINESS PARK,Rock Spring Industrial Park,10401 Fernwood Rd,Bethesda,20817,301-493-5585,http://www.hines.com,Industrial Park,1273540.231311039999127,495706.047024000028614,"(39.02772098400004, -77.13655807899994)",39.030756080000003,-77.134757769999993
84,BUSINESS PARK,Montgomery Village Exec Plaza,19650 Club House Rd,Gaithersburg,20886,301-424-2900,http://www.hbwgroup.com,Business Park,1253713.202300569973886,548913.468513550003991,"(39.17370665200008, -77.20677534399994)",39.173698770000001,-77.206773010000006
85,BUSINESS PARK,Nicholson Research Center,5510 Nicholson Ln,Rockville,20852,301-208-6700, ,Business Park,1281732.756630670046434,501826.725941699987743,"(39.04455648900006, -77.10774499099995)",39.044548630000001,-77.107742689999995
86,BUSINESS PARK,North Adams Park,204 N Adams St,Rockville,20850,, ,Business Park,1268300.380810159957036,517363.70080416998826,"(39.087162602000035, -77.15513242499998)",39.087154740000003,-77.155130110000002
87,BUSINESS PARK,North Bethesda Industrial Park,11740 Parklawn Dr,Rockville,20852,301-345-9730,http://www.donohoerealestate.com/property.HTM,Industrial Park,1282827.08725569001399,503389.033527149993461,"(39.04884955400007, -77.10389818499993)",39.048841699999997,-77.103895890000004
88,BUSINESS PARK,270 Corporate Center,20300 Century Blv,Germantown,20874,301-815-9961,http://270corporatecenter.com/,Business Park,1237864.249965809984133,554950.874983179965056,"(39.188759195000046, -77.26284635299999)",39.190163009999999,-77.262738630000001
89,BUSINESS PARK,Montgomery County Airpark Business Center,7601 Airpark Rd,Gaithersburg,20879,301-948-2674, ,Business Park,1268816.515722640091553,545665.636190530029126,"(39.16487127400006, -77.15348170199997)",39.164863400000002,-77.153479379999993
90,BUSINESS PARK,Avenel Business Park,200 Perry Pkw,Gaithersburg,20877,301-986-7720,http://www.saulcenters.com/properties-metro/md/avenel/index.htm,Business Park,1253240.374908129917458,537299.125078739947639,"(39.14157335900006, -77.21002973999998)",39.141807579999998,-77.208347329999995
91,BUSINESS PARK,Bennington Corporate Center,55 W Watkins Mill Rd,Gaithersburg,20878,410-290-1400, ,Business Park,1246357.404021719936281,540819.321178009966388,"(39.15143485200008, -77.23264886699997)",39.151426979999997,-77.232646529999997
92,BUSINESS PARK,Burtonsville Commerce Center,4000 Blackburn La,Burtonsville,20866,301-345-9730,,Business Park,1332012.750021500047296,524498.437450809986331,"(39.10683423300003, -76.93065165099995)",39.106826359999999,-76.930649410000001
93,BUSINESS PARK,Crown Pointe Corporate Center,2 Professional Dr,Gaithersburg,20879, , ,Business Park,1247854.542967119952664,545301.298526189988479,"(39.16375088400008, -77.22740899699994)",39.163743009999997,-77.22740666
94,BUSINESS PARK,Danac Stiles,9515 Key West Ave,Rockville,20850,301-770-1807, ,Business Park,1254167.889276999980211,523781.214794149971567,"(39.104706227000065, -77.20497246499997)",39.10469836,-77.204970130000007
95,BUSINESS PARK,Derwood Industrial Park,3 Derwood Cir,Rockville,20850,301-345-9730,,Industrial Park,1268347.204746200004593,523592.742729970021173,"(39.10426551200004, -77.15500472499997)",39.104257650000001,-77.155002409999994
96,BUSINESS PARK,Decoverly Office Park,9503 Key West Ave,Rockville,20850,202-728-8316,http://www.colonialprop.com,Business Park,1255865.500030579976737,524857.437515150057152,"(39.10767144700003, -77.19899851299994)",39.107663580000001,-77.198996179999995
97,BUSINESS PARK,Fortune Parc,7811 Montrose Rd,Rockville,20854, , ,Business Park,1266897.249928849982098,506673.406266210018657,"(39.05780412100006, -77.16000969499999)",39.057796260000003,-77.160007379999996
98,BUSINESS PARK,Ziggy Lane Center,8501 Ziggy La,Gaithersburg,20877,301-770-3360,http://www.showcase.com/property/8507-8657-Ziggy-Lane/Gaithersburg/Maryland/782161,Business Park,1262427.919748689979315,532938.328402669983916,"(39.13059845200007, -77.17506709599996)",39.12988764,-77.175924749999993
99,BUSINESS PARK,8500-8533 Muscatello Ct,8501 Muscatello Ct,Gaithersburg,20877,,,Business Park,1262427.919748689979315,532938.328402669983916,"(39.13097209500006, -77.17511208099995)",39.12988764,-77.175924749999993
100,BUSINESS PARK,16831 Oakmont Ave,16831 Oakmont Ave,Gaithersburg,20877,301-921-8223,http://www.cityfeet.com/cont/md/gaithersburg-industrial-space#id=LN19916390&overlay=true,Business Park,1262427.919748689979315,532938.328402669983916,"(39.132217559000026, -77.17484340799996)",39.12988764,-77.175924749999993
101,BUSINESS PARK,Metro Executive Park,15850 Crabbs Branch Way,Rockville,20855,301-424-2100,http://www.cassidyandpinkard.com,Business Park,1267573.000073479954153,527217.187405350035988,"(39.114213249000045, -77.15775500599995)",39.114205380000001,-77.157752689999995
102,BUSINESS PARK,Gateway 270,22600 Gateway Center Dr,Clarksburg,20871,301-621-8800,http://www.transwestern.net,Business Park,1232528.176488840021193,569994.708597189979628,"(39.23143076700006, -77.28173117999995)",39.231422879999997,-77.281728819999998
103,BUSINESS PARK,Germantown Technology Center,20271 Goldenrod La,Germantown,20876,202-333-9000,http://www.first-potomac.com,Business Park,1241352.289905060082674,553754.216806060052477,"(39.186912300000074, -77.25042310699996)",39.186904419999998,-77.250420759999997
104,BUSINESS PARK,Key West Corporation Center,9400 Key West Ave,Rockville,20850,301-948-2600,http://www.mcsheaco.com,Business Park,1257730.993536320049316,523335.666505730012432,"(39.10350420900005, -77.19241311199994)",39.10349635,-77.192410789999997
105,BUSINESS PARK,Key West Research Center,9610 Medical Center Dr,Rockville,20850,301-840-2011, ,Business Park,1257068.319615700049326,523455.888969840016216,"(39.103830438000045, -77.19474917699995)",39.103822569999998,-77.194746850000001
106,BUSINESS PARK,Metro Park North,7520 Standish Pl,Rockville,20850,301-340-0901,http://www.psbusinessparks.com,Business Park,1268453.206666300073266,525381.303115639952011,"(39.10917673100005, -77.15464186299994)",39.109168859999997,-77.154639549999999
107,BUSINESS PARK,Metropolitan Grove Park,1 Metropolitan Ct,Gaithersburg,20878,301-921-0333, ,Business Park,1247943.059319199994206,539740.048217009985819,"(39.14848256600004, -77.22704803199997)",39.14847469,-77.227045689999997
108,BUSINESS PARK,Middlebrook Business Park,19525 Amaranth Dr,Germantown,20874, , ,Business Park,1241341.124977050116286,549577.43753817002289,"(39.175444568000046, -77.25042207299998)",39.175436689999998,-77.250419730000004
109,BUSINESS PARK,Montgomery County Airpark Industrial Park,8201 Beechcraft Ave,Gaithersburg,20879,301-340-0774, ,Industrial Park,1264975.344519060105085,546249.888351069996133,"(39.16645687600004, -77.16703286499995)",39.166449,-77.167030539999999
110,BUSINESS PARK,Montgomery Industrial Park,11800 Tech Rd,Silver Spring,20904,888-811-4276,http://www.copt.com,Industrial Park,1321403.213499610079452,506165.641017740010284,"(39.05651494800003, -76.96806245899995)",39.056507089999997,-76.968060210000004
111,BUSINESS PARK,Montrose Office Center,3206 Tower Oaks Blv,Rockville,20852,301-948-9870,http://www.mcsheaco.com,Business Park,1269574.499979350017384,507226.687546729983296,"(39.05933574900007, -77.15058474099999)",39.059327889999999,-77.15058243
112,BUSINESS PARK,Trevion Corporate Park,12850 Middlebrook Rd,Germantown,20874,202-783-8200,http://www.cbre.com/usa,Business Park,1236871.87492488999851,550304.374882849981077,"(39.17740570800004, -77.26619441299994)",39.177397829999997,-77.266192059999995
113,BUSINESS PARK,Quince Orchard Corporate Park,200 Orchard Ridge Dr,Gaithersburg,20878,202-393-1999,http://www.quadrangledevcorp.com/quadrangle_w/files/home.htm,Business Park,1245685.374069100013003,532326.692690100055188,"(39.12811274300003, -77.23494151799997)",39.128104870000001,-77.234939179999998
114,BUSINESS PARK,Quince Tree Executive Center,814 W Diamond Ave,Gaithersburg,20877,301-657-5950, ,Business Park,1251026.99993007001467,537852.125015250057913,"(39.14331964000007, -77.21615806699998)",39.143311769999997,-77.216155729999997
