"application_type","permit_number","processed_date","approved_date","project_name","description_of_work","street_number","pre_direction","street_name","street_suffix","post_direction","city","state","zip_code","latitude","longitude","general_location","geolocation"
"SOILS TESTING PROCESS","211158","2004-01-29T12:01:00.000","2008-01-08T12:01:00.000",,,"15420",,"HOLLY GROVE","RD",,"SILVER SPRING","MD","20905","39.110129","-77.014813",,"POINT (-77.014813 39.110129)"
"SOILS TESTING PROCESS","230955","2007-03-19T12:03:00.000","2007-12-19T12:12:00.000",,,"13701",,"DEAKINS","LN",,"GERMANTOWN","MD","20874","39.080448","-77.299482",,"POINT (-77.299482 39.080448)"
"SOILS TESTING PROCESS","224496","2006-03-09T12:03:00.000","2007-12-11T12:12:00.000",,,"15415",,"SENECA","RD",,"GERMANTOWN","MD","20874","39.081291","-77.321059",,"POINT (-77.321059 39.081291)"
"SOILS TESTING PROCESS","216832","2005-03-11T12:03:00.000","2007-10-15T12:10:00.000",,,"5001",,"BROOKEVILLE","RD",,"GAITHERSBURG","MD","20882","39.185164","-77.101143",,"POINT (-77.101143 39.185164)"
"SOILS TESTING PROCESS","214896","2004-10-21T12:10:00.000","2007-09-13T12:09:00.000",,,"1",,"WHITECHURCH","CT",,"GERMANTOWN","MD","20874","39.194037","-77.273766",,"POINT (-77.273766 39.194037)"
"SOILS TESTING PROCESS","230933","2007-03-14T12:03:00.000","2007-09-05T12:09:00.000",,,"1",,"HAVILAND MILL","RD",,"BROOKEVILLE","MD","20833","39.177776","-77.001186",,"POINT (-77.001186 39.177776)"
"SOILS TESTING PROCESS","230842","2007-02-26T12:02:00.000","2007-09-04T12:09:00.000",,,"16126",,"COLUMBIA","PIKE",,"BURTONSVILLE","MD","20866","0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","231549","2007-06-18T12:06:00.000","2007-08-29T12:08:00.000",,,"18609",,"BUCKLODGE","RD",,"BOYDS","MD","20841","39.162337","-77.358194",,"POINT (-77.358194 39.162337)"
"SOILS TESTING PROCESS","230839","2007-02-23T12:02:00.000","2007-08-02T12:08:00.000",,,"22505",,"FITZGERALD","DR",,"GAITHERSBURG","MD","20882","39.224576","-77.117291",,"POINT (-77.117291 39.224576)"
"SOILS TESTING PROCESS","224577","2006-03-13T12:03:00.000","2007-07-30T12:07:00.000",,,"1920",,"SPENCERVILLE","RD",,"SPENCERVILLE","MD","20868","39.118698","-76.971663",,"POINT (-76.971663 39.118698)"
"SOILS TESTING PROCESS","230951","2007-03-19T12:03:00.000","2007-07-30T12:07:00.000",,,"1405",,"SPENCERVILLE","RD",,"SPENCERVILLE","MD","20868","39.118604","-76.983481",,"POINT (-76.983481 39.118604)"
"SOILS TESTING PROCESS","200911","2000-03-16T12:03:00.000","2007-07-30T12:07:00.000",,,"3020",,"SPENCERVILLE","RD",,"BURTONSVILLE","MD","20866","39.109886","-76.947212",,"POINT (-76.947212 39.109886)"
"SOILS TESTING PROCESS","224829","2006-03-21T12:03:00.000","2007-07-26T12:07:00.000",,,"17800",,"WHITES FERRY","RD",,"POOLESVILLE","MD","20837","39.120079","-77.371301",,"POINT (-77.371301 39.120079)"
"SOILS TESTING PROCESS","230981","2007-03-22T12:03:00.000","2007-07-23T12:07:00.000",,,"14125",,"SENECA","RD",,"GERMANTOWN","MD","20874","39.101844","-77.293528",,"POINT (-77.293528 39.101844)"
"SOILS TESTING PROCESS","216310","2005-02-22T12:02:00.000","2007-07-13T12:07:00.000",,,"18200",,"BROOKE","RD",,"SANDY SPRING","MD","20860","39.155424","-77.035061",,"POINT (-77.035061 39.155424)"
"SOILS TESTING PROCESS","230934","2007-03-14T12:03:00.000","2007-06-25T12:06:00.000",,,"9001",,"WARFIELD","RD",,"GAITHERSBURG","MD","20882","39.19534","-77.185747",,"POINT (-77.185747 39.19534)"
"SOILS TESTING PROCESS","230796","2007-02-09T12:02:00.000","2007-06-25T12:06:00.000",,"Has an escrow account # 707999. Charge soil tests to it.","14526",,"JONES","LN",,"GAITHERSBURG","MD","20878","39.09421","-77.267498",,"POINT (-77.267498 39.09421)"
"SOILS TESTING PROCESS","224837","2006-03-21T12:03:00.000","2007-06-21T12:06:00.000",,,"7820",,"BRINK","RD",,"GAITHERSBURG","MD","20882","39.209686","-77.159973",,"POINT (-77.159973 39.209686)"
"SOILS TESTING PROCESS","211363","2004-02-18T12:02:00.000","2007-06-18T12:06:00.000","SNOWDENS MANOR",,"1300",,"EDNOR","RD",,"SILVER SPRING","MD","20905","0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","224846","2006-03-21T12:03:00.000","2007-06-05T12:06:00.000",,,"2835",,"SPENCERVILLE","RD",,"BURTONSVILLE","MD","20866","0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","231079","2007-04-04T12:04:00.000","2007-06-04T12:06:00.000",,,"13309",,"CHESTNUT OAK","DR",,"GAITHERSBURG","MD","20878","39.107291","-77.277709",,"POINT (-77.277709 39.107291)"
"SOILS TESTING PROCESS","207563","2003-04-08T12:04:00.000","2007-05-16T12:05:00.000",,,"2000",,"SPENCERVILLE","RD",,"SPENCERVILLE","MD","20868","39.119463","-76.969583",,"POINT (-76.969583 39.119463)"
"SOILS TESTING PROCESS","224253","2006-02-27T12:02:00.000","2007-04-18T12:04:00.000",,,"10506",,"TANAGER","LN",,"POTOMAC","MD","20854","39.066099","-77.218206",,"POINT (-77.218206 39.066099)"
"SOILS TESTING PROCESS","230989","2007-03-26T12:03:00.000","2007-04-11T12:04:00.000",,,"8521",,"BRICKYARD","RD",,"POTOMAC","MD","20854","38.994543","-77.215878",,"POINT (-77.215878 38.994543)"
"SOILS TESTING PROCESS","707010002","2007-04-05T12:04:00.000","2007-04-05T12:04:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","216976","2005-03-17T12:03:00.000","2007-03-30T12:03:00.000",,,"16600",,"EMORY","LN",,"OLNEY","MD","20832","0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","224032","2006-02-21T12:02:00.000","2007-03-27T12:03:00.000",,,"3324",,"DAMASCUS","RD",,"BROOKEVILLE","MD","20833","39.22447","-77.066927",,"POINT (-77.066927 39.22447)"
"SOILS TESTING PROCESS","224659","2006-03-15T12:03:00.000","2007-03-14T12:03:00.000",,,"5926",,"SERENITY","LN",,"ROCKVILLE","MD","20855","39.115319","-77.119219",,"POINT (-77.119219 39.115319)"
"SOILS TESTING PROCESS","229883","2006-12-11T12:12:00.000","2007-03-09T12:03:00.000",,,"15527",,"HOLLY GROVE","RD",,"SILVER SPRING","MD","20905","39.110371","-77.01179",,"POINT (-77.01179 39.110371)"
"SOILS TESTING PROCESS","230286","2007-01-02T12:01:00.000","2007-03-01T12:03:00.000",,,"14205",,"LEWISDALE","RD",,"CLARKSBURG","MD","20871","39.290494","-77.294927",,"POINT (-77.294927 39.290494)"
"SOILS TESTING PROCESS","230774","2007-02-06T12:02:00.000","2007-02-20T12:02:00.000",,,"10830",,"PLEASANT HILL","DR",,"POTOMAC","MD","20854","39.009762","-77.231314",,"POINT (-77.231314 39.009762)"
"SOILS TESTING PROCESS","226424","2006-06-01T12:06:00.000","2007-01-22T12:01:00.000",,,"18622",,"CHANDLEE MILL","RD",,"SANDY SPRING","MD","20860","0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","217014","2005-03-21T12:03:00.000","2007-01-05T12:01:00.000",,,"19300",,"NEW HAMPSHIRE","AVE",,"BRINKLOW","MD","20862","39.173211","-77.020555",,"POINT (-77.020555 39.173211)"
"SOILS TESTING PROCESS","224699","2006-03-16T12:03:00.000","2006-09-26T12:09:00.000",,,"13321",,"DARNESTOWN","RD",,"GAITHERSBURG","MD","20878","39.111887","-77.276761",,"POINT (-77.276761 39.111887)"
"SOILS TESTING PROCESS","216600","2005-03-04T12:03:00.000","2006-06-15T12:06:00.000",,,"5810",,"DIMES","RD",,"ROCKVILLE","MD","20855","39.108322","-77.119401",,"POINT (-77.119401 39.108322)"
"SOILS TESTING PROCESS","223047","2006-01-11T12:01:00.000","2006-01-11T12:01:00.000",,,"14201",,"CEDARBROOK","DR",,"SILVER SPRING","MD","20905","39.088922","-76.954845",,"POINT (-76.954845 39.088922)"
"SOILS TESTING PROCESS","216993","2005-03-18T12:03:00.000","2006-01-04T12:01:00.000",,,"4601",,"DAMASCUS","RD",,"GAITHERSBURG","MD","20882","39.236458","-77.090956",,"POINT (-77.090956 39.236458)"
"SOILS TESTING PROCESS","211450","2004-02-24T12:02:00.000","2005-10-25T12:10:00.000",,,"19210",,"PEACH TREE","RD",,"DICKERSON","MD","20842","39.170815","-77.388857",,"POINT (-77.388857 39.170815)"
"SOILS TESTING PROCESS","210303","2003-10-28T12:10:00.000","2005-08-09T12:08:00.000",,,"17001",,"WHITES FERRY","RD",,"POOLESVILLE","MD","20837","39.127196","-77.353556",,"POINT (-77.353556 39.127196)"
"SOILS TESTING PROCESS","216248","2005-02-15T12:02:00.000","2005-07-26T12:07:00.000",,"plan approved 5-27-05 gvg","217",,"STONINGTON","RD",,"SILVER SPRING","MD","20902","39.055691","-77.01521",,"POINT (-77.01521 39.055691)"
"SOILS TESTING PROCESS","211814","2004-03-18T12:03:00.000","2005-07-19T12:07:00.000",,,"16611",,"COMUS","RD",,"DICKERSON","MD","20842","39.250549","-77.34377",,"POINT (-77.34377 39.250549)"
"SOILS TESTING PROCESS","217013","2005-03-21T12:03:00.000","2005-04-12T12:04:00.000",,,"1005",,"CLIFTONBROOK","LN",,"SILVER SPRING","MD","20905","39.139387","-76.99454",,"POINT (-76.99454 39.139387)"
"SOILS TESTING PROCESS","211157","2004-01-29T12:01:00.000","2005-03-10T12:03:00.000",,,"21228",,"GOLF ESTATES","DR",,"GAITHERSBURG","MD","20882","0","0","21228 & 21232/OUTLOT F & PT OUTLOT E/BLK C","POINT (0 0)"
"SOILS TESTING PROCESS","704033003","2004-07-09T12:07:00.000","2005-01-25T12:01:00.000",,,"23105",,"DAVIS MILL","RD",,"GERMANTOWN","MD","20876","39.22951","-77.221385",,"POINT (-77.221385 39.22951)"
"SOILS TESTING PROCESS","04DPS1038","2004-09-27T12:09:00.000","2004-10-15T12:10:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","702025041","2003-01-27T12:01:00.000","2004-07-19T12:07:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","704054018","2004-06-24T12:06:00.000","2004-07-14T12:07:00.000",,"Contractor not correct - unable to delete record. This contact is for another project at 11720 Glen Mill Road.  Kim Beall 2-14-11","12004",,"BETHESDA CHURCH","RD",,"DAMASCUS","MD","20872","39.314648","-77.249485",,"POINT (-77.249485 39.314648)"
"SOILS TESTING PROCESS","704053001","2004-04-13T12:04:00.000","2004-06-29T12:06:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","704053003","2004-04-13T12:04:00.000","2004-06-29T12:06:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","702040005","2003-02-05T12:02:00.000","2004-06-03T12:06:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","210926","2003-12-31T12:12:00.000","2004-02-25T12:02:00.000",,,"1600",,"EDNOR","RD",,"SILVER SPRING","MD","20905","39.139709","-76.978509",,"POINT (-76.978509 39.139709)"
"SOILS TESTING PROCESS","210441","2003-11-07T12:11:00.000","2004-02-09T12:02:00.000",,,"15301",,"BERRYVILLE","RD",,"GERMANTOWN","MD","20874","39.106075","-77.321459",,"POINT (-77.321459 39.106075)"
"SOILS TESTING PROCESS","703032018","2003-03-27T12:03:00.000","2003-11-17T12:11:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","703032019","2003-03-27T12:03:00.000","2003-11-14T12:11:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","700021003","2000-04-17T12:04:00.000","2003-11-13T12:11:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","703024002","2003-04-14T12:04:00.000","2003-10-21T12:10:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","207460","2003-03-18T12:03:00.000","2003-07-31T12:07:00.000",,,"14722",,"BLANTON","RD",,"SILVER SPRING","MD","20905","39.097214","-76.990889",,"POINT (-76.990889 39.097214)"
"SOILS TESTING PROCESS","207411","2003-03-07T12:03:00.000","2003-07-09T12:07:00.000",,,"310",,"HAVILAND MILL","RD",,"BROOKEVILLE","MD","20833","39.168295","-77.013425",,"POINT (-77.013425 39.168295)"
"SOILS TESTING PROCESS","207577","2003-04-10T12:04:00.000","2003-06-19T12:06:00.000",,,"20600",,"PRATHERTOWN","RD",,"GAITHERSBURG","MD","20879","39.193714","-77.199652",,"POINT (-77.199652 39.193714)"
"SOILS TESTING PROCESS","102016003","2002-04-11T12:04:00.000","2003-05-21T12:05:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","207521","2003-03-31T12:03:00.000","2003-05-19T12:05:00.000",,,"19215",,"FREDERICK","RD",,"GERMANTOWN","MD","20876","39.170772","-77.234706",,"POINT (-77.234706 39.170772)"
"SOILS TESTING PROCESS","703027002","2003-03-31T12:03:00.000","2003-05-16T12:05:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","207070","2002-12-17T12:12:00.000","2003-05-08T12:05:00.000",,,"140",,"BRINKWOOD","RD",,"BROOKEVILLE","MD","20833","39.168207","-77.006604",,"POINT (-77.006604 39.168207)"
"SOILS TESTING PROCESS","207437","2003-03-13T12:03:00.000","2003-04-16T12:04:00.000",,,"9001",,"HAWKINS CREAMERY","RD",,"GAITHERSBURG","MD","20882","39.270455","-77.181685",,"POINT (-77.181685 39.270455)"
"SOILS TESTING PROCESS","102072","2002-04-26T12:04:00.000","2002-11-01T12:11:00.000","OAK HILL ESTATES",,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","701031006","2001-04-09T12:04:00.000","2002-10-22T12:10:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","702022005","2002-03-13T12:03:00.000","2002-08-01T12:08:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","102074003","2002-04-02T12:04:00.000","2002-08-01T12:08:00.000",,,"11311",,"NEELSVILLE CHURCH","RD",,"GERMANTOWN","MD","20876","0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","205174","2002-03-29T12:03:00.000","2002-07-19T12:07:00.000",,,"120",,"ASHTON","RD",,"ASHTON","MD","20861","39.150929","-77.009113",,"POINT (-77.009113 39.150929)"
"SOILS TESTING PROCESS","702049002","2002-04-15T12:04:00.000","2002-07-05T12:07:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","990151001","2002-04-04T12:04:00.000","2002-07-02T12:07:00.000",,,"7120",,"BRINK","RD",,"GAITHERSBURG","MD","20882","39.211123","-77.146495",,"POINT (-77.146495 39.211123)"
"SOILS TESTING PROCESS","205153","2002-03-26T12:03:00.000","2002-07-02T12:07:00.000",,,"800",,"ASHTON","RD",,"ASHTON","MD","20861","39.158889","-76.994768",,"POINT (-76.994768 39.158889)"
"SOILS TESTING PROCESS","200990","2000-04-05T12:04:00.000","2002-06-20T12:06:00.000",,,"9036",,"HOLSEY","RD",,"DAMASCUS","MD","20872","39.307756","-77.185664",,"POINT (-77.185664 39.307756)"
"SOILS TESTING PROCESS","701031009","2001-04-09T12:04:00.000","2002-06-18T12:06:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","700031101","2000-10-04T12:10:00.000","2002-05-23T12:05:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","701011006","2002-02-01T12:02:00.000","2002-05-22T12:05:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","204998","2002-03-05T12:03:00.000","2002-05-21T12:05:00.000",,,"9",,"GRAYS","LN",,"SILVER SPRING","MD","20902","0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","700031002","2000-04-11T12:04:00.000","2002-05-20T12:05:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","205061","2002-03-14T12:03:00.000","2002-05-13T12:05:00.000",,,"18410",,"BEALLSVILLE","RD",,"POOLESVILLE","MD","20837","39.158268","-77.420239",,"POINT (-77.420239 39.158268)"
"SOILS TESTING PROCESS","701011004","2002-02-01T12:02:00.000","2002-05-08T12:05:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","701011003","2002-02-01T12:02:00.000","2002-05-08T12:05:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","701011001","2002-02-01T12:02:00.000","2002-05-08T12:05:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","701011005","2002-02-01T12:02:00.000","2002-05-08T12:05:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","700034015","2000-04-17T12:04:00.000","2002-05-06T12:05:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","204893","2002-02-19T12:02:00.000","2002-04-30T12:04:00.000",,,"707",,"EDNOR","RD",,"SILVER SPRING","MD","20905","39.135447","-76.995671",,"POINT (-76.995671 39.135447)"
"SOILS TESTING PROCESS","701016007","2001-04-05T12:04:00.000","2002-04-04T12:04:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","701024029","2001-04-13T12:04:00.000","2002-02-20T12:02:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","701024021","2001-04-13T12:04:00.000","2002-02-20T12:02:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","701024026","2001-04-13T12:04:00.000","2002-02-20T12:02:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","799050001","2000-04-11T12:04:00.000","2002-01-14T12:01:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","203460","2001-03-23T12:03:00.000","2002-01-09T12:01:00.000",,,"16821",,"BLACK ROCK","RD",,"GERMANTOWN","MD","20874","39.131408","-77.306567",,"POINT (-77.306567 39.131408)"
"SOILS TESTING PROCESS","203262","2001-02-14T12:02:00.000","2001-12-22T12:12:00.000",,,"19310",,"PEACH TREE","RD",,"DICKERSON","MD","20842","39.173404","-77.389341",,"POINT (-77.389341 39.173404)"
"SOILS TESTING PROCESS","203173","2001-01-25T12:01:00.000","2001-12-12T12:12:00.000",,"NEEDS A RECORD PLAT- percs approved","9971",,"BELLISON","RD",,"DAMASCUS","MD","20872","0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","203459","2001-03-23T12:03:00.000","2001-12-11T12:12:00.000",,,"8301",,"WARFIELD","RD",,"GAITHERSBURG","MD","20882","39.191116","-77.170238",,"POINT (-77.170238 39.191116)"
"SOILS TESTING PROCESS","701044001","2001-04-12T12:04:00.000","2001-10-23T12:10:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","7431DAMAS","2001-03-09T12:03:00.000","2001-10-18T12:10:00.000",,,"7431",,"DAMASCUS","RD",,"DAMASCUS","MD","29872","0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","799030033","2001-04-09T12:04:00.000","2001-08-27T12:08:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","203242","2001-02-09T12:02:00.000","2001-08-23T12:08:00.000",,,"18600",,"NEW HAMPSHIRE","AVE",,"ASHTON","MD","20861","39.16141","-77.015919","LOT 2, LAUGHLIN FAMRS","POINT (-77.015919 39.16141)"
"SOILS TESTING PROCESS","9139MCDON","2001-02-02T12:02:00.000","2001-08-09T12:08:00.000",,,"9139",,"MCDONALD","DR",,"BETHESDA","MD","20817","39.006919","-77.169045",,"POINT (-77.169045 39.006919)"
"SOILS TESTING PROCESS","14320SUGA","2001-03-28T12:03:00.000","2001-08-09T12:08:00.000",,,"14320",,"LEWISDALE","RD",,"CLARKSBURG","MD","20871","39.291746","-77.299335",,"POINT (-77.299335 39.291746)"
"SOILS TESTING PROCESS","701019001","2001-03-30T12:03:00.000","2001-08-01T12:08:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","701019003","2001-03-30T12:03:00.000","2001-08-01T12:08:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","196071OLM","2000-06-12T12:06:00.000","2001-07-24T12:07:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","196071OLQ","2000-06-12T12:06:00.000","2001-07-23T12:07:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","701012085","2001-03-23T12:03:00.000","2001-07-19T12:07:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
"SOILS TESTING PROCESS","701012089","2001-03-23T12:03:00.000","2001-07-19T12:07:00.000",,,,,,,,,,,"0","0",,"POINT (0 0)"
