"agencyid","agencyname","id","dateadded","dateupdated","needlink","needtitle","needdetails","needaddress","needcity","needstate","needzip","needdatetype","needdate","registrationclosed","needhoursdescription","needagerequirements","needallowteams","needvolunteersneeded","needcontact","interests","qualifications","initiativetitle","geo_location"
"133214","KIDS IN SHOWBIZ / RISE MEDIA BUSINESS & TECHNICAL TRAINING SCHOOL","657929","2022-01-26T00:00:00.000","2022-02-01T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=657929","VOLUNTEERS WANTED FOR KIDS IN SHOWBIZ / Z SUPER TV CHANNEL","Volunteers are wanted to join the Kids in Showbiz / Rise Media Business & Technical Training School program in conjunction with Z Super Television Channel. Volunteers work will consist of the following:
Office & Administrative Aide
Fundraising Aide
Social Media and Website Aide
Casting Assistants
FOR MORE INFORMATION PLEASE VISIT OUR WEBSITE:  https://risetrainingschool.org/","12061 Tech Road","Silver Spring","MD","20904","ongoing",,,"Hours vary. Can be 3p-7pm, 4p-8pm, 5p-9pm, and 6-10pm.","18-120","true",,,"Admin Support, Animals, Arts / Culture, Collection Drive, Court Ordered, Education / Mentoring, Events / Collections, Marketing, Professional Skills, Recreation / Sports, Technology",,,"POINT (-76.968828 39.052675)"
"99940","Kirstin's Haven, Inc.","466881","2019-10-09T00:00:00.000","2020-06-16T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=466881","Social Media Influencer/Manager Intern","*This position is currently available as a remote internship due to COVID-19.

Kirstin's Haven, Inc. is looking for an energetic, motivated, dynamic and creative person to introduce our brand to people. The appropriate candidate will ensure active online customer engagement through digital community outreach.
As our Social Media Influencer, you will be responsible for creating the social media marketing strategies, including but not limited to geographically and culturally appropriate content creation, campaign strategy and community management.
This position requires that the candidate support the mission of Kirstin's Haven, Inc. and Kirstin Care, LLC while cultivating a strong community around the practice and brand.
DUTIES AND RESPONSIBILITIES:

Respond to comments and messages with a sense of compassion, urgency and professionalism
Manage online reputation on all online sources which include Facebook, Instagram, Pinterest, Snapchat, Twitter, YouTube, and LinkedIn
Develop social strategies and headlines
Develop short and long term creative online marketing strategies that is engaging while financially sound
Establish targeted lead growth and retention marketing strategies
Develop site appropriates content in all digital media formats (text, blog, videos, photos, etc)
Capture marketing and creative content daily by photographing and filming procedures and communicating with patients and office visitors
Schedule consultations/appointments through online sources
Monitor the benefits of each online source through reports and create objective data to share with management
Must be able to justify the online marketing strategy and back it up with data keeping ROI in mind
Create curated events specific to the nuances of the local community beauty fingerprint. Strategically aligns these events to the marketing calendar – and provides direction and execution guidelines to all team members.
Develop influencer relations
Establish cooperative marketing strategies with influencers, bloggers and social media high visibility profiles related to our field of practice and brand
Assist with PR and multi-tiered influencer strategies to deliver positive ROI
Develop relations with our partner company representatives and integrate our brand with their marketing campaign and opportunities
Support Web site development team and coordinate sharing content
Identify and execute new opportunities to improve existing operations and initiatives
Stay current with best practices, strategies, and industry standards related to Influencer Marketing, PR, and social media.

SOCIAL MEDIA INFLUENCER REQUIREMENTS ARE:

Experienced social media content writer, video developer as an expert digital marketing professional
Experienced in Adobe, Photoshop and other programs to produce high quality photos and videos
Excellent photography and videography skills
Excellent copywriting and communication skills
Knowledge of best SEO practices
Excellent customer relations
Ability to multitask with obsessive sense of organization and punctuality
Be a great storyteller and able to translate technical medical concepts in laymen terms
Ability to handle technical internet and computer issues
Passion for new technologies and emerging trends. Is an early adopter of technology, and comfortable traversing in both design and technology.
Impeccable sense of style and aesthetics (“great eye and taste”)
Strategic and big picture thinking (conceptual thinker who understands what moves the needle in larger context)
Positive can-do attitude (always ask “how” and not stuck at “can’t”)
Innovative and creative thinking (an “ideas person” who is an out of the box thinker and problem solver)
Professional humility, high integrity and trustworthy

QUALIFICATIONS:

Minimum of 3 years of social media management
Strong track record of elevating brand(s) in tangible and multi-‐dimensional ways, demonstrated by a design portfolio including interactive, social, video and print with work for comparable brands in the healthcare and non-profit field
Marketing/PR experience, preferably in the housing, healthcare, and non-profit industries
Bachelor’s Degree in social medial marketing or related field","5801 Allentown Rd","Camp Springs","MD","20746","ongoing",,,"9am-6pm","14-120","false",,,"Admin Support, Marketing, Professional Skills",,,"POINT (-76.898129 38.808522)"
"86208","Street Entrepreneurs","459366","2019-09-13T00:00:00.000","2019-09-13T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=459366","Story Telling Fellow","Insightful, highly creative individuals who thrive not only on being inspired but also on inspiring others. Superb writing skills are a must!
Responsibilities

Conceptualize, write, edit and promote blogs for Street Entrepreneurs.
Reporting clear and succinct stories that reflect our members’ work and accomplishments.

Favorable aptitudes and/or interests

Topical experience or interest in entrepreneurship, small business, enterprise, or venture capital.
English and communications majors encouraged to apply.","Remote with the option of coffee shop check-ins in the DMV Area.",,,"20005","ongoing",,,"Make your own schedule","20-120","true",,,"Marketing",,,
"99940","Kirstin's Haven, Inc.","466873","2019-10-09T00:00:00.000","2020-06-16T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=466873","Intake/Group Coordinator Intern","*This position is currently available as a remote internship due to COVID-19.

Under the direction of the assigned supervisor the Intake Coordinator Intern will utilize person centered services to help persons served to engage in the partial care program as a means to integrate into the community to the greatest extent possible. He/she provides services consistent with the program’s goals and objectives. Implements evidence based practices and assures all services are focused on recovery and wellness. 
 
Essential Job Functions

Create and Maintain :
A wellness and recovery oriented environment by using person-first language, respectful documentation, and person centered planning. All services provided will promote a wellness and recovery outcome. 
Engagement/Intake
Schedules and completes all program intake assessments including comprehensive social assessment, mental status, addiction screening, strengths, needs and preferences and initial plan.
Facilitates the engagement and orientation process helping people to link to PC services
Assures coordination with outside providers and facilitates a smooth transition to assigned unit. 
Program Activities :
Promotes the psychiatric rehabilitation philosophy and person’s served empowerment by including individuals in all tasks and seeking their input and involvement in running the daily program activities
Develops, implements and participates in formal and informal social and recreational activities and independent living skills groups as indicated
Attends and Participates in staff meetings
Outreach and follow-up contacts as necessary
Chart management:
Completes all intakes and orientation paperwork for all new admissions
Works with persons served to assess needs and formulate individual recovery plans
Ongoing case management including advocacy, resource development, service coordination,
Assumes responsibility for timely case recording, record keeping and facilitating psychiatric consultations
Program Evaluation/Reports :
Completes monthly program reports
Completes all reports and paperwork required for compliance with funding regulations
Completes chart audits
Creates, receives and responds to all e-mail correspondence in a prompt and professional manner. Emails must be read once per work day/shift
Scope of responsibility:
Familiarizes self with the formal and informal departmental goals, standards, policies and procedures which may include some familiarity of other departments within the agency
Decision making:
On a regular and continuous basis, exercises sound judgment and assume responsibility for decisions, consequences and results having an impact on people, costs and/or quality of service within the functional area.

Requirements: Working towards a bachelor's or master's degree in social work, psychology, counseling, or related area. 3 years work experience in mental health field is preferred. Driver's Licence required. 
 
Other Skills/Abilities

Demonstrates empathy and respect for people receiving services
Timely documentation, report writing
Exchanges non-routine information using tact and persuasion as appropriate, requiring excellent verbal and written communication skills.
Speak, read and write English (fluent in Spanish a plus)
Emotional skills:
Relates well to people of all ages, races and socio-economic backgrounds and disability groups
Presents and fosters a trusting professional relationship with all persons encountered on a daily basis
Upbeat, Professional attitude, and a willingness to learn
Intellectual skills:
Comprehend hospital/medical records
Excellent multi-tasking skills and an ability to manages diverse responsibilities
Excellent verbal and written communication skills
Strong attention to detail
Good organizational and problem-solving ability
Must demonstrate a high level of initiative and ability to work autonomously
Computer proficiency:
Agency Computer use:
MS Office applications, with strong emphasis in MS Word.
Must be willing to learn and utilize all current and future computer applications as related to the position.","5801 Allentown Rd","Camp Springs","MD","20746","ongoing",,,"9am-6pm","14-120","false",,,"Admin Support, Events / Collections, Health, Professional Skills",,,"POINT (-76.898129 38.808522)"
"75899","ARCH National Respite Network and Resource Center","472460","2019-11-01T00:00:00.000","2019-11-03T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=472460","Website development","ARCH is looking for a website designer willing to share their talents in updating our website design and content. ",,,,"22003","ongoing",,,"Flexible, your own schedule","21-120","false",,,"Professional Skills, Technology",,,"POINT (-77.213085 38.830751)"
"75938","Bethesda International School","293501","2017-09-29T00:00:00.000","2019-09-04T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=293501","Volunteer Teacher Assistant","Volunteer will assist teacher in classroom with activities and will be given instructions by teacher. Must be able to work with small children and speak/understand Spanish.
Bethesda International School operates on Saturdays only from 8:30am to 12:30pm. Volunteer will work during those hours to assist teacher in the classroom.","5033 Wilson lane","bethesda","MD","20814","ongoing",,,"8:30 am to 12:30 pm","17-65","false",,,"Admin Support, Education / Mentoring, Languages",,"MCPS SSL","POINT (-77.100044 38.987317)"
"86356","Diabetes National Institute","345271","2018-05-21T00:00:00.000","2019-09-20T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=345271","Grant Writing","Grant Writing: Are you experienced in grant writing? Are you looking for something meaningful which will help support the lives of many people. We would love to work with you. We are looking for someone to work with the Executive Director in order to prepare and submit grants. You may work in your own home.",,,,"20815","ongoing",,,,"0-0","false",,,"Health, Marketing, Professional Skills",,,"POINT (-77.079131 38.982537)"
"76042","Chinese American Parents Association of Montgomery County","444490","2019-07-23T00:00:00.000","2019-07-24T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=444490","Volunteer Fund Raising/Grant Writer","As a small local non profit organization, we are looking for an experience fund raising/grant writer volunteer to help us explore possible revenue streams for our community services and projects. ","ting mei chau","CLARKSBURG","MD","20874","ongoing",,,"Flexible","18-120","true",,"capamc@capamc.org","Marketing",,,
"76892","Women Who Care Ministries, Inc.","515287","2020-04-22T00:00:00.000","2021-10-11T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=515287","We Need Your Help To Volunteer To Help Us Feed Kids This School Year!","We are seeking  passionate, enthusiastic volunteers to help us prepare over 2,500 weekend meals for kids each week at our facility.  As a volunteer, you may also help us load and unload our vans with food donated and purchased.  We practice safe social distancing and provide masks, gloves and sanitizer.  The time shifts are catered to your availability.  Volunteer days are Wednesdays and Thursdays, any 2 hour time slot between 11am-430pm. Please email us at wwcmvolunteers@yahoo.com and let us know what time slot you would like to volunteer within the 11am-5pm time frame.  Also, please include your phone number so we may readily set something up.  Thank you for your support.","19642 Club House Rd. Suite 620","Montgomery Village","MD","20886","ongoing",,,"Any 2-hour time slot between 11am and 430pm","14-120","true",,,"Admin Support, Collection Drive, Court Ordered, Donate for COVID-19 Response, Driver, Emergency Response, Food Prep & Delivery, Holiday Needs, Marketing",,"MCPS SSL","POINT (-77.204933 39.174533)"
"77316","Montgomery County Volunteer Fire & Rescue Association (MCVFRA)","284113","2017-08-22T00:00:00.000","2021-08-13T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=284113","EMT and Firefighter Volunteers Critically Needed","We are looking for volunteers to become Emergency Medical Technicians and Firefighters in Montgomery County Md. We also have opportunities for administrative and auxiliary personnel. We have great benefits for volunteers as well as offer SSL hours for students. We provide the training, uniforms and other benefits, please call with questions and visit our website to apply","230 N. Washington St","Rockville","MD","20850","ongoing",,,,"16-120","false",,,"Emergency Response, Health, Professional Skills",,,"POINT (-77.152974 39.086609)"
"76076","Comfort Cases Inc.","470085","2019-10-23T00:00:00.000","2021-02-19T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=470085","Group Lead Volunteer","At Comfort Cases, we are so grateful to have so much support from the community as we continue to grow. We are searching for Group Lead Volunteers to help make sure that group sessions run smoothly. As Group Lead, you will have the opportunity to work with volunteers of all ages at the Center and assist with completing daily tasks to help get Cases ready to share with youth in the foster care system.
We will provide training at the Center to make sure that you are prepared for the task(s) at hand. We are looking for volunteer support during weekdays and evenings, and Saturdays at this time. If you are interested, please take a look at our calendar of opportunities at https://signup.com/group/1214529728042.
This calendar lists dates and times we currently have groups scheduled at the Center. Lead Volunteers are preferred at ages 18 and older. We do require all new volunteers to complete the Volunteer Agreement before volunteering with Comfort Cases for the first time. https://forms.gle/7eNFcwooxQZ1zdDMA
If you are interested in training as a Lead Volunteer, or if you have any questions, please email volunteers@comfortcases.org.
Thank you! ","15825 Shady Grove Road","Rockville","MD","20852","ongoing",,,"M, W 3:30-5:30 or Sat 10:30-12:30","18-120","false",,,"Collection Drive, Professional Skills",,"MCPS SSL","POINT (-77.184183 39.116464)"
"76433","Medstar Montgomery Medical Center","284065","2017-08-22T00:00:00.000","2019-05-20T00:00:00.000","http://montgomerycountymd.galaxydigital.com/volunteer/agency/need/?need_id=284065","Main Information Desk","Greets visitors for the purpose of directing to patient rooms or administrative and clinical offices. Answers telephone to direct incoming calls to appropriate locations. Delivers mail, flowers, and gifts to patients. Performs special visitor requests. If you interested, visit our website, under ""The Ways to Give"" tab (bottom of page) to complete a volunteer application.","18101 Prince Philip Drive","Olney","MD","20832","ongoing",,,,"16-120","false",,,"Health",,"MCPS SSL","POINT (-77.056776 39.153671)"
