"license_number","trade_name","business_name","phone","street_address","city","state","zip","status","date_issued","date_expired","geolocation"
"SH-13-0001","Trade My Cell","Trade My Cell","(301) 975-0020","Suite D 255","Gaithersburg","MD","20877","Renewed","2016-07-25T00:00:00.000","2017-07-30T00:00:00.000",
"SH-13-0020","King Pawn","Famous Pawn, Inc.","(817) 460-3947","6824-B Hampshire Avenue","Takoma Park","MD","20912","Renewed","2016-06-23T00:00:00.000","2017-07-30T00:00:00.000",
"SH-11-0013","Excel Auction","Don Miller Realty","(410) 737-1500","Suite 200","Baltimore","MD","21229","Renewed","2016-08-03T00:00:00.000","2017-07-30T00:00:00.000",
"16-SH-001082","eBIDLOCAL.com","Appraise Sell LLC","(804) 358-0500","Suite 316","Richmond","VA","23235","New",,"2017-07-30T00:00:00.000",
"16-SH-001050","Best Buy","Best Buy Stores, LP #2888","(630) 857-2100","Suite H-139","Gaithersburg","MD","20877","New","2016-07-20T00:00:00.000","2017-07-30T00:00:00.000",
"SH-13-0004","Oriental Heritage, Inc.","Oriental Heritage, Inc.","(858) 376-1706","214","San Diego","CA","92127","Renewed",,"2017-07-30T00:00:00.000",
"SH-16-0007","Kay Jewelers  #1176","Sterling Jewelers, Inc.","(330) 665-6564","Space 1068","Bethesda","MD","20817","Renewed","2016-06-23T00:00:00.000","2017-07-30T00:00:00.000",
"SH-16-0008","A. J. Billig &  Co. Auctioneers","A. J. Billig &  Co., LLC","4102968440","6500 Falls Road","Baltimore","MD","21209","Expired","2015-07-15T00:00:00.000","2016-07-30T00:00:00.000","POINT (-76.65916 39.38593)"
"SH-13-0015","Hurley Auctions",,"7175979100","2800 Buchanan Trail East","Greencastle","PA","17225","Expired","2012-10-19T00:00:00.000","2013-07-30T00:00:00.000","POINT (-77.66016 39.774495)"
"SH-12-0031","Gold Tree","VGUPTA Corporation","5405504067","701 Russell Avenue","Gaithersburg","MD","20877","Expired","2012-03-13T00:00:00.000","2012-07-30T00:00:00.000","POINT (-77.205766 39.151068)"
"16-SH-001045","Best Buy Stores","Best Buy Stores, LP 1929","(630) 857-2100","11180 Veirs Mill Road","Wheaton","MD","20902","New","2016-07-20T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.053763 39.039003)"
"SH-15-0016","Best Buy","Best Buy Stores, LP #1926","6308512100","11160 Veirs Mill Road","Wheaton","MD","20902","Expired","2014-09-23T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.052936 39.038338)"
"SH-11-0009","Dr. Gold Buyer,MD, Inc","Dr. Gold Buyer,MD, Inc","(301) 444-4080","613 Hungerford Drive","Rockville","MD","20850","Renewed","2016-06-27T15:25:00.000","2017-07-30T00:00:00.000","POINT (-77.153229 39.09209)"
"SH-16-0020","Kaufmann Jewelers","Kaufmann Jewelers, LLC","3019787778","12500 Park Potomac Avenue","Potomac","MD","20854","Expired","2015-08-11T00:00:00.000","2016-07-30T00:00:00.000","POINT (-77.158025 39.060994)"
"SH-10-0006","Hunt Auction Co.",,"3019483937","19521 Woodfield Road","Gaithersburg","MD","20879","Expired","2015-07-14T00:00:00.000","2016-07-30T00:00:00.000","POINT (-77.150827 39.177034)"
"SH-00-0009","Mustard Seed","Mustard Seed Recycling Co., Inc.","3019074699","7349 Wisconsin Avenue","Bethesda","MD","20814","Renewed","2016-07-11T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.093575 38.98319)"
"16-SH-001081","Jewelers Warehouse, Inc.","Jewelers Warehouse Inc.","(301) 588-7296","8631 16TH STREET","SILVER SPRING MD","MD","20910","New","2016-11-18T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.038458 38.997965)"
"SH-16-0019","Menish Auctions","Menish Auctions","5029390399","11001 Bluegrass Parkway, Suite","Louisville","KY","40299","Expired","2015-08-06T00:00:00.000","2016-07-30T00:00:00.000","POINT (-85.552477 38.220925)"
"SH-15-0048","Motleys Asset Disposition Group","Motleys Auctions, Inc.","8042323300","3600 Deepwater Terminal Road","Richmond","VA","23234","Expired","2015-02-12T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.428629 37.474961)"
"SH-15-0011","GAMESTOP, #6482","GAMESTOP, INC.","3017543860","10100 Colesville Road","Silver Spring","MD","20901","Renewed","2016-08-10T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.012638 39.02055)"
"SH-12-0011","Whipp's Clock Shop","Kensington Clock Shop","3019422900","10426 Armory Avenue","Kensington","MD","20895","Expired","2011-09-30T00:00:00.000","2012-07-30T00:00:00.000","POINT (-77.074697 39.027741)"
"16-SH-001074","WireShout, LLC","WireShout, LLC","(301) 917-9473",,"Potomac","MD","20854","New","2016-08-24T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.203413 39.038266)"
"SH-13-0032","Kripps Jewelers","Kripps For Gems Inc.","3016814980","10109 Colesville Road","Silver Spring","MD","20901","Expired","2013-07-08T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.012336 39.02065)"
"SH-11-0014","A. J. Billig & Co. Auctioneers","A. J. Billig & Co., LLC","4102968440","6500 Falls Road","Baltimore","MD","21209","Expired","2014-07-08T00:00:00.000","2015-07-30T00:00:00.000","POINT (-76.65916 39.38593)"
"SH-15-0020","Best Buy","Best Buy Stores, LP #288","6308512100","15750 Shady Grove Road","Gaithersburg","MD","20877","Expired","2014-09-26T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.185397 39.115192)"
"SH-14-0003","Reddz Trading","Reddz Trading, LLC","3016567333","7801 Woodmont Avenue","Bethesda","MD","20814","Renewed","2016-06-27T15:31:00.000","2017-07-30T00:00:00.000","POINT (-77.096091 38.988339)"
"SH-15-0026","Target Mobile","Retail Trade-In Solutions, LLC","9782153453","25 Grand Corner Avenue","Gaithersburg","MD","20878","Expired","2015-01-02T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.202323 39.118721)"
"SH-15-0037","Radio Shack #01-2408","Trade & Save","8174153116","11160 Viers Mill Road","Wheaton","MD","20902","Expired","2015-01-22T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.052914 39.038321)"
"SH-00-0013","Gaithersburg Bicycles","G.B. Low Company, Inc.","3019486126","811 Russell Avenue","Gaithersburg","MD","20877","Expired","2010-06-29T00:00:00.000","2011-07-30T00:00:00.000","POINT (-77.211231 39.156104)"
"SH-09-0006","iSOLD It on eBay","Online Sales, LLC",,"12101 Darnestown Rd.","Gaithersburg","MD","20878","Renewed","2016-08-04T11:49:00.000","2017-07-30T00:00:00.000","POINT (-77.251482 39.117542)"
"SH-15-0046","Radio Shack #01-2496","Trade & Save","8174153116","524 N Frederick Avenue","Gaithersburg","MD","20877","Expired","2015-02-05T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.208299 39.149389)"
"SH-14-0034","Kripps for Gems",,"3016814980","10109 Colesville Road","Silver Spring","MD","20901","Renewed","2016-07-11T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.012336 39.02065)"
"SH-11-0007","Opportunity Knox","Opportunity Knox","3016412646","9116 Rothbury Drive","Gaithersburg","MD","20877","Expired","2010-06-29T00:00:00.000","2011-07-30T00:00:00.000","POINT (-77.188362 39.185392)"
"SH-16-0025","KALAMATA CAPITAL LLC","KALAMATA CAPITAL LLC","(301) 760-7693","7315 Wisconsin Avenue Suite 950 East","BETHESDA","MD","20814","Renewed","2016-07-19T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.093207 38.982419)"
"SH-07-0002","Capital Consignment","Capital Consignment, LLC","3019861414","4909 Cordell Avenue","Bethesda","MD","20814","Expired","2011-08-16T00:00:00.000","2012-07-30T00:00:00.000","POINT (-77.098372 38.989107)"
"SH-97-0003","Famous Pawnbrokers #89","Famous Pawn, Inc.","3019494500","11129 Viers Mill Road","Wheaton","MD","20902","Renewed","2016-06-23T12:27:00.000","2017-07-30T00:00:00.000","POINT (-77.052464 39.038178)"
"SH-00-0028","Pennyworth Shop","Pennyworth Shop","3015876242","955 Bonifant Street","Silver Spring","MD","20910","Expired","2010-08-02T00:00:00.000","2011-07-30T00:00:00.000","POINT (-77.025887 38.993626)"
"SH-15-0021","Best Buy","Best Buy Stores, LP #1932","6308512100","7101 Democracy Blvd.","Bethesda","MD","20817","Expired","2014-09-26T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.1459 39.0242)"
"SH-15-0030","Radio Shack #01-2073","Trade & Save","8174153116","7717 Tuckerman Lane","Potomac","MD","20854","Expired","2015-01-22T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.15632 39.039334)"
"SH-15-0010","GAMESTOP, #6326","GAMESTOP, INC.","3013556530","18328 Contour Road","Montgomery Village","MD","20877","Renewed","2016-08-10T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.200487 39.155252)"
"16-SH-001047","Best Buy","Best Buy Stores, LP #1932","(630) 857-2100","7101 Democracy Blvd.","Bethesda","MD","20817","New","2016-07-20T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.1459 39.0242)"
"SH-08-0004","Heritage Jewelers","Jewel Plaza, Inc.","3019332991","11160 Veirs Mill Road","Wheaton","MD","20902","Expired","2011-04-25T00:00:00.000","2011-07-30T00:00:00.000","POINT (-77.052936 39.038338)"
"SH-15-0035","Radio Shack #01-2402","Trade & Save","8174153116","1141 University Blvd.","Takoma Park","MD","20912","Expired","2015-01-22T00:00:00.000","2015-07-30T00:00:00.000","POINT (-76.988991 38.990018)"
"SH-13-0027","Germantown Check Cashed","Gogna, Inc.","3019723136","12837 Wisteria Drive","Germantown","MD","20874","Expired","2013-08-19T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.269223 39.176376)"
"SH-14-0020","Efix","E-Fix, LLC","2404911424","107 East Diamond Avenue","Gaithersburg","MD","20877","Expired","2013-09-24T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.195593 39.141937)"
"SH-14-0002","E & O Flores","Gold Plus Jewelry","(301) 589-4053","9460 Georgia Ave","Silver Spring","MD","20910","Renewed","2016-08-04T10:38:00.000","2017-07-30T00:00:00.000","POINT (-77.040691 39.009905)"
"SH-15-0040","Radio Shack #01-2466","Trade & Save","8174153116","8213 Georgia Avenue","Silver Spring","MD","20910","Expired","2015-01-22T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.026542 38.992202)"
"SH-00-0033","Schaeffer's Piano Co., Inc.","Schaeffer's Piano Co., Inc.","3014241144","105 N. Stonestreet Avenue","Rockville","MD","20850","Expired","2012-07-31T00:00:00.000","2013-07-30T00:00:00.000","POINT (-77.146714 39.085542)"
"SH-00-0006","Lawn and Power Equipment","BMR, Inc.","3019635296","8325 Snouffer School Road","Gaithersburg","MD","20879","Expired","2014-07-14T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.170479 39.166159)"
"SH-93-0001","Penn Camera Exchange","Penn Camera Exchange, Inc.","3012317366","12266F Rockville Pike","Rockville","MD","20850","Expired","2011-10-24T00:00:00.000","2012-07-30T00:00:00.000","POINT (-77.120504 39.057661)"
"SH-13-0007","Montgomery County Thrift Shop","Montgomery County Thrift Shop Association, Inc.","3016540063","7125 Wisconsin Avenue","Bethesda","MD","20814","Expired","2013-07-02T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.092444 38.980833)"
"SH-00-0025","Victor Litz Music","Victor Litz Music","3019487478","306 East Diamond Avenue","Gaithersburg","MD","20877","Renewed","2016-08-03T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.192905 39.142169)"
"SH-14-0027","Verizon Wireless","Cellco Partnership","8453568390","1701 Rockville Pike","Rockville","MD","20852","Renewed","2016-08-04T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.123867 39.061536)"
"SH-14-0009","Guitar Center, #832","Guitar Center Stores, Inc.","8187358800","12401 Twinbrook Parkway","Rockville","MD","20852","Renewed","2016-09-26T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.118604 39.058751)"
"SH-16-0027","Adam Keshishian Jewelers","Adam Keshishian Jewelers","(301) 951-5859","4405 Willard Ave","Chevy Chase","MD","20817","Renewed","2016-07-26T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.087041 38.961799)"
"SH-16-0018","Best Buy Stores","Best Buy Stores, LP #288","6308572100","15750 Shady Grove Road","Gaithersburg","MD","20877","Surrendered","2016-07-14T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.185397 39.115192)"
"SH-16-0024","Paradigm Experts, LLC","Paradigm Experts, LLC","3019280975","15746-B Crabbs Branch Way","Derwood","MD","20855","Expired","2015-10-12T00:00:00.000","2016-07-30T00:00:00.000","POINT (-77.156713 39.11307)"
"SH-11-0025","Raffy's","Tene's Pawn, Inc.","(301) 830-1584","14601 Baltimore Avenue","Laurel","MD","20707","Expired","2011-07-30T00:00:00.000","2012-07-30T00:00:00.000","POINT (-76.858589 39.089968)"
"SH-13-0034","McCutchen Jewelers","McCutchen & Courtney, LTD","(301) 881-8575","5948 Hubbard Drive","Rockville","MD","20852","Renewed","2016-07-19T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.120067 39.054269)"
"16-SH-001055","Vinci Consignment, LLC","Vinci Consignment, LLC","(240) 671-2290","212 Main Street","Gaithersburg","MD","20878","New","2016-07-26T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.238585 39.122935)"
"SH-00-0012","Oriental Rugs & Tapestries Sale & Restoration","Mark Keshishian & Sons, Inc.","3019518880","4507 Stanford Street","Chevy Chase","MD","20815","Renewed","2016-07-15T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.090612 38.978585)"
"SH-14-0032","Micro Center","Micro Center Sales Corporation","(301) 692-2130",,"Rockville","MD","20852","Renewed","2016-08-23T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.125351 39.050009)"
"SH-16-0022","DESTINYAUCTION.COM","Auction Marketing, LLC","2675677481","3806 Bensalem Blvd.","Bensalem","PA","19020","Renewed","2016-07-19T00:00:00.000","2017-07-30T00:00:00.000","POINT (-74.923204 40.093312)"
"SH-08-0003","Maxcash Jewelry",,"3014390009","640 University Blvd. East","Silver Spring","MD","20901","Expired","2014-06-23T00:00:00.000","2015-07-30T00:00:00.000","POINT (-76.995469 39.000531)"
"SH-13-0029","Robert Bernard LLC","Robert Bernard Jewelers","3015302320","1079 Seven Locks Road","Potomac","MD","20854","Expired","2014-06-09T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.160727 39.062144)"
"SH-16-0016","Best Buy Stores","Best Buy Stores, LP #819","6308572100","20914 Frederick Road","Germantown","MD","20876","Surrendered","2016-07-14T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.245384 39.200379)"
"SH-12-0038","Drop and Ship","Drop and Ship, LLC","3019510771","8014 Norfolk Avenue","Bethesda","MD","20814","Expired","2012-04-24T00:00:00.000","2012-07-30T00:00:00.000","POINT (-77.09894 38.98992)"
"SH-15-0027","Target Mobile","Retail Trade-In Solutions, LLC","9782153753","20908 Frederick Road","Germantown","MD","20876","Expired","2015-01-02T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.245171 39.199263)"
"SH-12-0012","SC Diamond and Gold","SB-3 Company, Inc.","3013571441","20410 Observation Drive, Suite","Germantown","MD","20876","Expired","2013-07-30T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.248189 39.191472)"
"SH-11-0002","24K Brokers, Inc.","24K Brokers, Inc.","4435425875","5457 Twin Knolls Road","Columbia","MD","21045","Expired","2010-06-09T00:00:00.000","2011-07-30T00:00:00.000","POINT (-76.842072 39.220848)"
"16-SH-001075","Capital Kicks LLC","Capital Kicks LLC","(202) 615-1923",,"Bethesda","MD","20817","New","2016-08-24T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.143306 38.998099)"
"SH-14-0016","Uptown Cheapskate","Upturn, Inc","(301) 762-1089","1038 Rockville Pike","Rockville","MD","20852","Renewed","2016-06-23T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.133782 39.07284)"
"SH-15-0044","Radio Shack #01-2488","Trade & Save","8174513116","18221 Village Mart Drive","Olney","MD","20832","Expired","2015-02-05T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.063318 39.153032)"
"SH-09-0008","GameStop 5574","GameStop, Inc.","3015980863","13503 Connecticut Avenue","Silver Spring","MD","20906","Expired","2013-07-15T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.080525 39.076394)"
"SH-14-0019","E-Solutions","E-Solutions, LLC","2404911424","11222 Georgia Avenue","Wheaton","MD","20902","Expired","2015-07-09T00:00:00.000","2016-07-30T00:00:00.000","POINT (-77.051134 39.039222)"
"SH-13-0009","China Luban Art & Antique and Furniture, Inc","China Luban Art & Antique","3018384157","15229 Display Court","Rockville","MD","20850","Renewed","2016-07-25T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.148588 39.105359)"
"SH-14-0011","Lipstick Lounge","Lipstick Lounge, LLC","3019475477","212 Main Street","Gaithersburg","MD","20878","Expired","2015-07-15T00:00:00.000","2016-07-30T00:00:00.000","POINT (-77.238585 39.122935)"
"SH-09-0009","GameStop 6326","GameStop, Inc.","3013556530","18328 Contour Road","Montgomery Village","MD","20877","Expired","2013-07-15T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.200487 39.155252)"
"SH-15-0032","Radio Shack #01-2171","Trade & Save","8174153116","18078 Mateny Road,","Germantown","MD","20874","Expired","2015-01-22T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.271935 39.147321)"
"SH-12-0032","On The Purple Couch","On The Purple Couch, LLC","3015050010","955 Bonifant Street","Silver Spring","MD","20910","Expired","2012-12-11T00:00:00.000","2013-07-30T00:00:00.000","POINT (-77.025887 38.993626)"
"SH-13-0035","Classic Diamond & Jewelry","R. B. Enterprises USA, Inc.","3019490900","11160 Veirs Mill Road, Store #H1A","Wheaton","MD","20902","Expired","2015-07-09T00:00:00.000","2016-07-30T00:00:00.000","POINT (-77.052936 39.038338)"
"SH-09-0018","GameStop 623","GameStop, Inc.","3012316691","12266 Rockville Pike","Rockville","MD","20852","Expired","2013-07-15T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.120504 39.057661)"
"SH-12-0007","Ice Costume Jewelry","ICE LLC","3015450012","33 D Maryland  Avenue","Rockville","MD","20850","Expired","2013-07-11T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.150996 39.085575)"
"SH-00-0002","Bethesda Jewelers","Rings ""N"" Things Discount Jewelers, Inc.","3016548678","7315 Wisconsin Avenue","Bethesda","MD","20814","Renewed","2016-08-03T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.093207 38.982419)"
"SH-00-0023","Limon's Gems & Jewels","Robert Limon, Inc.","3016578585","7909 Norfolk Avenue","Bethesda","MD","20814","Expired","2011-08-04T00:00:00.000","2012-07-30T00:00:00.000","POINT (-77.097629 38.989141)"
"SH-08-0001","Lashof Violins","Lashof Violins, LLC","(301) 330-2606","1-F East Diamond Avenue","Gaithersburg","MD","20877","Renewed","2016-07-11T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.202404 39.14275)"
"SH-00-0007","Lawn and Power Equipment","BMR, Inc.","3016525075","5429 Butler Road","Bethesda","MD","20816","Expired","2014-07-14T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.102986 38.962465)"
"SH-09-0010","GameStop 5338","GameStop, Inc.","3019167982","13042 Middlebrook Road","Germantown","MD","20874","Expired","2013-07-15T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.271531 39.183262)"
"SH-12-0021","Jane Heller Estate Sales","Jane Heller, Ltd","3014036067","6204 Leeke Forest Court","Bethesda","MD","20817","Renewed","2016-07-11T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.126768 39.004724)"
"SH-09-0022","Silver Spring Jewelry","Langley Park Discount Jewelry","3014394260","11205 New Hampshire Avenue","Silver Spring","MD","20904","Expired","2014-08-04T00:00:00.000","2015-07-30T00:00:00.000","POINT (-76.990767 39.040261)"
"SH-14-0004","GameStop 6546","GameStop, Inc.","3015151694","20950 Frederick Road","Germantown","MD","20876","Expired","2013-07-15T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.245186 39.199336)"
"SH-98-0003","King Pawn","King Pawn ll, Inc.","(817) 460-3947","6824-B New Hampshire Avenue","Takoma Park","MD","20912","Expired","2012-07-30T00:00:00.000","2013-07-30T00:00:00.000","POINT (-76.995562 38.974178)"
"SH-13-0005","So Tres Chic","Chic to Chic Inc","3019269100","15930 Luanne Drive","Gaithersburg","MD","20877","Expired","2012-06-15T00:00:00.000","2013-07-30T00:00:00.000","POINT (-77.185699 39.117976)"
"SH-16-0010","The Potter Violin Company","The Potter Violin Company","(301) 652-7070","7711 Eastern Ave","Takoma Park","MD","20912","Renewed","2016-07-13T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.024868 38.983209)"
"SH-12-0022","GOLDCASTLE JEWELERS LLC.","GOLDCASTLE JEWELERS LLC.","(301) 598-3898","3834 INTERNATIONAL DR.","SILVER SPRING","MD","20906","Renewed","2016-06-20T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.0758 39.103696)"
"SH-10-0003","STX Gold","STX Gold, LLC","3013189788","10411 Motor City Drive","Bethesda","MD","20817","Expired","2012-06-28T00:00:00.000","2013-07-30T00:00:00.000","POINT (-77.144006 39.027825)"
"SH-09-0014","GameStop 4446","GameStop, Inc.","3019841520","11301 Rockville Pike, 1st Level","North Bethesda","MD","20895","Expired","2012-07-13T00:00:00.000","2013-07-30T00:00:00.000","POINT (-77.109575 39.040451)"
"SH-15-0022","Best Buy","Best Buy Stores, LP #819","6308512100","20914 Frederick Road","Germantown","MD","20876","Expired","2014-09-26T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.245384 39.200379)"
"SH-14-0013","Treasures of Olde Towne",,"2406543166","212 E. Diamond Avenue","Gaithersburg","MD","20877","Expired","2013-08-02T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.194567 39.142059)"
"SH-15-0039","Radio Shack #01-2430","Trade & Save","8174153116","872 Muddy Branch Road","Gaithersburg","MD","20878","Expired","2015-01-22T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.216431 39.11281)"
"SH-11-0026","Le Jewelry","Le Jewelry & Gift","3019498440","2509 Ennalls Avenue","Wheaton","MD","20902","Expired","2012-06-27T00:00:00.000","2013-07-30T00:00:00.000","POINT (-77.05293 39.040011)"
"SH-14-0017","Sage Consignment","Sage, LLC","3015305723","3734 Howard Avenue","Kensington","MD","20816","Expired","2013-08-20T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.072869 39.027305)"
"SH-11-0029","Jewelry Corner",,"3013657794","7101 Democracy Blvd.","Bethesda","MD","20817","Renewed","2016-07-25T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.1459 39.0242)"
"SH-15-0029","Radio Shack #01-2095","Trade & Save","8174153116","7208 Muncaster Mill Road","Derwood","MD","20855","Expired","2015-01-22T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.144875 39.146072)"
"SH-12-0028","Trading Phones, Inc.","Trading Phones, Inc.","3017407977","701 Russell Avenue","Gaithersburg","MD","20877","Expired","2013-09-09T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.205766 39.151068)"
"SH-09-0020","EB Games #4084","GameStop, Inc.","3013651913","701 Russell Avenue","Gaithersburg","MD","20877","Expired","2013-07-15T00:00:00.000","2014-07-30T00:00:00.000","POINT (-77.205766 39.151068)"
"SH-13-0021","Silver Eagle Coin and Jewelry Exchange","Silver Eagle Coin and Jewelry Exchange","3019422036","11200 Grandview Avenue","Wheaton","MD","20902","Expired","2014-06-23T00:00:00.000","2015-07-30T00:00:00.000","POINT (-77.052317 39.038425)"
"SH-09-0003","Town Square Jewelers","Town Square Jewelers","3013090075","100 Gibbs Street","Rockville","MD","20850","Renewed","2016-07-11T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.151945 39.085101)"
"SH-13-0036","STX Gold, LLC","STX Gold, LLC","3013189788","10411 Motor City Drive Suite 750","Bethesda","MD","20817","Expired","2016-02-23T00:00:00.000","2016-07-30T00:00:00.000","POINT (-77.144006 39.027825)"
"SH-15-0003","Montgomery County Thrift Shop","Montgomery County Thrift Shop, Inc.","3016540063","7125 Wisconsin Avenue","Bethesda","MD","20814","Expired","2015-07-15T00:00:00.000","2016-07-30T00:00:00.000","POINT (-77.092444 38.980833)"
"SH-16-0015","Best Buy Stores","Best Buy Stores, LP #1932","6308572100","7101 Democracy Blvd.","Bethesda","MD","20817","Surrendered","2016-07-14T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.1459 39.0242)"
"SH-09-0013","GameStop 5024","GameStop, Inc.","3015869300","12058 Cherry Hill Road","Silver Spring","MD","20904","Expired","2012-07-13T00:00:00.000","2013-07-30T00:00:00.000","POINT (-76.954012 39.055397)"
"SH-16-0009","Silver Spring Jewelry","Silver Spring Jewelry & Factory","3014394260","11205 New Hampshire Avenue","Silver Spring","MD","20904","Renewed","2016-07-13T00:00:00.000","2017-07-30T00:00:00.000","POINT (-76.990767 39.040261)"
"SH-15-0008","GAMESTOP, #5338","GAMESTOP, INC.","3019167982","13042 Middlebrook Road","Germantown","MD","20874","Renewed","2016-08-10T00:00:00.000","2017-07-30T00:00:00.000","POINT (-77.271531 39.183262)"
