"license_number","business_name","street_address","city","state","zip","issue_date","expire_date","status","geolocation"
"00-SA-000027","Adrian L. Merton, Inc.","9011 East Hampton Drive","Capitol Heights","MD","20743","2017-11-30T00:00:00.000","2018-11-30T00:00:00.000","Expired","9011 East Hampton Drive
Capitol Heights, MD 20743
(38.883477, -76.850027)"
"00-SA-000027","Adrian L. Merton, Inc.","9011 E HAMPTON DRIVE","CAPITOL HEIGHTS","MD","20743","2017-11-30T00:00:00.000","2018-11-30T00:00:00.000","Expired","9011 E HAMPTON DRIVE
CAPITOL HEIGHTS, MD 20743
(38.883477, -76.850027)"
"00-SA-000027","Adrian L. Merton, Inc.","9011 East Hampton Drive","Capitol Heights","MD","20743","2016-10-08T00:00:00.000","2017-10-08T00:00:00.000","Expired","9011 East Hampton Drive
Capitol Heights, MD 20743
(38.883477, -76.850027)"
"00-SA-000458","Advanced Installation Services, LLC","P.O. Box 1038","Germantown","MD","20875","2005-09-16T00:00:00.000","2006-09-16T00:00:00.000","Expired","P.O. Box 1038
Germantown, MD 20875"
"18-SA-001031","Advanced TV & Video Service","19332 MONTGOMERY VILLAGE AVE","Montgomery Village","MD","20886-3027","2019-08-07T00:00:00.000","2020-08-07T00:00:00.000","Expired","19332 MONTGOMERY VILLAGE AVE
Montgomery Village, MD 20886-3027
(39.173342, -77.203729)"
"18-SA-001031","Advanced TV & Video Service","12205 Walnut Creek Court","Germantown","MD","20874","2019-08-07T00:00:00.000","2020-08-07T00:00:00.000","Expired","12205 Walnut Creek Court
Germantown, MD 20874
(39.171886, -77.252884)"
"18-SA-001031","Advanced TV & Video Service","19332 MONTGOMERY VILLAGE AVE","MONTGOMERY VILLAGE","MD","20886","2019-08-07T00:00:00.000","2020-08-07T00:00:00.000","Expired","19332 MONTGOMERY VILLAGE AVE
MONTGOMERY VILLAGE, MD 20886
(39.173342, -77.203729)"
"18-SA-001031","Advanced TV & Video Service","12205 Walnut Creek Court","Germantown","MD","20874","2018-01-09T00:00:00.000","2019-01-09T00:00:00.000","Expired","12205 Walnut Creek Court
Germantown, MD 20874
(39.171886, -77.252884)"
"18-SA-001031","Advanced TV & Video Service","12205 WALNUT CREEK CT","GERMANTOWN","MARYLAND","20874","2019-08-07T00:00:00.000","2020-08-07T00:00:00.000","Expired","12205 WALNUT CREEK CT
GERMANTOWN, MARYLAND 20874
(39.171886, -77.252884)"
"18-SA-001031","Advanced TV & Video Service","12205 WALNUT CREEK CT","GERMANTOWN","MARYLAND","20874","2018-01-09T00:00:00.000","2019-01-09T00:00:00.000","Expired","12205 WALNUT CREEK CT
GERMANTOWN, MARYLAND 20874
(39.171886, -77.252884)"
"18-SA-001031","Advanced TV & Video Service","12205 WALNUT CREEK CT.","GERMANTOWN","MD","20874","2019-08-07T00:00:00.000","2020-08-07T00:00:00.000","Expired","12205 WALNUT CREEK CT.
GERMANTOWN, MD 20874
(39.171886, -77.252884)"
"18-SA-001031","Advanced TV & Video Service","12205 WALNUT CREEK CT.","GERMANTOWN","MD","20874","2018-01-09T00:00:00.000","2019-01-09T00:00:00.000","Expired","12205 WALNUT CREEK CT.
GERMANTOWN, MD 20874
(39.171886, -77.252884)"
"18-SA-001031","Advanced TV & Video Service","19332 MONTGOMERY VILLAGE AVE","Montgomery Village","MD","20886-3027","2018-01-09T00:00:00.000","2019-01-09T00:00:00.000","Expired","19332 MONTGOMERY VILLAGE AVE
Montgomery Village, MD 20886-3027
(39.173342, -77.203729)"
"18-SA-001031","Advanced TV & Video Service","19332 MONTGOMERY VILLAGE AVE","MONTGOMERY VILLAGE","MD","20886","2018-01-09T00:00:00.000","2019-01-09T00:00:00.000","Expired","19332 MONTGOMERY VILLAGE AVE
MONTGOMERY VILLAGE, MD 20886
(39.173342, -77.203729)"
"18-SA-001031","Advanced TV & Video Service Inc.","12205 Walnut Creek Court","Germantown","MD","20874","2022-08-07T00:00:00.000","2023-08-07T00:00:00.000","Renewed","12205 Walnut Creek Court
Germantown, MD 20874
(39.171886, -77.252884)"
"18-SA-001031","Advanced TV & Video Service Inc.","12205 WALNUT CREEK CT","GERMANTOWN","MARYLAND","20874","2022-08-07T00:00:00.000","2023-08-07T00:00:00.000","Renewed","12205 WALNUT CREEK CT
GERMANTOWN, MARYLAND 20874
(39.171886, -77.252884)"
"18-SA-001031","Advanced TV & Video Service Inc.","19332 MONTGOMERY VILLAGE AVE","Montgomery Village","MD","20886-3027","2022-08-07T00:00:00.000","2023-08-07T00:00:00.000","Renewed","19332 MONTGOMERY VILLAGE AVE
Montgomery Village, MD 20886-3027
(39.173375, -77.203726)"
"18-SA-001031","Advanced TV & Video Service Inc.","19332 MONTGOMERY VILLAGE AVE","MONTGOMERY VILLAGE","MD","20886","2022-08-07T00:00:00.000","2023-08-07T00:00:00.000","Renewed","19332 MONTGOMERY VILLAGE AVE
MONTGOMERY VILLAGE, MD 20886
(39.173375, -77.203726)"
"18-SA-001031","Advanced TV & Video Service Inc.","12205 WALNUT CREEK CT.","GERMANTOWN","MD","20874","2020-08-07T00:00:00.000","2021-08-07T00:00:00.000","Expired","12205 WALNUT CREEK CT.
GERMANTOWN, MD 20874
(39.171886, -77.252884)"
"18-SA-001031","Advanced TV & Video Service Inc.","19332 MONTGOMERY VILLAGE AVE","MONTGOMERY VILLAGE","MD","20886","2020-08-07T00:00:00.000","2021-08-07T00:00:00.000","Expired","19332 MONTGOMERY VILLAGE AVE
MONTGOMERY VILLAGE, MD 20886
(39.173342, -77.203729)"
"18-SA-001031","Advanced TV & Video Service Inc.","19332 MONTGOMERY VILLAGE AVE","Montgomery Village","MD","20886-3027","2020-08-07T00:00:00.000","2021-08-07T00:00:00.000","Expired","19332 MONTGOMERY VILLAGE AVE
Montgomery Village, MD 20886-3027
(39.173342, -77.203729)"
"18-SA-001031","Advanced TV & Video Service Inc.","12205 Walnut Creek Court","Germantown","MD","20874","2020-08-07T00:00:00.000","2021-08-07T00:00:00.000","Expired","12205 Walnut Creek Court
Germantown, MD 20874
(39.171886, -77.252884)"
"18-SA-001031","Advanced TV & Video Service Inc.","12205 WALNUT CREEK CT.","GERMANTOWN","MD","20874","2022-08-07T00:00:00.000","2023-08-07T00:00:00.000","Renewed","12205 WALNUT CREEK CT.
GERMANTOWN, MD 20874
(39.171886, -77.252884)"
"18-SA-001031","Advanced TV & Video Service Inc.","12205 WALNUT CREEK CT","GERMANTOWN","MARYLAND","20874","2020-08-07T00:00:00.000","2021-08-07T00:00:00.000","Expired","12205 WALNUT CREEK CT
GERMANTOWN, MARYLAND 20874
(39.171886, -77.252884)"
"18-SA-001031","Advanced TV & Video Service Inc.","12205 WALNUT CREEK CT.","GERMANTOWN","MD","20874","2021-08-07T00:00:00.000","2022-08-07T00:00:00.000","Expired","12205 WALNUT CREEK CT.
GERMANTOWN, MD 20874
(39.171886, -77.252884)"
"18-SA-001031","Advanced TV & Video Service Inc.","12205 WALNUT CREEK CT","GERMANTOWN","MARYLAND","20874","2021-08-07T00:00:00.000","2022-08-07T00:00:00.000","Expired","12205 WALNUT CREEK CT
GERMANTOWN, MARYLAND 20874
(39.171886, -77.252884)"
"18-SA-001031","Advanced TV & Video Service Inc.","12205 Walnut Creek Court","Germantown","MD","20874","2021-08-07T00:00:00.000","2022-08-07T00:00:00.000","Expired","12205 Walnut Creek Court
Germantown, MD 20874
(39.171886, -77.252884)"
"18-SA-001031","Advanced TV & Video Service Inc.","19332 MONTGOMERY VILLAGE AVE","MONTGOMERY VILLAGE","MD","20886","2021-08-07T00:00:00.000","2022-08-07T00:00:00.000","Expired","19332 MONTGOMERY VILLAGE AVE
MONTGOMERY VILLAGE, MD 20886
(39.173375, -77.203726)"
"18-SA-001031","Advanced TV & Video Service Inc.","19332 MONTGOMERY VILLAGE AVE","Montgomery Village","MD","20886-3027","2021-08-07T00:00:00.000","2022-08-07T00:00:00.000","Expired","19332 MONTGOMERY VILLAGE AVE
Montgomery Village, MD 20886-3027
(39.173375, -77.203726)"
"00-SA-000040","Advanced TV & Video Service, Inc.","19332  Montgomery Village Avenue","Gaithersburg","MD","20886","2017-02-08T00:00:00.000","2018-02-08T00:00:00.000","Expired","19332 Montgomery Village Avenue
Gaithersburg, MD 20886
(39.173342, -77.203729)"
"21-SA-004344","ADVANCE VIDEO","2118 BURDOCK RD","BALTIMORE","MARYLAND","21209",,,"Closed","2118 BURDOCK RD
BALTIMORE, MARYLAND 21209
(39.38816, -76.673517)"
"19-SA-002135","ADVANCE VIDEO INC","2118 BURDOCK RD","BALTIMORE","MD","21209","2019-04-12T00:00:00.000","2020-04-12T00:00:00.000","Expired","2118 BURDOCK RD
BALTIMORE, MD 21209
(39.38816, -76.673517)"
"21-SA-004345","ADVANCE VIDEO INC","2118 BURDOCK RD","BALTIMORE","MARYLAND","21209","2022-04-05T00:00:00.000","2023-04-05T00:00:00.000","Renewed","2118 BURDOCK RD
BALTIMORE, MARYLAND 21209
(39.38816, -76.673517)"
"21-SA-004345","ADVANCE VIDEO INC","2118 BURDOCK RD","BALTIMORE","MD","21209","2022-04-05T00:00:00.000","2023-04-05T00:00:00.000","Renewed","2118 BURDOCK RD
BALTIMORE, MD 21209
(39.38816, -76.673517)"
"21-SA-004345","ADVANCE VIDEO INC","2118 BURDOCK RD","BALTIMORE","MARYLAND","21209","2021-04-05T00:00:00.000","2022-04-05T00:00:00.000","Expired","2118 BURDOCK RD
BALTIMORE, MARYLAND 21209
(39.38816, -76.673517)"
"21-SA-004345","ADVANCE VIDEO INC","2118 BURDOCK RD","BALTIMORE","MD","21209","2021-04-05T00:00:00.000","2022-04-05T00:00:00.000","Expired","2118 BURDOCK RD
BALTIMORE, MD 21209
(39.38816, -76.673517)"
