"fall_term","student_type","student_status","gender","ethnicity","race","attending_germantown","attending_rockville","attending_takoma_park_ss","attend_day_or_evening","mc_program_description","age_group","hs_category","mcps_high_school","city_in_md","state","zip","county_in_md"
"2015","New","Part-Time","Male","Hispanic","White","No","No","Yes","Day Only","General Studies (AA - All Tracks)","20 or Younger","MCPS","Bethesda Chevy Chase High Schl","Silver Spring","MD","20904","Montgomery"
"2015","Continuing","Full-Time","Male","Not Hispanic","White","No","Yes","No","Day Only","Computer Science & Technologies (AA - All Tracks)","21 - 24","MCPS","Winston Churchill High School","Darnestown","MD","20878","Montgomery"
"2015","Continuing","Part-Time","Male","Not Hispanic","White","No","Yes","No","Day Only","Criminal Justice (AA & AAS)","21 - 24","Other State",,"Olney","MD","20832","Montgomery"
"2015","Continuing","Full-Time","Female","Not Hispanic","White","No","No","Yes","Day Only","General Studies (AA - All Tracks)","20 or Younger","MCPS","Montgomery Blair High School","Silver Spring","MD","20910","Montgomery"
"2015","Continuing","Part-Time","Female","Not Hispanic","White","No","Yes","No","Day Only","General Studies (AA - All Tracks)","21 - 24","MCPS","Rockville High School","Rockville","MD","20850","Montgomery"
"2015","Continuing","Full-Time","Male","Hispanic","Hispanic","No","Yes","Yes","Day Only","Business / International Business (AA)","21 - 24","MCPS","Northwood High School","Silver Spring","MD","20902","Montgomery"
"2015","Continuing","Full-Time","Female","Not Hispanic","Pacific Islander","Yes","Yes","No","Day Only","Health Sciences (Pre-Clinical Studies)","20 or Younger","MCPS","Sherwood High School","Gaithersburg","MD","20877","Montgomery"
"2015","Continuing","Part-Time","Female","Not Hispanic","White","No","No","Yes","No Specific Time[online]","Diagnostic Medical Sonography (AA & AAS)","21 - 24","Other Maryland",,"Prince Frederick","MD","20678","Calvert"
"2015","Continuing","Full-Time","Female","Not Hispanic","White","No","Yes","No","Day Only","General Studies (AA - All Tracks)","20 or Younger","MCPS","Colonel Zadok Magruder HS","Derwood","MD","20855","Montgomery"
"2015","Continuing","Full-Time","Female","Not Hispanic","White","No","Yes","No","Day Only","General Studies (AA - All Tracks)","20 or Younger","MCPS","Colonel Zadok Magruder HS","Derwood","MD","20855","Montgomery"
"2015","Continuing","Part-Time","Female","Not Hispanic","White","No","Yes","No","Day & Evening","Criminal Justice (AA & AAS)","20 or Younger","MCPS","Northwest HS - Germantown","Germantown","MD","20874","Montgomery"
"2015","New","Full-Time","Female","Hispanic","Hispanic","No","Yes","No","Day Only","Arts & Sciences Transfer (AA - All Tracks)","20 or Younger","MCPS","Walter Johnson High School","Rockville","MD","20852","Montgomery"
"2015","Continuing","Full-Time","Male","Not Hispanic","Black","No","Yes","Yes","Day & Evening","Engineering Science (AA & AS - All Tracks)","30 or Older","Foreign Country",,"Silver Spring","MD","20903","Montgomery"
"2015","New","Full-Time","Male","Not Hispanic","Asian","No","Yes","No","Day & Evening","General Studies (AA - All Tracks)","20 or Younger","MCPS","Sherwood High School","Olney","MD","20832","Montgomery"
"2015","New","Full-Time","Male","Hispanic","White","No","Yes","No","Day Only","Business / International Business (AA)","20 or Younger","MCPS","Richard Montgomery High School","Rockville","MD","20851","Montgomery"
"2015","Continuing","Part-Time","Male","Hispanic","Multi-Race","No","Yes","No","Day Only","General Studies (AA - All Tracks)","21 - 24","MCPS","Winston Churchill High School","Potomac","MD","20854","Montgomery"
"2015","New","Full-Time","Female","Not Hispanic","Black","No","No","Yes","Day Only","Criminal Justice (AA & AAS)","20 or Younger","Other State",,"Washington","DC","20020","Other"
"2015","Continuing","Full-Time","Female","Hispanic","White","Yes","No","No","Day Only","Education / Teacher Education (AA & AAT)","20 or Younger","MCPS","Seneca Valley High School","Germantown","MD","20876","Montgomery"
"2015","Continuing","Part-Time","Male","Not Hispanic","Black","No","Yes","No","No Specific Time[online]","General Studies (AA - All Tracks)","21 - 24","MCPS","Northwest HS - Germantown","Germantown","MD","20874","Montgomery"
"2015","Continuing","Part-Time","Male","Not Hispanic","Asian","No","Yes","No","Evening Only","General Studies (AA - All Tracks)","30 or Older","Other State",,"Rockville","MD","20852","Montgomery"
"2015","Continuing","Part-Time","Male","Not Hispanic","Black","Yes","No","No","No Specific Time[online]","Engineering Science (AA & AS - All Tracks)","21 - 24","Other State",,"Bethesda","MD","20814","Montgomery"
"2015","Continuing","Part-Time","Male","Hispanic","Hispanic","Yes","No","No","Day Only","General Studies (AA - All Tracks)","30 or Older","MCPS","Wheaton High School","Gaithersburg","MD","20879","Montgomery"
"2015","Transfer no degree","Full-Time","Male","Not Hispanic","Asian","No","Yes","Yes","No Specific Time[online]","Health Sciences (Pre-Clinical Studies)","20 or Younger","Other State",,"Gaithersburg","MD","20877","Montgomery"
"2015","New","Full-Time","Female","Hispanic","White","Yes","Yes","No","Day & Evening","General Studies (AA - All Tracks)","20 or Younger","MCPS","Bethesda Chevy Chase High Schl","Montgomery Village","MD","20886","Montgomery"
"2015","Continuing","Part-Time","Male","Not Hispanic","Black","No","Yes","No","Day Only","Business / International Business (AA)","25 - 29","GED",,"Silver Spring","MD","20915","Montgomery"
"2015","Continuing","Part-Time","Female","Not Hispanic","White","Yes","No","No","Day Only","General Studies (AA - All Tracks)","21 - 24","MCPS","Gaithersburg High School","Gaithersburg","MD","20879","Montgomery"
"2015","Continuing","Part-Time","Female","Hispanic","White","No","Yes","No","Evening Only","Credit (Undeclared / Undecided)","21 - 24","MCPS","Rockville High School","Rockville","MD","20851","Montgomery"
"2015","Continuing","Part-Time","Male","Not Hispanic","White","No","Yes","No","Day Only","General Studies (AA - All Tracks)","20 or Younger","MCPS","Colonel Zadok Magruder HS","Gaithersburg","MD","20879","Montgomery"
"2015","Continuing","Part-Time","Male","Hispanic","Hispanic","No","Yes","No","Day & Evening","Credit (Undeclared / Undecided)","21 - 24","MCPS","Damascus High School","Silver Spring","MD","20902","Montgomery"
"2015","Continuing","Part-Time","Male","Unknown","Asian","Yes","No","Yes","No Specific Time[online]","General Studies (AA - All Tracks)","25 - 29","MCPS","Springbrook Sr High School","Silver Spring","MD","20904","Montgomery"
"2015","Continuing","Part-Time","Male","Hispanic","Multi-Race","No","Yes","No","Day & Evening","General Studies (AA - All Tracks)","20 or Younger","MCPS","Gaithersburg High School","Gaithersburg","MD","20877","Montgomery"
"2015","Continuing","Full-Time","Male","Not Hispanic","Asian","No","Yes","No","Day Only","Science (AS - All Tracks)","20 or Younger","MCPS","Paint Branch High School","Silver Spring","MD","20904","Montgomery"
"2015","HS Student","Part-Time","Male","Not Hispanic","White","Yes","No","No","Day Only","Computer Science & Technologies (AA - All Tracks)","20 or Younger","Home-Schooled",,"Montgomery Village","MD","20886","Montgomery"
"2015","Continuing","Part-Time","Male","Not Hispanic","Black","No","Yes","Yes","Evening Only","Computer Science & Technologies (AA - All Tracks)","30 or Older","MCPS","Montgomery Blair High School","Silver Spring","MD","20901","Montgomery"
"2015","Continuing","Part-Time","Male","Hispanic","Hispanic","No","No","Yes","Day Only","Credit (Undeclared / Undecided)","30 or Older","Foreign Country",,"Silver Spring","MD","20902","Montgomery"
"2015","Continuing","Part-Time","Male","Hispanic","Hispanic","No","No","Yes","Day Only","Credit (Undeclared / Undecided)","30 or Older","Foreign Country",,"Silver Spring","MD","20902","Montgomery"
"2015","HS Student","Part-Time","Female","Not Hispanic","Black","Yes","No","No","Day Only","General Studies (AA - All Tracks)","20 or Younger","Home-Schooled",,"Gaithersburg","MD","20879","Montgomery"
"2015","Transfer no degree","Full-Time","Female","Not Hispanic","White","No","No","Yes","Day Only","General Studies (AA - All Tracks)","20 or Younger","Other State",,"Columbia","MO","65203","Other"
"2015","New","Full-Time","Male","Hispanic","White","Yes","Yes","No","Day & Evening","Accounting (AA & AAS)","20 or Younger","MCPS","Quince Orchard Sr High School","Gaithersburg","MD","20877","Montgomery"
"2015","New","Full-Time","Female","Hispanic","Black","No","Yes","No","Day Only","Health Sciences (Pre-Clinical Studies)","20 or Younger","MCPS","Albert Einstein HS & MC Art Cn","Rockville","MD","20853","Montgomery"
"2015","Continuing","Part-Time","Female","Not Hispanic","Black","No","Yes","Yes","Day Only","Arts & Sciences Transfer (AA - All Tracks)","21 - 24","MCPS","Northwood High School","Takoma Park","MD","20912","Montgomery"
"2015","Continuing","Full-Time","Female","Not Hispanic","Black","No","Yes","No","Day Only","Accounting (AA & AAS)","30 or Older","Foreign Country",,"Silver Spring","MD","20902","Montgomery"
"2015","HS Student","Part-Time","Female","Not Hispanic","White","Yes","No","No","Day Only","General Studies (AA - All Tracks)","20 or Younger","Home-Schooled",,"Gaithersburg","MD","20882","Montgomery"
"2015","HS Student","Part-Time","Female","Not Hispanic","White","Yes","No","No","Day Only","General Studies (AA - All Tracks)","20 or Younger","Home-Schooled",,"Gaithersburg","MD","20882","Montgomery"
"2015","HS Student","Part-Time","Female","Not Hispanic","White","Yes","No","No","Day Only","General Studies (AA - All Tracks)","20 or Younger","Home-Schooled",,"Gaithersburg","MD","20882","Montgomery"
"2015","New","Part-Time","Male","Hispanic","White","No","Yes","No","Day Only","Health Sciences (Pre-Clinical Studies)","20 or Younger","MCPS","Wheaton High School","Silver Spring","MD","20906","Montgomery"
"2015","Continuing","Full-Time","Male","Not Hispanic","White","Yes","No","No","Day Only","General Studies (AA - All Tracks)","21 - 24","MCPS","Colonel Zadok Magruder HS","Derwood","MD","20855","Montgomery"
"2015","New","Part-Time","Male","Not Hispanic","Black","No","Yes","No","Day & Evening","Building Trades Technology (CT)","30 or Older","Foreign Country",,"Bethesda","MD","20817","Montgomery"
"2015","Continuing","Full-Time","Female","Hispanic","Hispanic","No","No","Yes","Day & Evening","Science (AS - All Tracks)","21 - 24","MCPS","Montgomery Blair High School","Silver Spring","MD","20901","Montgomery"
"2015","Continuing","Full-Time","Female","Hispanic","White","Yes","Yes","No","Day Only","General Studies (AA - All Tracks)","20 or Younger","MCPS","Richard Montgomery High School","Derwood","MD","20855","Montgomery"
"2015","Continuing","Part-Time","Female","Not Hispanic","Asian","No","No","Yes","Day Only","Arts & Sciences Transfer (AA - All Tracks)","25 - 29","MCPS","Montgomery Blair High School","Silver Spring","MD","20910","Montgomery"
"2015","Continuing","Part-Time","Female","Not Hispanic","Asian","No","Yes","No","Evening Only","Engineering Science (AA & AS - All Tracks)","30 or Older","Foreign Country",,"Kensington","MD","20895","Montgomery"
"2015","Continuing","Part-Time","Female","Not Hispanic","White","No","Yes","No","Day Only","General Studies (AA - All Tracks)","25 - 29","Other State",,"Poolesville","MD","20837","Montgomery"
"2015","Continuing","Full-Time","Male","Hispanic","Native American","Yes","Yes","No","Day & Evening","Business / International Business (AA)","20 or Younger","MCPS","Colonel Zadok Magruder HS","Montgomery Village","MD","20886","Montgomery"
"2015","Continuing","Part-Time","Female","Hispanic","Hispanic","No","Yes","No","Day Only","General Studies (AA - All Tracks)","21 - 24","Other Maryland",,"Gaithersburg","MD","20877","Montgomery"
"2015","Transfer no degree","Part-Time","Female","Hispanic","White","No","No","Yes","No Specific Time[online]","Education / Teacher Education (AA & AAT)","20 or Younger","MCPS","Seneca Valley High School","Germantown","MD","20874","Montgomery"
"2015","Continuing","Part-Time","Male","Hispanic","Hispanic","Yes","No","Yes","No Specific Time[online]","Graphic Design (AA, AAS, & AFA - All Tracks)","21 - 24","Other State",,"Clarksburg","MD","20871","Montgomery"
"2015","New","Part-Time","Female","Hispanic","Multi-Race","No","No","Yes","Day Only","General Studies (AA - All Tracks)","20 or Younger","MCPS","Albert Einstein HS & MC Art Cn","Silver Spring","MD","20902","Montgomery"
"2015","Continuing","Part-Time","Male","Not Hispanic","Black","Yes","No","No","Day & Evening","Science (AS - All Tracks)","21 - 24","MCPS","Clarksburg High School","Germantown","MD","20876","Montgomery"
"2015","Continuing","Full-Time","Female","Hispanic","Hispanic","No","Yes","No","Day Only","Education / Teacher Education (AA & AAT)","25 - 29","MCPS","Springbrook Sr High School","Silver Spring","MD","20904","Montgomery"
"2015","New","Full-Time","Male","Hispanic","Pacific Islander","Yes","Yes","No","Day Only","Graphic Design (AA, AAS, & AFA - All Tracks)","20 or Younger","MCPS","Colonel Zadok Magruder HS","Derwood","MD","20855","Montgomery"
"2015","Continuing","Full-Time","Male","Not Hispanic","Black","No","No","Yes","Day Only","Health Sciences (Pre-Clinical Studies)","20 or Younger","MCPS","Northwood High School","Silver Spring","MD","20906","Montgomery"
"2015","Continuing","Full-Time","Female","Not Hispanic","Black","No","No","Yes","Day Only","General Studies (AA - All Tracks)","21 - 24","MCPS","Montgomery Blair High School","Silver Spring","MD","20910","Montgomery"
"2015","Continuing","Full-Time","Female","Not Hispanic","Multi-Race","No","Yes","No","Day Only","General Studies (AA - All Tracks)","20 or Younger","MCPS","Watkins Mill High School","Potomac","MD","20854","Montgomery"
"2015","Continuing","Part-Time","Male","Not Hispanic","Asian","Yes","No","No","Evening Only","Business / International Business (AA)","30 or Older","Other Maryland",,"Montgomery Village","MD","20886","Montgomery"
"2015","Transfer no degree","Part-Time","Male","Not Hispanic","Asian","Yes","Yes","No","Day Only","Arts & Sciences Transfer (AA - All Tracks)","20 or Younger","MCPS","James Hubert Blake High School","Silver Spring","MD","20904","Montgomery"
"2015","New","Part-Time","Male","Unknown","White","No","No","Yes","Day Only","Photography (AA & AAS)","21 - 24","Foreign Country",,"Rockville","MD","20850","Montgomery"
"2015","HS Student","Part-Time","Male","Not Hispanic","Asian","Yes","No","No","No Specific Time[online]","Computer Science - Computer Programming (CT)","20 or Younger","MCPS","Walt Whitman High School","Potomac","MD","20854","Montgomery"
"2015","Continuing","Part-Time","Female","Unknown","White","Yes","No","No","Evening Only","School of Art & Design - Applicants","21 - 24","Other State",,"Gaithersburg","MD","20879","Montgomery"
"2015","Continuing","Full-Time","Male","Hispanic","White","Yes","Yes","No","Day Only","General Studies (AA - All Tracks)","20 or Younger","MCPS","Northwest HS - Germantown","Germantown","MD","20784","Prince George's"
"2015","New","Part-Time","Male","Unknown","White","No","Yes","No","Day Only","General Studies (AA - All Tracks)","30 or Older","Foreign Country",,"North Potomac","MD","20878","Montgomery"
"2015","Continuing","Full-Time","Male","Not Hispanic","Asian","Yes","Yes","No","Day Only","Credit (Undeclared / Undecided)","20 or Younger","MCPS","Thomas Sprigg Wootton High Sch","Gaithersburg","MD","20878","Montgomery"
"2015","Continuing","Full-Time","Male","Not Hispanic","Asian","No","Yes","No","Day Only","Criminal Justice (AA & AAS)","20 or Younger","MCPS","Springbrook Sr High School","Silver Spring","MD","20903","Montgomery"
"2015","New","Part-Time","Male","Not Hispanic","White","Yes","No","No","Day Only","Early Childhood Education (AA & AAS)","20 or Younger","MCPS","Quince Orchard Sr High School","Gaithersburg","MD","20878","Montgomery"
"2015","Continuing","Full-Time","Male","Not Hispanic","White","Yes","Yes","No","Day Only","Engineering Science (AA & AS - All Tracks)","21 - 24","Home-Schooled",,"Gaithersburg","MD","20879","Montgomery"
"2015","New","Part-Time","Female","Not Hispanic","Asian","No","No","Yes","Day & Evening","General Studies (AA - All Tracks)","20 or Younger","Other Maryland",,"Hyattsville","MD","20783","Prince George's"
"2015","New","Part-Time","Male","Not Hispanic","Black","No","Yes","No","Day Only","Communication Studies (AA)","20 or Younger","MCPS","John F. Kennedy High School","Silver Spring","MD","20906","Montgomery"
"2015","Transfer with degree","Part-Time","Male","Not Hispanic","White","No","No","Yes","Day Only","Education / Teacher Education (AA & AAT)","30 or Older","MCPS","Montgomery Blair High School","Silver Spring","MD","20910","Montgomery"
"2015","Continuing","Full-Time","Female","Hispanic","White","No","Yes","No","Day & Evening","Business / International Business (AA)","20 or Younger","MCPS","Winston Churchill High School","Montgomery Village","MD","20886","Montgomery"
"2015","New","Full-Time","Male","Not Hispanic","White","No","No","Yes","Day Only","General Studies (AA - All Tracks)","21 - 24","Other Maryland",,"Bowie","MD","20720","Prince George's"
"2015","New","Full-Time","Female","Not Hispanic","Black","No","No","Yes","Day Only","Science (AS - All Tracks)","20 or Younger","Other Maryland",,"Bowie","MD","20721","Prince George's"
"2015","Continuing","Part-Time","Female","Not Hispanic","Asian","No","Yes","No","No Specific Time[online]","Accounting (AA & AAS)","30 or Older","Foreign Country",,"Rockville","MD","20853","Montgomery"
"2015","Continuing","Full-Time","Female","Not Hispanic","White","No","Yes","No","Day Only","General Studies (AA - All Tracks)","30 or Older","MCPS","Winston Churchill High School","Gaithersburg","MD","20878","Montgomery"
"2015","Continuing","Part-Time","Male","Not Hispanic","White","No","No","Yes","Day & Evening","General Studies (AA - All Tracks)","21 - 24","MCPS","Montgomery Blair High School","Silver Spring","MD","20902","Montgomery"
"2015","Continuing","Full-Time","Male","Hispanic","White","No","Yes","No","Day & Evening","Arts & Sciences Transfer (AA - All Tracks)","30 or Older","Other State",,"Germantown","MD","20876","Montgomery"
"2015","Transfer no degree","Full-Time","Male","Not Hispanic","Black","No","Yes","Yes","Day & Evening","Business / International Business (AA)","20 or Younger","Other Maryland",,"Clinton","MD","20735","Prince George's"
"2015","Continuing","Part-Time","Male","Not Hispanic","Black","No","Yes","No","Day Only","Commun & Broadcasting Tech (CT)","20 or Younger","MCPS","Gaithersburg High School","Gaithersburg","MD","20879","Montgomery"
"2015","Continuing","Full-Time","Male","Not Hispanic","White","Yes","No","No","Day Only","General Studies (AA - All Tracks)","20 or Younger","Other State",,"Harpers Ferry","WV","25425","Other"
"2015","Continuing","Full-Time","Female","Hispanic","Native American","No","Yes","Yes","Day Only","General Studies (AA - All Tracks)","20 or Younger","MCPS","Colonel Zadok Magruder HS","Gaithersburg","MD","20877","Montgomery"
"2015","New","Full-Time","Female","Not Hispanic","Asian","No","Yes","No","Day Only","Education / Teacher Education (AA & AAT)","20 or Younger","MCPS","Albert Einstein HS & MC Art Cn","Rockville","MD","20853","Montgomery"
"2015","Continuing","Part-Time","Male","Not Hispanic","White","No","Yes","No","Day Only","Arts & Sciences Transfer (AA - All Tracks)","20 or Younger","MCPS","Sherwood High School","Olney","MD","20832","Montgomery"
"2015","Continuing","Part-Time","Male","Not Hispanic","Asian","No","Yes","Yes","Day Only","Computer Science & Technologies (AA - All Tracks)","25 - 29","Foreign Country",,"Silver Spring","MD","20910","Montgomery"
"2015","Continuing","Full-Time","Male","Not Hispanic","White","No","Yes","No","Day & Evening","Engineering Science (AA & AS - All Tracks)","25 - 29","MCPS","Walter Johnson High School","Chevy Chase","MD","20815","Montgomery"
"2015","Continuing","Part-Time","Male","Not Hispanic","White","No","Yes","No","Day & Evening","Credit (Undeclared / Undecided)","30 or Older","Foreign Country",,"Silver Spring","MD","20901","Montgomery"
"2015","Continuing","Full-Time","Female","Not Hispanic","Black","No","Yes","No","Day Only","General Studies (AA - All Tracks)","20 or Younger","MCPS","Rockville High School","Silver Spring","MD","20906","Montgomery"
"2015","Continuing","Part-Time","Male","Not Hispanic","Black","Yes","No","No","Day Only","General Studies (AA - All Tracks)","20 or Younger","MCPS","Wheaton High School","Germantown","MD","20874","Montgomery"
"2015","Continuing","Part-Time","Male","Hispanic","Hispanic","No","Yes","No","Evening Only","Management of Construction (CT)","30 or Older","Foreign Country",,"Rockville","MD","20850","Montgomery"
"2015","Continuing","Part-Time","Female","Not Hispanic","Black","Yes","Yes","No","Evening Only","Commun & Broadcasting Tech (AA & AAS - All Tracks)","25 - 29","MCPS","Winston Churchill High School","Potomac","MD","20854","Montgomery"
"2015","Continuing","Part-Time","Female","Hispanic","Hispanic","No","No","Yes","Day Only","General Studies (AA - All Tracks)","21 - 24","MCPS","Albert Einstein HS & MC Art Cn","Olney","MD","20832","Montgomery"
"2015","Continuing","Full-Time","Male","Hispanic","Hispanic","No","Yes","No","Day Only","Arts & Sciences Transfer (AA - All Tracks)","25 - 29","MCPS","Montgomery Blair High School","Silver Spring","MD","20901","Montgomery"
"2015","Continuing","Part-Time","Male","Not Hispanic","White","No","Yes","No","Day Only","Credit (Undeclared / Undecided)","21 - 24","Foreign Country",,"Rockville","MD","20850","Montgomery"
"2015","New","Part-Time","Male","Not Hispanic","White","Yes","No","No","Day Only","General Studies (AA - All Tracks)","20 or Younger","Home-Schooled",,"Germantown","MD","20876","Montgomery"
"2015","New","Part-Time","Male","Not Hispanic","White","Yes","No","No","Day Only","General Studies (AA - All Tracks)","20 or Younger","Home-Schooled",,"Germantown","MD","20876","Montgomery"
"2015","Continuing","Part-Time","Female","Unknown","White","No","No","Yes","Day Only","Nursing (AA & AAS)","25 - 29","GED",,"Silver Spring","MD","20904","Montgomery"
"2015","Continuing","Full-Time","Female","Hispanic","Hispanic","Yes","Yes","Yes","Day & Evening","General Studies (AA - All Tracks)","21 - 24","MCPS","Montgomery Blair High School","Silver Spring","MD","20901","Montgomery"
"2015","New","Part-Time","Male","Not Hispanic","White","No","Yes","No","Day Only","Computer Gaming & Simulation (AA - All Tracks)","20 or Younger","MCPS","James Hubert Blake High School","Spencerville","MD","20868","Montgomery"
"2015","Continuing","Part-Time","Female","Not Hispanic","Black","Yes","Yes","No","Day Only","Criminal Justice (AA & AAS)","30 or Older","Other State",,"Rockville","MD","20850","Montgomery"
"2015","Continuing","Part-Time","Female","Not Hispanic","Black","No","Yes","No","No Specific Time[online]","General Studies (AA - All Tracks)","30 or Older","MCPS","Paint Branch High School","Silver Spring","MD","20905","Montgomery"
"2015","Transfer no degree","Full-Time","Female","Not Hispanic","White","Yes","Yes","No","Day & Evening","Science (AS - All Tracks)","20 or Younger","MCPS","Thomas Sprigg Wootton High Sch","Germantown","MD","20874","Montgomery"
"2015","Continuing","Part-Time","Male","Not Hispanic","Black","No","No","Yes","Day Only","General Studies (AA - All Tracks)","20 or Younger","Other State",,"Silver Spring","MD","20902","Montgomery"
"2015","Continuing","Part-Time","Male","Not Hispanic","White","No","Yes","No","Day Only","Arts & Sciences Transfer (AA - All Tracks)","21 - 24","Other Maryland",,"Washington","DC","20015","Washington"
"2015","Continuing","Part-Time","Female","Not Hispanic","Asian","No","Yes","No","Day Only","Early Childhood Education (CT)","20 or Younger","MCPS","Albert Einstein HS & MC Art Cn","Silver Spring","MD","20910","Montgomery"
"2015","Continuing","Part-Time","Female","Not Hispanic","White","No","Yes","Yes","Day & Evening","Science (AS - All Tracks)","25 - 29","Foreign Country",,"Chevy Chase","MD","20815","Montgomery"
"2015","Continuing","Part-Time","Male","Not Hispanic","White","Yes","Yes","No","Day Only","Cybersecurity (AAS)","25 - 29","Other State",,"Rockville","MD","20852","Montgomery"
"2015","Transfer no degree","Part-Time","Male","Not Hispanic","Black","No","Yes","No","Day Only","Health Sciences (Pre-Clinical Studies)","25 - 29","Foreign Country",,"Larbo","MD","20774","Prince George's"
"2015","New","Full-Time","Female","Hispanic","White","No","Yes","No","Day Only","Business / International Business (AA)","20 or Younger","MCPS","James Hubert Blake High School","Silver Spring","MD","20904","Montgomery"
"2015","Continuing","Part-Time","Male","Hispanic","Hispanic","No","Yes","No","Day Only","General Studies (AA - All Tracks)","21 - 24","MCPS","James Hubert Blake High School","Silver Spring","MD","20905","Montgomery"
"2015","HS Student","Part-Time","Male","Not Hispanic","White","Yes","No","No","Day Only","General Studies (AA - All Tracks)","20 or Younger","Home-Schooled",,"Montgomery Village","MD","20886","Montgomery"
"2015","Continuing","Part-Time","Female","Not Hispanic","White","No","Yes","Yes","Day Only","General Studies (AA - All Tracks)","21 - 24","Mont.County Other",,"Washington","DC","20008","Washington"
"2015","Continuing","Part-Time","Female","Not Hispanic","Black","No","No","Yes","Day Only","General Studies (AA - All Tracks)","30 or Older","MCPS","Gaithersburg High School","Hyattsville","MD","20783","Prince George's"
"2015","Transfer with degree","Part-Time","Male","Not Hispanic","White","No","Yes","No","Evening Only","Management of Construction (CT)","30 or Older","MCPS","Winston Churchill High School","Silver Spring","MD","20902","Montgomery"
"2015","Continuing","Part-Time","Female","Unknown","White","Yes","No","Yes","Day Only","Early Childhood Education (CT)","30 or Older","GED",,"Silver Spring","MD","20906","Montgomery"
"2015","Continuing","Part-Time","Male","Not Hispanic","White","No","Yes","No","Day Only","Arts & Sciences Transfer (AA - All Tracks)","30 or Older","GED",,"Rockville","MD","20850","Montgomery"
"2015","Continuing","Full-Time","Male","Not Hispanic","Black","Yes","Yes","No","Day Only","Computer Science & Technologies (AA - All Tracks)","20 or Younger","MCPS","Gaithersburg High School","Montgomery Village","MD","20886","Montgomery"
"2015","Continuing","Full-Time","Female","Not Hispanic","Black","No","Yes","Yes","Day Only","General Studies (AA - All Tracks)","21 - 24","Other State",,"Washington","DC","20032","Other"
"2015","Continuing","Full-Time","Female","Not Hispanic","Asian","No","Yes","Yes","Day Only","Science (AS - All Tracks)","21 - 24","Foreign Country",,"Germantown","MD","20874","Montgomery"
"2015","Continuing","Part-Time","Female","Not Hispanic","Black","No","No","Yes","Day Only","Business / International Business (AA)","20 or Younger","Other State",,"Washington","DC","20019","Other"
"2015","Continuing","Full-Time","Female","Not Hispanic","Black","No","No","Yes","Day Only","General Studies (AA - All Tracks)","20 or Younger","MCPS","James Hubert Blake High School","Silver Spring","MD","20904","Montgomery"
"2015","Continuing","Full-Time","Female","Not Hispanic","Black","No","No","Yes","Day Only","General Studies (AA - All Tracks)","20 or Younger","MCPS","James Hubert Blake High School","Silver Spring","MD","20904","Montgomery"
"2015","New","Full-Time","Male","Not Hispanic","White","Yes","No","No","Day & Evening","Computer Applications (CT)","20 or Younger","MCPS","Damascus High School","Gaithersburg","MD","20882","Montgomery"
"2015","Continuing","Full-Time","Female","Not Hispanic","White","Yes","Yes","No","Day Only","Health Sciences (Pre-Clinical Studies)","20 or Younger","MCPS","Northwest HS - Germantown","Germantown","MD","20874","Montgomery"
