"incident_id","cr_number","crash_reports","start_time","end_time","priority","initial_type","close_type","address","city","state","zip","longitude","latitude","police_district_number","sector","pra","calltime_callroute","calltime_dispatch","calltime_arrive","calltime_cleared","callroute_dispatch","dispatch_arrive","arrive_cleared","disposition_desc","geolocation"
"P2200245991",,,"2022-09-13T11:07:00.000","2022-09-13T12:12:39.000","2","TRAFFIC/TRANSPORTATION INCIDENT","TRAFFIC/TRANSPORTATION INCIDENT","ROCKVILLE PIKE / TUCKERMAN LN","BETHESDA","MD","20814","-77.10307492","39.02426399","2D","D4","185","80","121",,"3938","40",,,"COLOTH-DAMAG-ROAD-COLLI","POINT (-77.1031 39.0243)"
"P2200246023",,,"2022-09-13T11:34:38.000","2022-09-13T12:11:31.000","2","STATION RESPONSE","STATION RESPONSE","1  BLK W WATKINS MILL RD","GAITHERSBURG","MD","20878","-77.2329","39.14766","6D","P2","593","46","512","1311","2213","465","799","901","SUSPICIOUSSIT/PRSON/VEH","POINT (-77.2329 39.1477)"
"P2200246019",,,"2022-09-13T11:31:18.000","2022-09-13T12:10:57.000","1","ALARMRB - RESIDENTIAL BURGLARY/INTRUSION","ALARMRB - RESIDENTIAL BURGLARY/INTRUSION","11400 BLK  ADAGIO TER","SILVER SPRING","MD","20901","-77.0003","39.04413","3D","H2","152","109","761","2106","2379","652","1344","273","ALARMRESID-UNKNOWNCAUS","POINT (-77.0003 39.0441)"
"P2200246040",,,"2022-09-13T11:43:19.000","2022-09-13T12:09:04.000","2","TRAFFIC VIOLATION","TRAFFIC VIOLATION","10600 BLK  OLD GEORGETOWN RD","BETHESDA","MD","20814","-77.1264","39.03014","2D","E3","197","156","526",,"1544","370",,,"TRAFFICHAZARD","POINT (-77.1264 39.0301)"
"P2200246053",,,"2022-09-13T11:55:32.000","2022-09-13T12:08:42.000","2","TRESPASSING/UNWANTED","TRESPASSING/UNWANTED","900 BLK  THAYER AVE","SILVER SPRING","MD","20910","-77.0242","38.99302","3D","G1","670","65","125","366","789","59","241","422","TRESPASSING","POINT (-77.0242 38.993)"
"P2200246030",,,"2022-09-13T11:38:59.000","2022-09-13T12:08:41.000","4","MISC-ADMIN (DOCUMENT, LOST OR FOUND PROPERTY, MESSAGES,","MISC-ADMIN (DOCUMENT, LOST OR FOUND PROPERTY, MESSAGES,","300 BLK  MISTY KNOLL DR","ROCKVILLE","MD","20850","-77.1641","39.08085","1D","A3","250","99","211","722","1781","111","510","1059","SUSPICIOUSSIT/PRSON/VEH","POINT (-77.1641 39.0808)"
"P2200246046",,,"2022-09-13T11:47:41.000","2022-09-13T12:06:59.000","4","VANDALISM, DAMAGE, MISCHIEF - OCCURRED EARLIER","VANDALISM, DAMAGE, MISCHIEF - OCCURRED EARLIER","1  BLK N SUMMIT AVE","GAITHERSBURG","MD","20877","-77.1931","39.14241","6D","P3","419","100","639",,"1158","539",,,"OTHERMISCELLANEOUS","POINT (-77.1931 39.1424)"
"P2200246045",,,"2022-09-13T11:48:01.000","2022-09-13T12:05:57.000","1","DISTURBANCE/NUISANCE","DISTURBANCE/NUISANCE","500 BLK N FREDERICK AVE","GAITHERSBURG","MD","20877","-77.2077","39.14893","6D","P2","428","47","132","326","1075","84","194","748","DISORDERLYCONDUCT","POINT (-77.2077 39.1489)"
"P2200246020",,,"2022-09-13T11:32:37.000","2022-09-13T12:05:33.000","1","ALARMRB - RESIDENTIAL BURGLARY/INTRUSION","ALARMRB - RESIDENTIAL BURGLARY/INTRUSION","4300 BLK  JOPLIN DR","ROCKVILLE","MD","20853","-77.0822","39.0772","4D","K2","338","91","323","1766","1976","232","1443","209","ALARMRESID-UNKNOWNCAUS","POINT (-77.0822 39.0772)"
"P2200246022",,,"2022-09-13T11:33:09.000","2022-09-13T12:04:11.000","4","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","7800 BLK  GREEN TWIG RD","BETHESDA","MD","20817","-77.1603","39.00103","2D","E4","208","128","179",,"1862","50",,,"FORGERY/CNTRFT-CHECKS","POINT (-77.1603 39.001)"
"P2200245975",,,"2022-09-13T10:40:32.000","2022-09-13T12:02:51.000","4","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","1200 BLK  FIDLER LN","SILVER SPRING","MD","20910","-77.0298","38.99601","3D","G1","095","281","1023",,"4938","742",,,"LARCENYOTHEROVER$200","POINT (-77.0298 38.996)"
"P2200246044",,,"2022-09-13T11:44:52.000","2022-09-13T12:02:28.000","0","ASSAULT","ASSAULT","1  BLK  UNIVERSITY BLVD W","SILVER SPRING","MD","20901","-77.0128","39.02045","3D","H2","157","230","260","364","1055","30","104","691","SUSPICIOUSSIT/PRSON/VEH","POINT (-77.0128 39.0204)"
"P2200245988",,,"2022-09-13T11:03:06.000","2022-09-13T11:57:05.000","1","SUSPICIOUS CIRC, PERSONS, VEHICLE","SUSPICIOUS CIRC, PERSONS, VEHICLE","100 BLK  GREEN POPLAR LOOP","CLARKSBURG","MD","20871","-77.2748","39.22773","5D","M3","598","142","266","1009","3238","124","742","2229","OTHERMISCELLANEOUS","POINT (-77.2748 39.2277)"
"P2200246050",,,"2022-09-13T11:49:03.000","2022-09-13T11:56:16.000","2","DISTURBANCE/NUISANCE","DISTURBANCE/NUISANCE","9600 BLK  GEORGIA AVE","SILVER SPRING","MD","20910","-77.0415","39.01234","3D","G2","081","143","394",,"433","251",,,"DISORDERLYCONDUCT","POINT (-77.0415 39.0123)"
"P2200246038",,,"2022-09-13T11:43:02.000","2022-09-13T11:55:35.000","1","SUSPICIOUS CIRC, PERSONS, VEHICLE","SUSPICIOUS CIRC, PERSONS, VEHICLE","19400 BLK  POINSETTA CT","GAITHERSBURG","MD","20879","-77.1883","39.17387","6D","R1","503","78","95","697","752","17","602","54","OTHERMISCELLANEOUS","POINT (-77.1883 39.1739)"
"P2200245997",,,"2022-09-13T11:10:10.000","2022-09-13T11:53:52.000","4","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","STLVEHT - TRS STOLEN VEHICLE - TELEPHONE REPORTING UNIT","500 BLK S FREDERICK AVE","GAITHERSBURG","MD","20879","-77.1918","39.13546","6D","P3","433","259","493",,"2621","233",,,"AUTOTHEFT-PASSENGERVEH","POINT (-77.1918 39.1355)"
"P2200246031",,,"2022-09-13T11:39:53.000","2022-09-13T11:51:31.000","0","ASSAULT","ASSAULT","2800 BLK  SHEPPERTON TER","SILVER SPRING","MD","20904","-76.9513","39.08327","3D","I2","379","58","76","376","697","17","299","321","SUSPICIOUSSIT/PRSON/VEH","POINT (-76.9513 39.0833)"
"P2200246021",,,"2022-09-13T11:30:09.000","2022-09-13T11:49:57.000","1","DOMESTIC DISTURBANCE/VIOLENCE","DOMESTIC DISTURBANCE/VIOLENCE","2000 BLK  SHOREFIELD RD","SILVER SPRING","MD","20902","-77.0437","39.05325","4D","L1","674","251","623","920","1187","372","296","267","FAMILYTROUBLE","POINT (-77.0437 39.0532)"
"P2200246014",,,"2022-09-13T11:27:56.000","2022-09-13T11:49:37.000","2","TRESPASSING/UNWANTED","TRESPASSING/UNWANTED","10100 BLK  COLESVILLE RD","SILVER SPRING","MD","20901","-77.0128","39.02074","3D","H2","155","114","242","410","1301","128","168","890","OTHERMISCELLANEOUS","POINT (-77.0128 39.0207)"
"P2200245996",,,"2022-09-13T11:06:31.000","2022-09-13T11:48:18.000","2","ASSIST OTHER AGENCY","ASSIST OTHER AGENCY","11700 BLK  NEELSVILLE CHURCH RD","GERMANTOWN","MD","20876","-77.2407","39.19401","5D","M1","471","431","1291","1555","2506","859","264","951","OTHERMISCELLANEOUS","POINT (-77.2407 39.194)"
"P2200245982",,,"2022-09-13T10:54:21.000","2022-09-13T11:47:46.000","2","TRAFFIC/TRANSPORTATION INCIDENT","TRAFFIC/TRANSPORTATION INCIDENT","VEIRS MILL RD / EDMONSTON DR","ROCKVILLE","MD","20851","-77.13097036","39.07878136","1D","A2","291","56","90","310","3204","33","220","2893","COLOTH-DAMAG-ROAD-COLLI","POINT (-77.131 39.0788)"
"P2200246006",,,"2022-09-13T11:19:22.000","2022-09-13T11:45:36.000","3","ABUSE, ABANDONMENT, NEGLECT - OCCURRED EARLIER","ABUSE, ABANDONMENT, NEGLECT - OCCURRED EARLIER","300 BLK  RUSSELL AVE","GAITHERSBURG","MD","20877","-77.1989","39.14788","6D","R1","548","323","432","882","1573","108","450","690","ILLPERSON","POINT (-77.1989 39.1479)"
"P2200246012",,,"2022-09-13T11:23:01.000","2022-09-13T11:43:21.000","1","MENTAL DISORDER","MENTAL DISORDER","900 BLK  THAYER AVE","SILVER SPRING","MD","20910","-77.0242","38.99302","3D","G1","670","349","428","839","1219","79","410","380","MENTALTRANSPORT","POINT (-77.0242 38.993)"
"P2200245998",,,"2022-09-13T11:14:30.000","2022-09-13T11:39:28.000","1","DISTURBANCE/NUISANCE","DISTURBANCE/NUISANCE","1  BLK  NOCTURNE CT","ROCKVILLE","MD","20850","-77.1651","39.07939","1D","A3","250","82","143","1016","1497","61","872","480","OTHERMISCELLANEOUS","POINT (-77.1651 39.0794)"
"P2200246003",,,"2022-09-13T11:19:05.000","2022-09-13T11:36:21.000","1","RESCUE WITH FRS","RESCUE WITH FRS","17000 BLK  DOWNING ST","GAITHERSBURG","MD","20877","-77.2087","39.13496","6D","P1","429","97","304","871","1036","207","566","165","OTHERMISCELLANEOUS","POINT (-77.2087 39.135)"
"P2200245976",,,"2022-09-13T10:44:56.000","2022-09-13T11:35:26.000","1","ANIMAL COMPL","ANIMAL COMPL","600 BLK  EDNOR RD","ASHTON","MD","20861","-76.9988","39.1356","4D","J1","390","55","558","1594","3030","503","1036","1435","DEEROTHER","POINT (-76.9988 39.1356)"
"P2200245995",,,"2022-09-13T11:07:55.000","2022-09-13T11:35:21.000","2","ASSIST OTHER AGENCY","ASSIST OTHER AGENCY","10400 BLK  GEORGIA AVE","SILVER SPRING","MD","20902","-77.0461","39.02533","3D","G2","173","235","409","1522","1646","173","1113","123","OTHERMISCELLANEOUS","POINT (-77.0461 39.0253)"
"P2200245965","220039759",,"2022-09-13T10:34:58.000","2022-09-13T11:34:04.000","4","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","7700 BLK  ROCTON AVE","CHEVY CHASE","MD","20815","-77.0696","38.98781","2D","D1","011","142","635",,"3545","492",,,"LARCNYAUTOPRTOVR$200","POINT (-77.0696 38.9878)"
"P2200246005",,,"2022-09-13T11:21:48.000","2022-09-13T11:31:40.000","1","E911 DISCONNECT","E911 DISCONNECT","1200 BLK  CLOPPER RD","GAITHERSBURG","MD","20878","-77.2315","39.14733","6D","P2","593","26","203","391","591","177","188","200","SUSPICIOUSSIT/PRSON/VEH","POINT (-77.2315 39.1473)"
"P2200245964",,,"2022-09-13T10:32:20.000","2022-09-13T11:31:07.000","4","PARKING OFFENSE","PARKING OFFENSE","100 BLK  TIMBERWOOD AVE","SILVER SPRING","MD","20901","-77.012","39.0216","3D","H2","157","204","819","3173","3526","615","2353","353","PARKINGOFFENSES","POINT (-77.012 39.0216)"
"P2200245989",,,"2022-09-13T11:06:18.000","2022-09-13T11:28:34.000","2","STATION RESPONSE","STATION RESPONSE","1  BLK W MONTGOMERY AVE","ROCKVILLE","MD","20850","-77.2028","39.14607","1D","A3","255","52","231","251","1336","178","20","1084","OTHERMISCELLANEOUS","POINT (-77.2028 39.1461)"
"P2200245935",,,"2022-09-13T10:09:52.000","2022-09-13T11:21:57.000","1","DISTURBANCE/NUISANCE","DISTURBANCE/NUISANCE","13400 BLK  DUCHIN RD","GERMANTOWN","MD","20874","-77.2804","39.16342","5D","N2","596","89","153","588","4325","64","434","3736","FAMILYTROUBLE","POINT (-77.2804 39.1634)"
"P2200245973",,,"2022-09-13T10:40:39.000","2022-09-13T11:20:58.000","1","ASSAULT JUST OCCURRED - ROUTINE","ASSAULT JUST OCCURRED - ROUTINE","10100 BLK  NEW HAMPSHIRE AVE","SILVER SPRING","MD","20903","-76.9777","39.02099","3D","H2","140","136","234","1927","2419","98","1692","492","DISORDERLYCONDUCT","POINT (-76.9777 39.021)"
"P2200245981",,,"2022-09-13T10:53:35.000","2022-09-13T11:15:52.000","4","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","LOSTT-TRS ADMIN (DOCUMENT, LOST OR FOUND PROP, MESSAGES - TELEPHONE REPORTING UNIT","19700 BLK  GERMANTOWN RD","GERMANTOWN","MD","20874","-77.2673","39.17957","5D","N1","702","86","542",,"1337","456",,,"LOSTPROPERTY","POINT (-77.2673 39.1796)"
"P2200245969",,,"2022-09-13T10:38:46.000","2022-09-13T11:05:42.000","1","ALARMRB - RESIDENTIAL BURGLARY/INTRUSION","ALARMRB - RESIDENTIAL BURGLARY/INTRUSION","1000 BLK  MUTUAL PL","SANDY SPRING","MD","20860","-77.0276","39.14911","4D","J1","390","102","776","1448","1616","674","671","168","ALARMRESID-UNKNOWNCAUS","POINT (-77.0276 39.1491)"
"P2200245942","220039758",,"2022-09-13T10:15:48.000","2022-09-13T11:02:40.000","4","FRAUD/DECEPTION - OCCURRED EARLIER","FRAUD/DECEPTION - OCCURRED EARLIER","1  BLK W MONTGOMERY AVE","ROCKVILLE","MD","20850","-77.2028","39.14607","1D","A3","255","58","189","2014","2811","131","1825","796","FORGERY/CNTRFT-ALLOTH","POINT (-77.2028 39.1461)"
"P2200245967",,,"2022-09-13T10:36:35.000","2022-09-13T10:59:47.000","0","SUSPICIOUS CIRC, PERSONS, VEHICLE","ASSAULT","1100 BLK  SPRING ST","SILVER SPRING","MD","20910","-77.028","38.99969","3D","G2","107","97","596","823","1391","499","226","567","SUSPICIOUSSIT/PRSON/VEH","POINT (-77.028 38.9997)"
"P2200245966",,,"2022-09-13T10:33:28.000","2022-09-13T10:59:30.000","2","TRAFFIC/TRANSPORTATION INCIDENT","TRAFFIC/TRANSPORTATION INCIDENT","900 BLK  SLIGO AVE","SILVER SPRING","MD","20910","-77.024","38.99019","3D","G1","092","253","804",,"1562","551",,,"COLOTH-DAMAG-ROAD-COLLI","POINT (-77.024 38.9902)"
"P2200245970",,,"2022-09-13T10:38:48.000","2022-09-13T10:57:29.000","1","DISTURBANCE/NUISANCE","DISTURBANCE/NUISANCE","500 BLK N FREDERICK AVE","GAITHERSBURG","MD","20877","-77.2077","39.14893","6D","P2","428","102","178","675","1121","76","496","446","DISORDERLYCONDUCT","POINT (-77.2077 39.1489)"
"P2200245971",,,"2022-09-13T10:38:23.000","2022-09-13T10:55:05.000","1","ALARMRB - RESIDENTIAL BURGLARY/INTRUSION","ALARMRB - RESIDENTIAL BURGLARY/INTRUSION","12400 BLK  OVER RIDGE RD","POTOMAC","MD","20854","-77.182","39.05915","1D","B1","727","128","840",,"1002","712",,,"ALRMRESD-ALRMCOCNLCL","POINT (-77.182 39.0592)"
"P2200245957",,,"2022-09-13T10:26:06.000","2022-09-13T10:53:39.000","4","TRAFFIC/TRANSPORTATION INCIDENT - OCCURRED EARLIER","TRAFFIC/TRANSPORTATION INCIDENT - OCCURRED EARLIER","GREAT SENECA HWY / LONGDRAFT RD","GAITHERSBURG","MD","20878","-77.24483913","39.13316079","6D","P2","449","214","715","1091","1653","501","376","561","DISABLEDMOTORVEHICLE","POINT (-77.2448 39.1332)"
"P2200245943",,,"2022-09-13T10:15:30.000","2022-09-13T10:47:29.000","0","BURGLARY","BURGLARY","8400 BLK  COLESVILLE RD","SILVER SPRING","MD","20910","-77.0313","38.99384","3D","G1","095","180","217","336","1918","36","119","1581","BADCHCK-CASH/OTHR$300+","POINT (-77.0313 38.9938)"
"P2200245944",,,"2022-09-13T10:17:32.000","2022-09-13T10:47:26.000","2","TRESPASSING/UNWANTED","TRESPASSING/UNWANTED","900 BLK  UNIVERSITY BLVD W","SILVER SPRING","MD","20901","-77.0244","39.03372","4D","L2","158","97","212","1476","1794","114","1263","318","TRESPASSING","POINT (-77.0244 39.0337)"
"P2200245948",,,"2022-09-13T10:15:54.000","2022-09-13T10:43:28.000","1","WANTED PERSON, VEHICLE","WANTED PERSON, VEHICLE","7900 BLK  SPICEBERRY CIR","GAITHERSBURG","MD","20877","-77.1615","39.15123","6D","R3","542","362","570","1032","1654","208","461","621","OTHERMISCELLANEOUS","POINT (-77.1615 39.1512)"
"P2200245950",,,"2022-09-13T10:23:05.000","2022-09-13T10:41:05.000","4","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","8900 BLK  ELLSWORTH CT","SILVER SPRING","MD","20910","-77.0233","39.00163","3D","G2","118","148","245",,"1079","96",,,"FORGERY/CNTRFT-ALLOTH","POINT (-77.0233 39.0016)"
"P2200245925",,,"2022-09-13T09:55:03.000","2022-09-13T10:38:01.000","2","TRAFFIC/TRANSPORTATION INCIDENT","TRAFFIC/TRANSPORTATION INCIDENT","19700 BLK  BEALL ST","POOLESVILLE","MD","20837","-77.4107","39.14547","1D","B3","492","139","195",,"2577","55",,,"COLOTH-DAMAG-ROAD-COLLI","POINT (-77.4107 39.1455)"
"P2200245874",,,"2022-09-13T08:54:32.000","2022-09-13T10:34:52.000","4","PARKING OFFENSE","PARKING OFFENSE","8700 BLK  CARROLL AVE","SILVER SPRING","MD","20903","-76.9918","38.99728","3D","H1","131","84","1443","5182","6019","1358","3739","836","PARKINGOFFENSES","POINT (-76.9918 38.9973)"
"P2200245937",,,"2022-09-13T10:10:03.000","2022-09-13T10:32:09.000","4","PARKING OFFENSE","PARKING OFFENSE","1  BLK  UPPER ROCK CIR","ROCKVILLE","MD","20850","-77.1851","39.1132","1D","A3","439","126","126",,"1326","0",,,"PARKINGOFFENSES","POINT (-77.1851 39.1132)"
"P2200245933",,,"2022-09-13T10:03:02.000","2022-09-13T10:31:09.000","2","THEFT/LARCENY","THEFT/LARCENY","2300 BLK  BROADBIRCH DR","SILVER SPRING","MD","20904","-76.9605","39.05824","3D","I1","146","153","761","1388","1686","607","626","298","DISORDERLYCONDUCT","POINT (-76.9605 39.0582)"
"P2200245934",,,"2022-09-13T10:09:01.000","2022-09-13T10:30:51.000","2","THEFT/LARCENY - HOLDING SUSPECT","THEFT/LARCENY - HOLDING SUSPECT","12200 BLK  VEIRS MILL RD","SILVER SPRING","MD","20906","-77.0833","39.05609","4D","K2","525","62","413","648","1310","351","234","661","TRESPASSING","POINT (-77.0833 39.0561)"
"P2200245893",,,"2022-09-13T09:17:25.000","2022-09-13T10:25:19.000","2","TRAFFIC/TRANSPORTATION INCIDENT","TRAFFIC/TRANSPORTATION INCIDENT","CONNECTICUT AVE / NEWLANDS ST","CHEVY CHASE","MD","20815","-77.0771518","38.97256549","2D","D1","008","117","189","411","4073","71","222","3662","COLOTH-DAMAG-ROAD-COLLI","POINT (-77.0772 38.9726)"
"P2200245781","220039735",,"2022-09-13T06:27:05.000","2022-09-13T10:24:34.000","4","MISC-ADMIN (DOCUMENT, LOST OR FOUND PROPERTY, MESSAGES,","MISC-ADMIN (DOCUMENT, LOST OR FOUND PROPERTY, MESSAGES,","8600 BLK  OLD GEORGETOWN RD","BETHESDA","MD","20814","-77.1108","38.9982","2D","E2","055","295","8264","9021","14249","7969","757","5227","RECOVEREDPROPRTY/MONTCO","POINT (-77.1108 38.9982)"
"P2200245883","220039741",,"2022-09-13T09:03:39.000","2022-09-13T10:23:13.000","4","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","THEFTT - TRS THEFT/LARCENY - TELEPHONE REPORTING UNIT","3700 BLK  INTERNATIONAL DR","SILVER SPRING","MD","20906","-77.074","39.10246","4D","K1","346","195","1226",,"4773","1030",,,"LARCENYFRMBLDGOVR$200","POINT (-77.074 39.1025)"
"P2200245904",,,"2022-09-13T09:27:57.000","2022-09-13T10:19:36.000","2","TRAFFIC/TRANSPORTATION INCIDENT","TRAFFIC/TRANSPORTATION INCIDENT","GEORGIA AVE / JUDSON RD","SILVER SPRING","MD","20906","-77.05110953","39.06018334","4D","K2","335","153","219","721","3099","65","502","2377","COLOTH-DAMAG-ROAD-HITRUN","POINT (-77.0511 39.0602)"
"P2200245931",,,"2022-09-13T10:01:50.000","2022-09-13T10:17:28.000","2","TRESPASSING/UNWANTED","TRESPASSING/UNWANTED","7900 BLK  GEORGIA AVE","SILVER SPRING","MD","20910","-77.0268","38.98517","3D","G1","090","61","142","801","937","80","658","136","TRESPASSING","POINT (-77.0268 38.9852)"
"P2200245887",,,"2022-09-13T09:06:06.000","2022-09-13T10:16:16.000","1","CHECK WELFARE","CHECK WELFARE","12500 BLK  SUMMERWOOD DR","SILVER SPRING","MD","20904","-76.9418","39.06039","3D","I1","377","304","2783","3623","4210","2478","840","586","OTHERMISCELLANEOUS","POINT (-76.9418 39.0604)"
"P2200245915",,,"2022-09-13T09:40:17.000","2022-09-13T10:15:39.000","1","DOMESTIC DISTURBANCE/VIOLENCE","DOMESTIC DISTURBANCE/VIOLENCE","1500 BLK  NOVEMBER CIR","SILVER SPRING","MD","20904","-76.9802","39.04551","3D","I1","145","98","1344","1428","2122","1245","84","693","FAMILYTROUBLE","POINT (-76.9802 39.0455)"
"P2200245923",,,"2022-09-13T09:52:36.000","2022-09-13T10:15:30.000","1","SUSPICIOUS CIRC, PERSONS, VEHICLE","SUSPICIOUS CIRC, PERSONS, VEHICLE","4100 BLK  ISBELL ST","SILVER SPRING","MD","20906","-77.0818","39.06553","4D","K2","525","132","197","569","1373","64","371","804","FAMILYTROUBLE","POINT (-77.0818 39.0655)"
"P2200245736",,,"2022-09-13T04:40:23.000","2022-09-13T10:13:23.000","2","TRAFFIC/TRANSPORTATION INCIDENT","TRAFFIC/TRANSPORTATION INCIDENT","15700 BLK  EDWARDS FERRY RD","POOLESVILLE","MD","20837","-77.4614","39.1159","1D","B3","566","443","1015","2631","19979","571","1615","17348","INVESTIGATION-POLINFO","POINT (-77.4614 39.1159)"
"P2200245882",,,"2022-09-13T09:03:17.000","2022-09-13T10:12:39.000","4","THEFT/LARCENY - OCCURRED EARLIER","THEFT/LARCENY - OCCURRED EARLIER","600 BLK  GREAT FALLS RD","ROCKVILLE","MD","20850","-77.1615","39.07839","1D","A3","250","192","1220","2145","4162","1027","924","2017","LARCENYOTHEROVER$200","POINT (-77.1615 39.0784)"
"P2200245858",,,"2022-09-13T08:32:20.000","2022-09-13T10:09:36.000","4","HARASSMENT, STALKING, THREATS - OCCURRED EARLIER","HARASSMENT, STALKING, THREATS - OCCURRED EARLIER","11500 BLK  BEALL MOUNTAIN RD","POTOMAC","MD","20854","-77.2587","39.0453","1D","B2","558","112","1466","5095","5835","1354","3628","740","OTHERMISCELLANEOUS","POINT (-77.2587 39.0453)"
"P2200245876",,,"2022-09-13T08:53:29.000","2022-09-13T10:09:02.000","1","MISSING, RUNAWAY, FOUND PERSON","MISSING, RUNAWAY, FOUND PERSON","9900 BLK  MEDICAL CENTER DR","ROCKVILLE","MD","20850","-77.201","39.09664","6D","P1","721","306","391","1223","4532","84","831","3309","FOLLOW-UP","POINT (-77.201 39.0966)"
"P2200245917","220039746",,"2022-09-13T09:45:24.000","2022-09-13T10:07:51.000","4","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","FRAUDT-TRS FRAUD / DECEPTION - TELEPHONE REPORTING UNIT","12500 BLK  PARK POTOMAC AVE","POTOMAC","MD","20854","-77.1585","39.06099","1D","B1","730","73","226",,"1347","153",,,"FORGERY/CNTRT-IDNTYTHFT","POINT (-77.1585 39.061)"
