OBJECTID,CATEGORY,NAME,ADDRESS,CITY,ZIPCODE,PHONE,URL,DATA,POINT_X,POINT_Y,SHAPE,LATITUDE,LONGITUDE
17,FIRE STATION,Station  7 - Chevy Chase,8001 Connecticut Ave,Chevy Chase,20815,240-773-4707,http://www.montgomerycountymd.gov/mcfrs/, 7,1290540.874910870101303,482205.156131430005189,"(38.990706197000065, -77.07667415199995)",38.990698350000002,-77.076671869999998
18,FIRE STATION,Station 15 - Burtonsville,13900 Old Columbia Pike,Burtonsville,20866,240-773-4715,http://www.montgomerycountymd.gov/mcfrs/,15,1326120.750016009900719,516579.218755439971574,"(39.08510135200004, -76.95143001599996)",39.085093479999998,-76.951427769999995
19,FIRE STATION,Station  8 - Gaithersburg,801 Russell Ave,Gaithersburg,20879,240-773-4708,http://www.montgomerycountymd.gov/mcfrs/, 8,1252931.625083849998191,542144.062555250013247,"(39.15511576500006, -77.20947742999994)",39.155107889999996,-77.209475100000006
20,FIRE STATION,Station 28 - Gaithersburg,7272 Muncaster Mill Rd,Derwood,20855,240-773-4728,http://www.montgomerycountymd.gov/mcfrs/,28,1270662.124940359964967,539523.437400809954852,"(39.14801561300004, -77.14693756799994)",39.148007739999997,-77.146935249999999
21,FIRE STATION,Station 10 - Cabin John,"8001 River Road
",Bethesda,20817,240-773-4710,http://www.montgomerycountymd.gov/mcfrs/,10,1265754.375047789886594,483757.406244869984221,"(38.99487854100005, -77.16388954299998)",38.9948707,-77.16388723
22,FIRE STATION,Station  4 - Sandy Spring,17921 Brooke Rd,Sandy Spring,20860,240-773-4704,http://www.montgomerycountymd.gov/mcfrs/, 4,1304643.874988009920344,540374.87496960000135,"(39.15044227100003, -77.02711672099997)",39.150434390000001,-77.027114440000005
23,FIRE STATION,Station  1 - Silver Spring,8110 Georgia Ave,Silver Spring,20910,240-773-4701,http://www.montgomerycountymd.gov/mcfrs/, 1,1304640.401067999890074,482250.403875469986815,"(38.990852432000054, -77.02706819399998)",38.990844580000001,-77.027065930000006
24,FIRE STATION,Station 35 - Clarksburg,22610 Gateway Center Dr Suite 300,Clarksburg,20871,240-773-4735,http://www.montgomerycountymd.gov/mcfrs/,35,1232678.080360980005935,570426.794101590057835,"(39.232618340000045, -77.28120668999998)",39.232610450000003,-77.281204329999994
25,FIRE STATION,Station 34 - Germantown/Milestone,20633 Boland Farm Rd,Germantown,20876,240-773-4734,http://www.montgomerycountymd.gov/mcfrs/,34,1243101.64235469000414,556627.003240740043111,"(39.19481273700006, -77.24427854999993)",39.194804859999998,-77.244276200000002
26,FIRE STATION,Station 32 - Travilah,9615 Darnestown Rd,Rockville,20850,240-773-4732,http://www.montgomerycountymd.gov/mcfrs/,32,1256417.862271090038121,519888.687430520018097,"(39.094032379000055, -77.19701416999999)",39.094024519999998,-77.197011840000002
27,FIRE STATION,Station R2 - Wheaton Rescue,2400 Arcola Ave,Wheaton,20902,240-773-4742,http://www.montgomerycountymd.gov/mcfrs/,R2,1297682.971301520010456,502613.844790429982822,"(39.046755878000056, -77.05158687599999)",39.046748020000003,-77.051584599999998
28,FIRE STATION,Station 13 - Damascus,26334 Ridge Rd,Damascus,20872,240-773-4713,http://www.montgomerycountymd.gov/mcfrs/,13,1254282.750077100005001,590980.437384729972109,"(39.28920660800003, -77.20509974399994)",39.289198710000001,-77.2050974
29,FIRE STATION,Station  9 - Hyattstown,25801 Frederick Rd,Clarksburg,20871,240-773-4709,http://www.montgomerycountymd.gov/mcfrs/, 9,1223262.250080209923908,587797.937541770050302,"(39.28022662700005, -77.31465822299998)",39.280218730000001,-77.314655849999994
30,FIRE STATION,Station 17 - Laytonsville,21400 Laytonsville Rd,Laytonsville,20882,240-773-4717,http://www.montgomerycountymd.gov/mcfrs/,17,1272168.249997759936377,561039.062380849965848,"(39.20709505100007, -77.14174468499994)",39.20708716,-77.141742370000003
31,FIRE STATION,Station 29 - Germantown,20001 Crystal Rock Dr,Germantown,20874,240-773-4729,http://www.montgomerycountymd.gov/mcfrs/,29,1237715.625069669913501,553106.99990945996251,"(39.185107231000075, -77.26324658999994)",39.185099350000002,-77.263244240000006
32,FIRE STATION,Station 14 - Upper Montgomery,19801 Beallsville Rd,Beallsville,20839,240-773-4714,http://www.montgomerycountymd.gov/mcfrs/,14,1195647.500102499965578,551480.937571940012276,"(39.180215832000044, -77.41163148099997)",39.180207959999997,-77.411629079999997
33,FIRE STATION,Station 40 - Sandy Spring,16911 Georgia Ave,Olney,20832,240-773-4740,http://www.montgomerycountymd.gov/mcfrs/,40,1292698.750112880021334,534410.687572050024755,"(39.13404963500005, -77.06922143499997)",39.134041760000002,-77.069219149999995
34,FIRE STATION,Station 31 - Rockville,12100 Darnestown Rd,North Potomac,20878,240-773-4731,http://www.montgomerycountymd.gov/mcfrs/,31,1241254.999920970061794,527978.062414049985819,"(39.11614073800007, -77.25051678699998)",39.116132870000001,-77.250514440000003
35,FIRE STATION,Station 25 - Kensington,14401 Connecticut Ave,Layhill,20906,240-773-4725,http://www.montgomerycountymd.gov/mcfrs/,25,1292722.999968900112435,519166.374981849978212,"(39.09219445800005, -77.06909526799996)",39.092186589999997,-77.069092979999994
36,FIRE STATION,Station  3 - Rockville,380 Hungerford Dr,Rockville,20850,240-773-4703,http://www.montgomerycountymd.gov/mcfrs/, 3,1269538.875019310042262,517530.68755631998647,"(39.087626786000044, -77.15077013199993)",39.087618919999997,-77.150767819999999
37,FIRE STATION,Station 24 - Hillandale,13216 New Hampshire Ave,Silver Spring,20904,240-773-4724,http://www.montgomerycountymd.gov/mcfrs/,24,1311411.499954310012981,512177.406271339976229,"(39.07302553000005, -77.00324930899995)",39.073017659999998,-77.003247040000005
38,FIRE STATION,Station 27 - Public Safety Training Academy,8751 Snouffer School Rd,Gaithersburg,20879,240-773-8200,http://www.montgomerycountymd.gov/mcfrs/,27,,,"(39.176004685000066, -77.17794465999998)",,
