"name","address1","address2","city","zip","inspectiondate","inspectionresults","violation1","violation2","violation3","violation4","violation5","violation6a","violation6b","violation7a","violation7b","violation8","violation9","violation20","violation22","nutritional_labeling","violationtransfat","violationsmoking","inspectiontype","organization","category","type","latitude","longitude"
"ROY ROGERS","13884 GEORGIA AVE",,"SILVER SPRING","20906","2022-01-26T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Reinspection","M A FOOD LLC","Restaurant","Food","39.0822","-77.0776"
"BEAN BAG DELI AND CATERING","1605 E. GUDE DR.",,"ROCKVILLE","20850","2022-01-25T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","BEAN BAG DELI & CATERING, LLC","Restaurant","Food","39.0937","-77.1327"
"ROSS DRESS FOR LESS 423","480 N. FREDERICK AVE.",,"GAITHERSBURG","20877","2022-01-27T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Environmental","ROSS DRESS FOR LESS INC","Market","Food","39.1477","-77.2082"
"DOMINICS RESTAURANT","12854 NEW HAMPSHIRE AVE",,"SILVER SPRING","20904","2022-01-26T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Food Complaint","PATRON ENTERPRISES LLC","Restaurant","Food","39.0662","-77.0014"
"TALIA'S CUZINA","10560 METROPOLITAN AVE",,"KENSINGTON","20895","2021-11-17T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","CHRIS PANAGIOTOPOULOS","Restaurant","Food","39.0287","-77.0739"
"JO'S BEER AND WINE","18507 N FREDERICK AVE",,"GAITHERSBURG","20879","2022-01-27T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Environmental","JOSEFINA GUERRA","Market","Food","39.1613","-77.2202"
"ROCK CREEK VALLEY ELEMENTARY","5121 RUSSETT RD.",,"ROCKVILLE","20853","2022-01-27T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","MONTGOMERY COUNTY PUBLIC SCHOOLS","Public School- Elementary","Food","39.0832","-77.1021"
"MEALS ON WHEELS","10101 CONNECTICUT AVE.",,"KENSINGTON","20895","2022-04-13T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","MEALS ON WHEELS OF WHEATON","Non-Profit","Food","39.0211","-77.0758"
"A PLUS ADULT DAY CARE CENTER","50 W GUDE DR","#48-54","ROCKVILLE","20850","2022-04-15T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","A PLUS ADULT MEDICAL CARE CENTER","Restaurant","Food","39.1053","-77.161"
"THE CHOCOLATIERS PALETTE","10701 OLD GEORGETOWN RD",,"ROCKVILLE","20852","2020-10-02T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Other","DEBORAH J. SANDLER","Caterer","Food","39.0315","-77.1254"
"WELLER ROAD ELEMENTARY","3301 WELLER RD",,"SILVER SPRING","20906","2021-11-17T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","MONTGOMERY COUNTY PUBLIC SCHOOL","Public School- Elementary","Food","39.0654","-77.0672"
"COUNTRY BOY MARKET","2211 RANDOLPH RD.",,"WHEATON","20902","2021-06-10T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","J. M. BARNSLEY, JR. PTR","Market","Food","39.0604","-77.0481"
"JULIANO'S ITALIAN CAF� BRICK OVEN PIZZA","6840 OLNEY LAYTONSVILLE RD.",,"LAYTONSVILLE","20882","2021-11-30T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","FUENTES RESTAURANT INC","Restaurant","Food","39.2041","-77.1401"
"7-ELEVEN #39156","8472 PINEY BRANCH RD",,"SILVER SPRING","20901","2021-12-01T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","NTA, INC.","Market","Food","38.9983","-77.0045"
"JUMBO JUMBO BUBBLE TEA CAFE","19732 GERMANTOWN RD","Unit #B","GERMANTOWN","20874","2021-11-26T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","JUMBO JUMBO CAFE LLC","Restaurant","Food","39.1805","-77.266"
"LEDO PIZZA - WHEATON","2638 UNIVERSITY BLVD.,W.",,"WHEATON","20902","2021-12-01T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","SHRI CORPORATION","Restaurant","Food","39.0405","-77.0537"
"EL BUEN GUSTO","11409 GEORGIA AVE",,"SILVER SPRING","20902","2021-11-30T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Out of Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","PHAN NGOC HAN","Restaurant","Food","39.0419","-77.0513"
"AUNTIE ANNE'S PRETZELS","22705 CLARKSBURG RD","SPACE # 810","CLARKSBURG","20871","2021-11-22T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","ALYSSA TANNER / FIFTH INVASTMENT CB LLC","Restaurant","Food","39.2296","-77.2863"
"JOHN F. KENNEDY HIGH SCHOOL","1901 RANDOLPH RD.",,"SILVER SPRING","20902","2021-11-17T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","MONTGOMERY COUNTY PUBLIC SCHOOLS","Public School- High","Food","39.0662","-77.0388"
"HARRIS TEETER #403","18169 TOWN CENTER DR.",,"OLNEY","20832","2020-10-06T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","HARRIS TEETER, LLC","Market","Food","39.1535","-77.062"
"JOHN L. GILDNER INST. FOR CHILDREN","15000 BROSCHART RD.",,"ROCKVILLE","20850","2021-11-17T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","STATE OF MARYLAND",,"Food","39.1029","-77.2026"
"PUPUSERIA EL COMALITO","18749 - C FREDERICK RD.",,"GAITHERSBURG","20879","2021-11-17T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance",,"HUEZO CORPORATION","Restaurant","Food","39.1636","-77.2254"
"YURAKU JAPANESE RESTAURANT","19773 FREDERICK RD",,"GERMANTOWN","20876","2021-11-17T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","LOVEGOD 123 INC","Restaurant","Food","39.1805","-77.2367"
"7-ELEVEN #11586","13251 ATLANTIC AVE.",,"ROCKVILLE","20851","2022-01-27T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","KHUSHI TWIN INC","Market","Food","39.0741","-77.1151"
"JERRY'S SUB SHOP","13645 CONNECTICUT AVE",,"SILVER SPRING","20906","2022-01-25T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","MS FOOD SERVICES LLC","Restaurant","Food","39.078","-77.0795"
"BAKLAVA COUTURE DBA MASTIHA BAKERY","10560 METROPOLITAN AVE",,"KENSINGTON","20895","2021-11-17T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","BAKLAVA COUTURE INC","Caterer","Food","39.0287","-77.0739"
"PIZZA HUT","13623 GEORGIA AVE","STE N","SILVER SPRING","20906","2022-01-25T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","CHAAC PIZZA NORTHEAST LLC","Restaurant","Food","39.0797","-77.0719"
"TILDEN MIDDLE SCHOOL","6300 TILDEN LANE",,"ROCKVILLE","20852","2021-11-17T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","MONTGOMERY COUNTY PUBLIC SCHOOLS","Public School- Middle","Food","39.0382","-77.1221"
"NOT YOUR AVERAGE JOE'S","245 KENTLANDS BLVD",,"GAITHERSBURG","20878","2021-11-17T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Re-inspection Billable","NOT YOUR AVERAGE JOES INC","Restaurant","Food","39.1249","-77.2393"
"KENSINGTON LIBERTY","10550 CONNECTICUT AVE.",,"KENSINGTON","20895","2021-11-17T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","ANCHOR FARMS, INC.","Market","Food","39.0282","-77.0775"
"PUPUSERIA EL COMALITO","18749 - C FREDERICK RD.",,"GAITHERSBURG","20879","2021-11-17T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","HUEZO CORPORATION","Restaurant","Food","39.1636","-77.2254"
"RANDOLPH SUNOCO","13335 NEW HAMPSHIRE AVE",,"SILVER SPRING","20904","2022-01-26T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","QUEENSTOWN SERVICES INC","Market","Food","39.0752","-77.0016"
"LAKEFOREST EXXON","448 N. FREDERICK AVE",,"GAITHERSBURG","20877","2022-01-27T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Environmental","KEITH SONG / SK GROUP INC","Market","Food","39.1482","-77.2073"
"SIN & GRIN","353 MAIN ST",,"GAITHERSBURG","20878","2021-11-17T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring w/Complaint Investigation","SIN & GRIN LLC","Restaurant","Food","39.1211","-77.2377"
"DUFIEF ELEMENTARY","15001 DUFIEF DR.",,"GAITHERSBURG","20878","2021-11-17T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","MONTGOMERY COUNTY PUBLIC SCHOOLS","Public School- Elementary","Food","39.1022","-77.2376"
"HUNAN CAFE","18749- H N. FREDERICK AVE",,"GAITHERSBURG","20879","2021-11-17T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","HUNAN CAFE MARYLAND INC","Restaurant","Food","39.1638","-77.2256"
"SUBWAY #23159","19911 N FREDERICK RD","# B","GERMANTOWN","20876","2021-11-17T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","AVA MD LLC","Restaurant","Food","39.1826","-77.2379"
"FAIRLAND BAKERY & CARRYOUT MARKET","13310 OLD COLUMBIA PIKE",,"SILVER SPRING","20904","2021-11-17T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Monitoring","7 FAIRLAND INC","Market","Food","39.0756","-76.9585"
"GOLF RESTAURANT & LOUNGE","8123 GEORGIA AVE",,"SILVER SPRING","20910","2022-04-15T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Not applicable","In Compliance","In Compliance","Monitoring","GOLF RESTAURANT & LOUNGE","Restaurant","Food","38.9912","-77.0261"
"STARBUCKS COFFEE #07764","5454 WISCONSIN AVE.",,"CHEVY CHASE","20815","2022-04-15T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","STARBUCKS CORP LICENSE SERVICE","Restaurant","Food","38.9626","-77.0872"
"STATE LINE MARKET","7817 EASTERN AVE.",,"SILVER SPRING","20910","2022-04-15T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","GENET T. GEBRESELASSIE/ BAMALK LLC","Restaurant","Food","38.9851","-77.027"
"B'NAI ISRAEL CONGREGATION","6301 MONTROSE RD.",,"ROCKVILLE","20852","2022-04-12T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","B'NAI ISRAEL CONGREGATION","Institution","Food","39.0537","-77.1285"
"GANAPATI FOODS (USA)","15124 FREDERICK RD",,"ROCKVILLE","20850","2022-04-13T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Comprehensive","GANAPATI FOODS USA LLC","Restaurant","Food","39.1035","-77.1589"
"ELSEN OILS","11910 PARKLAWN DR","#O","ROCKVILLE","20852","2022-04-12T00:00:00.000","No Critical Violations Noted","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Pre-Opening - Environmental","ELSEN OILS LLC","Caterer","Food","39.0514","-77.107"
"DAVE & BUSTER'S","8661 COLESVILLE RD",,"SILVER SPRING","20910","2022-03-09T00:00:00.000","Critical Violations Corrected","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Out of Compliance","Out of Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","In Compliance","Not applicable","In Compliance","In Compliance","Monitoring","DAVE & BUSTER'S OF MARYLAND INC","Restaurant","Food","38.9971","-77.027"
