OBJECTID,CATEGORY,NAME,ADDRESS,CITY,ZIPCODE,PHONE,URL,DATA,POINT_X,POINT_Y,SHAPE,LATITUDE,LONGITUDE
20,GOLF COURSE,Leisure World Golf Course,3701 Rossmoor Blv,Silver Spring,20906,301-598-1570,http://www.marylandgolf.com/leisureworld.html,Private,1293720.25001782993786,523248.000073649978731,"(39.10340314800004, -77.06559199599997)",39.103395280000001,-77.065589709999998
21,GOLF COURSE,Sligo Creek Golf Course,9701 Sligo Creek Pkw,Silver Spring,20901,301-585-6006,https://www.mcggolf.com/,Public,1304069.749931470025331,490441.843755099980626,"(39.01334317800007, -77.02908508799999)",39.013335329999997,-77.029082819999999
22,GOLF COURSE,TPC At Avenel Golf Course,10000 Oaklyn Dr,Potomac,20854,301-469-3700,http://www.marylandgolf.com/aveneltpc.html,Private,1256741.500031389994547,482756.249891939980444,"(38.99208094200003, -77.19559355099994)",38.992073099999999,-77.195591230000005
23,GOLF COURSE,Woodmont Country Club,1201 Rockville Pik,Rockville,20852,301-762-6801,http://www.marylandgolf.com/woodmont.html,Private,1272496.874894069973379,509218.187580580008216,"(39.06481651400003, -77.14030390099998)",39.064808659999997,-77.140301590000007
24,GOLF COURSE,Rattlewood Golf Course,13501 Penn Shop Rd,Mt. Airy,21771,301-607-9000,https://www.mcggolf.com/,Public,1257900.500096469884738,609584.937626059981994,"(39.340306353000074, -77.19245655599997)",39.340298439999998,-77.192454209999994
25,GOLF COURSE,Little Bennett Golf Course,25900 Prescott Rd,Clarksburg,20871,301-253-1515,https://www.mcggolf.com/,Public,1229257.375077799893916,589672.625031510018744,"(39.285428387000024, -77.29350105799995)",39.28542049,-77.293498690000007
26,GOLF COURSE,Hampshire Greens Golf Course,616 Firestone Dr,Silver Spring,20905,301-476-7999,https://www.mcggolf.com/,Public,1311852.125106720020995,532025.687377820024267,"(39.12752176400005, -77.00169857799995)",39.127513890000003,-77.00169631
27,GOLF COURSE,Trotters Glen Golf Course,16501 Batchellors Forest Rd,Olney,20832,301-570-4951,http://www.marylandgolf.com/trottersglen.html,Private,1296412.374948340002447,531418.999889260041527,"(39.12584260400007, -77.05612305899996)",39.125834730000001,-77.056120770000007
28,GOLF COURSE,Northwest Park Golf Course,15711 Layhill Rd,Wheaton,20855,301-598-6100,https://www.mcggolf.com/,Public,1304223.999915620079264,526841.750093000009656,"(39.11328514200005, -77.02858233399996)",39.113277269999998,-77.028580059999996
29,GOLF COURSE,Blue Mash Golf Course,5821 Olney Laytonsville Rd,Olney,20882,301-670-1966,http://www.bluemash.com,Private,1279177.624980289954692,554350.499942620052025,"(39.18875842500006, -77.11697841799997)",39.188750540000001,-77.116976109999996
30,GOLF COURSE,Four Streams Golf Course,19501 Darnestown Rd,Beallsville,20839,301-349-2900,http://www.marylandgolf.com/golfcourse/Four_Streams_Golf_Club.html,Private,1198805.538121439982206,550870.785891380044632,"(39.178579194000065, -77.40048166499997)",39.178571320000003,-77.400479270000005
