Case Number,Date Filed,Date Assigned,Date Closed,Disposition,Street Address,Unit Number,City,Zip Code,Service Request Number,Service Request Created Date,Service Request Closed Time,Service Request Status,Violation ID,Inspection Date,Corrected,Location Description,Action,Code Reference,Condition,Item,Latitude,Longitude,Location,Council Districts,Councils,Communities,Zip Codes,Municipalities,Council Districts_from_i23j_3mj8,Service Regions
174931,2022/08/24,2022/08/24,2022/09/09,Violations Corrected,903 NAVAHOE DR,,SILVER SPRING,20903,1502928850,2022/08/23,2022/09/09,Closed,586154,2022/08/26,09/09/2022 12:00:00 AM,Exterior,Remove,26-9(a)(8),Construction Material,Solid Waste,0,0,"(0.0, 0.0)",,,,,,,
174949,2022/08/24,2022/08/24,2022/08/25,Complaint noted and no other action - no jurisdiction,2106 DEXTER AVE,,SILVER SPRING,20902,1502865897,2022/08/22,2022/08/25,Closed,586078,2022/08/25,08/25/2022 12:00:00 AM,Entire Unit,No Action Necessary,,General Condition,No Violations Observed,0,0,"(0.0, 0.0)",,,,,,,
174922,2022/08/23,2022/08/23,2022/09/06,Violations Corrected,10903 PEBBLE RUN DR,,SILVER SPRING,20902,1502946090,2022/08/23,2022/09/06,Closed,585806,2022/08/24,09/06/2022 12:00:00 AM,Entire Unit,Repair/Replace,26-7(e),General Condition,Water Heater,0,0,"(0.0, 0.0)",,,,,,,
174906,2022/08/23,2022/08/23,2022/09/06,Violations Corrected,00000 RAINBOW DR,,SILVER SPRING,20905,,,,,585718,2022/08/24,09/06/2022 12:00:00 AM,Exterior,Cut within 10 days and maintain,26-9(b)(5),Grass and Weeds,Yard,0,0,"(0.0, 0.0)",,,,,,,
174886,2022/08/22,2022/08/22,2022/09/07,Violations Corrected,20823 AMBER HILL CT,,GERMANTOWN,20874,1502698869,2022/08/20,2022/09/07,Closed,585832,2022/08/25,09/07/2022 12:00:00 AM,Exterior,Repair/Replace,26-9(a)(1),General Condition,Fence,0,0,"(0.0, 0.0)",,,,,,,
174888,2022/08/22,2022/08/22,2022/08/29,Violations Corrected,18115 GEORGIA AVE,,OLNEY,20832,1502744730,2022/08/21,2022/08/29,,585829,2022/08/25,08/29/2022 12:00:00 AM,Grounds,Cut within 10 days and maintain,26-9(b)(5),Grass and Weeds,Yard,0,0,"(0.0, 0.0)",,,,,,,
174899,2022/08/22,2022/08/22,2022/09/09,TP Annual Inspection Completed,116 LEE AVENUE,,TAKOMA PARK,20912,,,,,586259,2022/08/31,09/09/2022 12:00:00 AM,Bedroom 1,Install/ Provide,26-6(a),Cover Plate,Electrical Outlet,0,0,"(0.0, 0.0)",,,,,,,
174899,2022/08/22,2022/08/22,2022/09/09,TP Annual Inspection Completed,116 LEE AVENUE,,TAKOMA PARK,20912,,,,,586258,2022/08/31,09/09/2022 12:00:00 AM,Bedroom 1,Repair/Replace,26-9(a)(2),Glass,Windows,0,0,"(0.0, 0.0)",,,,,,,
174899,2022/08/22,2022/08/22,2022/09/09,TP Annual Inspection Completed,116 LEE AVENUE,,TAKOMA PARK,20912,,,,,586432,2022/08/31,09/09/2022 12:00:00 AM,Dining Room,Secure/ Mount,26-6(a),General Condition,Electrical Outlet,0,0,"(0.0, 0.0)",,,,,,,
174841,2022/08/19,2022/08/19,2022/09/07,Violations Corrected,8802 TUCKERMAN LN,,POTOMAC,20854,1502554750,2022/08/18,2022/09/07,,584358,2022/08/19,09/07/2022 12:00:00 AM,Exterior,Cut within 10 days and maintain,26-9(b)(5),Grass and Weeds,Yard,0,0,"(0.0, 0.0)",,,,,,,
174845,2022/08/19,2022/08/19,2022/08/22,Violation Unfounded,10701 LAUREL LEAF PL,,POTOMAC,20854,1502605211,2022/08/19,2022/08/22,Closed,584436,2022/08/22,08/22/2022 12:00:00 AM,Entire Unit,No Action Necessary,,General Condition,No Violations Observed,0,0,"(0.0, 0.0)",,,,,,,
174872,2022/08/19,2022/08/19,2022/09/06,Violations Corrected,1624 ANGELWING DR,,SILVER SPRING,20904,1502626527,2022/08/19,2022/09/06,Closed,585854,2022/08/25,09/06/2022 12:00:00 AM,Exterior,Treat and/or Eliminate,26-9(a)(12),Standing Water,Public Nuisance,0,0,"(0.0, 0.0)",,,,,,,
174813,2022/08/18,2022/08/18,2022/09/07,Violations Corrected,8504 16TH ST,,SILVER SPRING,20910,1502372201,2022/08/16,2022/09/07,Closed,584437,2022/08/22,09/06/2022 12:00:00 AM,Bedroom 2,Paint (clean/scrape/prep as necessary),26-9(c)(3),General Condition,Walls/ Ceiling - Interior,0,0,"(0.0, 0.0)",,,,,,,
174815,2022/08/18,2022/08/18,2022/09/01,Violations Corrected,9314 COLESVILLE RD,,SILVER SPRING,20901,1502412313,2022/08/17,2022/09/01,Closed,584357,2022/08/19,09/01/2022 12:00:00 AM,Exterior,Trim and maintain,26-9(b)(5),General Condition,Tree/ Tree Limbs/ Shrubbery,0,0,"(0.0, 0.0)",,,,,,,
174813,2022/08/18,2022/08/18,2022/09/07,Violations Corrected,8504 16TH ST,,SILVER SPRING,20910,1502372201,2022/08/16,2022/09/07,Closed,584439,2022/08/22,09/06/2022 12:00:00 AM,Bathroom 1,Paint (clean/scrape/prep as necessary),26-9(c)(3),General Condition,Walls/ Ceiling - Interior,0,0,"(0.0, 0.0)",,,,,,,
174813,2022/08/18,2022/08/18,2022/09/07,Violations Corrected,8504 16TH ST,,SILVER SPRING,20910,1502372201,2022/08/16,2022/09/07,Closed,584438,2022/08/22,09/06/2022 12:00:00 AM,Bedroom 2,Other,26-9(a)(4),General Condition,HVAC,0,0,"(0.0, 0.0)",,,,,,,
174813,2022/08/18,2022/08/18,2022/09/07,Violations Corrected,8504 16TH ST,,SILVER SPRING,20910,1502372201,2022/08/16,2022/09/07,Closed,584441,2022/08/22,09/06/2022 12:00:00 AM,Bathroom 1,Grout/ Caulk/ Seal,26-9(c)(1),General Condition,Bathtub/ Shower,0,0,"(0.0, 0.0)",,,,,,,
174819,2022/08/18,2022/08/18,2022/09/07,Violations Corrected,3335 TEAGARDEN CIR,,SILVER SPRING,20904,1502442357,2022/08/17,2022/09/07,Closed,584445,2022/08/22,08/31/2022 12:00:00 AM,Kitchen,Repair/Replace,26-9(a)(4),General Condition,Cabinet/ Vanity,0,0,"(0.0, 0.0)",,,,,,,
174813,2022/08/18,2022/08/18,2022/09/07,Violations Corrected,8504 16TH ST,,SILVER SPRING,20910,1502372201,2022/08/16,2022/09/07,Closed,584440,2022/08/22,09/06/2022 12:00:00 AM,Bathroom 1,Glaze,26-9(c)(1),General Condition,Bathtub/ Shower,0,0,"(0.0, 0.0)",,,,,,,
174819,2022/08/18,2022/08/18,2022/09/07,Violations Corrected,3335 TEAGARDEN CIR,,SILVER SPRING,20904,1502442357,2022/08/17,2022/09/07,Closed,584444,2022/08/22,08/31/2022 12:00:00 AM,Bedroom 1,Investigate Cause and Repair,26-9(a)(1),Water/ Mold-Light,Walls/ Ceiling - Interior,0,0,"(0.0, 0.0)",,,,,,,
174798,2022/08/17,2022/08/17,2022/08/24,Violation Unfounded,19620 WATERS RD,,GERMANTOWN,20874,1502411895,2022/08/17,2022/08/24,Closed,585713,2022/08/23,08/24/2022 12:00:00 AM,Hall,Repair/Replace,26-6(a),General Condition,Electrical Wiring/ Service Panel,0,0,"(0.0, 0.0)",,,,,,,
174786,2022/08/16,2022/08/16,2022/09/02,Violations Corrected,00000 WYE OAK DR,,GAITHERSBURG,20878,1502290430,2022/08/16,2022/09/02,Closed,585719,2022/08/24,09/02/2022 12:00:00 AM,Vacant Lot,Cut within 10 days and maintain,26-9(b)(5),Grass and Weeds,Yard,0,0,"(0.0, 0.0)",,,,,,,
174786,2022/08/16,2022/08/16,2022/09/02,Violations Corrected,00000 WYE OAK DR,,GAITHERSBURG,20878,1502928333,,,,585719,2022/08/24,09/02/2022 12:00:00 AM,Vacant Lot,Cut within 10 days and maintain,26-9(b)(5),Grass and Weeds,Yard,0,0,"(0.0, 0.0)",,,,,,,
174745,2022/08/15,2022/08/15,2022/08/22,Violations Corrected,00000 BROOKEVILLE RD,,BROOKEVILLE,20832,1502176443,2022/08/15,2022/08/22,,584078,2022/08/15,08/22/2022 12:00:00 AM,Grounds,Cut within 10 days and maintain,26-9(b)(5),Grass and Weeds,Yard,0,0,"(0.0, 0.0)",,,,,,,
174727,2022/08/15,2022/08/15,2022/08/29,Violations Corrected,17831 GEORGIA AVE,,OLNEY,20832,1502090495,2022/08/13,2022/08/29,,584202,2022/08/17,08/23/2022 12:00:00 AM,Grounds,Cut within 10 days and maintain,26-9(b)(5),Grass and Weeds,Yard,0,0,"(0.0, 0.0)",,,,,,,
174716,2022/08/12,2022/08/12,2022/08/25,Violations Corrected,9128 VENDOME DR,,BETHESDA,20817,1501915755,2022/08/11,2022/08/25,,584036,2022/08/15,08/25/2022 12:00:00 AM,Exterior,Cut within 10 days and maintain,26-9(b)(5),Grass and Weeds,Yard,0,0,"(0.0, 0.0)",,,,,,,
174714,2022/08/12,2022/08/12,2022/09/07,Violations Corrected,7404 BROOKVILLE RD,,CHEVY CHASE,20815,1501892760,2022/08/11,2022/09/07,Closed,584025,2022/08/15,09/07/2022 12:00:00 AM,Exterior,Trim and maintain,26-9(b)(5),General Condition,Tree/ Tree Limbs/ Shrubbery,0,0,"(0.0, 0.0)",,,,,,,
174705,2022/08/12,2022/08/12,2022/08/17,Violation Unfounded,18061 COTTAGE GARDEN DR,,GERMANTOWN,20874,,,,,584162,2022/08/16,08/16/2022 12:00:00 AM,Entire Unit,No Action Necessary,,General Condition,No Violations Observed,0,0,"(0.0, 0.0)",,,,,,,
174709,2022/08/12,2022/08/12,2022/08/24,Violations Corrected,4519 RANDOLPH RD,,SILVER SPRING,20906,1501874952,2022/08/11,2022/08/24,Closed,584022,2022/08/15,08/24/2022 12:00:00 AM,Exterior,Remove,26-9(a)(13),General Condition,Automobile/ Vehicle,0,0,"(0.0, 0.0)",,,,,,,
174718,2022/08/12,2022/08/12,2022/08/23,Violations Corrected,10424 JULEP AVE,,SILVER SPRING,20902,1501932246,2022/08/11,2022/08/23,Closed,584026,2022/08/15,08/23/2022 12:00:00 AM,Exterior,Register and display valid tags,26-9(a)(13),General Condition,Automobile/ Vehicle,0,0,"(0.0, 0.0)",,,,,,,
174709,2022/08/12,2022/08/12,2022/08/24,Violations Corrected,4519 RANDOLPH RD,,SILVER SPRING,20906,1501874952,2022/08/11,2022/08/24,Closed,584023,2022/08/15,08/24/2022 12:00:00 AM,Exterior,Remove and maintain grounds,26-9(a)(8),General Condition,Solid Waste,0,0,"(0.0, 0.0)",,,,,,,
174672,2022/08/11,2022/08/11,2022/08/24,Violations Corrected,8108 OLD GEORGETOWN RD,,BETHESDA,20814,1501796848,2022/08/10,2022/08/24,,583984,2022/08/11,08/23/2022 12:00:00 AM,Exterior,Trim and maintain,26-9(b)(5),General Condition,Tree/ Tree Limbs/ Shrubbery,0,0,"(0.0, 0.0)",,,,,,,
174683,2022/08/11,2022/08/11,2022/09/01,Violations Corrected,13008 TRAILSIDE WAY,,GERMANTOWN,20874,,,,,584165,2022/08/16,09/01/2022 12:00:00 AM,Exterior,Remove and maintain grounds,26-9(a)(8),General Condition,Solid Waste,0,0,"(0.0, 0.0)",,,,,,,
174682,2022/08/11,2022/08/11,2022/08/30,Violations Corrected,3801 SAUL RD,,KENSINGTON,20895,1501722165,2022/08/09,2022/08/30,Closed,583961,2022/08/11,08/30/2022 12:00:00 AM,Exterior,Cut within 10 days and maintain,26-9(b)(5),Grass and Weeds,Yard,0,0,"(0.0, 0.0)",,,,,,,
174682,2022/08/11,2022/08/11,2022/08/30,Violations Corrected,3801 SAUL RD,,KENSINGTON,20895,1501754882,2022/08/10,2022/08/30,Closed,583961,2022/08/11,08/30/2022 12:00:00 AM,Exterior,Cut within 10 days and maintain,26-9(b)(5),Grass and Weeds,Yard,0,0,"(0.0, 0.0)",,,,,,,
174688,2022/08/11,2022/08/11,2022/08/17,Violations Corrected,10903 PEBBLE RUN DR,,SILVER SPRING,20902,1501751909,2022/08/10,2022/08/17,Closed,583990,2022/08/12,08/17/2022 12:00:00 AM,Bathroom 2,Repair drips/ leaks,26-9(c)(1),General Condition,Bathtub/ Shower,0,0,"(0.0, 0.0)",,,,,,,
174687,2022/08/11,2022/08/11,2022/09/01,Violations Corrected,13101 KARA LN,,SILVER SPRING,20904,1501751643,2022/08/10,2022/09/01,Closed,585648,2022/08/23,09/01/2022 12:00:00 AM,Exterior,Eliminate,26-9(a)(12),General,Public Nuisance,0,0,"(0.0, 0.0)",,,,,,,
174669,2022/08/10,2022/08/10,2022/09/06,Violations Corrected,3771 STEPPING STONE LN,,BURTONSVILLE,20866,1501673859,2022/08/09,2022/09/06,Closed,584010,2022/08/12,08/31/2022 12:00:00 AM,Entire Unit,Install with a 10 year sealed battery and hush button,26-8(b)(1),General Condition,Smoke Alarm,0,0,"(0.0, 0.0)",,,,,,,
174669,2022/08/10,2022/08/10,2022/09/06,Violations Corrected,3771 STEPPING STONE LN,,BURTONSVILLE,20866,1501673859,2022/08/09,2022/09/06,Closed,584009,2022/08/12,08/31/2022 12:00:00 AM,Basement,Investigate Cause and Repair,26-9(a)(1),Water/ Mold-Heavy,Walls/ Ceiling - Interior,0,0,"(0.0, 0.0)",,,,,,,
174669,2022/08/10,2022/08/10,2022/09/06,Violations Corrected,3771 STEPPING STONE LN,,BURTONSVILLE,20866,1501673859,2022/08/09,2022/09/06,Closed,584011,2022/08/12,08/31/2022 12:00:00 AM,Kitchen,Investigate Cause and Repair,26-9(a)(1),Water/ Mold-Light,Walls/ Ceiling - Interior,0,0,"(0.0, 0.0)",,,,,,,
174633,2022/08/10,2022/08/10,2022/08/29,Violations Corrected,18120 GEORGIA AVE,,OLNEY,20832,1501689512,2022/08/09,2022/08/29,,583963,2022/08/11,08/29/2022 12:00:00 AM,Exterior,Cut within 10 days and maintain,26-9(b)(5),Grass and Weeds,Yard,0,0,"(0.0, 0.0)",,,,,,,
174659,2022/08/10,2022/08/10,2022/08/25,Violations Corrected,9601 NEWBRIDGE DR,,POTOMAC,20854,1501795941,2022/08/10,2022/08/25,,583985,2022/08/11,08/25/2022 12:00:00 AM,Exterior,Trim and maintain,26-9(b)(5),General Condition,Tree/ Tree Limbs/ Shrubbery,0,0,"(0.0, 0.0)",,,,,,,
174662,2022/08/10,2022/08/10,2022/08/24,Violations Corrected,4515 RANDOLPH RD,,SILVER SPRING,20906,1501641183,2022/08/09,2022/08/24,Closed,583725,2022/08/11,08/24/2022 12:00:00 AM,Exterior,Eliminate,26-9(a)(12),General,Public Nuisance,0,0,"(0.0, 0.0)",,,,,,,
174655,2022/08/10,2022/08/10,2022/09/06,Violations Corrected,13115 SERPENTINE WAY,,SILVER SPRING,20904,1501549788,2022/08/08,2022/09/06,Closed,585650,2022/08/23,08/23/2022 12:00:00 AM,Exterior,Remove and maintain grounds,26-9(a)(8),General Condition,Solid Waste,0,0,"(0.0, 0.0)",,,,,,,
174647,2022/08/10,2022/08/10,2022/08/30,Violations Corrected,1527 HEATHER HOLLOW CIR,,SILVER SPRING,20904,1501784949,2022/08/10,2022/08/30,Closed,583819,2022/08/11,08/17/2022 12:00:00 AM,Bedroom 1,Repair/Replace,26-9(a)(4),Cooling/ Heating,HVAC,0,0,"(0.0, 0.0)",,,,,,,
174655,2022/08/10,2022/08/10,2022/09/06,Violations Corrected,13115 SERPENTINE WAY,,SILVER SPRING,20904,1501549788,2022/08/08,2022/09/06,Closed,585651,2022/08/23,09/06/2022 12:00:00 AM,Exterior,Remove and maintain grounds,26-9(a)(8),General Condition,Solid Waste,0,0,"(0.0, 0.0)",,,,,,,
174662,2022/08/10,2022/08/10,2022/08/24,Violations Corrected,4515 RANDOLPH RD,,SILVER SPRING,20906,1501641183,2022/08/09,2022/08/24,Closed,583726,2022/08/11,08/24/2022 12:00:00 AM,Exterior,Remove and maintain grounds,26-9(a)(8),General Condition,Solid Waste,0,0,"(0.0, 0.0)",,,,,,,
174630,2022/08/10,2022/08/10,2022/08/25,Violations Corrected,8303 COLESVILLE RD,,SILVER SPRING,20910,1501689780,2022/08/09,2022/08/25,Closed,585574,2022/08/23,08/25/2022 12:00:00 AM,Entire Unit,Temperature (between 120 and 140 degrees),26-7(e)(4),General Conditions,Hot Water,0,0,"(0.0, 0.0)",,,,,,,
174613,2022/08/09,2022/08/09,2022/08/19,Violations Corrected,3446 OLNEY LAYTONSVILLE RD,,OLNEY,20832,1501419512,2022/08/06,2022/08/19,,583289,2022/08/09,08/19/2022 12:00:00 AM,Grounds,Cut within 10 days and maintain,26-9(b)(5),Grass and Weeds,Yard,0,0,"(0.0, 0.0)",,,,,,,
174604,2022/08/08,2022/08/08,2022/08/23,Violations Corrected,1801 KIMBERLY RD,,SILVER SPRING,20903,1501361822,2022/08/05,2022/08/23,Closed,583303,2022/08/09,08/22/2022 12:00:00 AM,Exterior,Cut within 10 days and maintain,26-9(b)(5),Grass and Weeds,Yard,0,0,"(0.0, 0.0)",,,,,,,
174597,2022/08/08,2022/08/08,2022/08/09,Violations Corrected,11442 MAPLEVIEW DR,,SILVER SPRING,20902,1501528906,2022/08/08,2022/08/09,Closed,583272,2022/08/09,08/09/2022 12:00:00 AM,Exterior,Eliminate,26-9(a)(12),General,Public Nuisance,0,0,"(0.0, 0.0)",,,,,,,
174548,2022/08/05,2022/08/05,2022/08/31,Violations Corrected,19221 STALEYBRIDGE RD,,GERMANTOWN,20876,1501253828,2022/08/04,2022/08/31,Closed,583254,2022/08/08,08/31/2022 12:00:00 AM,Exterior,Remove and maintain grounds,26-9(a)(8),General Condition,Solid Waste,0,0,"(0.0, 0.0)",,,,,,,
174548,2022/08/05,2022/08/05,2022/08/31,Violations Corrected,19221 STALEYBRIDGE RD,,GERMANTOWN,20876,1502185864,2022/08/15,2022/08/31,Closed,583254,2022/08/08,08/31/2022 12:00:00 AM,Exterior,Remove and maintain grounds,26-9(a)(8),General Condition,Solid Waste,0,0,"(0.0, 0.0)",,,,,,,
174547,2022/08/05,2022/08/05,2022/08/25,Violations Corrected,15251 SIESTA KEY WAY,Apt 387,ROCKVILLE,20850,1501253150,2022/08/04,2022/08/25,Closed,583983,2022/08/11,08/25/2022 12:00:00 AM,Entire Unit,Exterminate/ Eliminate,26-9(a)(9),Bed Bugs,Infestation,0,0,"(0.0, 0.0)",,,,,,,
174551,2022/08/05,2022/08/05,2022/09/06,Violations Corrected,9002 GLENVILLE RD,,SILVER SPRING,20901,1501309519,2022/08/05,2022/09/06,Closed,583246,2022/08/08,08/25/2022 12:00:00 AM,Exterior,Remove and maintain grounds,26-9(a)(8),General Condition,Solid Waste,0,0,"(0.0, 0.0)",,,,,,,
174551,2022/08/05,2022/08/05,2022/09/06,Violations Corrected,9002 GLENVILLE RD,,SILVER SPRING,20901,1501309519,2022/08/05,2022/09/06,Closed,583247,2022/08/08,08/25/2022 12:00:00 AM,Basement,Provide Safe Means of Egress,26-8(a)(1),General Condition,Egress/Fire Safety,0,0,"(0.0, 0.0)",,,,,,,
174552,2022/08/05,2022/08/05,2022/09/09,Violations Corrected,9002 2ND AVE,,SILVER SPRING,20910,1501211059,2022/08/04,2022/09/09,Closed,583215,2022/08/05,09/09/2022 12:00:00 AM,Exterior,Trim and maintain,26-9(b)(5),General Condition,Tree/ Tree Limbs/ Shrubbery,0,0,"(0.0, 0.0)",,,,,,,
174551,2022/08/05,2022/08/05,2022/09/06,Violations Corrected,9002 GLENVILLE RD,,SILVER SPRING,20901,1501309519,2022/08/05,2022/09/06,Closed,583245,2022/08/08,08/25/2022 12:00:00 AM,Hall,Repair/Replace,26-6(a),General Condition,Light/ Electrical Fixture,0,0,"(0.0, 0.0)",,,,,,,
174545,2022/08/05,2022/08/05,2022/09/09,Violations Corrected,1601 NOYES DR,,SILVER SPRING,20910,1501211047,2022/08/04,2022/09/09,Closed,583228,2022/08/08,09/08/2022 12:00:00 AM,Exterior,Remove dead tree - standing,26-9(b)(5),General Condition,Tree/ Tree Limbs/ Shrubbery,0,0,"(0.0, 0.0)",,,,,,,
174552,2022/08/05,2022/08/05,2022/09/09,Violations Corrected,9002 2ND AVE,,SILVER SPRING,20910,1501264110,2022/08/04,2022/09/09,Closed,583215,2022/08/05,09/09/2022 12:00:00 AM,Exterior,Trim and maintain,26-9(b)(5),General Condition,Tree/ Tree Limbs/ Shrubbery,0,0,"(0.0, 0.0)",,,,,,,
174582,2022/08/05,2022/08/05,2022/08/15,TP Annual Inspection - No Violations,909 SLIGO CREEK PKWY,,TAKOMA PARK,20912,,,,,584072,2022/08/15,08/15/2022 12:00:00 AM,Entire Unit,No Action Necessary,,General Condition,No Violations Observed,0,0,"(0.0, 0.0)",,,,,,,
174518,2022/08/04,2022/08/04,2022/09/06,Violations Corrected,529 DALE DR,Apt 5,SILVER SPRING,20910,,,,,585623,2022/08/23,09/06/2022 12:00:00 AM,Entire Unit,Unable to Access,,General Condition,Access Denied- Health Concerns,0,0,"(0.0, 0.0)",,,,,,,
174518,2022/08/04,2022/08/04,2022/09/06,Violations Corrected,529 DALE DR,Apt 8,SILVER SPRING,20910,,,,,585621,2022/08/23,08/23/2022 12:00:00 AM,Entire Unit,No Action Necessary,,General Condition,No Violations Observed,0,0,"(0.0, 0.0)",,,,,,,
174535,2022/08/04,2022/08/04,2022/08/25,Violations Corrected,1700 ARCOLA AVE,,SILVER SPRING,20902,1501224993,2022/08/04,2022/08/25,Closed,583216,2022/08/05,08/25/2022 12:00:00 AM,Exterior,Eliminate,26-9(a)(12),General,Public Nuisance,0,0,"(0.0, 0.0)",,,,,,,
174518,2022/08/04,2022/08/04,2022/09/06,Violations Corrected,529 DALE DR,Apt 7,SILVER SPRING,20910,,,,,585620,2022/08/23,08/23/2022 12:00:00 AM,Entire Unit,No Action Necessary,,General Condition,No Violations Observed,0,0,"(0.0, 0.0)",,,,,,,
174518,2022/08/04,2022/08/04,2022/09/06,Violations Corrected,529 DALE DR,Apt 9,SILVER SPRING,20910,,,,,585622,2022/08/23,08/23/2022 12:00:00 AM,Entire Unit,No Action Necessary,,General Condition,No Violations Observed,0,0,"(0.0, 0.0)",,,,,,,
