OBJECTID,CATEGORY,NAME,ADDRESS,CITY,ZIPCODE,PHONE,URL,DATA,POINT_X,POINT_Y,SHAPE,LATITUDE,LONGITUDE
21,PRIVATE SCHOOL,Camp Olympia Country Day School,5511 Muncaster Mill Rd,Rockville,20855,301-926-9281,http://www.camp-olympia.com/,N-K,1281562.625040259910747,529532.749955520033836,"(39.120595337000054, -77.10859204399998)",39.120587469999997,-77.108589739999999
22,PRIVATE SCHOOL,Charles E  Smith Jewish Day School Upper,11710 Hunters La,Rockville,20852,301-881-1404,http://www.cesjds.org/,K-6,1283871.374978639883921,503614.218767200014554,"(39.04947104400003, -77.10022196599994)",39.049463189999997,-77.100219670000001
23,PRIVATE SCHOOL,Georgetown Hill Apple Ridge Campus,10001 Apple Ridge Rd,Montgomery Village,20886,301-963-3000,http://www.georgetownhill.com/,N-P,1280686.643191050039604,502375.862645810004324,"(39.18564104600006, -77.20662745099997)",39.185633170000003,-77.206625119999998
24,PRIVATE SCHOOL,Georgetown Hill North Potomac Campus,14901 Dufief Mill Rd,Gaithersburg,20878,240-454-9488,http://www.georgetownhill.com/,N-P,1231185.875033309916034,523290.968775140005164,"(39.09982255700004, -77.22497976299996)",39.099814690000002,-77.224977429999996
25,PRIVATE SCHOOL,Chevy Chase United Methodist Church Preschool,7001 Connecticut Ave,Chevy Chase,20815,301-652-7660,http://www.ccumcpreschool.org/,Preschool,1290542.875001759966835,478389.656233770016115,"(38.98022995400004, -77.07665584199998)",38.98022211,-77.076653559999997
26,PRIVATE SCHOOL,"Karasik and Family, Infant & Child Care Center",10611 Tenbrook Dr,Silver Spring,20901,301-984-5777,http://thearcmontgomerycounty.org/program-services/children/family-infant-and-child-care-center.html,N-3 Special,1304844.625023280037567,496724.937523310014512,"(39.03059523500008, -77.02636438499997)",39.03058738,-77.026362120000002
27,PRIVATE SCHOOL,Christ Episcopal School,22 W Jefferson St,Rockville,20850,301-424-6550,http://www.ces-rockville.org/,P-8,1268886.62500534998253,515604.531204400002025,"(39.08296409800005, -77.15386164299997)",39.082956240000001,-77.153859330000003
28,PRIVATE SCHOOL,Concord Hill School,6050 Wisconsin Ave,Chevy Chase,20815,301-654-2626,http://www.concordhill.org/,P-3,1286756.875017550075427,474797.124965530005284,"(38.970356406000064, -77.08996161199997)",38.970348569999999,-77.089959329999999
29,PRIVATE SCHOOL,Connelly School of The Holy Child,9029 Bradley Blv,Potomac,20854,301-365-0955,http://www.holychild.org/,6-12,1259188.250017639948055,485795.09376986999996,"(39.000438763000034, -77.18700696699995)",39.000430919999999,-77.187004650000006
30,PRIVATE SCHOOL,Covenant Life School,7503 Muncaster Mill Rd,Gaithersburg,20877,301-869-4500,http://www.covenantlifeschool.org/,K-12,1269602.375026529887691,541562.8750238600187,"(39.153610351000054, -77.15068617599997)",39.153602470000003,-77.150683860000001
31,PRIVATE SCHOOL,Covenant United Methodist Preschool,20301 Pleasant Ridge Dr,Montgomery Village,20886,301-527-9300,http://www.covenantumpreschool.org/,Preschool,1258237.999966890085489,554831.62500621995423,"(39.18998245300003, -77.19085854499997)",39.189974569999997,-77.190856210000007
32,PRIVATE SCHOOL,Damascus Community Preschool,23425 Spire St,Clarksburg,20871,301-916-8888,https://www.facebook.com/damascuscommunitypreschool,Preschool,1246313.933649899903685,573232.427938009961508,"(39.241012961000024, -77.27936862899998)",39.24100507,-77.279366269999997
33,PRIVATE SCHOOL,Torah School of Greater Washington,2010 Linden La,Silver Spring,20910,301-962-8003,http://www.tsgw.org/,K-6,1299700.449852949939668,488524.887139939994086,"(39.008110489000046, -77.04506395699997)",39.008102639999997,-77.045061680000003
34,PRIVATE SCHOOL,Academy at Charles Drew,1200 Swingingdale Dr,Silver Spring,20905,301-989-0245,http://www.academychild.com/,Nursery,,,"(39.09193277700007, -76.98724451399994)",39.091924910000003,-76.987242249999994
35,PRIVATE SCHOOL,Goddard School Olney,3421 Morningwood Dr,Olney,20832,301-683-9200,http://www.goddardschool.com/,N-K,,,"(39.15076424100005, -77.06852505699999)",39.150756360000003,-77.068522770000001
36,PRIVATE SCHOOL,Goddard School Bethesda,6400 Goldsboro Rd,Bethesda,20817,240-630-2400,http://www.goddardschool.com/,N-K,,,"(38.97016535800003, -77.12959034299996)",38.970157520000001,-77.129588040000002
37,PRIVATE SCHOOL,Goddard School Silver Spring,8611 Second Ave,Silver Spring,20910,301-830-4505,http://www.goddardschool.com/,N-K,,,"(38.99756249400008, -77.03369991599999)",38.997554649999998,-77.033697649999993
38,PRIVATE SCHOOL,Early Learning Fun School,19821 White Ground Rd,Boyds,20841,301-540-3370,http://www.elfschool.org/,Preschool,1223047.938094970071688,551790.884268039953895,"(39.181366206000064, -77.31497641999994)",39.181358330000002,-77.314974050000004
39,PRIVATE SCHOOL,Epworth Preschool And Kindergarten,9008 Rosemont Dr,Gaithersburg,20877,301-977-3421,http://www.epworthsteeple.org/ChristianEducationPreschl.html,P-K,1259675.625022229971364,531947.062477399944328,"(39.12715890700008, -77.18562223199996)",39.127151040000001,-77.18561991
40,PRIVATE SCHOOL,Faith Methodist Church Preschool,6810 Montrose Rd,Rockville,20852,301-881-1416,http://www.faithworkshere.com/preschool.html,Preschool,1272643.37502105999738,505166.750012230011635,"(39.05369325500004, -77.13976608999997)",39.053685399999999,-77.139763779999996
41,PRIVATE SCHOOL,First Baptist Church WEE Center,55 Adclare Rd,Rockville,20850,301-762-4245,http://www.theweecenter.org/,Preschool,1263844.499976529972628,516300.343730069987942,"(39.08422116000003, -77.17082365299996)",39.084213300000002,-77.170821340000003
42,PRIVATE SCHOOL,Forcey Christian School,2130 E Randolph Rd,Silver Spring,20904,301-622-2281,http://www.forcey.org/pages/page.asp?page_id=160014,P-8,1321721.666404519928619,509221.559466719976626,"(39.06490516100007, -76.96693712099994)",39.064897299999998,-76.966934870000003
43,PRIVATE SCHOOL,Foundation School of Montgomery County,220 Girard St,Gaithersburg,20877,301-740-7807,http://www.foundationschools.org/the-foundation-school-of-montgomery-county.html,1-12 Special,1279927.48021324002184,494300.884704050025903,"(39.14217729500007, -77.18329668199993)",39.142169420000002,-77.183294360000005
44,PRIVATE SCHOOL,Franklin Montessori Schools,10500 Darnestown Rd,Rockville,20850,301-279-2799,http://www.franklinschoolsmd.com/,N-P,1250602.999958429951221,522321.968778149981517,"(39.100677028000064, -77.21752253799997)",39.100669160000002,-77.217520210000004
45,PRIVATE SCHOOL,Frost School,4915 Aspen Hill Rd,Rockville,20853,301-933-3451,http://www.sheppardpratt.org/special-education-services/our-schools/frost-school/,K-Adult Special,1283666.000010800082237,511897.999975020007696,"(39.07221488600004, -77.10097739299994)",39.07220702,-77.100975099999999
46,PRIVATE SCHOOL,Chabad Hebrew School,11520 Darnestown Rd,North Potomac,20878,301-926-3632,http://www.ourshul.org/templates/section_cdo/aid/1318481/jewish/Chabad-Hebrew-School.htm,K-7 Religious,1244544.250018649967387,525682.187474700040184,"(39.10989147600003, -77.23884507399998)",39.109883609999997,-77.238842730000002
47,PRIVATE SCHOOL,JCCGW Preschool And Kindergarten,6125 Montrose Rd,Rockville,20852,301-348-3839,http://www.jccgw.org/preschool/,P-K,1276738.750006560003385,505153.8749849399901,"(39.05367423200005, -77.12534463699996)",39.053666380000003,-77.125342340000003
48,PRIVATE SCHOOL,Geneva Day School,11931 Seven Locks Rd,Potomac,20854,301-340-7704,http://www.genevadayschool.org/,N-K,1266313.249973559984937,505313.937496980011929,"(39.05406865000003, -77.16205780199994)",39.054060790000001,-77.16205549
49,PRIVATE SCHOOL,Georgetown Hill Bells Mill Campus,8311 Bells Mill Rd,Potomac,20854,301-299-2350,http://www.georgetownhill.com/,N-P,1263965.625046269968152,497211.062525259971153,"(39.03180909400004, -77.17027150799998)",39.03180124,-77.170269189999999
50,PRIVATE SCHOOL,German School Washington,8617 Chateau Dr,Potomac,20854,301-365-4400,http://www.dswashington.org/,P-12,1261818.374982740031555,489570.40627818001667,"(39.010819035000054, -77.17777808899996)",39.010811189999998,-77.177775769999997
51,PRIVATE SCHOOL,Glenbrook Cooperative Nursery School,10010 Fernwood Rd,Bethesda,20817,301-365-3190,http://www.glenbrookschool.org/,Nursery,1273732.374991930089891,493207.656227589992341,"(39.02086198200004, -77.13586862399995)",39.020854129999996,-77.135866320000005
52,PRIVATE SCHOOL,Good Shepherd Lutheran Preschool,16420 S Westland Dr,Gaithersburg,20877,301-963-1955,http://www.gslp-gaithersburg.org/,Preschool,1260121.500032359967008,531630.062459959997796,"(39.12629102600005, -77.18404826199998)",39.12628316,-77.184045940000004
53,PRIVATE SCHOOL,Rock Creek Montessori School,3701 Spruell Dr,Silver Spring,20902,301-942-9561,http://www.rockcreekmontessori.com/,N-K,1290204.625032769981772,501381.656256570015103,"(39.04335812700003, -77.07791475699997)",39.043350269999998,-77.077912470000001
54,PRIVATE SCHOOL,Graceland Preschool,16819 New Hampshire Ave,Silver Spring,20905,301-989-4673,http://immanuels.org/index.php/ministries/childcare-center,Preschool,1314753.404907220043242,533897.756870029959828,"(39.13266145400007, -76.99147082199994)",39.132653580000003,-76.991468560000001
55,PRIVATE SCHOOL,Har Shalom Early Childhood Center,11510 Falls Rd,Potomac,20854,301-299-7087,http://www.harshalomecec.org/,N-P,1257086.318486959906295,501912.200387810007669,"(39.04467913800005, -77.19452397999999)",39.044671289999997,-77.194521660000007
56,PRIVATE SCHOOL,Harbor School,7701 Bradley Blv,Bethesda,20817,301-365-1100,http://www.theharborschool.org/,P-2,1267949.499982429901138,490398.625030629977118,"(39.013310656000044, -77.15733381099994)",39.013302809999999,-77.157331499999998
57,PRIVATE SCHOOL,Heights School,10400 Seven Locks Rd,Potomac,20854,301-365-4300,http://www.heights.edu/,3-12,1265729.500045170076191,495715.593760930001736,"(39.02771188600008, -77.16405267799996)",39.027704040000003,-77.164050369999998
58,PRIVATE SCHOOL,Holton Arms School,7303 River Rd,Bethesda,20817,301-365-5300,http://www.holton-arms.edu/,3-12,1270342.000004820059985,482819.937501289998181,"(38.99232603300004, -77.14774275599996)",38.992318189999999,-77.147740450000001
59,PRIVATE SCHOOL,Holy Redeemer School,9715 Summit Ave,Kensington,20895,301-942-3701,http://www.hrs-ken.org/,P-8,1288548.62498203990981,490957.343772829975933,"(39.014732253000034, -77.08371166899997)",39.014724399999999,-77.083709380000002
60,PRIVATE SCHOOL,KinderCare Germantown,19921 Frederick Rd,Germantown,20876,301-916-9190,http://www.kindercare.com/our-centers/center-details/000318/,N-K,1244856.372781930025667,552372.37390740995761,"(39.183144094000056, -77.23804806299995)",39.183136220000002,-77.238045720000002
61,PRIVATE SCHOOL,KinderCare Shady Grove Road,16723 Crabbs Branch Way,Rockville,20855,301-990-7703,http://www.kindercare.com/our-centers/center-details/301511/,N-K,1265141.405773249920458,532892.382824360043742,"(39.12978332400007, -77.16636131599995)",39.129775449999997,-77.166359
62,PRIVATE SCHOOL,Jefferson Montessori School,8507 Emory Grove Rd,Gaithersburg,20877,301-840-8448,http://applemontessorimd.com/jefferson/about/,N-1,1263445.249971739947796,542521.6249991300283,"(39.156212776000075, -77.17240462699993)",39.156204899999999,-77.172402300000002
63,PRIVATE SCHOOL,John Nevins Andrews School,117 Elm Ave,Takoma Park,20912,301-270-1400,http://www.jna.org/,P-8,1310564.99999379995279,475935.875041840015911,"(38.97351753100003, -77.00622226899998)",38.97350969,-77.006220010000007
64,PRIVATE SCHOOL,Julia Brown Montessori School,1300 Milestone Dr,Silver Spring,20904,301-622-7808,http://juliabrownmontessorischools.com/,N-3,1315931.249961680034176,502808.499968939984683,"(39.04730102000008, -76.98733376999996)",39.047293160000002,-76.987331510000004
65,PRIVATE SCHOOL,Kensington Nursery School,3202 Decatur Ave,Kensington,20895,301-933-0041,http://www.knscoop.org/,Nursery,1293393.999967809999362,497990.46872100001201,"(39.03405395800007, -77.06667664199995)",39.034046099999998,-77.066674359999993
66,PRIVATE SCHOOL,Children in the Shoe Bethesda E/W,4330 East West Hwy,Bethesda,20814,301-656-5056,http://www.thechildrenintheshoe.com/locations/,N-P,1292209.64648519991897,534441.372270570020191,"(38.98524037200008, -77.08797900399998)",38.985232529999998,-77.08797672
67,PRIVATE SCHOOL,Children in the Shoe Bethesda BCC,4401 East West Hwy,Bethesda,20814,301-654-9253,http://www.thechildrenintheshoe.com/locations/,N-P,1292209.64648519991897,534441.372270570020191,"(38.98566507800007, -77.08983896399997)",38.985657230000001,-77.089836680000005
68,PRIVATE SCHOOL,KinderCare Great Seneca,13230 Clopper Mill Dr,Germantown,20874,301-515-0888,http://www.kindercare.com/our-centers/center-details/301470/,N-K,1234153.124965009978041,539799.875026809982955,"(39.14854257400003, -77.27567291299994)",39.148534699999999,-77.275670559999995
69,PRIVATE SCHOOL,King David Nursery School,200 Rollins Ave,Rockville,20850,301-984-9640,http://kdpreschool.com/,N-P,1276359.500044160056859,506819.031281710020266,"(39.05824475500003, -77.12668825999998)",39.058236899999997,-77.126685960000003
70,PRIVATE SCHOOL,Learning Center For Young Children,10123 Connecticut Ave,Kensington,20895,301-949-2933,http://www.warnermemorial.org/lcyc,Nursery,1290772.512175099924207,493893.83672086999286,"(39.02280028600006, -77.07589337799999)",39.022792430000003,-77.075891089999999
71,PRIVATE SCHOOL,Lone Oak Montessori School Potomac,10201 Democracy Blv,Potomac,20854,301-469-4888,http://www.loneoakmontessori.com/,P-6,1258436.000012590084225,494778.406284609984141,"(39.02509986600006, -77.18971963799999)",39.025092020000002,-77.18971732
72,PRIVATE SCHOOL,Lone Oak Montessori School Bethesda,10100 Old Georgetown Rd,Bethesda,20814,301-469-4888,http://www.loneoakmontessori.com/,P-6,1277232.500024660024792,493338.437544420012273,"(39.02123472100004, -77.12354964199994)",39.02122687,-77.123547340000002
73,PRIVATE SCHOOL,Pathways School Edgewood,801 University Blv W,Silver Spring,20901,301-681-4112,http://www.pathwayschools.org/programs/pathways-school-edgewood.php,9-Adult Special,1306206.000010499963537,497054.093793149979319,"(39.03149997600008, -77.02157228399994)",39.031492120000003,-77.021570019999999
74,PRIVATE SCHOOL,Lutheran Church Of St Andrew Preschool,15300 New Hampshire Ave,Silver Spring,20905,301-384-2660,http://www.mystandrew.org/?q=content/preschool,Preschool,1298321.375033899908885,506052.031245400023181,"(39.10769341500003, -77.00146400699998)",39.107685539999999,-77.001461739999996
75,PRIVATE SCHOOL,Children of The Cross Preschool,12801 Falls Rd,Rockville,20854,301-762-7566,http://www.lccrockville.org/preschool.htm,Preschool,1264402.375037059886381,511136.343723399972077,"(39.07004548000003, -77.16882467599999)",39.070037620000001,-77.168822359999993
76,PRIVATE SCHOOL,Lycee Rochambeau Forest Rd Campus,9600 Forest Rd,Bethesda,20814,301-530-8260,http://www.rochambeau.org/,5-12,1279974.750040430109948,490573.687480969994795,"(39.01365337300007, -77.11388538499995)",39.013645519999997,-77.113883090000002
77,PRIVATE SCHOOL,Lycee Rochambeau Rollingwood Campus,3200 Woodbine St,Chevy Chase,20815,301-907-3265,http://www.rochambeau.org/,1-4,1294256.875020350096747,480862.593786420009565,"(38.98702775400005, -77.06359695599997)",38.987019910000001,-77.063594679999994
78,PRIVATE SCHOOL,Manor Montessori School Potomac,10500 Oaklyn Dr,Potomac,20854,301-299-7400,http://www.manormontessori.com/,N-3,1250718.750016780104488,487609.187461599998642,"(39.00536826900003, -77.21682414299994)",39.005360430000003,-77.216821809999999
79,PRIVATE SCHOOL,Manor Montessori School Rockville,11200 Old Georgetown Rd,Rockville,20852,301-299-7400,http://www.manormontessori.com/,N-3,1277210.124977240106091,499680.999978050007485,"(39.038649287000055, -77.12365863899998)",39.038641429999998,-77.123656339999997
80,PRIVATE SCHOOL,Mary of Nazareth School,14131 Seneca Rd,Darnestown,20874,301-869-0940,http://www.maryofnazareth.org/,P-8,1226987.125015689991415,523031.28123893000884,"(39.10244047500004, -77.30074591999994)",39.102432620000002,-77.300743560000001
81,PRIVATE SCHOOL,McLean School of Maryland,8224 Lochinver La,Potomac,20854,301-299-8277,http://www.mcleanschool.org/,K-12,1264764.499963159905747,499850.156282740004826,"(39.03905924500003, -77.16747627299998)",39.039051389999997,-77.167473959999995
82,PRIVATE SCHOOL,Melvin J  Berman Hebrew Academy,13300 Arctic Ave,Rockville,20853,301-962-9400,http://www.mjbha.org/,P-12,1283649.249975299928337,512588.718716509989463,"(39.074111310000035, -77.10103908499997)",39.074103450000003,-77.101036789999995
83,PRIVATE SCHOOL,Mill Creek Parish Preschool,7101 Horizon Ter,Derwood,20855,301-926-3592,http://www.mcpp.org/,Preschool,1271994.864858180051669,539033.489240120048635,"(39.14667620600005, -77.14223556099995)",39.146668329999997,-77.142233250000004
84,PRIVATE SCHOOL,St Peters School,2900 Sandy Spring Rd,Olney,20832,301-774-9112,http://www.stpetersschoololney.org/pages/St__PetersSchool,P-8,1295151.749953730031848,539833.687458239961416,"(39.148943865000035, -77.06058639799994)",39.148935989999998,-77.060584109999994
85,PRIVATE SCHOOL,St Martin Of Tours School,115 S Frederick Ave,Gaithersburg,20877,301-990-2441,http://www.smsmd.org/,P-8,1257070.875017429934815,536419.124966620001942,"(39.13942254500006, -77.19483766899998)",39.139414670000001,-77.194835339999997
86,PRIVATE SCHOOL,Gaithersburg Presbyterian Prsch And Kndrgtn,610 S Frederick Ave,Gaithersburg,20877,301-977-5787,http://www.gppk.com/,P-K,1259272.37500896002166,532784.375022509950213,"(39.12945558400003, -77.18704974399998)",39.129447710000001,-77.187047419999999
87,PRIVATE SCHOOL,Seneca Academy,15601 Germantown Rd,Darnestown,20874,301-869-3728,http://www.senecaacademy.org/,P-5,1227270.374961599940434,526293.187460849992931,"(39.11139898500005, -77.29978555599996)",39.11139112,-77.299783199999993
88,PRIVATE SCHOOL,Academy At DuFief,15001 Dufief Dr,Gaithersburg,20878,301-309-1224,http://www.academychild.com/,N-P,1244862.375038479920477,522700.374965390015859,"(39.101676687000065, -77.23775426299994)",39.10166882,-77.237751919999994
89,PRIVATE SCHOOL,Resurrection Preschool,3315 Greencastle Rd,Burtonsville,20866,301-288-4665,http://www.resurrectionadw.org/index.php/2012-08-14-15-04-20/preschool,Preschool,1328281.374960330082104,520977.562506780028343,"(39.09717423400008, -76.94380872299996)",39.097166360000003,-76.943806480000006
90,PRIVATE SCHOOL,Childway,4058 Blackburn La,Burtonsville,20866,301-384-5753,http://www.childway.com/,N-P,1332197.968807729892433,524978.944118030020036,"(39.10815314000007, -76.92999763899996)",39.108145260000001,-76.929995390000002
91,PRIVATE SCHOOL,Georgetown Hill Woodley Gardens Campus,850 Nelson St,Rockville,20850,240-453-9047,http://www.georgetownhill.com/,N-P,1263641.500013730023056,519659.406291040009819,"(39.093442896000056, -77.17156104099996)",39.093435030000002,-77.171558719999993
92,PRIVATE SCHOOL,Diener School,11510 Falls Rd,Potomac,20854,301-299-4602,http://www.thedienerschool.org/,K-6 Special,,,"(39.04496638100005, -77.19343492599995)",39.044958530000002,-77.193432599999994
93,PRIVATE SCHOOL,Chabad Hebrew School of Potomac,11621 Seven Locks Rd,Potomac,20854,240-621-0770,http://www.chabadpotomac.com/templates/section_cdo/aid/1305060/jewish/HEBREW-SCHOOL.htm,K-7 Religious,,,"(39.047851983000044, -77.16164045899995)",39.047844130000001,-77.161638150000002
94,PRIVATE SCHOOL,Muslim Community School,7917 Montrose Rd,Potomac,20854,301-340-6713,http://www.mymcs.org/,P-8,1265428.999969210010022,506693.374975730024744,"(39.057851768000035, -77.16518038999999)",39.057843910000003,-77.165178080000004
95,PRIVATE SCHOOL,Green Acres School,11701 Danville Dr,Rockville,20852,301-881-4100,http://www.greenacres.org/,P-8,1275519.000039040111005,503441.53122840001015,"(39.04896802900004, -77.12963128199993)",39.048960170000001,-77.129628980000007
96,PRIVATE SCHOOL,Goddard School Gaithersburg,900 Wind River La,Gaithersburg,20878,301-208-8787,http://www.goddardschool.com/,N-K,1246979.045194270089269,533141.805379949975759,"(39.13035977700008, -77.23038849799997)",39.130351910000002,-77.230386159999995
97,PRIVATE SCHOOL,Apple Montessori School,7210 Hidden Creek Rd,Bethesda,20817,301-320-8832,http://applemontessorimd.com/,N-K,1271531.760566960088909,477824.37278057000367,"(38.98084126100008, -77.14997231199999)",38.980833420000003,-77.149970010000004
98,PRIVATE SCHOOL,Brookewood School (Avalon School),10401 Armory Ave,Kensington,20895,301-949-7997,http://www.brookewood.org/,1-12,1291122.746930150082335,495192.369110419997014,"(39.02636643900007, -77.07466433999997)",39.026358590000001,-77.074662059999994
99,PRIVATE SCHOOL,Siena School,1300 Forest Glen Rd,Silver Spring,20910,301-244-3600,http://www.thesienaschool.org/,4-12,1300388.38016295991838,491007.10519094002666,"(39.01686447800006, -77.03070228899998)",39.016856629999999,-77.030700019999998
100,PRIVATE SCHOOL,Georgetown Preparatory School,10900 Rockville Pike,North Bethesda,20852,301-493-5000,http://www.gprep.org/,9-12,1281191.875002379994839,497972.500003029999789,"(39.03239098800003, -77.10929139399997)",39.03238314,-77.109289099999998
101,PRIVATE SCHOOL,Academy of the Holy Cross,4920 Strathmore Ave,Kensington,20895,301-942-2100,http://www.academyoftheholycross.org/,9-12,1283925.750000400003046,497075.187517740007024,"(39.031517155000074, -77.10000527799997)",39.031509300000003,-77.100002989999993
102,PRIVATE SCHOOL,Millian Methodist Preschool,13025 Grenoble Dr,Rockville,20853,301-946-2222,http://www.millianchurch.org/millian-preschool.html,Preschool,1287159.750030030030757,511308.312487300019711,"(39.07060577100003, -77.08866932899997)",39.070597909999996,-77.088667040000004
103,PRIVATE SCHOOL,Montgomery Methodist Childrens Center,28325 Kemptown Rd,Damascus,20872,301-253-4884,http://www.mmchildrenscenter.org/wordpress/,Preschool,1254968.748553639976308,603661.419322210014798,"(39.324026167000056, -77.20277558399994)",39.324018260000003,-77.202773239999999
104,PRIVATE SCHOOL,Montrose Christian School,5100 Randolph Rd,Rockville,20852,301-770-5335,http://www.montrosechristian.org/,K-12,1283168.1381664799992,504851.074604930006899,"(39.05286489300005, -77.10270308799994)",39.052857039999999,-77.10270079
105,PRIVATE SCHOOL,Mother of God School,20501 Goshen Rd,Gaithersburg,20879,301-990-2088,www.mogschool.com,P-8,1260107.37500242004171,555951.000041470048018,"(39.19306632000007, -77.18427110699997)",39.193058440000001,-77.184268779999996
