"licenseno","businessname","description","licensedate","issueddate","expireddate","status","priority","stno","predir","stname","suffix","postdir","city","state","zip","latitude","longitude","loc","geolocation"
"264026","UPPER MONTGOMERY COUNTY VOLUNTEER FIRE DEPARTMENT","SANTA BREAKFAST: ( NOTE: FOOD WILL BE SERVED - COPY OF FOOD LICENSE; 501 ( C) (3) &nbsp;SUBMITTED ) HOURS OF OPERATION:&nbsp; 8:00 AM TO&nbsp; NOON","2019-11-22T08:11:14.000","2019-11-26T07:11:17.000","2019-12-07T12:12:00.000","Active",,"19801",,"BEALLSVILLE","RD",,"BEALLSVILLE","MD","20839","39.180112","-77.411687",,"POINT (-77.411687 39.180112)"
"263654","ST FRANCIS OF ASSISI CATHOLIC","HOLIDAY CAZAARD FLEA MARKET&nbsp; ON NOVEMBER 9 ,2019 FROM 9:00 AM TO 2:00PM ; mail log 415013&nbsp; from 10/23/19&nbsp;processed , copy sent to via email and regular mail on 11/01/2019","2019-10-29T10:10:31.000","2019-11-01T11:11:19.000","2019-11-09T12:11:00.000","Active",,"6701",,"MUNCASTER_MILL","RD",,"DERWOOD","MD",,"0","0",,"POINT (0 0)"
"263491","DROTT LODGE #168","ANNUAL SWEDISH BAZAAR : NOVEMBER 2ND,&nbsp; ( HOURS OF OPERATION: 11:00 AM - 2:30 PM )( FOOD WILL BE SERVED - COPY OF TEMP. FOOD LICENSE RECEIPT SUBMITTED, NO ALCOHOL,TENTS, STAGES )","2019-10-18T12:10:39.000","2019-10-31T06:10:48.000","2019-11-02T12:11:00.000","Active",,"11815",,"SEVEN LOCKS","RD",,"POTOMAC","MD","20854","39.050411","-77.162854",,"POINT (-77.162854 39.050411)"
"262407","SAINT ANTDREW ORTHODOX CHURCH","ROMANINAN FOOD FESTIVAL: SEPT. - 27TH - 29TH SEPTEMBER&nbsp; ( NOTE: 501 (C) (3) SUBMITTED, &nbsp;FOOD WILL BE SERVED - RECEIPT SUBMITTED ; ALCOHOL WILL BE SERVED)","2019-09-03T02:09:33.000","2019-10-09T01:10:00.000","2019-09-29T12:09:00.000","Active",,"9111",,"RIVER","RD",,"POTOMAC","MD","20854","39.005155","-77.186128",,"POINT (-77.186128 39.005155)"
"261968","CALLEVA INC","HAUNTED ATTRACTIONS: DAYS OF OPERATION: OCT., 4;5;11;12;18;19;25;26;27;31 NOV.; 1;2 - TIME OF OPERATION: 7:00 -10:30 PM&nbsp; ( NOTE: 501 (C)(3), FOOD LICENSE RECEIPT SUBMITTED - RELATED BUILDING PERMITS: 884622; 884627 )","2019-08-22T09:08:43.000","2019-10-08T10:10:46.000","2019-11-02T12:11:00.000","Active",,"19120",,"MARTINSBURG","RD",,"DICKERSON","MD","20842","39.179946","-77.47661",,"POINT (-77.47661 39.179946)"
"263274",,"&nbsp;BENEFIT PERFORMANCE FOR CHURCH&nbsp; "" CHURCH FOOD &amp; CULTURAL FESTIVAL ( OCTUBER 05 FROM 11:00AM TO 10:00 PM&nbsp; AND OCTUBER 6 FROM 12:00 PM TO 9:00 PM","2019-10-01T01:10:48.000","2019-10-04T02:10:05.000","2019-10-06T12:10:00.000","Active",,"10660",,"RIVER","RD",,"POTOMAC","MD","20854","39.025032","-77.219476",,"POINT (-77.219476 39.025032)"
"263237","EMMANUEL LUTHERAN CHURCH","BENEFIT PERFORMANCE FOR THE CHURCH&nbsp; SUNDAY OCTUBER 6TH FROM 1:00PM TO 6:00PM","2019-09-26T02:09:11.000","2019-10-03T09:10:01.000","2019-10-06T12:10:00.000","Active",,"7730",,"BRADLEY","BLVD",,"BETHESDA","MD","20817","39.011703","-77.158866",,"POINT (-77.158866 39.011703)"
"263038","MORALES FRIES","ONE DAY FESTIVAL: SEPT. 22ND 2019 : 11:00 AM - 9:00 PM ( NOTE : FOOD WILL BE PREPARED ON SITE, STAGES LESS THAN 36"" HIGH, 5-10'.0 X10'.0 TENTS SEPERATED, ALCOHOL WILL BE SERVED - ALCOHOL LICENSE APPLICATION SUBMITTED)","2019-09-18T11:09:54.000","2019-09-19T08:09:26.000","2019-09-22T12:09:00.000","Active",,"15901",,"OLD COLUMBIA","PIKE",,"BURTONSVILLE","MD","20866","39.117725","-76.929397",,"POINT (-76.929397 39.117725)"
"262707","ST ROSE OF LIMA PARISH","48 TH ANNUAL FALL FESTIVAL : SEPT. 28TH : 8:00 AM - 4:00PM ; ANTICIPATED ATTENDANCE: 350 PERSONS; 75 VEHICLES: ( NOTE: 501 (C) (3) SUBMITTED, FOOD &amp; ALCOHOL WILL BE SERVED - RECEIPTS SUBMITTED; NO TEMP.TENTS/ GENERATORS;&nbsp; ON SITE COOKING - MCFRS SPECIAL OPERATIONS EVENT REQUEST FORM SUBMITTED )","2019-09-10T03:09:06.000","2019-09-13T07:09:04.000","2019-09-28T12:09:00.000","Active",,"11701",,"CLOPPER","RD",,"GAITHERSBURG","MD","20878","39.149816","-77.241888",,"POINT (-77.241888 39.149816)"
"261587","RAICES INC.","CULTURAL FESTIVAL : 09-08-2019 - FROM: 11:00 AM - 9:00M ( NOTE:&nbsp;&nbsp;FOOD&nbsp; WILL SUPPLIED BY PRIVATE VENDORS ; 501(C)(3) SUBMITTED ;&nbsp; SEPERATE POP TENTS WILL BE ON SITE, STAGE BELOW 36""&nbsp; ; NO GENERATORS) ; 08-20-2019 - PROCESSED, MAILED TO : TED LOZA.","2019-08-08T01:08:24.000","2019-08-20T08:08:59.000","2019-09-08T12:09:00.000","Active",,"1",,"VETERANS","PL",,"SILVER SPRING","MD","20910","38.997495","-77.024552",,"POINT (-77.024552 38.997495)"
"260941","WOMENS' BOARD OF MEDSTAR MONTGOMERY HOSPITAL","ANNUAL PICNIC &amp; BAZAAR: HOURS OF OPERATION: 10:00 AM TO 8:00 PM  ( RELATED U &amp; O:&nbsp;369587 ) ( NOTE: 501 (C) (3) SUBMITTED,FOOD WILL BE SERVED - FOOD LICENSE APPLICATION RECEIPT WILL BE EMAILED) ; 06-17-2019 - PROCESSED, MAILED TO CUSTOMER.","2019-06-13T03:06:40.000","2019-06-17T02:06:35.000","2019-07-23T12:07:00.000","Active",,"2801",,"OLNEY SANDY SPRING","RD",,"OLNEY","MD","20832","39.150907","-77.058205",,"POINT (-77.058205 39.150907)"
"254161","WESTBROOK ELEMENTARY SCHOOL","CARNIVAL : MAY 31ST FROM: 3:00&nbsp; - 7:00 PM ( NOTE: 501 (C) (3) SUBMITTED, &nbsp;FOOD PROVIDED BY FOOD TRUCKS, AND CONCESSION WILL PROVIDE READY TO EAT SNACKS, NO ALCOHOLIC BEVERAGES)","2019-05-22T01:05:55.000","2019-06-03T07:06:56.000","2019-05-31T12:05:00.000","Active",,"5110",,"ALLAN","TER",,"BETHESDA","MD","20816","38.959811","-77.10313",,"POINT (-77.10313 38.959811)"
"237608","GREEK ORTHODOX CHURCH","GREEK FESTIVAL DAY &amp; HOURS OF OPERATION: ( MAY 31ST: 12:00PM - 10:00 PM ; JUNE 1ST: 12;00 PM - 11:00 PM ; JUNE 2ND: 12;00PM - 8:00 PM ) NOTE: FOOD &amp; ALCOHOL WILL BE SERVCED- COPIES OF RECEIPT/APPLICATION &amp; 501 (C)(3)SUBMITTED ; TENTS WILL BE PLACED - RELATED U &amp; O: 368073","2019-03-29T10:03:46.000","2019-06-03T07:06:37.000","2019-06-02T12:06:00.000","Active",,"7701",,"BRADLEY","BLVD",,"BETHESDA","MD","20817","39.013569","-77.157217",,"POINT (-77.157217 39.013569)"
"246798","ST LUKE SERBIAN ORTHODOX CHURCH","BENEFIT PERFORMANCE FOR A LUKE SERBIAN ORTHODOX CHURCH&nbsp;&nbsp; ONE DAY EVENT&nbsp; MAY&nbsp; 18/2018&nbsp; FROM 11:00AM TO 9:00PM&nbsp;&nbsp; U&amp;O APPL WAS SUBMITTED ON THIS DATE # 368791","2019-05-06T11:05:34.000","2019-05-24T11:05:25.000","2019-05-18T12:05:00.000","Active",,"10660",,"RIVER","RD",,"POTOMAC","MD","20854","39.025032","-77.219476",,"POINT (-77.219476 39.025032)"
"236658","SAINT ANDREW ROMANIAN ORTHODOX CHURCH","ROMANIAN FOOD FESTIVAL: MAY 17TH;18TH;19TH FROM : 10:00 AM&nbsp; - 8:00 PM ( NOTE: FOOD &amp; ALCOHOL RECEIPT AND APPLICATION SUBMITTED - TENTS WILL BE ON SITE - U &amp; O APPLICATION SUBMITTED - RELATED U &amp; O :","2019-03-25T01:03:57.000","2019-05-23T02:05:43.000","2019-05-19T12:05:00.000","Active",,"9111",,"RIVER","RD",,"POTOMAC","MD","20854","39.005155","-77.186128",,"POINT (-77.186128 39.005155)"
"242188","SANDY SPRING MUSEUM","STRAWBERRY FESTIVAL: JUNE 1ST : 10:00 AM - 5:00PM ; JUNE 2ND: 11:00 AM - 4:00 PM ( NOTE: VENDORS WILL BE ON SITE - EVIDENCE OF FOOD &amp; ALCOHOL LICENSE APPLICATION SUBMITTED, 501(C)(3) SUBMITTED; 10'.0 X 10'.0 POP TENTS WILL BE ON SITE) - RELATED U &amp; O : 368891","2019-04-24T12:04:50.000","2019-05-23T02:05:17.000","2019-06-02T12:06:00.000","Active",,"17901",,"BENTLEY","RD",,"SANDY SPRING","MD","20860","39.149705","-77.021459",,"POINT (-77.021459 39.149705)"
"242083","POTOMAC SOCCER ASSOCIATION","SOCCER TOURNAMENT - ALL DAY EVENT&nbsp;( NOTE: 501 (C)(3) SUBMITTED - NO FOOD / ALCOHOLIC BEVERAGES, NO TENTS) ; 04-26-2019 - PROCESSED, MAILED TO APPLICANT.","2019-04-24T11:04:38.000","2019-04-26T07:04:58.000","2019-05-27T12:05:00.000","Active",,"14660",,"HUGHES","RD",,"POOLESVILLE","MD","20837","39.095431","-77.411767",,"POINT (-77.411767 39.095431)"
"240778","ATEMIS RACING INC","USAC SANCTIONED CRITERIUM STYLE BICYCLE RACE DURING THE&nbsp;HOURS OF : 7:00 AM TO 6:00 PM;&nbsp;( NOTE: 501 (C)(3), SITE PLAN AND ACTIVITY SCHEDULE SUBMITTED - NO FOOD / ALCOHOLIC ON SITE, POP TENT ON SITE) 04-23-2019 - PROCESSED, AWAITING PICK UP.","2019-04-17T01:04:59.000","2019-04-23T09:04:25.000","2019-05-04T12:05:00.000","Active",,"22300",,"COMSAT","DR",,"CLARKSBURG","MD","20871","39.220729","-77.276294",,"POINT (-77.276294 39.220729)"
"234148","THE WOMEN'S CLUB OF CHEVY CHASE","BENEFIT PERFORMANCE ; FOR COMMUNITY ART SHOW AND SALE ; NO TENTS OR STAGES WILL BE ERECTED OR USED FOR THIS EVENT ; EVENT DAYS APRIL 5, 2019( 2-5PM); APRIL 6( 11-5:00PM) AND APRIL 7 ( 1:00PM TO 5:00PM)&nbsp;&nbsp; FOOD LICENSE# 505&nbsp;, ALCOHOLIC&nbsp; BEVERAGE LIC #42620 ,AND TAX EXEMPT FOR WAS SUBMITTED ON THIS DATE. MAIL LOG 405711 03/04/2019PROCESSED , MAILED ON THIS DATE","2019-03-08T10:03:14.000","2019-03-18T10:03:23.000","2019-04-07T12:04:00.000","Active",,"7931",,"CONNECTICUT","AVE",,"CHEVY CHASE","MD","20815","38.990219","-77.076865",,"POINT (-77.076865 38.990219)"
"232476","MARYLAND SOCCER FOUNDATION","&nbsp;&nbsp; BENEFIT PERFORMANCE&nbsp; LICENSE FOR&nbsp; NON-PROFIT&nbsp; ORGANNIZATION ,&nbsp;( HOME SHOW )&nbsp;ON 03/01/ 2019&nbsp; FROM 10:00PM / 03/02 FROM 10:00AM TO 8:00PM AND 03/03 FROM 10:00AM TO 6:00PM&nbsp;&nbsp;","2019-02-27T02:02:40.000","2019-03-01T11:03:37.000","2019-03-03T12:03:00.000","Active",,"18031",,"CENTRAL PARK","CIR",,"BOYDS","MD","20841","39.152719","-77.311719",,"POINT (-77.311719 39.152719)"
"227191","STOP DROP AND PLAY CHILDREN'S MUSEUM","FUNDRAISER FROM: 6:00 TO 8:00 PM ( NOTE: NO TENTS,FOOD, ALCHOLIC, NO STAGE - SNOW DATE: 03-02-2019&nbsp;) ; 01-11-2019 - PROCESSED, MAILED TO CUSTOMER.","2019-01-07T08:01:12.000","2019-01-11T06:01:20.000","2019-02-23T12:02:00.000","Active",,"10211",,"LEWIS","DR",,"DAMASCUS","MD","20872","39.291013","-77.212397",,"POINT (-77.212397 39.291013)"
"226390","UPPER MONTGOMERY COUNTY FIRE DEPT.","SANTA BREAKFAST:&nbsp; FROM : 8:00 AM TO NOON; FOOD WILL BE SERVED, NO ALCOHOLIC BEVERAGES ( NOTE: COPIES OF FOOD LICENSE CERTIFICATE: 2567: EXPIRES: 01-31-2019; &nbsp;TAX EXEMPT CERT.: 52-0845257 &amp; MAP&nbsp;SUBMITTED)","2018-11-15T07:11:26.000","2018-11-16T07:11:20.000","2018-12-08T12:12:00.000","Active",,"19801",,"BEALLSVILLE","RD",,"BEALLSVILLE","MD","20839","39.180112","-77.411687",,"POINT (-77.411687 39.180112)"
"226376",,"BENEFIT PERFORMANCE FOR ST FRANCIS OF ASSISI CHURCH ;&nbsp; EVENT ON 11/10/2018 FROM 9:00AM TO 2:00PM&nbsp;&nbsp; (APPLICATION WAS RECEIVED ON 11/08/2018 AND ASSIGNED TO MR MORANMAIL LOG 402164 11/07/2018","2018-11-08T02:11:31.000","2018-11-09T12:11:38.000","2018-11-10T12:11:00.000","Active",,"6701",,"MUNCASTER_MILL","RD",,"DERWOOD","MD",,"0","0",,"POINT (0 0)"
"226371","DROTT LODGE #168 VASA","&nbsp;BENEFIT PERFORMENCE FOR THE LODGE ORGANIZATION , 501 (C) ATTACHE TO THE APPLICATION&nbsp;; ANUAL SWEDISH BAZAR;  EVENT DATE&nbsp; NOVEMBER 3 2018 FROM 11:00AM TO 2:30PM COPY SENT TO CUSTOMER EMAIL , AND A COPY BY MAIL .","2018-10-19T02:10:11.000","2018-11-02T12:11:24.000","2018-11-03T12:11:00.000","Active",,"11815",,"SEVEN LOCKS","RD",,"POTOMAC","MD","20854","39.050411","-77.162854",,"POINT (-77.162854 39.050411)"
"226332","ST ANDREW ROMANIAN ORTHODX CHURCH","ROMANIAN FOOD FESTIVAL: 28TH TO 30TH SEPTEMBER: 10:00 AM - 8:00 PM DAILY (NOTE:&nbsp; COPIES OF501 (C) (3); &nbsp;FOOD LICENSE RECEIPT, ALCOHOL LICENSE AND SPECIAL EVENT APPLICATION SUBMITTED ; RELATED U &amp; O FOR TEMP. TENT) ; 10-01-2018 - PROCESSED, MAILED, COPY SENT TO IMAGING ON THIS DATE..","2018-09-06T03:09:00.000","2018-10-01T09:10:48.000","2018-09-30T12:09:00.000","Active",,"9111",,"RIVER","RD",,"POTOMAC","MD","20854","39.005155","-77.186128",,"POINT (-77.186128 39.005155)"
"226333","ST.ROSE OF LIMA PARISH","47TH ANNUAL FALL&nbsp; FIESTAFUNDRAISER&nbsp; SATURDAY SEPTEMBER 29 2018 , CUSTMER HAVE SUBMITTED APROOF OF , HEALTH DEPATRTMENT , ALCHOL DEP , SPECIAL APPLICATION ,&nbsp; TAX FORM. DATE 09/29/2018 FROM 9:00 AM&nbsp; TO 4:00PM , INSITE EVENT.; PROCESSED MAILED &nbsp;UP &nbsp;, COPY SENT TO IMAGING ON THIS DATE.","2018-09-07T12:09:48.000","2018-09-11T02:09:13.000","2018-09-29T12:09:00.000","Active",,"11701",,"CLOPPER","RD",,"GAITHERSBURG","MD","20878","39.149816","-77.241888",,"POINT (-77.241888 39.149816)"
"226310","MARKOFFS HAUNTED  FOREST","&nbsp;HAUNTED FOREST &nbsp;ATTRACTIONS&nbsp;&nbsp; FROM OCTUBER 2018, 5,6,12,13,19,20,21,26,27,28,31&nbsp; DUSK UNTIL 11PM&nbsp;&nbsp; BUSSINESS NAME CAMP CALLEVA INC TAX FORM, HEALTH AND HUMAN&nbsp;SERVICE&nbsp;RECIPT&nbsp;WAS &nbsp;SUBMITTED WITH THE APPLICATIONS .09/05/2018 PROCESSED , MAILED , COPY SENT TO IMAGING ON THIS DATE","2018-08-28T02:08:36.000","2018-09-05T10:09:09.000","2018-08-31T12:08:00.000","Active",,"19120",,"MARTINSBURG","RD",,"DICKERSON","MD","20842","39.179946","-77.47661",,"POINT (-77.47661 39.179946)"
"226269","THE BERNIE HOUSE","MUSIC AND ARTS FUNDRAISING EVENT: FRIDAY HOURS: 3:00 PM TO 1:00 AM ; SATURDAY HOURS: 9:00 AM TO 2:00 AM SUNDAY ( NOTE: COPIES OF FOOD LICENSE RECEIPT, ALCOHOL &amp; SPECIAL EVENTS APPLICATION, STAGES ON SITE - &lt; 3'.0 ; NO TENTS ONLY FOOD CANOPY; 501 (C) ( 3) SUBMITTED) ; 08-17-2018 - PROCESSED, MAILED TO: THE BERNIE HOUSE: 26138 RIDGE ROAD, DAMASCUS, MD 20872 ; COPY SENT TO IMAGING ON THIS DATE.","2018-08-07T11:08:57.000","2018-08-17T07:08:45.000","2018-09-23T12:09:00.000","Active",,"11820",,"HAWKES","RD",,"CLARKSBURG","MD","20871","39.253772","-77.247829",,"POINT (-77.247829 39.253772)"
