OBJECTID,OWNER,PARK_NAME,FACILITY_C,TYPE_,ACRES,URL,SHAPE
486,Takoma Park,Colby Tot Lot,,Municipal,0.23194041,,"(38.97870577300006, -76.99771870399996)"
504,M-NCPPC,Matthew Henson State Park Unit #1,L09,Stream Valley,69.926482669999999,http://www.mc-mncppc.org/parks/,"(39.07160644600003, -77.07700120099997)"
518,WSSC,CIRCLE WOODS,,,0.59307315,,"(38.97120780600005, -77.00369403199994)"
525,Somerset,Somerset  Park,,Municipal,16.735156060000001,,"(38.96710183400006, -77.08880761699999)"
532,Rockville,Rockmead Park,,Municipal,20.198836969999999,http://www.rockvillemd.gov/parks-facilities/rockmead.htm,"(39.07640642100006, -77.16969581999996)"
535,WSSC,WSSC Avenel Site,,WWTP,160.145372750000007,,"(38.99281838100006, -77.19575971599994)"
537,Chevy Chase Village,Large Oliver Park,,Municipal,0.50501869,,"(38.96659449500004, -77.08569521399994)"
546,State of Maryland,Seneca Creek State Park,,State,6293.94793301000027,,"(39.14818087200007, -77.32584589599998)"
549,Chevy Chase Village,Brookville Park,,Municipal,0.34960832,,"(38.97569454200004, -77.07237336899993)"
554,Somerset,Founders Park,,Municipal,0.06352425,,"(38.968169843000055, -77.09551333899998)"
561,Rockville,Karn Park,,Municipal,0.11074251,http://www.rockvillemd.gov/parks-facilities/karn.htm,"(39.08166060900004, -77.15796597199994)"
576,Chevy Chase Sec. III,Gazebo Park,,Municipal,0.10644721,,"(38.97972050100003, -77.07392664199995)"
578,Rockville,DPW Water Treatment Facility,,Municipal,7.31695148, ,"(39.02168000800003, -77.23419383699996)"
581,State of Maryland,Strider WMA,,State,234.71856489999999,,"(39.15599778400008, -77.26464776499995)"
582,Rockville,Israel Park,,Municipal,3.46986786,http://www.rockvillemd.gov/parks-facilities/lincoln.htm,"(39.09387447000006, -77.14485605299996)"
592,WSSC,T. Howard Duckett Watershed,,Water Supply,1001.884292060000007,,"(39.14499203500003, -76.96107089199995)"
593,State of Maryland,Dierssen WMA,,State,49.398151910000003,,"(39.05571543800005, -77.29513339199997)"
600,Takoma Park,Upper Portal Park,,Municipal,0.3387259,,"(38.97836847700006, -77.01839716899997)"
601,Garrett Park,Cambria Park,,Municipal,1.94010075,,"(39.03431124900004, -77.08982337599997)"
611,Chevy Chase Village,Belmont Buffer Park,,Municipal,1.0984522,,"(38.963416679000034, -77.08540541099995)"
617,Somerset,Capella Park,,Municipal,3.23755172,,"(38.96813781700007, -77.08901499299998)"
619,Rockville,Friends Park,,Municipal,0.15014195,http://www.rockvillemd.gov/parks-facilities/friends.htm,"(39.08389821700007, -77.15667919999999)"
620,Town of Chevy Chase,Tarrytown Park,,Municipal,0.50394277,,"(38.986143844000026, -77.08381197199998)"
627,State of Maryland,McKee-Beshers WMA,,State,1968.143068170000106,,"(39.08527655900008, -77.42693705099998)"
628,Friendship Heights,Hubert Humphrey Friendship Park,,Municipal,0.88925329,,"(38.96402902400007, -77.08870786399996)"
636,Rockville,Courthouse Square Park,,Municipal,1.45744174,http://www.rockvillemd.gov/parks-facilities/chsquare.htm,"(39.08376626300003, -77.15108824499998)"
637,Chevy Chase Village,Boxwood Park,,Municipal,0.21798018,,"(38.968019060000074, -77.07806871999998)"
652,Takoma Park,Jackson Boyd Park,,Municipal,0.2759089,,"(38.979111723000074, -77.00153087699994)"
665,Takoma Park,CIRCLE WOODS,,,0.77227094,,"(38.971741465000036, -77.00398742199997)"
666,Takoma Park,CIRCLE WOODS,,,0.52827659,,"(38.971437696000066, -77.00342492099998)"
668,Chevy Chase Village,Newlands Park,,Municipal,0.55947945,,"(38.97265071600003, -77.07687766599997)"
672,Takoma Park,Jequie Park,,Municipal,1.83941724,,"(38.98172434000003, -77.02020600799995)"
683,Friendship Heights,Willoughby Park,,Municipal,0.66702162,,"(38.96297178400005, -77.08921199899999)"
790,United States,C&O Canal National Historical Park,,National,4080.348938139999973,,"(39.06840274700005, -77.33054165699997)"
964,M-NCPPC,Kensington Heights Neighborhood Park,B31,Neighborhood,4.05970671,http://www.montgomeryparks.org/parks-and-trails/kensington-heights-neighborhood-park/,"(39.033842037000056, -77.06769608099995)"
995,M-NCPPC,North Germantown Greenway SVP,S05,Stream Valley,385.364497700000015,http://www.montgomeryparks.org/parks-and-trails/north-germantown-greenway-stream-valley-park/,"(39.205064794000066, -77.22626645299994)"
1019,M-NCPPC,Wildcat Branch SVU 1,P74,Stream Valley,17.41341882,https://montgomeryparks.org/parks-and-trails/wildcat-branch-stream-valley-park/,"(39.216217398000026, -77.22877176199995)"
1025,M-NCPPC,Wildcat Branch SVU 3,P62,Stream Valley,30.158928039999999,https://montgomeryparks.org/parks-and-trails/wildcat-branch-stream-valley-park/,"(39.241755503000036, -77.21242905099996)"
1028,M-NCPPC,Jeane Onufry Local Park,F24,Local,8.12874349,http://www.montgomeryparks.org/,
1031,M-NCPPC,Norwood Local Park,D07,Local,17.126923869999999,http://www.montgomeryparks.org/parks-and-trails/norwood-local-park/,"(38.97497305500008, -77.09371806399997)"
1035,M-NCPPC,Elm Street Urban Park,A10,Urban,2.01208674,http://www.montgomeryparks.org/parks-and-trails/elm-street-urban-park/,"(38.982652114000075, -77.09129488399998)"
1037,M-NCPPC,Caroline Freeland Urban Park,A08,Urban,1.122751,http://www.montgomeryparks.org/parks-and-trails/caroline-freeland-urban-park/,"(38.98284859900008, -77.09859929899994)"
1051,M-NCPPC,Carderock Springs NCA,C06,Neighborhood Conservation,7.12585642,http://www.montgomeryparks.org/parks-and-trails/carderock-springs-neighborhood-conservation-area/,"(38.97932015900005, -77.16686885599995)"
1058,M-NCPPC,South Gunner's Branch Local Park,E02,Local,14.751141090000001,http://www.montgomeryparks.org/parks-and-trails/south-gunners-branch-local-park/,"(39.150952344000075, -77.27144613899998)"
1061,M-NCPPC,Kingsview Local Park,D83,Local,8.228493289999999,http://www.montgomeryparks.org/parks-and-trails/kingsview-local-park/,
1064,M-NCPPC,Germantown Town Center Urban Park,A28,Urban,7.25014668,http://www.montgomeryparks.org/parks-and-trails/germantown-town-center-urban-park/,
1067,M-NCPPC,Waters Landing Local Park,E61,Local,11.71561571,http://www.montgomeryparks.org/parks-and-trails/waters-landing-local-park/,"(39.19627879700005, -77.27483627399994)"
1070,M-NCPPC,Woodacres Local Park,E22,Local,8.2016957,http://www.montgomeryparks.org/parks-and-trails/woodacres-local-park/,
1074,M-NCPPC,Gene Lynch Urban Park,A33,Urban,0.2486675,https://www.montgomeryparks.org/parks-and-trails/gene-lynch-urban-park/,"(38.99482528400006, -77.02930784299997)"
1078,M-NCPPC,Calverton-Galway Local Park,F03,Local,60.940679719999999,http://www.montgomeryparks.org/parks-and-trails/calverton-galway-local-park/,
1082,M-NCPPC,Tanglewood Neighborhood Park,E51,Neighborhood,22.26746279,http://www.montgomeryparks.org/parks-and-trails/tanglewood-neighborhood-park/,"(39.073271926000075, -76.94362128399996)"
1111,M-NCPPC,Laytonsville Local Park,D64,Local,11.819159470000001,http://www.montgomeryparks.org/parks-and-trails/laytonsville-local-park/,"(39.21051069300006, -77.15633550799998)"
1114,M-NCPPC,Sundown Road Local Park,F07,Local,21.388273470000001,http://www.montgomeryparks.org/parks-and-trails/sundown-road-local-park/,"(39.21112300800007, -77.12600046499995)"
1131,M-NCPPC,Rockwood Special Park,L08,Special,45.047064829999997,http://www.montgomeryparks.org/parks-and-trails/rockwood-special-park/,"(38.980891779000046, -77.22076866699996)"
1136,M-NCPPC,Brookdale Neighborhood Park,B65,Neighborhood,2.95806244,http://www.montgomeryparks.org/parks-and-trails/brookdale-neighborhood-park/,"(38.96143329900008, -77.09200233299998)"
1139,M-NCPPC,Chevy Chase Local Park,D24,Local,2.80994495,http://www.montgomeryparks.org/parks-and-trails/chevy-chase-local-park/,"(38.979954650000025, -77.06633068299999)"
1152,M-NCPPC,Battery Lane Urban Park,A03,Urban,1.95477628,http://www.montgomeryparks.org/parks-and-trails/battery-lane-urban-park/,"(38.991098555000065, -77.10042489399996)"
1157,M-NCPPC,Carroll Knolls Local Park,D01,Local,3.91871083,http://www.montgomeryparks.org/parks-and-trails/carroll-knolls-local-park/,
1161,M-NCPPC,Newport Mill Local Park,D77,Local,9.41113618,http://www.montgomeryparks.org/parks-and-trails/newport-mill-local-park/,"(39.04086063400007, -77.06913433299997)"
1163,M-NCPPC,Pleasant View Local Park,D90,Local,3.48075352,http://www.montgomeryparks.org/parks-and-trails/pleasant-view-local-park/,
1170,M-NCPPC,Glenmont Greenway Urban Park,A27,Urban,2.85374577,http://www.montgomeryparks.org/parks-and-trails/glenmont-greenway-urban-park/,"(39.060323003000065, -77.05153105599999)"
1176,M-NCPPC,King's Crossing Local Park,E69,Local,10.01629221,http://www.montgomeryparks.org/parks-and-trails/kings-crossing-local-park/,
1179,M-NCPPC,Burning Tree Local Park,D17,Local,11.15852825,http://www.montgomeryparks.org/parks-and-trails/burning-tree-local-park/,"(38.99032560000006, -77.14219463199998)"
1185,M-NCPPC,Bradley Hills NCA,C04,Neighborhood Conservation,4.67636052,http://www.montgomeryparks.org/parks-and-trails/bradley-hills-neighborhood-conservation-area/,"(39.00152413600006, -77.13765241399994)"
1187,M-NCPPC,McCrillis Gardens Special Park,L01,Special,6.50854384,http://www.montgomeryparks.org/parks-and-trails/mccrillis-house-gardens/,"(39.006727255000044, -77.13955493799995)"
1191,M-NCPPC,Meadowbrook Maintenance Annex,N22,Misc. Non-Recreational Facility,1.13422701,http://www.montgomeryparks.org/,"(38.99942941100005, -77.05460103399997)"
1196,M-NCPPC,Glenfield Local Park,D47,Local,15.90662212,http://www.montgomeryparks.org/parks-and-trails/glenfield-local-park/,"(39.06915868800007, -77.04719725599995)"
1199,M-NCPPC,Colesville Manor Neighborhood Park,B06,Neighborhood,4.12439886,http://www.montgomeryparks.org/parks-and-trails/colesville-manor-neighborhood-park/,"(39.081412457000056, -77.00501598799997)"
1202,M-NCPPC,Kings Local Park,D61,Local,23.279123850000001,http://www.montgomeryparks.org/parks-and-trails/kings-local-park/,"(39.24460030700004, -77.27811553599997)"
1211,M-NCPPC,John Haines Neighborhood Park,B29,Neighborhood,14.52264635,http://www.montgomeryparks.org/parks-and-trails/john-haines-neighborhood-park/,"(39.26745075400004, -77.22293903699995)"
1217,M-NCPPC,Bennett Creek Conservation Park,S20,Conservation,402.829418939999982,https://www.montgomeryparks.org/parks-and-trails/bennett-creek-conservation-park/,
1219,M-NCPPC,Philadelphia Avenue Urban Park,A17,Urban,0.1831754,http://www.montgomeryparks.org/parks-and-trails/philadelphia-avenue-urban-park/,"(38.98944462500003, -77.02611544199993)"
1223,M-NCPPC,Muncaster Manor Local Park,E56,Local,9.39451886,https://www.montgomeryparks.org/parks-and-trails/muncaster-manor-local-park/,
1226,M-NCPPC,Lois Y. Green Conservation Park,S03,Conservation,252.537568609999994,http://www.montgomeryparks.org/parks-and-trails/lois-y-green-conservation-park-trails/,"(39.18123691400007, -77.16543097399995)"
1229,M-NCPPC,Goshen Branch SVP,P11,Stream Valley,130.259621989999999,http://www.montgomeryparks.org/parks-and-trails/goshen-branch-stream-valley-park/,"(39.20974342900007, -77.18433865799994)"
1232,M-NCPPC,Great Seneca SVU 5,P82,Stream Valley,98.000479299999995,https://www.montgomeryparks.org/parks-and-trails/great-seneca-stream-valley-park/,
1239,M-NCPPC,Great Seneca SVU 7,P84,Stream Valley,147.649396179999997,https://www.montgomeryparks.org/parks-and-trails/great-seneca-stream-valley-park/,
1248,M-NCPPC,Magruder Branch SVU 1,P25,Stream Valley,174.184346229999989,http://www.montgomeryparks.org/parks-and-trails/magruder-branch-stream-valley-park-lower/,"(39.24668290200003, -77.20198571699996)"
1250,WSSC,Damascus Wastewater Treatment Plant,,WWTP,7.42039281,,
1254,M-NCPPC,Damascus Recreational Park,G02,Recreational,283.212976570000023,https://www.montgomeryparks.org/parks-and-trails/damascus-recreational-park/,
1257,M-NCPPC,Oak Ridge Conservation Park,H04,Conservation,181.22791706999999,http://www.montgomeryparks.org/parks-and-trails/oak-ridge-conservation-park/,"(39.280006599000046, -77.22799613499996)"
1278,M-NCPPC,Little Seneca Greenway SVP,P23,Stream Valley,299.006486820000021,https://www.montgomeryparks.org/parks-and-trails/little-seneca-greenway-stream-valley-park/,
1292,M-NCPPC,Great Seneca SVU 9,P86,Stream Valley,164.521195129999995,https://www.montgomeryparks.org/parks-and-trails/great-seneca-stream-valley-park/,
1348,M-NCPPC,Longwood Local Park,D67,Local,12.36365915,http://www.montgomeryparks.org/parks-and-trails/longwood-local-park/,"(39.17534356900006, -77.05953422599998)"
1367,M-NCPPC,Rachel Carson Conservation Park,G09,Conservation,801.448317650000035,http://www.montgomeryparks.org/parks-and-trails/rachel-carson-conservation-park/,
1370,M-NCPPC,Germantown East Local Park,D45,Local,8.076462790000001,http://www.montgomeryparks.org/parks-and-trails/germantown-east-local-park/,
1375,M-NCPPC,Fox Chapel Neighborhood Park,B17,Neighborhood,15.47701137,http://www.montgomeryparks.org/parks-and-trails/fox-chapel-neighborhood-park/,"(39.17173277100005, -77.23977878299996)"
1383,M-NCPPC,Great Seneca SVU 1,P78,Stream Valley,460.695376880000026,https://www.montgomeryparks.org/parks-and-trails/great-seneca-stream-valley-park/,"(39.165462115000025, -77.22219528599999)"
1390,Gaithersburg,Blohm Park,,Municipal,29.759313590000001,,"(39.165733257000056, -77.21428333399996)"
1420,M-NCPPC,Seneca Landing Special Park,K02,Special,20.18450224,https://www.montgomeryparks.org/parks-and-trails/seneca-landing-special-park/,"(39.071289970000066, -77.34154821899995)"
1424,M-NCPPC,Berryville Road NCA,C45,Neighborhood Conservation,3.82703349,http://www.montgomeryparks.org/parks-and-trails/berryville-road-neighborhood-conservation-area/,"(39.08406421600006, -77.32562713099998)"
1427,M-NCPPC,Darnestown Local Park,D31,Local,11.67866463,http://www.montgomeryparks.org/parks-and-trails/darnestown-local-park/,"(39.10822880500007, -77.29478165399996)"
1430,M-NCPPC,Darnestown Heritage Park,A26,Urban,0.66883775,http://www.montgomeryparks.org/parks-and-trails/darnestown-heritage-park/,"(39.103816693000056, -77.29085510399995)"
1439,M-NCPPC,Muddy Branch SVU 1,P27,Stream Valley,393.88850272000002,https://www.montgomeryparks.org/parks-and-trails/muddy-branch-stream-valley-park/,"(39.09235615500006, -77.27354713999995)"
1442,M-NCPPC,Aberdeen Local Park,E24,Local,14.496841399999999,http://www.montgomeryparks.org/parks-and-trails/aberdeen-local-park/,"(39.10017682100005, -77.25800138399995)"
1446,M-NCPPC,Dufief Local Park,D34,Local,15.42672881,http://www.montgomeryparks.org/parks-and-trails/dufief-local-park/,"(39.101034929000036, -77.23522327099994)"
1448,M-NCPPC,Quince Orchard Knolls Local Park,D92,Local,9.572467769999999,http://www.montgomeryparks.org/parks-and-trails/quince-orchard-knolls-local-park/,"(39.10728944600004, -77.24743097599998)"
1454,Gaithersburg,Lake Placid Dam,,Municipal,0.27653398,,"(39.11033659200007, -77.23649643699997)"
1457,Gaithersburg,Lakelands Park,,Municipal,11.63819503,,"(39.11594960900004, -77.23355101399994)"
1461,Gaithersburg,Kentlands Green,,Municipal,1.24670029,,"(39.118943588000036, -77.23870589899997)"
1464,Gaithersburg,Inspiration Park,,Municipal,0.12543922,,"(39.119130648000066, -77.23998203499997)"
1467,Gaithersburg,Main Street Pavillion,,Municipal,0.38333957,,"(39.12165131900008, -77.23829645099994)"
1470,Gaithersburg,Little Quarry Park,,Municipal,5.80312803,,"(39.12449090700005, -77.24474817399994)"
1479,Gaithersburg,Kentlands Lakes Park,,Municipal,57.851614159999997,,"(39.11902703000004, -77.24362703799994)"
1486,Gaithersburg,Washingtonian Woods Park,,Municipal,16.248432149999999,,"(39.11126838800004, -77.22077297099997)"
1493,Gaithersburg,Muddy Branch Park,,Municipal,62.958631560000001,,"(39.11550040800006, -77.22349993099994)"
1498,Gaithersburg,Lakelands Stream Valley Park,,Municipal,63.08415067,,"(39.11681013200007, -77.22623472399994)"
1502,Gaithersburg,Lake Varuna Park,,Municipal,14.07373473,,"(39.121426384000074, -77.22940448699995)"
1505,Gaithersburg,NIKE Missle Park,,Municipal,3.08416703,,"(39.11703586200008, -77.21749547799999)"
1508,Gaithersburg,Crown Woods,,Municipal,4.19861057,,"(39.11657916000007, -77.21117195899996)"
1510,Gaithersburg,Green Park,,Municipal,17.201807519999999,,
1513,Gaithersburg,Malcolm King Park,,Municipal,78.469982599999994,,"(39.124001081000074, -77.20737205399996)"
1518,Gaithersburg,Morris Park,,Municipal,30.702944200000001,,"(39.13055963800008, -77.19000014699998)"
1521,Gaithersburg,Rosemont Stream Valley Park,,Municipal,19.108141450000002,,"(39.12551360600003, -77.19325650899998)"
1525,Gaithersburg,Casey Community Center,,Municipal,3.79856054,,"(39.12264586100008, -77.18284347599996)"
1527,Gaithersburg,Summerfield Park,,Municipal,0.42830653,,
1530,Gaithersburg,Christman Park,,Municipal,4.11787327,,"(39.13064081700003, -77.20324237599993)"
1534,Gaithersburg,Walder Park,,Municipal,2.7325818,,"(39.13392531000005, -77.20312000299998)"
1537,Gaithersburg,International Lattitude Observatory Park,,Municipal,2.25089149,,"(39.13680311400003, -77.19807748899996)"
1539,Gaithersburg,Bohrer Park at Summit Hall Farm and Activity Center,,Municipal,56.577984399999998,,"(39.13562058500003, -77.19218950599998)"
1543,Gaithersburg,Duvall Park,,Municipal,3.12003833,,"(39.13684316000007, -77.18696385499999)"
1546,Gaithersburg,City Hall and Civic Center Park,,Municipal,5.34941254,,"(39.14055060100003, -77.19143096999994)"
1548,Gaithersburg,Wells-Robertson House,,Municipal,2.4452889,,"(39.14103997400008, -77.19134634899996)"
1551,Gaithersburg,Olde Towne Square,,Municipal,1.20379494,,"(39.141818483000065, -77.19249984199996)"
1554,Gaithersburg,Constitution Gardens,,Municipal,1.46847769,,"(39.14412179000004, -77.19569146999999)"
1559,Washington Grove,Morgan Park,,Municipal,4.89897481,,"(39.13612503500008, -77.17549442099994)"
1565,Washington Grove,Railroad Park,,Municipal,0.05268066,,"(39.138403148000066, -77.17961254599999)"
1577,Washington Grove,Woodward Park,,Municipal,9.25157478,,"(39.13734197100007, -77.17469753099994)"
1582,Washington Grove,Chapel Park,,Municipal,0.5860836,,"(39.14010684300007, -77.17584732999995)"
1584,Washington Grove,Howard Park,,Municipal,1.80667955,,"(39.14038803300008, -77.17566630099998)"
1587,Washington Grove,Wade Park,,Municipal,0.5406255,,"(39.142126321000035, -77.17363079099994)"
1591,Washington Grove,Hickory Park,,Municipal,0.12205905,,"(39.141994400000044, -77.17708198899999)"
1594,Washington Grove,McCouley Park,,Municipal,0.12408523,,"(39.14316133700004, -77.17512277999998)"
1597,Washington Grove,West Woods Forest Reserve,,Municipal,47.677144349999999,,"(39.14745544500005, -77.17549966799999)"
1600,Gaithersburg,Kelley Park,,Municipal,28.080648149999998,,"(39.14675775200004, -77.17836444699998)"
1603,Gaithersburg,Victory Farms Park,,Municipal,57.938466220000002,,"(39.153011408000054, -77.18700601799998)"
1611,Washington Grove,East Woods Forest Reserve,,Municipal,37.973498980000002,,"(39.14024225000003, -77.16965623199997)"
1613,Washington Grove,Zoe Wadsworth Park,,Municipal,2.59174507,,"(39.13960455600005, -77.17319724299995)"
1616,Gaithersburg,Travis Avenue Park,,Municipal,1.42308469,,"(39.16328255500008, -77.21851122499999)"
1619,Gaithersburg,Brown Station Park,,Municipal,26.787724319999999,,"(39.15003800200003, -77.21901618499999)"
1628,Gaithersburg,"Public Works, Parks, Maintenance, & Engineering",,Municipal,20.067275479999999,,"(39.14219974100007, -77.23049622399998)"
1632,Gaithersburg,Robertson Park,,Municipal,8.8277956,,"(39.14023716300005, -77.23004650499996)"
1637,Gaithersburg,Diamond Farms Park,,Municipal,23.525650769999999,,"(39.13402058200006, -77.22827868499996)"
1641,Gaithersburg,SWM Facility,,Municipal,0.68026748,,"(39.13447912100003, -77.23986991199996)"
1648,Gaithersburg,Kentlands Elementary School Plaque,,Municipal,0.01165875,,"(39.117098199000054, -77.24618233199999)"
1650,Rockville,Rockville Dog Park,,Municipal,2.15571474,http://www.rockvillemd.gov/parks-facilities/dogpark.htm,"(39.11905568700007, -77.17707145999998)"
1654,Rockville,Mattie J.T. Stepanek Park,,Municipal,24.159993239999999,http://www.rockvillemd.gov/parks-facilities/stepanek.htm,"(39.11860383800007, -77.17819654399995)"
1657,Rockville,King Farm Homestead Park,,Municipal,4.99886781,http://www.rockvillemd.gov/parks-facilities/kingfarm.htm,"(39.11805636100007, -77.17313114499996)"
1659,Rockville,King Farm Stream Valley Park,,Municipal,5.31529404,http://www.rockvillemd.gov/parks-facilities/kingfarm.htm,"(39.11195601500003, -77.17741723199998)"
1662,Rockville,King Farm Stream Valley Park,,Municipal,2.70431058,http://www.rockvillemd.gov/parks-facilities/kingfarm.htm,"(39.11136041300006, -77.17976201499994)"
1665,Rockville,King Farm Stream Valley Park,,Municipal,5.75962418,http://www.rockvillemd.gov/parks-facilities/kingfarm.htm,"(39.11042355500007, -77.17556277399996)"
1669,Rockville,King Farm Stream Valley Park,,Municipal,9.671337899999999,http://www.rockvillemd.gov/parks-facilities/kingfarm.htm,"(39.109495733000074, -77.17919322199998)"
1671,Rockville,King Farm 12 Acre Park,,Municipal,12.012867099999999,http://www.rockvillemd.gov/parks-facilities/kingfarm.htm,"(39.11220553000004, -77.16681115799997)"
1675,Rockville,King Farm Stream Valley Park,,Municipal,4.79968047,http://www.rockvillemd.gov/parks-facilities/kingfarm.htm,
1678,Rockville,King Farm Stream Valley Park,,Municipal,1.89549522,http://www.rockvillemd.gov/parks-facilities/kingfarm.htm,"(39.10998995700004, -77.16927158699997)"
1681,Rockville,King Farm Stream Valley Park,,Municipal,1.53947129,http://www.rockvillemd.gov/parks-facilities/kingfarm.htm,"(39.110205294000025, -77.16314472599998)"
1684,Rockville,King Farm Stream Valley Park,,Municipal,3.45285081,http://www.rockvillemd.gov/parks-facilities/kingfarm.htm,"(39.10803685600007, -77.16591955799998)"
1687,Rockville,King Farm Stream Valley Park,,Municipal,4.61799224,http://www.rockvillemd.gov/parks-facilities/kingfarm.htm,"(39.10729340900008, -77.16458444799997)"
1689,Rockville,King Farm Stream Valley Park,,Municipal,13.239032630000001,http://www.rockvillemd.gov/parks-facilities/kingfarm.htm,"(39.10699989700004, -77.16689689099996)"
1693,Rockville,Senior Center Park,,Municipal,8.791354999999999,http://www.rockvillemd.gov/parks-facilities/senior.htm,"(39.10168764700006, -77.17697758199995)"
1696,Rockville,Upper Watts Branch Forest Preserve,,Municipal,3.18384477,http://www.rockvillemd.gov/parks-facilities/upperwatts.htm,"(39.10147821100003, -77.17393781699997)"
1700,Rockville,Upper Watts Branch Forest Preserve,,Municipal,69.193270279999993,http://www.rockvillemd.gov/parks-facilities/upperwatts.htm,"(39.10479578500008, -77.16967889899996)"
1702,Rockville,College Gardens Park,,Municipal,6.16166001,http://www.rockvillemd.gov/parks-facilities/collgarpark.htm,"(39.10024522400005, -77.16272547599993)"
1705,Rockville,Anderson Park,,Municipal,13.546855239999999,http://www.rockvillemd.gov/parks-facilities/andersonpark.htm,"(39.095643712000026, -77.16376098099994)"
1708,Rockville,Woodley Gardens Park,,Municipal,40.294503640000002,http://www.rockvillemd.gov/parks-facilities/woodley.htm,"(39.09425089700005, -77.16806249099994)"
1711,Rockville,Swim Center,,Municipal,21.281857500000001,http://www.rockvillemd.gov/parks-facilities/swim.htm,"(39.09205276300003, -77.15781244399994)"
1714,Rockville,Welsh Park,,Municipal,11.683808340000001,http://www.rockvillemd.gov/parks-facilities/welsh.htm,"(39.09023855600003, -77.15814488399997)"
1718,Rockville,Peg Santee Park,,Municipal,0.70325607,http://www.rockvillemd.gov/parks-facilities/mannakee.htm,
1721,Rockville,Rockville Town Square,,Municipal,0.35799647,http://www.rockvillemd.gov/parks-facilities/townsquare.htm,"(39.08617688900006, -77.15108336399999)"
1724,Rockville,Beall-Dawson House & Park,,Municipal,1.40402088,http://www.rockvillemd.gov/parks-facilities/bealldawson.htm,"(39.08492900500005, -77.15491795999998)"
1727,Rockville,Jacquilin Trells Williams Park,,Municipal,1.04350011,http://www.rockvillemd.gov/parks-facilities/jacquil.htm,"(39.08304897600004, -77.15486478199995)"
