"application_type","permit_number","work_type","addeddate","issuedate","description","businesstype","street_number","pre_direction","street_name","street_suffix","post_direction","city","state","zip_code","latitude","longitude","general_location","location"
"CODE MODIFICATION","959242","ALTER","2021-07-09T10:07:30.000","2022-02-02T03:02:25.000","CODE MOD&nbsp;&nbsp; NFPA 101 31 .3.4.4.2 (2)","COMMERCIAL","116",,"LEE","AVE",,"TAKOMA PARK","MD","20912","38.980979","-77.007874",,"POINT (-77.007874 38.980979)"
"CODE MODIFICATION","952561","ALTER","2021-05-12T10:05:39.000","2022-02-02T03:02:22.000","I request a modification of (code/edition) : State of Maryland Fire Prevention Code amendment to NFPA 45 (2015)","COMMERCIAL","20340",,"SENECA MEADOWS","PKWY",,"GERMANTOWN","MD","20876","39.189326","-77.254279",,"POINT (-77.254279 39.189326)"
"CODE MODIFICATION","958341","CONSTRUCT","2021-07-01T11:07:17.000","2022-02-02T03:02:06.000","2018 IRC. R101.2 SCOPE/ R202 DEFINITION OF ""STORY","RESIDENTIAL","9764",,"WINDFLOWER","WAY",,"BETHESDA","MD","20817","39.016646","-77.14416",,"POINT (-77.14416 39.016646)"
"CODE MODIFICATION","950862","ALTER","2021-04-28T11:04:43.000","2022-02-01T04:02:07.000","2015 International Building Code","COMMERCIAL","10237",,"CARROLL","PL",,"KENSINGTON","MD","20895","39.024556","-77.072959",,"POINT (-77.072959 39.024556)"
"CODE MODIFICATION","950853","ALTER","2021-04-28T11:04:38.000","2022-02-01T03:02:52.000","2015 Life Safety Code &amp; 2015 IBC","COMMERCIAL","10237",,"CARROLL","PL",,"KENSINGTON","MD","20895","39.024556","-77.072959",,"POINT (-77.072959 39.024556)"
"CODE MODIFICATION","950017","ALTER","2021-04-21T02:04:42.000","2022-02-01T03:02:51.000","NFPA 1221 2016","COMMERCIAL","10540",,"METROPOLITAN","AVE",,"KENSINGTON","MD","20895","39.027983","-77.07273",,"POINT (-77.07273 39.027983)"
"CODE MODIFICATION","945490","ALTER","2021-03-16T09:03:37.000","2022-02-01T03:02:38.000",,"COMMERCIAL","310",,"TULIP","AVE",,"TAKOMA PARK","MD","20912","38.976804","-77.012555",,"POINT (-77.012555 38.976804)"
"CODE MODIFICATION","944455","ALTER","2021-03-05T05:03:15.000","2022-02-01T03:02:34.000","<p>CODE MODIFICATION - MoCo 2015 adoption of the 2015 Maryland State Fire Prevention Code</p><p>Section 26.3.1</p>","COMMERCIAL","9900",,"BELWARD CAMPUS","DR",,"ROCKVILLE","MD","20850","39.104451","-77.207936",,"POINT (-77.207936 39.104451)"
"CODE MODIFICATION","944139","ALTER","2021-03-04T08:03:06.000","2022-02-01T03:02:05.000",,"COMMERCIAL","7710",,"WOODMONT","AVE",,"BETHESDA","MD","20814","38.986717","-77.09645",,"POINT (-77.09645 38.986717)"
"CODE MODIFICATION","941144","ALTER","2021-02-04T10:02:43.000","2022-02-01T02:02:49.000","<p>Utilize NPFA 101 2018 in lieu of NFPA 101 2015</p><p>Floors 12-14&nbsp; </p>","RESIDENTIAL","7272",,"WISCONSIN","AVE",,"BETHESDA","MD","20814","38.982053","-77.093426",,"POINT (-77.093426 38.982053)"
"CODE MODIFICATION","940052","ALTER","2021-01-26T09:01:23.000","2022-02-01T02:02:32.000","CODE OF MONTGOMERY COUNTY REGULATIONS CHAPTER 22 FIRE SAFETY CODE 22.00.07.24 AND 22.00.07.26","COMMERCIAL","4924",,"ST ELMO","AVE",,"BETHESDA","MD","20814","38.988136","-77.097906",,"POINT (-77.097906 38.988136)"
"CODE MODIFICATION","943985","ALTER","2021-03-03T09:03:44.000","2022-02-01T02:02:25.000","IBC (2018) &amp; IEBC (2018)","RESIDENTIAL","1305",,"BALLARD","ST",,"SILVER SPRING","MD","20910","39.001187","-77.03318",,"POINT (-77.03318 39.001187)"
"CODE MODIFICATION","943090","ALTER","2021-02-23T06:02:28.000","2022-02-01T02:02:11.000",,"COMMERCIAL","20629",,"BOLAND FARM","RD",,"GERMANTOWN","MD","20876","39.194599","-77.245432",,"POINT (-77.245432 39.194599)"
"CODE MODIFICATION","939294","ALTER","2021-01-19T12:01:15.000","2022-02-01T02:02:08.000","CODE MODIFICATION - IBC 2018","COMMERCIAL","9600",,"FOREST","RD",,"BETHESDA","MD","20814","39.013633","-77.114008",,"POINT (-77.114008 39.013633)"
"CODE MODIFICATION","940766","ADD","2021-02-02T11:02:22.000","2022-02-01T02:02:03.000","2018 IRC","RESIDENTIAL","806",,"HAYWARD","AVE",,"TAKOMA PARK","MD","20912","38.97781","-76.996202",,"POINT (-76.996202 38.97781)"
"CODE MODIFICATION","928658","ALTER","2020-10-01T10:10:49.000","2022-02-01T01:02:34.000","MODIFICATION TO CODE - NFPA 1 2018 AND COUNTY REGULATION","COMMERCIAL","8787",,"GEORGIA","AVE",,"SILVER SPRING","MD","20910","38.999293","-77.031313",,"POINT (-77.031313 38.999293)"
"CODE MODIFICATION","931172","ALTER","2020-10-26T10:10:47.000","2022-02-01T01:02:21.000","<p>NFPA 1 Section 10.11.6.1 - Grill locations; and Montgomery County Memo on Outdoor Cooking.</p><p><br></p>","COMMERCIAL","4700",,"HAMPDEN","LN",,"BETHESDA","MD","20814","38.982779","-77.094117",,"POINT (-77.094117 38.982779)"
"CODE MODIFICATION","927824","ALTER","2020-09-24T12:09:19.000","2022-02-01T01:02:15.000","NFPA 13,20136 Edition","COMMERCIAL","7750",,"AIRPARK","RD",,"GAITHERSBURG","MD","20879","39.170759","-77.15845",,"POINT (-77.15845 39.170759)"
"CODE MODIFICATION","934919","ALTER","2020-12-01T10:12:02.000","2022-02-01T01:02:05.000","CODE MOD--NFPA 1, 2015, SEC 10.10.6.1","COMMERCIAL","7000",,"WISCONSIN","AVE",,"CHEVY CHASE","MD","20815","38.979236","-77.092005",,"POINT (-77.092005 38.979236)"
"CODE MODIFICATION","919970","ALTER","2020-07-14T11:07:49.000","2022-01-27T11:01:58.000","<p>CODE MODIFICATION: IBC 2015 SECTION 905.3.1</p> <p><br> </p> <p><br> </p>","COMMERCIAL","20006",,"FREDERICK","RD",,"GERMANTOWN","MD","20876","39.18343","-77.239632",,"POINT (-77.239632 39.18343)"
"CODE MODIFICATION","919973","ALTER","2020-07-14T11:07:40.000","2022-01-27T11:01:38.000","<p>CODE MODIFICATION: IBC 2015 SECTION 905.3.1</p> <p><br> </p> <p><br> </p>","COMMERCIAL","20020",,"FREDERICK","RD",,"GERMANTOWN","MD","20876","39.184381","-77.239983",,"POINT (-77.239983 39.184381)"
"CODE MODIFICATION","919971","ALTER","2020-07-14T11:07:35.000","2022-01-27T11:01:10.000","<p>CODE MODIFICATION: IBC 2015 SECTION 905.3.1</p> <p><br> </p> <p><br> </p>","COMMERCIAL","20014",,"FREDERICK","RD",,"GERMANTOWN","MD","20876","39.183806","-77.239697",,"POINT (-77.239697 39.183806)"
"CODE MODIFICATION","919972","ALTER","2020-07-14T11:07:14.000","2022-01-27T11:01:00.000","<p>CODE MODIFICATION: IBC 2015 SECTION 905.3.1</p> <p><br> </p> <p><br> </p>","COMMERCIAL","20016",,"FREDERICK","RD",,"GERMANTOWN","MD","20876","39.183988","-77.239786",,"POINT (-77.239786 39.183988)"
"CODE MODIFICATION","919968","ALTER","2020-07-14T11:07:15.000","2022-01-27T10:01:55.000","<p>CODE MODIFICATION: IBC 2015 SECTION 905.3.1</p> <p><br> </p> <p><br> </p>","COMMERCIAL","20004",,"FREDERICK","RD",,"GERMANTOWN","MD","20876","39.183366","-77.239855",,"POINT (-77.239855 39.183366)"
"CODE MODIFICATION","919966","ALTER","2020-07-14T11:07:34.000","2022-01-27T10:01:52.000","<p>CODE MODIFICATION: IBC 2015 SECTION 905.3.1</p> <p><br> </p> <p><br> </p>","COMMERCIAL","20002",,"FREDERICK","RD",,"GERMANTOWN","MD","20876","39.183318","-77.240097",,"POINT (-77.240097 39.183318)"
"CODE MODIFICATION","919964","ALTER","2020-07-14T11:07:16.000","2022-01-27T10:01:31.000","<p>CODE MODIFICATION: IBC 2015 SECTION 905.3.1</p><p><br></p><p><br></p>","COMMERCIAL","20000",,"FREDERICK","RD",,"GERMANTOWN","MD","20876","39.183248","-77.240332",,"POINT (-77.240332 39.183248)"
"CODE MODIFICATION","916452","ALTER","2020-06-11T01:06:06.000","2022-01-27T09:01:50.000","2015 NFPA101","RESIDENTIAL","9650",,"ROCKVILLE","PIKE",,"BETHESDA","MD","20814","39.013984","-77.100237",,"POINT (-77.100237 39.013984)"
"CODE MODIFICATION","912949","ALTER","2020-05-07T11:05:48.000","2022-01-27T09:01:33.000","CODE MOD--&nbsp; 2015 NFPA 101","COMMERCIAL","6701",,"ROCKLEDGE","DR",,"BETHESDA","MD","20817","39.03057","-77.134373",,"POINT (-77.134373 39.03057)"
"CODE MODIFICATION","915630","ALTER","2020-06-04T02:06:46.000","2022-01-27T09:01:18.000","Chapter 8 County Code Amendment to IBC 2015","RESIDENTIAL","8015",,"OLD GEORGETOWN","RD",,"BETHESDA","MD","20814","38.990069","-77.102284",,"POINT (-77.102284 38.990069)"
"CODE MODIFICATION","916472","ALTER","2020-06-11T02:06:18.000","2022-01-27T09:01:12.000","code mod","COMMERCIAL","6801",,"ROCKLEDGE","DR",,"BETHESDA","MD","20817","39.030802","-77.138745",,"POINT (-77.138745 39.030802)"
"CODE MODIFICATION","916454","ALTER","2020-06-11T01:06:22.000","2022-01-27T09:01:07.000","2018 IBC","RESIDENTIAL","9650",,"ROCKVILLE","PIKE",,"BETHESDA","MD","20814","39.013984","-77.100237",,"POINT (-77.100237 39.013984)"
"CODE MODIFICATION","927031","ALTER","2020-09-17T09:09:49.000","2022-01-27T04:01:02.000","FDC CODE","COMMERCIAL","5809",,"NICHOLSON","LN",,"ROCKVILLE","MD","20852","39.045805","-77.116131",,"POINT (-77.116131 39.045805)"
"CODE MODIFICATION","926198","ALTER","2020-09-10T08:09:51.000","2022-01-27T03:01:30.000","2015 ER 4-15 (2015 IBC)","COMMERCIAL","7373",,"WISCONSIN","AVE",,"BETHESDA","MD","20814","38.983594","-77.093263",,"POINT (-77.093263 38.983594)"
"CODE MODIFICATION","924955","ALTER","2020-08-27T12:08:02.000","2022-01-27T03:01:28.000","2018 IBC 1006.2.2 AND NFPA 101 SECTION 39.2.5","COMMERCIAL","5530",,"WISCONSIN","AVE",,"CHEVY CHASE","MD","20815","38.964888","-77.088313","SUITE 1100","POINT (-77.088313 38.964888)"
"CODE MODIFICATION","925654","ALTER","2020-09-03T02:09:52.000","2022-01-27T03:01:26.000","CODE MOD -IBC 2018&nbsp;&nbsp; 1026.3","COMMERCIAL","6905",,"ROCKLEDGE","DR",,"BETHESDA","MD","20817","39.027274","-77.139808",,"POINT (-77.139808 39.027274)"
"CODE MODIFICATION","925211","ALTER","2020-08-31T02:08:45.000","2022-01-27T03:01:15.000","<p>2018 IRC #311.7/.R311.7.2 headroom</p><p>The pre existing condition is the headroom from stair tread noising to structural double floor joist is 6""-1"". Moving the existing structural double floor joists is cost prohibitive, moving the structural floor joist that is currently holding up a structural wall that begins at the entry level and extends up to the second floor landing. This move would require that the front door entry floor space be reduced in size as to not allow the existing front door to fully open.</p>","RESIDENTIAL","8505",,"HEMPSTEAD","AVE",,"BETHESDA","MD","20817","38.995017","-77.116871",,"POINT (-77.116871 38.995017)"
"CODE MODIFICATION","919979","ALTER","2020-07-14T11:07:49.000","2022-01-27T02:01:49.000","<p>CODE MODIFICATION: IBC 2015 SECTION 905.3.1</p> <p><br> </p> <p><br> </p>","COMMERCIAL","20032",,"FREDERICK","RD",,"GERMANTOWN","MD","20876","39.185071","-77.240527",,"POINT (-77.240527 39.185071)"
"CODE MODIFICATION","919980","ALTER","2020-07-14T11:07:22.000","2022-01-27T02:01:45.000","<p>CODE MODIFICATION: IBC 2015 SECTION 905.3.1</p> <p><br> </p> <p><br> </p>","COMMERCIAL","20034",,"FREDERICK","RD",,"GERMANTOWN","MD","20876","39.185006","-77.240756",,"POINT (-77.240756 39.185006)"
"CODE MODIFICATION","922884","ALTER","2020-08-10T11:08:13.000","2022-01-27T02:01:42.000","<p>CODE MODIFICATION: NFPA 101 (Building permit #914396)</p><p><strong>Hearing Date: 08/11/2020 @9:00AM</strong></p>","COMMERCIAL","7272",,"WISCONSIN","AVE",,"BETHESDA","MD","20814","38.982053","-77.093426","Level 20","POINT (-77.093426 38.982053)"
"CODE MODIFICATION","919978","ALTER","2020-07-14T11:07:21.000","2022-01-27T01:01:43.000","<p>CODE MODIFICATION: IBC 2015 SECTION 905.3.1</p> <p><br> </p> <p><br> </p>","COMMERCIAL","20030",,"FREDERICK","RD",,"GERMANTOWN","MD","20876","39.184912","-77.240141",,"POINT (-77.240141 39.184912)"
"CODE MODIFICATION","919975","ALTER","2020-07-14T11:07:29.000","2022-01-27T01:01:38.000","<p>CODE MODIFICATION: IBC 2015 SECTION 905.3.1</p> <p><br> </p> <p><br> </p>","COMMERCIAL","20024",,"FREDERICK","RD",,"GERMANTOWN","MD","20876","39.184427","-77.240359",,"POINT (-77.240359 39.184427)"
"CODE MODIFICATION","919977","ALTER","2020-07-14T11:07:57.000","2022-01-27T01:01:04.000","<p>CODE MODIFICATION: IBC 2015 SECTION 905.3.1</p> <p><br> </p> <p><br> </p>","COMMERCIAL","20026",,"FREDERICK","RD",,"GERMANTOWN","MD","20876","39.184637","-77.24046",,"POINT (-77.24046 39.184637)"
"CODE MODIFICATION","910124","ALTER","2020-04-06T08:04:09.000","2022-01-26T11:01:14.000","2015 IMC","COMMERCIAL","3201",,"AUTOMOBILE","BLVD",,"SILVER SPRING","MD","20904","39.077799","-76.945604",,"POINT (-76.945604 39.077799)"
"CODE MODIFICATION","900870","ALTER","2020-01-02T12:01:18.000","2021-04-30T10:04:04.000","<p>CODE MODIFICATION</p> <p>IMC 2015<img src=""""></p>","COMMERCIAL","11272",,"GEORGIA","AVE",,"SILVER SPRING","MD","20902","39.040413","-77.051646",,"POINT (-77.051646 39.040413)"
"CODE MODIFICATION","909970","ALTER","2020-04-02T03:04:27.000","2020-05-06T02:05:36.000",,"COMMERCIAL",,,,,,,,,"0","0","4915 & 4921 Auburn Ave. Bethesda MD 20814","POINT (0 0)"
"CODE MODIFICATION","909967","ALTER","2020-04-02T03:04:59.000","2020-05-06T02:05:25.000",,"COMMERCIAL",,,,,,,,,"0","0","4915 & 4921 Auburn Ave. Bethesda MD 20814","POINT (0 0)"
"CODE MODIFICATION","910717","ALTER","2020-04-13T01:04:22.000","2020-05-06T02:05:19.000","NFPA","COMMERCIAL","4120",,"HOWARD","AVE",,"KENSINGTON","MD","20895","39.030229","-77.081362",,"POINT (-77.081362 39.030229)"
"CODE MODIFICATION","909969","ALTER","2020-04-02T03:04:27.000","2020-05-06T02:05:12.000",,"COMMERCIAL",,,,,,,,,"0","0","4915 & 4921 Auburn Ave. Bethesda MD 20814","POINT (0 0)"
"CODE MODIFICATION","891337","CONSTRUCT","2019-09-30T01:09:10.000","2019-11-21T08:11:57.000","<p>CODE MODIFICATION HEARING - 2015 IMC; Section 407 (Building permit #875769)</p><p><br></p><p><strong>Hearing Date: 10/08/2019</strong> </p>","COMMERCIAL","10540",,"METROPOLITAN","AVE",,"KENSINGTON","MD","20895","39.027983","-77.07273",,"POINT (-77.07273 39.027983)"
"CODE MODIFICATION","893647","ALTER","2019-10-21T10:10:35.000","2019-11-21T08:11:24.000","<p>SISTER PERMIT #<strong>817430 </strong>on SAME DRAWING&nbsp;(2nd Address 16051 Frederick Rd)</p><p>Code Modification Hearing.... IBC 2015 SECTION 603.1</p><p><br></p><p>Hearing on Tuesday, 10/29/2019</p><p><br></p>","COMMERCIAL","16041",,"FREDERICK","RD",,"ROCKVILLE","MD","20855","39.118703","-77.170918",,"POINT (-77.170918 39.118703)"
"CODE MODIFICATION","892578","ALTER","2019-10-10T03:10:59.000","2019-11-21T08:11:11.000","Fire Department apparatus Access width (ER 8-16)&nbsp; on Residential property.","RESIDENTIAL","18810",,"CHANDLEE MILL","RD",,"SANDY SPRING","MD","20860","39.164701","-77.031621",,"POINT (-77.031621 39.164701)"
"CODE MODIFICATION","890964","ALTER","2019-09-26T09:09:34.000","2019-11-21T08:11:11.000","3RD FLOOR DAYCARE - IBC SECTION 104.11 / NFPA 1 SECTION 1.4","COMMERCIAL","7750",,"WISCONSIN","AVE",,"BETHESDA","MD","20814","38.98752","-77.095174",,"POINT (-77.095174 38.98752)"
"CODE MODIFICATION","893347","ALTER","2019-10-17T11:10:06.000","2019-11-21T08:11:04.000","<p>IBC 2015 AND NFPA 101 2015 EDITION</p><p><br></p>","COMMERCIAL","12358",,"PARKLAWN","DR",,"ROCKVILLE","MD","20852","39.059854","-77.111871",,"POINT (-77.111871 39.059854)"
"CODE MODIFICATION","891048","ALTER","2019-09-26T01:09:32.000","2019-11-21T08:11:02.000","&nbsp;MIXED USE BUILDING","COMMERCIAL","8210",,"DIXON","AVE",,"SILVER SPRING","MD","20910","38.991956","-77.027949",,"POINT (-77.027949 38.991956)"
"CODE MODIFICATION","894571","ALTER","2019-10-28T03:10:08.000","2019-11-21T07:11:19.000","NFPA 1&nbsp;&nbsp;&nbsp; Section 10.10.6.1","COMMERCIAL","8210",,"DIXON","AVE",,"SILVER SPRING","MD","20910","38.991956","-77.027949",,"POINT (-77.027949 38.991956)"
"CODE MODIFICATION","894725","ALTER","2019-10-29T02:10:02.000","2019-11-21T07:11:01.000","2015 IBC<br>403.6.1 AND 3007.1 - Fire Service Access Elevators","COMMERCIAL","7607",,"OLD GEORGETOWN","RD",,"BETHESDA","MD","20814","38.98588","-77.095835",,"POINT (-77.095835 38.98588)"
"CODE MODIFICATION","882934","ADD","2019-07-17T09:07:46.000","2019-08-16T08:08:51.000","<p>THE MARYLAND-NATIONAL CAPITAL PARK AND PLANNING COMMISSION&nbsp;</p> <p>NFPA&nbsp; 101/2015</p>","COMMERCIAL","18010",,"CENTRAL PARK","CIR",,"BOYDS","MD","20841","39.152104","-77.305647",,"POINT (-77.305647 39.152104)"
"CODE MODIFICATION","882932","ADD","2019-07-17T09:07:56.000","2019-08-16T08:08:05.000","<p>THE MARYLAND-NATIONAL CAPITAL PARK AND PLANNING COMMISSION&nbsp;</p><p>IBC 2015, NFPA 2015</p>","COMMERCIAL","18010",,"CENTRAL PARK","CIR",,"BOYDS","MD","20841","39.152104","-77.305647",,"POINT (-77.305647 39.152104)"
"CODE MODIFICATION","882167","ALTER","2019-07-11T10:07:03.000","2019-08-13T08:08:51.000","2015 NFPA 101---12.1.6","COMMERCIAL","5635",,"FISHERS","LA",,"ROCKVILLE",,"20850","0","0",,"POINT (0 0)"
"CODE MODIFICATION","882168","ALTER","2019-07-11T10:07:30.000","2019-08-13T08:08:09.000","<p>2015 NFPA 101 &amp; 2015 IBC</p><p>SUBSECTION NFPA 101 7.3.1.2 AND 2015 IBC 1004.1.2</p>","COMMERCIAL","5635",,"FISHERS","LA",,"ROCKVILLE",,"20850","0","0",,"POINT (0 0)"
