OBJECTID,CATEGORY,NAME,ADDRESS,CITY,ZIPCODE,PHONE,URL,DATA,POINT_X,POINT_Y,SHAPE
82,PRIVATE SCHOOL,Melvin J  Berman Hebrew Academy,13300 Arctic Ave,Rockville,20853,301-962-9400,http://www.mjbha.org/,P-12,1283649.249975299928337,512588.718716509989463,"(39.074111310000035, -77.10103908499997)"
83,PRIVATE SCHOOL,Mill Creek Parish Preschool,7101 Horizon Ter,Derwood,20855,301-926-3592,http://www.mcpp.org/,Preschool,1271994.864858180051669,539033.489240120048635,"(39.14667620600005, -77.14223556099995)"
84,PRIVATE SCHOOL,St Peters School,2900 Sandy Spring Rd,Olney,20832,301-774-9112,http://www.stpetersschoololney.org/pages/St__PetersSchool,P-8,1295151.749953730031848,539833.687458239961416,"(39.148943865000035, -77.06058639799994)"
85,PRIVATE SCHOOL,St Martin Of Tours School,115 S Frederick Ave,Gaithersburg,20877,301-990-2441,http://www.smsmd.org/,P-8,1257070.875017429934815,536419.124966620001942,"(39.13942254500006, -77.19483766899998)"
86,PRIVATE SCHOOL,Gaithersburg Presbyterian Prsch And Kndrgtn,610 S Frederick Ave,Gaithersburg,20877,301-977-5787,http://www.gppk.com/,P-K,1259272.37500896002166,532784.375022509950213,"(39.12945558400003, -77.18704974399998)"
87,PRIVATE SCHOOL,Seneca Academy,15601 Germantown Rd,Darnestown,20874,301-869-3728,http://www.senecaacademy.org/,P-5,1227270.374961599940434,526293.187460849992931,"(39.11139898500005, -77.29978555599996)"
88,PRIVATE SCHOOL,Academy At DuFief,15001 Dufief Dr,Gaithersburg,20878,301-309-1224,http://www.academychild.com/,N-P,1244862.375038479920477,522700.374965390015859,"(39.101676687000065, -77.23775426299994)"
89,PRIVATE SCHOOL,Resurrection Preschool,3315 Greencastle Rd,Burtonsville,20866,301-288-4665,http://www.resurrectionadw.org/index.php/2012-08-14-15-04-20/preschool,Preschool,1328281.374960330082104,520977.562506780028343,"(39.09717423400008, -76.94380872299996)"
90,PRIVATE SCHOOL,Childway,4058 Blackburn La,Burtonsville,20866,301-384-5753,http://www.childway.com/,N-P,1332197.968807729892433,524978.944118030020036,"(39.10815314000007, -76.92999763899996)"
91,PRIVATE SCHOOL,Georgetown Hill Woodley Gardens Campus,850 Nelson St,Rockville,20850,240-453-9047,http://www.georgetownhill.com/,N-P,1263641.500013730023056,519659.406291040009819,"(39.093442896000056, -77.17156104099996)"
92,PRIVATE SCHOOL,Diener School,11510 Falls Rd,Potomac,20854,301-299-4602,http://www.thedienerschool.org/,K-6 Special,,,"(39.04496638100005, -77.19343492599995)"
93,PRIVATE SCHOOL,Chabad Hebrew School of Potomac,11621 Seven Locks Rd,Potomac,20854,240-621-0770,http://www.chabadpotomac.com/templates/section_cdo/aid/1305060/jewish/HEBREW-SCHOOL.htm,K-7 Religious,,,"(39.047851983000044, -77.16164045899995)"
94,PRIVATE SCHOOL,Muslim Community School,7917 Montrose Rd,Potomac,20854,301-340-6713,http://www.mymcs.org/,P-8,1265428.999969210010022,506693.374975730024744,"(39.057851768000035, -77.16518038999999)"
95,PRIVATE SCHOOL,Green Acres School,11701 Danville Dr,Rockville,20852,301-881-4100,http://www.greenacres.org/,P-8,1275519.000039040111005,503441.53122840001015,"(39.04896802900004, -77.12963128199993)"
96,PRIVATE SCHOOL,Goddard School Gaithersburg,900 Wind River La,Gaithersburg,20878,301-208-8787,http://www.goddardschool.com/,N-K,1246979.045194270089269,533141.805379949975759,"(39.13035977700008, -77.23038849799997)"
97,PRIVATE SCHOOL,Apple Montessori School,7210 Hidden Creek Rd,Bethesda,20817,301-320-8832,http://applemontessorimd.com/,N-K,1271531.760566960088909,477824.37278057000367,"(38.98084126100008, -77.14997231199999)"
98,PRIVATE SCHOOL,Brookewood School (Avalon School),10401 Armory Ave,Kensington,20895,301-949-7997,http://www.brookewood.org/,1-12,1291122.746930150082335,495192.369110419997014,"(39.02636643900007, -77.07466433999997)"
99,PRIVATE SCHOOL,Siena School,1300 Forest Glen Rd,Silver Spring,20910,301-244-3600,http://www.thesienaschool.org/,4-12,1300388.38016295991838,491007.10519094002666,"(39.01686447800006, -77.03070228899998)"
100,PRIVATE SCHOOL,Georgetown Preparatory School,10900 Rockville Pike,North Bethesda,20852,301-493-5000,http://www.gprep.org/,9-12,1281191.875002379994839,497972.500003029999789,"(39.03239098800003, -77.10929139399997)"
101,PRIVATE SCHOOL,Academy of the Holy Cross,4920 Strathmore Ave,Kensington,20895,301-942-2100,http://www.academyoftheholycross.org/,9-12,1283925.750000400003046,497075.187517740007024,"(39.031517155000074, -77.10000527799997)"
102,PRIVATE SCHOOL,Millian Methodist Preschool,13025 Grenoble Dr,Rockville,20853,301-946-2222,http://www.millianchurch.org/millian-preschool.html,Preschool,1287159.750030030030757,511308.312487300019711,"(39.07060577100003, -77.08866932899997)"
103,PRIVATE SCHOOL,Montgomery Methodist Childrens Center,28325 Kemptown Rd,Damascus,20872,301-253-4884,http://www.mmchildrenscenter.org/wordpress/,Preschool,1254968.748553639976308,603661.419322210014798,"(39.324026167000056, -77.20277558399994)"
104,PRIVATE SCHOOL,Montrose Christian School,5100 Randolph Rd,Rockville,20852,301-770-5335,http://www.montrosechristian.org/,K-12,1283168.1381664799992,504851.074604930006899,"(39.05286489300005, -77.10270308799994)"
105,PRIVATE SCHOOL,Mother of God School,20501 Goshen Rd,Gaithersburg,20879,301-990-2088,www.mogschool.com,P-8,1260107.37500242004171,555951.000041470048018,"(39.19306632000007, -77.18427110699997)"
106,PRIVATE SCHOOL,Norwood School,8821 River Rd,Bethesda,20817,301-365-2595,http://www.norwoodschool.org/,K-8,1262055.388387120096013,486549.778989510028623,"(39.00252659000006, -77.17692337399995)"
107,PRIVATE SCHOOL,Ohr Kodesh Early Childhood Center,8300 Meadowbrook Ln,Chevy Chase,20815,301-589-3880,http://ohrkodesh.org/early-childhood-center,Preschool,1295054.875028880080208,483258.218721940007526,"(38.99360692700003, -77.06079513099996)"
108,PRIVATE SCHOOL,Olney Adventist Preparatory School,4100 Olney Laytonsville Rd,Olney,20832,301-570-2500,http://www.olneyprep.org/,K-8,1288955.917356160003692,544711.566346119972877,"(39.162323241000024, -77.08244909099994)"
109,PRIVATE SCHOOL,Oneness Family School,6701 Wisconsin Ave,Chevy Chase,20815,301-652-7751,http://www.onenessfamily.org/,N-8,1286634.250038119964302,477410.624988880008459,"(38.97753199700003, -77.09040201899995)"
110,PRIVATE SCHOOL,Potomac Glen Day School,9908 S Glen Rd,Potomac,20854,301-299-9193,http://www.potomacglendayschool.com/,N-K,1253990.500032929936424,495446.124977360013872,"(39.02695460700005, -77.20584070599995)"
111,PRIVATE SCHOOL,Potomac Nursery School,12300 Falls Rd,Potomac,20854,301-340-0579,http://potomacnurseryschool.com/,Nursery,1261664.000029500108212,506771.093726849998347,"(39.058045701000026, -77.17843969899997)"
112,PRIVATE SCHOOL,Primary Day School,7300 River Rd,Bethesda,20817,301-365-4355,http://www.theprimarydayschool.org/,P-2,1269889.124979859916493,481337.531217899988405,"(38.988253763000046, -77.14932759699997)"
113,PRIVATE SCHOOL,Gates of Discovery Rose & Geo Teller Presch,16620 Georgia Ave,Olney,20832,301-593-3410,http://www.shaaretefila.org/olney_preschool/,Preschool,1291577.225548639893532,532276.384230019990355,"(39.12818725400007, -77.07316918899994)"
114,PRIVATE SCHOOL,Shaare Torah Nursery School,1409 Main St,Gaithersburg,20878,301-869-9842,http://www.shaaretorah.org/life-long-learning/nursery-school.html,Nursery,1245150.827688009943813,528496.538802600000054,"(39.11742842100006, -77.23635627299996)"
115,PRIVATE SCHOOL,Rockville Nursery School and Kindergarten,301 Adclare Rd,Rockville,20850,301-762-2678,http://www.rnsandk.com/,N-K,1264025.124985399888828,515726.343728860025294,"(39.08263853600005, -77.17059805899999)"
116,PRIVATE SCHOOL,Rockville Presbyterian Coop Nursery School,215 W Montgomery Ave,Rockville,20850,301-762-1293,http://www.rpcns.org/,Nursery,1267505.918077389942482,516460.446257149975281,"(39.08467884700008, -77.15792584299999)"
117,PRIVATE SCHOOL,Crestview Montessori School,4728 Western Ave,Bethesda,20816,301-910-4728,http://crestviewmontessori.com/,N-K,,,"(38.95182452500006, -77.09768454199997)"
118,PRIVATE SCHOOL,Paint Branch Montessori School,10309 New Hampshire Ave,Hillandale,20903,301-434-0373,http://pbmontessori.com/,P-6,,,"(39.025462136000044, -76.97980577999994)"
119,PRIVATE SCHOOL,Sandy Spring Friends School,16923 Norwood Rd,Sandy Spring,20860,301-774-7455,http://www.ssfs.org/,P-K,1304841.500016659963876,534481.812520829960704,"(39.13426238100004, -77.02641384599997)"
120,PRIVATE SCHOOL,Silver Spring Nursery School,10309 New Hampshire Ave,Silver Spring,20903,301-434-2313,http://www.silverspringnurseryschool.org/,Preschool,1318096.547090400010347,494973.116869340010453,"(39.025786502000074, -76.97971573299998)"
