"session","primary_category","secondary_category","activityname","description","activitynumber","ages","location","address","city","state","zip","activity_facility","start_date","end_date","start_time","end_time","sessions","day_of_week","fee","status","locations"
"Winter 2020/2021","Therapeutic Recreation","Therapeutic Recreation Programs","TR Virtual Game Night","For individuals with disabilities. Join our Zoom meeting for a virtual ""Game Night"" with your friends from the BIG Game Nights, TGIF and others.  A chance to safely see each other and play Charades, Pictionary or game of choice.","105331","16 and up","Rec Virtual Room 6 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/29/2021","3/26/2021","1/0/1900 19:00","1/0/1900 20:30","3","F","0","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Health/Wellness","Yoga","Yoga Basics","This class introduces students to yogic principles of body alignment and breathing awareness, inspired by a meaningful intention and a joyful attitude. The instructor emphasizes standing poses and strengthening and stretching the legs, back, and shoulders. Benefits of this practice include improved muscle tone, increased circulation, better concentration, and deeper relaxation. A yoga mat and a yoga blanket and wear comfortable clothing. Students must practice with bare feet. Beginner and continuing levels.","96845","18 and up","Rec Virtual Room 1 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/14/2021","3/18/2021","1/0/1900 10:30","1/0/1900 11:30","10","Th","100","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Martial Arts","Tai Chi","Tai Chi","Participants will learn all 10 movements of Tai Chi / Vovinam Chikung form. The course begins with learning the basic concepts of Yin and Yang for meditation and moves on to the basic movements. Participants will also learn moving meditation, coordinating slow-flowing movement, deep rhythmic breathing, and a calm meditative state of mind. No experience required.","100922","18 and up","Rec Virtual Room 4 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/14/2021","3/18/2021","1/0/1900 19:00","1/0/1900 20:00","10","Th","100","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Art","Knitting/Crochet","Knit and Crochet Group 55+","The Holiday Park Yarn Group makes a variety of knitted and crocheted items for area charities. You can join via phone or online. Led by Carma Wilson. This is a Holiday Park Seniors, Inc. (HPSI) sponsored group.To register to join this Club, please contact Holiday Park Seniors, (HPSI) by phone at (240)777-6896 or via email at HolidayParkSeniors@outlook.com. Please leave your name and phone number and the name of the class/program for which you are registering for.","101031","55 and up","Virtual room unspecified","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/5/2021","4/20/2021","1/0/1900 10:00","1/0/1900 11:30","16","T","0","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Music","Special Events","Rearview Mirror 55+","Peter Hirsch and Rearview Mirror will do a Holiday Social Hour.  He and his partner will sing to celebrate the joy of the Holiday Season.  Free","97627","At least 55 but less than 105","Rec Virtual Room 6 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","12/17/2020","12/17/2020","1/0/1900 13:00","1/0/1900 14:00","1","Th","0","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Fitness","Pilates","Pilates for Fitness","This workout will increase strength, flexibility and energy levels. This program is designed to help lengthen, realign and redefine your body while improving posture, balance and coordination, easing chronic pain, and focusing on mental stability.","99288","18 and up","Rec Virtual Room 3 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/14/2021","3/4/2021","1/0/1900 18:00","1/0/1900 19:00","8","Th","80","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Fitness","Total Body Conditioning","ACT The Workout-Fitness","A vigorous, easy-to-follow, choreographed to strengthen and tone all muscle groups and improve cardiovascular fitness. ACT is designed to allow self-pacing for those who wish to work at low-impact steps.","96846","18 and up","Rec Virtual Room 2 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/16/2021","3/20/2021","1/0/1900 9:00","1/0/1900 10:00","10","Sa","75","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Fitness","Zumba","Zumba Toning","Take Zumba to the next level by adding resistance using Zumba� Toning Sticks or any household item 1-3lb. Light hand weights enhance your sense of rhythm and coordination, while toning target zones including the arms, core and lower body.","96827","18 and up","Rec Virtual Room 2 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/13/2021","3/17/2021","1/0/1900 19:00","1/0/1900 20:00","10","W","75","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Therapeutic Recreation","Therapeutic Recreation Programs","TR Saturday Social Friends at 5","For individuals with disabilities. Join our Zoom meeting for a virtual ""Be Happy Hour"" with your friends from the TR Social Clubs, BIG Game Nights, TGIF and others.  A chance to safely see each other, say hello, tell a joke or other story.","98579","16 and up","Rec Virtual Room 6 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/16/2021","3/27/2021","1/0/1900 17:00","1/0/1900 18:00","11","Sa","0","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Fitness","Zumba","Zumba Fitness","Ditch the typical work out and join the Latin dance fitness phenomenon sweeping the nation. Zumba is an explosively fun and addictive fitness dance party combining Caribbean, hip-hop and Latin beats that move your hips.","96851","16 and up","Rec Virtual Room 1 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/11/2021","3/15/2021","1/0/1900 17:30","1/0/1900 18:30","8","M","60","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Dance","Line Dancing","Virtual International Folk Dance","If You can walk, you can dance. Easy and fun line dances from around the world that we will do in our own spaces, no circles or holding hands etc. No previous experience is needed. Taught by Sharon Katz.    This FREE class is sponsored by HPSI with the collaboration of Montgomery County Recreation. To register for the class please call: 240-777-6896 or email: HolidayParkSeniors@outlook.com. .","100966","At least 55 but less than 105","Virtual room unspecified","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/14/2021","3/18/2021","1/0/1900 10:00","1/0/1900 10:45","10","Th","0","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Nature & Outdoors","Nature Programs","Nature Walking 55+","Join us as we find beautiful locations around the Silver Spring region of Montgomery County. Each week we will start at a new location for a 45 minute walks. Enjoy nature in the quiet morning hours while getting in your exercise. The first meeting will be at the Visitor Center of Brookside Gardens where you will be given a schedule for the following 7 weeks. We will also discuss weather guidelines and cancellation policies.","105355","55 and up","Meet at the Main Entrance","1800 Glenallan Ave","Wheaton","MD","20902","Woodside Gardens","12/3/2020","1/28/2021","1/0/1900 10:00","1/0/1900 10:45","9","Th","0","Open","1800 Glenallan Ave
Wheaton, MD 20902
(39.059878, -77.039059)"
"Winter 2020/2021","Fitness","Zumba","Zumba Fitness","Ditch the typical work out and join the Latin dance fitness phenomenon sweeping the nation. Zumba is an explosively fun and addictive fitness dance party combining Caribbean, hip-hop and Latin beats that move your hips.","96853","16 and up","Rec Virtual Room 1 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/14/2021","3/18/2021","1/0/1900 17:30","1/0/1900 18:30","10","Th","75","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Health/Wellness","Yoga","Yoga Basics","This class introduces students to yogic principles of body alignment and breathing awareness, inspired by a meaningful intention and a joyful attitude. The instructor emphasizes standing poses and strengthening and stretching the legs, back, and shoulders. Benefits of this practice include improved muscle tone, increased circulation, better concentration, and deeper relaxation. A yoga mat and a yoga blanket and wear comfortable clothing. Students must practice with bare feet. Beginner and continuing levels.","96844","18 and up","Rec Virtual Room 1 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/13/2021","3/17/2021","1/0/1900 19:30","1/0/1900 20:30","10","W","100","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Fitness","Total Body Conditioning","Kelley's 50+ Complete Workout","This class is geared toward the active adult age 50 and above that is looking to improve or maintain his/her level of fitness. This is a safe, effective program that strengthens and tones all major muscle groups. The class incorporates elements of yoga, Pilates, kickboxing and traditional exercises into a low-impact total body workout. Have a mat to class. Light hand weights are encouraged, but not required.","96829","50 and up","Rec Virtual Room 1 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/14/2021","3/18/2021","1/0/1900 9:15","1/0/1900 10:15","10","Th","75","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Therapeutic Recreation","Specialty Programs","A DRAMA Experience: Facial Expressions & Games","*NEW*  This is a beginner class.  We will use facial expressions and games to learn about yourself and others, using social interactions and imagination.","100989","At least 13 but less than 22","Rec Virtual Room 4 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","2/3/2021","2/17/2021","1/0/1900 16:00","1/0/1900 16:45","3","W","0","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Fitness","Total Body Conditioning","Kelley's Complete Fitness Workout","This safe, effective program to strengthen  and tone all major muscle groups. The instructor incorporates elements of yoga,  Pilates, kickboxing and traditional exercise into a total body workout which is  choreographed to appropriate music. Emphasis is placed on proper body  alignment, posture and execution. Each class concludes with a relaxation  segment. Have a mat to class. Light hand weights are encouraged, but  not required.","96830","18 and up","Rec Virtual Room 1 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/11/2021","3/15/2021","1/0/1900 19:00","1/0/1900 20:00","8","M","60","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Therapeutic Recreation","Therapeutic Recreation Programs","TGIF-Totally Virtual","TGIF- Totally Virtual Fun! Start the weekend with ZamDance!  Fun, music and friends while you exercise and dance! Offered through Montgomery County Recreation's RecRooms. ZOOM details in receipt.","89999","3 and up","Rec Virtual Room 6 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","2/5/2021","2/5/2021","1/0/1900 18:00","1/0/1900 18:50","1","F","0","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Educational","Discussions","Wake Up Call 55+","Carol Fuentevilla is back for this new conversation group. We hope you  all have a cup of coffee or tea nearby. This Monday Wake-Up Call is an opportunity to check in with possibly new and old acquaintances and to think about your day and your week.    In the last 6 months you have had to make many changes in      your routines and we hope these times to share are helpful. Carol was Holiday Park's Center Director for 20 years before    retiring in 2014.     You can join this group online or via the phone.    This FREE program is sponsored by HPSI. To register for this program please call: 240-777-6896 or email: HolidayParkSeniors@outlook.com.","101023","At least 55 but less than 105","Virtual room unspecified","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/4/2021","4/19/2021","1/0/1900 8:00","1/0/1900 9:00","16","M","0","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Educational","Discussions","What In The World! 55+","Carol Fuentevilla hosts this conversation  group. This is mostly an opportunity to share some of your stories and memories, take care  of yourself with conversations, and sharing ideas and resources with  each other. How do you get your shopping done? Who do you talk with during the day? Are there activities (art, exercise,  reading,games, etc.) that give you escape from both the news of  the virus and politics? Have you met any interesting people since COVID-19? Carol is happy to tell you a little about her life,  but mostly would love hearing from you.You can join online or via the phone. This FREE program is sponsored by HPSI. To register for this program please call: 240-777-6896 or email: HolidayParkSeniors@outlook.com.","101025","At least 55 but less than 105","Virtual Room","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/8/2021","4/23/2021","1/0/1900 16:00","1/0/1900 17:00","16","F","0","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Fitness","Total Body Conditioning","ACT The Workout-Fitness","A vigorous, easy-to-follow, choreographed to strengthen and tone all muscle groups and improve cardiovascular fitness. ACT is designed to allow self-pacing for those who wish to work at low-impact steps.","96847","18 and up","Rec Virtual Room 2 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/13/2021","3/17/2021","1/0/1900 17:30","1/0/1900 18:30","10","W","75","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Virtual","Hula","55+ Virtual Hula Dance","This class will teach the mechanics of Hula dance steps and hand movements. Students will also, learn the history and the terminology of Hula. Taught by Dawn Felsen.This FREE class is sponsored by Holiday Park Seniors, Inc. (HPSI) with the collaboration of  Montgomery County Recreation. To register for the class please call: 240-777-6896 or email: HolidayParkSeniors@outlook.com.","102003","55 and up","Virtual room unspecified","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/11/2021","3/15/2021","1/0/1900 13:00","1/0/1900 13:45","8","M","0","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Martial Arts","Karate/Jujitsu","Karate - Adult Green Through Blue Belts","Enhance current martial arts skills and develop new skills with instructors from Tompkins Karate Association.  Class offers instruction based in Tang Soo Do Korean karate. Accepting belt levels corresponding to green, purple, and blue in most martial arts styles.  Previous experience is required.  Partner may be requested for some practices during the class.  Partner does not need martial arts experience.","99977","13 and up","Rec Virtual Room 2 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/11/2021","3/22/2021","1/0/1900 19:45","1/0/1900 20:45","9","M","90","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Aquatics","Swim Team","RMSC - KSAC College Swimmers Session 1","Montgomery County Recreation will be providing swimming workouts to RMSC Alumni from November 30 ? January 31.  There will be two sessions offered; November 30 ? December 30 and January 2 ? January 31.  Swimmers may sign up for both sessions, however due to the limited number of practice spots available, swimmers may only sign up for one location per session.   The location and practice times can not be altered or made up if missed.  Swimmers may only swim in the assigned practices.  There will be no refunds or credits issued due to missed practices or a return to school.   Meets/Competitions are not included in the cost of the program.  Participation in meets/competitions are optional and will require additional fees.    Swimmers will be expected to abide by all safety measures outlined for RMSC. Swimmers must provide a negative Covid test result which was administered in Maryland after returning home from college, permanently, or for the semester.  Results must be shown to the site supervisor prior to attending practices.  Swimmers must provide proof of completion for USA Swimming's Athlete Protection Training (APT), part of the Safe Sport Program, before swimming can begin. The completion certificate must show the swimmers name and completion date. The completion date cannot expire before January 31, 2021. Swimmers must review and sign USA Swimming's Minor Athlete Abuse Protection Policy (MAAPP) attached to the online course registration.","105215","At least 17 but less than 24","Kennedy Shriver Aquatic Center","5900 Executive Boulevard","N Bethesda","MD","20852","Kennedy Shriver Aquatic Center","11/30/2020","12/30/2020","1/0/1900 4:30","1/0/1900 6:00","22","S-M,W,F-Sa","250","Open","5900 Executive Boulevard
N Bethesda, MD 20852
(39.046672, -77.116967)"
"Winter 2020/2021","Virtual","Tai Chi","Virtual Tai Chi Sword","Experience this ancient form of exercise using the sword. Taught by Wendy Lim.     This FREE class is sponsored by HPSI with the collaboration of Montgomery County Recreation. To register for the class please call: 240-777-6896 or email: HolidayParkSeniors@outlook.com. .","101836","At least 55 but less than 105","Virtual room unspecified","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/11/2021","3/15/2021","1/0/1900 14:30","1/0/1900 15:25","8","M","0","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Health/Wellness","Workshops","Safe Sitter","Safe Sitter� prepares participants to be safe when they?re home alone, watching younger siblings, or babysitting. Participants learn life-saving skills such as how to rescue someone who?s choking, and helpful information like what to do if there is severe weather. The lessons are filled with fun activities and role-playing exercises. Participants will also get to use CPR manikins to practice CPR and choking rescue! Material fee is included in price.","102386","At least 10 but less than 14","Rec Virtual Room 6 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/12/2021","1/26/2021","1/0/1900 16:00","1/0/1900 18:00","3","T","98","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Fitness","Zumba","Zumba Gold","Kirsten and Deny will teach low impact Zumba Gold for the 55+ Community.  Zumba is a dance fitness class of International and Latin dance music","101119","55 and up","Rec Virtual Room 7 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/6/2021","2/24/2021","1/0/1900 11:00","1/0/1900 12:00","8","W","0","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Dance","Hip Hop","Hip Hop Dance","Using everything from today's Hip-Hop, R&B and Old School this class covers original elements of Hip-Hop, such as locking, popping, and footwork. Students will focus on building technical skills, freestyle ability, and mastering Hip-Hop choreography. Students will be challenged to improve their coordination, musicality, and groove. No experience required just an open mind and a desire to try something new.","100992","At least 10 but less than 16","Rec Virtual Room 7 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/11/2021","3/1/2021","1/0/1900 19:15","1/0/1900 20:15","6","M","60","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Therapeutic Recreation","Specialty Programs","Moving with Mike: Seated Exercise","This is a class for people who want to get a work out while seated.  It is designed for individuals with mobility issues but its great for anyone who wants to maintain joint flexibility and muscle strength in a small supportive group setting.  Discussions will focus on ways to keep exercising outside of the class.  This class will be held virtually via Zoom.","98650","18 and up","Rec Virtual Room 6 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/10/2021","3/14/2021","1/0/1900 13:00","1/0/1900 14:00","8","S","50","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Art","Arts","Virtual Watercolors 55+","This class will be a mix of watercolor exercises, demos, and  critiques of paintings done by the participants. Students will need to be able  to connect to a Zoom meeting at home with both video and audio capability to  participate effectively. Understanding and using many (20+) different  watercolor techniques is the fundamental goal of the class. We expect that the class  will be a mix of advanced, intermediate, and beginner artists.    This FREE class is sponsored by HPSI with the collaboration of Montgomery County Recreation. To register for this program please call: 240-777-6896 or email: HolidayParkSeniors@outlook.com.","100969","At least 55 but less than 105","Virtual room unspecified","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/12/2021","3/16/2021","1/0/1900 10:30","1/0/1900 12:30","10","T","0","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Fitness","Nature Programs","Brookside Garden Winter Walkers","For the cold hardy only. We will meet every Wednesday afternoon that is 30 degrees and above, with no snow or ice on the trails in December and January at 2 pm at the nature center of Brookside garden for a 45 minute walk in various parts of the gardens.","101701",,"Location unspecified","1801 Glenallan Ave","Wheaton","MD","20903","Woodside Gardens","12/2/2020","1/27/2021","1/0/1900 14:00","1/0/1900 15:00","9","W","0","Open","1801 Glenallan Ave
Wheaton, MD 20903
(39.059946, -77.03939)"
"Winter 2020/2021","Aquatics","Swim Team","RMSC - KSAC College Swimmers Session 2","Montgomery County Recreation will be providing swimming workouts to RMSC Alumni from November 30 ? January 31.  There will be two sessions offered; November 30 ? December 30 and January 2 ? January 31.  Swimmers may sign up for both sessions, however due to the limited number of practice spots available, swimmers may only sign up for one location per session.   The location and practice times can not be altered or made up if missed.  Swimmers may only swim in the assigned practices.  There will be no refunds or credits issued due to missed practices or a return to school.   Meets/Competitions are not included in the cost of the program.  Participation in meets/competitions are optional and will require additional fees.    Swimmers will be expected to abide by all safety measures outlined for RMSC. Swimmers must provide a negative Covid test result which was administered in Maryland after returning home from college, permanently, or for the semester.  Results must be shown to the site supervisor prior to attending practices.  Swimmers must provide proof of completion for USA Swimming's Athlete Protection Training (APT), part of the Safe Sport Program, before swimming can begin. The completion certificate must show the swimmers name and completion date. The completion date cannot expire before January 31, 2021. Swimmers must review and sign USA Swimming's Minor Athlete Abuse Protection Policy (MAAPP) attached to the online course registration.","105204","At least 17 but less than 24","Kennedy Shriver Aquatic Center","5901 Executive Boulevard","N Bethesda","MD","20853","Kennedy Shriver Aquatic Center","1/2/2021","1/30/2021","1/0/1900 5:00","1/0/1900 7:45","21","S-M,W,F-Sa","200","Open","5901 Executive Boulevard
N Bethesda, MD 20853
(39.046672, -77.116967)"
"Winter 2020/2021","Dance","Line Dancing","Urban Line Dance","This virtual class introduces you to the basic patterns and steps for line dancing by a certified line dancing instructor. Start with beginner-level step patterns and gradually progress to intermediate dances with slightly more complex patterns. Beginner level.","100947","17 and up","Rec Virtual Room 5 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","1/13/2021","3/3/2021","1/0/1900 19:00","1/0/1900 20:00","8","W","72","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Fitness","Aerobic Exercise","Chairobics","Join us virtually for a fun chairobics class! The seated chair exercises will work on strength, core and balance. 45 minute class.","100938","55 and up","Rec Virtual Room 7 at Recreation Virtual","Virtual","Virtual","Virtual","Virtual","Recreation Virtual Rooms","12/1/2020","1/12/2021","1/0/1900 10:00","1/0/1900 10:45","7","T","0","Open","Virtual
Virtual, Virtual Virtual"
"Winter 2020/2021","Aquatics","Swim Team","RMSC - GISC College Swimmers Session 1","Montgomery County Recreation will be providing swimming workouts to RMSC Alumni from November 30 ? January 31.  There will be two sessions offered; November 30 ? December 30 and January 2 ? January 31.  Swimmers may sign up for both sessions, however due to the limited number of practice spots available, swimmers may only sign up for one location per session.   The location and practice times can not be altered or made up if missed.  Swimmers may only swim in the assigned practices.  There will be no refunds or credits issued due to missed practices or a return to school.   Meets/Competitions are not included in the cost of the program.  Participation in meets/competitions are optional and will require additional fees.    Swimmers will be expected to abide by all safety measures outlined for RMSC. Swimmers must provide a negative Covid test result which was administered in Maryland after returning home from college, permanently, or for the semester.  Results must be shown to the site supervisor prior to attending practices.  Swimmers must provide proof of completion for USA Swimming's Athlete Protection Training (APT), part of the Safe Sport Program, before swimming can begin. The completion certificate must show the swimmers name and completion date. The completion date cannot expire before January 31, 2021. Swimmers must review and sign USA Swimming's Minor Athlete Abuse Protection Policy (MAAPP) attached to the online course registration.","105175","At least 17 but less than 24","Germantown Indoor Swim Center","18000 Central Park Circle","Boyds","MD","20841","Germantown Indoor Swim Center","11/30/2020","12/30/2020","1/0/1900 5:15","1/0/1900 7:45","18","M,W,F-Sa","250","Open","18000 Central Park Circle
Boyds, MD 20841
(39.150091, -77.30173)"
