OBJECTID,CATEGORY,NAME,ADDRESS,CITY,ZIPCODE,PHONE,URL,DATA,POINT_X,POINT_Y,SHAPE,LATITUDE,LONGITUDE
12,RECREATION CENTERS,Potomac Community Recreation Center,11315 Falls Rd,Potomac,20854,240-777-6960,http://www.montgomerycountymd.gov/rec/where/centers/index.html,County,1257931.750016500009224,500576.031284530006815,"(39.041015368000046, -77.19153739999996)",39.041007520000001,-77.191535079999994
13,RECREATION CENTERS,Ross Boddy Recreation Center (RENOVATION),18529 Brooke Rd,Sandy Spring,20860,240-777-8050,http://www.montgomerycountymd.gov/rec/where/centers/index.html,County,1303307.250090759946033,543425.937500440049917,"(39.15881808700004, -77.03183365399997)",39.158810209999999,-77.03183138
14,RECREATION CENTERS,East County Community Recreation Center,3310 Gateshead Manor Way,Silver Spring,20904,240-777-8090,http://www.montgomerycountymd.gov/rec/where/centers/index.html,County,1328901.625026599969715,514225.000001250009518,"(39.07863302000004, -76.94163845699995)",39.078625150000001,-76.941636209999999
15,RECREATION CENTERS,Long Branch Community Recreation Center,8700 Piney Branch Rd,Silver Spring,20901,240-777-6965,http://www.montgomerycountymd.gov/rec/where/centers/index.html,County,1312807.750067610060796,485823.312422799994238,"(39.000665697000045, -76.99833292799997)",39.000657850000003,-76.998330670000001
16,RECREATION CENTERS,Lincoln Park Community Center,357 Frederick Ave,Rockville,20850,240-314-8780,http://www.rockvillemd.gov/index.aspx?nid=1219,Municipal,1271269.242764919996262,520086.428230709978379,"(39.094651620000036, -77.14468820799993)",39.094643759999997,-77.144685899999999
17,RECREATION CENTERS,Twinbrook Community Center,12920 Twinbrook Pkw,Rockville,20851,240-314-8830,http://www.rockvillemd.gov/index.aspx?nid=1219,Municipal,1279760.338580830022693,511430.486078639980406,"(39.070918584000026, -77.11473224199995)",39.070910720000001,-77.114729940000004
18,RECREATION CENTERS,Rockville Skate Park,355 Martins La,Rockville,20850,240-314-8625,http://www.rockvillemd.gov/index.aspx?nid=1219,Municipal,1267011.261320960009471,518284.724549030011985,"(39.08968530100003, -77.15967971899994)",39.089677440000003,-77.159677400000007
19,RECREATION CENTERS,Croydon Creek Nature Center,852 Avery Rd,Rockville,20851,240-314-8770,http://www.rockvillemd.gov/index.aspx?nid=1219,Municipal,1276443.512721739942208,517603.019588390015997,"(39.087854168000035, -77.12644500299996)",39.087846300000002,-77.126442699999998
20,RECREATION CENTERS,Activity Center At Bohrer Park,506 S Frederick Ave,Gaithersburg,20877,301-258-6350,http://www.gaithersburgmd.gov/government/departments/parks-recreation-and-culture,Municipal,1257027.711359659908339,534194.22677184001077,"(39.13331359400007, -77.19497309499997)",39.133305720000003,-77.194970769999998
21,RECREATION CENTERS,Gaithersburg Skate Park,506 S Frederick Ave,Gaithersburg,20877,301-258-6359,http://www.gaithersburgmd.gov/government/departments/parks-recreation-and-culture,Municipal,1256855.840383500093594,534112.936531770043075,"(39.133089393000034, -77.19557838199995)",39.133081519999998,-77.19557605
22,RECREATION CENTERS,Casey Community Center,810 S Frederick Ave,Gaithersburg,20877,301-258-6366,http://www.gaithersburgmd.gov/government/departments/parks-recreation-and-culture,Municipal,1260908.905347279971465,530921.02433679997921,"(39.12434860500008, -77.18126771299995)",39.124340740000001,-77.181265389999993
23,RECREATION CENTERS,Leonard D Jackson Ken Gar Center,4111 Plyers MIll Rd,Kensington,20895,240-777-8057,http://www.montgomerycountymd.gov/rec/where/centers/index.html,County,,,"(39.03171207300005, -77.08116964599998)",39.031704220000002,-77.081167359999995
24,RECREATION CENTERS,Olde Towne Youth Center,301 Teachers Way,Gaithersburg,20877,301-258-6440,http://www.gaithersburgmd.gov/government/departments/parks-recreation-and-culture,Municipal,1259037.420929529936984,538081.957207459956408,"(39.143999344000065, -77.18791642999997)",39.143991470000003,-77.1879141
25,RECREATION CENTERS,Takoma Park Recreation Center,7315 New Hampshire Ave,Takoma Park,20912,301-891-7289,http://www.takomaparkmd.gov/recreation,Municipal,1315750.067126350011677,479197.332512620021589,"(38.982472105000056, -76.98798266999995)",38.98246426,-76.98798042
26,RECREATION CENTERS,Heffner Park Community Center,42 Oswego Ave,Takoma Park,20912,301-891-7290,http://www.takomaparkmd.gov/recreation,Municipal,1309655.300784670049325,480214.15734556998359,"(38.98526424800008, -77.00942362299998)",38.985256399999997,-77.009421360000005
27,RECREATION CENTERS,Gaithersburg Miniature Golf Course,514 S Frederick Ave,Gaithersburg,20877,301-258-6420,http://www.gaithersburgmd.gov/government/departments/parks-recreation-and-culture,Municipal,1257130.683775760000572,533821.764179500052705,"(39.132291560000056, -77.19460728499996)",39.132283690000001,-77.194604960000007
28,RECREATION CENTERS,Damascus Community Recreation Center,25520 Oak Dr,Damascus,20872,240-777-6930,http://www.montgomerycountymd.gov/rec/where/centers/index.html,County,1251398.913402420002967,586599.965572649962269,"(39.27716181000005, -77.21525204399995)",39.277153910000003,-77.215249700000001
29,RECREATION CENTERS,Robertson Park Youth Center,801 Rabbitt Rd,Gaithersburg,20878,301-258-6166,http://www.gaithersburgmd.gov/government/departments/parks-recreation-and-culture,Municipal,,,"(39.14038135100003, -77.23038592099994)",39.140373480000001,-77.230383579999994
30,RECREATION CENTERS,Thomas Farm Community Center,700 Fallsgrove Dr,Rockville,20850,240-314-8840,http://www.rockvillemd.gov/index.aspx?nid=1219,Municipal,,,"(39.09893656500003, -77.18537680799994)",39.098928700000002,-77.185374479999993
31,RECREATION CENTERS,Takoma Park Community Center,7500 Maple Ave,Takoma Park,20912,301-891-7100,http://www.takomaparkmd.gov/recreation,Municipal,1309511.729840540094301,478955.071776399970986,"(38.98180712200008, -77.00992822499995)",38.981799279999997,-77.009925960000004
32,RECREATION CENTERS,Stedwick Community Center,10401 Stedwick Rd,Montgomery Village,20886,301-926-9793,https://www.montgomeryvillage.com/recreation/rentalscommunity-space,Municipal,1251837.868666830006987,548106.034016799996607,"(39.17147792600008, -77.21338359999999)",39.171470050000003,-77.213381260000006
33,RECREATION CENTERS,Lake Marion Community Center,8821 E Village Ave,Montgomery Village,20886,301-948-8082,https://www.montgomeryvillage.com/recreation/rentalscommunity-space,Municipal,1261311.304835649905726,554290.610022559994832,"(39.188514198000064, -77.18001174099999)",39.188506320000002,-77.180009409999997
34,RECREATION CENTERS,North Creek Community Center,20125 Arrowhead Rd,Montgomery Village,20886,301-948-0110,https://www.montgomeryvillage.com/recreation/rentalscommunity-space,Municipal,1256805.161599450046197,553884.936038180021569,"(39.187374918000046, -77.19590662499996)",39.187367039999998,-77.195904290000001
35,RECREATION CENTERS,Whetstone Community Center,19140 Brooke Grove Ct,Montgomery Village,20886,301-926-9428,https://www.montgomeryvillage.com/recreation/rentalscommunity-space,Municipal,1256078.358398779993877,547594.215008320054039,"(39.17009894500006, -77.19842254999998)",39.170091069999998,-77.198420220000003
36,RECREATION CENTERS,Apple Ridge Ball Field,20101 Swallow Point Rd,Montgomery Village,20886,301-948-0110,https://www.montgomeryvillage.com/recreation/parks-playgrounds,Municipal,1256042.152062739944085,553852.803174149943516,"(39.187282168000024, -77.19859827999994)",39.187274289999998,-77.198595949999998
37,RECREATION CENTERS,Mid County Community Center,2004 Queensguard Rd,Wheaton,20906,240-777-6820,http://www.montgomerycountymd.gov/rec/where/centers/index.html,County,1300162.81335183000192,517255.74739606998628,"(39.08696108100003, -77.04287945999994)",39.086953209999997,-77.042877180000005
38,RECREATION CENTERS,Nancy H Dacek N Potomac Recreation Center,13850 Travilah Rd,North Potomac,20878,240-777-6800,http://www.montgomerycountymd.gov/rec/where/centers/index.html,County,1246402.446965760085732,516188.480323070019949,"(39.08310994200008, -77.23250173999998)",39.083800429999997,-77.232266710000005
39,RECREATION CENTERS,North Bethesda Community Center (Planned),6400 Rock Forest Dr,Bethesda,20817,240-777-6800,http://www.montgomerycountymd.gov/rec/where/centers/index.html,County,1275726.132625069934875,496226.28868847998092,"(39.02915812700007, -77.12886607299998)",39.029150280000003,-77.128863769999995
40,RECREATION CENTERS,White Oak Community Recreation Center,1700 April La,White Oak,20904,240-777-6940,http://www.montgomerycountymd.gov/rec/where/centers/index.html,County,1319315.756217669928446,502389.7024542199797,"(39.04614924300006, -76.97541707699997)",39.046141380000002,-76.975414819999997
41,RECREATION CENTERS,Wisconsin Place Community Center,5311 Friendship Blv,Friendship Heights,20815,240-777-8088,http://www.montgomerycountymd.gov/rec/where/centers/index.html,County,1287396.041371939936653,471314.790169280022383,"(38.96079660400005, -77.08770172399994)",38.96078876,-77.087699439999994
42,RECREATION CENTERS,Wheaton Community Recreation Center,11701 Georgia Ave,Wheaton,20902,240-773-4825,http://www.montgomerycountymd.gov/rec/where/centers/index.html,County,1297717.458458140026778,503060.378424479975365,"(39.047981966000066, -77.05146633199996)",39.047974150000002,-77.051464019999997
