"status","type","number","description","issuancedate","closingdate","lsbrpindicator","buyer","department","deptcontact","bidtab"
"Closed","IFB","1140362","BMW R 1250RT-P Motorcycle","2022-03-14T00:00:00.000","2022-03-29T00:00:00.000","N","Comer, Benjamin","Police","Gregory Dilla","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1140362"
"Closed","IFB","1134787","Emergency Medical Services Books","2022-02-24T00:00:00.000","2022-03-29T00:00:00.000","N","DeLuca, Karen","Fire & Rescue Services","Andres Olaciregui","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1134787"
"Closed","IFB","1129630","Hand and Power Tools and Equipment","2022-02-15T00:00:00.000","2022-03-18T00:00:00.000","N","Comer, Benjamin","Fire & Rescue Services","Stephen Lamphier","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1129630"
"Closed","IFB","1135593","Reproduction and Copying of Engineering Drawings","2022-02-16T00:00:00.000","2022-03-17T00:00:00.000","Y","McRae, Sarah","Department of General Services","Richard Taylor","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1135593"
"Closed","IFB","1127783","Carpet, Carpet Tile and Other Floor Coverings, Installation and Repair Services","2022-02-09T00:00:00.000","2022-03-11T00:00:00.000","Y","DeLuca, Karen","Department of General Services","Kevin Ford","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1127783"
"Closed","IFB","1130686","Long Branch Recreation Center Roof Replacement","2022-02-01T00:00:00.000","2022-03-08T00:00:00.000","N","Norris, Robert","Department of General Services","Mike Lowe","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1130686"
"Closed","IFB","1133588","Dry Chemicals for Swimming Pools","2022-01-13T00:00:00.000","2022-02-14T00:00:00.000","Y","Chen, Jing","Department of Recreation","Caroline Headen","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1133588"
"Closed","IFB","1137281","#2 Heating Fuel Oil and #2 Ultra Low Sulfur Diesel (ULSD)","2021-12-14T00:00:00.000","2022-01-13T00:00:00.000","N","Chen, Jing","Department of General Services","Francis Howard","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1137281"
"Closed","IFB","1111681","Shop and Fuel Equipment Replacement Parts & Repair Service","2021-12-02T00:00:00.000","2022-01-05T00:00:00.000","N","Steed, Jeffrey","Department of General Services","Aubrey Bentham","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1111681"
"Closed","IFB","1133556","Colorado Time Systems� Repairs, Replacements, and Purchases","2021-11-18T00:00:00.000","2021-12-20T00:00:00.000","N","DeLuca, Karen","Department of Recreation","Melanie Sasse","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1133556"
"Closed","IFB","1131547","Construction Original Equipment Manufacturer Repair Service and Replacement Parts","2021-11-12T00:00:00.000","2021-12-13T00:00:00.000","N","Comer, Benjamin","Department of General Services","Aubrey Bentham","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1131547"
"Closed","IFB","1134869","Athletic Facility Repair and Maintenance","2021-09-22T00:00:00.000","2021-10-25T00:00:00.000","N","DeLuca, Karen","Department of Recreation","William Kaarid","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1134869"
"Closed","IFB","1134601","Cooperative Purchase of Road Deicing Salt","2021-09-29T00:00:00.000","2021-10-20T00:00:00.000","N","DeLuca, Karen","Department of Transportation","Melissa Garner","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1134601"
"Closed","IFB","1115263","Screen Printed Apparel","2021-09-07T00:00:00.000","2021-10-08T00:00:00.000","Y","DeLuca, Karen","Department of Recreation","Allison Cohen","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1115263"
"Closed","IFB","1128738","Appliance Purchase and Repair","2021-09-07T00:00:00.000","2021-10-07T00:00:00.000","Y","DeLuca, Karen","Department of Recreation","Allison Cohen","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1128738"
"Closed","IFB","1124468","Heavy Equipment and Transit Bus Body Repair, Refurbish and Fabrication","2021-08-04T00:00:00.000","2021-10-01T00:00:00.000","N","Steed, Jeffrey","Department of General Services","Keith Stickley","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1124468"
"Closed","IFB","1122650","Alignment, Kingpin, Suspension and Driveshaft Service and Parts","2021-08-30T00:00:00.000","2021-09-30T00:00:00.000","N","Steed, Jeffrey","Department of General Services","Keith Stickley","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1122650"
"Closed","IFB","1116411","Snow Removal Services at County Parking Facilities","2021-08-26T00:00:00.000","2021-09-27T00:00:00.000","Y","Yaeger, Segyung","Department of Transportation","Charles Menter","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1116411"
"Closed","IFB","1116561","Snow Removal at County Facilities","2021-07-23T00:00:00.000","2021-08-30T00:00:00.000","Y","Yaeger, Segyung","Department of General Services","Denise Wade","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1116561"
"Closed","IFB","1127785","Time and Material Plumbing Services","2021-07-01T00:00:00.000","2021-08-12T00:00:00.000","Y","Karakaya, Penny Perrus","Department of General Services","Sean Collins","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1127785"
"Closed","IFB","1129962","Carbon Dioxide for Swimming Pools","2021-07-14T00:00:00.000","2021-08-04T00:00:00.000","N","Chen, Jing","Department of Recreation","Caroline Headen","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1129962"
"Closed","IFB","1126958","Traffic Signal Control Services","2021-05-19T00:00:00.000","2021-07-15T00:00:00.000","N","Vasileva, Renata (Inactive Buyer)","Department of Transportation","Kamal Hamud","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1126958"
"Closed","IFB","1122563","Sodium Hypochlorite for Swimming Pools","2021-06-01T00:00:00.000","2021-06-28T00:00:00.000","N","Chen, Jing","Department of Recreation","Caroline Headen","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1122563"
"Closed","IFB","1119411","Residential and Rustic Roadway Patching","2021-05-12T00:00:00.000","2021-06-25T00:00:00.000","N","Vasileva, Renata (Inactive Buyer)","Department of Transportation","Melissa Garner","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1119411"
"Closed","IFB","1100281","Scrap Metal Removal Services","2021-03-24T00:00:00.000","2021-06-16T00:00:00.000","N","Steed, Jeffrey","Department of General Services","Calvin Jones","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1100281"
"Closed","IFB","1128371","Multi-Agency Custom Tailored, Off The Shelf Uniforms, Accessories, and Footwear","2021-05-06T00:00:00.000","2021-06-11T00:00:00.000","N","Karakaya, Penny Perrus","Police","Trantino Norwood","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1128371"
"Closed","IFB","1127697","Maintenance of County-Owned Streetlights","2021-04-09T00:00:00.000","2021-05-19T00:00:00.000","N","Karakaya, Penny Perrus","Department of Transportation","Dan Sanayi","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1127697"
"Closed","IFB","1100493","Removal and Replacement of Concrete Curb and Sidewalk Countywide","2020-08-01T00:00:00.000","2021-05-05T00:00:00.000","N","Vasileva, Renata (Inactive Buyer)","Department of Transportation","Melissa Garner","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1100493"
"Closed","IFB","1126724","Residential Landscape, Board up and Solid Waste Removal Services for the Clean and Lien Program","2021-04-01T00:00:00.000","2021-05-03T00:00:00.000","Y","Greve, Michael","Department of Housing & Community Affairs","Daniel McHugh","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1126724"
"Closed","IFB","1127747","Furnishing and Installing Pavement Markings","2021-03-09T00:00:00.000","2021-04-28T00:00:00.000","N","Vasileva, Renata (Inactive Buyer)","Department of Transportation","Dan Sanayi","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1127747"
"Closed","IFB","1126570","Time and Material HVAC Water Treatment Services","2021-03-10T00:00:00.000","2021-04-28T00:00:00.000","N","Karakaya, Penny Perrus","Department of General Services","Alvin Crutcher","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1126570"
"Closed","IFB","1125174","Washers and Dryers","2021-03-18T00:00:00.000","2021-04-23T00:00:00.000","N","McRae, Sarah","Department of Correction & Rehabilitation","Rita Ellis","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1125174"
"Closed","IFB","1122557","Recreation Equipment","2021-03-24T00:00:00.000","2021-04-23T00:00:00.000","N","DeLuca, Karen","Department of Recreation","Allison Cohen","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1122557"
"Closed","IFB","1127746","Sign Shop Supplies Including Traffic Control Devices and Hardware","2021-03-09T00:00:00.000","2021-04-08T00:00:00.000","N","Vasileva, Renata (Inactive Buyer)","Department of Transportation","Khursheed Bilgrami","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1127746"
"Closed","IFB","1114498","Off-the-Lot New Vehicles and Equipment; All GVWRs 2,900 lb. - 33,000+ lb.","2021-02-17T00:00:00.000","2021-03-19T00:00:00.000","N","Steed, Jeffrey","Department of General Services","Kathleen Hynes","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1114498"
"Closed","IFB","1126148","Time & Material Carpentry and Painting Services","2021-02-02T00:00:00.000","2021-03-12T00:00:00.000","Y","Karakaya, Penny Perrus","Department of General Services","Thomas Lyons","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1126148"
"Closed","IFB","1096308","CIP Work Order","2021-01-25T00:00:00.000","2021-03-04T00:00:00.000","N","Norris, Robert","Department of Transportation","Dewa Salihi","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1096308"
"Closed","IFB","1123404","Bridge Preservation County Wide X","2021-02-03T00:00:00.000","2021-03-04T00:00:00.000","N","Norris, Robert","Department of Transportation","Dewa Salihi","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1123404"
"Closed","IFB","1117145","Over the Road (Class 8) Tractor for Urban Search and Rescue Team","2021-01-22T00:00:00.000","2021-03-03T00:00:00.000","N","DeLuca, Karen","Fire & Rescue Services","Stephen Lamphier","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1117145"
"Closed","IFB","1108831","Replacement of Bridge No. M-PK24 Beach Drive Over Silver Creek","2020-11-16T00:00:00.000","2021-01-13T00:00:00.000","N","Norris, Robert","Department of Transportation","Dewa Salihi","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1108831"
"Closed","IFB","1121761","Fitness Equipment Maintenance, Inspection, and Repair Services","2020-12-08T00:00:00.000","2021-01-08T00:00:00.000","N","Yaeger, Segyung","Department of Recreation","William Kaarid","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1121761"
"Closed","IFB","1111679","Fleet Equipment Replacement Parts & Repair Service","2020-11-05T00:00:00.000","2020-12-21T00:00:00.000","N","DeLuca, Karen","Department of General Services","Aubrey Bentham","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1111679"
"Closed","IFB","1113556","Alternators and Starters","2020-10-29T00:00:00.000","2020-12-04T00:00:00.000","N","DeLuca, Karen","Department of General Services","Aubrey Bentham","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1113556"
"Closed","IFB","1114496","Fountain Maintenance, Testing and Repairs Services","2020-10-28T00:00:00.000","2020-12-03T00:00:00.000","N","DeLuca, Karen","Community Engagement Cluster","Joseph Callaway","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1114496"
"Closed","IFB","1123007","Recreation Apparel","2020-10-28T00:00:00.000","2020-12-02T00:00:00.000","Y","DeLuca, Karen","Department of Recreation","Allison Cohen","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1123007"
"Closed","IFB","1106519","Wheeled Excavators","2020-10-30T00:00:00.000","2020-12-02T00:00:00.000","N","Chen, Jing","Department of General Services","Kathleen Hynes","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1106519"
"Closed","IFB","1114258","Termite and Pest Management Services","2020-06-16T00:00:00.000","2020-12-01T00:00:00.000","N","Karakaya, Penny Perrus","Department of General Services","Keith Powers","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1114258"
"Closed","IFB","1107556","Electrical Controls","2019-11-20T00:00:00.000","2020-11-19T00:00:00.000","N","Karakaya, Penny Perrus","Department of General Services","Donald Collins","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1107556"
"Closed","IFB","1122760","Sand Removal Services at County Parking Facilities","2020-09-28T00:00:00.000","2020-10-29T00:00:00.000","Y","Yaeger, Segyung","Department of Transportation","Charles Menter","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1122760"
"Closed","IFB","1105428","Overlay of Primary and Arterial Roads","2020-07-27T00:00:00.000","2020-10-12T00:00:00.000","N","Vasileva, Renata (Inactive Buyer)","Department of Transportation","Melissa Garner","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1105428"
"Closed","IFB","1114013","Tree Maintenance and Removal Services","2020-07-28T00:00:00.000","2020-09-16T00:00:00.000","N","Vasileva, Renata (Inactive Buyer)","Department of Transportation","Melissa Garner","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1114013"
"Closed","IFB","1109382","Strathmore Mansion Elevator Renovation","2020-07-28T00:00:00.000","2020-09-08T00:00:00.000","N","Harris, Eric","Department of General Services","Homer Bakhtiary","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1109382"
"Closed","IFB","1105427","Stone, Riprap, and Backfill Materials","2020-07-15T00:00:00.000","2020-09-03T00:00:00.000","N","Vasileva, Renata (Inactive Buyer)","Department of Transportation","Melissa Garner","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1105427"
"Closed","IFB","1109383","Council Office Building Garage Elevator Renovation","2020-07-28T00:00:00.000","2020-08-31T00:00:00.000","N","Harris, Eric","Department of General Services","Homer Bakhtiary","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1109383"
"Closed","IFB","1119317","Premixed Concrete Delivered","2020-07-24T00:00:00.000","2020-08-24T00:00:00.000","N","Vasileva, Renata (Inactive Buyer)","Department of Transportation","Melissa Garner","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1119317"
"Closed","IFB","1114434","Ride On Bus Stop Maintenance and Snow Removal Services","2020-07-20T00:00:00.000","2020-08-20T00:00:00.000","Y","Yaeger, Segyung","Department of Transportation","Wayne Miller","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1114434"
"Closed","IFB","1112317","Pipework and Dredging: Stormwater Maintenance Facilities","2020-03-12T00:00:00.000","2020-07-30T00:00:00.000","N","Norris, Robert","Department of Environmental Protection","DEP Procurements","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1112317"
"Closed","IFB","1113678","Time & Material Emergency Generator Service","2020-05-28T00:00:00.000","2020-07-14T00:00:00.000","N","Karakaya, Penny Perrus","Department of General Services","Don Collins","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1113678"
"Closed","IFB","1115037","Lock and Door Hardware","2020-06-03T00:00:00.000","2020-07-08T00:00:00.000","N","Karakaya, Penny Perrus","Department of General Services","Keith Powers","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1115037"
"Closed","IFB","1113990","Montgomery Village and South Village Homes Lighting and Site Improvements","2020-03-25T00:00:00.000","2020-06-17T00:00:00.000","N","Norris, Robert","Department of Housing & Community Affairs","Cynthia Butler","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1113990"
"Closed","IFB","1113255","Furnishing White & Yellow Non-Toxic, Lead-Free, Waterborne Pavement Marking Paint","2020-02-24T00:00:00.000","2020-06-11T00:00:00.000","N","Vasileva, Renata (Inactive Buyer)","Department of Transportation","Yazdan Sanayi","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1113255"
"Closed","IFB","1110132","Furnishing and Installation of Street Name and Traffic Sign Assemblies","2020-03-12T00:00:00.000","2020-06-11T00:00:00.000","N","Vasileva, Renata (Inactive Buyer)","Department of Transportation","Dan Sanayi","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1110132"
"Closed","IFB","1113122","Inspection, Repair, Maintenance, and Installation of Electronic Security System","2020-04-23T00:00:00.000","2020-05-29T00:00:00.000","N","Harris, Eric","Police","David Anderson","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1113122"
"Closed","IFB","1113736","Window and Glass Surface Cleaning Services On An As Needed Basis for County Facilities","2020-03-18T00:00:00.000","2020-05-13T00:00:00.000","Y","Karakaya, Penny Perrus","Department of General Services","Leslie Clark","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1113736"
"Closed","IFB","1114620","Electric Motor/Pump Repair and Replacement for Swimming Pools","2020-03-13T00:00:00.000","2020-04-16T00:00:00.000","N","Karakaya, Penny Perrus","Department of Recreation","Carrie Headen","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1114620"
"Closed","IFB","1110987","Inmate Coveralls/Jumpsuits","2020-03-06T00:00:00.000","2020-04-07T00:00:00.000","N","Karakaya, Penny Perrus","Department of Correction & Rehabilitation","Rita Ellis","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1110987"
"Closed","IFB","1106920","Systems Preventative Maintenance and Repair and Installation Services","2019-09-27T00:00:00.000","2020-02-20T00:00:00.000","N","Karakaya, Penny Perrus","Department of General Services","Gregory Boykin","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1106920"
"Closed","IFB","1109158","Pool Accessories","2020-01-06T00:00:00.000","2020-02-19T00:00:00.000","N","DeLuca, Karen","Department of Recreation","Caroline Headen","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1109158"
"Closed","IFB","1110468","Printing and Mailing Services for Tax Operations","2020-01-17T00:00:00.000","2020-02-19T00:00:00.000","N","Vasileva, Renata (Inactive Buyer)","Department of Finance","Lih Jiang","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1110468"
"Closed","IFB","1110446","Bottled Water and Dispensers","2020-01-02T00:00:00.000","2020-01-31T00:00:00.000","Y","McRae, Sarah","Fire & Rescue Services","Andres Olaciregui","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1110446"
"Closed","IFB","1110661","Fire Department Tools, Equipment, Hoses and Appliances","2019-12-02T00:00:00.000","2020-01-07T00:00:00.000","N","DeLuca, Karen","Fire & Rescue Services","Shereen Blanton","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1110661"
"Closed","IFB","1103527","Uniform Apparel","2019-11-18T00:00:00.000","2019-12-20T00:00:00.000","Y","Karakaya, Penny Perrus","Fire & Rescue Services","Leslie Maxam","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1103527"
"Closed","IFB","1109988","Detention Center Partial Roof Replacement","2019-11-19T00:00:00.000","2019-12-20T00:00:00.000","N","Norris, Robert","Department of General Services","Mike Lowe","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1109988"
"Closed","IFB","1106743","EOB Roof Replacement","2019-11-19T00:00:00.000","2019-12-18T00:00:00.000","N","Norris, Robert","Department of General Services","Leopoldo Perez Lavaud","https://apps.montgomerycountymd.gov/prosolicitation/BidTabDetail.aspx?type=bidtab&solnumber=1106743"
