"category","name","the_geom","url","city","objectid_1","data","phone","objectid","zipcode"
"Bikeshare Station","Oak Leaf & Lockwood","POINT (-76.9945414 39.0379887)","http://www.montgomerycountymd.gov/bikeshare","Silver Spring","85","19 docks","(240) 777-8380",,"20901"
"Bikeshare Station","Wheaton Metro","POINT (-77.0510153 39.0382979)","http://www.montgomerycountymd.gov/bikeshare","Wheaton","62","19 docks","(240) 777-8380",,"20902"
"Bikeshare Station","White Oak Rec Center","POINT (-76.9757251 39.0461513)","http://www.montgomerycountymd.gov/bikeshare","Silver Spring","90","15 docks","(240) 777-8380",,"20904"
"Bikeshare Station","Campus & Mannakee","POINT (-77.1590561 39.0956438)","http://www.montgomerycountymd.gov/bikeshare","Rockville","2","21 docks","(240) 777-8380","2","20850"
"Bikeshare Station","Executive & East Jefferson","POINT (-77.1257023 39.0487378)","http://www.montgomerycountymd.gov/bikeshare","North Bethesda","75","15 docks","(240) 777-8380",,"20852"
"Bikeshare Station","Fleet & Ritchie","POINT (-77.141434 39.0763551)","http://www.montgomerycountymd.gov/bikeshare","Rockville","7","15 docks","(240) 777-8380","7","20852"
"Bikeshare Station","Takoma Park Recreation Center","POINT (-76.9883401 38.9826343)","http://www.montgomerycountymd.gov/bikeshare","Takoma Park","61","15 docks","(240) 777-8380",,"20912"
"Bikeshare Station","New Hampshire & Lockwood","POINT (-76.991826 39.03911)","http://www.montgomerycountymd.gov/bikeshare","Silver Spring","86","19 docks","(240) 777-8380",,"20901"
"Bikeshare Station","Montgomery & Waverly","POINT (-77.0922675 38.9838379)","http://www.montgomerycountymd.gov/bikeshare","Bethesda","29","11 docks","(240) 777-8380","31","20814"
"Bikeshare Station","Fenton & Gist","POINT (-77.0238473 38.989677)","http://www.montgomerycountymd.gov/bikeshare","Silver Spring","39","11 docks","(240) 777-8380","41","20910"
"Bikeshare Station","Dennis & Amherst","POINT (-77.0445653 39.025395)","http://www.montgomerycountymd.gov/bikeshare","Wheaton","71","14 docks","(240) 777-8380",,"20902"
"Bikeshare Station","Willard & Friendship","POINT (-77.0886613 38.9611578)","http://www.montgomerycountymd.gov/bikeshare","Friendship Heights","22","19 docks","(240) 777-8380","24","20815"
"Bikeshare Station","Medical Center Metro","POINT (-77.0979098 38.9993996)","http://www.montgomerycountymd.gov/bikeshare","Bethesda","34","19 docks","(240) 777-8380","36","20892"
"Bikeshare Station","Briggs Chaney & Castle Dr","POINT (-76.9454996 39.0816537)","http://www.montgomerycountymd.gov/bikeshare","Silver Spring","93","19 docks","(240) 777-8380",,"20904"
"Bikesare Station","Columbus & Tribeca","POINT (-77.167241 39.1260066)","http://www.montgomerycountymd.gov/bikeshare","Rockville","66","11 docks","(240) 777-8380",,"20855"
"Bikeshare Station","Medical Center & Key West","POINT (-77.1964522 39.1030883)","http://www.montgomerycountymd.gov/bikeshare","Rockville","10","15 docks","(240) 777-8380","11","20850"
"Bikeshare Station","East West & 16th","POINT (-77.0386977 38.9956635)","http://www.montgomerycountymd.gov/bikeshare","Silver Spring","54","19 docks","(240) 777-8380",,"20910"
"Bikeshare Station","White Flint Metro","POINT (-77.1128723 39.0475378)","http://www.montgomerycountymd.gov/bikeshare","North Bethesda","78","25 docks","(240) 777-8380",,"20852"
"Bikeshare Station","Needwood & Eagles Head","POINT (-77.1574252 39.1235009)","http://www.montgomerycountymd.gov/bikeshare","Rockville","14","15 docks","(240) 777-8380","15","20855"
"Bikeshare Station","Ripley & Bonifant","POINT (-77.0293496 38.9925743)","http://www.montgomerycountymd.gov/bikeshare","Silver Spring","42","15 docks","(240) 777-8380","44","20910"
"Bikeshare Station","Fishers Ln & Rock Creek Mill Rd","POINT (-77.1134563 39.0629078)","http://www.montgomerycountymd.gov/bikeshare","Rockville","74","15 docks","(240) 777-8380",,"20852"
"Bikeshare Station","Crabbs Branch & Calhoun","POINT (-77.1520513 39.1077063)","http://www.montgomerycountymd.gov/bikeshare","Rockville","3","15 docks","(240) 777-8380","3","20855"
"Bikeshare Station","Wisconsin & East West","POINT (-77.0945267 38.9846498)","http://www.montgomerycountymd.gov/bikeshare","Bethesda","33","12 docks","(240) 777-8380","35","20814"
"Bikeshare Station","13th & Eastern","POINT (-77.0293921 38.9869669)","http://www.montgomerycountymd.gov/bikeshare","Silver Spring","35","15 docks","(240) 777-8380","37","20910"
"Bikeshare Station","Flower & Division","POINT (-77.000067 38.9867798)","http://www.montgomerycountymd.gov/bikeshare","Takoma Park","46","15 docks","(240) 777-8380","48","20912"
"Bikeshare Station","Columbus & Gramercy","POINT (-77.1648902 39.1233832)","http://www.montgomerycountymd.gov/bikeshare","Rockville","65","11 docks","(240) 777-8380",,"20855"
"Bikeshare Station","Shady Grove Metro - West","POINT (-77.1660953 39.1197728)","http://www.montgomerycountymd.gov/bikeshare","Rockville","18","19 docks","(240) 777-8380","19","20855"
"Bikeshare Station","Battery & Trolley Trail","POINT (-77.1001063 38.9923828)","http://www.montgomerycountymd.gov/bikeshare","Bethesda","23","15 docks","(240) 777-8380","25","20814"
"Bikeshare Station","Carroll & Westmoreland","POINT (-77.0112378 38.9749814)","http://www.montgomerycountymd.gov/bikeshare","Takoma Park","45","15 docks","(240) 777-8380","47","20912"
"Bikeshare Station","New Hampshire & Kirklynn","POINT (-76.9885152 38.9881296)","http://www.montgomerycountymd.gov/bikeshare","Takoma Park","60","15 docks","(240) 777-8380",,"20912"
"Bikeshare Station","Montgomery & East","POINT (-77.0952852 38.9835434)","http://www.montgomerycountymd.gov/bikeshare","Bethesda","28","11 docks","(240) 777-8380","30","20814"
"Bikeshare Station","Congressional & East Jefferson","POINT (-77.1292373 39.0621978)","http://www.montgomerycountymd.gov/bikeshare","Rockville","72","14 docks","(240) 777-8380",,"20852"
"Bikeshare Station","Montgomery & Maryland","POINT (-77.1511979 39.0841338)","http://www.montgomerycountymd.gov/bikeshare","Rockville","13","15 docks","(240) 777-8380","14","20850"
"Bikeshare Station","Sligo Ave & Carroll Ln","POINT (-77.0163133 38.9908818)","http://www.montgomerycountymd.gov/bikeshare","Silver Spring","55","15 docks","(240) 777-8380",,"20910"
"Bikeshare Station","Spring & 2nd","POINT (-77.0344898 38.9976544)","http://www.montgomerycountymd.gov/bikeshare","Silver Spring","50","15 docks","(240) 777-8380","52","20910"
"Bikeshare Station","White Oak Transit Center","POINT (-76.9871273 39.0410478)","http://www.montgomerycountymd.gov/bikeshare","Silver Spring","87","19 docks","(240) 777-8380",,"20904"
"Bikeshare Station","Wheaton Library & Community Rec Ctr","POINT (-77.0510992 39.0473306)","http://www.montgomerycountymd.gov/bikeshare","Wheaton","82","11 docks","(240) 777-8380",,"20902"
"Bikeshare Station","Woodglen & Executive","POINT (-77.1135023 39.0431778)","http://www.montgomerycountymd.gov/bikeshare","North Bethesda","77","16 docks","(240) 777-8380",,"20852"
"Bikeshare Station","King Farm & Piccard","POINT (-77.1827154 39.1103058)","http://www.montgomerycountymd.gov/bikeshare","Rockville","8","15 docks","(240) 777-8380","9","20850"
"Bikeshare Station","Fenton & New York","POINT (-77.0230757 38.9853953)","http://www.montgomerycountymd.gov/bikeshare","Silver Spring","40","15 docks","(240) 777-8380","42","20910"
"Bikeshare Station","Castle Blvd & Castle Ln","POINT (-76.9405516 39.0853297)","http://www.montgomerycountymd.gov/bikeshare","Silver Spring","92","19 docks","(240) 777-8380",,"20904"
"Bikeshare Station","Shady Grove Metro - East","POINT (-77.1649713 39.1213348)","http://www.montgomerycountymd.gov/bikeshare","Rockville","67","19 docks","(240) 777-8380",,"20855"
"Bikeshare Station","Crabbs Branch & Redland","POINT (-77.1570148 39.1201136)","http://www.montgomerycountymd.gov/bikeshare","Rockville","4","15 docks","(240) 777-8380","4","20855"
"Bikeshare Station","Frederick Ave & Horners Ln","POINT (-77.1452153 39.0947798)","http://www.montgomerycountymd.gov/bikeshare","Rockville","81","9 docks","(240) 777-8380",,"20850"
"Bikeshare Station","Colesville & Wayne","POINT (-77.0291823 38.9952178)","http://www.montgomerycountymd.gov/bikeshare","Silver Spring","36","19 docks","(240) 777-8380","38","20910"
"Bikeshare Station","Philadelphia & Maple","POINT (-77.0112447 38.9812743)","http://www.montgomerycountymd.gov/bikeshare","Takoma Park","49","15 docks","(240) 777-8380","51","20912"
"Bikeshare Station","Key West & Great Seneca","POINT (-77.2040002 39.1056299)","http://www.montgomerycountymd.gov/bikeshare","Rockville","64","11 docks","(240) 777-8380",,"20850"
"Bikeshare Station","Traville Gateway & Gudelsky","POINT (-77.2024903 39.0936786)","http://www.montgomerycountymd.gov/bikeshare","Rockville","19","19 docks","(240) 777-8380","21","20850"
"Bikeshare Station","Key West & Siesta Key","POINT (-77.1947764 39.1053028)","http://www.montgomerycountymd.gov/bikeshare","Rockville","51","15 docks","(240) 777-8380","54","20850"
"Bikeshare Station","Key West & Diamondback","POINT (-77.2023564 39.1061598)","http://www.montgomerycountymd.gov/bikeshare","Rockville","68","11 docks","(240) 777-8380",,"20850"
"Bikeshare Station","Rockville Metro - West","POINT (-77.1468774 39.0844137)","http://www.montgomerycountymd.gov/bikeshare","Rockville","17","19 docks","(240) 777-8380","18","20850"
"Bikeshare Station","Old Georgetown & Southwick","POINT (-77.109657 38.9996252)","http://www.montgomerycountymd.gov/bikeshare","Bethesda","32","11 docks","(240) 777-8380","34","20817"
"Bikeshare Station","Monroe & Monroe","POINT (-77.1491643 39.0836808)","http://www.montgomerycountymd.gov/bikeshare","Rockville","12","15 docks","(240) 777-8380","13","20850"
"Bikeshare Station","Twinbrook Metro","POINT (-77.1207783 39.0620488)","http://www.montgomerycountymd.gov/bikeshare","Rockville","73","14 docks","(240) 777-8380",,"20852"
"Bikeshare Station","Carroll & Ethan Allen","POINT (-77.0063468 38.9779503)","http://www.montgomerycountymd.gov/bikeshare","Takoma Park","44","15 docks","(240) 777-8380","46","20912"
"Bikeshare Station","Stewart Ln & Old Columbia Pike","POINT (-76.9854404 39.0456599)","http://www.montgomerycountymd.gov/bikeshare","Silver Spring","88","19 docks","(240) 777-8380",,"20904"
"Bikeshare Station","Georgia & Spring","POINT (-77.0315309 38.9993751)","http://www.montgomerycountymd.gov/bikeshare","Silver Spring","41","11 docks","(240) 777-8380","43","20910"
"Bikeshare Station","Elm & 47th","POINT (-77.092015 38.982449)","http://www.montgomerycountymd.gov/bikeshare","Bethesda","27","15 docks","(240) 777-8380","29","20815"
"Bikeshare Station","Pooks Hill & Linden","POINT (-77.1071884 39.0147189)","http://www.montgomerycountymd.gov/bikeshare","Bethesda","56","15 docks","(240) 777-8380",,"20814"
"Bikeshare Station","Bethesda & Arlington","POINT (-77.0974565 38.9811205)","http://www.montgomerycountymd.gov/bikeshare","Bethesda","24","19 docks","(240) 777-8380","26","20814"
"Bikeshare Station","King Farm & Pleasant","POINT (-77.1715639 39.1146197)","http://www.montgomerycountymd.gov/bikeshare","Rockville","9","18 docks","(240) 777-8380","10","20850"
"Bikeshare Station","Rockville Pike & Meeting St","POINT (-77.1152143 39.0505468)","http://www.montgomerycountymd.gov/bikeshare","North Bethesda","76","15 docks","(240) 777-8380",,"20852"
"Bikeshare Station","Grandview & Blueridge","POINT (-77.0530838 39.043178)","http://www.montgomerycountymd.gov/bikeshare","Wheaton","59","15 docks","(240) 777-8380",,"20902"
"Bikeshare Station","Silver Spring Transit Ctr - Top Level","POINT (-77.0303737 38.9940427)","http://www.montgomerycountymd.gov/bikeshare","Silver Spring","83","15 docks","(240) 777-8380",,"20910"
"Bikeshare Station","East West & Blair Mill","POINT (-77.0293329 38.9902369)","http://www.montgomerycountymd.gov/bikeshare","Silver Spring","37","15 docks","(240) 777-8380","39","20910"
"Bikeshare Station","Norfolk & Rugby","POINT (-77.1002583 38.9906056)","http://www.montgomerycountymd.gov/bikeshare","Bethesda","31","11 docks","(240) 777-8380","33","20814"
"Bikeshare Station","Lyttonsvile Rd & Lyttonsville Pl","POINT (-77.0511703 38.9996868)","http://www.montgomerycountymd.gov/bikeshare","Silver Spring","52","15 docks","(240) 777-8380",,"20910"
"Bikeshare Station","Landy & River","POINT (-77.1033437 38.964989)","http://www.montgomerycountymd.gov/bikeshare","Bethesda","20","19 docks","(240) 777-8380","22","20816"
"Bikeshare Station","Fallsgrove & Fallsgrove","POINT (-77.192713 39.096327)","http://www.montgomerycountymd.gov/bikeshare","Rockville","5","19 docks","(240) 777-8380","5","20850"
"Bikeshare Station","Citadel & McGrath","POINT (-77.1093323 39.0490078)","http://www.montgomerycountymd.gov/bikeshare","North Bethesda","80","15 docks","(240) 777-8380",,"20852"
"Bikeshare Station","Maple & Ritchie","POINT (-77.0063606 38.9836084)","http://www.montgomerycountymd.gov/bikeshare","Takoma Park","48","19 docks","(240) 777-8380","50","20912"
"Bikeshare Station","Rockville Metro - East","POINT (-77.1458712 39.0853522)","http://www.montgomerycountymd.gov/bikeshare","Rockville","16","13 docks","(240) 777-8380","17","20850"
"Bikeshare Station","Corporate Blvd & Omega Dr","POINT (-77.1926474 39.1069788)","http://www.montgomerycountymd.gov/bikeshare","Rockville","69","15 docks","(240) 777-8380",,"20850"
"Bikeshare Station","Windham & Amherst","POINT (-77.0472772 39.0320192)","http://www.montgomerycountymd.gov/bikeshare","Wheaton","63","15 docks","(240) 777-8380",,"20902"
"Bikeshare Station","Connecticut Ave & Chevy Chase Lake Dr","POINT (-77.0769906 38.9941286)","http://www.montgomerycountymd.gov/bikeshare","Chevy Chase","91","15 docks","(240) 777-8380",,"20815"
"Bikeshare Station","The Shoppes @ Burnt Mills","POINT (-77.004124 39.0313219)","http://www.montgomerycountymd.gov/bikeshare","Silver Spring","84","19 docks","(240) 777-8380",,"20901"
