"the_geom","id","business_name","full_address","city","state","zip","phone_number","website"
"POINT (-91.095549673731 30.386356798984)","5","BEHAVIORAL INTERVENTION GROUP","7222 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70810","225-757-8002","http://big-br.com/"
"POINT (-91.050344299375 30.430477417701)","47","BAYOU COMMUNITY HEALTH CENTER","11838 S HARRELL'S FERRY RD, STE B","BATON ROUGE","LOUISIANA","70816","225-361-0089","http://bayoucommunityhealth.com/"
"POINT (-91.081835598217 30.405050988338)","82","BATON ROUGE AZMEH CLINIC","4890 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70809",,"http://hivcare.org/"
"POINT (-91.110554233135 30.457999676059)","117","VILLA ST FRANCIS","7575 BISHOP OTT DR","BATON ROUGE","LOUISIANA","70806","225-927-0070","http://ololrmc.com/body.cfm?id=135&fr=true"
"POINT (-91.063712935076 30.415409402838)","43","FOOT CARE SURGERY CENTER","10608 COURSEY BLVD, STE A","BATON ROUGE","LOUISIANA","70816","225-757-8808","http://footandankleinstitute.org/"
"POINT (-91.10486573576 30.403797877366)","79","MARY BIRD PERKINS CANCER CENTER","4950 ESSEN LN","BATON ROUGE","LOUISIANA","70808","225-767-0847","http://marybird.org/olol"
"POINT (-91.110292635677 30.402082939895)","40","LAKE SENIOR CARE CENTER","5247 DIDESSE DR","BATON ROUGE","LOUISIANA","70808","225-765-3076","http://ololrmc.com/body.cfm?id=336"
"POINT (-91.050343919785 30.430514910267)","48","BAYOU COMMUNITY HEALTH CENTER","11848 S HARRELL'S FERRY RD, STE A","BATON ROUGE","LOUISIANA","70816","225-361-0089","http://bayoucommunityhealth.com/"
"POINT (-91.051815853651 30.42668590094)","21","CAPI LANDRENEAU LCSW","11715 BRICKSOME AVE","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.081576080985 30.405417401049)","81","THE FOOT CLINIC OF BR LLC","4860 BLUEBONNET BLVD, STE B","BATON ROUGE","LOUISIANA","70809","225-295-1027","http://footclinicofbatonrouge.com/"
"POINT (-91.081398845913 30.352904519791)","110","MAGGIE SHAVER LCSW LLC","10431 SIEGEN LN, STE 103","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.178809539718 30.448282204615)","54","MAISON DES AMIS","1050 CONVENTION ST","BATON ROUGE","LOUISIANA","70802","225-343-3827",
"POINT (-91.14226527013 30.361611486323)","52","THE EMERGE CENTER","7784 INNOVATION PARK DR","BATON ROUGE","LOUISIANA","70820",,"http://emergela.org/"
"POINT (-91.109823529553 30.35673880919)","118","WELLNESS PLUS","9828 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70810","225-767-6271","http://williamsoncenters.com/"
"POINT (-91.088262313543 30.419537160403)","73","TOTAL OCCUPATIONAL MEDICINE","3333 DRUSILLA LN","BATON ROUGE","LOUISIANA","70809","225-924-4460","http://totaloccmed.com/"
"POINT (-91.110983587738 30.46002035008)","26","OCEAN'S INTENSIVE OUTPATIENT","1335 WOODDALE BLVD","BATON ROUGE","LOUISIANA","70806","225-928-4969","http://obhbr.info/services/intensive-outpatient-program/"
"POINT (-91.093984360132 30.393606201749)","25","FERTILITY INSTITUTE OF NEW ORLEANS APC","8595 PICARDY AVE","BATON ROUGE","LOUISIANA","70809","225-763-4800","http://fertilityinstitute.com/"
"POINT (-91.104294076988 30.368123183507)","103","AESTHETIC MEDICINE & ANTI AGING CLINICS OF LA LLC","8940 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70810","225-753-1234","http://theantiagingclinics.com/"
"POINT (-91.126095081639 30.407054865445)","77","SUSAN G. KOMEN BATON ROUGE","6120 PERKINS RD","BATON ROUGE","LOUISIANA","70808",,"http://komenbatonrouge.org/"
"POINT (-91.194150384811 30.636055190641)","8","LAKE AFTER HOURS","18989 OLD SCENIC HWY","ZACHARY","LOUISIANA","70791","225-654-8850","http://lakeafterhours.com/"
"POINT (-91.113084127428 30.396822636786)","102","ADVANCED SURGICAL CARE OF BR LLC","7310 PERKINS RD","BATON ROUGE","LOUISIANA","70808","225-236-3100",
"POINT (-91.157017159378 30.484136653112)","111","FAMILY CHIROPRACTIC CLINIC INC","3855 N ACADIAN THWY","BATON ROUGE","LOUISIANA","70805","225-356-4449","http://drplantzdc.com/"
"POINT (-91.150926754033 30.449971399239)","95","PARRIS CARDIOVASCULAR CENTER","236 WABASH BLVD","BATON ROUGE","LOUISIANA","70806","225-757-6700","http://parriscardio.net/"
"POINT (-91.078469730221 30.370205691784)","113","LAKE AFTER HOURS -PERKINS","12525 PERKINS RD, STE A","BATON ROUGE","LOUISIANA","70810","225-819-8857","http://lakeafterhours.com/"
"POINT (-91.033520022232 30.374081485342)","61","GULF COAST OCCUPATIONAL MEDICINE","13406 AIRLINE HWY","BATON ROUGE","LOUISIANA","70809","225-753-7233","http://gulfcoastoccmed.com/Information/Contact"
"POINT (-91.110472901766 30.399442092905)","106","KID MED SOUTH INC","7612 PICARDY AVE, STE C","BATON ROUGE","LOUISIANA","70808","225-767-3800",
"POINT (-91.081564104027 30.352869627485)","35","SUSAN VOS DUPREE LCSW","10431 SIEGEN LN","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.020194037697 30.35235296243)","119","THE PEDIATRIC PLACE LLC","18135 E PETROLEUM DR, STE A","BATON ROUGE","LOUISIANA","70809","225-765-5247",
"POINT (-91.138209343657 30.44238940345)","86","OASIS BEHAVIORAL HEALTH LLC","717 S FOSTER DR","BATON ROUGE","LOUISIANA","70806","225-389-6110","http://oasisbehavioralhealth.com/"
"POINT (-91.112542216102 30.434767499798)","32","KATHERINE L VOLK LCSW","7341 JEFFERSON HWY, STE M","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.161208220137 30.448378324338)","13","B M A NORTH BLVD DIALYSIS CENTER","2661 NORTH BLVD","BATON ROUGE","LOUISIANA","70806","225-387-5777","http://fmcna.com/fmcna/index.htm"
"POINT (-91.161208220137 30.448378324338)","11","FMC DIALYSIS CENTER","2661 NORTH BLVD","BATON ROUGE","LOUISIANA","70806","225-357-9055",
"POINT (-91.109731458544 30.399083999266)","104","B M A PICARDY KIDNEY CENTER","7638 PICARDY AVE, STE B","BATON ROUGE","LOUISIANA","70808","225-767-3556","http://fmcna.com/fmcna/index.htm"
"POINT (-91.113371158815 30.434729622578)","36","MICHELE HORNSBY LCSW ACSW","1651 THIBODEAUX AVE","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.100520818405 30.443019453962)","64","BATON ROUGE HEALTHCARE CENTER","8281 GOODWOOD BLVD","BATON ROUGE","LOUISIANA","70806",,"http://hivcare.org/"
"POINT (-91.102827599677 30.452660321239)","109","BATON ROUGE PHYSICAL MEDICINE LLC","8149 FLORIDA BLVD, STE 300","BATON ROUGE","LOUISIANA","70806","225-924-2555","http://batonrougephysicalmedicine.com/"
"POINT (-91.088262313543 30.419537160403)","74","LAKE AFTER HOURS DRUSILLA","3333 DRUSILLA LN","BATON ROUGE","LOUISIANA","70809","225-924-3906","http://lakeafterhours.com/"
"POINT (-91.131924973124 30.500912601848)","59","FMC DIALYSIS CENTER","5948 AIRLINE HWY","BATON ROUGE","LOUISIANA","70805","225-357-9055",
"POINT (-91.147330438815 30.395508816395)","51","DAVID O ROUGEAU LCSW","6065 CHANDLER DR","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.099557799968 30.446851892014)","62","NATURAL THERAPIES CENTER","8323 O'HARA CT","BATON ROUGE","LOUISIANA","70806","225-928-7411",
"POINT (-91.022819578878 30.430376830847)","97","SHERWOOD FOOT CARE CENTER","14635 S HARRELL'S FERRY RD, STE 3","BATON ROUGE","LOUISIANA","70816","225-753-4994",
"POINT (-91.105885464404 30.39712995952)","20","JESSICA RIZZUTO, LCSW","7932 PICARDY AVE, STE A","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.137889089616 30.376525895725)","37","KELLEY MASSENGALE LCSW BACS","7474 HIGHLAND RD","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.138566580897 30.42110520758)","114","MICHAEL J SUNSERI LCSW ACSW LLC","4521 JAMESTOWN AVE, STE 1","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.108813353483 30.401735597662)","6","BATON ROUGE CARDIOLOGY CTR","5231 BRITTANY DR","BATON ROUGE","LOUISIANA","70808","225-769-0933","http://brcardiology.com/site.php"
"POINT (-91.076888684594 30.365268943561)","28","ROBIN MARRERO LCSW","9270 SIEGEN LN","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.054820730561 30.412133151649)","55","ASPEN CLINIC","11445 COURSEY BLVD, STE L","BATON ROUGE","LOUISIANA","70816","225-273-8988","http://theaspenclinic.com/"
"POINT (-91.008530815179 30.431500451142)","53","BATON ROUGE RADIOLOGY GROUP","2550 O'NEAL LN","BATON ROUGE","LOUISIANA","70816","225-769-9337","http://brrg.com/"
"POINT (-91.158876451864 30.450003823764)","66","DAVITA","2902 FLORIDA ST","BATON ROUGE","LOUISIANA","70806","225-226-1444","http://davita.com/"
"POINT (-91.155839004999 30.464857822512)","2","ACADIAN WOMEN'S CLINIC","1820 N ACADIAN THWY W","BATON ROUGE","LOUISIANA","70802","225-356-6168","http://acadianawomens.com/"
"POINT (-91.110491843355 30.399416836486)","105","KID MED SOUTH INC","7612 PICARDY AVE, STE D","BATON ROUGE","LOUISIANA","70808","225-767-3800",
"POINT (-91.078360216379 30.427365176735)","93","BEACON BEHAVIORIAL HOSPITAL","9938 AIRLINE HWY","BATON ROUGE","LOUISIANA","70809","225-810-4719","http://beaconbh.com/"
"POINT (-91.03871573033 30.385494036975)","99","WOMAN'S HOSPITAL","100 WOMAN'S WAY","BATON ROUGE","LOUISIANA","70817","225-924-8156","http://womans.org/"
"POINT (-91.098833266579 30.445246003717)","89","URGENT CARE OF B R PMB","600 COLONIAL DR","BATON ROUGE","LOUISIANA","70806","225-927-6368","http://new.dhh.louisiana.gov/index.cfm/directory/detail/3067"
"POINT (-91.149896046399 30.449195233138)","1","BATON ROUGE GENERAL - BEHAVIORAL WELLNESS CENTER","3910 CONVENTION ST","BATON ROUGE","LOUISIANA","70806",,"http://brgeneral.org/services/behavioral-mental-health"
"POINT (-91.141800652499 30.447046730277)","17","BAYOU COMMUNITY HEALTH CENTER","4560 NORTH BLVD","BATON ROUGE","LOUISIANA","70806","225-361-0089","http://bayoucommunityhealth.com/"
"POINT (-91.076888684594 30.365268943561)","27","DON M PLAISANCE LCSW LLC","9270 SIEGEN LN","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.096357534068 30.442200462933)","84","NATURAL THERAPIES CENTER","888 TARA BLVD","BATON ROUGE","LOUISIANA","70806","225-928-7411",
"POINT (-91.102194252627 30.441933538181)","31","UTOPIAN HEALTH & WELLNESS INC","8220 GOODWOOD BLVD","BATON ROUGE","LOUISIANA","70806","225-272-4447","http://utopianhealth.com/"
"POINT (-91.07587413754 30.371446619011)","101","RENEE WILKINSON DAVIS LCSW BAC","8235 YMCA PLAZA DR","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.096534286094 30.44668164431)","88","WILLIAMSON EYE CENTER THE","550 CONNELL'S PARK LN","BATON ROUGE","LOUISIANA","70806","225-924-2020","http://williamsoneyectr.com/"
"POINT (-91.099692882506 30.422778708912)","70","PSYCHOLOGY CLINIC, THE","7936 WRENWOOD BLVD, STE B","BATON ROUGE","LOUISIANA","70809","225-925-2036",
"POINT (-91.149159342483 30.461720069103)","9","CAPITOL CITY FAMILY HEALTH CENTER WIC CLINIC","4142 GUS YOUNG AVE","BATON ROUGE","LOUISIANA","70802","225-388-5861",
"POINT (-91.100507288548 30.376485425942)","108","SURGICAL SPECIALTY CTR OF BR","8080 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70810","225-381-0006","http://sscbr.com/"
"POINT (-91.140183792067 30.46649672311)","67","FMC DIALYSIS CENTER","1919 N FOSTER DR","BATON ROUGE","LOUISIANA","70802","225-357-9055",
"POINT (-91.103143904626 30.422647530238)","115","OCHSNER HEALTH CENTER JEFFERSON PLACE","8150 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70809",,"https://ochsner.org/"
"POINT (-91.10258550157 30.370714929427)","50","NOVAMED SURGERY CENTER OF BATON ROUGE INTERVENTIONAL PAIN MANAGEMENT CENTER","8748 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70810","225-329-2900","http://novamedbr.com/"
"POINT (-91.086007557295 30.415797240136)","23","LOUISIANA ENDOSCOPY CENTER","9103 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70809","225-927-1190","http://lecbr.com/"
"POINT (-91.048684735125 30.404054985575)","56","LOUISIANA FEDERATION OF FAMILIES FOR CHILDREN'S MENTAL HEALTH","5627 SUPERIOR DR, STE A2","BATON ROUGE","LOUISIANA","70816","225-293-3508","http://laffcmh.org/"
"POINT (-91.096434582573 30.444792321118)","85","CHILDRENS HOSPITAL OUTPATIENT CENTER","720 CONNELL'S PARK LN","BATON ROUGE","LOUISIANA","70806","225-216-3047","http://chnola.org/locations-contacts"
"POINT (-91.048754665964 30.403902028537)","68","LOUISIANA FEDERATION OF FAMILIES FOR CHILDREN'S MENTAL HEALTH","5637 SUPERIOR DR, STE B1","BATON ROUGE","LOUISIANA","70816","225-293-3508","http://laffcmh.org/"
"POINT (-91.100074667097 30.443852933289)","30","DELTA CLINIC OF BATON ROUGE","756 COLONIAL DR","BATON ROUGE","LOUISIANA","70806","225-924-4442","http://papa.unisonplatform.com/~dclinic/site/"
"POINT (-91.070687805568 30.427261135407)","44","BEACON BEHAVIORIAL HOSPITAL","10425 PLAZA AMERICANA DR","BATON ROUGE","LOUISIANA","70816","225-810-4719","http://beaconbh.com/"
"POINT (-91.050647215596 30.404561090938)","96","NAMI LOUISIANA","5534 GALERIA DR","BATON ROUGE","LOUISIANA","70816","225-291-6262","http://namilouisiana.org/"
"POINT (-91.093984360132 30.393606201749)","24","BATON ROUGE FAMILY MEDICAL CTR","8595 PICARDY AVE","BATON ROUGE","LOUISIANA","70809","225-763-4900","https://brgeneraldoc.org/site27.php"
"POINT (-91.10623310625 30.397913976102)","22","BATON ROUGE RADIOLOGY GROUP","7887 PICARDY AVE","BATON ROUGE","LOUISIANA","70809","225-769-9337","http://brrg.com/"
"POINT (-91.002491463685 30.442054520761)","69","OCHSNER HEALTH CENTER ONEAL","16777 MEDICAL CENTER DR","BATON ROUGE","LOUISIANA","70816",,"https://ochsner.org/"
"POINT (-91.028458522721 30.530877917733)","116","LAKE AFTER HOURS","8751 SULLIVAN RD","CENTRAL","LOUISIANA","70818","225-654-8850","http://lakeafterhours.com/"
"POINT (-91.100061156369 30.423189754384)","72","CATHERINE GASTON LCSW IBCLC","7920 WRENWOOD BLVD, STE D","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.104339177218 30.364781593308)","7","DAYNE NARRETTA LCSW BCD CGP","9229 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.110352774169 30.455303947574)","45","FMC DIALYSIS CENTER","7656 REALTORS AVE","BATON ROUGE","LOUISIANA","70806","225-216-0388","http://ultracare-dialysis.com/"
"POINT (-91.106906495776 30.403484085181)","80","OUR LADY OF THE LAKE REGIONAL MEDICAL CENTER","5000 HENNESSY BLVD","BATON ROUGE","LOUISIANA","70808",,"http://ololrmc.com"
"POINT (-91.098353698397 30.44376244257)","39","LAKE PEDIATRICS AT GOODWOOD","8415 GOODWOOD BLVD","BATON ROUGE","LOUISIANA","70806","225-765-5633","http://ololphysiciangroup.com/body.cfm?xyzpdqabc=0&id=72&action=detail&ref=47"
"POINT (-91.100507288548 30.376485425942)","107","BATON ROUGE ORTHOPAEDIC CLINIC","8080 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70810","225-924-2424","http://brortho.com/"
"POINT (-91.157028397185 30.450526467744)","38","CARE SOUTH","3111 FLORIDA ST","BATON ROUGE","LOUISIANA","70802","225-650-2000","http://caresouth.org/"
"POINT (-91.112244304769 30.398036369018)","58","BATON ROUGE CLINIC AMC","7373 PERKINS RD","BATON ROUGE","LOUISIANA","70808","225-769-4044","https://batonrougeclinic.com/"
"POINT (-91.155012593767 30.517588461271)","91","DAVITA","7797 HOWELL BLVD","BATON ROUGE","LOUISIANA","70807","225-226-1444","http://davita.com/"
"POINT (-91.149878740152 30.449681876229)","90","DEEKAY MEDICAL CENTER","3923 CONVENTION ST","BATON ROUGE","LOUISIANA","70806","225-381-6474",
"POINT (-91.106685074637 30.398197922305)","41","MED-AID","5475 ESSEN LN","BATON ROUGE","LOUISIANA","70809","225-767-2750",
"POINT (-91.155958172755 30.495524138024)","71","JUST KIDS DENTAL","5151 PLANK RD","BATON ROUGE","LOUISIANA","70805","225-330-6622","http://justkids-dental.com/"
"POINT (-91.159539287509 30.394722334349)","33","LAKE AFTER HOURS-HIGHLAND","123 LEE DR","BATON ROUGE","LOUISIANA","70808","225-302-5757","http://lakeafterhours.com/"
"POINT (-91.076667408503 30.368616026499)","42","COMMUNITY CHIROPRACTIC CENTER","12590 PERKINS RD, STE B","BATON ROUGE","LOUISIANA","70810","225-767-3151","http://louisianachiropractic.com/"
"POINT (-91.071507936554 30.374584016399)","98","GULF COAST OCCUPATIONAL MEDICINE","8180 SIEGEN LN","BATON ROUGE","LOUISIANA","70810","225-753-7233","http://gulfcoastoccmed.com/Information/Contact"
"POINT (-91.074873847945 30.455300836657)","49","BROADMOOR MEDICAL CLINIC","9936 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815","225-927-8772",
"POINT (-91.154597018732 30.515620332142)","14","FMC DIALYSIS CENTER","7707 HOWELL BLVD","BATON ROUGE","LOUISIANA","70807","225-357-9055",
"POINT (-91.102896565301 30.368429699701)","94","21ST CARE","8841 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70810","225-766-2029","http://21stcare.com/"
"POINT (-91.10156961392 30.44659612712)","83","FIRST CHOICE SURGERY CENTER","505 E AIRPORT AVE","BATON ROUGE","LOUISIANA","70806","225-923-2448",
"POINT (-91.105885464404 30.39712995952)","19","BRITTANY H RELLE LCSW","7932 PICARDY AVE, STE A","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.084379988518 30.429170958568)","76","RUNNYMEDE CLINIC","2320 DRUSILLA LN","BATON ROUGE","LOUISIANA","70809","225-924-7500",
"POINT (-91.094409761141 30.393448977724)","3","BATON ROUGE GENERAL MEDICAL CENTER","8585 PICARDY AVE","BATON ROUGE","LOUISIANA","70809","225-763-4000","http://brgeneral.org"
"POINT (-91.113050444857 30.401426625108)","4","BATON ROUGE RADIOLOGY GROUP","5422 DIJON DR","BATON ROUGE","LOUISIANA","70808","225-769-9337","http://brrg.com/"
"POINT (-91.091813481416 30.393028726854)","15","OCHSNER HEALTH CENTER","9001 SUMMA AVE","BATON ROUGE","LOUISIANA","70809",,"https://ochsner.org/"
"POINT (-91.096534286094 30.44668164431)","87","OUTPATIENT SURGERY CENTER","550 CONNELL'S PARK LN","BATON ROUGE","LOUISIANA","70806","225-925-2031",
