"the_geom","id","business_name","full_address","city","state","zip","phone_number","website"
"POINT (-91.148434992182 30.44865254653)","28","AFFINITY NURSING AND REHAB CENTER","4005 NORTH BLVD","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.00003936649 30.466881901154)","33","MAGNOLIA CARE CENTER VETERANS HOME","16950 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.149853824006 30.448210605679)","30","STERLING PLACE","3888 NORTH BLVD","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.073974214689 30.411168645205)","15","JEFFERSON MANOR NURSING & REHAB CTR, LLC","9919 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.14705871648 30.448006855434)","29","CAPITOL OAKS NURSING & REHAB CENTER","4100 NORTH BLVD","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.157315420551 30.398568107117)","21","ST JAMES PLACE OF BATON ROUGE","333 LEE DR","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.122304557472 30.471485425529)","24","LANDMARK SOUTH NURSING AND REHAB CENTER","2382 LOBDELL BLVD","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.077818027446 30.364623858824)","31","MAGNOLIA BROOK ON SIEGEN LANE","9394 SIEGEN LN","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.137670714488 30.645693702928)","5","OAKWOOD VILLAGE","4400 MC HUGH RD","ZACHARY","LOUISIANA","70791",,
"POINT (-91.159615284343 30.593391807708)","36","NORTHRIDGE CARE CENTER","3612 BAKER BLVD","BAKER","LOUISIANA","70714",,
"POINT (-90.99375877755 30.354930704389)","17","LANDMARK SOUTH NURSING AND REHAB CENTER","18180 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.178809539718 30.448282204615)","22","MAISON DES AMIS","1050 CONVENTION ST","BATON ROUGE","LOUISIANA","70802","225-343-3827",
"POINT (-91.027568231252 30.45116490411)","16","WOODLEIGH OF BATON ROUGE, THE","14333 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.102405621236 30.413162517689)","23","OLLIE STEELE BURDEN MANOR NURSING HOME","4250 ESSEN LN","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.103517779525 30.400232855064)","34","SAGE REHABILITATION HOSPITAL","8000 SUMMA AVE","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.133695226181 30.445935119808)","25","WILLIAMSBURG RETIREMENT COMMUNITY","5445 GOVERNMENT ST","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.137517419226 30.649400832604)","7","LANE NURSING HOME","6300 MAIN ST","ZACHARY","LOUISIANA","70791",,
