"title","category_or_snippet","description","tags","open_data_site","url","created"
"Apartment","Housing and Development","Point geometry with attributes displaying apartment complexes in East Baton Rouge Parish, Louisiana.","Housing, Apartment, Multi-family","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/apartment/","2019-11-04T19:55:12.000"
"Aviation","Transportation and Infrastructure","Polygon geometry with attributes displaying Aviation facilities in East Baton Rouge Parish, Louisiana.","Aviation, Airport, Heliport, Transportation","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/aviation/","2015-10-16T09:28:09.000"
"Base Flood Elevation","Environment","Line geometry with attributes displaying the 2012 Base Flood Elevations in East Baton Rouge Parish, Louisiana.","Flood, Elevation, FIRM, FEMA","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/base-flood-elevation/","2015-10-15T11:42:39.000"
"Baton Rouge Annexation History","Government","This dataset depicts the expansion of the Baton Rouge city limits from 1817 to the present. All individual annexations since 1949 are depicted as well as select snapshots of the city boundary dating back to the original incorporation of the city of Baton Rouge.","City Limits, Baton Rouge, Annexation","Open Data BR","https://data.brla.gov/Government/Baton-Rouge-Annexation-History/3xd7-twu2","2019-02-24T00:00:00.000"
"Baton Rouge Crime Incidents","Public Safety","Crime incident reports as of beginning on January 1, 2021. Includes records for all crimes such as burglaries (vehicle, residential and non-residential), robberies (individual and business), auto theft, homicides and other crimes against people, property and society which occurred within the City of Baton Rouge.

Please see the disclaimer attachment in the About section of the primer page.

For Crime Incidents prior to 1/1/2021 visit the Legacy Baton Rouge Crime Incident dataset at https://data.brla.gov/Public-Safety/Legacy-Baton-Rouge-Crime-Incidents/fabb-cnnu.","Crime, Law, Enforcement, Police","Open Data BR","https://data.brla.gov/Public-Safety/Baton-Rouge-Crime-Incidents/pbin-pcm7","2021-03-26T00:00:00.000"
"Baton Rouge Fire Department Occupancy Inspections","Public Safety","The Baton Rouge Fire Department (BRFD) occupancy inspection dataset includes the name and location of all inspections conducted by BRFD officials and any violations since January 1, 2000.","Fire Department, Occupancy, Inspection","Open Data BR","https://data.brla.gov/Public-Safety/Baton-Rouge-Fire-Department-Occupancy-Inspections/h453-hp7u","2019-05-31T00:00:00.000"
"Baton Rouge Fire Incidents","Public Safety","Emergency calls responded to by the Baton Rouge Fire Department.","Arson, Fire, Baton Rouge Fire Department","Open Data BR","https://data.brla.gov/Public-Safety/Baton-Rouge-Fire-Incidents/dakq-4sda","2015-01-01T00:00:00.000"
"Baton Rouge Traffic Incidents","Transportation and Infrastructure","Traffic incident (crash) reports beginning on January 1, 2021. This dataset includes the original records for all vehicular crashes that occurred within the City of Baton Rouge which has not been processed by the Center for Analytics & Research in Transportation Safety (CARTS) at LSU.

To view traffic incident data prior to January 1, 2021 use the Legacy Baton Rouge Traffic Incident dataset: https://data.brla.gov/Transportation-and-Infrastructure/Legacy-Baton-Rouge-Traffic-Incidents/2tu5-7kif","Traffic, Crash, BRPD","Open Data BR","https://data.brla.gov/Transportation-and-Infrastructure/Baton-Rouge-Traffic-Incidents/sfeg-d9ip","2021-09-21T00:00:00.000"
"Beauregard Town Historic Structure Survey","Housing and Development","Point geometry with attributes displaying the location of structures within Beauregard Town, a historic neighborhood in Baton Rouge, Louisiana.","Beauregard Town, Historic, Structure","EBRGIS Open Data","https://data-ebrgis.opendata.arcgis.com/datasets/beauregard-town-historic-structure-survey-1","2020-02-13T14:46:20.000"
"Benchmark","Housing and Development","Point geometry with attributes displaying geodetic control stations (benchmarks) in East Baton Rouge Parish, Louisiana.","Geodetic, Control, Benchmark, Survey, Marker","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/benchmark/","2018-03-28T09:40:02.000"
"BESE District","Government","Polygon geometry with attributes displaying Board of Elementary and Secondary Education Districts in East Baton Rouge Parish, Louisiana.","BESE, District, Education, Board, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/bese-district/","2015-10-15T11:47:12.000"
"Bid Openings and Results","Government","Listing of all formal upcoming bid openings and past bid tabulation results processed by the City-Parish Purchasing Division.","Purchasing, Bids, Procurement","Open Data BR","https://data.brla.gov/Government/Bid-Openings-and-Results/u9zk-8nix","2015-03-07T00:00:00.000"
"Bike and Pedestrian Facilities","Transportation and Infrastructure","Line geometry with attributes displaying all existing, programmed, and proposed bicycle and pedestrian facilities in East Baton Rouge Parish, Louisiana.","Bike, Bicycle, Transportation, Cultural, Recreation","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/bike-ped-facilities/","2014-12-01T14:50:42.000"
"BREC Park","Culture and Recreation","Polygon geometry with attributes displaying Recreation and Parks Commission facilities in East Baton Rouge Parish, Louisiana.","BREC, Recreation, Park, Golf Course, Cultural","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/brec-park/","2014-12-19T10:28:11.000"
"BREC Parks","Culture and Recreation","This dataset displays all facilities and properties operated by the East Baton Rouge Parish Recreation and Park Commission (BREC). This includes all parks, public golf courses, community centers, and special purpose recreational facilities (such as the Baton Rouge Zoo). The amenity columns (Tennis Courts, Fishing Lakes, etc) show how many of that amenity exist at each park.","Recreation, Parks, BREC","Open Data BR","https://data.brla.gov/Culture-and-Recreation/BREC-Parks/phg8-g77c","2015-01-05T00:00:00.000"
"Bridge","Transportation and Infrastructure","Polygon geometry with attributes displaying bridge decks in East Baton Rouge Parish, Louisiana.","Bridge, Infrastructure, Transportation","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/bridge/","2014-12-19T10:53:54.000"
"BTR Airport Signatory Airlines Passenger Stats","Transportation and Infrastructure","This dataset provides the monthly enplanement and deplanement statistics since 1986 for all signatory airlines flying to and from the Baton Rouge Metropolitan Airport.","BTR, Deplanement, Enplanement, Passenger, Airline","Open Data BR","https://data.brla.gov/Transportation-and-Infrastructure/BTR-Airport-Signatory-Airlines-Passenger-Stats/5ihf-n5qf","2019-06-05T00:00:00.000"
"Building Footprint","Housing and Development","Polygon geometry with attributes displaying Building Footprints in East Baton Rouge Parish, Louisiana.","Building, Footprint, Housing","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/building-footprint/","2014-11-21T15:07:45.000"
"Businesses","Business and Financial","Point geometry with attributes displaying businesses in East Baton Rouge Parish, Louisiana.","Business, Address, EBRP","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/businesses/","2016-10-14T09:56:14.000"
"Businesses Registered with EBR Parish","Business and Financial","All businesses registered with EBR Parish for Occupational License Tax and/or Sales Tax Registration. This dataset includes both active and inactive businesses.","NAICS, Ownership, Business","Open Data BR","https://data.brla.gov/Business-and-Financial/Businesses-Registered-with-EBR-Parish/xw6s-bcqm","2014-10-18T00:00:00.000"
"Bus Route","Transportation and Infrastructure","Line geometry with attributes displaying Capital Area Transit System (CATS) Bus Routes in East Baton Rouge Parish, Louisiana.","Bus, Transportation, CATS","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/bus-route/","2014-12-19T13:33:06.000"
"Bus Stop","Transportation and Infrastructure","Point geometry with attributes displaying Capital Area Transit System (CATS) Bus Stops in East Baton Rouge Parish, Louisiana.","CATS, Transportation, Bus, Stop","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/bus-stop/","2014-12-19T13:42:04.000"
"Catholic Church Parish","Culture and Recreation","Polygon geometry with attributes displaying the Diocese of Baton Rouge Catholic Church Parishes within East Baton Rouge Parish, Louisiana.","Cultural","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/catholic-church-parish/","2018-03-07T07:29:53.000"
"CDC Places Data by Census Tract","Government","This dataset contains model-based Census tract level estimates for the PLACES project by the Centers for Disease Control and Prevention (CDC), Division of Population Health, Epidemiology and Surveillance Branch. It represents a first-of-its kind effort to release information uniformly on this large scale. Data sources used to generate these model-based estimates include Behavioral Risk Factor Surveillance System (BRFSS) 2018 or 2017 data, Census Bureau 2010 population estimates, and American Community Survey (ACS) 2014-2018 or 2013-2017 estimates. The 2020 release uses 2018 BRFSS data for 23 measures and 2017 BRFSS data for 4 measures (high blood pressure, taking high blood pressure medication, high cholesterol, and cholesterol screening). Four measures are based on the 2017 BRFSS data because the relevant questions are only asked every other year in the BRFSS. This data only covers the health of adults (people 18 and over) in East Baton Rouge Parish. All estimates lie within a 95% confidence interval.","census, health, cdc, places, prevalence, and 4 more","Open Data BR","https://data.brla.gov/Government/CDC-Places-Data-by-Census-Tract/8au8-e3qg","2021-07-01T00:00:00.000"
"CDC Places Data by ZIP Code","Government","This dataset contains model-based ZIP Code Tabulation Areas (ZCTA) level estimates for the PLACES project by the Centers for Disease Control and Prevention (CDC), Division of Population Health, Epidemiology and Surveillance Branch. It represents a first-of-its kind effort to release information uniformly on this large scale. Data sources used to generate these model-based estimates include Behavioral Risk Factor Surveillance System (BRFSS) 2018 or 2017 data, Census Bureau 2010 population estimates, and American Community Survey (ACS) 2014-2018 or 2013-2017 estimates. The 2020 release uses 2018 BRFSS data for 23 measures and 2017 BRFSS data for 4 measures (high blood pressure, taking high blood pressure medication, high cholesterol, and cholesterol screening). Four measures are based on the 2017 BRFSS data because the relevant questions are only asked every other year in the BRFSS. This data only covers the health of adults (people 18 and over) in East Baton Rouge Parish. All estimates lie within a 95% confidence interval.","health, cdc, places, zip code, prevalence, and 4 more","Open Data BR","https://data.brla.gov/Government/CDC-Places-Data-by-ZIP-Code/522a-c6dn","2021-07-01T00:00:00.000"
"Cemetery","Culture and Recreation","Polygon geometry with attributes displaying the locations and names of cemeteries in East Baton Rouge Parish, Louisiana.","Cemetery","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/cemetery/","2015-11-03T08:32:18.000"
"Census 1960","Government","Polygon geometry with attributes displaying the 1960 Census tracts and respective population stats in East Baton Rouge Parish, Louisiana.","Census, Demographic, Population","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/census-1960/","2018-07-18T15:55:10.000"
"Census 1970","Government","Polygon geometry with attributes displaying the 1970 Census tracts and respective population stats in East Baton Rouge Parish, Louisiana.","Census, Demographic, Population","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/census-1970/","2018-07-18T16:01:10.000"
"Census 1980","Government","Polygon geometry with attributes displaying the 1980 Census tracts and respective population stats in East Baton Rouge Parish, Louisiana.","Census, Demographic, EBRP, Population","EBRGIS Open Data","https://data-ebrgis.opendata.arcgis.com/datasets/census-1980/","2018-07-18T00:00:00.000"
"Census 1990","Government","Polygon geometry with attributes displaying the 1990 Census tracts and respective population stats in East Baton Rouge Parish, Louisiana.","Census, Demographic, Population","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/census-1990/","2018-07-18T16:05:36.000"
"Census 2000","Government","Polygon geometry with attributes displaying the 2000 Census tracts and respective population stats in East Baton Rouge Parish, Louisiana.","Census, Demographic, Population, EBRP","EBRGIS Open Data","https://data-ebrgis.opendata.arcgis.com/datasets/census-2000/","2018-07-31T00:00:00.000"
"Census 2010","Government","Polygon geometry with attributes displaying the 2010 Census tracts and respective population stats in East Baton Rouge Parish, Louisiana.","Census, Demographic, Population, EBRP","EBRGIS Open Data","https://data-ebrgis.opendata.arcgis.com/datasets/census-2010-2/","2018-07-27T00:00:00.000"
"Census 2020","Government","Polygon geometry with attributes displaying the 2020 Census tracts and respective population stats in East Baton Rouge Parish, Louisiana.","Census, Demographic, Population, EBRP","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/census-2020/","2021-10-07T00:00:00.000"
"Census 2020 Block Groups","Government","Polygon geometry with attributes displaying the 2020 Census block groups in East Baton Rouge Parish, Louisiana.","Census, Population, EBRP","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/census-2020-block-groups/","2021-08-13T00:00:00.000"
"Census Block","Government","Polygon geometry with attributes displaying the 2010 Census blocks and population in East Baton Rouge Parish, Louisiana.","Census, Block, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/census-block/","2014-12-01T15:00:14.000"
"Census Block Group","Government","Polygon geometry with attributes displaying the 2010 Census block groups in East Baton Rouge Parish, Louisiana.","Census, Block Group, Population, Demographic, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/census-block-group/","2015-10-15T11:41:20.000"
"Census Demographics","Housing and Development","Summary statistics from the 2000 and 2010 United States Census including population, demographics, education, and housing information.","Population, Demographics, Census","Open Data BR","https://data.brla.gov/Housing-and-Development/Census-Demographics/xsrb-mxqt","2015-04-28T00:00:00.000"
"Census Low Moderate Income","Government","Polygon geometry with attributes displaying the 2010 Census low and moderate income block groups in East Baton Rouge Parish, Louisiana.","Census, Block Group, Population, Demographic, Household, Income","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/maps/ebrgis::census-low-moderate-income/","2017-11-13T07:04:04.000"
"Character Area","Housing and Development","Polygon geometry with attributes displaying planning character areas in the City of Baton Rouge and Parish of East Baton Rouge, Louisiana.","Character, Planning","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/character-area/","2017-01-20T11:24:14.000"
"Church","Culture and Recreation","Point geometry with attributes displaying the Churches in East Baton Rouge Parish, Louisiana.","Church, Religious, Cultural, Recreation","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/church/","2014-12-19T13:57:59.000"
"City Council District Baker","Government","Polygon geometry with attributes displaying the City of Baker council district boundaries in East Baton Rouge Parish, Louisiana.","Council District, District, Baker","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/council-district-baker/","2016-01-29T07:18:13.000"
"City Council District Central","Government","Polygon geometry with attributes displaying the City of Central Council Districts in East Baton Rouge Parish, Louisiana.","Central, Council, District","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/council-district-central/","2019-01-07T07:57:50.000"
"City Council District Zachary","Government","Polygon geometry with attributes displaying the City of Zachary council district boundaries in East Baton Rouge Parish, Louisiana.","Council District, District, Zachary","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/council-district-zachary/","2016-01-29T07:18:43.000"
"City Court Section","Government","Polygon geometry with attributes displaying sections and divisions of the Baton Rouge City Court.","City of Baton Rouge, City, Court, Division, Legal","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/city-court-section/","2017-03-11T16:13:32.000"
"City Court Warrants","Public Safety","Listing of active warrants for Baton Rouge City Court. Warrants are posted to the site daily, however it may take up to 7-10 days for information processed in court to be reflected on the site. If you have questions please contact the Criminal Traffic Division via email at traffic@brgov.com or call (225) 389-5278. This lookup is not confirmation of an active warrant. All City Court warrants should be confirmed by the official court file. Please contact the City Constable's Office at 389-3889 or 389-3004 for confirmation.","Court, Warrants","Open Data BR","https://data.brla.gov/Public-Safety/City-Court-Warrants/3j5u-jyar","2014-12-17T00:00:00.000"
"City Limit","Government","Polygon features with attributes displaying the corporate limits of Baker, Baton  Rouge, Central, and Zachary in East Baton Rouge Parish, Louisiana.","City, City Limit, Incorporated, Baker, City of Baton Rouge, Central, Zachary, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/city-limit/","2014-11-21T09:54:56.000"
"City-Parish Employee Annual Salaries","Government","City-Parish employees' annual salaries and other payroll related information. Information is calculated after the last payroll is run for the year specified. Some fields, such as job title and department, are accurate as of the time the data was captured for Open Data BR. For example, if an employee worked for three departments throughout the year, only the department they worked for at the time we collected the data will be shown. ***In November of 2018, the City-Parish switched to a new payroll system. This data contains employee information from 2018 onward. For prior year data, please see the Legacy City-Parish Employee Annual Salaries.","Department, Annual, Employee, Salary","Open Data BR","https://data.brla.gov/Government/City-Parish-Employee-Annual-Salaries/g9vh-zeiw","2019-09-24T00:00:00.000"
"City-Parish Employees","Government","City-Parish employees, both active and inactive, that exist in the City-Parish Payroll System. The information includes employee current pay information, including any special pay. Special pay is earned per pay period. ***In November of 2018, the City-Parish switched to a new payroll system. This dataset contains employee information from this new system. For data prior to 2018, please see the Legacy City-Parish Employees.","Department, Job, Title, Salary, Employees","Open Data BR","https://data.brla.gov/Government/City-Parish-Employees/bj3z-jksg","2019-12-16T00:00:00.000"
"City-Parish Expenditures","Government","This expenditures dataset includes a listing and description of City-Parish department-level spending. Data is captured from January 1, 2018 to present as any data prior to this date resides in multiple disparate systems in various formats, which were subsequently streamlined through the implementation of the City-Parish's enterprise resource planning system financial module in late 2017. In an effort to protect certain information telephone numbers and account numbers are masked with X's. Also, the Check Number field only includes the last 4 digits of the check number.","Expenses, Spending, Open Checkbook BR, Open Checkbook, Checkbook","Open Data BR","https://data.brla.gov/Government/City-Parish-Expenditures/vwa8-ps2a","2018-08-09T00:00:00.000"
"City-Parish Expense Budget","Government","The operating budget portion of Open Budget BR allows users to drill down into spending categories such as department-level and service-specific budgets. Browse the budget based on the fund or department and drill down to each spending category to better understand departmental expenses and revenue sources along with budgeted versus actual expenses incurred throughout the year, which can be viewed in greater detail at checkbook.brla.gov.","Budget, Expenses Operating, Open Budget BR, Open Budget","Open Data BR","https://data.brla.gov/Government/City-Parish-Expense-Budget/5emz-4788","2019-01-12T00:00:00.000"
"City-Parish Revenue Budget","Government","The City-Parish operating budget is supported by various revenue streams such as sales/use and property taxes, fees that range from occupational licenses to sewer user fees, bond sales, interagency transfers, and more. Projected revenues are used to responsibly develop the City-Parish budget each year with actual revenues collected throughout the year used to deliver critical services, programs, and projects to Baton Rouge residents.","Open Budget, Open Budget BR, Operating, Revenues, Budget","Open Data BR","https://data.brla.gov/Government/City-Parish-Revenue-Budget/4kxx-65v6","2019-01-12T00:00:00.000"
"City-Parish Vendors","Government","Listing of all vendors registered to do business with City-Parish. Please note that these are all vendors registered and includes vendors who have never actually done business with the City-Parish. Registered vendors are notified of potential procurment opportunities.","Purchasing, Procurement, Purchase Orders","Open Data BR","https://data.brla.gov/Government/City-Parish-Vendors/6w2f-pxr9","2018-05-29T00:00:00.000"
"College University","Government","Polygon geometry with attributes displaying colleges and universities in East Baton Rouge Parish, Louisiana.","College, University, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/college-university/","2015-10-16T07:29:29.000"
"Community Center","Government","Point geometry with attributes for all community centers in East Baton Rouge Parish, Louisiana.","Community, Public, Governmental, Facility","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/community-center/","2015-02-04T15:39:43.000"
"Conditional Use Permit","Housing and Development","Polygon geometry with attributes displaying conditional use permits (CUP) approved by the City-Parish Planning Commission in East Baton Rouge Parish, Louisiana.","CUP, Conditional, Use, Permit, Zoning","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/conditional-use-permit/","2020-01-10T09:37:04.000"
"Conservation Area","Environment","Polygon geometry with attributes displaying conservation areas as defined by the comprehensive plan, FUTUREBR, in East Baton Rouge Parish, Louisiana.","Conservation, Open Space, Riparian, Tree, FUTUREBR","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/conservation-area/","2016-10-18T16:41:23.000"
"Consolidated Garbage District","Government","Polygon geometry displaying the consolidated garbage district in East Baton Rouge Parish, Louisiana.","Garbage, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/consolidated-garbage-district/","2015-10-15T11:48:19.000"
"Consolidated Road Lighting District","Government","Polygon geometry with attributes displaying consolidated road lighting districts in East Baton Rouge Parish, Louisiana.","Lighting, Road, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/consolidated-road-lighting-district/","2015-10-15T11:48:45.000"
"Court Family Section","Government","Polygon geometry with attributes displaying family court sections in East Baton Rouge Parish, Louisiana.","Court, Judicial, Family","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/court-family-section/","2017-05-09T08:08:28.000"
"Court Juvenile Section","Government","Polygon geometry with attributes displaying Juvenile Court Sections in East Baton Rouge Parish, Louisiana.","Court, Juvenile, Section","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/court-juvenile-section/","2017-05-09T08:05:47.000"
"Court of Appeals Subsection","Government","Polygon geometry with attributes displaying the Louisiana 1st Circuit Court of Appeals Subsections in East Baton Rouge Parish, Louisiana.","Court, Appeals, Subsection, Louisiana","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/court-appeals-subsection/","2017-05-09T11:57:48.000"
"Crime Prevention District","Public Safety","Polygon geometry with attributes displaying crime prevention districts in East Baton Rouge Parish, Louisiana.","Crime, Prevention, Public Safety","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/crime-prevention-district/","2015-10-15T11:49:41.000"
"Cultural District","Culture and Recreation","Polygon geometry with attributes displaying the cultural districts in East Baton Rouge Parish, Louisiana.","Cultural, Economic, Incentive, EBRP","EBRGIS Open Data","https://data-ebrgis.opendata.arcgis.com/datasets/ebrgis::cultural-district/","2020-08-14T00:00:00.000"
"Daycare Center","Business and Financial","Point geometry with attributes displaying daycare centers in East Baton Rouge Parish, Louisiana.","Daycare, Childcare, Nursery, School, Education, EBRP","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/ebrgis::daycare-center/","2016-06-08T00:00:00.000"
"Debris Service Zone","Government","Polygon geometry with attributes displaying debris service zones in East Baton Rouge Parish, Louisiana.","Debris,Service,EBRP","EBRGIS Open Data","https://data-ebrgis.opendata.arcgis.com/datasets/debris-service-zone/","2021-09-05T00:00:00.000"
"District Hospital Service","Government","Polygon geometry with attributes displaying Hospital Service District No. 1 in East Baton Rouge Parish, Louisiana.","District, Hospital, Service","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/district-hospital-service-1/","2020-01-10T08:39:55.000"
"District Pontchartrain Levee","Government","Polygon geometry with attributes displaying the Pontchartrain Levee District in East Baton Rouge Parish, Louisiana.","District, Pontchartrain, Levee, Mississippi, River","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/district-pontchartrain-levee-1/","2020-01-10T08:57:39.000"
"Downtown Development District","Government","Polygon geometry with attributes displaying the boundary of the Downtown Development District in Baton Rouge, Louisiana.","DDD, Downtown, Governmental","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/downtown-development-district/","2015-10-15T11:50:04.000"
"Downtown Greenway","Culture and Recreation","Line geometry with attributes displaying the downtown greenway in Baton Rouge, Louisiana.","Recreation, Downtown","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/downtown-greenway/","2017-07-05T14:19:24.000"
"Drainage District","Government","Polygon geometry with attributes of the drainage districts as defined by Metro Council ordinance in East Baton Rouge Parish, Louisiana.","Drainage","EBRGIS Open Data","https://web-ebrgis.opendata.arcgis.com/datasets/drainage-district/","2019-02-06T10:38:04.000"
