"the_geom","id","lot_id","business_name","full_address","city","zip","phone_number","website","lot_location","lb_map","lot_num","block_num","property_info","subdivision","abc","business_naics_code","dotd_map","census_tract","block_group","school_district","voting_district","economic_dev_zone","enterprise_zone","industrial_area","historic_district","historic_landmark","redevelopment_district","udd_name","udod_name","existing_land_use","future_land_use","zoning_type","subd_restriction","plss","design_level","area_meas_acres","character_area","service_name","condominium","service_type"
"MULTIPOLYGON (((-91.16944382011 30.43980740702, -91.169056814111 30.439816198432, -91.169053122072 30.439696858418, -91.169440126565 30.439688067015, -91.16944382011 30.43980740702)))","59320","840352849",,"920 PARK BLVD","BATON ROUGE","70802",,,"Baton Rouge","35","9","13",,"ROSELAND TERRACE",,,"25","22","1","EBR-5","1-007","NO","NO","No","National - Roseland Terrace",,"Old Town",,,"LDR","RN","A3.1",,"T7S R1W Sect 49","Walkable","0","Urban/Walkable",,"NO",
"MULTIPOLYGON (((-91.133238065195 30.362259407297, -91.133170094197 30.362224037619, -91.133344652205 30.361971759663, -91.133412622055 30.36200712835, -91.133238065195 30.362259407297)))","206704","1610725033",,"8149 VILLAGE LAKE AVE","BATON ROUGE","70820",,,"Parish","72","47",,,"STONELAKE VILLAGE",,,"80","40.11","2","EBR-7","3-057","NO","NO","No",,,,,,"MDR","CN","PUD",,"T8S R1E Sect 75","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.0136119484 30.379376394064, -91.013610312992 30.379884578498, -91.013610087324 30.379954701702, -91.013609733015 30.380064798395, -91.013609055188 30.380275423285, -91.009224556072 30.380264743777, -91.009223007223 30.379815243045, -91.007532990493 30.379811087723, -91.007531448264 30.379361586914, -91.0136119484 30.379376394064)))","100488","1640787544",,"8022 ANTIOCH RD","BATON ROUGE","70817",,,"Parish","78","C-1-A-1-A",,"SINGLETON, JAMES A.",,,,"205","45.09","1","EBR-6","3-033","NO","NO","No",,,,,,"LDR, UND","RN","R",,"T8S R2E Sect 4","Suburban","12","Suburban",,"NO",
"MULTIPOLYGON (((-91.163410712679 30.477052943158, -91.163283877911 30.477058157437, -91.163264421196 30.476728644486, -91.163391255544 30.476723430225, -91.163410712679 30.477052943158)))","44482","720220681",,"2536 HURON ST","BATON ROUGE","70805",,,"Baton Rouge","22","8","63",,"SUBURB ISTROUMA",,,"228","5","2","EBR-3","1-018","YES","YES","No",,,,,,"V","CN","A3.1",,"T6S R1W Sect 45","Walkable","0","Urban/Walkable",,"NO",
"MULTIPOLYGON (((-91.152358915471 30.456962134799, -91.152015575202 30.456973215678, -91.152012068064 30.456877526663, -91.152355009168 30.456866462386, -91.152358915471 30.456962134799)))","66344","920280797",,"939 N 38TH ST","BATON ROUGE","70802",,,"Baton Rouge","28","34","26",,"EDEN PARK",,,"39","10","3","EBR-3","1-032","YES","YES","No",,,,,,"LDR","CN","A3.1",,"T7S R1E Sect 96","Walkable","0","Urban/Walkable",,"NO",
"MULTIPOLYGON (((-90.913604504668 30.68580658066, -90.913607142032 30.686041756768, -90.91366521307 30.691119836968, -90.905755497134 30.691090881096, -90.905769970514 30.689917487283, -90.906599226267 30.689467634972, -90.907286430527 30.689465617201, -90.909472100837 30.689459178765, -90.909449650525 30.687921274058, -90.913348859208 30.685805771102, -90.913604504668 30.68580658066)), ((-90.906358581824 30.689468339549, -90.905771578588 30.689786774512, -90.905775485411 30.689470047837, -90.906358581824 30.689468339549)), ((-90.909422736186 30.685793276252, -90.91311095395 30.68580501728, -90.909448020097 30.687792322365, -90.909422736186 30.685793276252)))","5286","232360024",,"23000-24000 JIM PRICE RD","GREENWELL SPRINGS","70739",,,"Parish","236","ANN G MCMANIS (EAST)",,"JACOBSEN, JOSEPH J.",,,,"379","47","1","EBR-2","2-006","NO","NO","No",,,,,,"UND","AG/RU","R",,"T4S R3E Sect 21","Rural","73","Rural",,"NO",
"MULTIPOLYGON (((-91.163150697777 30.577508966428, -91.163244974644 30.577508558946, -91.163310965367 30.577510071618, -91.163376406831 30.577517576725, -91.163440574629 30.577530991255, -91.163502756979 30.57755016636, -91.163562266181 30.577574890084, -91.163618442788 30.577604888266, -91.163670663941 30.577639829063, -91.163718352741 30.577679324764, -91.163760979289 30.577722938105, -91.163798073181 30.5777701868, -91.163829221425 30.577820546235, -91.163849891273 30.577856820384, -91.163259882785 30.577983253864, -91.163150697777 30.577508966428)))","169449","331430254",,"320 EPPERSON ST","BAKER","70714",,,"Baker","143","124",,,"BUFFWOOD",,,"303","42.05","2","Baker-5","2-002","NO","NO","No",,,,,,"LDR",,,,"T5S R1W Sect 41",,"1",,,"NO",
"MULTIPOLYGON (((-91.071869789719 30.48237075514, -91.071320624 30.482376343142, -91.071317210957 30.48211515693, -91.071866375231 30.482109568941, -91.071869789719 30.48237075514)))","35887","620251196","MRC MEDICAL TRANSPORTATION LLC","3590 PASADENA DR","BATON ROUGE","70814",,,"Baton Rouge","25","300",,,"PARK FOREST","NO","621000","269","35.06","2","EBR-4","1-070","YES","YES","No",,,,,,"LDR","RN","A1",,"T6S R1E Sect 66","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.149754473814 30.685498043273, -91.14987625153 30.684887139081, -91.151355441668 30.685074583902, -91.151233919422 30.685685342723, -91.149754473814 30.685498043273)))","176391","122580174",,"8530 E VERNON RD","ZACHARY","70791",,,"Zachary","258","12-A-1-A-1",,,"WHIDDON ACRES",,,"332","46.04","1","Zachary-2","2-021","NO","NO","No",,,,,,"LDR",,,,"T4S R1E Sect 64",,"2",,,"NO",
"MULTIPOLYGON (((-91.106146512 30.4580577941, -91.105929504137 30.458171991323, -91.105927573663 30.458169238472, -91.105700750045 30.457845750366, -91.105698820625 30.457842997513, -91.105915828041 30.457728797952, -91.106146512 30.4580577941)))","78002","1020300428",,"846 PRINCEWOOD CT","BATON ROUGE","70806",,,"Baton Rouge","30","377",,,"GOODWOOD HOMESITES",,,"102","11.02","2","EBR-4","1-104","YES","NO","No",,,,,,"LDR","RN","A1",,"T7S R1E Sect 71","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.073490741416 30.411569814144, -91.073489811722 30.411705569617, -91.073438861929 30.411705114948, -91.073439791692 30.411569359475, -91.073490741416 30.411569814144)))","105711","1410550208",,"4174 JEFFERSON WOODS DR","BATON ROUGE","70809",,,"Parish","55","28",,,"OLD SAN FRANCISCO TOWNHOMES",,,"113","38.02","4","EBR-9","1-080","NO","NO","No",,,,,,"MDR","CN","A4",,"T7S R1E Sect 70","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.082226267135 30.404741766084, -91.082212889753 30.403725438964, -91.082257945427 30.403627355323, -91.082690530682 30.403621457434, -91.082705197729 30.404735316581, -91.082226267135 30.404741766084)))","138099","1640542593","KYLE AND KYLE CONSTRUCTION CO","4960 BLUEBONNET BLVD, STE B","BATON ROUGE","70809",,,"Parish","54","C",,,"INNISWOLD ESTATES","NO","236000","136","38.05","1","EBR-9","3-029","NO","NO","No",,,,"BDD",,"O","O","BDD",,"T7S R1E Sect 58","Suburban","1","Suburban",,"NO",
"MULTIPOLYGON (((-91.049337182782 30.38994621304, -91.049388475873 30.389657352225, -91.04939812739 30.389603002747, -91.049890531697 30.389670118254, -91.049656511015 30.390051709647, -91.049551969595 30.390012316249, -91.049337182782 30.38994621304)))","144280","1640674145","VAL'S CLEANING SERVICE LLC","11725 CLOVERLAND CT","BATON ROUGE","70809",,,"Parish","67","25",,,"CLOVERLAND PARK","NO",,"137","40.09","2","EBR-9","3-039","NO","NO","No",,,,,,"O","I","C2",,"T7S R2E Sect 58","Suburban","0","Suburban",,"YES",
"MULTIPOLYGON (((-91.137032264168 30.547639025821, -91.137283063123 30.546827328514, -91.143571139337 30.546667578771, -91.14482251861 30.546635751528, -91.144830275147 30.547473392916, -91.144120349115 30.547489465976, -91.142682644796 30.547521302552, -91.141949886269 30.547531937724, -91.141592625219 30.547539724185, -91.141235357859 30.547547509673, -91.140867120639 30.547555534433, -91.140493275996 30.547563678092, -91.139788607973 30.54757902567, -91.139068913437 30.547594696544, -91.137032264168 30.547639025821)))","13738","330060317",,"11225 PLANK RD","BATON ROUGE","70811",,,"Parish","6","12",,,"GIBBENS PLACE",,,"299","42.01","4","EBR-2","2-025","NO","NO","No",,,,,,"LDR, UND","CN","A1, C2",,"T6S R1E Sect 75","Suburban","17","Suburban",,"NO",
"MULTIPOLYGON (((-91.066004358428 30.532910467461, -91.066109534192 30.532355339808, -91.068439436413 30.532674594576, -91.068336209219 30.533233734839, -91.066004358428 30.532910467461)))","192693","611100537",,"10802 LOVETT RD","CENTRAL","70818",,,"Central","110","5-A",,"BROWN, C. J. PROPERTY",,,,"273","44.01","2","Central-3","3-030","NO","NO","No",,,,,,"LDR",,,,"T6S R1E Sect 82",,"4",,,"NO",
"MULTIPOLYGON (((-91.116002067315 30.314050706051, -91.115987998829 30.314116522662, -91.115972674308 30.314200873805, -91.115527830482 30.314182106826, -91.115554677996 30.314031831228, -91.116002067315 30.314050706051)))","126386","1620940653",,"15517 MEMOIRE DR","BATON ROUGE","70810",,,"Parish","94","348",,,"LAKES AT UNIVERSITY CLUB PLANTATION, THE",,,"127","40.16","2","EBR-8","3-070","NO","NO","No",,,,,,"LDR","RN","PUD",,"T8S R1E Sect 47","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.014471204797 30.403647812305, -91.014471715683 30.403641684718, -91.014471966429 30.403635545678, -91.014471957013 30.4036294015, -91.014471686361 30.403623263006, -91.014471156534 30.403617136517, -91.014470367503 30.403611031052, -91.014469319242 30.403604954732, -91.014468015885 30.403598916586, -91.014466456367 30.403592923829, -91.014464643788 30.403586983685, -91.014462581236 30.403581106986, -91.014460270777 30.403575298249, -91.014457715499 30.403569568305, -91.014454919546 30.403563922577, -91.01445188601 30.403558370996, -91.014448619039 30.403552918082, -91.014445123805 30.403547573771, -91.014437465112 30.403537237156, -91.014456393998 30.40342298312, -91.014898078197 30.403464994702, -91.014892215866 30.403500384123, -91.014859901937 30.403695433503, -91.014471204797 30.403647812305)))","150448","1540680019",,"5528 ARDMORE DR","BATON ROUGE","70817",,,"Parish","68","29",,,"SHENANDOAH PARK",,,"201","45.07","2","EBR-1","3-010","NO","NO","No",,,,,,"LDR","RN","A1",,"T7S R2E Sect 28","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.073200257394 30.537977804242, -91.073493619497 30.537853434817, -91.073838803593 30.538440723341, -91.073881237548 30.53851571593, -91.073586594904 30.538640629422, -91.073543974407 30.538565304418, -91.073200257394 30.537977804242)))","185208","611120012",,"10090 HOOPER RD","CENTRAL","70818",,,"Central","112","12",,,"TANGLEWOOD",,,"273","44.01","2","Central-3","3-030","NO","NO","No",,,,,,"LDR",,,,"T6S R1E Sect 81",,"1",,,"NO",
"MULTIPOLYGON (((-91.010313857042 30.593517984354, -91.010638339843 30.593234897583, -91.0105642862 30.593175019177, -91.010486276503 30.593119027001, -91.010404581209 30.59306711745, -91.010319486472 30.59301946982, -91.010231287867 30.592976251703, -91.010140294576 30.592937613586, -91.010046823131 30.592903689738, -91.009951199498 30.592874599117, -91.009853756995 30.592850443563, -91.009754836297 30.592831306889, -91.009654783349 30.592817254887, -91.009553945191 30.592808338014, -91.00949247417 30.592805442826, -91.009430921843 30.59280445613, -91.009298510114 30.59280438935, -91.008980696941 30.592804227575, -91.008980957481 30.592419309204, -91.009314661059 30.592419479185, -91.00947356703 30.592419559316, -91.009525261527 30.592417667836, -91.009576578538 30.592411954366, -91.009627141503 30.592402462187, -91.009692181537 30.592384240228, -91.009754424574 30.592359774692, -91.009813071924 30.592329379344, -91.00986737157 30.592293443841, -91.009916627574 30.592252428332, -91.009960208436 30.592206858975, -91.009997556499 30.59215731984, -91.010028191099 30.592104446598, -91.01005172216 30.592048915737, -91.010067846026 30.591991440935, -91.01007635699 30.591932756855, -91.010077145215 30.591873616437, -91.01007020094 30.591814778273, -91.010055613479 30.591756995784, -91.010033570194 30.591701010904, -91.01000435237 30.591647539634, -91.009968336269 30.591597269341, -91.009925981711 30.591550842495, -91.009883244281 30.5915131194, -91.009836322298 30.591479323482, -91.009785695311 30.591449799585, -91.009731880545 30.59142484935, -91.009675428741 30.591404727591, -91.009616916865 30.591389640479, -91.009569875012 30.591381418853, -91.009522226112 30.591376454802, -91.009474272434 30.591374780637, -91.009288828826 30.591374686998, -91.009326372643 30.591270366631, -91.009359070851 30.591164831976, -91.009386870779 30.59105825159, -91.009409727052 30.590950795851, -91.009542977271 30.590937919376, -91.009652269626 30.590927358396, -91.009681149396 30.590924567691, -91.00972446957 30.590920381624, -91.009794917545 30.590913804648, -91.01004943021 30.590888978596, -91.010176859054 30.590875767049, -91.010874990389 30.590809864086, -91.010890784222 30.590912950872, -91.010898052276 30.590966621099, -91.010900382709 30.591012768005, -91.010907657758 30.591064291388, -91.01091491432 30.59112118097, -91.010925860773 30.59118773679, -91.010930064412 30.591233077316, -91.010824466007 30.591234684758, -91.010788113635 30.591262047167, -91.01078107194 30.591336539551, -91.010946274886 30.591338900085, -91.010966093752 30.591414053199, -91.010962483496 30.591486988898, -91.010944743071 30.591570100411, -91.010500127877 30.591569973649, -91.010498269772 30.591793147698, -91.010499821516 30.592011436467, -91.010498651755 30.592231674212, -91.010500653884 30.592450943663, -91.010463315375 30.592450852653, -91.010455264431 30.592490966644, -91.010450486269 30.59256828428, -91.010451448606 30.592620165718, -91.010453599645 30.592654431386, -91.010467081861 30.592683829297, -91.010469393937 30.592712832848, -91.010499318219 30.592788719634, -91.010526931661 30.592842915712, -91.01056590324 30.592899990814, -91.010617802617 30.592956305408, -91.010676502522 30.593009739191, -91.010981092942 30.592717757665, -91.011024859723 30.592739348084, -91.01105786706 30.592752565724, -91.011089105868 30.592760369513, -91.01112482307 30.592764319845, -91.011160557852 30.592762861572, -91.011204964985 30.592753303304, -91.011212594622 30.593132834872, -91.011458703856 30.593151817656, -91.01171086877 30.593167392342, -91.012034757091 30.593190631997, -91.012025952841 30.593630937378, -91.011722983303 30.593628130114, -91.011463186148 30.593627499061, -91.011210760236 30.593632211073, -91.011161835975 30.593625968129, -91.011112598248 30.593621853222, -91.011056939271 30.593604674652, -91.011016972211 30.593589665766, -91.010991781898 30.593574158821, -91.010957995873 30.593551175583, -91.010647775871 30.593851961618, -91.010459666738 30.593656877997, -91.01041445068 30.59361532982, -91.010365847283 30.593565347404, -91.010313857042 30.593517984354)))","212315","171003101",,"15933 DENHAM RD","PRIDE","70770",,,"Central","165","TR. B-1",,,"TWIN LAKES ESTATES",,,"316","43.02","1","Central-5","2-033","NO","NO","No",,,,,,"UND",,,,"T5S R2E Sect 21",,"8",,,"NO",
"MULTIPOLYGON (((-91.001702714762 30.565845806116, -91.001918767035 30.565844943436, -91.001933624845 30.566188567568, -91.001712663084 30.566189430608, -91.001702714762 30.565845806116)))","218151","171002224",,"16917 BENTON'S FERRY AVE","GREENWELL SPRINGS","70739",,,"Central","120","75",,,"AMBER LAKES",,,"283","44.02","3","Central-6","3-014","NO","NO","No",,,,,,"LDR",,,,"T5S R2E Sect 54",,"0",,,"NO",
"MULTIPOLYGON (((-91.117145593291 30.387605127296, -91.117951653075 30.387985971761, -91.117736164582 30.388349497559, -91.117198982167 30.389255693656, -91.116884999873 30.389066785505, -91.116720683635 30.388445035267, -91.116643224759 30.388299265085, -91.116902176336 30.38786177369, -91.116907997786 30.387864816066, -91.11691394033 30.387867679123, -91.116919995651 30.387870359239, -91.116926155433 30.387872852792, -91.116932412399 30.387875157064, -91.116938758229 30.387877269335, -91.116945187729 30.387879185987, -91.116951689455 30.387880906102, -91.116958257171 30.387882426058, -91.116964883595 30.387883744944, -91.116971558325 30.387884861838, -91.116978275122 30.387885774026, -91.116985023584 30.387886480588, -91.116991797468 30.387886980611, -91.116998587411 30.38788727408, -91.117005385089 30.38788736008, -91.117012181138 30.387887238595, -91.117018969312 30.387886910517, -91.117025739206 30.387886375829, -91.117032483539 30.387885633617, -91.117039192937 30.387884687473, -91.117045860119 30.387883536485, -91.117052476754 30.387882183345, -91.117059034516 30.387880628941, -91.117065525075 30.387878875965, -91.117071940102 30.387876926209, -91.117078272311 30.387874781465, -91.117084513368 30.387872445327, -91.117090655985 30.387869919588, -91.11709669287 30.387867208745, -91.117102614652 30.387864315492, -91.117108416121 30.387861242524, -91.117114089983 30.387857995243, -91.117119627905 30.387854577243, -91.117125023636 30.387850992123, -91.117130269883 30.387847244381, -91.11713536143 30.387843339422, -91.117140292025 30.387839281744, -91.117145054375 30.387835075848, -91.117149642224 30.387830727136, -91.117154052439 30.387826241014, -91.117158276681 30.387821623784, -91.117162311821 30.387816879951, -91.117166150557 30.38781201672, -91.117169790797 30.387807039501, -91.117173226287 30.387801953695, -91.117176453888 30.387796766515, -91.117179468385 30.387791484266, -91.117182266644 30.387786112356, -91.117184845524 30.387780659801, -91.117187201893 30.387775131105, -91.117189331573 30.387769534382, -91.117191233507 30.387763875944, -91.11719290456 30.387758163003, -91.117194342634 30.387752402772, -91.117195545633 30.387746602464, -91.117196513543 30.387740768394, -91.117197243225 30.387734908676, -91.117197735703 30.387729030528, -91.117197987841 30.387723141162, -91.117198001704 30.387717247798, -91.117197776237 30.387711356749, -91.117197312462 30.387705477037, -91.117196610364 30.387699614977, -91.117195669929 30.387693777787, -91.117194493219 30.387687973587, -91.117193082304 30.387682207795, -91.117191438205 30.387676489432, -91.117189562992 30.387670823915, -91.117187459766 30.38766522027, -91.117185129557 30.387659683008, -91.117182576509 30.387654221158, -91.117179802691 30.387648840136, -91.11717681329 30.387643547166, -91.117173610374 30.387638348566, -91.11717019809 30.387633250659, -91.117166581625 30.38762826067, -91.117162765133 30.387623383115, -91.117158752757 30.38761862612, -91.117154549693 30.387613993302, -91.117145593291 30.387605127296)))","115703","1430590596","MAGNOLIA WOOD CO INC","1159 MAGNOLIA WOOD AVE","BATON ROUGE","70808",,,"Baton Rouge","59","UND",,"DAIGRE, D.D.",,"NO","713000","85","50","1","EBR-8","1-075","NO","NO","No",,,,,,"P","RN","A1",,"T7S R1E Sect 54","Suburban","3","Suburban",,"NO",
"MULTIPOLYGON (((-91.011888477378 30.434054128754, -91.011803325022 30.434427490597, -91.011538520774 30.434382166189, -91.011625416718 30.434004642921, -91.011888477378 30.434054128754)))","132370","1510640246",,"15726 N FIREWOOD AVE","BATON ROUGE","70816",,,"Baton Rouge","64","144",,,"WEDGEWOOD",,,"194","45.05","1","EBR-1","1-098","NO","NO","No",,,,,,"LDR","RN","A1",,"T7S R2E Sect 47","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.157548442896 30.486751767035, -91.157516875448 30.486840137769, -91.157202882437 30.486848645223, -91.157222264622 30.486794381809, -91.157243140519 30.486735947409, -91.157265170724 30.486673254971, -91.157548442896 30.486751767035)))","182419","730160481","MIKE FOOD MART","4060 PLANK RD","BATON ROUGE","70805",,,"Baton Rouge","16","12-A","1",,"ROPPOLO VILLA ADDITION","YES","445000","242","6.01","2","EBR-2","1-061","YES","YES","No",,,,,,"C","MU","C2",,"T6S R1E Sect 56","Walkable","0","Urban/Walkable",,"NO",
"MULTIPOLYGON (((-91.150602737914 30.383385687351, -91.149624998365 30.384365827197, -91.149424206328 30.384213230947, -91.149413366972 30.384187608983, -91.149063198784 30.383796209888, -91.149977904692 30.382918522427, -91.150602737914 30.383385687351)))","128351","1610583521",,"5800-9100 BURBANK DR","BATON ROUGE","70820",,,"Parish","58","B-2",,"PIERSON, MARY OLIVE D., ETAL TRACT",,,,"76","40.11","2","EBR-7","3-005","NO","NO","No",,,,,,"UND","RN","R",,"T8S R1E Sect 6","Suburban","3","Suburban",,"NO",
"MULTIPOLYGON (((-91.189086751792 30.420494255891, -91.189092341961 30.420637151503, -91.188581183093 30.420652226928, -91.188575760211 30.420509323358, -91.189086751792 30.420494255891)))","217646","840421056",,"3036 WYOMING ST","BATON ROUGE","70802",,,"Baton Rouge","42","7","F",,"UNIVERSITY PARK",,,"29","24","1","EBR-7","1-005","NO","YES","No",,,"Old Town",,"NICHOLSON DRIVE","LDR","CN","A4",,"T7S R1W Sect 54","Urban","0","Urban/Walkable",,"NO",
"MULTIPOLYGON (((-91.028404067788 30.441902122981, -91.028397716493 30.441903648192, -91.028223848808 30.441945700103, -91.0281248545 30.441631830044, -91.028305866776 30.441588090705, -91.028404067788 30.441902122981)))","95413","1220410262",,"13617 GREENVIEW AVE","BATON ROUGE","70816",,,"Parish","41","232",,,"FAIRWOOD ESTATES",,,"190","39.04","1","EBR-1","3-028","NO","NO","No",,,,,,"LDR","RN","R",,"T7S R2E Sect 17","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.173926295679 30.516224470612, -91.173831112558 30.516227968688, -91.173818470284 30.515960998523, -91.173913663391 30.51595761052, -91.173926295679 30.516224470612)))","21874","430120275",,"1600-1900 75TH AVE","BATON ROUGE","70807",,,"Baton Rouge","12","25","22",,"BANK ADDITION",,,"236","33","3","EBR-3","1-085","YES","YES","No",,,,,,"UND","CN","A2",,"T6S R1W Sect 50","Walkable","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.12337038024 30.50566268824, -91.123117474025 30.50604479351, -91.122941135708 30.50595443947, -91.123188661037 30.505580468013, -91.12337038024 30.50566268824)))","34528","520141753",,"6735 VINEYARD DR","BATON ROUGE","70812",,,"Parish","14","146",,,"NORTH MERRYDALE",,,"262","35.04","4","EBR-2","2-023","NO","YES","No",,,,,,"LDR","RN","A2",,"T6S R1E Sect 41","Suburban","0","Suburban",,"NO",
"MULTIPOLYGON (((-91.060920973184 30.449771815551, -91.060921626273 30.449954996019, -91.060923857963 30.449983684962, -91.060491492898 30.449982793728, -91.06049111352 30.449774941927, -91.060920973184 30.449771815551)))","85059","1120400047","LINKS TRANSPORTATION SERVICES","890 S TINLEY DR","BATON ROUGE","70815",,,"Baton Rouge","40","212",,,"WEST SHERWOOD FOREST","NO","485000","179","37.02","1","EBR-1","1-060","NO","NO","No",,,,,,"LDR","RN","A1",,"T7S R1E Sect 86","Suburban","0","Suburban",,"NO",
