"the_geom","id","business_name","full_address","city","state","zip","business_naics_code","phone_number","website","resource_type","sub_resource_type","abc","address_authority","address_id","business_id"
"POINT (-91.119725424595 30.509970114732)","111214","RONNIES HOME IMPROVEMENT","7076 GLEN OAKS DR","BATON ROUGE","LOUISIANA","70812","238000",,,"CONSTRUCTION",,"NO","PARISH","0","35155"
"POINT (-90.987877200983 30.529136260045)","177507","RICKS GUNS","18544 GREENWELL SPRINGS RD","GREENWELL SPRINGS","LOUISIANA","70739","453000",,,"RETAIL",,"NO","CENTRAL","0","49155"
"POINT (-91.115246192267 30.55298523429)","102380","RONNIE C MONTAGUE TRUCKING INC","11526 FOSTER RD","BATON ROUGE","LOUISIANA","70811","484000",,,"SHIPPING",,"NO","PARISH","0","35150"
"POINT (-91.0765784356 30.367851396653)","176119","DAVIS SALES CO INC","12688 PERKINS RD","BATON ROUGE","LOUISIANA","70810","444000",,,"RETAIL","HOME IMPROVEMENT STORE","NO","PARISH","0","27482"
"POINT (-91.101659605869 30.420166104134)","40717","A GREGORY ROME","7884 OFFICE PARK BLVD","BATON ROUGE","LOUISIANA","70809","541000",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","36627"
"POINT (-91.192447699925 30.542329115276)","95274","S & Y GROCERY","10823 SCENIC HWY","BATON ROUGE","LOUISIANA","70807","445120",,,"RETAIL","CONVENIENCE STORE","YES","BATON ROUGE","0","4430"
"POINT (-91.114901191072 30.46873254135)","20583","CALS COMPLETE AUTOMOTIVE","2138 WOODDALE BLVD, STE 1C","BATON ROUGE","LOUISIANA","70806","811000",,,"AUTO","REPAIR","NO","BATON ROUGE","0","24363"
"POINT (-91.111712281334 30.466182163288)","29564","WOODDALE GLASS CO","1830 WOODDALE CT","BATON ROUGE","LOUISIANA","70806","453000",,,"RETAIL",,"NO","BATON ROUGE","0","38407"
"POINT (-91.131100725733 30.52340454733)","106220","EVANS BROTHERS WELDING & REPAIR","5960 HOOPER RD","BATON ROUGE","LOUISIANA","70811","811310",,,"CONSTRUCTION","REPAIR","NO","PARISH","0","3197"
"POINT (-91.14996381208 30.429443268194)","122359","WANDERLUST BY ABBY","3748 CHURCHILL AVE","BATON ROUGE","LOUISIANA","70808","454000",,,"RETAIL",,"NO","BATON ROUGE","0","49564"
"POINT (-91.050473768516 30.405442854853)","72736","GEORGE ROBINSON REAL ESTATE","5422 GALERIA DR","BATON ROUGE","LOUISIANA","70816","531210",,,"PROFESSIONAL SERVICES","REAL ESTATE","NO","BATON ROUGE","0","24842"
"POINT (-91.108639889106 30.404220482625)","148183","SUBWAY #13154","7777 HENNESSY BLVD","BATON ROUGE","LOUISIANA","70808","722000",,,"RESTAURANT",,"NO","BATON ROUGE","0","37256"
"POINT (-91.120621836968 30.470228213006)","177637","INDUST PLASTICS & MACHINE INC","6829 S CHOCTAW DR","BATON ROUGE","LOUISIANA","70805","326000",,,"INDUSTRIAL",,"NO","BATON ROUGE","0","30348"
"POINT (-91.152587940227 30.45338990289)","30025","ADAMS AUTO REPAIR WORKS","3686 NORTH ST","BATON ROUGE","LOUISIANA","70806","811111",,,"AUTO","REPAIR","NO","BATON ROUGE","0","23883"
"POINT (-91.1676726274 30.587914214357)","194314","WINGS N-MORE","1180 MAIN ST","BAKER","LOUISIANA","70714","722000",,,"RESTAURANT",,"NO","BAKER","0","40464"
"POINT (-91.135052946837 30.359744094486)","50045","GULF SOUTH RESEARCH CORPORATION","8081 INNOVATION PARK DR","BATON ROUGE","LOUISIANA","70820","541620",,,"PROFESSIONAL SERVICES",,"NO","PARISH","0","29664"
"POINT (-91.072890946986 30.369880325607)","5753","THE UPS STORE #3162","8733 SIEGEN LN","BATON ROUGE","LOUISIANA","70810","561000",,,"PROFESSIONAL SERVICES",,"NO","PARISH","0","39911"
"POINT (-91.077154914283 30.457660548301)","135027","AWNING & SHEET METAL LLC","866 MADELINE CT","BATON ROUGE","LOUISIANA","70815","238000",,,"CONSTRUCTION",,"NO","BATON ROUGE","0","24736"
"POINT (-91.135983951584 30.419937762963)","43888","KIMM'S INSTITUTE OF SELF DEFENSE","4816 JAMESTOWN AVE","BATON ROUGE","LOUISIANA","70808","611699",,,"EDUCATION",,"NO","BATON ROUGE","0","4808"
"POINT (-91.187271552969 30.432678196226)","31409","PHIL AND NICK'S SERVICE CEMTER","1625 NICHOLSON DR","BATON ROUGE","LOUISIANA","70802","811111",,,"AUTO","REPAIR","NO","BATON ROUGE","0","49043"
"POINT (-91.156314104868 30.460685625319)","31355","JONES JOHNNIE A JR","1409 N ACADIAN THWY W","BATON ROUGE","LOUISIANA","70802","541110",,,"COMMUNITY RESOURCE","LEGAL ASSISTANCE","NO","BATON ROUGE","0","4675"
"POINT (-91.186698698095 30.442701622914)","15033","DEJEAN LAW OFFICE LLC","604 SAINT FERDINAND ST","BATON ROUGE","LOUISIANA","70802","541000",,,"PROFESSIONAL SERVICES","LEGAL ASSISTANCE","NO","BATON ROUGE","0","48282"
"POINT (-91.138617261563 30.442447668398)","30931","RUFUS H CRAIG JR ATTORNEY AT LAW","704 S FOSTER DR","BATON ROUGE","LOUISIANA","70806","541000",,,"PROFESSIONAL SERVICES","LEGAL ASSISTANCE","NO","BATON ROUGE","0","35260"
"POINT (-91.092375159624 30.453968861734)","36584","RAISING CANES #65","8899 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815","722000",,,"RESTAURANT",,"NO","BATON ROUGE","0","34630"
"POINT (-91.023974695353 30.39490410616)","66087","RYAN SCHEWE PAINTING SVCS","6325 CHIPPENDALE DR","BATON ROUGE","LOUISIANA","70817","238000",,,"CONSTRUCTION",,"NO","PARISH","0","35286"
"POINT (-91.153005831687 30.422411020914)","156552","ACADIAN MODERN DENTISTRY","3535 PERKINS RD, STE 345","BATON ROUGE","LOUISIANA","70808","541000",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","46143"
"POINT (-91.027320968509 30.390874483619)","96090","LOUISIANA CHEER FORCE INC","14050 TIGER BEND RD","BATON ROUGE","LOUISIANA","70817","711000",,,"RECREATION",,"NO","PARISH","0","32049"
"POINT (-91.050911028109 30.471018085298)","24189","CAPITAL BOLT CO LLC","11888 DARRYL DR","BATON ROUGE","LOUISIANA","70815","423000",,,"DISTRIBUTOR",,"NO","BATON ROUGE","0","26011"
"POINT (-91.185201001312 30.629487692962)","53614","ELECTRIC POWER LINES","18700-18800 OLD SCENIC HWY","ZACHARY","LOUISIANA","70791","221122",,,"UTILITY",,"NO","ZACHARY","0","14507"
"POINT (-91.028208260945 30.514395445538)","189300","OAK POINT FRESH MARKET CENTRAL","14485 GREENWELL SPRINGS RD","GREENWELL SPRINGS","LOUISIANA","70739","445000",,,"RETAIL","SNAP RETAILER","YES","CENTRAL","0","46174"
"POINT (-91.052224328231 30.385213466221)","54435","TRIUMPH AUTO GLASS","11646 INDUSTRIPLEX BLVD","BATON ROUGE","LOUISIANA","70809","811122",,,"AUTO","REPAIR","NO","PARISH","0","39974"
"POINT (-91.055642155817 30.39771859348)","147538","A.K. AUTOMOTIVE","5701 SIEGEN LN","BATON ROUGE","LOUISIANA","70809","811111",,,"AUTO","REPAIR","NO","PARISH","0","20865"
"POINT (-91.172472550002 30.449151649074)","14539","BATON ROUGE BAR ASSOCIATION - THIRST FOR JUSTICE","220 SAINT VINCENT DE PAUL PL","BATON ROUGE","LOUISIANA","70802","813000","225-383-7837","https://brba.org/Web/Public_Resources/Pro_Bono/Thirst_for_Justice/Web/Public_Resources/Thirst_for_justice.aspx?hkey=42c943ef-592c-49be-a739-f0890518e8de","PROFESSIONAL ASSOCIATIONS",,"NO","BATON ROUGE","0","7863"
"POINT (-91.208905784846 30.646881401627)","158670","AMERICANA YMCA","4200 LIBERTY WAY","ZACHARY","LOUISIANA","70791","713940","225-654-9622","http://ymcabr.org/","COMMUNITY RESOURCE","HEALTH","NO","ZACHARY","0","40447"
"POINT (-91.12240118995 30.321876827199)","71084","EWING TOOL COMPANY LLC","15103 COPPING DR","BATON ROUGE","LOUISIANA","70810","454000",,,"RETAIL",,"NO","PARISH","0","28501"
"POINT (-91.070398633571 30.478380750937)","21273","ACE HEATING & AIR CONDITIONING","10444 MAMMOTH AVE","BATON ROUGE","LOUISIANA","70814","238220",,,"CONSTRUCTION",,"NO","BATON ROUGE","0","196"
"POINT (-91.130535313433 30.424711033194)","40421","HOMEWOOD SUITES HOTEL","5860 CORPORATE BLVD","BATON ROUGE","LOUISIANA","70808","721110",,,"HOTEL/MOTEL",,"YES","BATON ROUGE","0","30255"
"POINT (-91.102645415595 30.660116936307)","190190","EXPERT AUTO CARE","20985 PLANK RD","ZACHARY","LOUISIANA","70791","811000",,,"AUTO","REPAIR","NO","ZACHARY","0","47155"
"POINT (-91.062906167352 30.489152549417)","180108","WOLFMASTER UNLIMITED SVCS LLC","3733 CARIBOU CT","BATON ROUGE","LOUISIANA","70814","561000",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","38392"
"POINT (-91.049852965325 30.37828593059)","37523","ACADIAN HOUSE INC","6971 EXCHEQUER DR","BATON ROUGE","LOUISIANA","70809","238000",,,"CONSTRUCTION",,"NO","PARISH","0","33593"
"POINT (-91.083225763995 30.476530757451)","20012","RENDE QUIK STOP","3036 MONTERREY DR","BATON ROUGE","LOUISIANA","70814","445000",,,"RETAIL","GAS STATION","YES","BATON ROUGE","0","14489"
"POINT (-91.141776550301 30.50920316168)","23836","FAST LYON CONVENIENCE STORE","4887 AIRLINE HWY","BATON ROUGE","LOUISIANA","70811","445110",,,"RETAIL","CONVENIENCE STORE","YES","BATON ROUGE","0","2024"
"POINT (-91.18400676721 30.444441245506)","117898","HAMILTON BENN ATTY","332 NAPOLEON ST","BATON ROUGE","LOUISIANA","70802","541110",,,"COMMUNITY RESOURCE","LEGAL ASSISTANCE","NO","BATON ROUGE","0","12570"
"POINT (-91.121740424612 30.404558216506)","46963","BRYSON INSURANCE","6421 PERKINS RD","BATON ROUGE","LOUISIANA","70808","524210",,,"PROFESSIONAL SERVICES","INSURANCE","NO","BATON ROUGE","0","29732"
"POINT (-91.072310903484 30.490251224929)","23749","FRANK ARD INVESTMENTS INC","10088 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814","541000",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","28990"
"POINT (-91.162838150743 30.440627205051)","100586","MICHAEL CHOL LAWN SERVICE","2349 TULIP ST","BATON ROUGE","LOUISIANA","70806","815000",,,"PROFESSIONAL SERVICES","LANDSCAPE","NO","BATON ROUGE","0","32765"
"POINT (-91.188541618746 30.449432031082)","150348","GARTH J RIDGE ATTORNEY AT LAW","251 FLORIDA ST","BATON ROUGE","LOUISIANA","70801","541000",,,"PROFESSIONAL SERVICES","LEGAL ASSISTANCE","NO","BATON ROUGE","0","36344"
"POINT (-91.024437492533 30.683715915553)","10113","JACKSON MOORE MORRIS AMERICAN LEGION","13214 JACKSON RD","ZACHARY","LOUISIANA","70791","813410",,,"CIVIC ORGANIZATION",,"NO","PARISH","0","4474"
"POINT (-91.127409912076 30.404637321451)","29494","BEAU BOX COMMERCIAL REAL ESTATE","2137 QUAIL RUN DR","BATON ROUGE","LOUISIANA","70808","531210",,,"PROFESSIONAL SERVICES","REAL ESTATE","NO","BATON ROUGE","0","35788"
"POINT (-91.112670620994 30.395983274036)","152597","GULF COAST RESEARCH","2133 SILVERSIDE DR, STE D","BATON ROUGE","LOUISIANA","70808","561439",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","12414"
"POINT (-91.049448360925 30.404109151045)","150326","WELLNESS KNEADS MASSAGE THERAPY","5618 SUPERIOR DR, STE H","BATON ROUGE","LOUISIANA","70816","812000",,,"PERSONAL SERVICES",,"NO","BATON ROUGE","0","38177"
"POINT (-91.07525883218 30.407861951742)","96615","TEAMS OF TOMORROW LIVINGSTON PARISH PRAIRIEVILLE G","4543 INNISWOLD RD","BATON ROUGE","LOUISIANA","70809","451000",,,"RETAIL",,"NO","PARISH","0","49402"
"POINT (-91.177193551856 30.522439255876)","11226","ETHEL'S SNACK SHOP","1553 FAIRCHILD ST","BATON ROUGE","LOUISIANA","70807","722000",,,"RESTAURANT",,"NO","BATON ROUGE","0","19718"
"POINT (-91.127223966966 30.390787757949)","60228","GREEN BIORESEARCH LLC","7522 SHREWSBURY AVE","BATON ROUGE","LOUISIANA","70808","454000",,,"RETAIL",,"NO","BATON ROUGE","0","29543"
"POINT (-90.98591336031 30.520169440266)","191065","KB DESIGNS","18638 MAGNOLIA BEND RD","GREENWELL SPRINGS","LOUISIANA","70739","454000",,,"RETAIL",,"NO","CENTRAL","0","48706"
"POINT (-91.046566015667 30.395385373769)","66667","HOLLY HARRISON INTERIORS","12245 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70816","541410",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","23287"
"POINT (-91.15265121396 30.451889110898)","153152","ALM CONSTRUCTION","465 PEACHTREE BLVD","BATON ROUGE","LOUISIANA","70806","238000",,,"CONSTRUCTION",,"NO","BATON ROUGE","0","24179"
"POINT (-91.035274641639 30.466333890358)","31847","ULYSSES TRUCKING CO","1752 N FLANNERY RD","BATON ROUGE","LOUISIANA","70815","484000",,,"SHIPPING",,"NO","BATON ROUGE","0","37699"
"POINT (-91.025032396347 30.441399622373)","139375","CIRCLE K STORES #2706827","2020 MILLERVILLE RD","BATON ROUGE","LOUISIANA","70816","447000",,,"RETAIL","CONVENIENCE STORE","YES","PARISH","0","39016"
"POINT (-91.148459148683 30.417953223607)","98255","NAPOLI ENTERPRISES INC","2232 IDLE OAKS DR","BATON ROUGE","LOUISIANA","70808","236000",,,"CONSTRUCTION",,"NO","BATON ROUGE","0","33158"
"POINT (-91.024605979838 30.366317866997)","85562","MIE PROPERTIES LA LLC","14111 AIRLINE HWY","BATON ROUGE","LOUISIANA","70817","236220",,,"CONSTRUCTION",,"NO","PARISH","0","39961"
"POINT (-91.156222863447 30.469709782199)","147844","QUALIT LAWN CARE","2418 N ACADIAN THWY W","BATON ROUGE","LOUISIANA","70802","561000",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","23209"
"POINT (-91.197437562478 30.540450331942)","102527","IN KOVENANT MINISTRIES","326 HILLCREST AVE","BATON ROUGE","LOUISIANA","70807","813000","225-775-3926",,"COMMUNITY RESOURCE","RELIGIOUS ORGANIZATION","NO","BATON ROUGE","0","41799"
"POINT (-91.105372498696 30.452537510904)","30758","MCDONALDS WOODDALE","8009 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806","722000",,,"RESTAURANT",,"NO","BATON ROUGE","0","32593"
"POINT (-91.106679294744 30.428130255686)","46338","SAUNDERS LUX JEWELER LLC","7809 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70809","453000",,,"RETAIL",,"NO","BATON ROUGE","0","59840"
"POINT (-91.155517432686 30.491926895076)","17221","SYNERGY INVESTMENT GROUP","4604 PLANK RD","BATON ROUGE","LOUISIANA","70805","523110",,,"PROFESSIONAL SERVICES","FINANCIAL ASSISTANCE","NO","BATON ROUGE","0","29908"
"POINT (-91.076080021738 30.486919153951)","151138","VISIBLE CHANGE HAIR CARE","9718 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814","812112",,,"PERSONAL SERVICES","HAIR SALON","NO","BATON ROUGE","0","18530"
"POINT (-91.180175162746 30.445362236087)","118206","ROBERTO MACEDO & ASSOC","213 S T.J. JEMISON BLVD","BATON ROUGE","LOUISIANA","70802","541611",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","7100"
"POINT (-91.150549375182 30.450729505693)","33238","HOME HEALTH SOLUTIONS, LLC","3875 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806","621000",,,"HEALTH CARE",,"NO","BATON ROUGE","0","4209"
"POINT (-91.071249399329 30.455671430083)","5669","MUGSYS INC","10090 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815","722000",,,"BAR/NIGHTCLUB/LOUNGE",,"YES","BATON ROUGE","0","33078"
"POINT (-91.00998457526 30.422216700241)","75640","BMP DIVINELY MINE PHOTOGRAPHY","15854 S SANDERLAND AVE","BATON ROUGE","LOUISIANA","70816","541000",,,"PROFESSIONAL SERVICES",,"NO","PARISH","0","47636"
"POINT (-91.124554910655 30.471330508192)","124851","P & R ELECTRIC, INC.","6523 CHOCTAW DR","BATON ROUGE","LOUISIANA","70805","811412",,,"DISTRIBUTOR","ELECTRICIAN","NO","BATON ROUGE","0","6228"
"POINT (-91.05748709408 30.401300520333)","56166","SCHUMACHER HOMES OF LOUISIANA INC","11112 AIRLINE HWY","BATON ROUGE","LOUISIANA","70809","236000",,,"CONSTRUCTION",,"NO","PARISH","0","35503"
"POINT (-91.107530013701 30.429770456571)","176167","BELLA BELLA","7651 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70809","448120",,,"RETAIL",,"NO","BATON ROUGE","0","25191"
"POINT (-91.026405206363 30.423335917311)","80771","JANE OLSON DESIGNS","14238 ADDINGTON AVE","BATON ROUGE","LOUISIANA","70816","453000",,,"RETAIL",,"NO","BATON ROUGE","0","23222"
"POINT (-91.087109333298 30.466435956695)","135968","BLALA","1815 N ALAMEDA DR","BATON ROUGE","LOUISIANA","70815","448000",,,"RETAIL",,"NO","BATON ROUGE","0","25397"
"POINT (-91.136302913087 30.402336389484)","48600","SOUTHERN PHOTOGRAPHIC IMAGES","1479 POLLARD PKWY","BATON ROUGE","LOUISIANA","70808","541000",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","36094"
"POINT (-91.040802171126 30.391661943737)","51857","BLUEWATER RUBBER & GASKET CO","6629 PECUE LN","BATON ROUGE","LOUISIANA","70816","423000",,,"DISTRIBUTOR",,"NO","PARISH","0","20500"
"POINT (-91.087416712996 30.471453245771)","25939","UPHOLSTERY LIMITED LLC","9020 S CHOCTAW DR","BATON ROUGE","LOUISIANA","70815","811000",,,"AUTO","REPAIR","NO","BATON ROUGE","0","37792"
"POINT (-91.135742658603 30.424453384889)","150304","MELTING POT","5294 CORPORATE BLVD","BATON ROUGE","LOUISIANA","70808","722410",,,"BAR/NIGHTCLUB/LOUNGE",,"NO","BATON ROUGE","0","37066"
"POINT (-91.105132964086 30.45136240522)","41873","RENT N ROLL","8030 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806","532310",,,"AUTO","RENTAL","NO","BATON ROUGE","0","18648"
"POINT (-91.138219065905 30.443854603539)","26533","JAE ACCENTS LLC","545 S FOSTER DR","BATON ROUGE","LOUISIANA","70806","453000",,,"RETAIL",,"NO","BATON ROUGE","0","30686"
"POINT (-91.167665403742 30.587593665421)","156334","BAKER CLEANERS","1160 MAIN ST","BAKER","LOUISIANA","70714","561000",,,"PROFESSIONAL SERVICES",,"NO","BAKER","0","40463"
"POINT (-91.051095523769 30.406094612602)","36120","REGIONS BANK","5341 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","70816","522110",,,"FINANCIAL INSTITUTION","BANK","NO","BATON ROUGE","0","35156"
"POINT (-91.051227290193 30.426146768461)","162190","GREGORY GOUNER ATTY","11715 BRICKSOME AVE, STE C","BATON ROUGE","LOUISIANA","70816","541110",,,"COMMUNITY RESOURCE","LEGAL ASSISTANCE","NO","BATON ROUGE","0","15902"
"POINT (-91.079215198316 30.408867122343)","172392","BRACE INTEGRATED SERVICES","4315 BLUEBONNET BLVD, STE B","BATON ROUGE","LOUISIANA","70809","237000",,,"INDUSTRIAL",,"NO","PARISH","0","50342"
"POINT (-91.048814596724 30.403449227835)","194415","2G MARKETING COMMUNICATIONS IN","5713 SUPERIOR DR, STE B3","BATON ROUGE","LOUISIANA","70816","541000",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","23517"
"POINT (-91.18108234011 30.468129676722)","18373","WILSON WAREHOUSE CO INC","2400 SORREL AVE","BATON ROUGE","LOUISIANA","70802","493000",,,"WAREHOUSING",,"NO","BATON ROUGE","0","38336"
"POINT (-91.100899804057 30.473500337115)","17396","ALUMINUM SPECIALTIES CO","8391 PARIS AVE","BATON ROUGE","LOUISIANA","70814","339000",,,"INDUSTRIAL",,"NO","BATON ROUGE","0","24208"
"POINT (-91.053878349777 30.417329288127)","170060","PERSONAL TOUCH HEALTHCARE SVCS LLC","4212 AMERICAN WAY, STE B","BATON ROUGE","LOUISIANA","70816","621000",,,"HEALTH CARE",,"NO","PARISH","0","47698"
"POINT (-91.115903134665 30.431477868869)","150083","ZEA ROTISSERIE & GRILL","2380 TOWNE CENTER BLVD","BATON ROUGE","LOUISIANA","70809","445000",,,"RESTAURANT",,"YES","PARISH","0","38540"
"POINT (-91.109746157947 30.352314948783)","185082","WALMART SUPERCENTER #4683","10550 BURBANK DR","BATON ROUGE","LOUISIANA","70810","445110",,"http://walmart.com/","RETAIL","SNAP RETAILER","YES","PARISH","0","8696"
"POINT (-91.115976309149 30.434237807904)","30772","RICHARD ATKINS DDS","7059 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70806","621000",,,"HEALTH CARE",,"NO","BATON ROUGE","0","34933"
"POINT (-91.108874121194 30.354326791761)","98181","MCDONALD'S","10501 BURBANK DR","BATON ROUGE","LOUISIANA","70810","722000",,,"RESTAURANT","FAST FOOD","NO","PARISH","0","32583"
"POINT (-91.159236885138 30.39509939003)","39260","FABIAN'S EXPRESSIONS IN HAIR","143 LEE DR, STE 1-7","BATON ROUGE","LOUISIANA","70808","812112",,,"PERSONAL SERVICES","HAIR SALON","NO","BATON ROUGE","0","35995"
"POINT (-91.021836837263 30.430899578639)","65690","COX RESEARCH & TECHNOLOGY","14697 S HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816","541000",,,"PROFESSIONAL SERVICES",,"NO","BATON ROUGE","0","27058"
"POINT (-91.045357662607 30.440822403911)","25608","ACCU BUILDERS INC","12097 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70815","236000",,,"CONSTRUCTION",,"NO","BATON ROUGE","0","39367"
"POINT (-91.150860932346 30.448529464146)","30033","SHERMAN CREDIT","3829 NORTH BLVD","BATON ROUGE","LOUISIANA","70806","521000",,,"FINANCIAL INSTITUTION",,"NO","BATON ROUGE","0","35705"
"POINT (-91.182112694624 30.522164400106)","91509","LARRY BOOKER CAR WASH ON WHEEL","1060 SIMMS ST","BATON ROUGE","LOUISIANA","70807","815000",,,"AUTO","CAR WASH","NO","BATON ROUGE","0","31644"
"POINT (-91.035692667565 30.4866913284)","17611","CARE PREGNANCY CLINIC","3813 N FLANNERY RD","BATON ROUGE","LOUISIANA","70814","624190","225-275-0100","http://achoice.org","COMMUNITY RESOURCE","HEALTH/EDUCATION ISSUES","NO","PARISH","0","1798"
"POINT (-91.121401122116 30.470198884366)","33388","APPLIANCE PARTS INC","2322 LOBDELL BLVD","BATON ROUGE","LOUISIANA","70806","811412",,,"PERSONAL SERVICES","REPAIR","NO","BATON ROUGE","0","23499"
"POINT (-91.090129262908 30.469609260756)","25364","ORION INSTRUMENTS LLC","2105 OAK VILLA BLVD","BATON ROUGE","LOUISIANA","70815","453000",,,"RETAIL",,"NO","BATON ROUGE","0","33551"
"POINT (-91.110756730157 30.466071243659)","25867","TROPHY HOUSE, THE","1815 DALLAS DR","BATON ROUGE","LOUISIANA","70806","453998",,,"RETAIL",,"NO","BATON ROUGE","0","8390"
"POINT (-91.082984537187 30.40100194433)","2236","TYNER JETER INSURANCE AGENCY LLC","5139 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70809","524210",,,"PROFESSIONAL SERVICES","INSURANCE","NO","PARISH","0","22401"
