"the_geom","id","sub_resource_type","business_name","full_address","city","state","zip","phone_number","website"
"POINT (-91.097616580517 30.446755748653)","34171","OUTPATIENT PHYSICAL THERAPY/SPEECH PATHOLOGY SERVICES","BATON ROUGE PHYSICAL THERAPY","530 SHADOWS LN","BATON ROUGE","LOUISIANA","70806","225-769-3898","http://brptlake.com/brittany"
"POINT (-91.156185435465 30.45002642962)","25536","FEDERALLY QUALIFIED HEALTH CENTERS","CARESOUTH","3140 FLORIDA ST","BATON ROUGE","LOUISIANA","70806","225-650-2000",
"POINT (-91.168360429767 30.507520815177)","23046","DISABLED SERVICES","CENTER INC THE ADULT DAY HEALTH CARE","2271 MASON AVE","BATON ROUGE","LOUISIANA","70805","225-354-8977",
"POINT (-91.137583017139 30.417119606965)","43019","HEALTH/EDUCATION ISSUES","BATON ROUGE CRISIS INTERVENTION CENTER","4837 REVERE AVE","BATON ROUGE","LOUISIANA","70808","225-924-1431","http://brcic.org"
"POINT (-91.108639889106 30.404220482625)","148199","HEALTH/EDUCATION ISSUES","BATON ROUGE EYE BANK","7777 HENNESSY BLVD","BATON ROUGE","LOUISIANA","70808","225-766-8996","http://eyebankbr.org"
"POINT (-91.143014222233 30.415938350748)","174734","ELDERLY SERVICES","SOUTHSIDE GARDENS ASSISTED LIVING","4536 PERKINS RD","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.051299325818 30.42494309553)","182100","HEALTH/EDUCATION ISSUES","LIFE SOURCE SERVICES OF BR","3049 S SHERWOOD FOREST BLVD, STE 300","BATON ROUGE","LOUISIANA","70816","225-291-9421","http://lifesourcehospice.net"
"POINT (-91.150186217728 30.444485126919)","34225","HEALTH/EDUCATION ISSUES","PLANNED PARENTHOOD","3825 GOVERNMENT ST","BATON ROUGE","LOUISIANA","70806","225-387-1167","https://www.plannedparenthood.org/health-center/louisiana/baton-rouge/70806/baton-rouge-health-center-4269-91650"
"POINT (-91.084293912772 30.421529385195)","13564","HEALTH/EDUCATION ISSUES","CYSTIC FIBROSIS FOUNDATION","9141 INTERLINE AVE","BATON ROUGE","LOUISIANA","70809","225-769-9994","http://cff.org/chapters/batonrouge"
"POINT (-91.096887302679 30.39834936659)","45501","ELDERLY SERVICES","AMBER TERRACE","8585 SUMMA AVE","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.035692667565 30.4866913284)","17611","HEALTH/EDUCATION ISSUES","CARE PREGNANCY CLINIC","3813 N FLANNERY RD","BATON ROUGE","LOUISIANA","70814","225-275-0100","http://achoice.org"
"POINT (-91.14705871648 30.448006855434)","33216","ELDERLY SERVICES","CAPITOL OAKS NURSING & REHAB CENTER","4100 NORTH BLVD","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.153786429028 30.448641310706)","30624","HOME HEALTH","BATON ROUGE GENERAL HOME HEALTH","3401 NORTH BLVD","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.077578335127 30.371852509028)","39234","HOSPICE","CARDINAL HOSPICE","8280 YMCA PLAZA DR","BATON ROUGE","LOUISIANA","70810",,
"POINT (-90.99375877755 30.354930704389)","38518","ELDERLY SERVICES","LANDMARK SOUTH NURSING AND REHAB CENTER","18180 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70817",,
"POINT (-90.999555569914 30.464099827426)","141582","HEALTH/EDUCATION ISSUES","NATIONAL MARFAN FOUNDATION - LOUISIANA CHAPTER","17068 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70816","225-275-4243","http://marfan.org"
"POINT (-91.048912705558 30.402902501243)","39732","HOME HEALTH","SUPERIOR HOME HEALTH CARE, INC.","11925 WENTLING AVE","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.138851249243 30.417834638142)","40114","DISABLED SERVICES","LOUISIANA ASSOCIATION OF THE DEAF","3112 VALLEY CREEK DR","BATON ROUGE","LOUISIANA","70808","225-923-1266","http://lad1908.org"
"POINT (-91.108017285389 30.493546655873)","19204","FEDERALLY QUALIFIED HEALTH CENTERS","BATON ROUGE PRIMARY CARE COLLABORATIVE","4705 LANIER DR","BATON ROUGE","LOUISIANA","70812","225-774-1120",
"POINT (-91.160421738479 30.449856810711)","29091","DISABLED SERVICES","HARMONY CENTER","2736 FLORIDA ST","BATON ROUGE","LOUISIANA","70806","225-383-9139",
"POINT (-91.055287659951 30.458510058347)","25402","ELDERLY SERVICES","CAPITOL HOUSE NURSING & REHAB","11546 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815",,
"POINT (-91.172023991943 30.448473922059)","51151","HEALTH/EDUCATION ISSUES","CAPITAL AREA ALLIANCE FOR THE HOMELESS - ONE STOP HOMELESS SERVICES CENTER","153 N 17TH ST","BATON ROUGE","LOUISIANA","70802","225-388-5800","http://homelessinbr.org"
"POINT (-91.176998304567 30.516301485159)","24390","HEALTH/EDUCATION ISSUES","NORTH BATON ROUGE WOMEN'S HELP CENTER","7515 SCENIC HWY","BATON ROUGE","LOUISIANA","70807","225-359-9001","http://nbrwhc.org"
"POINT (-91.102405621236 30.413162517689)","43070","ELDERLY SERVICES","OLLIE STEELE BURDEN MANOR NURSING HOME","4250 ESSEN LN","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.186692031661 30.450196199776)","24830","HEALTH/EDUCATION ISSUES","PEOPLES HEALTH","450 LAUREL ST","BATON ROUGE","LOUISIANA","70801","225-346-6380","http://peopleshealth.com"
"POINT (-91.057808488725 30.363137549228)","40937","ELDERLY SERVICES","THE PEARL AT JAMESTOWN","14443 PERKINS RD","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.137517419226 30.649400832604)","173040","ELDERLY SERVICES","LANE NURSING HOME","6300 MAIN ST","ZACHARY","LOUISIANA","70791",,
"POINT (-91.021779964073 30.451118528608)","153315","ELDERLY SERVICES","COLONIAL CARE RETIREMENT CENTER","14686 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.122304557472 30.471485425529)","14411","ELDERLY SERVICES","LANDMARK SOUTH NURSING AND REHAB CENTER","2382 LOBDELL BLVD","BATON ROUGE","LOUISIANA","70805",,
"POINT (-91.123093395034 30.451010587755)","29668","ELDERLY SERVICES","CAPITAL AREA AGENCY ON AGING","6554 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806","225-922-2525","http://capitalaaa.org"
"POINT (-91.103517779525 30.400232855064)","85038","ELDERLY SERVICES","SAGE REHABILITATION HOSPITAL","8000 SUMMA AVE","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.172023991943 30.448473922059)","51152","FEDERALLY QUALIFIED HEALTH CENTERS","BATON ROUGE PRIMARY CARE COLLABORATIVE","153 N 17TH ST","BATON ROUGE","LOUISIANA","70802","225-774-1120",
"POINT (-91.172302656086 30.535829903856)","13333","FEDERALLY QUALIFIED HEALTH CENTERS","BATON ROUGE PRIMARY CARE COLLABORATIVE","2013 CENTRAL RD","BATON ROUGE","LOUISIANA","70807","225-774-1120",
"POINT (-91.073156698939 30.459231899871)","137614","HEALTH/EDUCATION ISSUES","NATIONAL ORGANIZATION OF CIRCUMCISION INFORMATION RESOURCE CENTERS","10010 KAREN DR","BATON ROUGE","LOUISIANA","70815","225-272-2794","http://nocirc.org"
"POINT (-91.082574608654 30.400868890856)","43933","HOME HEALTH","SUPERIOR HOME HEALTH CARE, INC.","5151 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.131840712255 30.450438548297)","22860","FAMILY SERVICES","YWCA CENTER FOR FAMILY DEVELOPMENT","5700 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806","225-338-0028","http://ywca-br.org"
"POINT (-91.123093395034 30.451010587755)","29669","HEALTH/EDUCATION ISSUES","CAPITAL AREA AGENCY ON AGING","6554 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806","225-922-2525","http://capitalaaa.org"
"POINT (-91.10137905975 30.390614020228)","63432","HEALTH/EDUCATION ISSUES","CELIACS OF BATON ROUGE","3387 MADEIRA DR","BATON ROUGE","LOUISIANA","70810","225-766-8872",
"POINT (-91.116492245645 30.459818903794)","143141","DISABLED SERVICES","OAK PARK PLAZA APARTMENTS","947 N BON MARCHE DR","BATON ROUGE","LOUISIANA","70806","225-927-5575",
"POINT (-90.994273026355 30.389282774919)","74540","HEALTH/EDUCATION ISSUES","FIBROMYALGIA ACTIVISTS COOPERATIVE TEAM SUPPORT","17325 TIGER BEND RD","BATON ROUGE","LOUISIANA","70817","225-752-3162",
"POINT (-91.176665154043 30.448337499651)","33734","DISABLED SERVICES","HARMONY CENTER","1248 CONVENTION ST","BATON ROUGE","LOUISIANA","70802","225-383-9139",
"POINT (-91.074862947981 30.366912489263)","38742","HOSPICE","THE HOSPICE OF BATON ROUGE","9063 SIEGEN LN","BATON ROUGE","LOUISIANA","70810","225-767-4673",
"POINT (-91.100101128662 30.405062817243)","28436","HEALTH/EDUCATION ISSUES","MUSCULAR DYSTROPHY ASSOCIATION","8126 ONE CALAIS AVE","BATON ROUGE","LOUISIANA","70809","225-761-7010","http://mdausa.org"
"POINT (-91.179940927023 30.453949497279)","31693","HEALTH/EDUCATION ISSUES","LOUISIANA MATERNAL AND CHILD HEALTH COALITION","700 N 10TH ST","BATON ROUGE","LOUISIANA","70802","(225) 379-7921","http://lamch.c2dinc.com/"
"POINT (-91.159615284343 30.593391807708)","158774","ELDERLY SERVICES","NORTHRIDGE CARE CENTER","3612 BAKER BLVD","BAKER","LOUISIANA","70714",,
"POINT (-91.144777883086 30.448255010324)","31242","HEALTH/EDUCATION ISSUES","HEALTH CENTERS IN SCHOOLS","4336 NORTH BLVD","BATON ROUGE","LOUISIANA","70806","225-343-9505",
"POINT (-91.157315420551 30.398568107117)","86414","ELDERLY SERVICES","ST JAMES PLACE OF BATON ROUGE","333 LEE DR","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.077818027446 30.364623858824)","64903","ELDERLY SERVICES","MAGNOLIA BROOK ON SIEGEN LANE","9394 SIEGEN LN","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.14249831788 30.447079117644)","30531","FEDERALLY QUALIFIED HEALTH CENTERS","HIV/AIDS ALLIANCE REGION TWO","4550 NORTH BLVD","BATON ROUGE","LOUISIANA","70806","225-927-1269",
"POINT (-91.04872617342 30.404059997512)","42422","FAMILY SERVICES","HIDDEN TREASURE PRISON FELLOWSHIP","5627 SUPERIOR DR, STE A1","BATON ROUGE","LOUISIANA","70816","225-288-4547",
"POINT (-91.056325663176 30.406915894032)","95234","EMERGENCY SERVICES","AMERICAN RED CROSS","4655 SHERWOOD COMMON BLVD","BATON ROUGE","LOUISIANA","70816","225-291-4533","http://batonrouge.redcross.org"
"POINT (-91.072189660124 30.433383604579)","194406","FAMILY SERVICES","ALCOHOLICS ANONYMOUS","10319 OLD HAMMOND HWY, STE C2","BATON ROUGE","LOUISIANA","70815","225-930-0026","http://batonrougealanon.org"
"POINT (-91.131175767061 30.42063649622)","43913","HEALTH/EDUCATION ISSUES","CENIKOR FOUNDATION","2414 BUNKER HILL DR","BATON ROUGE","LOUISIANA","70808","225-218-1960","http://cenikor.org"
"POINT (-91.073974214689 30.411168645205)","27691","ELDERLY SERVICES","JEFFERSON MANOR NURSING & REHAB CTR, LLC","9919 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.114613081075 30.480023836222)","22302","HEALTH/EDUCATION ISSUES","SALVATION ARMY","7361 AIRLINE HWY","BATON ROUGE","LOUISIANA","70805","225-355-4483","http://salvationarmyusa.org"
"POINT (-91.141800652499 30.447046730277)","159157","HEALTH/EDUCATION ISSUES","BATON ROUGE AIDS SOCIETY","4560 NORTH BLVD","BATON ROUGE","LOUISIANA","70806","225-923-2437","http://batonrougeaidssociety.org"
"POINT (-91.00003936649 30.466881901154)","42009","ELDERLY SERVICES","MAGNOLIA CARE CENTER VETERANS HOME","16950 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.1531233058 30.450052663032)","30602","ELDERLY SERVICES","BATON ROUGE GENERAL MEDICAL CENTER NURSING HOME","3600 FLORIDA ST","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.133695226181 30.445935119808)","119502","ELDERLY SERVICES","WILLIAMSBURG RETIREMENT COMMUNITY","5445 GOVERNMENT ST","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.182465989024 30.435406959058)","31029","FEDERALLY QUALIFIED HEALTH CENTERS","CARESOUTH","1383 NAPOLEON ST","BATON ROUGE","LOUISIANA","70802","225-650-2000",
"POINT (-91.051082485727 30.423355991575)","43177","HEALTH/EDUCATION ISSUES","RESOLVE: THE NATIONAL INFERTILITY ASSOCIATION","3233 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","70816","1-888-895-6055","http://resolve.org"
"POINT (-91.111297023196 30.444398945983)","28871","HEALTH/EDUCATION ISSUES","CANCER SERVICES OF GREATER BATON ROUGE","550 LOBDELL AVE","BATON ROUGE","LOUISIANA","70806","225-927-2273","http://cancerservices.org"
"POINT (-91.137743892063 30.515410806166)","22734","FEDERALLY QUALIFIED HEALTH CENTERS","ST. GABRIEL HEALTH CLINIC","5300 MONARCH AVE","BATON ROUGE","LOUISIANA","70811","225-930-4922",
"POINT (-91.052048724215 30.419627024818)","26694","HEALTH/EDUCATION ISSUES","LOUISIANA HEMOPHILIA FOUNDATION","3636 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","70816","225-291-1675","http://Lahemo.org"
"POINT (-91.051244812247 30.424881149305)","182096","HEALTH/EDUCATION ISSUES","LIFE SOURCE SERVICES OF BR","3049 S SHERWOOD FOREST BLVD, STE 150","BATON ROUGE","LOUISIANA","70816","225-291-9421","http://lifesourcehospice.net"
"POINT (-91.168360429767 30.507520815177)","23047","ELDERLY SERVICES","CENTER INC THE ADULT DAY HEALTH CARE","2271 MASON AVE","BATON ROUGE","LOUISIANA","70805","225-354-8977",
"POINT (-91.059664932225 30.460977551104)","140928","ELDERLY SERVICES","DUMAS HOUSE","1313 N SHERWOOD FOREST DR","BATON ROUGE","LOUISIANA","70815","225-389-4990",
"POINT (-91.079334671102 30.420255028185)","26077","ELDERLY SERVICES","LANDMARK OF BATON ROUGE","9105 OXFORD PLACE DR","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.187811280879 30.452094690262)","72986","ELDERLY SERVICES","AARP","301 MAIN ST, STE 1012","BATON ROUGE","LOUISIANA","70802","225-376-1150","http://aarp.org/states/la"
"POINT (-91.022819578878 30.430376830847)","98823","OUTPATIENT PHYSICAL THERAPY/SPEECH PATHOLOGY SERVICES","BATON ROUGE PHYSICAL THERAPY","14635 S HARRELL'S FERRY RD, STE 3","BATON ROUGE","LOUISIANA","70816","225-769-3898","http://brptlake.com/brittany"
"POINT (-91.104408589491 30.368515746676)","85102","HEALTH/EDUCATION ISSUES","AMERICAN CANCER SOCIETY","10528 KENTSHIRE CT","BATON ROUGE","LOUISIANA","70810","225-767-7197","http://cancer.org"
"POINT (-91.112688520671 30.458898483926)","140911","ELDERLY SERVICES","ST. CLARE MANOR NURSING HOME","7435 BISHOP OTT DR","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.051082485727 30.423355991575)","43155","HEALTH/EDUCATION ISSUES","RESOURCES FOR INDEPENDENT LIVING","3233 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","70816","225-753-4772","http://noril.org"
"POINT (-91.082337066409 30.430167428612)","40858","HEALTH/EDUCATION ISSUES","CAPITAL AREA HUMAN SERVICE DISTRICT - CENTER FOR GAMBLING TREATMENT","2211 WEYMOUTH DR","BATON ROUGE","LOUISIANA","70809","225-287-7878","http://cahsd.org"
"POINT (-91.089339540023 30.374511606889)","35052","HEALTH/EDUCATION ISSUES","DEAF SERVICES CENTER LLC","11017 PERKINS RD","BATON ROUGE","LOUISIANA","70810","225-756-5339","http://deafservices.net"
"POINT (-91.101421768741 30.398574776003)","85797","END STAGE RENAL DISEASE","FRESENIUS MEDICAL CARE MANCUSO","4848 MANCUSO LN","BATON ROUGE","LOUISIANA","70809","225-766-6773","http://fmcna.com/fmcna/index.htm"
"POINT (-91.048137436028 30.424310495996)","42185","HEALTH/EDUCATION ISSUES","MARCH OF DIMES - LOUISIANA CHAPTER","12015 JUSTICE AVE","BATON ROUGE","LOUISIANA","70816","225-295-0655","http://marchofdimes.com/louisiana"
"POINT (-91.154597018732 30.515620332142)","153139","END STAGE RENAL DISEASE","FRESENIUS MEDICAL CARE HOWELL PLACE","7707 HOWELL BLVD","BATON ROUGE","LOUISIANA","70807",,
"POINT (-91.051518174682 30.38558103456)","34078","HEALTH/EDUCATION ISSUES","ALS ASSOCIATION - LOUISIANA-MISSISSIPPI CHAPTER","11725 INDUSTRIPLEX BLVD","BATON ROUGE","LOUISIANA","70809","225-343-9880","http://alsalams.org"
"POINT (-91.056089347176 30.425943797257)","87467","ELDERLY SERVICES","NOTTINGHAM REGIONAL REHAB CENTER","2828 WESTFORK DR","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.130166209463 30.450364864039)","43873","ELDERLY SERVICES","EAST BATON ROUGE COUNCIL ON AGING","5790 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806","225-923-8000","http://ebrcoa.org/ebrcoa"
"POINT (-91.079789376337 30.355573104939)","85350","HEALTH/EDUCATION ISSUES","LOUISIANA KIDMED","10101 SIEGEN LN","BATON ROUGE","LOUISIANA","70810","800-259-4444","http://la-kidmed.com"
"POINT (-91.082337066409 30.430167428612)","40857","FAMILY SERVICES","CAPITAL AREA HUMAN SERVICE DISTRICT - CENTER FOR GAMBLING TREATMENT","2211 WEYMOUTH DR","BATON ROUGE","LOUISIANA","70809","225-287-7878","http://cahsd.org"
"POINT (-91.195082177985 30.540888925988)","10532","FEDERALLY QUALIFIED HEALTH CENTERS","BATON ROUGE PRIMARY CARE COLLABORATIVE","10650 AVENUE F","BATON ROUGE","LOUISIANA","70807","225-774-1120",
"POINT (-91.177615405512 30.445007916626)","117491","DISABLED SERVICES","HARMONY CENTER","301 S 11TH ST","BATON ROUGE","LOUISIANA","70802","225-383-9139",
"POINT (-91.099204039868 30.404604179829)","43060","HEALTH/EDUCATION ISSUES","UNITED BLOOD SERVICE","8234 ONE CALAIS AVE","BATON ROUGE","LOUISIANA","70809","225-769-7233","http://unitedbloodservices.org"
"POINT (-91.137583017139 30.417119606965)","43020","EMERGENCY SERVICES","BATON ROUGE CRISIS INTERVENTION CENTER","4837 REVERE AVE","BATON ROUGE","LOUISIANA","70808","225-924-1431","http://brcic.org"
"POINT (-91.081486366929 30.399500564131)","58038","HEALTH/EDUCATION ISSUES","CARE: CHILDBIRTH, ALTERNATIVES, RESOURCES & EDUCATION","9323 GAIL DR","BATON ROUGE","LOUISIANA","70809","225-293-5836",
"POINT (-91.149896046399 30.449195233138)","34352","FAMILY SERVICES","BATON ROUGE GENERAL - BEHAVIORAL WELLNESS CENTER","3910 CONVENTION ST","BATON ROUGE","LOUISIANA","70806",,"http://brgeneral.org/services/behavioral-mental-health"
"POINT (-91.08445204591 30.428819173625)","40214","FAMILY SERVICES","FAMILIES HELPING FAMILIES OF GREATER BATON ROUGE","2356 DRUSILLA LN","BATON ROUGE","LOUISIANA","70809","225-216-7474","http://fhfgbr.org"
"POINT (-91.187001541076 30.45279873094)","19773","HEALTH/EDUCATION ISSUES","LOUISIANA CAMPAIGN FOR TOBACCO-FREE LIVING","628 N 4TH ST","BATON ROUGE","LOUISIANA","70802","225-925-7227","http://tobaccofreeliving.org"
"POINT (-91.122499343488 30.367736340502)","89392","HEALTH/EDUCATION ISSUES","RESOLVE: THE NATIONAL INFERTILITY ASSOCIATION","9043 KILT PLACE AVE","BATON ROUGE","LOUISIANA","70808","1-888-895-6055","http://resolve.org"
"POINT (-91.083089848113 30.428683389958)","152771","FAMILY SERVICES","AL-ANON FAMILY GROUPS","9417 BROOKLINE AVE","BATON ROUGE","LOUISIANA","70809","225-924-0029","http://batonrougealanon.org"
"POINT (-91.102590570796 30.399824709283)","148445","HEALTH/EDUCATION ISSUES","SAINT ELIZABETH FOUNDATION","8054 SUMMA AVE, STE A","BATON ROUGE","LOUISIANA","70809","225-769-8888",
"POINT (-91.175319938399 30.452078920562)","117980","HEALTH/EDUCATION ISSUES","BIG BUDDY PROGRAM","1415 MAIN ST","BATON ROUGE","LOUISIANA","70802","225-388-9737","http://bigbuddyprogram.net"
"POINT (-91.149672463569 30.650693068419)","191836","FEDERALLY QUALIFIED HEALTH CENTERS","CARESOUTH","4852 ZACHARY-SLAUGHTER HWY","ZACHARY","LOUISIANA","70791","225-650-2000",
