"the_geom","id","business_name","full_address","city","state","zip","phone_number","website"
"POINT (-91.032489632642 30.365211622767)","38","TRANSFORM FX FITNESS LLC","9171 CASTILLE RD","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.107226674337 30.394003296829)","41","SNAP FITNESS","7731 PERKINS RD, STE 110","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.065182029783 30.432906229751)","52","BR FITNESS LLC","10778 N HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.028208260945 30.514395445538)","15","SNAP FITNESS","14485 GREENWELL SPRINGS RD","GREENWELL SPRINGS","LOUISIANA","70739",,
"POINT (-91.008671883573 30.429567800673)","44","C AND P FITNESS","2736 O'NEAL LN, STE G","BATON ROUGE","LOUISIANA","70816",,
"POINT (-91.150236050258 30.652603933348)","46","PROGRESSIVE FITNESS","5041 ZACHARY-SLAUGHTER HWY","ZACHARY","LOUISIANA","70791",,
"POINT (-91.049130116064 30.384272384866)","16","NO EGO FITNESS LLC","11930 INDUSTRIPLEX BLVD, STE 9","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.070609603867 30.360247260101)","48","VILLAGE ST. GEORGE AQUATIC CLUB","1708 PECK DR","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.076141869753 30.375108102401)","26","PAULA G. MANSHIP YMCA & LAMAR TENNIS CENTER","8100 YMCA PLAZA DR","BATON ROUGE","LOUISIANA","70810","225-767-9622","http://ymcabr.org/"
"POINT (-91.020420820501 30.407222126943)","49","TAEKWONDO PLUS FITNESS CENTER","14160 COURSEY BLVD","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.139613241069 30.445782204832)","8","A.C. LEWIS YMCA","350 S FOSTER DR","BATON ROUGE","LOUISIANA","70806","225-924-3606","http://ymcabr.org/"
"POINT (-91.110947468831 30.430307021198)","11","BODY MECHANICS PERSONAL FITNESS","7580 CORPORATE BLVD","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.139613241069 30.445782204832)","7","A.C. LEWIS YMCA","350 S FOSTER DR","BATON ROUGE","LOUISIANA","70806","225-924-3606","http://ymcabr.org/"
"POINT (-91.117272150092 30.388244249313)","5","MAGNOLIA WOOD SWIM AND RACQUET CLUB","1159 MAGNOLIA WOOD AVE","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.158313602092 30.396110683036)","17","SNAP FITNESS","257 LEE DR","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.016141019586 30.404007968493)","27","FLIPS AND FITNESS","5517 JONES CREEK RD","BATON ROUGE","LOUISIANA","70817",,
"POINT (-91.194851500194 30.653128522627)","45","SNAP FITNESS","20377 OLD SCENIC HWY","ZACHARY","LOUISIANA","70791",,
"POINT (-91.011579902589 30.457338137897)","24","C.B. PENNINGTON JR. YMCA","15550 OLD HAMMOND HWY","BATON ROUGE","LOUISIANA","70816","225-272-9622","http://ymcabr.org/"
"POINT (-91.129348904911 30.423890135135)","10","JAZZERCISE","2561 CITIPLACE CT","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.024081759782 30.463135615218)","4","C. G.'S GYMNASTICS CLUB","14550 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70819",,
"POINT (-91.083144120562 30.483720570994)","42","WEIGHT ROOM, THE","3556 MONTERREY DR","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.105274127956 30.387827426326)","9","SOUTHSIDE YMCA","8482 PERKINS RD","BATON ROUGE","LOUISIANA","70810",,"http://ymcabr.org/"
"POINT (-91.071482755062 30.367614649334)","20","TRINITY HOLISTIC HEALTH & TRAINING","13219 PERKINS RD","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.190532093624 30.653551876119)","47","MERGE FITNESS","1326 CHURCH ST","ZACHARY","LOUISIANA","70791",,
"POINT (-91.137683586407 30.442908283015)","6","FUTURE FITNESS WELLNESS CENTER","674 CADDO ST","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.125805219176 30.518787389197)","50","S. E. MACKEY FITNESS CENTER","6534 FORD ST","BATON ROUGE","LOUISIANA","70811",,
"POINT (-91.155546613189 30.515508423246)","62","EXXONMOBIL YMCA","7717 HOWELL BLVD","BATON ROUGE","LOUISIANA","70807","225-906-5424","http://ymcabr.org/"
