"uniqueid","accountid","charactercode","charactercodedescription","objectcode","object","projectcode","project","fullaccount","fundcode","fund","segment2code","segment2","segment3code","segment3","segment4code","segment4","segment5code","segment5","segment6code","segment6","accountdescription","accountstatus","fiscalyear","fiscalmonth","originalbudget","revisedbudget","actual"
"2022-9-7774","7774","62","EMPLOYEE BENEFITS","621100","REG EMPLOYEE RETIREMENT-GF",,"UNKNOWN","1000-7000-10-7040-0000-0000-000000-621100-","1000","GENERAL FUND","7000","BUSINESS OPER/CAP PROG OFFICE","10","GENERAL GOVERNMENT EXPEND","7040","311 CALL CENTER","0000","OPERATING","0000","UNDEFINED","REGULAR EMPLOYEE RETIREMENT FD","Active","2022","2022-09-01T00:00:00.000","0","0","4231.94"
"2022-9-6025","6025","61","PERSONAL SERVICES","611000","SALARIES OF REGULAR EMPLOYEES",,"UNKNOWN","1000-7300-20-7320-0000-0000-000000-611000-","1000","GENERAL FUND","7300","DEVELOPMENT","20","PUBLIC SAFETY EXPEND","7320","SUBDIVISIONS","0000","OPERATING","0000","UNDEFINED","SALARIES OF REGULAR EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","17120.49"
"2022-9-9868","9868","62","EMPLOYEE BENEFITS","623500","POSTEMPLOYMENT BENEFITS",,"UNKNOWN","1000-5100-20-5180-0000-0000-000000-623500-","1000","GENERAL FUND","5100","FIRE DEPARTMENT","20","PUBLIC SAFETY EXPEND","5180","FIRE-HAZARDOUS MATERIALS","0000","OPERATING","0000","UNDEFINED","POSTEMPLOYMENT BENEFITS","Active","2022","2022-09-01T00:00:00.000","0","0","5029.07"
"2022-9-9002","9002","62","EMPLOYEE BENEFITS","622300","GROUP INSURANCE-LIFE",,"UNKNOWN","1000-4100-10-4130-0000-0000-000000-622300-","1000","GENERAL FUND","4100","FINANCE DEPARTMENT","10","GENERAL GOVERNMENT EXPEND","4130","INTERNAL AUDITING","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-LIFE","Active","2022","2022-09-01T00:00:00.000","0","0","17.6"
"2022-9-5967","5967","61","PERSONAL SERVICES","611000","SALARIES OF REGULAR EMPLOYEES",,"UNKNOWN","1000-0500-10-0510-0000-0000-000000-611000-","1000","GENERAL FUND","0500","PARISH ATTORNEY","10","GENERAL GOVERNMENT EXPEND","0510","PA-ADMINISTRATION","0000","OPERATING","0000","UNDEFINED","SALARIES OF REGULAR EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","73160.2"
"2022-9-7165","7165","61","PERSONAL SERVICES","613000","PAY OF TEMPORARY EMPLOYEES",,"UNKNOWN","1000-7600-30-7630-0000-0000-000000-613000-","1000","GENERAL FUND","7600","MAINTENANCE","30","TRANSPORTATION EXPEND","7630","STREET MAINTENANCE","0000","OPERATING","0000","UNDEFINED","PAY OF TEMPORARY EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","3585.13"
"2022-9-8460","8460","62","EMPLOYEE BENEFITS","622100","GROUP INSURANCE-HEALTH",,"UNKNOWN","5100-7700-40-7710-7730-0000-000000-622100-","5100","SEWERAGE-OPERATIONS & MAINT","7700","ENVIRONMENTAL SERVICES","40","SANITATION EXPEND","7710","ENV-SEWER DIVISION","7730","SEWER-ENGINEERING","0000","UNDEFINED","GROUP INSURANCE-HEALTH","Active","2022","2022-09-01T00:00:00.000","0","0","3151.03"
"2022-9-19245","19245","64","CONTRACTUAL SERVICES","648600","SPECIAL EVENT EXPENSE",,"UNKNOWN","1000-7600-30-7620-0000-0000-000000-648600-","1000","GENERAL FUND","7600","MAINTENANCE","30","TRANSPORTATION EXPEND","7620","LANDSCAPE MAINTENANCE","0000","OPERATING","0000","UNDEFINED","SPECIAL EVENT EXPENSE","Active","2022","2022-09-01T00:00:00.000","0","0","20000"
"2022-9-42440","42440","64","CONTRACTUAL SERVICES","645120","FEES FOR COURT ATTENDANCE",,"UNKNOWN","2206-2600-10-2600-2620-0000-000000-645120-","2206","19TH JDC OFFDTY PL WIT FEE","2600","CLERK OF COURT","10","GENERAL GOVERNMENT EXPEND","2600","CLERK-OPERATIONS","2620","CLK OF CT/JUROR & WITNESS FEES","0000","UNDEFINED","FEES FOR COURT ATTENDANCE","Active","2022","2022-09-01T00:00:00.000","0","0","100"
"2022-9-16516","16516","64","CONTRACTUAL SERVICES","643500","OTHER CONTRACTUAL SERVICES",,"UNKNOWN","1000-0600-10-0600-0000-0000-000000-643500-","1000","GENERAL FUND","0600","PUBLIC INFORMATION OFFICE","10","GENERAL GOVERNMENT EXPEND","0600","PUBLIC INFORMATION OFFICE","0000","OPERATING","0000","UNDEFINED","OTHER CONTRACTUAL SERVICES","Active","2022","2022-09-01T00:00:00.000","0","0","3583.33"
"2022-9-8364","8364","62","EMPLOYEE BENEFITS","622100","GROUP INSURANCE-HEALTH",,"UNKNOWN","1000-1600-10-1600-0000-0000-000000-622100-","1000","GENERAL FUND","1600","PLANNING COMMISSION","10","GENERAL GOVERNMENT EXPEND","1600","PLANNING COMMISSION","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-HEALTH","Active","2022","2022-09-01T00:00:00.000","0","0","3825.8"
"2022-9-14747","14747","64","CONTRACTUAL SERVICES","642100","WATER/SEWER FEES",,"UNKNOWN","1000-7800-10-7830-0000-0000-000000-642100-","1000","GENERAL FUND","7800","BUILDINGS AND GROUNDS","10","GENERAL GOVERNMENT EXPEND","7830","PUBLIC BUILDING MAINTENANCE","0000","OPERATING","0000","UNDEFINED","WATER/SEWER FEES","Active","2022","2022-09-01T00:00:00.000","0","0","52.07"
"2022-9-17026","17026","64","CONTRACTUAL SERVICES","643540","OTHER PROFESSIONAL SERVICES",,"UNKNOWN","1000-7300-20-7320-0000-0000-000000-643540-","1000","GENERAL FUND","7300","DEVELOPMENT","20","PUBLIC SAFETY EXPEND","7320","SUBDIVISIONS","0000","OPERATING","0000","UNDEFINED","OTHER PROFESSIONAL SERVICES","Active","2022","2022-09-01T00:00:00.000","0","0","3450"
"2022-9-14830","14830","64","CONTRACTUAL SERVICES","642200","JANITORIAL/EXTERMINATION SRV",,"UNKNOWN","1000-0100-70-0174-0107-0000-000000-642200-","1000","GENERAL FUND","0100","METROPOLITAN COUNCIL","70","CONSERVATION & DEVELOPMENT EXP","0174","DR MARTIN LUTHER KING COMM CTR","0107","COUNCIL DISTRICT 7","0000","UNDEFINED","JANITORIAL/EXTERMINATION SRV","Active","2022","2022-09-01T00:00:00.000","0","0","26.98"
"2022-9-14905","14905","64","CONTRACTUAL SERVICES","642250","WASTE COLLECT/DISPOSAL/RECYCLE",,"UNKNOWN","1000-0100-70-0174-0107-0000-000000-642250-","1000","GENERAL FUND","0100","METROPOLITAN COUNCIL","70","CONSERVATION & DEVELOPMENT EXP","0174","DR MARTIN LUTHER KING COMM CTR","0107","COUNCIL DISTRICT 7","0000","UNDEFINED","WASTE COLLECT/DISPOSAL/RECYCLE","Active","2022","2022-09-01T00:00:00.000","0","0","227.77"
"2022-9-11090","11090","63","SUPPLIES","631000","OFFICE SUPPLIES",,"UNKNOWN","1000-4100-10-4140-0000-0000-000000-631000-","1000","GENERAL FUND","4100","FINANCE DEPARTMENT","10","GENERAL GOVERNMENT EXPEND","4140","REVENUE COLLECTION","0000","OPERATING","0000","UNDEFINED","OFFICE SUPPLIES","Active","2022","2022-09-01T00:00:00.000","0","0","372.72"
"2022-9-9352","9352","62","EMPLOYEE BENEFITS","623000","SOCIAL SECURITY/MEDICARE",,"UNKNOWN","1000-6000-70-6010-0000-0000-000000-623000-","1000","GENERAL FUND","6000","HUMAN DEVELOPMENT AND SERVICES","70","CONSERVATION & DEVELOPMENT EXP","6010","DHDS-ADMINISTRATION","0000","OPERATING","0000","UNDEFINED","SOCIAL SECURITY/MEDICARE","Active","2022","2022-09-01T00:00:00.000","0","0","222.83"
"2022-9-8417","8417","62","EMPLOYEE BENEFITS","622100","GROUP INSURANCE-HEALTH",,"UNKNOWN","1000-7300-20-7310-0000-0000-000000-622100-","1000","GENERAL FUND","7300","DEVELOPMENT","20","PUBLIC SAFETY EXPEND","7310","DEV-ADMINISTRATION","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-HEALTH","Active","2022","2022-09-01T00:00:00.000","0","0","575.51"
"2022-9-7487","7487","61","PERSONAL SERVICES","617100","AUTOMOBILE ALLOWANCE",,"UNKNOWN","1000-4100-10-4110-0000-0000-000000-617100-","1000","GENERAL FUND","4100","FINANCE DEPARTMENT","10","GENERAL GOVERNMENT EXPEND","4110","FINANCE-ADMINISTRATION","0000","OPERATING","0000","UNDEFINED","AUTOMOBILE ALLOWANCE","Active","2022","2022-09-01T00:00:00.000","0","0","369.24"
"2022-9-7304","7304","61","PERSONAL SERVICES","614000","CONTRACT EMPLOYEES",,"UNKNOWN","1000-4600-10-4610-0000-0000-000000-614000-","1000","GENERAL FUND","4600","HUMAN RESOURCES","10","GENERAL GOVERNMENT EXPEND","4610","HR-ADMINISTRATION","0000","OPERATING","0000","UNDEFINED","CONTRACT EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","1498.5"
"2022-9-8380","8380","62","EMPLOYEE BENEFITS","622100","GROUP INSURANCE-HEALTH",,"UNKNOWN","1000-4100-10-4140-0000-0000-000000-622100-","1000","GENERAL FUND","4100","FINANCE DEPARTMENT","10","GENERAL GOVERNMENT EXPEND","4140","REVENUE COLLECTION","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-HEALTH","Active","2022","2022-09-01T00:00:00.000","0","0","7946.83"
"2022-9-45940","45940","62","EMPLOYEE BENEFITS","623000","SOCIAL SECURITY/MEDICARE",,"UNKNOWN","1000-0100-10-0103-0000-0000-000000-623000-","1000","GENERAL FUND","0100","METROPOLITAN COUNCIL","10","GENERAL GOVERNMENT EXPEND","0103","COUNCIL DISTRICT 3","0000","OPERATING","0000","UNDEFINED","SOCIAL SECURITY/MEDICARE","Active","2022","2022-09-01T00:00:00.000","0","0","146"
"2022-9-6031","6031","61","PERSONAL SERVICES","611000","SALARIES OF REGULAR EMPLOYEES",,"UNKNOWN","1000-7600-30-7620-0000-0000-000000-611000-","1000","GENERAL FUND","7600","MAINTENANCE","30","TRANSPORTATION EXPEND","7620","LANDSCAPE MAINTENANCE","0000","OPERATING","0000","UNDEFINED","SALARIES OF REGULAR EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","66590.48"
"2022-9-8418","8418","62","EMPLOYEE BENEFITS","622100","GROUP INSURANCE-HEALTH",,"UNKNOWN","1000-7300-20-7320-0000-0000-000000-622100-","1000","GENERAL FUND","7300","DEVELOPMENT","20","PUBLIC SAFETY EXPEND","7320","SUBDIVISIONS","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-HEALTH","Active","2022","2022-09-01T00:00:00.000","0","0","2951.22"
"2022-9-8452","8452","62","EMPLOYEE BENEFITS","622100","GROUP INSURANCE-HEALTH",,"UNKNOWN","2340-7100-30-7120-0000-0000-000000-622100-","2340","PARISH STREET MAINTENANCE FUND","7100","TRANSPORTATION AND DRAINAGE","30","TRANSPORTATION EXPEND","7120","T&D-ENGINEERING","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-HEALTH","Active","2022","2022-09-01T00:00:00.000","0","0","1000.8"
"2022-9-9360","9360","62","EMPLOYEE BENEFITS","623000","SOCIAL SECURITY/MEDICARE",,"UNKNOWN","1000-7100-30-7140-0000-0000-000000-623000-","1000","GENERAL FUND","7100","TRANSPORTATION AND DRAINAGE","30","TRANSPORTATION EXPEND","7140","TRAFFIC ENGINEERING","0000","OPERATING","0000","UNDEFINED","SOCIAL SECURITY/MEDICARE","Active","2022","2022-09-01T00:00:00.000","0","0","1013.2"
"2022-9-7843","7843","62","EMPLOYEE BENEFITS","621100","REG EMPLOYEE RETIREMENT-GF",,"UNKNOWN","5810-0900-30-0940-0000-0000-000000-621100-","5810","AIRPORT OPERATIONS FUND","0900","GREATER BR AIRPORT DISTRICT","30","TRANSPORTATION EXPEND","0940","AIRPORT-TERMINAL BUILDING","0000","OPERATING","0000","UNDEFINED","REGULAR EMPLOYEE RETIREMENT FD","Active","2022","2022-09-01T00:00:00.000","0","0","2488.93"
"2022-9-9008","9008","62","EMPLOYEE BENEFITS","622300","GROUP INSURANCE-LIFE",,"UNKNOWN","1000-4600-10-4610-0000-0000-000000-622300-","1000","GENERAL FUND","4600","HUMAN RESOURCES","10","GENERAL GOVERNMENT EXPEND","4610","HR-ADMINISTRATION","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-LIFE","Active","2022","2022-09-01T00:00:00.000","0","0","105.6"
"2022-9-5951","5951","61","PERSONAL SERVICES","611000","SALARIES OF REGULAR EMPLOYEES",,"UNKNOWN","1000-0100-10-0106-0000-0000-000000-611000-","1000","GENERAL FUND","0100","METROPOLITAN COUNCIL","10","GENERAL GOVERNMENT EXPEND","0106","COUNCIL DISTRICT 6","0000","OPERATING","0000","UNDEFINED","SALARIES OF REGULAR EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","3214.68"
"2022-9-7511","7511","61","PERSONAL SERVICES","617100","AUTOMOBILE ALLOWANCE",,"UNKNOWN","1000-7300-20-7310-0000-0000-000000-617100-","1000","GENERAL FUND","7300","DEVELOPMENT","20","PUBLIC SAFETY EXPEND","7310","DEV-ADMINISTRATION","0000","OPERATING","0000","UNDEFINED","AUTOMOBILE ALLOWANCE","Active","2022","2022-09-01T00:00:00.000","0","0","184.62"
"2022-9-7823","7823","62","EMPLOYEE BENEFITS","621100","REG EMPLOYEE RETIREMENT-GF",,"UNKNOWN","5100-7700-40-7710-7740-0000-000000-621100-","5100","SEWERAGE-OPERATIONS & MAINT","7700","ENVIRONMENTAL SERVICES","40","SANITATION EXPEND","7710","ENV-SEWER DIVISION","7740","SEWER-WASTEWATER COLLECTION","0000","UNDEFINED","REGULAR EMPLOYEE RETIREMENT FD","Active","2022","2022-09-01T00:00:00.000","0","0","29356.02"
"2022-9-6015","6015","61","PERSONAL SERVICES","611000","SALARIES OF REGULAR EMPLOYEES",,"UNKNOWN","1000-6000-70-6010-0000-0000-000000-611000-","1000","GENERAL FUND","6000","HUMAN DEVELOPMENT AND SERVICES","70","CONSERVATION & DEVELOPMENT EXP","6010","DHDS-ADMINISTRATION","0000","OPERATING","0000","UNDEFINED","SALARIES OF REGULAR EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","15927.96"
"2022-9-6056","6056","61","PERSONAL SERVICES","611000","SALARIES OF REGULAR EMPLOYEES",,"UNKNOWN","2004-0500-10-0540-0000-0000-000000-611000-","2004","GAMING ENFORCEMENT DIVISION","0500","PARISH ATTORNEY","10","GENERAL GOVERNMENT EXPEND","0540","PA-GAMING ENFORCEMENT","0000","OPERATING","0000","UNDEFINED","SALARIES OF REGULAR EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","1510.31"
"2022-9-7375","7375","61","PERSONAL SERVICES","614000","CONTRACT EMPLOYEES",,"UNKNOWN","5520-4100-40-4170-0000-0000-000000-614000-","5520","SOLID WASTE COLLECTION FUND","4100","FINANCE DEPARTMENT","40","SANITATION EXPEND","4170","SERVICE FEE BUSINESS OFFICE","0000","OPERATING","0000","UNDEFINED","CONTRACT EMPLOYEES","Active","2022","2022-09-01T00:00:00.000","0","0","84.15"
"2022-9-6771","6771","61","PERSONAL SERVICES","612000","OVERTIME",,"UNKNOWN","2400-5100-20-5160-0000-0000-000000-612000-","2400","BR FIRE PAY ENHANCEMENT FUND","5100","FIRE DEPARTMENT","20","PUBLIC SAFETY EXPEND","5160","FIRE-INVESTIGATIONS","0000","OPERATING","0000","UNDEFINED","OVERTIME","Active","2022","2022-09-01T00:00:00.000","0","0","552.33"
"2022-9-8259","8259","62","EMPLOYEE BENEFITS","621310","POLICE RETIREMENT FUND-MPERS",,"UNKNOWN","5810-0900-30-0970-0000-0000-000000-621310-","5810","AIRPORT OPERATIONS FUND","0900","GREATER BR AIRPORT DISTRICT","30","TRANSPORTATION EXPEND","0970","AIRPORT-POLICE/ARFF","0000","OPERATING","0000","UNDEFINED","POLICE RETIREMENT FUND-MPERS","Active","2022","2022-09-01T00:00:00.000","0","0","20638.82"
"2022-9-12007","12007","63","SUPPLIES","631900","OTHER OPERATING & MT SUPPLIES",,"UNKNOWN","1000-7100-30-7120-0000-0000-000000-631900-","1000","GENERAL FUND","7100","TRANSPORTATION AND DRAINAGE","30","TRANSPORTATION EXPEND","7120","T&D-ENGINEERING","0000","OPERATING","0000","UNDEFINED","OTHER OPERATING & MT SUPPLIES","Active","2022","2022-09-01T00:00:00.000","0","0","158.76"
"2022-9-11985","11985","63","SUPPLIES","631900","OTHER OPERATING & MT SUPPLIES",,"UNKNOWN","1000-5000-20-5020-0000-0000-000000-631900-","1000","GENERAL FUND","5000","POLICE DEPARTMENT","20","PUBLIC SAFETY EXPEND","5020","POLICE-UNIFORM PATROL BUREAU","0000","OPERATING","0000","UNDEFINED","OTHER OPERATING & MT SUPPLIES","Active","2022","2022-09-01T00:00:00.000","0","0","336.62"
"2022-9-7756","7756","62","EMPLOYEE BENEFITS","621100","REG EMPLOYEE RETIREMENT-GF",,"UNKNOWN","1000-4600-10-4630-0000-0000-000000-621100-","1000","GENERAL FUND","4600","HUMAN RESOURCES","10","GENERAL GOVERNMENT EXPEND","4630","EMPLOYEE RELATIONS","0000","OPERATING","0000","UNDEFINED","REGULAR EMPLOYEE RETIREMENT FD","Active","2022","2022-09-01T00:00:00.000","0","0","1989.79"
"2022-9-10641","10641","62","EMPLOYEE BENEFITS","625000","UNEMPLOYMENT",,"UNKNOWN","2409-1000-20-1009-0000-0000-000000-625000-","2409","ALSEN FIRE PROTECTION DISTRICT","1000","FIRE PROTECTION DISTRICTS","20","PUBLIC SAFETY EXPEND","1009","ALSEN FIRE PROTECTION DIST","0000","OPERATING","0000","UNDEFINED","UNEMPLOYMENT","Active","2022","2022-09-01T00:00:00.000","0","0","1.81"
"2022-9-9013","9013","62","EMPLOYEE BENEFITS","622300","GROUP INSURANCE-LIFE",,"UNKNOWN","1000-5000-20-5020-0000-0000-000000-622300-","1000","GENERAL FUND","5000","POLICE DEPARTMENT","20","PUBLIC SAFETY EXPEND","5020","POLICE-UNIFORM PATROL BUREAU","0000","OPERATING","0000","UNDEFINED","GROUP INSURANCE-LIFE","Active","2022","2022-09-01T00:00:00.000","0","0","1566.4"
"2022-9-6738","6738","61","PERSONAL SERVICES","612000","OVERTIME",,"UNKNOWN","1000-7600-30-7620-0000-0000-000000-612000-","1000","GENERAL FUND","7600","MAINTENANCE","30","TRANSPORTATION EXPEND","7620","LANDSCAPE MAINTENANCE","0000","OPERATING","0000","UNDEFINED","OVERTIME","Active","2022","2022-09-01T00:00:00.000","0","0","3783.36"
"2022-9-8224","8224","62","EMPLOYEE BENEFITS","621300","POLICE RETIREMENT FUND-CPERS",,"UNKNOWN","1000-5000-20-5020-0000-0000-000000-621300-","1000","GENERAL FUND","5000","POLICE DEPARTMENT","20","PUBLIC SAFETY EXPEND","5020","POLICE-UNIFORM PATROL BUREAU","0000","OPERATING","0000","UNDEFINED","POLICE RETIREMENT FUND-CPERS","Active","2022","2022-09-01T00:00:00.000","0","0","1141.51"
