"the_geom","id","business_name","full_address","city","state","zip","phone_number","website","resource_type","sub_resource_type"
"POINT (-91.1402618727 30.479172886427)","12542","EXPRESS MART","3322 N FOSTER DR","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.118714763264 30.454123110553)","26846","DONMOOR POBOY","457 N DONMOOR AVE","BATON ROUGE","LOUISIANA","70806",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.035033425206 30.463018201541)","17017","KASEDS INTERNATIONAL MARKET","13501 FLORIDA BLVD, STE 4","BATON ROUGE","LOUISIANA","70815",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.158578564467 30.483511996424)","18083","E Z PACK N SERV","3800 PLANK RD","BATON ROUGE","LOUISIANA","70805","225-356-4847",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.066094248328 30.364948169488)","42925","KWIK STOP","13796 PERKINS RD","BATON ROUGE","LOUISIANA","70810",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.128151903819 30.469044689185)","139054","TRANZSIR FOOD MART","6223 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70806",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.112134085065 30.390883882633)","26338","TOWN SOUTH FOOD MART","1801 STARING LN","BATON ROUGE","LOUISIANA","70808",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.122287786667 30.488805490315)","125269","BENS FOOD MARKET","6894 AIRLINE HWY","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.140145129078 30.488496674223)","12561","SUPER STOP","4162 N FOSTER DR","BATON ROUGE","LOUISIANA","70805","225-355-7340",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.16609341301 30.472860610011)","17993","CHIPPEWA SUPER STORE","2332 CHIPPEWA ST","BATON ROUGE","LOUISIANA","70805","225-356-9288",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.124822479104 30.503136251937)","104684","SILVERLEAF GROCERY","5742 SILVERLEAF AVE","BATON ROUGE","LOUISIANA","70812","2255-355-2219",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.188079511511 30.432095586468)","14033","CIRCLE K STORES #2707750","1644 NICHOLSON DR","BATON ROUGE","LOUISIANA","70802",,"http://circlek.com/","RETAIL","CONVENIENCE STORE"
"POINT (-91.165036079043 30.466481996852)","104060","LIVING WATERS GOODWILL STORE","2065 PLANK RD","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.146053436162 30.51894818953)","18964","KELLYS FOOD MART","7744 PLANK RD","BATON ROUGE","LOUISIANA","70811",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.057767318913 30.470164244013)","174069","CITY TOWN MARKET #2","2336 N SHERWOOD FOREST DR","BATON ROUGE","LOUISIANA","70815",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.138219685575 30.444858435967)","26623","CIRCLE K STORE 2729721","5035 GOVERNMENT ST","BATON ROUGE","LOUISIANA","70806",,"http://circlek.com/","RETAIL","CONVENIENCE STORE"
"POINT (-91.163818976915 30.558348755097)","176504","STOP N GO","2650 THOMAS RD","BATON ROUGE","LOUISIANA","70807",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.126378142602 30.355463171063)","37314","SAVE MORE MARKET 4","1557 GARDERE LN","BATON ROUGE","LOUISIANA","70820","225-769-0404",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.026592720776 30.348064994541)","43830","ON THE RUN #14","18051 PERKINS RD E","BATON ROUGE","LOUISIANA","70810",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.108732503314 30.395240398813)","179581","CIRCLE K STORE #2707656","5857 ESSEN LN","BATON ROUGE","LOUISIANA","70810","225-767-6880","http://circlek.com/","RETAIL","CONVENIENCE STORE"
"POINT (-91.190193180012 30.533049684538)","8500","TRIPLET FOOD MART","605 MILLS AVE","BATON ROUGE","LOUISIANA","70807",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.12029156399 30.358133221471)","39621","EL TIO SUPERMARKET LLC","9656 BURBANK DR","BATON ROUGE","LOUISIANA","70810","225-757-2290",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.165955411931 30.463962628793)","102980","GENE CASH & CARRY GROCERY","1735 PLANK RD","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.165477755416 30.523938203976)","93883","K & H MINIMART","2703 BADLEY RD","BATON ROUGE","LOUISIANA","70807",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.180883974017 30.426978206953)","16545","HIGHLAND ROAD MEAT MARKET","2226 HIGHLAND RD","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.183343203709 30.438266795976)","49763","ACCOUNTING SOLUTIONS","701 MYRTLE ST","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.179807994232 30.424702729797)","12195","AM MART 2018","2400 HIGHLAND RD","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.126440496648 30.355873311318)","37311","COMMUNITY MARKET","1535 GARDERE LN","BATON ROUGE","LOUISIANA","70820",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.056331106729 30.460107986403)","26997","LATINOS SUPERMARKET","11435 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70815",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.168496177301 30.472954140603)","17005","TRIANGLE FOOD MART","2799 SCENIC HWY","BATON ROUGE","LOUISIANA","70805","225-357-1340",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.163818976915 30.558348755097)","176503","3 STARS FOOD MART","2650 THOMAS RD","BATON ROUGE","LOUISIANA","70807",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.196886275621 30.552574695674)","139790","MADE TO GO TRUCKSTOP LLC","111 THOMAS RD","BATON ROUGE","LOUISIANA","70807",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.132136445492 30.519534276403)","95538","BRADFORD'S GROCERY","5916 FORD ST","BATON ROUGE","LOUISIANA","70811",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.143659833857 30.494615205432)","141047","CITY TOWN MEAT MARKET #3","4850 BEECHWOOD DR","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.016676264044 30.409049736148)","41910","ON THE RUN #14","14441 COURSEY BLVD","BATON ROUGE","LOUISIANA","70817",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.16078251861 30.476811097694)","20431","UNITED FOOD MART","3164 PLANK RD","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.180060495207 30.525018690059)","83447","VINCES LIQUOR","8556 SCOTLAND AVE","BATON ROUGE","LOUISIANA","70807",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.188079511511 30.432095586468)","14027","KWIK STOP","1644 NICHOLSON DR","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.142007199946 30.462405627993)","113355","BELLONAIRE","4801 GUS YOUNG AVE","BATON ROUGE","LOUISIANA","70802","225-924-6900",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.122287786667 30.488805490315)","125272","COUSINS FOOD MART","6894 AIRLINE HWY","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.035718651206 30.409547253018)","44008","JIFFY MART #15","12924 COURSEY BLVD","BATON ROUGE","LOUISIANA","70817",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.057772190891 30.468973906521)","175429","SAHARA AFRICAN MARKET","2216 N SHERWOOD FOREST DR","BATON ROUGE","LOUISIANA","70815","225-275-2757",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.025032396347 30.441399622373)","139375","CIRCLE K STORES #2706827","2020 MILLERVILLE RD","BATON ROUGE","LOUISIANA","70816",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.143233465947 30.509613969137)","24133","BT SEAFOOD AND GROCERY","4763 AIRLINE HWY","BATON ROUGE","LOUISIANA","70811",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.124984215179 30.50269815905)","22641","ROSE MARY MART","5732 SILVERLEAF AVE","BATON ROUGE","LOUISIANA","70812",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.176947691786 30.423270446813)","14026","STOP N GO","2650 THOMAS H DELPIT DR","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.204442294561 30.565344656477)","11852","DANIEL'S FOOD MARKET","13150 SCENIC HWY","BATON ROUGE","LOUISIANA","70807",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.075540744849 30.488304491073)","135073","EXPRESS 1 STOP","9824 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.081397159804 30.433818633321)","28094","B-QUICK CONVENIENCE STORE #1","9611 AIRLINE HWY","BATON ROUGE","LOUISIANA","70815",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.089508075723 30.418924773889)","28996","CIRCLE K STORE 2709726","3536 DRUSILLA LN","BATON ROUGE","LOUISIANA","70809","225-927-5131","http://circlek.com/","RETAIL","CONVENIENCE STORE"
"POINT (-91.004897817426 30.361920294625)","37739","LA EXPRESS FOOD STORE","16970 JEFFERSON HWY, STE A - K","BATON ROUGE","LOUISIANA","70817",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.044006234775 30.431544906229)","68036","SPEEDY MART","12532 S HARRELL'S FERRY RD","BATON ROUGE","LOUISIANA","70816",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.152774503666 30.472180348091)","19191","NORTH 38TH FOOD MART","2645 N 38TH ST","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.103477313265 30.452486055361)","28278","KASEDS INTERNATIONAL MARKET","8129 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.069379702551 30.366180514656)","41132","VILLAGE GROCERY & DELI","13510 PERKINS RD","BATON ROUGE","LOUISIANA","70810",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.049753848161 30.410781138172)","149304","FASHION INDIA","11802 COURSEY BLVD","BATON ROUGE","LOUISIANA","70816","225-293-4719",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.177195217387 30.431003099303)","15259","HASSAN FASHION","740 E WASHINGTON ST","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.149250857115 30.654126390613)","191054","BAYOU BLUE GROCERY","5252 ZACHARY-SLAUGHTER HWY","ZACHARY","LOUISIANA","70791",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.142914574066 30.509592518779)","23843","SCALLANS MEAT & GROCERY","4775 AIRLINE HWY","BATON ROUGE","LOUISIANA","70811","225-356-2521",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.155385446102 30.4923063338)","170070","SAVE MORE MARKET #6","4670 PLANK RD, STE A","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.056206893405 30.436470636095)","174957","IDEAL MARKET #8","1807 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","70816",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.172958189895 30.509650523405)","178513","CAPITOL MEAT SUPPLY","6569 SCENIC HWY","BATON ROUGE","LOUISIANA","70807",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.125543507359 30.503295434148)","179182","SNACK PACK #2 CONCESSIONS","5777 SILVERLEAF AVE","BATON ROUGE","LOUISIANA","70812",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.151395540115 30.460689763726)","125538","NEW LOOK NEIGHBORHOOD GROCERY","1376 N 39TH ST","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.177983856442 30.520123866596)","13904","COLEMANS MINI-MART","1472 HARDING BLVD","BATON ROUGE","LOUISIANA","70807",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.139605746115 30.4536196676)","32362","Q MART","585 N FOSTER DR","BATON ROUGE","LOUISIANA","70806",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.17665732787 30.42693294588)","177852","THOMAS GROCERY","600 E POLK ST","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.178367642908 30.398204033461)","42692","RED ENTERTAINMENT EXPRESS","4245 NICHOLSON DR","BATON ROUGE","LOUISIANA","70808",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.155245516182 30.494563327705)","19112","CITY FOOD MART","4865 PLANK RD","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.171762440223 30.388897292979)","174626","AMERICAN FOOD MART","5251 NICHOLSON DR, STE Q","BATON ROUGE","LOUISIANA","70820",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.008102195846 30.445641384478)","25580","CITI MART 1","1640 O'NEAL LN","BATON ROUGE","LOUISIANA","70816",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.150347416116 30.506569899517)","21089","CAJUN NOVELTIES LLC","6168 PLANK RD","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.133128774473 30.488008880511)","12063","TAKS FOOD MART","5765 PRESCOTT RD","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.154405469734 30.497025018203)","18818","TONYS SEAFOOD","5215 PLANK RD","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.141105192935 30.493479360513)","20254","KWIK STOP","4959 EVANGELINE ST","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.118037009563 30.484807207293)","12860","RIGHT WAY 1","7111 AIRLINE HWY","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.128212431916 30.497409682491)","14443","LARRYS QUICK STOP","6288 AIRLINE HWY","BATON ROUGE","LOUISIANA","70805","225-354-0104",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.057117022213 30.432445181198)","23105","CIRCLE K STORES, INC 2709720","2205 S SHERWOOD FOREST BLVD","BATON ROUGE","LOUISIANA","70816","225-273-3521","http://circlek.com/","RETAIL","CONVENIENCE STORE"
"POINT (-91.06870878159 30.416493538801)","26009","ON THE RUN #14","10391 AIRLINE HWY","BATON ROUGE","LOUISIANA","70816",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.180044250663 30.395647535557)","40949","STRIPES FOOD MART","4405 ALVIN DARK AVE","BATON ROUGE","LOUISIANA","70820",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.04706820424 30.394699396496)","39633","JAYLA FOOD MART","12256 JEFFERSON HWY","BATON ROUGE","LOUISIANA","70816",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.073080130182 30.409582776403)","40779","KWIK STOP","4415 FLOYNELL DR","BATON ROUGE","LOUISIANA","70809",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.144027925972 30.508778434654)","13207","IN A FLASH","4650 AIRLINE HWY","BATON ROUGE","LOUISIANA","70805",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.110492816167 30.35494881821)","37632","VALERO CORNER STORE #1726","9990 BLUEBONNET BLVD","BATON ROUGE","LOUISIANA","70810",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.140274983453 30.346641160951)","38857","GEAUX TIGER MART","11693 NICHOLSON DR","BATON ROUGE","LOUISIANA","70820",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.179893489159 30.438543631911)","52748","SERVICE MARKET GROCERY","945 EAST BLVD","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.171792914461 30.388936585751)","173189","ZEN NAIL'S & SPA","5251 NICHOLSON DR, STE P","BATON ROUGE","LOUISIANA","70820",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.145704224305 30.522055757154)","15690","CIRCLE K #9727","8133 PLANK RD","BATON ROUGE","LOUISIANA","70811","225-357-5006","http://circlek.com/","RETAIL","CONVENIENCE STORE"
"POINT (-91.160688553105 30.449810749122)","29088","EASY STOP FOOD MART INC","2712 FLORIDA ST","BATON ROUGE","LOUISIANA","70806",,,"RETAIL","CONVENIENCE STORE"
"POINT (-90.988205787334 30.533915723382)","951","CIRCLE K STORE #2706799","18696 MAGNOLIA BRIDGE RD","GREENWELL SPRINGS","LOUISIANA","70739",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.186711011902 30.443117915031)","16124","CHEVRON FOOD MART #2","510 SAINT FERDINAND ST","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.163133544524 30.450253466762)","187839","CORNER DELI LLC","2427 FLORIDA ST, STE A","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.172958189895 30.509650523405)","178514","CAPITAL MEAT SUPPLY","6569 SCENIC HWY","BATON ROUGE","LOUISIANA","70807","225-357-6561",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.070036950194 30.366305063668)","41130","NASH DISCOUNT TOBACCO & LIQUOR","13434 PERKINS RD","BATON ROUGE","LOUISIANA","70810",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.144390194033 30.522908447358)","14967","PLANK FOOD MART","8085 PLANK RD","BATON ROUGE","LOUISIANA","70811",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.152005030716 30.502017199913)","15411","PLANK ROAD MARKET","5686 PLANK RD","BATON ROUGE","LOUISIANA","70805","225-355-0220",,"RETAIL","CONVENIENCE STORE"
"POINT (-91.179893489159 30.438543631911)","52749","LEO SERVICE MARKET & GROCERY","945 EAST BLVD","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.103467839426 30.452605576067)","153497","KASEDS INTERNATIONAL MARKET","8133 FLORIDA BLVD","BATON ROUGE","LOUISIANA","70806",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.173345416525 30.436644341086)","151718","TERRACE GROCERY","1457 TERRACE ST","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.15500680403 30.458081549701)","30846","NORTH ACADIAN FOOD MART","1100 N ACADIAN THWY E","BATON ROUGE","LOUISIANA","70802",,,"RETAIL","CONVENIENCE STORE"
"POINT (-91.179253472908 30.388428208212)","51467","CIRCLE K #4765","1910 BRIGHTSIDE DR","BATON ROUGE","LOUISIANA","70820","225-766-7183","http://circlek.com/","RETAIL","CONVENIENCE STORE"
