"record_type","document_number","document_description","requisition_number","purchase_orders","input_date","department_number","department_name","cost_center","cost_center_name","document_status_code","document_status_description","vouched_amount","start_date","expiration_date","extension_date","total_items","item_number","item_description","item_quantity_ordered","item_unit_cost","item_unit_of_measure","commodity_code","commodity_description","vendor_name_1","vendor_name_2","vendor_city","vendor_state","vendor_zip","vendor_type","gender","ethnicity","status","class","geographic_area","independent_contractor","minority","disadvantaged","disabled_veteran","sb_disabled_vet","sb_minority","sb_minority_woman","sb_non_minority","sb_disadvantaged","sb_veteran","sb_woman"
"D","800003973","A21-0752 OEM SRP & MAS - INTERNATIONAL TRUCKS","11607",,"2022-09-09T00:00:00.000","4500","PURCHASING","4500","PURCHASING","8","Posted",,,,,"1","2","Item 0002 Vendor/Dealer labor rate for Field Service work (performed at City-Parish job site). Vendor travel time to and from City-Parish job site is NOT included.","16.00","210","HOUR","92965","REFUSE AND GARBAGE BURNING EQU","ITA TRUCK SALES & SERVICE LLC",,"LAFAYETTE","LA","70507","PROFESSION",,,"A","PSHP","INS","N","N","N","N","N","N","N","N","N","N","N"
"D","800003973","A21-0752 OEM SRP & MAS - INTERNATIONAL TRUCKS","11607",,"2022-09-09T00:00:00.000","4500","PURCHASING","4500","PURCHASING","8","Posted",,,,,"1","3","Item 0003 Call-out charge for Road Calls within normal business hours; 6:00am � 3:00pm (Response time shall be within two (2) hours)","4.00","140","CALL","92962","MOTORCYCLES, BICYCLES, MOTOR S","ITA TRUCK SALES & SERVICE LLC",,"LAFAYETTE","LA","70507","PROFESSION",,,"A","PSHP","INS","N","N","N","N","N","N","N","N","N","N","N"
"D","800003973","A21-0752 OEM SRP & MAS - INTERNATIONAL TRUCKS","11607",,"2022-09-09T00:00:00.000","4500","PURCHASING","4500","PURCHASING","8","Posted",,,,,"1","4","Item 0004 Call-out charge for Road Calls after normal business hours; 6:00am � 3:00pm (Response time shall be within two (2) hours)","4.00","210","CALL",,,"ITA TRUCK SALES & SERVICE LLC",,"LAFAYETTE","LA","70507","PROFESSION",,,"A","PSHP","INS","N","N","N","N","N","N","N","N","N","N","N"
"D","800003973","A21-0752 OEM SRP & MAS - INTERNATIONAL TRUCKS","11607",,"2022-09-09T00:00:00.000","4500","PURCHASING","4500","PURCHASING","8","Posted",,,,,"1","5","item 0005 20% Restocking Charge - percentage of cost to restock parts","162.00","50","EACH","92965","REFUSE AND GARBAGE BURNING EQU","ITA TRUCK SALES & SERVICE LLC",,"LAFAYETTE","LA","70507","PROFESSION",,,"A","PSHP","INS","N","N","N","N","N","N","N","N","N","N","N"
"D","800003973","A21-0752 OEM SRP & MAS - INTERNATIONAL TRUCKS","11607",,"2022-09-09T00:00:00.000","4500","PURCHASING","4500","PURCHASING","8","Posted",,,,,"1","6","item 0006  Original Equipment Manufacturer Standard Replacement Parts With 20% Discount;  any parts item with a net discount price in excess of $5 000.00 is excluded","648.00","50","EACH","92965","REFUSE AND GARBAGE BURNING EQU","ITA TRUCK SALES & SERVICE LLC",,"LAFAYETTE","LA","70507","PROFESSION",,,"A","PSHP","INS","N","N","N","N","N","N","N","N","N","N","N"
"H","800004669","A22-0321 ELECTRIC MOTOR REWINDING & RECONDITIONING","11595",,"2022-09-06T00:00:00.000","7742","ENV SERV","7742","SEWER-PUMP STATIONS","8","Posted","0","2022-08-01T00:00:00.000","2023-07-31T00:00:00.000",,"6","0",,,,,,,"SHEPPARD SERVICES LLC",,"THEODORE","AL","36582","CONSTRUCTI","MALE","CAUCASIAN AMERICAN","A","PSHP","USA","N","N","N","N","N","N","N","N","N","N","N"
"D","800004669","A22-0321 ELECTRIC MOTOR REWINDING & RECONDITIONING","11595",,"2022-09-06T00:00:00.000","7742","ENV SERV","7742","SEWER-PUMP STATIONS","8","Posted",,,,,"1","1","Item 0001A Schedule A  ELECTRIC MOTOR REWINDING AND RECONDITIONING 0-200 hp  SHOP RATE","6247.00","42","HOUR","92961","MOTOR REWINDING AND REPAIRING,","SHEPPARD SERVICES LLC",,"THEODORE","AL","36582","CONSTRUCTI","MALE","CAUCASIAN AMERICAN","A","PSHP","USA","N","N","N","N","N","N","N","N","N","N","N"
"D","800004669","A22-0321 ELECTRIC MOTOR REWINDING & RECONDITIONING","11595",,"2022-09-06T00:00:00.000","7742","ENV SERV","7742","SEWER-PUMP STATIONS","8","Posted",,,,,"1","2","Item 0002A Schedule A  ELECTRIC MOTOR REWINDING AND RECONDITIONING 0-200 hp  MACHINE RATE","522.00","42","HOUR","92961","MOTOR REWINDING AND REPAIRING,","SHEPPARD SERVICES LLC",,"THEODORE","AL","36582","CONSTRUCTI","MALE","CAUCASIAN AMERICAN","A","PSHP","USA","N","N","N","N","N","N","N","N","N","N","N"
"D","800004669","A22-0321 ELECTRIC MOTOR REWINDING & RECONDITIONING","11595",,"2022-09-06T00:00:00.000","7742","ENV SERV","7742","SEWER-PUMP STATIONS","8","Posted",,,,,"1","3","Item 0003A Schedule A  ELECTRIC MOTOR REWINDING AND RECONDITIONING 0-200 hp  OVERTIME RATE","120.00","63","HOUR","92961","MOTOR REWINDING AND REPAIRING,","SHEPPARD SERVICES LLC",,"THEODORE","AL","36582","CONSTRUCTI","MALE","CAUCASIAN AMERICAN","A","PSHP","USA","N","N","N","N","N","N","N","N","N","N","N"
"D","800004669","A22-0321 ELECTRIC MOTOR REWINDING & RECONDITIONING","11595",,"2022-09-06T00:00:00.000","7742","ENV SERV","7742","SEWER-PUMP STATIONS","8","Posted",,,,,"1","4","Item 0001B Schedule B ELECTRIC MOTOR REWINDING AND RECONDITIONING 200 hp and GREATER  SHOP RATE","2045.00","43","HOUR","92961","MOTOR REWINDING AND REPAIRING,","SHEPPARD SERVICES LLC",,"THEODORE","AL","36582","CONSTRUCTI","MALE","CAUCASIAN AMERICAN","A","PSHP","USA","N","N","N","N","N","N","N","N","N","N","N"
"D","800004669","A22-0321 ELECTRIC MOTOR REWINDING & RECONDITIONING","11595",,"2022-09-06T00:00:00.000","7742","ENV SERV","7742","SEWER-PUMP STATIONS","8","Posted",,,,,"1","5","Item 0002B Schedule B ELECTRIC MOTOR REWINDING AND RECONDITIONING 200 hp and GREATER  MACHINE RATE","171.00","43","HOUR","92961","MOTOR REWINDING AND REPAIRING,","SHEPPARD SERVICES LLC",,"THEODORE","AL","36582","CONSTRUCTI","MALE","CAUCASIAN AMERICAN","A","PSHP","USA","N","N","N","N","N","N","N","N","N","N","N"
"D","800004669","A22-0321 ELECTRIC MOTOR REWINDING & RECONDITIONING","11595",,"2022-09-06T00:00:00.000","7742","ENV SERV","7742","SEWER-PUMP STATIONS","8","Posted",,,,,"1","6","Item 0003B Schedule B ELECTRIC MOTOR REWINDING AND RECONDITIONING 200 hp and GREATER  OVERTIME RATE","40.00","64.5","HOUR","92961","MOTOR REWINDING AND REPAIRING,","SHEPPARD SERVICES LLC",,"THEODORE","AL","36582","CONSTRUCTI","MALE","CAUCASIAN AMERICAN","A","PSHP","USA","N","N","N","N","N","N","N","N","N","N","N"
"H","800003946","A21-1118 Jani. Serv. for EBR Parish City Court","11594",,"2022-09-06T00:00:00.000","4500","PURCHASING","4500","PURCHASING","8","Posted","22599","2021-10-01T00:00:00.000","2022-09-30T00:00:00.000",,"4","0",,,,,,,"BELL'S JANITORIAL SERVICES LLC",,"BATON ROUGE","LA","70802","CONTRACTSV","MALE","AFRICAN-AMERICAN","A","LLC","INP","N","Y","N","N","N","Y","N","N","N","N","N"
"D","800003946","A21-1118 Jani. Serv. for EBR Parish City Court","11594",,"2022-09-06T00:00:00.000","4500","PURCHASING","4500","PURCHASING","8","Posted",,,,,"1","1","JANITORIAL AND CUSTODIAL SERVICES Base Price � Janitorial Services to be performed at East Baton Rouge City Courthouse Building  233 St. Louis Street  Baton Rouge  Louisiana. Total Square Footage of facility is approximately: 83  700 Sq. Ft. � Pricing is for all services and materials as specified herein. Estimated Square Footage of Hard Floors is 16 740 sq. ft. A minimum of four (4) people on site every day to clean the building from 6:00am-3:00pm.","2008800.00","0.09","SQUA","91039","JANITORIAL AND CUSTODIAL SERVI","BELL'S JANITORIAL SERVICES LLC",,"BATON ROUGE","LA","70802","CONTRACTSV","MALE","AFRICAN-AMERICAN","A","LLC","INP","N","Y","N","N","N","Y","N","N","N","N","N"
"D","800003946","A21-1118 Jani. Serv. for EBR Parish City Court","11594",,"2022-09-06T00:00:00.000","4500","PURCHASING","4500","PURCHASING","8","Posted",,,,,"1","2","JANITORIAL AND CUSTODIAL SERVICES Janitorial Services to be performed at East Baton Rouge City Courthouse Building  233 St. Louis Street  Baton Rouge  Louisiana.  Shampoo Carpet (On request of Agency) (Contractor shall complete task within 30 days of request)  NO CHARGE FOR THIS ITEM","66960.00","0","SQUA","91039","JANITORIAL AND CUSTODIAL SERVI","BELL'S JANITORIAL SERVICES LLC",,"BATON ROUGE","LA","70802","CONTRACTSV","MALE","AFRICAN-AMERICAN","A","LLC","INP","N","Y","N","N","N","Y","N","N","N","N","N"
"D","800003946","A21-1118 Jani. Serv. for EBR Parish City Court","11594",,"2022-09-06T00:00:00.000","4500","PURCHASING","4500","PURCHASING","8","Posted",,,,,"1","3","JANITORIAL AND CUSTODIAL SERVICES  Hourly Price for Janitorial Services Provided on Holiday  if requested.  Although the City of Baton Rouge does not foresee the need for any holiday janitorial service  please provide pricing. This pricing will not be factored into the award evaluation.  NO CHARGE FOR THIS ITEM","24.00","0","HOUR","91039","JANITORIAL AND CUSTODIAL SERVI","BELL'S JANITORIAL SERVICES LLC",,"BATON ROUGE","LA","70802","CONTRACTSV","MALE","AFRICAN-AMERICAN","A","LLC","INP","N","Y","N","N","N","Y","N","N","N","N","N"
"D","800003946","A21-1118 Jani. Serv. for EBR Parish City Court","11594",,"2022-09-06T00:00:00.000","4500","PURCHASING","4500","PURCHASING","8","Posted",,,,,"1","4","JANITORIAL AND CUSTODIAL SERVICES   Hourly Price for Janitorial Service Provided on Weekend  if requested. Although the City of Baton Rouge does not foresee the need for any weekend janitorial services  please provide pricing. This pricing will not be factored into the award evaluation. NO CHARGE FOR THIS ITEM","24.00","0","HOUR","91039","JANITORIAL AND CUSTODIAL SERVI","BELL'S JANITORIAL SERVICES LLC",,"BATON ROUGE","LA","70802","CONTRACTSV","MALE","AFRICAN-AMERICAN","A","LLC","INP","N","Y","N","N","N","Y","N","N","N","N","N"
"H","800002328","A19-0749 OEM SRP & MAS - TORO RESIDENTIAL EQUIP.","11561",,"2022-08-26T00:00:00.000","4500","PURCHASING","4500","PURCHASING","8","Posted","11699.65","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","2022-10-31T00:00:00.000","7","0",,,,,,,"IVYS LAWNMOWER SUPPLY LLC",,"BATON ROUGE","LA","70802-4636","CONVERSION","MALE","CAUCASIAN AMERICAN","A","SOLE","INP","N","N","N","N","N","N","N","N","N","N","N"
"D","800002328","A19-0749 OEM SRP & MAS - TORO RESIDENTIAL EQUIP.","11561",,"2022-08-26T00:00:00.000","4500","PURCHASING","4500","PURCHASING","8","Posted",,,,,"1","1","0001 Vendor/Dealer Labor Rate for work performed at contractor�s facility","150.00","95","EACH","93446","LAWN EQUIPMENT MAINTENANCE AND","IVYS LAWNMOWER SUPPLY LLC",,"BATON ROUGE","LA","70802-4636","CONVERSION","MALE","CAUCASIAN AMERICAN","A","SOLE","INP","N","N","N","N","N","N","N","N","N","N","N"
"D","800002328","A19-0749 OEM SRP & MAS - TORO RESIDENTIAL EQUIP.","11561",,"2022-08-26T00:00:00.000","4500","PURCHASING","4500","PURCHASING","8","Posted",,,,,"1","2","0002 Call-out charge for Road Calls within normal business hours; 8:00am � 5:00pm (Response time shall be within two (2) hours)","15.00","100","EACH","93446","LAWN EQUIPMENT MAINTENANCE AND","IVYS LAWNMOWER SUPPLY LLC",,"BATON ROUGE","LA","70802-4636","CONVERSION","MALE","CAUCASIAN AMERICAN","A","SOLE","INP","N","N","N","N","N","N","N","N","N","N","N"
"D","800002328","A19-0749 OEM SRP & MAS - TORO RESIDENTIAL EQUIP.","11561",,"2022-08-26T00:00:00.000","4500","PURCHASING","4500","PURCHASING","8","Posted",,,,,"1","3","0003 Call-out charge for Road Calls before or after hours. (Response time shall be within two (2) hours)","50.00","100","EACH","93446","LAWN EQUIPMENT MAINTENANCE AND","IVYS LAWNMOWER SUPPLY LLC",,"BATON ROUGE","LA","70802-4636","CONVERSION","MALE","CAUCASIAN AMERICAN","A","SOLE","INP","N","N","N","N","N","N","N","N","N","N","N"
"D","800002328","A19-0749 OEM SRP & MAS - TORO RESIDENTIAL EQUIP.","11561",,"2022-08-26T00:00:00.000","4500","PURCHASING","4500","PURCHASING","8","Posted",,,,,"1","4","0004 Vendor/Dealer labor rate for Field Service work (performed at City-Parish job site). Vendor travel time to and from City-Parish job site is NOT included","100.00","0","EACH","93446","LAWN EQUIPMENT MAINTENANCE AND","IVYS LAWNMOWER SUPPLY LLC",,"BATON ROUGE","LA","70802-4636","CONVERSION","MALE","CAUCASIAN AMERICAN","A","SOLE","INP","N","N","N","N","N","N","N","N","N","N","N"
"D","800002328","A19-0749 OEM SRP & MAS - TORO RESIDENTIAL EQUIP.","11561",,"2022-08-26T00:00:00.000","4500","PURCHASING","4500","PURCHASING","8","Posted",,,,,"1","5","0005 Restocking charge - based on 0% of item cost","100.00","0","EACH","93446","LAWN EQUIPMENT MAINTENANCE AND","IVYS LAWNMOWER SUPPLY LLC",,"BATON ROUGE","LA","70802-4636","CONVERSION","MALE","CAUCASIAN AMERICAN","A","SOLE","INP","N","N","N","N","N","N","N","N","N","N","N"
"D","800002328","A19-0749 OEM SRP & MAS - TORO RESIDENTIAL EQUIP.","11561",,"2022-08-26T00:00:00.000","4500","PURCHASING","4500","PURCHASING","8","Posted",,,,,"1","6","0006 Original Equipment Manufacturer�s Standard replacement parts for TORO RESIDENTIAL EQUIPMENT with 10% discount","100.00","99.99","EACH","93446","LAWN EQUIPMENT MAINTENANCE AND","IVYS LAWNMOWER SUPPLY LLC",,"BATON ROUGE","LA","70802-4636","CONVERSION","MALE","CAUCASIAN AMERICAN","A","SOLE","INP","N","N","N","N","N","N","N","N","N","N","N"
"D","800002328","A19-0749 OEM SRP & MAS - TORO RESIDENTIAL EQUIP.","11561",,"2022-08-26T00:00:00.000","4500","PURCHASING","4500","PURCHASING","8","Posted",,,,,"1","7","0007 Miscellaneous - This line item is to be used for any freight charges for expedited delivery of parts: F.O.B. Destination  Prepaid and allowed on orders of any stock TORO RESIDENTIAL EQUIPMENT parts. Orders will be shipped prepaid and added to the invoice.","10.00","99.99","EACH","93446","LAWN EQUIPMENT MAINTENANCE AND","IVYS LAWNMOWER SUPPLY LLC",,"BATON ROUGE","LA","70802-4636","CONVERSION","MALE","CAUCASIAN AMERICAN","A","SOLE","INP","N","N","N","N","N","N","N","N","N","N","N"
