"record_type","source_document","source_doc_type","source_doc_desc","requisition_no","input_date","total_amount","dept_num","dept_name","cost_center","cost_center_name","source_doc_type_code","source_doc_type_description","source_doc_status_code","source_doc_status_description","vouched_amount","estimated_start_date","initial_expiration_date","extended_through_date","annual_contract","vendor_name_1","vendor_name_2","vendor_city","vendor_state","vendor_zip","vendor_type","vendor_gender","vendor_ethnicity","vendor_status","vendor_class","vendor_geographic_code","vendor_independent_contractor","isminority","dbe","dvbe","dvse","smb_min","smb_mn_wom","sb_non_mn","smb_dbe","vet_sm_bus","smb_woman","total_items","item_number","item_description","item_quantity_ordered","item_unit_of_mea","item_unit_cost","item_total_cost","commodity_code","commodity_desc","object","object_desc"
"D","22006732","P","P 2028 38029-10 KIRBY/ TIM","10045","2022-08-24T00:00:00.000","0","7910","FLEET","7910","CENTRAL GARAGE","N","Normal","8","Printed",,,,,"800004223","ALL STAR AUTOMOTIVE",,"DENHAM SPRINGS","LA","70726-5551","CONVERSION",,,"A",,,"N","N","N","N","N","N","N","N","N","N","N","1","3","P 2028 38029-10 KIRBY/ TIM800004223 LINE 384865905 F-(S)ITEM 0003 Original Equipment Manufacturer Standard Replacement Parts With Discount;  any parts item with a net 34%  discount price in excess of $5 000.00 is excluded","2","EACH","86.66","173.32","06066","PARTS AND ACCESSORIES, AUTOMOT","601220","COST OF GOODS-PARTS-NON INV"
"D","22006732","P","P 2028 38029-10 KIRBY/ TIM","10045","2022-08-24T00:00:00.000","0","7910","FLEET","7910","CENTRAL GARAGE","N","Normal","8","Printed",,,,,"800004223","ALL STAR AUTOMOTIVE",,"DENHAM SPRINGS","LA","70726-5551","CONVERSION",,,"A",,,"N","N","N","N","N","N","N","N","N","N","N","1","4","P 2028 32029-10 KIRBY/ TIM800004223 LINE 384987498 (S) PA1299IITEM 0003 Original Equipment Manufacturer Standard Replacement Parts With Discount;  any parts item with a net 34%  discount price in excess of $5 000.00 is excluded","1","EACH","371.52","371.52","06066","PARTS AND ACCESSORIES, AUTOMOT","601220","COST OF GOODS-PARTS-NON INV"
"H","22006731","P","P1449 37748-10 BOB W.","10037","2022-08-24T00:00:00.000","385.82","7910","FLEET","7910","CENTRAL GARAGE","N","Normal","8","Printed","0",,,,"800004224","ALL STAR AUTOMOTIVE",,"DENHAM SPRINGS","LA","70726-5551","CONVERSION",,,"A",,,"N","N","N","N","N","N","N","N","N","N","N","1","0",,,,,,"060","AUTOMOTIVE AND TRAILER EQUIPME",,
"D","22006731","P","P1449 37748-10 BOB W.","10037","2022-08-24T00:00:00.000","0","7910","FLEET","7910","CENTRAL GARAGE","N","Normal","8","Printed",,,,,"800004224","ALL STAR AUTOMOTIVE",,"DENHAM SPRINGS","LA","70726-5551","CONVERSION",,,"A",,,"N","N","N","N","N","N","N","N","N","N","N","1","1","P 1499 37748-10 BOB W.800004224 LINE 3R4584573AF GEAR RACK AND PINIONITEM 0003 Original Equipment Manufacturer Standard Replacement Parts With Discount;  any parts item with a net 34% discount price in excess of $5 000.00 is excluded","1","EACH","385.82","385.82","06066","PARTS AND ACCESSORIES, AUTOMOT","601220","COST OF GOODS-PARTS-NON INV"
"H","22006730","P","4230 37800-12 MIKE","10019","2022-08-24T00:00:00.000","99.23","7910","FLEET","7910","CENTRAL GARAGE","N","Normal","8","Printed","0",,,,,"GAUTREAUX'S OUTDOOR POWER LLC",,"BATON ROUGE","LA","70817","SUPPLIES",,,"A","LLCS","INP","N","N","N","N","N","N","N","N","N","N","N","1","0",,,,,,"060","AUTOMOTIVE AND TRAILER EQUIPME",,
"D","22006730","P","4230 37800-12 MIKE","10019","2022-08-24T00:00:00.000","0","7910","FLEET","7910","CENTRAL GARAGE","N","Normal","8","Printed",,,,,,"GAUTREAUX'S OUTDOOR POWER LLC",,"BATON ROUGE","LA","70817","SUPPLIES",,,"A","LLCS","INP","N","N","N","N","N","N","N","N","N","N","N","1","1","4230 37800 MIKESCA 481558 BELT  CUTTER DECK DRIVE","1","EACH","99.23","99.23","06066","PARTS AND ACCESSORIES, AUTOMOT","601220","COST OF GOODS-PARTS-NON INV"
"H","22006729","P","EM 509 37658-10 WALLY","10040","2022-08-24T00:00:00.000","280.5","7910","FLEET","7910","CENTRAL GARAGE","N","Normal","8","Printed","0",,,,"800004224","ALL STAR AUTOMOTIVE",,"DENHAM SPRINGS","LA","70726-5551","CONVERSION",,,"A",,,"N","N","N","N","N","N","N","N","N","N","N","1","0",,,,,,"060","AUTOMOTIVE AND TRAILER EQUIPME",,
"D","22006729","P","EM 509 37658-10 WALLY","10040","2022-08-24T00:00:00.000","0","7910","FLEET","7910","CENTRAL GARAGE","N","Normal","8","Printed",,,,,"800004224","ALL STAR AUTOMOTIVE",,"DENHAM SPRINGS","LA","70726-5551","CONVERSION",,,"A",,,"N","N","N","N","N","N","N","N","N","N","N","1","1","EM 509 37658-10 WALLY800004224 LINE 368143491AB CONTR1479HITEM 0003 Original Equipment Manufacturer Standard Replacement Parts With Discount;  any parts item with a net 34% discount price in excess of $5 000.00 is excluded","1","EACH","280.5","280.5","06066","PARTS AND ACCESSORIES, AUTOMOT","601220","COST OF GOODS-PARTS-NON INV"
"H","22006728","P","STOCK","10027","2022-08-24T00:00:00.000","4917.96","7910","FLEET","7910","CENTRAL GARAGE","N","Normal","8","Printed","0",,,,,"TOTAL TIRE SOLUTIONS LLC",,"BATON ROUGE","LA","70815-8015","CONVERSION","NOT PROVIDED","ETHNICITY NOT SPECIFIED","A",,,"N","N","N","N","N","N","N","N","N","N","N","3","0",,,,,,"060","AUTOMOTIVE AND TRAILER EQUIPME",,
"D","22006728","P","STOCK","10027","2022-08-24T00:00:00.000","0","7910","FLEET","7910","CENTRAL GARAGE","N","Normal","8","Printed",,,,,,"TOTAL TIRE SOLUTIONS LLC",,"BATON ROUGE","LA","70815-8015","CONVERSION","NOT PROVIDED","ETHNICITY NOT SPECIFIED","A",,,"N","N","N","N","N","N","N","N","N","N","N","1","1","STOCK732312500 P 225/60R18 GOODYEAR EAGLE RSAPARTS AND ACCESSORIES  AUTOMOTIVE  MISCELLANEOUS (NOT OTHERWISE CLASSIFIED)","38","EACH","125.92","4784.96","06066","PARTS AND ACCESSORIES, AUTOMOT","601210","COST OF GOODS-PARTS-INV"
"D","22006728","P","STOCK","10027","2022-08-24T00:00:00.000","0","7910","FLEET","7910","CENTRAL GARAGE","N","Normal","8","Printed",,,,,,"TOTAL TIRE SOLUTIONS LLC",,"BATON ROUGE","LA","70815-8015","CONVERSION","NOT PROVIDED","ETHNICITY NOT SPECIFIED","A",,,"N","N","N","N","N","N","N","N","N","N","N","1","2","STOCK4400016435 LINE 3LDEQ WASTETIRE-PASS L/T/SPARTS AND ACCESSORIES  AUTOMOTIVE  MISCELLANEOUS (NOT OTHERWISE CLASSIFIED)","1","EACH","85.5","85.5","06066","PARTS AND ACCESSORIES, AUTOMOT","601210","COST OF GOODS-PARTS-INV"
"D","22006728","P","STOCK","10027","2022-08-24T00:00:00.000","0","7910","FLEET","7910","CENTRAL GARAGE","N","Normal","8","Printed",,,,,,"TOTAL TIRE SOLUTIONS LLC",,"BATON ROUGE","LA","70815-8015","CONVERSION","NOT PROVIDED","ETHNICITY NOT SPECIFIED","A",,,"N","N","N","N","N","N","N","N","N","N","N","1","3","STOCK4400016435 LINE 7TIRE HANDLING FEE PASS L/T/SPARTS AND ACCESSORIES  AUTOMOTIVE  MISCELLANEOUS (NOT OTHERWISE CLASSIFIED)","1","EACH","47.5","47.5","06066","PARTS AND ACCESSORIES, AUTOMOT","601210","COST OF GOODS-PARTS-INV"
"H","22006727","P","STOCK","10021","2022-08-24T00:00:00.000","3754.58","7910","FLEET","7910","CENTRAL GARAGE","N","Normal","8","Printed","0",,,,,"TOTAL TIRE SOLUTIONS LLC",,"BATON ROUGE","LA","70815-8015","CONVERSION","NOT PROVIDED","ETHNICITY NOT SPECIFIED","A",,,"N","N","N","N","N","N","N","N","N","N","N","6","0",,,,,,"060","AUTOMOTIVE AND TRAILER EQUIPME",,
"D","22006727","P","STOCK","10021","2022-08-24T00:00:00.000","0","7910","FLEET","7910","CENTRAL GARAGE","N","Normal","8","Printed",,,,,,"TOTAL TIRE SOLUTIONS LLC",,"BATON ROUGE","LA","70815-8015","CONVERSION","NOT PROVIDED","ETHNICITY NOT SPECIFIED","A",,,"N","N","N","N","N","N","N","N","N","N","N","1","1","STOCK732026500 P245/55R18 103V GOODYEAR GY EAGLE RS A POLICE 103V BWPARTS AND ACCESSORIES  AUTOMOTIVE  MISCELLANEOUS (NOT OTHERWISE CLASSIFIED)","10","EACH","139.54","1395.4","06066","PARTS AND ACCESSORIES, AUTOMOT","601210","COST OF GOODS-PARTS-INV"
"D","22006727","P","STOCK","10021","2022-08-24T00:00:00.000","0","7910","FLEET","7910","CENTRAL GARAGE","N","Normal","8","Printed",,,,,,"TOTAL TIRE SOLUTIONS LLC",,"BATON ROUGE","LA","70815-8015","CONVERSION","NOT PROVIDED","ETHNICITY NOT SPECIFIED","A",,,"N","N","N","N","N","N","N","N","N","N","N","1","2","STOCK179195622 235/65R16C E GOODYEAR WRANGLER FORTITUDE HTPARTS AND ACCESSORIES  AUTOMOTIVE  MISCELLANEOUS (NOT OTHERWISE CLASSIFIED)","2","EACH","152","304","06066","PARTS AND ACCESSORIES, AUTOMOT","601210","COST OF GOODS-PARTS-INV"
"D","22006727","P","STOCK","10021","2022-08-24T00:00:00.000","0","7910","FLEET","7910","CENTRAL GARAGE","N","Normal","8","Printed",,,,,,"TOTAL TIRE SOLUTIONS LLC",,"BATON ROUGE","LA","70815-8015","CONVERSION","NOT PROVIDED","ETHNICITY NOT SPECIFIED","A",,,"N","N","N","N","N","N","N","N","N","N","N","1","3","STOCK179469622 LT245/70R17 GOODYEAR WRANGLER FORTITUDE HT 10PLYPARTS AND ACCESSORIES  AUTOMOTIVE  MISCELLANEOUS (NOT OTHERWISE CLASSIFIED)","10","EACH","163.48","1634.8","06066","PARTS AND ACCESSORIES, AUTOMOT","601210","COST OF GOODS-PARTS-INV"
"D","22006727","P","STOCK","10021","2022-08-24T00:00:00.000","0","7910","FLEET","7910","CENTRAL GARAGE","N","Normal","8","Printed",,,,,,"TOTAL TIRE SOLUTIONS LLC",,"BATON ROUGE","LA","70815-8015","CONVERSION","NOT PROVIDED","ETHNICITY NOT SPECIFIED","A",,,"N","N","N","N","N","N","N","N","N","N","N","1","4","STOCK407212374 205/6016 GOODYEAR ASSURANCE ALL SEASONPARTS AND ACCESSORIES  AUTOMOTIVE  MISCELLANEOUS (NOT OTHERWISE CLASSIFIED)","4","EACH","81.72","326.88","06066","PARTS AND ACCESSORIES, AUTOMOT","601210","COST OF GOODS-PARTS-INV"
"D","22006727","P","STOCK","10021","2022-08-24T00:00:00.000","0","7910","FLEET","7910","CENTRAL GARAGE","N","Normal","8","Printed",,,,,,"TOTAL TIRE SOLUTIONS LLC",,"BATON ROUGE","LA","70815-8015","CONVERSION","NOT PROVIDED","ETHNICITY NOT SPECIFIED","A",,,"N","N","N","N","N","N","N","N","N","N","N","1","5","STOCK4400016435 LINE 7LDEQ WASTE TIRE PASS L/T/SPARTS AND ACCESSORIES  AUTOMOTIVE  MISCELLANEOUS (NOT OTHERWISE CLASSIFIED)","1","EACH","58.5","58.5","06066","PARTS AND ACCESSORIES, AUTOMOT","601210","COST OF GOODS-PARTS-INV"
"D","22006727","P","STOCK","10021","2022-08-24T00:00:00.000","0","7910","FLEET","7910","CENTRAL GARAGE","N","Normal","8","Printed",,,,,,"TOTAL TIRE SOLUTIONS LLC",,"BATON ROUGE","LA","70815-8015","CONVERSION","NOT PROVIDED","ETHNICITY NOT SPECIFIED","A",,,"N","N","N","N","N","N","N","N","N","N","N","1","6","STOCK4400016435 LINE 7TIRE HANDLING FEE PASS L/T/SPARTS AND ACCESSORIES  AUTOMOTIVE  MISCELLANEOUS (NOT OTHERWISE CLASSIFIED)","1","EACH","35","35","06066","PARTS AND ACCESSORIES, AUTOMOT","601210","COST OF GOODS-PARTS-INV"
"H","22006726","P","P 1479 38010-10 WILL","10034","2022-08-24T00:00:00.000","663.3","7910","FLEET","7910","CENTRAL GARAGE","N","Normal","8","Printed","0",,,,"800004224","ALL STAR AUTOMOTIVE",,"DENHAM SPRINGS","LA","70726-5551","CONVERSION",,,"A",,,"N","N","N","N","N","N","N","N","N","N","N","1","0",,,,,,"060","AUTOMOTIVE AND TRAILER EQUIPME",,
"D","22006726","P","P 1479 38010-10 WILL","10034","2022-08-24T00:00:00.000","0","7910","FLEET","7910","CENTRAL GARAGE","N","Normal","8","Printed",,,,,"800004224","ALL STAR AUTOMOTIVE",,"DENHAM SPRINGS","LA","70726-5551","CONVERSION",,,"A",,,"N","N","N","N","N","N","N","N","N","N","N","1","1","P 1479 38010-10 WILL800004224 LINE 368185029AA C/MEMCAN10ITEM 0003 Original Equipment Manufacturer Standard Replacement Parts With Discount;  any parts item with a net 34% discount price in excess of $5 000.00 is excluded","1","EACH","663.3","663.3","06066","PARTS AND ACCESSORIES, AUTOMOT","601220","COST OF GOODS-PARTS-NON INV"
"H","22006725","P","PS 442-REWIND  DIP  & BAKE STA","9250","2022-08-24T00:00:00.000","12008.71","7742","ENV SERV","7742","SEWER-PUMP STATIONS","N","Normal","8","Printed","0",,,,"800003764","PRECISION PSI LLC",,"KENNER","LA","70062","PROFESSION","MALE","CAUCASIAN AMERICAN","A","LLCS","INS","Y","N","N","N","N","N","N","N","N","N","N","3","0",,,,,,"929","EQUIPMENT MAINTENANCE AND REPA",,
"D","22006725","P","PS 442-REWIND  DIP  & BAKE STA","9250","2022-08-24T00:00:00.000","0","7742","ENV SERV","7742","SEWER-PUMP STATIONS","N","Normal","8","Printed",,,,,"800003764","PRECISION PSI LLC",,"KENNER","LA","70062","PROFESSION","MALE","CAUCASIAN AMERICAN","A","LLCS","INS","Y","N","N","N","N","N","N","N","N","N","N","1","1","PS 442-REWIND  DIP  AND BAKE STATOR FOR YEOMANS 10 HP  230 VOLTS  27.6 AMPS  1735 RPM  3 PHASE  60 CYCLES  FR. 180  SERIAL # 9810193-A  SUBMERSIBLE PUMP.REFERENCE ESTIMATE #18976 FOR DETAILED DESCRIPTION","1","JOB","1017","1017","92961","MOTOR REWINDING AND REPAIRING,","647600","REPAIR/MAINTENANCE-PLANT EQP"
"D","22006725","P","PS 442-REWIND  DIP  & BAKE STA","9250","2022-08-24T00:00:00.000","0","7742","ENV SERV","7742","SEWER-PUMP STATIONS","N","Normal","8","Printed",,,,,"800003764","PRECISION PSI LLC",,"KENNER","LA","70062","PROFESSION","MALE","CAUCASIAN AMERICAN","A","LLCS","INS","Y","N","N","N","N","N","N","N","N","N","N","1","2","PS 442-FURNISH LABOR AND MATERIAL TO:STEAM CLEAN UNIT PRIOR TO DISASSEMBLY. DISASSEMBLE PUMP AND INSPECT ALL PARTS.CHECK ALL MACHINE FITSWELD AND MACHINE UPPER BEARING HOUSINGWELD AND MACHINE LOWER BEARING HOUSINGWELD AND MACHINE SHAFT FOR SEAL FITREBUILD CORD CAP ASSEMBLY USING 30' OF 10/4 SOOW CABLE AND 30' OF 14/4 SOOW CABLE/EPOXY SEAL.FURNISH AND INSTALL:NEW O-RING KITNEW MECHANICAL SEAL KITONE NEW IMPELLER ASSEMBLYNEW STATIONARY WEAR RING IN VOLUTEREFERENCE ESTIMATE #18976 FOR DETAILED DESCRIPTION","1","EACH","8241.71","8241.71","92961","MOTOR REWINDING AND REPAIRING,","647600","REPAIR/MAINTENANCE-PLANT EQP"
"D","22006725","P","PS 442-REWIND  DIP  & BAKE STA","9250","2022-08-24T00:00:00.000","0","7742","ENV SERV","7742","SEWER-PUMP STATIONS","N","Normal","8","Printed",,,,,"800003764","PRECISION PSI LLC",,"KENNER","LA","70062","PROFESSION","MALE","CAUCASIAN AMERICAN","A","LLCS","INS","Y","N","N","N","N","N","N","N","N","N","N","1","3","PS 442-MACHINE WORK:MACHINIST: 27 HRS @ 50.00 PR. HR.MECHANIC:  28 HRS @ 50.00 PR. HR.","55","HOUR","50","2750","92961","MOTOR REWINDING AND REPAIRING,","647600","REPAIR/MAINTENANCE-PLANT EQP"
"H","22006724","P","PS 6- REWIND  DIP AND BAKE STA","9868","2022-08-24T00:00:00.000","10456.8","7742","ENV SERV","7742","SEWER-PUMP STATIONS","N","Normal","8","Printed","0",,,,"800003764","PRECISION PSI LLC",,"KENNER","LA","70062","PROFESSION","MALE","CAUCASIAN AMERICAN","A","LLCS","INS","Y","N","N","N","N","N","N","N","N","N","N","3","0",,,,,,"929","EQUIPMENT MAINTENANCE AND REPA",,
"D","22006724","P","PS 6- REWIND  DIP AND BAKE STA","9868","2022-08-24T00:00:00.000","0","7742","ENV SERV","7742","SEWER-PUMP STATIONS","N","Normal","8","Printed",,,,,"800003764","PRECISION PSI LLC",,"KENNER","LA","70062","PROFESSION","MALE","CAUCASIAN AMERICAN","A","LLCS","INS","Y","N","N","N","N","N","N","N","N","N","N","1","1","PS 6-REWIND  DIP AND BAKE STATOR FOR FLYGT 15 HP  230/460 VOLTS  39/19 AMPS  1755 RPM  3 PHASE  60 CYCLES   MODEL #3153.091-1024  SERIAL #3153.091-1210013  SUBMERSIBLE PUMP.REFERENCE ESTIMATE #18907 FOR DETAILED DESCRIPTION.","1","EACH","1238","1238","92961","MOTOR REWINDING AND REPAIRING,","647600","REPAIR/MAINTENANCE-PLANT EQP"
"D","22006724","P","PS 6- REWIND  DIP AND BAKE STA","9868","2022-08-24T00:00:00.000","0","7742","ENV SERV","7742","SEWER-PUMP STATIONS","N","Normal","8","Printed",,,,,"800003764","PRECISION PSI LLC",,"KENNER","LA","70062","PROFESSION","MALE","CAUCASIAN AMERICAN","A","LLCS","INS","Y","N","N","N","N","N","N","N","N","N","N","1","2","PS 6-FURNISH AND INSTALL THE FOLLOWING FACTORY PARTS:COMPLETE O-RING KIT  MECHANICAL SEAL 3153. TERMINAL CLAMPS  END SUPPORT  CROSS CONNECTION  LEAD GROMMET  SPRING  SUB CAB 8/3-2-1 CABLE 28.2 MM  RAIL  BALL BEARINGS  LEVEL SENSOR  CABLE UNIT  WIRE BOW  SLEEVE UNIT  AND FASTENER HARDWARE.FURNISH LABOR AND MATERIAL TO:CHECK ALL MACHINE FITS REBORE AND SLEEVE UPPER BEARING FITCLEAN ALL INNER PARTSREASSEMBLE PUMP AND PRESSURE TEST SEAL/ STATOR CHAMBERFILL PUMP WITH OIL  TEST AND PAINT.REFERENCE ESTIMATE #18907 FOR DETAILED DESCRIPTION","1","EACH","7218.8","7218.8","92961","MOTOR REWINDING AND REPAIRING,","647600","REPAIR/MAINTENANCE-PLANT EQP"
"D","22006724","P","PS 6- REWIND  DIP AND BAKE STA","9868","2022-08-24T00:00:00.000","0","7742","ENV SERV","7742","SEWER-PUMP STATIONS","N","Normal","8","Printed",,,,,"800003764","PRECISION PSI LLC",,"KENNER","LA","70062","PROFESSION","MALE","CAUCASIAN AMERICAN","A","LLCS","INS","Y","N","N","N","N","N","N","N","N","N","N","1","3","PS 6-LABOR:MACHINIST: 8 HRS @ 50.00 PR. HR.MECHANIC:  32 HRS @ 50.00 PR. HR.REFERENCE ESTIMATE #18907 FOR DETAILED DESCRIPTION","40","EACH","50","2000","92961","MOTOR REWINDING AND REPAIRING,","647600","REPAIR/MAINTENANCE-PLANT EQP"
"H","22006723","P","PS #277-2 99782131 - SE.A40.20","9111","2022-08-24T00:00:00.000","13500","7742","ENV SERV","7742","SEWER-PUMP STATIONS","N","Normal","8","Printed","0",,,,,"ALLAN J HARRIS CO INC",,"METAIRIE","LA","70055","CONVERSION",,,"A",,,"N","N","N","N","N","N","N","N","N","N","N","1","0",,,,,,"720","PUMPING EQUIPMENT AND ACCESSOR",,
