"the_geom","id","business_name","full_address","city","state","zip","phone_number","website"
"POINT (-91.085488211738 30.398474591143)","35355","BLUEBONNET VETERINARY HOSPITAL","5454 BLUEBONNET BLVD, STE A","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.11152611944 30.423001540781)","5821","N8' S ABC ANIMALS","3054 GILBERT DR","BATON ROUGE","LOUISIANA","70809",,
"POINT (-91.192644085945 30.656872098391)","172502","PLAINS VETERINARY HOSPITAL","20744 OLD SCENIC HWY","ZACHARY","LOUISIANA","70791",,
"POINT (-91.140541527629 30.378048392093)","39631","HIGHLAND ROAD ANIMAL HOSPITAL INC","7280 HIGHLAND RD","BATON ROUGE","LOUISIANA","70808",,
"POINT (-91.108795402853 30.441574539502)","30643","CAPITAL HEIGHTS VETERINARY CLINIC","7662 GOODWOOD BLVD","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.101757449833 30.435660820465)","5615","CAMP BOW WOW","1614 LASALLE PARC DR","BATON ROUGE","LOUISIANA","70806",,
"POINT (-91.121804284774 30.369614659436)","149840","STARING PLAZA ANIMAL HOSPITAL","162 STARING LN","BATON ROUGE","LOUISIANA","70810",,
"POINT (-91.108805294411 30.478716163319)","29620","ASSOCIATED VETERINARY SERVICE","7807 GREENWELL SPRINGS RD","BATON ROUGE","LOUISIANA","70814",,
"POINT (-91.127338336195 30.384084231474)","64235","RELIEF VETERINARY SERVICES","926 LOURAY DR","BATON ROUGE","LOUISIANA","70808",,
"POINT (-90.991153788752 30.533804854207)","7992","SIMPLY SOUTHERN ANIMAL HOSPITAL","18364 MAGNOLIA BRIDGE RD","GREENWELL SPRINGS","LOUISIANA","70739",,
