"bid_date","bid_time","department_name","division_name","description","contact_name","phone","phone_ext","buyer_name","room_number","note","bid_results","unique_id"
"2022-09-07T00:00:00.000","11:00 AM","DEVELOPMENT","DEVELOPMENT-PERMITS AND INSPECT","A22-91027K JUNK, TRASH, & DEBRIS REMOVAL SERVICES GROUP K","Rachael Y Lambert","225-389-3198",,"Sheneka Sylvan","806",,,"18206"
"2022-09-07T00:00:00.000","11:00 AM","DEVELOPMENT","DEVELOPMENT-PERMITS AND INSPECT","A22-91027G JUNK, TRASH, & DEBRIS REMOVAL SERVICES GROUP G","Rachael Y Lambert","225-389-3198",,"Sheneka Sylvan","806",,,"18203"
"2022-09-01T00:00:00.000","11:00 AM","HUMAN DEVELOPMENT AND SERVICES","DHDS-HEADSTART CENTERS","M8477 Tables & Chairs","Maggie Duvall","225-389-3259","3272","Marjorie Duvall","806","***BID CANCELLED***",,"18211"
"2022-09-01T00:00:00.000","11:00 AM","FIRE DEPARTMENT","FIRE-ADMINISTRATION (80 HRS)","M8537 -FD-TWO (2) 2022 or NEWER CHEVROLET-Silverado 1500 LTD 4WD Crew Cab, Short Bed WT","Tian Clark","225-389-3259","3271","Tian Clark","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18212","18212"
"2022-09-01T00:00:00.000","2:00 PM","ENVIRONMENTAL SERVICES","ENV SERV-ENVIRONMENTAL","Garden Hill Regional Pump Station
City Parish Project No. 22-PS-IF-0028","Mr. Jacob Haffner","225-389-4865",,"Kris Goranson","806","A non-mandatory pre-bid conference will be held at 2:00 P.M., Wednesday, August 17, 2022",,"18196"
"2022-08-31T00:00:00.000","2:00 PM","ENVIRONMENTAL SERVICES","ENV SERV-SEWER-ADMIN","PUMP STATION 44 VALVE REPLACEMENT PROJECT
CITY PARISH PROJECT NO. 11-PS-MS-024A","Koby Mancuso","225-389-4865",,"Kris Goranson","806","A mandatory pre-bid conference will be held at 9:00 A.M., WEDNESDAY, AUGUST 17TH, 2022, at the Pump Station 44 site, 1598 Oriole Street, Baton Rouge, LA 70807.",,"18195"
"2022-08-31T00:00:00.000","11:00 AM","HUMAN RESOURCES","HR-ADMINISTRATION","A22-08015 SERVICE AWARD PINS","Dexter Stewart","225-389-3259","6432","Dexter Stewart","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html",,"18228"
"2022-08-31T00:00:00.000","11:00 AM","POLICE DEPARTMENT","POLICE-ADMINISTRATION","A22-20074-R Police Uniforms  Duty Gear - ITB","Dexter Samuel Stewart","225-389-3259","3264","Dexter Stewart","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html",,"18229"
"2022-08-30T00:00:00.000","11:00 AM","ENVIRONMENTAL SERVICES","ENV SERV-ENVIRONMENTAL","A22-91027C
JUNK, TRASH, & DEBRIS REMOVAL SERVICES
GROUP C","Rachel Lambert P. E.","225-389-3198",,"Kris Goranson","308","Bid opening moved from 08-23-22 to 08-30-22
For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html",,"18187"
"2022-08-30T00:00:00.000","11:00 AM","ENVIRONMENTAL SERVICES","ENV SERV-SEWER-ADMIN","A22-91027D
JUNK, TRASH, & DEBRIS REMOVAL SERVICES
GROUP D","Rachael Lambert","225-389-3189",,"Kris Goranson","806","Bid opening moved from 08-23-22 to 08-30-22
For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html",,"18189"
"2022-08-30T00:00:00.000","11:00 AM","ENVIRONMENTAL SERVICES","ENV SERV-ENVIRONMENTAL","A22-91027A
JUNK, TRASH, & DEBRIS REMOVAL SERVICES
GROUP A","Rachel Lambert P. E.","225-389-3198",,"Kris Goranson","806","Bid opening moved from 08-23-22 to 08-30-22
For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html",,"18185"
"2022-08-30T00:00:00.000","11:00 AM","ENVIRONMENTAL SERVICES","ENV SERV-ENVIRONMENTAL","A22-91027B
JUNK, TRASH, & DEBRIS REMOVAL SERVICES
GROUP B","Rachel Lambert P. E.","225-389-3198",,"Kris Goranson","806","Bid opening moved from 08-23-22 to 08-30-22
For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html",,"18186"
"2022-08-30T00:00:00.000","11:00 AM","ENVIRONMENTAL SERVICES","ENV SERV-ENVIRONMENTAL","A22-91027E
JUNK, TRASH, & DEBRIS REMOVAL SERVICES
GROUP E","Rachel Lambert P. E.","225-389-3198",,"Kris Goranson","806","Bid opening moved from 08-23-22 to 08-30-22
For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html",,"18188"
"2022-08-30T00:00:00.000","2:00 PM","TRANSPORTATION AND DRAINAGE","TRAN AND DRAIN-ROAD REHAB","SALES TAX STREET AND ROAD REHABILITATION
PROGRAM PROJECT 18-3
STREETS IN THE LEE-STANDFORD-PERKINS AREA
CITY-PARISH PROJECT NO. 22-AO-ST-0005","Dan Rosenquist","225-389-3106",,"Kris Goranson","806",,,"18194"
"2022-08-23T00:00:00.000","2:00 PM","TRANSPORTATION AND DRAINAGE","TRAN AND DRAIN-ENGINEERING","BEECH ST. AREA ADA TRANSITION PROJECT

(CITY PARISH PROJECT NO. 20-EN-HC-0059)","Mr. Taiwo Adejare, P.E","225-389-3186","5640","Kris Goranson","806","There will be no pre-bid conference.",,"18182"
"2022-08-23T00:00:00.000","2:00 PM","ENVIRONMENTAL SERVICES","ENV SERV-SEWER-WWT-SOUTH PLANT","South Wastewater Treatment Plant
Solids Handling Upgrade

C.P. Project No. 18-TP-MS-0012","Obie Watts, P.E.","225-200-0473",,"Kris Goranson","806","A mandatory pre-bid conference will be held at 10:00 A.M., Tuesday, August 9, 2022, at the South Wastewater Treatment Plant, 2850 Gardere Lane, Baton Rouge, LA 70820.","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18178","18178"
"2022-08-22T00:00:00.000","11:00 AM","FIRE DEPARTMENT","FIRE-ADMINISTRATION (112 HRS)","M8629 - Two  (2)  2022 or Newer Silverado 2500 HD 4WD Crew Cab, Standard Bed Wt","Tian Clark","225-389-3259","3271","Tian Clark","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18191","18191"
"2022-08-18T00:00:00.000","11:00 AM","TRANSPORTATION AND DRAINAGE",,"INVITATION TO BID RQ8805-
Video Detection Camera System with Integrated Radar Detection","AF JONES","225-389-3259","3260","Arvin Jones","806","Bids can be submitted through the www.centralbidding.com on-line bidding site

All inquiries shall be received by 5:00p.m. on August 12, 2022.  INQUIRIES AND/OR QUESTIONS SHALL NOT BE ENTERTAINED THEREAFTER.","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18190","18190"
"2022-08-18T00:00:00.000","11:00 AM","POLICE DEPARTMENT","POLICE-SPECIAL OPERATIONS","M6761-R 2022 or Newer Toyota Camry SE","Tian Clark","225-389-3259","3271","Dexter Stewart","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18180","18180"
"2022-08-17T00:00:00.000","11:00 AM","FLEET MANAGEMENT","FLEET-CENTRAL GARAGE","A22-0711 OEM SRP & MAS FOR ALTEC AERIAL TRUCKS","Dexter Samuel Stewart","225-389-3259","3264","Dexter Stewart","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html",,"18135"
"2022-08-15T00:00:00.000","11:00 AM","GREATER BR AIRPORT DISTRICT","AIRPORT-ADMINISTRATION","A22-1109 Janitorial Services for the BR Metro Airport District�s DHH Facility","Dave Gordon","225-355-0333",,"Mark White","806","THERE WILL BE A MANDATORY PRE-BID CONFERENCE AND SITE VISIT 
August 5, 2022 AT 9:00 am at The EBR Metro Airport
9430 Jackie Cochran Dr. 
Baton Rouge, LA 70807","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18181","18181"
"2022-08-15T00:00:00.000","11:00 AM","POLICE DEPARTMENT","POLICE-SPECIAL OPERATIONS","M6760 R - Two (2) 2022 or Newer Hyundai Elentra Sels","Tian Clark","225-389-3259","3271","Dexter Stewart","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18179","18179"
"2022-08-11T00:00:00.000","11:00 AM","BUILDINGS AND GROUNDS","BLDGANDGROUND-BUILDING MAINT","A22-91036 Trane Chiller Equipment Inspections, Preventive Maintenance, Parts & Repair","Dexter Stewart","225-389-3259","3264","Dexter Stewart","806","MANDATORY PRE-BID CONFERENCES (2) � JOB SITE VISITS
August 2, 2019 9:00 222 St. Louis Street, Room 806
August 3, 2022  9:00 6222 Jones Creek Road",,"18170"
"2022-08-11T00:00:00.000","2:00 PM","ENVIRONMENTAL SERVICES","ENV SERV-SOLID WASTE ADMIN","RFP 20008-A22-11 OUT-OF-CART SOLID WASTE COLLECTION SERVICES COLLECTION SERVICES.","Richard Speer","225-389-4865",,"Kris Goranson","806","A mandatory pre-bid conference will be held on July 26, 2022 at 1:00 pm local time and the deadline for written inquiries is August 5, 2022 at 5:00 pm local time.","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18166","18166"
"2022-08-04T00:00:00.000","11:00 AM","LIBRARY BOARD OF CONTROL","LIBRARY","A22-0402 Janitorial Services for the EBR Library System","R. PINSONAT","225-231-3705",,"Mark White","806","THERE WILL BE A MANDATORY PRE-BID CONFERENCE AND SITE VISIT 
July 25, 2022 AT 9:00 am at The EBR Main Library

Addendum 1 added on 7/29/2022","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18163","18163"
"2022-08-03T00:00:00.000","11:00 AM","POLICE DEPARTMENT","POLICE-SPECIAL OPERATIONS","RTCCCCP Real Time Crime Center Crime Camera Program","Dexter Stewart","225-389-3259","3264","Dexter Stewart","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html",,"18171"
"2022-08-01T00:00:00.000","11:00 AM","FLEET MANAGEMENT","FLEET-CENTRAL GARAGE","A21-0713 OEM SRP & MAS for Kubota Construction Equipment","Dexter Stewart","225-389-3259","3264","Dexter Stewart","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18172","18172"
"2022-08-01T00:00:00.000","11:00 AM","MAINTENANCE","MAINTENANCE-ADMINISTRATION","A22-0612 -Diamond Saw Blades","Tian Clark","225-389-3259","3271","Dexter Stewart","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html - Added Addendum No. 1","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18156","18156"
"2022-08-01T00:00:00.000","11:00 AM","FLEET MANAGEMENT","FLEET-CENTRAL GARAGE","A22-0714 OEMSRP & MAS for Kubota Agro Equipment","Dexter Stewart","225-389-3259","3264","Mark White","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18165","18165"
"2022-08-01T00:00:00.000","11:00 AM","FLEET MANAGEMENT","FLEET-CENTRAL GARAGE","A22-0712 OEM SRP & MAS for Bush Hog Rotary Mowers","Dexter Stewart","225-389-3259","3264","Mark White","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18164","18164"
"2022-07-28T00:00:00.000","11:00 AM","ENVIRONMENTAL SERVICES","ENV SERV-SEWER-WWT-NORTH PLANT","A21-0206SUPP Chemicals for Corrosion and Odor Control (Items 4a,4b,5a,5b,6a,6b,7a,7b,8) - ITB","Dexter Stewart","225-389-4274","3259","Dexter Stewart","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18153","18153"
"2022-07-28T00:00:00.000","11:00 AM","GREATER BR AIRPORT DISTRICT","AIRPORT-POLICE/ARFF","A22-929392 Crash Fire Equipment Maintenance and Repair Services for BR METRO Airport Police/ARFF Department","C. Alford","225-355-0333",,"Mark White","806","Inquiries will be received up until 5 pm on July 20, 2022","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18158","18158"
"2022-07-26T00:00:00.000","11:00 AM","ENVIRONMENTAL SERVICES","ENV SERV-SEWER-PUMP STATIONS","A22-0321 Electric Motor Rewinding & Reconditioning","Maggie Duvall","225-389-3259","3272","Marjorie Duvall","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html Addendum No. 1 added: ship to address changed","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18157","18157"
"2022-07-26T00:00:00.000","11:00 AM","POLICE DEPARTMENT","POLICE-ADMINISTRATION","A22-20074 Police Uniforms & Duty Gear","Dexter Stewart","225-389-3259","3264","Dexter Stewart","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18144","18144"
"2022-07-26T00:00:00.000","11:00 AM","BUILDINGS AND GROUNDS","BLDGANDGROUND-ADMINISTRATION","A22-91873 Landscape Maintenance of City-Parish Owned Lots and FEMA Properties (Groups1-10) - ITB","Dexter Samuel Stewart","225-389-3259",,"Dexter Stewart","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html 

A mandatory prebid meeting will be held at 222 St. Louis Street (Room 806),Baton Rouge, LA  70802  at 9:00 a.m. 

Addendum No. 1 Added","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18142","18142"
"2022-07-25T00:00:00.000","11:00 AM","CITY COURT","CITY COURT","A22-0510 Printed File Folders","Maggie Duvall","225-389-3259","3272","Marjorie Duvall","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18145","18145"
"2022-07-25T00:00:00.000","11:00 AM","TRANSPORTATION AND DRAINAGE","TRAN AND DRAIN-TRAFFIC ENG","A22-0310 Pipes & Culverts (Reinforced Concrete)","Maggie Duvall","225-389-3259","3272","Marjorie Duvall","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html Addendum No. 1 added - ship to address changed","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18143","18143"
"2022-07-21T00:00:00.000","11:00 AM","ENVIRONMENTAL SERVICES","ENV SERV-SEWER-WWT-ADMIN","A22-0835 Maintenance Inspection Services for Belt Presses & Gravity Belt Thickeners","Dexter Stewart","225-389-3259","3264","Dexter Stewart","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html 

Mandatory Site Visits (July 5, 2022) Only those vendors who participate in the site visits are eligible to receive an award on this project.","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18137","18137"
"2022-07-20T00:00:00.000","11:00 AM","LIBRARY BOARD OF CONTROL","LIBRARY","A22-0636 PRINTING LIBRARY NEWSLETTER","MARY STEIN","225-231-3710",,"Sheneka Sylvan","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18138","18138"
"2022-07-19T00:00:00.000","11:00 AM","TRANSPORTATION AND DRAINAGE","TRAN AND DRAIN-TRAFFIC ENG","INVITATION TO BID-RQ6562-  ITS-FIELD CABINET","AF JONES","225-389-3259",,"Arvin Jones","806","All inquiries shall be received by 5:00p.m. on July 14, 2022.  INQUIRIES AND/OR QUESTIONS SHALL NOT BE ENTERTAINED THEREAFTER.","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18146","18146"
"2022-07-14T00:00:00.000","11:00 AM","GREATER BR AIRPORT DISTRICT","AIRPORT-AIRFIELD","RQ 5724 - Removal and Replacement of EMASMAX Blocks at Baton Rouge Metropolitan Airport - Informal Public Works RFQ","CRAIG ALFORD","225-355-0333",,"DeSean Bethley","806","A Non-Mandatory Pre-Bid Conference & Suggested Job Site Visit shall be held on July 7, 2022 at 10:00 a.m., at the BR Metro Airport, 

Inquiry Period:  Inquiries received up until 5:00 p.m. on July 8, 2022.
Addendum No. 1 (Questions / Answers)",,"18141"
"2022-07-12T00:00:00.000","11:00 AM","BUILDINGS AND GROUNDS","BLDGANDGROUND-BUILDING MAINT","A22-91060 LABOR ONLY for Plumbing & Sewer Services at East Baton Rouge Parish Facilities","Maggie Duvall","225-389-3259","3272","Marjorie Duvall","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18140","18140"
"2022-07-12T00:00:00.000","11:00 AM","FLEET MANAGEMENT","FLEET-CENTRAL GARAGE","A22-0717 OEM SRP & MAS FOR BALDOR GENERATORS","Dexter Stewart","225-389-3259",,"Dexter Stewart","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18136","18136"
"2022-07-07T00:00:00.000","11:00 AM","MAINTENANCE","MAINTENANCE-ADMINISTRATION","A22-0812 Inspection and Maintenance of Sprinkler System","Larry Cooper","225-389-3179",,"Sheneka Sylvan","806","Bidders /contractors MUST attend Mandatory Pre-Bid Conference June 21, 2022  9:00 a.m.  222 Saint Louis Street Rm 806, Baton Rouge, LA 70805.   

For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18114","18114"
"2022-07-06T00:00:00.000","11:00 AM","POLICE DEPARTMENT","POLICE-ADMINISTRATION","M6761 (SB) POLICE - 2022 OR NEWER TOYOTAL CAMRY SE","Dexter Samuel Stewart","225-389-4274",,"Dexter Stewart","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html",,"18132"
"2022-07-06T00:00:00.000","11:00 AM","POLICE DEPARTMENT","POLICE-ADMINISTRATION","M6760 (SB) POLICE - TWO (2) 2022 or NEWER HYUNDAI ELENTRA SELs","Dexter Samuel Stewart","225-389-4329",,"Dexter Stewart","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html",,"18131"
"2022-07-05T00:00:00.000","2:00 PM","TRANSPORTATION AND DRAINAGE","TRAN AND DRAIN-ENGINEERING","BECKENHAM DRIVE 
DRAINAGE IMPROVEMENTS
CITY PARISH PROJECT NO. 21-DR-US-0044","Dr. Guangxiang Cheng, P. E","225-389-3192",,"Kris Goranson","806","Pre-bid conference will not be held for this project.","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18122","18122"
"2022-06-30T00:00:00.000","11:00 AM","ENVIRONMENTAL SERVICES","ENV SERV-ENVIRONMENTAL","A22-96284 Removal of Waste Tires From Landfill Site","Dexter Samuel Stewart","225-389-3259",,"Dexter Stewart","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18128","18128"
"2022-06-28T00:00:00.000","2:00 PM","TRANSPORTATION AND DRAINAGE","TRAN AND DRAIN-ENGINEERING","FLORIDA STREET AREA ADA COMPLIANCE PROJECT

(CITY PARISH PROJECT NO. 20-EN-HC-0020)","Taiwo Adejare","225-389-3186","5640","Kris Goranson","806","There will be no pre-bid conference.","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18115","18115"
"2022-06-28T00:00:00.000","2:00 PM","TRANSPORTATION AND DRAINAGE","TRAN AND DRAIN-ENGINEERING","SALES TAX STREET AND ROAD REHABILITATION
PROGRAM PROJECT 18-1
PARISHWIDE MICROSURFACING PROJECT
CITY-PARISH PROJECT NO. 22-MS-ST-0003","Dan Rosenquist","225-389-3106",,"Kris Goranson","806",,"http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18117","18117"
"2022-06-27T00:00:00.000","11:00 AM","EMERGENCY MEDICAL SERVICES","EMS-OPERATIONS","INVITATION TO BID RQ6899- 
DRIVING SIMULATOR SYSTEM","AF JONES","225-389-3259","3267","Arvin Jones","806","THIS HAS BEEN  APPROVED AS A PROPRIETARY BID ***
ALL ITEMS MUST BE THE BRAND   AND MODEL NUMBER SHOWN
**ADDENDUM NO. 1 POSTED 6/23/2022","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18125","18125"
"2022-06-27T00:00:00.000","11:00 AM","FIRE DEPARTMENT","FIRE-ADMINISTRATION (112 HRS)","M4553 Roof Replacement Fire Station Headquarters","Tian Clark","225-389-3259","3271","Marjorie Duvall","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html 
Mandatory prebid inspection:06/16/22  
Addendum No. 1 added.","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18123","18123"
"2022-06-27T00:00:00.000","11:00 AM","INFORMATION SERVICES","INFORMATION SERVICES","A22-20522 BIOMETRIC CARD READER","ERIC ROMERO","225-389-3070",,"Sheneka Sylvan","806","For bidding information: https://www.centralauctionhouse.com/rfpc10656-city-of-baton-rouge.html","http://city.brla.gov/dept/purchase/loadbidresults.asp?GetBid=18100","18100"
