"id","statusdesc","createdate","closeddate","lastaction","parenttype","typename","comments","streetnum","streetname","streetaddress","crossname","cityname","department","division","latitude","longitude","geolocation","typeid","parentid","deptdivid","deptdiv","status"
"867416","OPEN","2022-09-12T19:02:00.000",,"2022-09-12T19:23:00.000","GARBAGE","SAME DAY SERVICE STATUS","OUR WHOLE SUBDIVISION WAS NOT PICKED UP.","1638","SAINT ALBAN'S DR","1638 SAINT ALBAN'S DR",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.361414","-91.056328","
,  
(30.361414, -91.056328)","427105","172975","57","DES - SANITATION","0"
"867415","IN PROGRESS","2022-09-12T19:00:00.000",,"2022-09-12T20:34:00.000","SEWER/WASTEWATER","INSIDE RESIDENTIAL BACKUP","B/U","11816","SPRING MEADOW DR","11816 SPRING MEADOW DR",,"BATON ROUGE","ENVIRONMENTAL SERVICES","WW OPERATIONS","30.55336","-91.052811","
,  
(30.55336, -91.052811)","173080","172981","58","DES - WW OPERATIONS","3"
"867414","OPEN","2022-09-12T18:50:00.000",,"2022-09-12T18:50:00.000","GARBAGE","MISSED HANDPILE SERVICE","OLD JUKEBOX NOT SERVICED FOR P/U FOR TWO WEEKS THUR  9/8","18203","VIS-A-VIS AVE","18203 VIS-A-VIS AVE",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.376331","-90.98571","
,  
(30.376331, -90.98571)","173024","172975","57","DES - SANITATION","0"
"867413","IN PROGRESS","2022-09-12T18:38:00.000",,"2022-09-12T18:53:00.000","ROAD MAINTENANCE ISSUES","POTHOLE","SEVERAL LARGE POTHOLES IN FRONT OF WOODLAWN ELEMENTARY SCHOOL. CAUSING THE FRONT END ALIGNMENT OF MY CAR TO BE OUT OF ALIGNMENT.","8270","ANTIOCH RD","8270 ANTIOCH RD",,"BATON ROUGE","MAINTENANCE","STREET MAINTENANCE","30.376675","-91.007156","
,  
(30.376675, -91.007156)","173071","172980","64","DOM - STREET MAINTENANCE","3"
"867412","OPEN","2022-09-12T18:35:00.000",,"2022-09-12T18:35:00.000","GARBAGE","SAME DAY SERVICE STATUS","GARBAGE CART UNABLE TO BE SERVICED BY ARM TRUCK DUE TO DAMAGE...REPLACEMENT REQUESTED 867410","1536","CAMPDEN DR","1536 CAMPDEN DR",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.359722","-91.055367","
,  
(30.359722, -91.055367)","427105","172975","57","DES - SANITATION","0"
"867411","OPEN","2022-09-12T18:34:00.000",,"2022-09-12T18:34:00.000","GARBAGE","MISSED GARBAGE SERVICE DAY (GENERAL PICK-UP)","DOES NOT APPEAR THE GARBAGE TRUCK PASSED ON OUR STREET (SHERBROOK DRIVE).","11740","SHERBROOK DR","11740 SHERBROOK DR",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.451193","-91.052536","
,  
(30.451193, -91.052536)","173023","172975","57","DES - SANITATION","0"
"867410","OPEN","2022-09-12T18:31:00.000",,"2022-09-12T18:31:00.000","GARBAGE","DAMAGED GARBAGE CART","96 GAL CART HANDLES DAMAGED","1536","CAMPDEN DR","1536 CAMPDEN DR",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.359722","-91.055367","
,  
(30.359722, -91.055367)","173020","172975","57","DES - SANITATION","0"
"867409","OPEN","2022-09-12T18:08:00.000",,"2022-09-12T18:08:00.000","GARBAGE","SAME DAY SERVICE STATUS","GARBAGE CARTS NOT SERVICED ON STREET MON 9/12","410","E BOLIVAR DR","410 E BOLIVAR DR",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.461359","-91.018974","
,  
(30.461359, -91.018974)","427105","172975","57","DES - SANITATION","0"
"867408","OPEN","2022-09-12T18:04:00.000",,"2022-09-12T18:04:00.000","GARBAGE","MISSED GARBAGE SERVICE DAY (GENERAL PICK-UP)","OUR GARBAGE WAS NOT PICKED UP TODAY MONDAY 9/12/22  IN GINGER PLACE SUBDIVISION    PLEASE PICK UP ASAP. THANK YOU","10322","GINGER PLACE DR","10322 GINGER PLACE DR",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.355934","-90.976036","
,  
(30.355934, -90.976036)","173023","172975","57","DES - SANITATION","0"
"867407","OPEN","2022-09-12T17:57:00.000",,"2022-09-12T17:57:00.000","GARBAGE","SAME DAY SERVICE STATUS","GARBAGE CARTS NOT SERVICED ON DEVONSHIRE ST MON 9/12 AND THUR 9/8","10254","OLIPHANT RD","10254 OLIPHANT RD","DEVONSHIRE DR","BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.402287","-91.070351","
,  
(30.402287, -91.070351)","427105","172975","57","DES - SANITATION","0"
"867406","OPEN","2022-09-12T17:49:00.000",,"2022-09-12T17:49:00.000","GARBAGE","SAME DAY SERVICE STATUS","GARBAGE CARTS NOT SERVICED ON STREET MON 9/12...CALLER REPORTING THIS HAS BEEN HAPPENING EVERY WEEK","647","GLORIA DR","647 GLORIA DR",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.4587","-91.013878","
,  
(30.4587, -91.013878)","427105","172975","57","DES - SANITATION","0"
"867405","IN PROGRESS","2022-09-12T17:39:00.000",,"2022-09-12T17:51:00.000","GARBAGE","REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY","CALLER REPORTING J/T/D DUMPING AND REQUESTING P/U LEFT NEXT TO UNOCCUPIED RENTAL PROPERTY.","3457","CANONICUS ST","3457 CANONICUS ST","CALUMET ST","BATON ROUGE","MAINTENANCE","LANDSCAPE MAINTENANCE","30.479776","-91.163567","
,  
(30.479776, -91.163567)","174362","172975","63","DOM - LANDSCAPE MAINTENANCE","3"
"867404","OPEN","2022-09-12T17:31:00.000",,"2022-09-12T17:31:00.000","GARBAGE","MISSED WOODY WASTE SERVICE","TREE DEBRIS WAS NOT PICKED UP IN SHILOH SUBDIVISION TODAY, MONDAY SEPTEMBER 12TH.","14776","COLONEL ALLEN CT","14776 COLONEL ALLEN CT",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.427168","-91.021225","
,  
(30.427168, -91.021225)","173027","172975","57","DES - SANITATION","0"
"867403","CLOSED","2022-09-12T17:30:00.000","2022-09-12T18:11:00.000","2022-09-12T18:11:00.000","STREET/TRAFFIC ISSUES","REQUEST A BARRICADE","MANHOLE COVER FLIPPED OFF ON EASTSIDE OF INTERSECTION ON OLD HAMMOND HWY",,"OLD HAMMOND HWY","OLD HAMMOND HWY","SHERWOOD FOREST BLVD","BATON ROUGE","TRANSPORTATION AND DEVELOPMENT","TRAFFIC ENGINEERING","30.436741","-91.057487","
,  
(30.436741, -91.057487)","173094","172982","66","TAD - TRAFFIC ENGINEERING","1"
"867402","CLOSED","2022-09-12T17:29:00.000","2022-09-12T19:54:00.000","2022-09-12T19:54:00.000","DRAINAGE, EROSION, FLOODING OR HOLES","MISSING/DAMAGED STORMWATER DRAIN LID","MANHOLE COVER FLIPPED OFF ON EAST SIDE OF INTERSECTION ON OLD HAMMOND",,"OLD HAMMOND HWY","OLD HAMMOND HWY","SHERWOOD FOREST BLVD","BATON ROUGE","MAINTENANCE","DRAINAGE MAINTENANCE","30.436741","-91.057487","
,  
(30.436741, -91.057487)","172999","172973","62","DOM - DRAINAGE MAINTENANCE","1"
"867401","IN PROGRESS","2022-09-12T17:28:00.000",,"2022-09-12T17:41:00.000","GARBAGE","REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY","COUCH AT CURBSIDE DROPPED IN FRONT OF BUSINESS","7522","S CHOCTAW DR","7522 S CHOCTAW DR",,"BATON ROUGE","MAINTENANCE","LANDSCAPE MAINTENANCE","30.470678","-91.1129","
,  
(30.470678, -91.1129)","174362","172975","63","DOM - LANDSCAPE MAINTENANCE","3"
"867400","OPEN","2022-09-12T17:15:00.000",,"2022-09-12T17:15:00.000","GARBAGE","SAME DAY SERVICE STATUS","GARBAGE CARTS NOT SERVICED ON ENTIRE STREET MON 9/12 OR THUR 9/8","9250","HIGH POINT RD","9250 HIGH POINT RD",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.371946","-91.115585","
,  
(30.371946, -91.115585)","427105","172975","57","DES - SANITATION","0"
"867399","OPEN","2022-09-12T17:13:00.000",,"2022-09-12T17:13:00.000","GARBAGE","SAME DAY SERVICE STATUS","GARBAGE CARTS NOT SERVICED ON CALLERS SIDE OF THE STREET MON 9/12","9347","KINGCREST PKWY","9347 KINGCREST PKWY",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.369286","-91.115486","
,  
(30.369286, -91.115486)","427105","172975","57","DES - SANITATION","0"
"867398","OPEN","2022-09-12T17:12:00.000",,"2022-09-12T17:12:00.000","GARBAGE","SAME DAY SERVICE STATUS","GARBAGE NOT SERVICED ON STREET MON 9/12","4311","LAKE SHERWOOD AVE E","4311 LAKE SHERWOOD AVE E",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.414049","-91.041092","
,  
(30.414049, -91.041092)","427105","172975","57","DES - SANITATION","0"
"867397","OPEN","2022-09-12T17:10:00.000",,"2022-09-12T17:10:00.000","STREET/TRAFFIC ISSUES","SCHOOL ZONE/SCHOOL FLASHER ISSUE","CALLER REQUESTING LARGE SCHOOL LETTERING ON THE STREET AT THE CORNER WHERE THE SCHOOL ZONE SIGN IS LOCATED AND ALSO REQUESTING A SCHOOL ZONE FLASHER FOR THIS SITE....CALLER IS A CROSSING GUARD, AVAILABLE FOR CONTACT AT NUMBER LISTED","5000","N FOSTER DR","5000 N FOSTER DR","LORRAINE ST","BATON ROUGE","TRANSPORTATION AND DEVELOPMENT","TRAFFIC ENGINEERING","30.49589","-91.140678","
,  
(30.49589, -91.140678)","174360","172982","66","TAD - TRAFFIC ENGINEERING","0"
"867396","OPEN","2022-09-12T17:07:00.000",,"2022-09-12T17:07:00.000","STREET/TRAFFIC ISSUES","SCHOOL ZONE/SCHOOL FLASHER ISSUE","CALLER REQUESTING LARGE SCHOOL LETTERING ON THE STREET AT THE CORNER WHERE THE SCHOOL ZONE SIGN IS LOCATED....CALLER IS A CROSSING GUARD, AVAILABLE FOR CONTACT AT NUMBER LISTED","4900","HOLLYWOOD ST","4900 HOLLYWOOD ST","N FOSTER DR","BATON ROUGE","TRANSPORTATION AND DEVELOPMENT","TRAFFIC ENGINEERING","30.499615","-91.141708","
,  
(30.499615, -91.141708)","174360","172982","66","TAD - TRAFFIC ENGINEERING","0"
"867395","OPEN","2022-09-12T16:53:00.000",,"2022-09-12T16:53:00.000","GARBAGE","DAMAGED GARBAGE CART","96 GAL CART/ CRACKED","23449","CHUCK WAGON DR","23449 CHUCK WAGON DR",,"ZACHARY","ENVIRONMENTAL SERVICES","SANITATION","30.694626","-91.170364","
,  
(30.694626, -91.170364)","173020","172975","57","DES - SANITATION","0"
"867394","IN PROGRESS","2022-09-12T16:52:00.000",,"2022-09-12T17:11:00.000","GARBAGE","REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY","TRASH NEED TO BE PICKED UP NEAR AN  OLD WASH O MAT BUILDING GAVE SERVICE #",,"N 48TH ST","N 48TH ST","GUS YOUNG AVE","BATON ROUGE","MAINTENANCE","LANDSCAPE MAINTENANCE","30.46216","-91.14209","
,  
(30.46216, -91.14209)","174362","172975","63","DOM - LANDSCAPE MAINTENANCE","3"
"867393","IN PROGRESS","2022-09-12T16:45:00.000",,"2022-09-12T16:49:00.000","GARBAGE","SAME DAY SERVICE STATUS","GARBAGE CARTS NOT SERVICED ON STREET MON 9/12...CALLER REPORTING THEIR CART HAS BEEN OUT FOR SERVICE SINCE THUR 9/8","9416","WINDWARD RD","9416 WINDWARD RD",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.369413","-91.114685","
,  
(30.369413, -91.114685)","427105","172975","57","DES - SANITATION","3"
"867392","IN PROGRESS","2022-09-12T16:36:00.000",,"2022-09-12T16:38:00.000","RECYCLING","NEW RESIDENT RECYCLING CART REQUEST","RECYCLE CART REQUESTED","8875","COY AVE","8875 COY AVE",,"BATON ROUGE","ENVIRONMENTAL SERVICES","RECYCLING","30.357403","-91.120506","
,  
(30.357403, -91.120506)","173064","172979","56","DES - RECYCLING","3"
"867390","OPEN","2022-09-12T16:35:00.000",,"2022-09-12T16:35:00.000","GARBAGE","NEW RESIDENT REQUEST FOR GARBAGE CART","NEW RESIDENT 96 GAL GARBAGE CART REQUEST ACCT# 010121323143007","8875","COY AVE","8875 COY AVE",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.357403","-91.120506","
,  
(30.357403, -91.120506)","173029","172975","57","DES - SANITATION","0"
"867388","IN PROGRESS","2022-09-12T16:35:00.000",,"2022-09-12T16:36:00.000","RECYCLING","NEW RESIDENT RECYCLING CART REQUEST","RECYCLE CART REQUESTED","8865","COY AVE","8865 COY AVE",,"BATON ROUGE","ENVIRONMENTAL SERVICES","RECYCLING","30.357428","-91.120583","
,  
(30.357428, -91.120583)","173064","172979","56","DES - RECYCLING","3"
"867391","IN PROGRESS","2022-09-12T16:35:00.000",,"2022-09-12T16:50:00.000","ROAD MAINTENANCE ISSUES","POTHOLE","CALLER STATED THAT THERE IS A LARGE POTHOLE ON THE CORNER OF LORRAINE ST AND AND LONGFELLOW ST THAT NEED TO BE REPAIRED ASAP.",,"LORRAINE ST","LORRAINE ST","LONGFELLOW DR","BATON ROUGE","MAINTENANCE","STREET MAINTENANCE","30.49655","-91.15786","
,  
(30.49655, -91.15786)","173071","172980","64","DOM - STREET MAINTENANCE","3"
"867389","OPEN","2022-09-12T16:35:00.000",,"2022-09-12T16:35:00.000","DRAINAGE, EROSION, FLOODING OR HOLES","REQUEST REMOVAL OF DEBRIS IN A DITCH/WATERWAY","CALLER STATED THAT THE (CANAL - MONTE SANO BAYOU CANAL AT PLANK ROAD) THE WATER LEVEL ON THE EAST SIDE IS MUCH HIGHER THAN ON THE WEST SIDE).  GAVE CALLER ID NUMBER.",,"PLANK RD","PLANK RD",,"BATON ROUGE","MAINTENANCE","DRAINAGE MAINTENANCE","30.546747","-91.13694","
,  
(30.546747, -91.13694)","173004","172973","62","DOM - DRAINAGE MAINTENANCE","0"
"867386","IN PROGRESS","2022-09-12T16:34:00.000",,"2022-09-12T16:35:00.000","GARBAGE","MISSED HANDPILE SERVICE","MATTRESS, BOOKCASE AND DEBRIS WASNT PICKED UP TODAY (MON 9/12)","4848","WINDSOR VILLAGE DR","4848 WINDSOR VILLAGE DR",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.409782","-91.022087","
,  
(30.409782, -91.022087)","173024","172975","57","DES - SANITATION","3"
"867387","OPEN","2022-09-12T16:34:00.000",,"2022-09-12T16:34:00.000","GARBAGE","NEW RESIDENT REQUEST FOR GARBAGE CART","NEW RESIDENT 96 GAL GARBAGE CART REQUEST ACCT# 010121323143007","8865","COY AVE","8865 COY AVE",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.357428","-91.120583","
,  
(30.357428, -91.120583)","173029","172975","57","DES - SANITATION","0"
"867385","IN PROGRESS","2022-09-12T16:32:00.000",,"2022-09-12T16:46:00.000","GARBAGE","SAME DAY SERVICE STATUS","ENTIRE STREET GARBAGE CARTS HASN’T BEEN SERVICED TODAY (MON 9/12)","13826","PERKINS RD","13826 PERKINS RD",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.364431","-91.064346","
,  
(30.364431, -91.064346)","427105","172975","57","DES - SANITATION","3"
"867384","IN PROGRESS","2022-09-12T16:29:00.000",,"2022-09-12T16:44:00.000","GARBAGE","SAME DAY SERVICE STATUS","GARBAGE CART NOT SERVICED ON STREET MON 9/12...CALLER REPORTING THAT CART ARE BEING SERVICED ON TUEDAYS FOR PAST SEVERAL WEEKS GAVE ID#","14645","OLD HAMMOND HWY","14645 OLD HAMMOND HWY",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.452707","-91.0233","
,  
(30.452707, -91.0233)","427105","172975","57","DES - SANITATION","3"
"867383","IN PROGRESS","2022-09-12T16:27:00.000",,"2022-09-12T16:54:00.000","GARBAGE","SAME DAY SERVICE STATUS","ONLY ONE SIDE OF THE STREET CARTS WAS SERVICED TODAY (MON 9/12). CARTS WASNT SERVICE LAST THURSDAY AS WELL.","4356","CHELSEA DR","4356 CHELSEA DR",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.409163","-91.087852","
,  
(30.409163, -91.087852)","427105","172975","57","DES - SANITATION","3"
"867381","IN PROGRESS","2022-09-12T16:26:00.000",,"2022-09-12T16:45:00.000","GARBAGE","SAME DAY SERVICE STATUS","GARBAGE OUT EARLY STILL NOT PICKED UP","1691","CAMPDEN DR","1691 CAMPDEN DR",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.360598","-91.055428","
,  
(30.360598, -91.055428)","427105","172975","57","DES - SANITATION","3"
"867382","IN PROGRESS","2022-09-12T16:26:00.000",,"2022-09-12T16:42:00.000","GARBAGE","SAME DAY SERVICE STATUS","CALLER STATED THAT THE ENTIRE STREET 96 GALLON GARBAGE CART HAVE NOT BEEN SERVICED AS OF YET TODAY MONDAY (09/12/22).  GAVE CALLER ID NUMBER.","3303","VINTAGE CT","3303 VINTAGE CT",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.418192","-91.079483","
,  
(30.418192, -91.079483)","427105","172975","57","DES - SANITATION","3"
"867380","IN PROGRESS","2022-09-12T16:25:00.000",,"2022-09-12T16:33:00.000","GARBAGE","SAME DAY SERVICE STATUS","CALLER STATED THAT THE ENTIRE STREET WAS MISSED TODAY MONDAY 9/12/22 AND NEED TO BE SERVICED ASAP.","256","FONTAINBLEAU DR","256 FONTAINBLEAU DR",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.462934","-91.019699","
,  
(30.462934, -91.019699)","427105","172975","57","DES - SANITATION","3"
"867379","OPEN","2022-09-12T16:25:00.000",,"2022-09-12T16:25:00.000","GARBAGE","DAMAGED GARBAGE CART","96 GAL CART STILL OUT FOR REPLACEMENT, NEW CART NOT RECEIVED ....SEE ID#864251 CLOSED	9/7/2022 3:00 PM	LWS-S-JAMES	9/6/2022 T1925637 G0182523","7111","VILLAGE CHARMANT DR","7111 VILLAGE CHARMANT DR",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.378345","-91.053711","
,  
(30.378345, -91.053711)","173020","172975","57","DES - SANITATION","0"
"867378","OPEN","2022-09-12T16:20:00.000",,"2022-09-12T16:20:00.000","GARBAGE","DAMAGED GARBAGE CART","GARBAGE NEED TO BE REPLACED HINGES BROKEN GAVE SERVICE #","10976","BLACK OAK DR","10976 BLACK OAK DR",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.463909","-91.062447","
,  
(30.463909, -91.062447)","173020","172975","57","DES - SANITATION","0"
"867377","OPEN","2022-09-12T16:19:00.000",,"2022-09-12T16:19:00.000","GARBAGE","DAMAGED GARBAGE CART","CALLER STATED THAT THE LID IS BROKEN OFF OF THE CART AND THERE IS TWO HOLES IN THE BOTTOM OF THE CART","421","FERNWOOD DR","421 FERNWOOD DR",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.454525","-91.103104","
,  
(30.454525, -91.103104)","173020","172975","57","DES - SANITATION","0"
"867375","CLOSED","2022-09-12T16:18:00.000","2022-09-12T16:22:00.000","2022-09-12T16:22:00.000","GARBAGE","SAME DAY SERVICE STATUS","CALLER STATED THAT THE ENTIRE SUBDIVISION WAS MISSED TODAY MONDAY 9/12/22 AND NEED TO BE SERVICED ASAP.","2847","DENA LYNN AVE","2847 DENA LYNN AVE",,"BATON ROUGE","ENVIRONMENTAL SERVICES","SANITATION","30.435459","-91.028168","
,  
(30.435459, -91.028168)","427105","172975","57","DES - SANITATION","1"
