"ticketnumber","tickettype","ticketdatetime","accidentnumber","casenumber","statute","description","age_incident","age_grouping","race","gender","ethnicity","streetaddress","city","zip","point_location","patrol_division"
"3118674","Criminal","2019-11-14T08:00:00.000",,"2019-00043249","9.6.401","SHOPLIFTING","20","20-24","Black","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80903",,
"E209863","Traffic","2019-05-10T20:52:00.000",,,"10.7.102","SIGNAL REQUIRED ON MOVEMENT","26","25-34","White","Female","Non Hispanic Origin",,"COLORADO SPRINGS","80918",,
"3112153","Criminal","2019-03-05T14:00:00.000",,"2019-00009272","9.6.102","TRESPASS ON PRIVATE PROPERTY","20","20-24","Black","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80903",,
"E052467","Criminal","2016-01-06T16:18:00.000",,"2016-00001712","9.2.109","Assault","61","55-64","Black","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80909",,
"E1024616","Traffic","2021-06-18T07:46:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","36","35-44","White","Female","Hispanic","POINT (-104.79220165 38.817312188)","COLORADO SPRINGS","80910","POINT (-104.79220165 38.817312188)","Sand Creek"
"E871419","Traffic","2020-11-11T10:28:00.000",,,"10.7.107","OBEY TURN PROHIBITION SIGNS","23","20-24","White","Male","Hispanic","POINT (-104.831544 38.896868)","COLORADO SPRINGS","80907","POINT (-104.831544 38.896868)","Falcon"
"E1249509","Traffic","2021-09-13T11:49:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","31","25-34","Black","Female","Unknown","POINT (-104.744285 38.896987)","COLORADO SPRINGS","80917","POINT (-104.744285 38.896987)","Stetson Hills"
"E687561","Traffic","2021-03-06T19:19:00.000","2021-00009648",,"10.2.102","VEHICLES TURNING LEFT","18","18-19","White","Female","Non Hispanic Origin",,"COLORADO SPRINGS","80920",,
"E1212793","Traffic","2021-08-03T16:28:00.000",,,"10.23.116","SAFETY BELT SYSTEMS","50","45-54","White","Female","Hispanic","POINT (-104.757567605 38.804894501)","COLORADO SPRINGS","80916","POINT (-104.757567605 38.804894501)","Sand Creek"
"E337346","Traffic","2019-08-10T09:49:00.000",,,"10.18.106","PEDESTRIANS ON HIGHWAYS","39","35-44","Black","Male","Unknown","POINT (-104.757567605 38.804894501)","COLORADO SPRINGS","80916","POINT (-104.757567605 38.804894501)","Sand Creek"
"3031746","Traffic","2016-03-15T17:05:00.000","2016-00011078",,"10.6.102","CARELESS DRIVING","30","25-34","White","Male","Unknown","POINT (-104.816196001 38.874312201)","COLORADO SPRINGS","80907","POINT (-104.816196001 38.874312201)","Falcon"
"E1043242","Traffic","2021-06-30T14:19:00.000",,,"42-4-1101 TIA","Speed Limits Exceeded","20","20-24","Black","Male","Unknown","POINT (-104.755112077 38.804893328)","COLORADO SPRINGS","80916","POINT (-104.755112077 38.804893328)","Sand Creek"
"E898602","Traffic","2020-07-09T08:55:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","30","25-34","White","Female","Unknown","POINT (-104.755112077 38.804893328)","COLORADO SPRINGS","80916","POINT (-104.755112077 38.804893328)","Sand Creek"
"E403662","Traffic","2017-12-12T08:57:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","26","25-34","White","Male","Unknown","POINT (-104.794172 38.889183)","COLORADO SPRINGS","80918","POINT (-104.794172 38.889183)","Falcon"
"E893098","Traffic","2020-07-30T02:26:00.000",,,"10.5.104B","EXCEED SPEED LIMIT 5-9 OVER","33","25-34","White","Male","Hispanic","POINT (-104.794172 38.889183)","COLORADO SPRINGS","80918","POINT (-104.794172 38.889183)","Falcon"
"E609087","Traffic","2021-01-29T11:38:00.000",,,"10.7.106","LIMITATIONS ON TURNING AROUND","46","45-54","White","Female","Hispanic","POINT (-104.831544 38.896868)","COLORADO SPRINGS","80907","POINT (-104.831544 38.896868)","Falcon"
"E826023","Traffic","2020-01-16T15:38:00.000",,,"10.7.107","OBEY TURN PROHIBITION SIGNS","41","35-44","White","Male","Hispanic","POINT (-104.831544 38.896868)","COLORADO SPRINGS","80907","POINT (-104.831544 38.896868)","Falcon"
"E1337526","Traffic","2021-11-30T12:32:00.000","2021-00044891",,"10.2.102","VEHICLES TURNING LEFT","22","20-24","White","Male","Hispanic","POINT (-104.817821213 38.837948689)","COLORADO SPRINGS","80903","POINT (-104.817821213 38.837948689)","Gold Hill"
"E528525","Traffic","2019-06-01T09:14:00.000",,,"10.23.116","SAFETY BELT SYSTEMS","19","18-19","White","Male","Non Hispanic Origin","POINT (-104.817821213 38.837948689)","COLORADO SPRINGS","80903","POINT (-104.817821213 38.837948689)","Gold Hill"
"3125300","Criminal","2021-05-24T09:15:00.000",,"2021-20219756","9.9.404","CAMPING RESTRICTIONS IN PARKS","47","45-54","White","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80909",,
"E363907","Traffic","2019-09-28T12:52:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","36","35-44","White","Male","Hispanic","POINT (-104.775873 38.842247)","COLORADO SPRINGS","80909","POINT (-104.775873 38.842247)","Sand Creek"
"E845555","Traffic","2020-09-05T15:37:00.000",,,"42-4-1101 TIA","Speed Limits Exceeded","22","20-24","Black","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80918",,
"E178453","Traffic","2019-03-25T22:33:00.000",,,"10.22.102","UNSAFE VEH, DEFECTIVE HEADLAMP","21","20-24","White","Male","Hispanic","POINT (-104.819557754 38.874412947)","COLORADO SPRINGS","80907","POINT (-104.819557754 38.874412947)","Falcon"
"3117642","Criminal","2022-04-27T12:52:00.000",,"2022-00016817","9.2.109","Assault","16","16","White","Male","Non Hispanic Origin","POINT (-104.749784 38.801961)","COLORADO SPRINGS","80916","POINT (-104.749784 38.801961)","Sand Creek"
"E464149","Traffic","2019-01-21T10:12:00.000",,,"10.5.104B","EXCEED SPEED LIMIT 5-9 OVER","52","45-54","White","Male","Unknown","POINT (-104.734385774 38.940180677)","COLORADO SPRINGS","80920","POINT (-104.734385774 38.940180677)","Stetson Hills"
"E130855","Traffic","2016-09-11T23:02:00.000",,,"10.22.102","UNSAFE VEH, DEFECTIVE HEADLAMP","36","35-44","White","Male","Unknown","POINT (-104.780536 38.820975)","COLORADO SPRINGS","80910","POINT (-104.780536 38.820975)","Sand Creek"
"E107729","Criminal","2017-11-25T00:07:00.000",,"2017-00042497","9.6.404","THEFT","36","35-44","White","Female","Unknown","POINT (-104.79127 38.795855)","COLORADO SPRINGS","80906","POINT (-104.79127 38.795855)",
"E210555","Traffic","2015-12-03T19:39:00.000",,,"42-4-1101 TIA","Speed Limits Exceeded","18","18-19","White","Male","Hispanic","POINT (-104.757531 38.829249)","COLORADO SPRINGS","80910","POINT (-104.757531 38.829249)","Sand Creek"
"E287746","Traffic","2017-10-11T10:52:00.000","2017-0036913",,"10.6.102","CARELESS DRIVING","68","65-74","White","Male","Unknown","POINT (-104.678172885 38.940800661)","COLORADO SPRINGS","80831","POINT (-104.678172885 38.940800661)","Stetson Hills"
"E354114","Criminal","2018-09-23T10:35:00.000",,"2018-01835374","9.2.102","LOITERING","30","25-34","White","Female","Hispanic","POINT (-104.757572 38.826368)","COLORADO SPRINGS","80910","POINT (-104.757572 38.826368)","Sand Creek"
"E124325","Traffic","2016-08-19T00:38:00.000",,,"42-4-1101 TIA","Speed Limits Exceeded","25","25-34","White","Male","Non Hispanic Origin",,,,,
"E087409","Criminal","2019-05-24T17:23:00.000",,"2019-19018733","9.6.101","Damage to Property","29","25-34","Asian/Pacific Islander","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80920",,
"E218730","Traffic","2016-12-22T12:35:00.000","2016-0050294",,"10.6.102","CARELESS DRIVING","22","20-24","White","Male","Non Hispanic Origin",,,,,
"E739106","Criminal","2020-05-24T00:05:00.000",,"2020-00018466","4.2.102","PARK HOURS","28","25-34","White","Female","Unknown","POINT (-104.879200318 38.830789848)","COLORADO SPRINGS","80906","POINT (-104.879200318 38.830789848)","Gold Hill"
"E383816","Traffic","2019-04-12T18:51:00.000",,,"10.3.101B","FAILURE TO STOP AT STOP SIGN","22","20-24","White","Male","Unknown","POINT (-104.85464743 38.84558062)","COLORADO SPRINGS","80904","POINT (-104.85464743 38.84558062)","Gold Hill"
"E250916","Traffic","2018-03-01T11:20:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","24","20-24","White","Female","Unknown",,"COLORADO SPRINGS","80918",,
"E222791","Criminal","2017-09-27T23:34:00.000",,"2017-00035240","9.6.404","THEFT","19","18-19","White","Male","Non Hispanic Origin",,,,,
"E265016","Traffic","2016-07-05T14:25:00.000",,,"10.3.101B","FAILURE TO STOP AT STOP SIGN","48","45-54","White","Male","Hispanic","POINT (-104.841920696318 38.8868245108752)","COLORADO SPRINGS","80907","POINT (-104.841920696318 38.8868245108752)","Falcon"
"E216759","Criminal","2020-05-27T17:30:00.000",,"2020-00018884","9.2.107","HARASSMENT","20","20-24","White","Female","Hispanic",,,,,
"E952286","Traffic","2021-02-17T10:40:00.000",,,"10.5.104B","EXCEED SPEED LIMIT 5-9 OVER","63","55-64","White","Male","Unknown","POINT (-104.784700273 38.963579622)","COLORADO SPRINGS","80920","POINT (-104.784700273 38.963579622)","Falcon"
"E794503","Criminal","2019-12-11T14:09:00.000",,"2019-00046171","9.2.107","HARASSMENT","28","25-34","White","Male","Hispanic","POINT (-104.747832487 38.896941444)","COLORADO SPRINGS","80917","POINT (-104.747832487 38.896941444)","Stetson Hills"
"E376664","Traffic","2018-10-14T17:07:00.000","2018-0038166",,"42-4-1402(1)(2)(a) MT2 (2)","Careless Driving-Accident","23","20-24","White","Male","Non Hispanic Origin",,,,,
"E634705","Traffic","2020-03-02T13:22:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","32","25-34","White","Female","Non Hispanic Origin","POINT (-104.847739808 38.924165574)","COLORADO SPRINGS","80919","POINT (-104.847739808 38.924165574)","Falcon"
"E118318","Criminal","2017-02-26T20:20:00.000",,"2017-00008146","9.3.101","RESIST, INTERFERE PUBLIC OFFCL","59","55-64","White","Female","Non Hispanic Origin",,"COLORADO SPRINGS","80906",,
"E087228","Traffic","2018-01-30T00:50:00.000",,,"10.22.102","UNSAFE VEH, DEFECTIVE HEADLAMP","22","20-24","White","Female","Hispanic","POINT (-104.781837145401 38.9070475110438)","COLORADO SPRINGS","80918","POINT (-104.781837145401 38.9070475110438)","Falcon"
"E619064","Traffic","2020-10-24T11:26:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","27","25-34","White","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80920",,
"E1212786","Traffic","2021-08-02T17:38:00.000",,,"10.23.116","SAFETY BELT SYSTEMS","27","25-34","White","Male","Hispanic","POINT (-104.784606361316 38.8326331283332)","COLORADO SPRINGS","80909","POINT (-104.784606361316 38.8326331283332)","Sand Creek"
"E445062","Traffic","2019-01-23T07:40:00.000","2019-0002864",,"10.6.102","CARELESS DRIVING","37","35-44","White","Male","Hispanic","POINT (-104.751074 38.813053)","COLORADO SPRINGS","80916","POINT (-104.751074 38.813053)","Sand Creek"
"3063487","Traffic","2017-10-02T13:05:00.000",,,"10.6.102","CARELESS DRIVING","25","25-34","White","Female","Unknown","POINT (-104.83884 38.833433)","COLORADO SPRINGS","80905","POINT (-104.83884 38.833433)","Gold Hill"
"E951017","Traffic","2020-09-15T13:01:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","34","25-34","White","Male","Hispanic","POINT (-104.82759 38.922008)","COLORADO SPRINGS","80919","POINT (-104.82759 38.922008)","Falcon"
"E461034","Traffic","2019-01-21T15:14:00.000",,,"10.5.104B","EXCEED SPEED LIMIT 5-9 OVER","73","65-74","White","Male","Unknown","POINT (-104.831538321 38.781215119)","COLORADO SPRINGS","80906","POINT (-104.831538321 38.781215119)","Gold Hill"
"E1196655","Traffic","2021-10-26T07:34:00.000",,,"42-4-1101 TIA","Speed Limits Exceeded","30","25-34","White","Female","Hispanic","POINT (-104.825409382848 38.8325294684921)","COLORADO SPRINGS","80903","POINT (-104.825409382848 38.8325294684921)","Gold Hill"
"E416622","Traffic","2019-03-25T07:50:00.000","2019-9010646",,"10.6.102","CARELESS DRIVING","65","65-74","White","Male","Hispanic","POINT (-104.738588 38.92424)","COLORADO SPRINGS","80923","POINT (-104.738588 38.92424)","Stetson Hills"
"E104811","Traffic","2016-02-03T10:07:00.000","2016-0005473",,"10.6.102","CARELESS DRIVING","33","25-34","White","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80909",,
"E274613","Traffic","2017-03-08T14:07:00.000","2017-0009338",,"10.23.106","LIMITATIONS ON BACKING","23","20-24","White","Female","Non Hispanic Origin",,"COLORADO SPRINGS","80909",,
"E459946","Traffic","2019-06-25T14:59:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","63","55-64","White","Male","Non Hispanic Origin","POINT (-104.863557 38.86165)","COLORADO SPRINGS","80904","POINT (-104.863557 38.86165)","Gold Hill"
"E285043","Traffic","2016-10-05T15:07:00.000",,,"10.23.116","SAFETY BELT SYSTEMS","25","25-34","White","Male","Non Hispanic Origin","POINT (-104.731560641 38.854051154)","COLORADO SPRINGS","80915","POINT (-104.731560641 38.854051154)","Stetson Hills"
"E048098","Traffic","2017-01-13T20:45:00.000",,"2017-00002625","42-4-1301(1)(a) M(1)","Driving under the influence - alcohol (DUI)","33","25-34","White","Female","Non Hispanic Origin",,"COLORADO SPRINGS","80907",,
"E385024","Traffic","2018-01-05T22:40:00.000",,,"42-3-121(1)(a) TIB","Operated/permitted use of unregistered vehicle","52","45-54","White","Male","Hispanic",,"COLORADO SPRINGS","80903",,
"E331248","Traffic","2019-08-18T16:57:00.000",,,"10.17.110","BARRICADES","25","25-34","Black","Female","Non Hispanic Origin","POINT (-104.870669376282 38.8778146276636)","COLORADO SPRINGS","80904","POINT (-104.870669376282 38.8778146276636)","Gold Hill"
"E439989","Traffic","2019-08-30T12:46:00.000",,,"10.7.107","OBEY TURN PROHIBITION SIGNS","22","20-24","White","Male","Hispanic","POINT (-104.835750236534 38.8967430719663)","COLORADO SPRINGS","80907","POINT (-104.835750236534 38.8967430719663)","Falcon"
"E130356","Traffic","2017-02-19T20:45:00.000","2017-0007337",,"10.6.102","CARELESS DRIVING","18","18-19","Unknown","Male","Unknown",,"COLORADO SPRINGS","80909",,
"3106939","Criminal","2019-08-16T18:00:00.000",,"2019-00030136","9.6.404","THEFT","39","35-44","White","Male","Non Hispanic Origin","POINT (-104.81569 38.846328)","COLORADO SPRINGS","80903","POINT (-104.81569 38.846328)","Gold Hill"
"E1029525","Criminal","2021-05-28T16:11:00.000",,"2021-00020042","9.2.107","HARASSMENT","53","45-54","White","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80909",,
"E234008","Traffic","2016-02-17T19:40:00.000",,,"10.17.105","TRAFFIC CONTROL SIGNAL LEGEND","22","20-24","White","Male","Hispanic","POINT (-104.822647042 38.874492861)","COLORADO SPRINGS","80907","POINT (-104.822647042 38.874492861)","Falcon"
"E899112","Traffic","2020-06-03T09:10:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","34","25-34","White","Male","Unknown","POINT (-104.755360039 38.956689622)","COLORADO SPRINGS","80920","POINT (-104.755360039 38.956689622)","Stetson Hills"
"E1238685","Traffic","2021-08-03T17:24:00.000",,,"10.23.116","SAFETY BELT SYSTEMS","52","45-54","Unknown","Male","Non Hispanic Origin","POINT (-104.825409383 38.832529468)","COLORADO SPRINGS","80903","POINT (-104.825409383 38.832529468)","Gold Hill"
"E1361578","Traffic","2022-08-10T13:14:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","68","65-74","White","Female","Unknown","POINT (-104.731501 38.867942)","COLORADO SPRINGS","80915","POINT (-104.731501 38.867942)","Stetson Hills"
"E683114","Traffic","2020-09-22T16:57:00.000","2020-00032969",,"10.6.102","CARELESS DRIVING","24","20-24","White","Male","Unknown","POINT (-104.799270365 38.940922641)","COLORADO SPRINGS","80920","POINT (-104.799270365 38.940922641)","Falcon"
"E854544","Criminal","2020-09-14T17:24:00.000",,"2020-00031984","18-6-401(1)(7)(b)(I) M2","Child Abuse - Knowingly/Recklessly  - NO Injury","34","25-34","White","Female","Non Hispanic Origin",,"COLORADO SPRINGS","80909",,
"E096722","Traffic","2016-08-11T23:59:00.000",,,"42-4-1305(2)(a) TIA","Open alcoholic beverage container - motor vehicle","28","25-34","White","Male","Non Hispanic Origin",,,,,
"E276743","Traffic","2018-11-17T19:26:00.000",,,"10.22.103","WHEN LIGHTED LAMPS REQUIRED","39","35-44","White","Male","Hispanic","POINT (-104.832092 38.805258)","COLORADO SPRINGS","80906","POINT (-104.832092 38.805258)","Gold Hill"
"E383599","Traffic","2018-02-07T01:55:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","29","25-34","White","Male","Unknown","POINT (-104.825332678 38.83395381)","COLORADO SPRINGS","80903","POINT (-104.825332678 38.83395381)","Gold Hill"
"E102920","Traffic","2017-02-23T22:51:00.000",,,"10.22.204","EXHAUST SYSTEMS","25","25-34","Black","Male","Non Hispanic Origin","POINT (-104.754093910087 38.789003056718)","COLORADO SPRINGS","80916","POINT (-104.754093910087 38.789003056718)","Sand Creek"
"E451899","Traffic","2019-04-16T11:33:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","31","25-34","White","Male","Hispanic","POINT (-104.717357589 38.919415971)","COLORADO SPRINGS","80923","POINT (-104.717357589 38.919415971)","Stetson Hills"
"E324601","Traffic","2017-06-06T13:30:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","20","20-24","Unknown","Male","Unknown","POINT (-104.717357589 38.919415971)","COLORADO SPRINGS","80923","POINT (-104.717357589 38.919415971)","Stetson Hills"
"E121299","Traffic","2016-09-06T21:10:00.000",,,"42-4-1409(2) MT1","Compulsory insurance - driver operated an uninsured motor vehicle","36","35-44","Black","Male","Non Hispanic Origin",,,,,
"E380674","Criminal","2019-04-18T07:15:00.000",,,"9.6.105","URINATION OR DEFECATION","29","25-34","White","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80903",,
"E1318240","Traffic","2022-03-22T12:01:00.000",,,"42-4-1101 TIA","Speed Limits Exceeded","39","35-44","Black","Male","Unknown","POINT (-104.81124211 38.850269849)","COLORADO SPRINGS","80903","POINT (-104.81124211 38.850269849)","Gold Hill"
"E287563","Traffic","2017-03-17T12:52:00.000",,,"10.7.107","OBEY TURN PROHIBITION SIGNS","32","25-34","White","Female","Hispanic","POINT (-104.714079772 38.89245838)","COLORADO SPRINGS","80922","POINT (-104.714079772 38.89245838)","Stetson Hills"
"E316705","Traffic","2018-11-11T23:50:00.000","2018-0042048",,"42-4-1101 TIA","Speed Limits Exceeded","21","20-24","White","Male","Unknown",,,,,
"E198614","Traffic","2016-10-01T01:28:00.000",,"2016-00039163","42-4-1301(2)(a) M REP","Driving under the influence - blood alcohol content .08 or more (DEAC)","23","20-24","Black","Male","Non Hispanic Origin",,,,,
"E252564","Traffic","2017-09-14T12:05:00.000",,,"10.6.102","CARELESS DRIVING","36","35-44","White","Male","Non Hispanic Origin","POINT (-104.721056423 38.857206498)","COLORADO SPRINGS","80915","POINT (-104.721056423 38.857206498)","Stetson Hills"
"E235657","Traffic","2016-06-28T17:43:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","54","45-54","White","Male","Hispanic","POINT (-104.752976971647 38.8610415077613)","COLORADO SPRINGS","80909","POINT (-104.752976971647 38.8610415077613)","Stetson Hills"
"E049323","Traffic","2017-05-03T05:58:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","20","20-24","White","Male","Hispanic","POINT (-104.841019592438 38.8966747470636)","COLORADO SPRINGS","80907","POINT (-104.841019592438 38.8966747470636)","Falcon"
"E946318","Traffic","2021-02-18T19:39:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","19","18-19","White","Male","Non Hispanic Origin",,,,,
"E360663","Traffic","2018-07-13T13:15:00.000","2018-0025844",,"10.8.106","FOLLOWING TOO CLOSELY","20","20-24","White","Female","Non Hispanic Origin",,"COLORADO SPRINGS","80909",,
"E332208","Traffic","2019-10-31T15:41:00.000",,"2019-00040699","42-4-1402(1)(2)(a) MT2 (2)","Careless Driving-Accident","21","20-24","Black","Male","Non Hispanic Origin",,,,,
"3089918","Traffic","2019-10-12T10:54:00.000",,,"10.7.102","SIGNAL REQUIRED ON MOVEMENT","59","55-64","White","Male","Non Hispanic Origin","POINT (-104.851554 38.840557)","COLORADO SPRINGS","80904","POINT (-104.851554 38.840557)","Gold Hill"
"E1179077","Traffic","2021-12-25T17:24:00.000",,,"42-4-1101 TIA","Speed Limits Exceeded","18","18-19","White","Male","Hispanic","POINT (-104.757424676222 38.8498209947253)","COLORADO SPRINGS","80909","POINT (-104.757424676222 38.8498209947253)","Sand Creek"
"E554872","Traffic","2020-02-11T14:01:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","28","25-34","White","Male","Unknown","POINT (-104.757424676222 38.8498209947253)","COLORADO SPRINGS","80909","POINT (-104.757424676222 38.8498209947253)","Sand Creek"
"E477062","Traffic","2019-02-14T08:07:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","35","35-44","White","Female","Hispanic","POINT (-104.821692581 38.833839098)","COLORADO SPRINGS","80903","POINT (-104.821692581 38.833839098)","Gold Hill"
"E1163633","Traffic","2022-05-01T00:37:00.000",,"2022-00016557","42-4-1007(1)(a) TIA","Driving on roadways laned for traffic - changed lanes when unsafe - weaving","33","25-34","White","Male","Non Hispanic Origin",,,,,
"E141859","Traffic","2016-01-11T02:34:00.000",,,"42-4-1101 TIA","Speed Limits Exceeded","29","25-34","White","Female","Hispanic",,,,,
"E946310","Traffic","2021-02-18T15:58:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","19","18-19","White","Male","Non Hispanic Origin",,,,,
"E1032032","Traffic","2021-04-07T08:24:00.000",,,"10.5.104C","EXCEED SPEED LIMIT 10-19 OVER","39","35-44","White","Male","Non Hispanic Origin",,,,,
"E955513","Criminal","2020-12-09T22:51:00.000",,"2020-00042793","9.6.101","Damage to Property","41","35-44","White","Female","Hispanic",,,,,
"E804707","Traffic","2020-04-02T10:17:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","22","20-24","White","Female","Non Hispanic Origin",,,,,
"E616018","Traffic","2020-02-21T14:07:00.000",,,"10.5.104D","EXCEED SPEED LIMIT 20-39 OVER","31","25-34","White","Female","Non Hispanic Origin",,"COLORADO SPRINGS","80920",,
"E287830","Traffic","2018-01-09T07:42:00.000","2018-0002040",,"10.6.102","CARELESS DRIVING","21","20-24","White","Female","Unknown",,"COLORADO SPRINGS","80920",,
"3068045","Criminal","2016-03-24T08:30:00.000",,"2016-20131297","9.2.107","HARASSMENT","59","55-64","Black","Male","Non Hispanic Origin",,"COLORADO SPRINGS","80906",,
