"admission_age","charge_class_code","charge_type","charge_subtype","sex","race_desc","county","month_of_release","year_of_release","facility_name","days_held"
"13","AGMS","PROPERTY","BURGLARY","MALE","NATIVE AMERICAN","Out of State","September","2017","Woodbury County Juvenile Detention Center","3"
"17","AGMS","PROPERTY","BURGLARY","MALE","CAUCASIAN","Black Hawk","September","2005","North Iowa Juvenile Detention Services","7"
"17","AGMS","PROPERTY","BURGLARY","FEMALE","CAUCASIAN","Polk","September","2006","Polk County Juvenile Detention Center","2"
"17","FELD","PROPERTY","FORGERY/FRAUD","FEMALE","CAUCASIAN","Kossuth","September","2015","Central Iowa Juvenile Detention Center","1"
"16","AGMS","PROPERTY","FORGERY/FRAUD","MALE","AFRICAN AMERICAN","Dubuque","September","2006","Dubuque County Juvenile Detention Center","2"
"13","SRMS","PROPERTY","OTHER PROPERTY","MALE","NATIVE AMERICAN","Out of State","September","2020","Woodbury County Juvenile Detention Center","42"
"14","OFOF","PROPERTY","STOLEN PROP","MALE","AFRICAN AMERICAN","Tama","September","2012","North Iowa Juvenile Detention Services","4"
"13","FELC","PROPERTY","THEFT","FEMALE","AFRICAN AMERICAN","Scott","September","2017","Scott County Juvenile Detention Center","31"
"16","SRMS","PROPERTY","ARSON","MALE","CAUCASIAN","Wapello","September","2006","South Iowa Area Detention Service Agency - Lucas County","5"
"13","FELC","PROPERTY","BURGLARY","MALE","MULTI-RACIAL","Polk","September","2012","South Iowa Area Detention Service Agency","14"
"15","FELC","PROPERTY","BURGLARY","MALE","CAUCASIAN","Dubuque","September","2009","Dubuque County Juvenile Detention Center","8"
"16","FELC","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Keokuk","September","2003","South Iowa Area Detention Service Agency - Lucas County","5"
"16","FELC","PROPERTY","BURGLARY","MALE","CAUCASIAN","Jackson","September","2006","Scott County Juvenile Detention Center","3"
"16","FELC","PROPERTY","BURGLARY","MALE","CAUCASIAN","Linn","September","2009","Linn County Juvenile Detention Center","2"
"16","FELC","PROPERTY","BURGLARY","MALE","CAUCASIAN","Woodbury","September","2005","Woodbury County Juvenile Detention Center","1"
"17","FELC","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Mahaska","September","2005","South Iowa Area Detention Service Agency - Lucas County","2"
"17","FELC","PROPERTY","BURGLARY","MALE","CAUCASIAN","Black Hawk","September","2014","North Iowa Juvenile Detention Services","30"
"17","FELC","PROPERTY","BURGLARY","MALE","CAUCASIAN","Plymouth","September","2017","Northwest Iowa Youth Service Center","19"
"17","FELC","PROPERTY","BURGLARY","MALE","CAUCASIAN","Woodbury","September","2005","Woodbury County Juvenile Detention Center","7"
"15","FELD","PROPERTY","BURGLARY","FEMALE","CAUCASIAN","Carroll","September","2005","Northwest Iowa Youth Service Center","41"
"15","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Wapello","September","2010","South Iowa Area Detention Service Agency","4"
"10","FELD","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Story","September","2016","Central Iowa Juvenile Detention Center","2"
"12","FELD","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Black Hawk","September","2007","North Iowa Juvenile Detention Services","43"
"12","FELD","PROPERTY","BURGLARY","MALE","NATIVE AMERICAN","Federal Hold","September","2015","Woodbury County Juvenile Detention Center","6"
"13","FELD","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Linn","September","2020","Linn County Juvenile Detention Center","32"
"13","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Boone","September","2010","Central Iowa Juvenile Detention Center","14"
"13","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Lee","September","2005","South Iowa Area Detention Service Agency","13"
"13","FELD","PROPERTY","BURGLARY","MALE","NATIVE AMERICAN","Federal Hold","September","2015","Woodbury County Juvenile Detention Center","12"
"14","FELD","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Black Hawk","September","2013","North Iowa Juvenile Detention Services","3"
"14","FELD","PROPERTY","BURGLARY","MALE","ASIAN/PACIFIC ISLANDER","Polk","September","2005","Polk County Juvenile Detention Center","8"
"14","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Clay","September","2014","Northwest Iowa Youth Service Center","22"
"14","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Linn","September","2019","Linn County Juvenile Detention Center","9"
"14","FELD","PROPERTY","BURGLARY","MALE","NATIVE AMERICAN","Federal Hold","September","2017","Woodbury County Juvenile Detention Center","27"
"15","FELD","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Webster","September","2017","Central Iowa Juvenile Detention Center","10"
"15","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Davis","September","2007","South Iowa Area Detention Service Agency - Lucas County","7"
"15","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Linn","September","2003","Linn County Juvenile Detention Center","9"
"15","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Polk","September","2003","Central Iowa Juvenile Detention Center","19"
"15","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Scott","September","2007","Scott County Juvenile Detention Center","12"
"15","FELD","PROPERTY","BURGLARY","MALE","HISPANIC","Clay","September","2018","Northwest Iowa Youth Service Center","5"
"16","FELD","PROPERTY","BURGLARY","FEMALE","AFRICAN AMERICAN","Scott","September","2003","Scott County Juvenile Detention Center","4"
"16","FELD","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Polk","September","2015","Polk County Juvenile Detention Center","6"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Clay","September","2010","Northwest Iowa Youth Service Center","5"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Henry","September","2010","South Iowa Area Detention Service Agency","9"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Linn","September","2004","Linn County Juvenile Detention Center","34"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Mahaska","September","2004","South Iowa Area Detention Service Agency - Lucas County","5"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Pocahontas","September","2006","Northwest Iowa Youth Service Center","30"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Pottawattamie","September","2008","Southwest Iowa Juvenile Detention Center","51"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Winneshiek","September","2011","North Iowa Juvenile Detention Services","17"
"16","FELD","PROPERTY","BURGLARY","MALE","NATIVE AMERICAN","Federal Hold","September","2018","Northwest Iowa Youth Service Center","64"
"17","FELD","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Black Hawk","September","2016","North Iowa Juvenile Detention Services","12"
"17","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Black Hawk","September","2005","Central Iowa Juvenile Detention Center","3"
"17","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Des Moines","September","2013","South Iowa Area Detention Service Agency","2"
"17","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Hardin","September","2012","Central Iowa Juvenile Detention Center","20"
"17","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Mahaska","September","2006","South Iowa Area Detention Service Agency - Lucas County","3"
"17","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Polk","September","2004","Polk County Juvenile Detention Center","8"
"17","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Scott","September","2011","Scott County Juvenile Detention Center","10"
"17","FELD","PROPERTY","BURGLARY","MALE","HISPANIC","Pottawattamie","September","2006","Southwest Iowa Juvenile Detention Center","2"
"13","AGMS","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Linn","September","2019","Linn County Juvenile Detention Center","7"
"15","AGMS","PROPERTY","BURGLARY","MALE","CAUCASIAN","Dubuque","September","2006","Dubuque County Juvenile Detention Center","3"
"17","AGMS","PROPERTY","BURGLARY","MALE","CAUCASIAN","Black Hawk","September","2003","North Iowa Juvenile Detention Services","2"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Iowa","September","2013","Central Iowa Juvenile Detention Center","18"
"17","AGMS","PROPERTY","BURGLARY","FEMALE","CAUCASIAN","Floyd","September","2007","North Iowa Juvenile Detention Services","29"
"17","AGMS","PROPERTY","BURGLARY","MALE","CAUCASIAN","Hamilton","September","2006","Central Iowa Juvenile Detention Center","3"
"15","FELC","PROPERTY","FORGERY/FRAUD","MALE","AFRICAN AMERICAN","Polk","September","2011","Polk County Juvenile Detention Center","43"
"16","FELD","PROPERTY","FORGERY/FRAUD","MALE","HISPANIC","Polk","September","2008","Polk County Juvenile Detention Center","21"
"15","AGMS","PROPERTY","FORGERY/FRAUD","MALE","CAUCASIAN","Wapello","September","2005","South Iowa Area Detention Service Agency - Lucas County","4"
"17","AGMS","PROPERTY","FORGERY/FRAUD","MALE","CAUCASIAN","Dubuque","September","2006","Dubuque County Juvenile Detention Center","3"
"17","SRMS","PROPERTY","OTHER PROPERTY","MALE","CAUCASIAN","Woodbury","September","2016","Woodbury County Juvenile Detention Center","27"
"17","SMMS","PROPERTY","OTHER PROPERTY","FEMALE","MULTI-RACIAL","Lee","September","2015","South Iowa Area Detention Service Agency","2"
"16","SRMS","PROPERTY","OTHER PROPERTY","MALE","HISPANIC","Wright","September","2014","Central Iowa Juvenile Detention Center","55"
"17","AGMS","PROPERTY","STOLEN PROP","MALE","AFRICAN AMERICAN","Wapello","September","2008","South Iowa Area Detention Service Agency - Lucas County","2"
"12","FELC","PROPERTY","THEFT","MALE","AFRICAN AMERICAN","Story","September","2012","Central Iowa Juvenile Detention Center","6"
"17","SRMS","DRUG","DRUG POSSESSION","MALE","CAUCASIAN","Linn","September","2012","Linn County Juvenile Detention Center","1"
"16","SRMS","PROPERTY","ARSON","MALE","CAUCASIAN","Polk","September","2008","Polk County Juvenile Detention Center","2"
"16","SRMS","PROPERTY","ARSON","MALE","CAUCASIAN","Wapello","September","2011","South Iowa Area Detention Service Agency","5"
"13","FELC","PROPERTY","BURGLARY","MALE","CAUCASIAN","Polk","September","2019","Polk County Juvenile Detention Center","28"
"14","FELC","PROPERTY","BURGLARY","MALE","CAUCASIAN","Muscatine","September","2006","Scott County Juvenile Detention Center","6"
"14","FELC","PROPERTY","BURGLARY","MALE","HISPANIC","Scott","September","2005","Scott County Juvenile Detention Center","2"
"15","FELC","PROPERTY","BURGLARY","MALE","CAUCASIAN","Woodbury","September","2017","Woodbury County Juvenile Detention Center","3"
"16","FELC","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Boone","September","2015","Central Iowa Juvenile Detention Center","3"
"16","FELC","PROPERTY","BURGLARY","MALE","CAUCASIAN","Adair","September","2004","South Iowa Area Detention Service Agency - Lucas County","5"
"16","FELC","PROPERTY","BURGLARY","MALE","CAUCASIAN","Henry","September","2009","South Iowa Area Detention Service Agency","15"
"16","FELC","PROPERTY","BURGLARY","MALE","CAUCASIAN","Linn","September","2003","Linn County Juvenile Detention Center","59"
"17","SRMS","DRUG","DRUG POSSESSION","MALE","CAUCASIAN","Iowa","September","2009","Central Iowa Juvenile Detention Center","3"
"16","FELC","PROPERTY","BURGLARY","MALE","CAUCASIAN","Marshall","September","2007","Central Iowa Juvenile Detention Center","9"
"16","FELC","PROPERTY","BURGLARY","MALE","CAUCASIAN","Polk","September","2013","Polk County Juvenile Detention Center","8"
"16","FELC","PROPERTY","BURGLARY","MALE","MULTI-RACIAL","Polk","September","2012","Polk County Juvenile Detention Center","15"
"17","FELC","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Dubuque","September","2006","North Iowa Juvenile Detention Services","13"
"17","FELC","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Scott","September","2007","Scott County Juvenile Detention Center","9"
"17","FELC","PROPERTY","BURGLARY","MALE","CAUCASIAN","Black Hawk","September","2011","North Iowa Juvenile Detention Services","28"
"17","FELC","PROPERTY","BURGLARY","MALE","CAUCASIAN","Johnson","September","2003","Linn County Juvenile Detention Center","4"
"17","FELC","PROPERTY","BURGLARY","MALE","CAUCASIAN","Lee","September","2004","South Iowa Area Detention Service Agency","101"
"17","FELC","PROPERTY","BURGLARY","MALE","CAUCASIAN","Scott","September","2012","Scott County Juvenile Detention Center","23"
"17","FELC","PROPERTY","BURGLARY","MALE","CAUCASIAN","Woodbury","September","2004","Woodbury County Juvenile Detention Center","2"
"14","FELD","PROPERTY","BURGLARY","FEMALE","CAUCASIAN","Harrison","September","2013","Southwest Iowa Juvenile Detention Center","8"
"14","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Muscatine","September","2003","South Iowa Area Detention Service Agency","5"
"16","FELD","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Polk","September","2011","Polk County Juvenile Detention Center","21"
"14","FELD","PROPERTY","BURGLARY","MALE","MULTI-RACIAL","Polk","September","2010","Polk County Juvenile Detention Center","11"
"17","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Des Moines","September","2019","South Iowa Area Detention Service Agency","18"
"17","FELD","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Polk","September","2010","Polk County Juvenile Detention Center","20"
"11","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Shelby","September","2016","Southwest Iowa Juvenile Detention Center","64"
"12","FELD","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Black Hawk","September","2006","North Iowa Juvenile Detention Services","14"
"17","SRMS","DRUG","DRUG POSSESSION","MALE","CAUCASIAN","Woodbury","September","2017","Woodbury County Juvenile Detention Center","2"
"12","FELD","PROPERTY","BURGLARY","MALE","MULTI-RACIAL","Boone","September","2010","Central Iowa Juvenile Detention Center","6"
"13","FELD","PROPERTY","BURGLARY","FEMALE","CAUCASIAN","Linn","September","2007","Linn County Juvenile Detention Center","2"
"13","FELD","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Des Moines","September","2009","South Iowa Area Detention Service Agency","13"
"13","FELD","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Polk","September","2015","Polk County Juvenile Detention Center","37"
"13","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Boone","September","2010","Central Iowa Juvenile Detention Center","6"
"13","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Jefferson","September","2003","South Iowa Area Detention Service Agency","20"
"13","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Johnson","September","2011","Linn County Juvenile Detention Center","18"
"13","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Muscatine","September","2013","Scott County Juvenile Detention Center","11"
"13","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Washington","September","2016","Central Iowa Juvenile Detention Center","69"
"14","FELD","PROPERTY","BURGLARY","FEMALE","CAUCASIAN","Montgomery","September","2003","Southwest Iowa Juvenile Detention Center","4"
"14","FELD","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Black Hawk","September","2012","North Iowa Juvenile Detention Services","24"
"14","FELD","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Mills","September","2017","Southwest Iowa Juvenile Detention Center","3"
"14","FELD","PROPERTY","BURGLARY","MALE","ASIAN/PACIFIC ISLANDER","Polk","September","2005","Polk County Juvenile Detention Center","2"
"14","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Black Hawk","September","2010","North Iowa Juvenile Detention Services","35"
"14","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Clarke","September","2005","South Iowa Area Detention Service Agency - Lucas County","4"
"14","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Dubuque","September","2015","Dubuque County Juvenile Detention Center","14"
"14","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Linn","September","2013","Linn County Juvenile Detention Center","2"
"14","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Scott","September","2009","Scott County Juvenile Detention Center","33"
"14","FELD","PROPERTY","BURGLARY","MALE","MULTI-RACIAL","Polk","September","2013","Polk County Juvenile Detention Center","3"
"15","FELD","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Black Hawk","September","2016","North Iowa Juvenile Detention Services","8"
"15","FELD","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Webster","September","2010","Central Iowa Juvenile Detention Center","27"
"15","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Clinton","September","2005","Scott County Juvenile Detention Center","77"
"15","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Clinton","September","2012","Scott County Juvenile Detention Center","14"
"15","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Hardin","September","2004","Central Iowa Juvenile Detention Center","3"
"15","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Linn","September","2003","Linn County Juvenile Detention Center","4"
"15","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Linn","September","2010","Linn County Juvenile Detention Center","6"
"15","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Polk","September","2003","Central Iowa Juvenile Detention Center","7"
"15","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Polk","September","2013","Polk County Juvenile Detention Center","55"
"15","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Scott","September","2003","Scott County Juvenile Detention Center","2"
"15","FELD","PROPERTY","BURGLARY","MALE","HISPANIC","Black Hawk","September","2011","North Iowa Juvenile Detention Services","12"
"15","FELD","PROPERTY","BURGLARY","MALE","HISPANIC","Buena Vista","September","2016","Northwest Iowa Youth Service Center","10"
"15","FELD","PROPERTY","BURGLARY","MALE","MULTI-RACIAL","Polk","September","2012","Polk County Juvenile Detention Center","7"
"16","FELD","PROPERTY","BURGLARY","FEMALE","AFRICAN AMERICAN","Polk","September","2008","Polk County Juvenile Detention Center","2"
"16","FELD","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Iowa","September","2017","North Iowa Juvenile Detention Services","5"
"16","FELD","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Polk","September","2014","Polk County Juvenile Detention Center","10"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Black Hawk","September","2005","North Iowa Juvenile Detention Services","3"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Clay","September","2008","Northwest Iowa Youth Service Center","14"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Floyd","September","2016","Central Iowa Juvenile Detention Center","28"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Harrison","September","2006","Southwest Iowa Juvenile Detention Center","4"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Kossuth","September","2004","Central Iowa Juvenile Detention Center","9"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Linn","September","2004","Linn County Juvenile Detention Center","19"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Linn","September","2013","Linn County Juvenile Detention Center","9"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Linn","September","2019","Linn County Juvenile Detention Center","28"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","O'Brien","September","2007","Northwest Iowa Youth Service Center","15"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Pocahontas","September","2006","Northwest Iowa Youth Service Center","29"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Polk","September","2011","Polk County Juvenile Detention Center","5"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Pottawattamie","September","2008","Southwest Iowa Juvenile Detention Center","28"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Scott","September","2014","Scott County Juvenile Detention Center","44"
"16","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Van Buren","September","2005","South Iowa Area Detention Service Agency","52"
"16","FELD","PROPERTY","BURGLARY","MALE","HISPANIC","Pocahontas","September","2006","Northwest Iowa Youth Service Center","11"
"16","FELD","PROPERTY","BURGLARY","MALE","NATIVE AMERICAN","Federal Hold","September","2013","Woodbury County Juvenile Detention Center","4"
"17","FELD","PROPERTY","BURGLARY","FEMALE","CAUCASIAN","Linn","September","2020","Linn County Juvenile Detention Center","2"
"17","FELD","PROPERTY","BURGLARY","FEMALE","CAUCASIAN","Shelby","September","2005","Southwest Iowa Juvenile Detention Center","7"
"17","FELD","PROPERTY","BURGLARY","MALE","AFRICAN AMERICAN","Out of State","September","2018","Scott County Juvenile Detention Center","3"
"17","FELD","PROPERTY","BURGLARY","MALE","CAUCASIAN","Black Hawk","September","2004","North Iowa Juvenile Detention Services","16"
