"company_name","form_numbers","effective_date","approved","type_of_product","proposed","increase"
"Reserve National Insurance Company","SFI-1 -- IID negotiated the increase from 9.00% down to 7.00% based on several concerns","2021-01-01T00:00:00.000","Yes","Hospital Indemnity","0.09","0.07"
"Medica Insurance Company","All ACA individual products","2021-01-01T00:00:00.000","Yes","ACA Individual","-0.022","-0.022"
"Oscar Insurance Company","All ACA individual products","2021-01-01T00:00:00.000","Yes","ACA Individual","0.0","0.0"
"Wellmark Health Plan of Iowa","All ACA individual products","2021-01-01T00:00:00.000","Yes","ACA Individual","-0.42","-0.42"
"Golden Rule Insurance Company","Association Group | 
NGF_Transitional | Pre-ACA |
FACT Generation 1-27 -- IID negotiated the increase from 19.00% down to 15.00% based on several concerns","2021-01-01T00:00:00.000","Yes","Major Medical","0.19","0.15"
"Wellmark Health Plan of Iowa","pre-ACA individual products","2021-01-01T00:00:00.000","Yes","Major Medical","0.087","0.087"
"Wellmark Blue Cross Blue Shield of Iowa","Wellmark pre-ACA Pools III, IV, V, Blue Transitions, Farm Bureau Pools I, II, III, IV, V, and other misc pools.  (8.7% on Direct Pay,  4.2% on Farm Bureau Pools and 4.2% for the 513C basic and standard plans","2021-01-01T00:00:00.000","Yes","Major Medical","0.064","0.064"
"Standard Life and Accident Insurance Company","SLA-CAT08","2020-06-15T00:00:00.000","*withdrawn*","Hospital Surgical","0.1","0.0"
"Freedom Life Insurance Company of America","Grandfathered + NGF Transitional_Association | HDHP-06 | GF AG Ind Maj Med","2021-01-01T00:00:00.000","Yes","Major Medical","0.057","0.057"
"American National Life Insurance Company of Texas","ANL-2004-CIA",,"Yes","Hospital Surgical","0.0","0.0"
"American National Insurance Company","KMMT, KMM92, KM95, et al","2020-03-01T00:00:00.000","Yes","Hospital Surgical","0.06","0.06"
"Wellmark Health Plan of Iowa","Individual WHPI  -- All individual grandfathered | transition policies.","2020-01-01T00:00:00.000","Yes","Major Medical","0.126","0.126"
"Wellmark Blue Cross Blue Shield of Iowa","Wellmark pre-ACA Pools III, IV, V, Blue Transitions, Farm Bureau Pools I, II, III, IV, V, and other misc pools.  (12.6% on Direct Pay,  12.4% on Farm Bureau Pools and 12.4% for the 513C basic and standard plans","2020-01-01T00:00:00.000","Yes","Major Medical","0.125","0.125"
"Golden Rule Insurance Company","Association Group | 
NGF_Transitional | Pre-ACA |
FACT Generation 1-27","2020-01-01T00:00:00.000","Yes","Major Medical","0.02","0.02"
"Medica Insurance Company","All ACA individual products","2020-01-01T00:00:00.000","Yes","ACA Individual","-0.113","-0.113"
"Wellmark Health Plan of Iowa","All ACA individual products","2020-01-01T00:00:00.000","Yes","ACA Individual","0.047","0.047"
"Wellmark Value Health Plan, Inc.","All ACA individual products","2020-01-01T00:00:00.000","Yes","ACA Individual","0.048","0.048"
"United States Fire Insurance Company","Fixed Indemnity -- HIP-30000P","2019-08-01T00:00:00.000","*filed*","Hospital Indemnity","0.0","0.0"
"Freedom Life Insurance Company of America","Grandfathered + NGF Transitional_Association | HDHP-06 | GF AG Ind Maj Med","2020-01-01T00:00:00.000","Yes","Major Medical","0.055","0.055"
"Reserve National Insurance Company","SFI-1",,"Yes","Hospital Indemnity","0.135","0.135"
"Standard Insurance Company","GP0614-HI, GC0614-HI -- Group Hospital Indemnity Insurance","2019-01-17T00:00:00.000","*filed*","Group Hospital Indemnity","0.0","0.0"
"Medica Insurance Company","All ACA individual products","2019-01-01T00:00:00.000","Yes","ACA Individual","-0.09","-0.09"
"Wellmark Value Health Plan, Inc.","All ACA individual products -- these are new QHP products for 2019","2019-01-01T00:00:00.000","Yes","ACA Individual","0.0","0.0"
"Wellmark Health Plan of Iowa","All ACA individual products -- these are new QHP products for 2019","2019-01-01T00:00:00.000","Yes","ACA Individual","0.0","0.0"
"Golden Rule Insurance Company","Association Group | 
NGF_Transitional | Pre-ACA |
FACT Generation 1-27","2019-01-01T00:00:00.000","Yes","Major Medical","0.11","0.079"
"Wellmark Blue Cross Blue Shield of Iowa","Wellmark Pools III, IV, V, Blue Transitions, Farm Bureau Pools I, II, III, IV, V, and other misc pools.  (11% on pre-ACA Direct Pay Pools III, IV, and V --  and 5.3% on pre-ACA Farm Bureau Pools I, II,  III, IV, and V)","2019-01-01T00:00:00.000","Yes","Major Medical","0.081","0.081"
"Reserve National Insurance Company","ACS-1, ACS-OP, S-ACS-OP -- IID negotiated this proposal from 9.5% as originally filed down to 5% based upon several factors.","2018-11-01T00:00:00.000","Yes","Hospital Indemnity","0.095","0.05"
"American National Insurance Company","KMMT, KMM92, KM95, et al -- IID negotiated this proposal down to 10% vs. the original 28% that was filed.","2018-10-01T00:00:00.000","Yes","Hospital Surgical","0.28","0.1"
"Freedom Life Insurance Company of America","Grandfathered + NGF Transitional_Association | HDHP-06 | GF AG Ind Maj Med","2019-01-01T00:00:00.000","Yes","Major Medical","0.056","0.056"
"Medico Insurance Company","HIA60, HIA62","2018-05-01T00:00:00.000","Yes","Hospital Indemnity","-0.2","-0.2"
"Freedom Life Insurance Company of America","Grandfathered + NGF Transitional_Association | HDHP-06 | GF AG Ind Maj Med","2018-01-01T00:00:00.000","Yes","Major Medical","0.065","0.065"
"Medica Insurance Company","All ACA individual products -- 56.7%  average increase with plan variations.  This amount assumes that no Federal CSRs will be paid to the carrier to reduce cost sharing for eligible members.  With CSR payments, the increase was 43.5%","2018-01-01T00:00:00.000","Yes","ACA Individual","0.567","0.567"
"Golden Rule Insurance Company","Association Group | 
NGF_Transitional | Pre-ACA |
FACT Generation 1-27","2018-01-01T00:00:00.000","Yes","Major Medical","0.27","0.22"
"Wellmark Blue Cross Blue Shield of Iowa","Wellmark Pools III, IV, V, Blue Transitions, Farm Bureau Pools I, II, III, IV, V, and other misc pools.  (9.4% on pre-ACA Direct Pay Pools III, IV, and V --  and 14.2 % on pre-ACA Farm Bureau Pools I, II,  III, IV, and V)","2018-01-01T00:00:00.000","Yes","Major Medical","0.122","0.122"
"Everence Association, Inc. -- FKA Mennonite","Forms 2015020 et al","2006-01-01T00:00:00.000","Yes","Major Medical","0.082","0.082"
"Golden Rule Insurance Company","HPG2-GRI-14","2017-06-14T00:00:00.000","*filed*","Hospital Indemnity","0.0","0.0"
"Gundersen Health Plan, Inc.","All ACA individual compliant products average rate increase =19.79%","2017-01-01T00:00:00.000","Yes","ACA Individual","0.198","0.198"
"Wellmark Health Plan of Iowa","All ACA individual product lines = 37.77%  average (with plan variations).","2017-01-01T00:00:00.000","Yes","ACA Individual","0.378","0.378"
"Freedom Life Insurance Company of America","All ACA individual product lines =17.37% average.  However, the carrier has ZERO ACA compliant policies inforce, so no member is affected by this proposal","2017-01-01T00:00:00.000","Yes","ACA Individual","0.174","0.174"
"Wellmark Blue Cross Blue Shield of Iowa","All ACA individual product lines =42.6% average (with plan variations).","2017-01-01T00:00:00.000","Yes","ACA Individual","0.426","0.426"
"Aetna Health of Iowa","All ACA individual product lines average = 22.5% average (with large plan variations).","2017-01-01T00:00:00.000","Yes","ACA Individual","0.226","0.226"
"Medica Insurance Company","All ACA individual products -- 19% average increase with plan variations.","2017-01-01T00:00:00.000","Yes","ACA Individual","0.19","0.19"
"Wellmark Synergy Health, Inc.","All ACA individual products -- new entrant into the ACA market, and so these represent new plans and rates only.  This is the initial filing for the carrier.","2017-01-01T00:00:00.000","Yes","ACA Individual","0.0","0.0"
"Wellmark Value Health Plan, Inc.","All ACA individual products -- new entrant into the ACA market, and so these represent new plans and rates only.  This is the initial filing for the carrier.","2017-01-01T00:00:00.000","Yes","ACA Individual","0.0","0.0"
"Wellmark Health Plan of Iowa","Individual WHPI  -- All individual grandfathered | transition policies.","2017-01-01T00:00:00.000","Yes","Major Medical","0.426","0.426"
"Wellmark Blue Cross Blue Shield of Iowa","Wellmark Pools III, IV, V, Blue Transitions, Farm Bureau Pools I, II, III, IV, V, and other misc pools.  (5.7% on pre-ACA Direct Pay Pools III, IV, and V --  and 6.1% on pre-ACA Farm Bureau Pools I, II,  III, IV, and V)","2017-01-01T00:00:00.000","Yes","Major Medical","0.059","0.059"
"Golden Rule Insurance Company","GRI-H-1.1 et al -- This filing reduces the rate by 35% by stripping out those benefits that will now be covered by Medicare Part D.","2005-11-15T00:00:00.000","Yes","Major Medical","-0.35","-0.35"
"Freedom Life Insurance Company of America","Grandfathered + NGF Transitional_Association | HDHP-06 | GF AG Ind Maj Med","2016-07-01T00:00:00.000","Yes","Major Medical","0.058","0.058"
"Golden Rule Insurance Company","Association Group | 
NGF_Transitional | Pre-ACA |
FACT Generation 25-27","2016-08-01T00:00:00.000","Yes","Major Medical","0.045","0.045"
"Golden Rule Insurance Company","Association Group | 
Grandfathered  | Pre-ACA |
FACT Generation 1-25","2016-04-01T00:00:00.000","Yes","Major Medical","0.06","0.06"
"Gundersen Health Plan, Inc.","All ACA individual compliant products average rate increase = 9.39%","2016-01-01T00:00:00.000","Yes","ACA Individual","0.094","0.094"
"Wellmark Blue Cross Blue Shield of Iowa","All ACA individual product lines = 24.5% average (with plan variations).","2016-01-01T00:00:00.000","Yes","ACA Individual","0.265","0.245"
"Wellmark Health Plan of Iowa","All ACA individual product lines = 28.7% average (with plan variations).  The increase could have been worse had the carrier tried to re-coup the extra risk adjusmtnet invoice they received from CMS.  The company 'ate' the $400k instead.","2016-01-01T00:00:00.000","Yes","ACA Individual","0.287","0.287"
"Avera Health Plans","All ACA individual product lines = -4.7% average (with plan variations).","2016-01-01T00:00:00.000","Yes","ACA Individual","-0.047","-0.047"
"Celtic Insurance Company","All ACA individual product lines = 9.8%.  The carrier has ZERO ACA compliant individual policies inforce, so no member is affected by this proposal","2016-01-01T00:00:00.000","Yes","ACA Individual","0.098","0.098"
"Freedom Life Insurance Company of America","All ACA individual product lines = 9.9% average (with plan variations).  However, the carrier has ZERO ACA compliant policies inforce, so no member is affected by this proposal","2016-01-01T00:00:00.000","Yes","ACA Individual","0.099","0.099"
"Aetna Health of Iowa, Inc.  -- PKA Coventry Health Care of Iowa","All ACA individual product lines average = 19.8% average (with plan variations).  Original proposal was 17.8%, however, they re-filed when they received a 9.24 million dollar risk adjustment invoice from CMS.","2016-01-01T00:00:00.000","Yes","ACA Individual","0.198","0.198"
"UnitedHealthcare of the Midlands, Inc.","All ACA individual products -- new entrant into the ACA market, and so these represent new plans and rates only.  This is the initial filing for the carrier.","2016-01-01T00:00:00.000","Yes","ACA Individual","0.0","0.0"
"UnitedHealthcare Life Insurance Company","All ACA individual products -- new entrant into the ACA market, and so these represent new plans and rates only.  This is the initial filing for the carrier.","2016-01-01T00:00:00.000","Yes","ACA Individual","0.0","0.0"
"Medica Insurance Company","All ACA individual products -- new entrant into the ACA market, and so these represent new plans and rates only.  This is the initial filing for the carrier.","2016-01-01T00:00:00.000","Yes","ACA Individual","0.0","0.0"
"Wellmark Health Plan of Iowa","Individual WHPI  -- All individual grandfathered | transition policies.  This filing could not be negotiated downward due to projected experience.","2016-01-01T00:00:00.000","Yes","Major Medical","0.287","0.287"
"Wellmark Blue Cross Blue Shield of Iowa","Wellmark Pools III, IV, V, Blue Transitions, Farm Bureau Pools I, II, III, IV, V, and other misc pools.  This filing could not be negotiated downward due to projected experience.","2016-01-01T00:00:00.000","Yes","Major Medical","0.176","0.176"
"Freedom Life Insurance Company of America","HDHP-06 | GF AG Ind Maj Med","2015-06-01T00:00:00.000","Yes","Major Medical","0.06","0.06"
"American Family Mutual Insurance Company","H-235(IA)","2005-12-01T00:00:00.000","Yes","Major Medical","0.15","0.15"
"Golden Rule Insurance Company","Association Group | 
Grandfathered + NGF + Transitional | Pre-ACA |
FACT Generation 25","2015-04-01T00:00:00.000","Yes","Major Medical","0.19","0.175"
"Golden Rule Insurance Company","Association Group | 
NGF + Transitional | Pre-ACA |
FACT Generation 26-27","2015-04-01T00:00:00.000","Yes","Major Medical","0.061","0.025"
"Golden Rule Insurance Company","Association Group | 
Grandfathered Pre-ACA |
FACT Generation 1-24","2015-01-01T00:00:00.000","Yes","Major Medical","0.061","0.061"
"Celtic Insurance Company","All ACA product lines = 0%.  The carrier has ZERO ACA compliant policies inforce, so no member is affected by this proposal","2015-01-01T00:00:00.000","Yes","ACA Individual","0.0","0.0"
"United American Insurance Company","HS1","2006-02-10T00:00:00.000","Yes","Major Medical","0.1","0.1"
"Time Insurance Company","All ACA product lines = 13% average (with significant plan variations).","2015-01-01T00:00:00.000","Yes","ACA Individual","0.23","0.13"
"Wellmark Blue Cross Blue Shield of Iowa","All ACA product lines = 14.5% average (with significant plan variations).","2015-01-01T00:00:00.000","Yes","ACA Individual","0.145","0.145"
"Wellmark Health Plan of Iowa","All ACA product lines = 11.9% average (with significant plan variations).","2015-01-01T00:00:00.000","Yes","ACA Individual","0.119","0.119"
"Freedom Life Insurance Company of America","All ACA product lines = 9.89% average (with plan variations).  However, the carrier has ZERO ACA compliant policies inforce, so no member is affected by this proposal","2015-01-01T00:00:00.000","Yes","ACA Individual","0.099","0.099"
"Avera Health Plans","All ACA product lines = 4.8% average (with plan variations).","2015-01-01T00:00:00.000","Yes","ACA Individual","0.048","0.048"
"Aetna Health of Iowa, Inc.  -- PKA Coventry Health Care of Iowa","All ACA product lines = 8.7% average (with plan variations).  This does *NOT* include a larger IHAWP increase, however, those premiums are not paid for by CHC-Iowa members)  If IHAWP is included, the average is 15.2%","2015-01-01T00:00:00.000","Yes","ACA Individual","0.087","0.087"
"Gundersen Health Plan, Inc.","GundersenONE products =3.2% ==>> GundersenONE HSA rates *decreased* by 4/10ths of 1%)
Total Average = .83% or 8/10th of 1% for the two products.  Recorded as 1% to avoid confusion.","2015-01-01T00:00:00.000","Yes","ACA Individual","0.01","0.01"
"CoOportunity Health","Split by:  Premier = 15.6%
Preferred = 21.2%
Avg =19% || Doesn't include larger increase on IMCP, but those premiums aren't paid for by CoOp members.  If IMCP plans are included, the average is 23.6%.","2015-01-01T00:00:00.000","Yes","ACA Individual","0.19","0.19"
"Wellmark Health Plan of Iowa","Individual WHPI (0.00% on All individual grandfathered | transition policies)","2015-01-01T00:00:00.000","Yes","Major Medical","0.0","0.0"
"Wellmark Blue Cross Blue Shield of Iowa","Wellmark Pools III, IV, V, Blue Transitions, Farm Bureau Pools I, II, III, IV, V, and other misc pools.  This rate increase represents a trend increase + new ACA fees","2015-01-01T00:00:00.000","Yes","Major Medical","0.059","0.059"
"Freedom Life Insurance Company of America","HDHP-06 | GF AG Ind Maj Med","2014-05-01T00:00:00.000","Yes","Major Medical","0.058","0.058"
"Golden Rule Insurance Company","Association Group  - FACT Group Gen 25","2014-04-15T00:00:00.000","Yes","Major Medical","0.058","0.058"
"Wellmark Blue Cross Blue Shield of Iowa","Wellmark Pools III, IV, V, Blue Transitions, Farm Bureau Pools I, II, III, IV, V, and other misc pools.  This rate increase represents ACA fees only -- nothing for trend and loss ratios.","2014-01-01T00:00:00.000","Yes","Major Medical","0.048","0.048"
"Wellmark Health Plan of Iowa","Individual WHPI (0% for non-grandfathered and -10% (negative) for grandfathered business.","2014-01-01T00:00:00.000","Yes","Major Medical","0.0","0.0"
"MEGA Life and Health Insurance Company","Form 25876 SIGNATURE","2013-03-20T00:00:00.000","*withdrawn*","Hospital Surgical","0.058","0.0"
"Celtic Insurance Company","G5-541-00041 (CeltiCare 1.0/2.0/2.1)","2013-03-01T00:00:00.000","Yes","Major Medical","0.057","0.057"
"ManhattanLife Assurance Co of America - AKA Central United Life Ins Co","MMGR/OR","2013-03-01T00:00:00.000","Yes","Major Medical","0.058","0.058"
"Golden Rule Insurance Company","Association Group  - FACT Group Gen 25","2013-04-15T00:00:00.000","Yes","Major Medical","0.15","0.15"
"Wellmark Blue Cross Blue Shield of Iowa","Basic and Standard plans (pricing is set by statute (513C) - negotiation/modification is not possible. (DPStandard CMM 4/96 et al)","2013-04-01T00:00:00.000","Yes","Major Medical","0.133","0.133"
"Wellmark Blue Cross Blue Shield of Iowa","Blue Transitions","2013-04-01T00:00:00.000","Yes","Major Medical","0.122","0.122"
"Wellmark Health Plan of Iowa","Farm Bureau Individual Old WHPI","2013-04-01T00:00:00.000","Yes","Major Medical","-0.019","-0.019"
"Wellmark Blue Cross Blue Shield of Iowa","Farm Bureau Pools I, II, III, IV, and V","2013-04-01T00:00:00.000","Yes","Major Medical","0.133","0.133"
"Wellmark Blue Cross Blue Shield of Iowa","Group Conversion","2013-04-01T00:00:00.000","Yes","Major Medical","0.0","0.0"
"Wellmark Blue Cross Blue Shield of Iowa","H.I.A., Banks, Creameries and Individual CMM, Pre 4/96 Alliance Select - Old and New Products","2013-04-01T00:00:00.000","Yes","Major Medical","0.0","0.0"
"Wellmark Blue Cross Blue Shield of Iowa","Individual Blue Value","2013-04-01T00:00:00.000","Yes","Major Medical","0.0","0.0"
"Wellmark Health Plan of Iowa","Individual WHPI","2013-04-01T00:00:00.000","Yes","Major Medical","0.03","0.03"
"Wellmark Blue Cross Blue Shield of Iowa","Pools III, IV, and V","2013-04-01T00:00:00.000","Yes","Major Medical","0.122","0.122"
"American Family Mutual Insurance Company","H-235(IA) et al","2013-01-01T00:00:00.000","Yes","Major Medical","0.058","0.058"
"John Alden Life Insurance Company","Form TIM.CER.IA, JIM.CER.IA, 227, 244, 554, 380, and 397","2013-01-01T00:00:00.000","Yes","Major Medical","0.09","0.09"
"Time Insurance Company","Form TIM.CER.IA, JIM.CER.IA, 227, 244, 554, 380, and 397","2013-01-01T00:00:00.000","Yes","Major Medical","0.09","0.09"
"Trustmark Insurance Company","Forms 1, 7, 9, 19 et al -- the company may re-file it later","2012-10-12T00:00:00.000","*withdrawn*","Major Medical","0.06","0.06"
"Kanawha Insurance Company","Form 90840","2013-01-01T00:00:00.000","Yes","Hospital Indemnity","0.3","0.22"
"Everence Association, Inc. -- FKA Mennonite","Forms 2015020 et al","2013-01-01T00:00:00.000","Yes","Major Medical","0.058","0.058"
"Celtic Life Insurance Company","Form G5-541-00041 et al","2012-09-25T00:00:00.000","*withdrawn*","Major Medical","0.3","0.0"
"Companion Life Insurance Company","CLI CH 3000 (the actual increase is .9% (less than 1%), but the format could be confusing.","2012-11-01T00:00:00.000","Yes","Major Medical","0.01","0.01"
"MEGA Life and Health Insurance Company","Form 25876 SIGNATURE -- withdrawn at the request of the carrier.  May refile at a later date.","2012-09-18T00:00:00.000","*withdrawn*","Hospital Surgical","0.058","0.0"
"Freedom Life Insurance Company of America","HDHP-06 | GF AG Ind Maj Med","2012-10-01T00:00:00.000","Yes","Major Medical","0.144","0.058"
"UniCare Life & Health Insurance Company","UWIC-7382IA et al","2013-01-01T00:00:00.000","Yes","Major Medical","0.058","0.058"
"Golden Rule Insurance Company","Initial filing -- association group (FACT Generation 27) - G278102012, G27SVR2012, G27CPY2012 and G27HSA2012.  This is not a rate increase.","2012-11-01T00:00:00.000","Yes","Major Medical",,
"Physicians Mutual Insurance Company","P345","2012-10-01T00:00:00.000","Yes","Hospital Surgical","0.05","0.05"
"Golden Rule Insurance Company","Association Group  - FACT Group (Generations 7-9 and 12-24)","2012-10-01T00:00:00.000","Yes","Major Medical","0.058","0.058"
"Independence American Insurance Company","Form IAIC GP 107","2012-05-09T00:00:00.000","*withdrawn*","Major Medical","0.058","0.0"
"John Alden Life Insurance Company","Forms JIM.CER.IA (rates for new business only -- this is not a rate increase on existing policies)","2012-07-01T00:00:00.000","Yes","Major Medical",,
"Time Insurance Company","Forms TIM.CER.IA (rates for new business only -- this is not a rate increase on existing policies)","2012-07-01T00:00:00.000","Yes","Major Medical",,
"Pekin Life Insurance Company","H-21, H29, H30, H38 and H39","2012-04-01T00:00:00.000","Yes","Major Medical","0.39","0.058"
"Pekin Life Insurance Company","H41 IA (Rev. 11-05)","2012-04-01T00:00:00.000","Yes","Major Medical","0.313","0.058"
"Wellmark Blue Cross Blue Shield of Iowa","Basic and Standard plans (pricing is set by statute (513C) - negotiation/modification is not possible. (DPStandard CMM 4/96 et al)","2012-04-01T00:00:00.000","Yes","Major Medical","0.07","0.07"
"Wellmark Blue Cross Blue Shield of Iowa","Blue Transitions","2012-04-01T00:00:00.000","Yes","Major Medical","0.094","0.094"
"Wellmark Blue Cross Blue Shield of Iowa","Blue Value","2012-04-01T00:00:00.000","Yes","Major Medical","0.0","0.0"
"Wellmark Blue Cross Blue Shield of Iowa","CRF - 1/01 Pool III","2012-04-01T00:00:00.000","Yes","Major Medical","0.094","0.094"
"Wellmark Blue Cross Blue Shield of Iowa","CRF - 1/01 Pool IV","2012-04-01T00:00:00.000","Yes","Major Medical","0.094","0.094"
"Wellmark Blue Cross Blue Shield of Iowa","CRF - 1/01 Pool V","2012-04-01T00:00:00.000","Yes","Major Medical","0.094","0.094"
"Wellmark Blue Cross Blue Shield of Iowa","Pre-4/96 products (Old and New Alliance Select), and Group Conversion-Age
Rated CMM","2012-04-01T00:00:00.000","Yes","Major Medical","0.055","0.055"
"Thrivent Financial for Lutherans","AMA","2012-02-01T00:00:00.000","Yes","Major Medical","0.09","0.058"
"State Farm Mutual Automobile Insurance Company","97047","2002-01-01T00:00:00.000","Yes","Hospital Surgical","0.072","0.072"
"ManhattanLife Assurance Co of America - AKA Central United Life Ins Co","MMGR/OR -- the filing was withdrawn since the cost of outside review would likely cost more than the rate increase would generate.","2011-11-16T00:00:00.000","*withdrawn*","Major Medical","0.12","0.0"
"American Republic Insurance Company","A-3310 (UltraNet A and B)","2011-10-01T00:00:00.000","Yes","Major Medical","0.06","0.06"
"United American Insurance Company","HS1 -- the filing was withdrawn since the cost of outside review would be more than the rate increase would generate.","2011-08-31T00:00:00.000","*withdrawn*","Major Medical","0.09","0.0"
"American Republic Ins. Co. -- formerly World Ins. Co.","12A et al","2011-12-01T00:00:00.000","Yes","Major Medical","0.06","0.06"
"UniCare Life & Health Insurance Company","UWIC-7382IA et al","2012-01-01T00:00:00.000","Yes","Major Medical","0.061","0.061"
"Physicians Mutual Insurance Company","P345","2012-02-01T00:00:00.000","Yes","Hospital Surgical","0.09","0.09"
"American Republic Ins. Co. -- formerly World Ins. Co.","A3800 et al","2011-09-01T00:00:00.000","Yes","Major Medical","0.06","0.06"
"The Chesapeake Life Insurance Company","CH-26116-IP (01/10) IA - rates are increasing due to underwriting changes and the elimination of tobacco loads. Rates for existing policies are not affected.  Only new business is affected.",,"Yes","Hospital Indemnity",,
"Investors Life Insurance Company of North America","AH-610 -- company agreed to withdraw the filing after discussions with IID (PPACA adjustment not allowed)","2011-04-26T00:00:00.000","*withdrawn*","Major Medical","0.12","0.0"
"American Republic Insurance Company","UltraCare 1, 2, UltraComp 3 and Scheduled MM","2011-05-01T00:00:00.000","Yes","Major Medical","0.06","0.06"
"Illinois Mutual Life Insurance Company","743 et al","2011-05-01T00:00:00.000","Yes","Major Medical","0.234","0.051"
"Wellmark Blue Cross Blue Shield of Iowa","Basic and Standard plans (pricing is set by statute (513C) - negotiation/modification is not possible. (DPStandard CMM 4/96 et al)","2011-04-01T00:00:00.000","Yes","Major Medical","0.113","0.113"
"Wellmark Blue Cross Blue Shield of Iowa","Blue Transitions","2011-04-01T00:00:00.000","Yes","Major Medical","0.15","0.15"
"Wellmark Blue Cross Blue Shield of Iowa","Blue Value","2011-04-01T00:00:00.000","Yes","Major Medical","0.0","0.0"
"Wellmark Blue Cross Blue Shield of Iowa","CRF - 1/01 Pool III","2011-04-01T00:00:00.000","Yes","Major Medical","0.108","0.085"
"Wellmark Blue Cross Blue Shield of Iowa","CRF - 1/01 Pool IV","2011-04-01T00:00:00.000","Yes","Major Medical","0.108","0.085"
"Wellmark Blue Cross Blue Shield of Iowa","CRF - 1/01 Pool V","2011-04-01T00:00:00.000","Yes","Major Medical","0.108","0.085"
"Wellmark Blue Cross Blue Shield of Iowa","Group Conversion","2011-04-01T00:00:00.000","Yes","Major Medical","0.0","0.0"
"Wellmark Blue Cross Blue Shield of Iowa","H.I.A, Ind. CMM, Pre 4-96 Old & New","2011-04-01T00:00:00.000","Yes","Major Medical","0.0","0.0"
"American Republic Insurance Company","A-3562 et al (UltraCare Preferred Gen 1)","2011-04-01T00:00:00.000","Yes","Major Medical","0.03","0.03"
"American Family Mutual Insurance Company","H-235(IA)","2011-04-01T00:00:00.000","Yes","Major Medical","0.06","0.06"
"American Family Mutual Insurance Company","H-400 / H-425 combined","2011-04-01T00:00:00.000","Yes","Major Medical","0.06","0.0"
"American Family Mutual Insurance Company","H-600(IA) HDHP","2011-04-01T00:00:00.000","Yes","Major Medical","0.06","0.06"
"Trustmark Insurance Company","Forms 1, 7, 9, 19 et al","2011-03-01T00:00:00.000","Yes","Major Medical","0.17","0.061"
"American Public Life Insurance Company","HI-2200 --  the filing was withdrawn since the cost of outside review would be more than the rate increase would generate.","2010-12-30T00:00:00.000","*withdrawn*","Hospital Indemnity","0.35","0.0"
"UniCare Life & Health Insurance Company","UNI-7382IA PPACA (9/10) -- The purpose of this rate filing is to add the PPACA benefits to the Heartland Choice product","2011-01-01T00:00:00.000","*filed*","Major Medical","0.042","0.02"
"American Republic Ins. Co. -- formerly World Ins. Co.","A3601-A3606","2011-02-01T00:00:00.000","Yes","Major Medical","0.06","0.06"
"AXA Equitable Life Insurance Company","CMM 124/133 / ACM129/133","2011-02-01T00:00:00.000","Yes","Major Medical","0.15","0.06"
