"company_name","form_numbers","effective_date","increase","approved","type_of_product","proposed"
"Wellmark Blue Cross Blue Shield of Iowa","Rate filing proposal applies to all pre-ACA compliant SG grandfathered and transitional business with effective renewal dates of 7/01/2022, 8/01/2022 and 9/01/2022","2022-07-01T00:00:00.000","0.08","Yes","Small Group","0.08"
"Wellmark Health Plan of Iowa","Rate filing proposal applies to all pre-ACA compliant SG grandfathered and transitional business with effective renewal dates of 7/01/2022, 8/01/2022 and 9/01/2022","2022-07-01T00:00:00.000","0.05","Yes","Small Group","0.05"
"Ability Insurance Company","Forms LT691, LT201, LT692, LT694, LT695, LT696, LT698 -- IID/IND MOD to:  17.9% year 1 x 17.9% year 2  x 14.39% year 3  ~ 47.4% over 3-yrs",,"0.179","Yes","Long Term Care","0.549"
"United of Omaha Life Insurance Company","Form LTC06UI-TQ et al -- IID/INS mod to ~ 18.07% for year 1 followed by 15.18% for year 2 followed by 15.04% for year 3.  Overall 3-year MOD ~ 56.5% vs. 97.80% as filed.","2022-06-01T00:00:00.000","0.181","Yes","Long Term Care","0.978"
"Mutual of Omaha Insurance Company","Forms HCA (NH50, LT50, HCAQ, NHA, NHAQ, LTA, LTAQ) -- IID/INS negotiated this to 17.9% for yr 1 followed by 10.26% for yr 2 - for lifetime benefits.  For non-lifetime benefits, IID/INS MOD is 17.9% for yr 1 only.   2-yr MOD = 27.1% vs. 54.9% as filed.","2022-05-01T00:00:00.000","0.179","Yes","Long Term Care","0.549"
"Mutual of Omaha Insurance Company","Policy Series LTC04G -- IID/INS modified this proposal down to approximately 18.41% for year 1 followed by 16.88% for year 2 followed by 14.75% for year 3.  Overall 3-year MOD ~ 58.8% vs. 105% as filed.","2022-06-01T00:00:00.000","0.184","Yes","Long Term Care","1.058"
"CMFG Life Insurance Company","Forms 2002-LTC-FAC(IA),
2002-LTCR-HCC","2022-05-01T00:00:00.000","0.074","Yes","Long Term Care","0.074"
"Metropolitan Life Insurance Company","3 rate filings for group long term care -- sitused in Washington D.C. -- IID has no authority and will accept D.C. rates.  This is NOT a rate increase, but rather updated projections ONLY","2022-01-26T00:00:00.000","0.0","was *filed*","Long Term Care","0.0"
"Allianz Life Insurance Company of North America","Form 7-P-Q-IA (Group 2), 7-P-Q-IA-1, N-4040-P-IA(Q), N-4040-P-IA(NQ)  — This is NOT a rate increase, but rather an updated projection of experience related to previous rate filing.","2021-12-21T00:00:00.000","0.0","was *filed*","Long Term Care","0.0"
"State Farm Mutual Automobile Insurance Company","Form 97058IA -- This is NOT a rate increase, but rather an updated projection of experience related to previous rate filing.","2021-12-03T00:00:00.000","0.0","was *filed*","Long Term Care","0.0"
"Wellmark Blue Cross Blue Shield of Iowa","Rate filing proposal applies to all pre-ACA compliant SG grandfathered and transitional business with effective renewal dates of 4/01/2022, 5/01/2022 and 6/01/2022","2022-04-01T00:00:00.000","0.08","Yes","Small Group","0.08"
"Wellmark Health Plan of Iowa","Rate filing proposal applies to all pre-ACA compliant SG grandfathered and transitional business with effective renewal dates of 4/01/2022, 5/01/2022 and 6/01/2022","2022-04-01T00:00:00.000","0.06","Yes","Small Group","0.06"
"Metropolitan Life Insurance Company","Form LTC-FAC-IA (VIP1), LTC-VAL-IA, LTC-IDEAL-IA, LTC-PREM-I A -- this is *NOT* a rate increase, but simply updated projections from a prior rate filing.","2021-11-30T00:00:00.000","0.0","Yes","Long Term Care","0.0"
"Genworth Life Insurance Company","Form series - 7042, 7044, 7042REV and 7044REV --------- Non-AARP polices only -- This is NOT a rate increase but rather updated projections related to a previous rate filing.","2021-11-29T00:00:00.000","0.0","was *filed*","Long Term Care","0.0"
"Genworth Life Insurance Company","Form series - 7042, 7044, 7042REV and 7044REV ---------AARP polices only -- This is NOT a rate increase but rather updated projections related to a previous rate filing.","2021-11-22T00:00:00.000","0.0","was *filed*","Long Term Care","0.0"
"LifeSecure Insurance Company","LS-0002 IA 07/07 -- IID and INS modified this proposal from 31% (as originally filed) down to 17.9%",,"0.179","Yes","Long Term Care","0.31"
"Auto-Owners Life Insurance Company","Form 50336 et al --  the IID and INS modified this proposal from 30% (as filed) to 17.9% based upon several concerns.","2022-08-06T00:00:00.000","0.179","Yes","Long Term Care","0.3"
"Genworth Life Insurance Company","Form series - 7042, 7044, 7042REV and 7044REV --------- Non-AARP polices only -- This is NOT a rate increase but rather updated projections related to a previous rate filing.","2021-11-05T00:00:00.000","0.0","was *filed*","Long Term Care","0.0"
"Genworth Life Insurance Company","Form series - 7042, 7044, 7042REV and 7044REV ---------AARP polices only -- This is NOT a rate increase but rather updated projections related to a previous rate filing.","2021-11-05T00:00:00.000","0.0","was *filed*","Long Term Care","0.0"
"Bankers Life and Casualty Company","Forms GR-N520, N530, N540, N550, N570, N580  -- the IID and INS modified this proposal from 40% (as filed) to 17.9% based upon several concerns.",,"0.179","Yes","Long Term Care","0.4"
"Allianz Life Insurance Company of North America","Form 10-P-Q-IA (Group 3) -- IID modified the proposal from 51.9% (as filed) down 28.8% spread over 2 years with yearly caps ranging from  17.9 percent in year 1 to (1.78 to 10.26) percent in year 2 depending on the benefit plan.",,"0.179","Yes","Long Term Care","0.519"
"Allianz Life Insurance Company of North America","Form 11-P-Q-IA  -- IID modified the proposal from 28.8% (as filed) down to 24.80% spread over 2 years with yearly caps ranging from (15 to 17.9) percent in year 1 to…(0 to 10.26) percent in year 2 depending on the benefit plan.",,"0.179","Yes","Long Term Care","0.288"
"Philadelphia American Life Insurance Company","Hospital Indemnity - Form H-0214 -- the carrier requested that the filing be withdrawn during the course of the review.","2021-10-12T00:00:00.000","0.0","*withdrawn*","Hospital Indemnity","0.066"
"UnitedHealthcare Insurance Company","Small Group -- Grandfathered + Transitional business only","2022-01-01T00:00:00.000","0.062","Yes","Small Group","0.062"
"UnitedHealthcare Plan of the River Valley, Inc.","Small Group -- Grandfathered + Transitional business only -- IID negotiated the increase from 3.7% down to 2.5% based on several concerns","2022-01-01T00:00:00.000","0.025","Yes","Small Group","0.037"
"Medical Associates Health Plans","Small Group | non-GF and transitional rate filing effective 1-1-2022","2022-01-01T00:00:00.000","-0.027","Yes","Small Group","-0.027"
"Metropolitan Life Insurance Company","1LTC-97 & 2LTC-97 -- the  IID and INS modified this proposal to 17.9% max for each cell","2022-01-01T00:00:00.000","0.179","Yes","Long Term Care","0.573"
"Avera Health Plans","Small Group Block of Business (Grandfathered business only)","2022-01-01T00:00:00.000","0.05","Yes","Small Group","0.05"
"Transamerica Life Ins Co - FKA Transamerica Premier","TLC 1-FP (IA) 1001, MLC 1-FP (IA) 1001 et al -- The IID and INS negotiated this proposal from 54% (as originally filed) down to 17.9% for year 1 followed by 10.26% for year 2","2022-01-01T00:00:00.000","0.179","Yes","Long Term Care","0.544"
"American Family Mutual Insurance Company","Form H-350 -- this is *NOT* a rate increase, but simply updated projections from a prior rate filing.","2021-10-01T00:00:00.000","0.0","*filed*","Long Term Care","0.0"
"American General Life Insurance Company","Form 64028-IA  -- the IID and INS negotiated this rate filing from 25% as originally filed down to 17.9% in year 1 followed by 6% in year 2","2022-01-01T00:00:00.000","0.179","Yes","Long Term Care","0.25"
"Provident Life and Accident Insurance Company","Forms RLTC03, RLTCO03, LTC03, LTCP03 & LTCT0 -- this is the NAIC's Multi-State review and the Iowa review.  IID/INS negotiated this to 17.9% for Y1 & 17.9% for Y2 (lifetime benefits)  For limited benefits, 17.9% for Y1 & 10.26% for Y2","2022-01-01T00:00:00.000","0.179","Yes","Long Term Care","1.36"
"Avera Health Plans","All ACA small group products","2022-01-01T00:00:00.000","-0.011","Yes","ACA Small Group","-0.011"
"UNUM Life Insurance Company of America","Forms LTC94, LTC94Q et al -- this is NOT a rate increase filing, but rather updated projections related to a previous filing.","2021-09-22T00:00:00.000","0.0","was *filed*","Long Term Care","0.0"
"Metropolitan Life Insurance Company","1LTC-97 & 2LTC-97 -- this is NOT a rate increase filing, but rather updated projections related to a previous filing.","2021-09-20T00:00:00.000","0.0","was *filed*","Long Term Care","0.0"
"SILAC Insurance Company","Forms 2002, 2002, 2002+, 2002(97), 2002+(97)  -- The IID and INS modified this proposal from 69.70% (as originally filed) down to 17.90% in year 1 followed by 10.26% in year 2.","2022-01-01T00:00:00.000","0.179","Yes","Long Term Care","0.697"
"Wellmark Health Plan of Iowa","All ACA individual products","2022-01-01T00:00:00.000","0.111","Yes","ACA Individual","0.111"
"Medica Insurance Company","All ACA individual products -- the actual increase is 0.09% (just under 1/10 of 1%), however, we're recording this as 0% to avoid confusion with 9%.  It is CLOSE to a 0% increase.","2022-01-01T00:00:00.000","0.0","Yes","ACA Individual","0.0"
"Medica Insurance Company","All ACA individual products -- the rate change is approximately -2/3 of 1%.","2022-01-01T00:00:00.000","-0.007","Yes","ACA Small Group","-0.007"
"UnitedHealthcare Insurance Company","All ACA small group products","2022-01-01T00:00:00.000","0.119","Yes","ACA Small Group","0.119"
"Quartz Health Plan Corporation","All ACA small group products","2022-01-01T00:00:00.000","-0.014","Yes","ACA Small Group","-0.014"
"UnitedHealthcare Plan of the River Valley","All ACA small group products -- IID negotiated the increase from 12.50% down to 8.20% based on several concerns","2022-01-01T00:00:00.000","0.082","Yes","ACA Small Group","0.125"
"Golden Rule Insurance Company","Association Group | 
NGF_Transitional | Pre-ACA |
FACT Generation 1-27 -- IID negotiated the increase from 25.00% down to 9.5% based on several concerns","2022-01-01T00:00:00.000","0.095","Yes","Major Medical","0.25"
"John Alden Life Insurance Company","Form  J-5762-P-IA, J-5762-R1, J-5875-P-IA (Q)&(NQ), J-5875-R1 (Q), J-5875-R2 (Q), J-5875-R3 (Q) -- The IID and IND modified this proposal down to 17.9% for year 1 followed by 17.9% for year 2.","2021-10-01T00:00:00.000","0.179","Yes","Long Term Care","0.728"
"Wellmark Health Plan of Iowa","pre-ACA individual products","2022-01-01T00:00:00.000","0.1","Yes","Major Medical","0.1"
"Wellmark Blue Cross Blue Shield of Iowa","Wellmark pre-ACA Pools III, IV, V, Blue Transitions, Farm Bureau Pools I, II, III, IV, V, and other misc pools.  (5.9% on Direct Pay,  3.6% on Farm Bureau Pools and 3.6% for the 513C basic and standard plans","2022-01-01T00:00:00.000","0.047","Yes","Major Medical","0.047"
"Oscar Insurance Company","All ACA individual products","2022-01-01T00:00:00.000","-0.091","Yes","ACA Individual","-0.091"
"Aetna Health of Iowa","All ACA small group products","2022-01-01T00:00:00.000","-0.037","Yes","ACA Small Group","-0.037"
"Wellmark Blue Cross Blue Shield of Iowa","All ACA small group products","2022-01-01T00:00:00.000","0.017","Yes","ACA Small Group","0.017"
"Aetna Life Insurance Company","All ACA small group products","2022-01-01T00:00:00.000","-0.024","Yes","ACA Small Group","-0.024"
"Wellmark Health Plan of Iowa","All ACA small group products","2022-01-01T00:00:00.000","0.014","Yes","ACA Small Group","0.014"
"Health Alliance Midwest","All ACA small group products","2022-01-01T00:00:00.000","0.081","Yes","ACA Small Group","0.081"
"Sanford Health Plan","All ACA small group products","2022-01-01T00:00:00.000","0.038","Yes","ACA Small Group","0.038"
"Medical Associates Health Plans","All ACA small group products -- Note -- the actual increase is 0.27%, i.e., 1/4 of 1%.  However, we are recording this as 0% to avoid confusion with 27%.","2022-01-01T00:00:00.000","0.0","Yes","ACA Small Group","0.0"
"HealthPartners UnityPoint Health, Inc.","All ACA small group products -- these are new products from a new insurance company into the market for the 1st time in 2022","2022-01-01T00:00:00.000","0.0","Yes","ACA Small Group","0.0"
"Wellmark Health Plan of Iowa","Rate filing proposal applies to all pre-ACA compliant SG grandfathered and transitional business with effective renewal dates of 1/01/2022, 2/01/2022 and 3/01/2022","2022-01-01T00:00:00.000","0.08","Yes","Small Group","0.08"
"Wellmark Blue Cross Blue Shield of Iowa","Rate filing proposal applies to all pre-ACA compliant SG grandfathered and transitional business with effective renewal dates of 1/01/2022, 2/01/2022 and 3/01/2022","2022-01-01T00:00:00.000","0.08","Yes","Small Group","0.08"
"Catholic Order of Foresters","FCLTC-IA -- IID and INS modifided this proposal from 45.32% down to 17% based upon several considerations","2021-11-01T00:00:00.000","0.17","Yes","Long Term Care","0.453"
"Genworth Life Insurance Company","Form 7000 PCS I with lifetime benefits || IID & INS modified this proposal down to 17.9% for years 1, 2, and 3","2021-11-01T00:00:00.000","0.179","Yes","Long Term Care","0.926"
"Genworth Life Insurance Company","Form 7000 PCS I with limited benefits ||  IID & INS modified this proposal down to 12.9% for years 1 and 2 followed by 12.8% for year 3","2021-11-01T00:00:00.000","0.179","Yes","Long Term Care","0.926"
"Genworth Life Insurance Company","Form 7046 POL-IA 11/10 || (IID/INS mod to 17.9% for Y1 x 10.2% for Y2)","2021-11-01T00:00:00.000","0.179","Yes","Long Term Care","0.651"
"Genworth Life Insurance Company","Form 7052 et al || (IID/IND mod to 17.9% for year 1 followed by 17.9% for year 2)","2021-11-01T00:00:00.000","0.179","Yes","Long Term Care","0.663"
"Genworth Life Insurance Company","Form series - 7042, 7044, 7042REV and 7044REV --------- Non-AARP polices only -- (IID/IND mod to 17.9% for year 1 followed by 17.9% for year 2)","2021-11-01T00:00:00.000","0.179","Yes","Long Term Care","0.48"
"Genworth Life Insurance Company","Form series - 7042, 7044, 7042REV and 7044REV ---------AARP polices only (IID/IND mod to 17.9% for year 1 followed by 17.9% for year 2)","2021-11-01T00:00:00.000","0.179","Yes","Long Term Care","0.495"
"Genworth Life Insurance Company","Forms 5000, 6484 Pre-PCS I with lifetime benefits  || IID and INS modified this proposal from 39.3% (0% min to 104% max) down to  17.9% in year 1 followed by 10.2% in year 2","2021-11-01T00:00:00.000","0.179","Yes","Long Term Care","0.393"
"Continental General Insurance Company","Forms L-6000 and LTC-020201 -- This is NOT a rate increase, but rather updated projections related to a previous filing","2021-07-28T00:00:00.000","0.0","Yes","Long Term Care","0.0"
"Continental Casualty Company","Form P1-15203-A14 et al -- The IID & INS modified this porposal from 63.9% (as originally filed) down to  17.9% for year 1 followed by 10.26% for year 2 ~29.1% over 2-years  (Some year 2 cells [LTC1]  are less than 10.26% thus producing < 30% over 2-years","2021-10-01T00:00:00.000","0.179","Yes","Long Term Care","0.639"
"Continental Casualty Company","Form P1-15203-A14 et al -- The IID and INS modified this porposal from 165% (as originally filed) down to  17.9% for year 1 followed by 10.26% for year 2 = 30% over 2-years","2021-10-01T00:00:00.000","0.179","Yes","Long Term Care","1.65"
"CMFG Life Insurance Company","Forms 2006-LTC-COMP(IA) -- This is NOT a rate increase, but rather updated projections related to a previous filing","2021-07-16T00:00:00.000","0.0","Yes","Long Term Care","0.0"
"Philadelphia American Life Insurance Company","Hospital Indemnity - Form H-0224.IA et al","2021-06-01T00:00:00.000","0.101","Yes","Hospital Indemnity","0.101"
"Freedom Life Insurance Company of America","Grandfathered + NGF Transitional_Association | HDHP-06 | GF AG Ind Maj Med","2022-01-01T00:00:00.000","0.054","Yes","Major Medical","0.054"
"Metropolitan Life Insurance Company","Updated projection ONLY -- not a rate increase -- Similar to the extraterritorial rate increases on policies residing in Iowa on groups sitused in another state -- Rate  jurisdiction belongs to the issuing state for group policies.","2021-06-28T00:00:00.000","0.0","*filed*","Long Term Care","0.0"
"State Farm Mutual Automobile Insurance Company","Form 97045IA.1  -- limited max cells to 30% spread over 2-years, i.e., max 17.9% in year 1  followed by max 10.26% in year 2.  This reduces the overall 2-year incrase from 18.8% down to 17.4%.  Orig max cells were 34% but with IID mod the max is 17.9%","2021-09-01T00:00:00.000","0.174","Yes","Long Term Care","0.188"
"Prudential Insurance Company of America","Group LTC 83500 BFW 5005,
GRP 83500 COV 5022 
This is NOT a rate increase, but rather updated projections related to previous filings","2021-06-08T00:00:00.000","0.0","*filed*","Long Term Care","0.0"
"Prudential Insurance Company of America","Individual LTC 
ILTC-1 - ILTC-2 - ILTC-3 - ILTC-3R
This is NOT a rate increase, but rather updated projections related to previous filings","2021-06-08T00:00:00.000","0.0","*filed*","Long Term Care","0.0"
"Metropolitan Life Insurance Company","LTC-E.02 Ed.11-91 -- this is *NOT* a rate increase, but simply updated projections from a prior rate filing.","2021-05-28T00:00:00.000","0.0","Yes","Long Term Care","0.0"
"Metropolitan Life Insurance Company","TCL-LTC.04(IA) Ed. 4/00 -- this is *NOT* a rate increase, but simply updated projections from a prior rate filing.","2021-05-28T00:00:00.000","0.0","Yes","Long Term Care","0.0"
"Metropolitan Life Insurance Company","Form LTC2-FAC-IA (VIP2_Old), LTC2-VAL-IA, LTC2-IDEAL-IA, LTC2-PREM-IA -- this is *NOT* a rate increase, but simply updated projections from a prior rate filing.","2021-05-27T00:00:00.000","0.0","Yes","Long Term Care","0.0"
"Metropolitan Life Insurance Company","Form LTC-FAC-IA (VIP1), LTC-VAL-IA, LTC-IDEAL-IA, LTC-PREM-I A -- this is *NOT* a rate increase, but simply updated projections from a prior rate filing.","2021-05-27T00:00:00.000","0.0","Yes","Long Term Care","0.0"
"Wellmark Health Plan of Iowa","Rate filing proposal applies to all pre-ACA compliant SG grandfathered and transitional business with effective renewal dates of 10/1/2021, 11/1/2021, and 12/1/2021","2021-10-01T00:00:00.000","0.08","Yes","Small Group","0.08"
"Wellmark Blue Cross Blue Shield of Iowa","Rate filing proposal applies to all pre-ACA compliant SG grandfathered and transitional business with effective renewal dates of 10/1/2021, 11/1/2021, and 12/1/2021","2021-10-01T00:00:00.000","0.07","Yes","Small Group","0.07"
"Metropolitan Life Insurance Company","3 rate filings for group long term care -- sitused in Washington D.C. -- IID has no authority and will accept D.C. rates.","2022-01-01T00:00:00.000","0.1","*filed*","Long Term Care","0.1"
"Berkshire Life Insurance Company of America","Form BG01P(06/04)-IA  -- IID and INS modified this proposal 27.73% as filed down to 15%","2021-07-01T00:00:00.000","0.15","Yes","Long Term Care","0.277"
"Metropolitan Life Insurance Company","Form LTC2007-IA -- IA_LTC2007-IA -- LSAnew_rates (IID and INS modified the proposal to 17.9% (on 69 Iowa policies)","2021-07-01T00:00:00.000","0.179","Yes","Long Term Care","0.586"
"American Fidelity Assurance Company","PSI NCC (4/99) IA, PSI QCC (4/99) IA, PSI NTLC (4/99) IA, PSI QLTC (4/99) IA =>> IID & INS modifed the proposal to 17.9% in year 1 followed by 10.26% in year 2 (lifetime benefit only) -- This includes a 5-year rate guarantee.","2021-06-01T00:00:00.000","0.179","Yes","Long Term Care","0.336"
"Transamerica Life Insurance Company","GP001 796 (GC001 796) -- IID & INS modified this proposal to 17.90% for Y1  x 12.45% for Y2 with a 7.5 year guarantee","2021-06-01T00:00:00.000","0.179","Yes","Long Term Care","0.3"
"Transamerica Life Insurance Company","IP-70-IA-494, et al  -- IID & INS modified this proposal to 17.90% for Y1  x 12.45% for Y2 with a 7.5 year guarantee","2021-06-01T00:00:00.000","0.179","Yes","Long Term Care","0.3"
"Transamerica Life Insurance Company","ML-LTCP TQ (IA) 197, IP-70-IA-494, et al  -- IID & INS modified this proposal to 17.90% for Y1  x 12.45% for Y2 with a 7.5 year guarantee","2021-06-01T00:00:00.000","0.179","Yes","Long Term Care","0.3"
"Guardian Life Insurance Company of America (The)","Group Hospital Indenmity -- policy form GP-1-HI-15 -- CERT GC-HI-15","2021-05-01T00:00:00.000","-0.046","Yes","Group Hospital Indemnity","-0.046"
"American National Insurance Company","KMMT, KMM92, KM95, et al -- IID negotiated the increase from 6.00% down to 0.00% based on several concerns","2021-02-23T00:00:00.000","0.0","Yes","Hospital Surgical","0.06"
"Wellmark Health Plan of Iowa","Rate filing proposal applies to all pre-ACA compliant SG grandfathered and transitional business with effective renewal dates of 7/1/2021, 8/1/2021, and 9/1/2021","2021-07-01T00:00:00.000","0.08","Yes","Small Group","0.08"
