"federal_fiscal_year","case_id","gender","minority","hispanic","age_group","age_at_application","referral_source","veteran","closure_reason_description","employment_status_description","soc_code","occupational_title","closure_hours_worked_per_week","closure_weekly_earnings","hourly_wage","monthly_earnings","annual_earnings"
"2012","1840","Male","Non-Minority","Hispanic-No","Non-Transition","36","Self-referral","No","Achieved employment outcome","Employment without Supports","15-2011.00","Human Resources Assistant","40","602","15.05","2408.00","31304.00"
"2012","1840","Male","Non-Minority","Hispanic-No","Non-Transition","36","Self-referral","No","Achieved employment outcome","Employment without Supports","43-4161.00","Human Resources Assistant","40","602","15.05","2408.00","31304.00"
"2012","2246","Female","Minority","Hispanic-No","Transition","18","Self-referral","No","Achieved employment outcome","Employment without Supports","25-2022.00","Teacher","26","615","23.65","2460.00","31980.00"
"2012","2347","Male","Non-Minority","Hispanic-No","Transition","17","Transition","No","Achieved employment outcome","Business Enterprise Program (BEP)","15-1021.00","Musician and Singer/Job Retention","8","60","7.50","240.00","3120.00"
"2012","2347","Male","Non-Minority","Hispanic-No","Transition","17","Transition","No","Achieved employment outcome","Self-employment (except BEP)","27-2042.01","Musician and Singer/Job Retention","8","60","7.50","240.00","3120.00"
"2012","2471","Male","Non-Minority","Hispanic-No","Non-Transition","62","Ophthalmologist/Optometrist","NO","Achieved employment outcome","Homemaker","43-5061.00","Homemaker","0","0","0.00","0.00","0.00"
"2012","2471","Male","Non-Minority","Hispanic-No","Non-Transition","62","Ophthalmologist/Optometrist","NO","Achieved employment outcome","Homemaker","599999","Homemaker","0","0","0.00","0.00","0.00"
"2012","2716","Female","Minority","Hispanic-No","Non-Transition","39","Self-referral","No","Achieved employment outcome","Employment without Supports","25-9041.00","Food Service Attendant","8","64","8.00","256.00","3328.00"
"2012","2716","Female","Minority","Hispanic-No","Non-Transition","39","Self-referral","No","Achieved employment outcome","Employment without Supports","35-3022.00","Food Service Attendant","8","64","8.00","256.00","3328.00"
"2012","2729","Female","Minority","Hispanic-No","Transition","17","Education Elementary/Secondary","No","Achieved employment outcome","Employment without Supports","25-2031.00","Retention: Photocopy Technician","40","320","8.00","1280.00","16640.00"
"2012","2729","Female","Minority","Hispanic-No","Transition","17","Education Elementary/Secondary","No","Achieved employment outcome","Employment without Supports","41-9099.00","Retention: Photocopy Technician","40","320","8.00","1280.00","16640.00"
"2012","2729","Female","Minority","Hispanic-No","Transition","17","Education Elementary/Secondary","No","Achieved employment outcome","Employment without Supports","43-9081.00","Retention: Photocopy Technician","40","320","8.00","1280.00","16640.00"
"2012","2779","Male","Non-Minority","Hispanic-No","Non-Transition","25","Self-referral","No","Achieved employment outcome","Employment without Supports","15-1041.00","Desktop/Network Support","40","920","23.00","3680.00","47840.00"
"2012","2805","Female","Non-Minority","Hispanic-No","Transition","17","Family member or friend","NO","Achieved employment outcome","Employment with Supports","0","Stock Clerk","12","87","7.25","348.00","4524.00"
"2012","2805","Female","Non-Minority","Hispanic-No","Transition","17","Family member or friend","NO","Achieved employment outcome","Employment with Supports","43-5081.00","Stock Clerk","12","87","7.25","348.00","4524.00"
"2012","2805","Female","Non-Minority","Hispanic-No","Transition","17","Family member or friend","NO","Achieved employment outcome","Employment with Supports","51-2092.00","Stock Clerk","12","87","7.25","348.00","4524.00"
"2012","2805","Female","Non-Minority","Hispanic-No","Transition","17","Family member or friend","NO","Achieved employment outcome","Employment with Supports","51-9199.99","Stock Clerk","12","87","7.25","348.00","4524.00"
"2012","2819","Male","Non-Minority","Hispanic-No","Non-Transition","36","Self-referral","NO","Achieved employment outcome","Homemaker","11-1021.00","Homemaker","0","0","0.00","0.00","0.00"
"2012","2835","Male","Minority","Hispanic-No","Non-Transition","47","Self-referral","No","Achieved employment outcome","Self-employment (except BEP)","35-2013.00","Food Preparation Workers, Self Employed","10","200","20.00","800.00","10400.00"
"2012","2835","Male","Minority","Hispanic-No","Non-Transition","47","Self-referral","No","Achieved employment outcome","Self-employment (except BEP)","35-2021.00","Food Preparation Workers, Self Employed","10","200","20.00","800.00","10400.00"
"2012","2906","Male","Non-Minority","Hispanic-No","Non-Transition","56","Self-referral","No","Achieved employment outcome","Business Enterprise Program (BEP)","21-1019.99","BEP Vendor","40","932","23.30","3728.00","48464.00"
"2012","2906","Male","Non-Minority","Hispanic-No","Non-Transition","56","Self-referral","No","Achieved employment outcome","Business Enterprise Program (BEP)","999999","BEP Vendor","40","932","23.30","3728.00","48464.00"
"2012","2960","Male","Non-Minority","Hispanic-No","Non-Transition","58","Self-referral","No","Achieved employment outcome","Employment without Supports","23-1011.00","Lawyer","40","2083","52.08","8332.00","108316.00"
"2012","2987","Male","Non-Minority","Hispanic-No","Non-Transition","38","Self-referral","No","Achieved employment outcome","Employment without Supports","41-9041.00","Customer Service Representative","30","255","8.50","1020.00","13260.00"
"2012","3378","Male","Non-Minority","Hispanic-No","Transition","20","Self-referral","No","Achieved employment outcome","Employment without Supports","19-3039.99","Cleaner","25","398","15.92","1592.00","20696.00"
"2012","3378","Male","Non-Minority","Hispanic-No","Transition","20","Self-referral","No","Achieved employment outcome","Employment without Supports","37-2011.00","Cleaner","25","398","15.92","1592.00","20696.00"
"2012","3378","Male","Non-Minority","Hispanic-No","Transition","20","Self-referral","No","Achieved employment outcome","Employment without Supports","53-7062.00","Cleaner","25","398","15.92","1592.00","20696.00"
"2012","3381","Female","Non-Minority","Hispanic-No","Non-Transition","62","Self-referral","No","Achieved employment outcome","Homemaker","599999","Homemaker","0","0","0.00","0.00","0.00"
"2012","3484","Male","Non-Minority","Hispanic-No","Non-Transition","66","One-Stop Employment","No","Achieved employment outcome","Homemaker","37-2011.00","Homemaker","0","0","0.00","0.00","0.00"
"2012","3484","Male","Non-Minority","Hispanic-No","Non-Transition","66","One-Stop Employment","No","Achieved employment outcome","Homemaker","599999","Homemaker","0","0","0.00","0.00","0.00"
"2012","3490","Female","Non-Minority","Hispanic-No","Non-Transition","52","Self-referral","No","Achieved employment outcome","Self-employment (except BEP)","13-2081.00","Interpreters and Translators","35","437","12.49","1748.00","22724.00"
"2012","3490","Female","Non-Minority","Hispanic-No","Non-Transition","52","Self-referral","No","Achieved employment outcome","Self-employment (except BEP)","27-3091.00","Interpreters and Translators","35","437","12.49","1748.00","22724.00"
"2012","3490","Female","Non-Minority","Hispanic-No","Non-Transition","52","Self-referral","No","Achieved employment outcome","Self-employment (except BEP)","43-2011.00","Interpreters and Translators","35","437","12.49","1748.00","22724.00"
"2012","3554","Male","Non-Minority","Hispanic-No","Non-Transition","46","Self-referral","Yes","Achieved employment outcome","Self-employment (except BEP)","37-2012.00","Gunsmith-self employment","34","251","7.38","1004.00","13052.00"
"2012","3554","Male","Non-Minority","Hispanic-No","Non-Transition","46","Self-referral","Yes","Achieved employment outcome","Self-employment (except BEP)","51-9022.00","Gunsmith-self employment","34","251","7.38","1004.00","13052.00"
"2012","3578","Female","Non-Minority","Hispanic-No","Non-Transition","51","VR Counselor or other Agency staff","No","Achieved employment outcome","Employment without Supports","21-1099.00","Supported Community Living Provider/Job Retention","24","396","16.50","1584.00","20592.00"
"2012","3579","Male","Non-Minority","Hispanic-No","Non-Transition","41","VR Counselor or other Agency staff","No","Achieved employment outcome","Employment with Supports","45-5081.00","Stock Clerk and Order Filler","24","180","7.50","720.00","9360.00"
"2012","3714","Female","Non-Minority","Hispanic-No","Non-Transition","58","Self-referral","No","Achieved employment outcome","Homemaker","43-9021.00","Homemaker","0","0","0.00","0.00","0.00"
"2012","3714","Female","Non-Minority","Hispanic-No","Non-Transition","58","Self-referral","No","Achieved employment outcome","Homemaker","599999","Homemaker","0","0","0.00","0.00","0.00"
"2012","3721","Male","Non-Minority","Hispanic-No","Non-Transition","26","Self-referral","No","Achieved employment outcome","Employment without Supports","23-1011.00","Judicial Law Clerk","40","865","21.63","3460.00","44980.00"
"2012","3721","Male","Non-Minority","Hispanic-No","Non-Transition","26","Self-referral","No","Achieved employment outcome","Employment without Supports","23-2092.00","Judicial Law Clerk","40","865","21.63","3460.00","44980.00"
"2012","3810","Female","Non-Minority","Hispanic-No","Non-Transition","50","Self-referral","No","Achieved employment outcome","Homemaker","599999","Homemaker","0","0","0.00","0.00","0.00"
"2012","3867","Male","Non-Minority","Hispanic-No","Non-Transition","29","Self-referral","No","Achieved employment outcome","Employment without Supports","21-1023.00","Substance Abuse Social Worker/Job Retention","40","813","20.33","3252.00","42276.00"
"2012","3880","Female","Non-Minority","Hispanic-No","Non-Transition","34","Self-referral","NO","Achieved employment outcome","Employment without Supports","35-3041.00","Food Service Worker","25","260","10.40","1040.00","13520.00"
"2012","3904","Female","Non-Minority","Hispanic-No","Non-Transition","49","Self-referral","No","Achieved employment outcome","Employment without Supports","21-1051.00","VR Counselor / Job Retention","40","970","24.25","3880.00","50440.00"
"2012","3919","Male","Non-Minority","Hispanic-No","Non-Transition","67","Self-referral","No","Achieved employment outcome","Employment without Supports","0","Maintenance Worker","32","368","11.50","1472.00","19136.00"
"2012","3919","Male","Non-Minority","Hispanic-No","Non-Transition","67","Self-referral","No","Achieved employment outcome","Employment without Supports","41-1011.00","Maintenance Worker","32","368","11.50","1472.00","19136.00"
"2012","3919","Male","Non-Minority","Hispanic-No","Non-Transition","67","Self-referral","No","Achieved employment outcome","Employment without Supports","49-9071.00","Maintenance Worker","32","368","11.50","1472.00","19136.00"
"2012","3936","Male","Non-Minority","Hispanic-No","Non-Transition","61","Self-referral","No","Achieved employment outcome","Employment without Supports","25-1121.00","Music Professor - Job Retention","14","410","29.29","1640.00","21320.00"
"2012","4003","Female","Non-Minority","Hispanic-No","Non-Transition","48","Self-referral","No","Achieved employment outcome","Employment without Supports","31-9099.99","Supported Living Technician","38","440","11.58","1760.00","22880.00"
"2012","4006","Female","Non-Minority","Hispanic-No","Non-Transition","33","Self-referral","No","Achieved employment outcome","Employment without Supports","21-1014.00","Job Retention/Mental Health Counselor","40","800","20.00","3200.00","41600.00"
"2012","4031","Male","Non-Minority","Hispanic-No","Non-Transition","57","Self-referral","No","Achieved employment outcome","Employment without Supports","21-2011.00","Clergy/Job Retention","40","885","22.13","3540.00","46020.00"
"2012","4038","Male","Non-Minority","Hispanic-No","Non-Transition","43","Self-referral","No","Achieved employment outcome","Homemaker","599999","Homemaker","0","0","0.00","0.00","0.00"
"2012","4063","Female","Non-Minority","Hispanic-No","Non-Transition","79","Other sources","NO","Achieved employment outcome","Homemaker","599999","Homemaker","0","0","0.00","0.00","0.00"
"2012","4070","Male","Non-Minority","Hispanic-No","Non-Transition","51","Self-referral","No","Achieved employment outcome","Employment without Supports","25-4031.00","Retention: Library Machines Manager","40","574","14.35","2296.00","29848.00"
"2012","4070","Male","Non-Minority","Hispanic-No","Non-Transition","51","Self-referral","No","Achieved employment outcome","Employment without Supports","43-4051.00","Retention: Library Machines Manager","40","574","14.35","2296.00","29848.00"
"2012","4136","Female","Non-Minority","Hispanic-No","Non-Transition","45","Self-referral","NO","Achieved employment outcome","Employment without Supports","21-1099.00","Office Clerk, General / Job Retention","40","691","17.28","2764.00","35932.00"
"2012","4136","Female","Non-Minority","Hispanic-No","Non-Transition","45","Self-referral","NO","Achieved employment outcome","Employment without Supports","43-9061.00","Office Clerk, General / Job Retention","40","691","17.28","2764.00","35932.00"
"2012","4198","Male","Non-Minority","Hispanic-No","Non-Transition","68","Self-referral","No","Achieved employment outcome","Employment without Supports","27-3041.00","Retention: Publisher","40","500","12.50","2000.00","26000.00"
"2012","4236","Male","Non-Minority","Hispanic-No","Non-Transition","37","Self-referral","No","Achieved employment outcome","Employment without Supports","49-9099.00","Building Maintenance","40","850","21.25","3400.00","44200.00"
"2012","4277","Female","Non-Minority","Hispanic-No","Non-Transition","44","Self-referral","NO","Achieved employment outcome","Employment without Supports","35-1012.00","Kitchen Supervisor/Job Retention","10","88","8.80","352.00","4576.00"
"2012","4286","Male","Non-Minority","Hispanic-No","Non-Transition","52","Self-referral","No","Achieved employment outcome","Self-employment (except BEP)","21-1014.00","Mental Health Counselor-Maintain employment","40","935","23.38","3740.00","48620.00"
"2012","4301","Male","Non-Minority","Hispanic-No","Non-Transition","32","Self-referral","NO","Achieved employment outcome","Employment without Supports","43-5032.00","Dispatcher/Job Retention","40","865","21.63","3460.00","44980.00"
"2012","4301","Male","Non-Minority","Hispanic-No","Non-Transition","32","Self-referral","NO","Achieved employment outcome","Employment without Supports","599999","Dispatcher/Job Retention","40","865","21.63","3460.00","44980.00"
"2012","4312","Male","Non-Minority","Hispanic-No","Non-Transition","49","Self-referral","No","Achieved employment outcome","Self-employment (except BEP)","23-1011.00","Attorney","25","625","25.00","2500.00","32500.00"
"2012","4364","Female","Non-Minority","Hispanic-No","Non-Transition","59","Self-referral","No","Achieved employment outcome","Employment without Supports","27-3042.00","Technical Analyst","15","525","35.00","2100.00","27300.00"
"2012","4387","Male","Non-Minority","Hispanic-No","Non-Transition","45","Self-referral","No","Achieved employment outcome","Employment without Supports","36-9011.00","Dining Room and Cafeteria Attendent","25","238","9.52","952.00","12376.00"
"2012","4387","Male","Non-Minority","Hispanic-No","Non-Transition","45","Self-referral","No","Achieved employment outcome","Employment without Supports","41-2022.00","Dining Room and Cafeteria Attendent","25","238","9.52","952.00","12376.00"
"2012","4400","Female","Non-Minority","Hispanic-No","Non-Transition","53","VR Counselor or other Agency staff","No","Achieved employment outcome","Employment without Supports","35-9021.00","Dishwasher","23","195","8.48","780.00","10140.00"
"2012","4400","Female","Non-Minority","Hispanic-No","Non-Transition","53","VR Counselor or other Agency staff","No","Achieved employment outcome","Employment without Supports","43-5771.00","Dishwasher","23","195","8.48","780.00","10140.00"
"2012","4462","Male","Non-Minority","Hispanic-No","Non-Transition","57","Ophthalmologist/Optometrist","No","Achieved employment outcome","Employment without Supports","49-9042.00","Retention: Maintenance Technician","40","640","16.00","2560.00","33280.00"
"2012","4509","Male","Non-Minority","Hispanic-No","Non-Transition","50","Self-referral","No","Achieved employment outcome","Employment without Supports","21-2011.00","Missionary (Clergy)  Job Retention","40","1057","26.43","4228.00","54964.00"
"2012","4511","Male","Non-Minority","Hispanic-No","Non-Transition","69","Self-referral","No","Achieved employment outcome","Homemaker","599999","Homemaker","0","0","0.00","0.00","0.00"
"2012","4554","Female","Non-Minority","Hispanic-No","Non-Transition","73","Self-referral","No","Achieved employment outcome","Homemaker","599999","Homemaker","0","0","0.00","0.00","0.00"
"2012","4593","Female","Non-Minority","Hispanic","Non-Transition","36","Self-referral","No","Achieved employment outcome","Homemaker","51-2099.00","Homemaker","0","0","0.00","0.00","0.00"
"2012","4593","Female","Non-Minority","Hispanic","Non-Transition","36","Self-referral","No","Achieved employment outcome","Homemaker","599999","Homemaker","0","0","0.00","0.00","0.00"
"2012","4603","Male","Non-Minority","Hispanic-No","Non-Transition","50","Self-referral","No","Achieved employment outcome","Business Enterprise Program (BEP)","11-9051.00","BEP Manager","40","1000","25.00","4000.00","52000.00"
"2012","4607","Male","Non-Minority","Hispanic-No","Non-Transition","43","Self-referral","No","Achieved employment outcome","Employment without Supports","13-2072.00","Mortgage Consultant","40","3750","93.75","15000.00","195000.00"
"2012","4627","Female","Non-Minority","Hispanic-No","Non-Transition","84","Family member or friend","No","Achieved employment outcome","Employment without Supports","43-6014.00","Administrative Assistant","25","182","7.28","728.00","9464.00"
"2012","4651","Male","Minority","Hispanic-No","Non-Transition","68","Self-referral","Yes","Achieved employment outcome","Employment without Supports","37-1011.00","School Custodian","15","201","13.40","804.00","10452.00"
"2012","4723","Male","Non-Minority","Hispanic-No","Non-Transition","43","Self-referral","No","Achieved employment outcome","Employment without Supports","47-2061.00","Power Plant Engineer II / Job Retention","40","778","19.45","3112.00","40456.00"
"2012","4849","Male","Non-Minority","Hispanic-No","Non-Transition","28","Self-referral","No","Achieved employment outcome","Employment without Supports","11-9141.00","Real Estate Sales and Leasing Agent","40","1250","31.25","5000.00","65000.00"
"2012","4858","Male","Minority","Hispanic-No","Non-Transition","53","Self-referral","No","Achieved employment outcome","Employment without Supports","21-1029.99","Social Worker / Job Retention","40","903","22.58","3612.00","46956.00"
"2012","4872","Female","Non-Minority","Hispanic-No","Non-Transition","59","Self-referral","No","Achieved employment outcome","Employment without Supports","43-3031.00","Accountant","40","1600","40.00","6400.00","83200.00"
"2012","4889","Male","Non-Minority","Hispanic-No","Non-Transition","56","Self-referral","No","Achieved employment outcome","Employment without Supports","25-2022.00","Middle School Teacher / Job Retention","40","865","21.63","3460.00","44980.00"
"2012","4890","Female","Non-Minority","Hispanic-No","Non-Transition","80","Ophthalmologist/Optometrist","No","Achieved employment outcome","Employment without Supports","43-3031.00","Accounts Payable","40","522","13.05","2088.00","27144.00"
"2012","4924","Male","Non-Minority","Hispanic-No","Non-Transition","58","Ophthalmologist/Optometrist","No","Achieved employment outcome","Employment without Supports","11-1021.00","Golf course superintendent","40","962","24.05","3848.00","50024.00"
"2012","4946","Male","Non-Minority","Hispanic-No","Non-Transition","43","Self-referral","No","Achieved employment outcome","Employment without Supports","43-4081.00","Hotel Motel and Resort Desk Clerk","40","375","9.38","1500.00","19500.00"
"2012","4955","Female","Non-Minority","Hispanic-No","Non-Transition","68","Self-referral","No","Achieved employment outcome","Employment without Supports","43-4121.00","Library Assistant","20","145","7.25","580.00","7540.00"
"2012","4956","Male","Non-Minority","Hispanic-No","Non-Transition","68","Self-referral","Yes","Achieved employment outcome","Employment without Supports","37-2011.00","Janitor","40","375","9.38","1500.00","19500.00"
"2012","4975","Male","Non-Minority","Hispanic-No","Non-Transition","34","Other sources","No","Achieved employment outcome","Employment without Supports","43-4051.00","Call Center Representative","40","460","11.50","1840.00","23920.00"
"2012","5057","Male","Non-Minority","Hispanic-No","Non-Transition","64","Self-referral","No","Achieved employment outcome","Employment without Supports","0","Telemarketer","40","360","9.00","1440.00","18720.00"
"2012","5057","Male","Non-Minority","Hispanic-No","Non-Transition","64","Self-referral","No","Achieved employment outcome","Employment without Supports","41-9041.00","Telemarketer","40","360","9.00","1440.00","18720.00"
"2012","5070","Female","Non-Minority","Hispanic-No","Non-Transition","25","Self-referral","No","Achieved employment outcome","Employment without Supports","43-4121.00","Library Assistant","40","316","7.90","1264.00","16432.00"
"2012","5120","Male","Non-Minority","Hispanic-No","Non-Transition","61","Self-referral","No","Achieved employment outcome","Employment without Supports","11-9151.00","Associate Director","36","871","24.19","3484.00","45292.00"
"2012","5144","Female","Non-Minority","Hispanic-No","Non-Transition","54","Self-referral","NO","Achieved employment outcome","Employment without Supports","41-9041.00","Telemarketer / Job Retention","40","745","18.63","2980.00","38740.00"
"2012","5152","Male","Non-Minority","Hispanic-No","Non-Transition","41","Self-referral","No","Achieved employment outcome","Employment without Supports","11-2022.00","Merchandise Sales Manager/Job Retention","40","600","15.00","2400.00","31200.00"
"2012","5157","Male","Non-Minority","Hispanic-No","Non-Transition","56","Self-referral","No","Achieved employment outcome","Employment without Supports","37-2011.00","Building Maintenance","20","228","11.40","912.00","11856.00"
"2012","5205","Male","Non-Minority","Hispanic-No","Non-Transition","33","Self-referral","No","Achieved employment outcome","Employment without Supports","43-5071.00","Receiver","35","322","9.20","1288.00","16744.00"
"2012","5268","Female","Non-Minority","Hispanic-No","Non-Transition","28","Self-referral","NO","Achieved employment outcome","Employment without Supports","25-3099.00","Math Instructor/Job Retention","40","979","24.48","3916.00","50908.00"
"2012","5283","Female","Non-Minority","Hispanic-No","Non-Transition","32","Self-referral","No","Achieved employment outcome","Employment with Supports","27-2041.01","Childrens Music Director / Supported Employment","19","140","7.37","560.00","7280.00"
"2012","5297","Male","Non-Minority","Hispanic-No","Non-Transition","75","Ophthalmologist/Optometrist","Yes","Achieved employment outcome","Self-employment (except BEP)","19-3011.00","Economic Developer","30","1125","37.50","4500.00","58500.00"
"2012","5299","Male","Minority","Hispanic-No","Non-Transition","56","Self-referral","NO","Achieved employment outcome","Employment without Supports","11-1021.00","Business Performance Improvement Consultant","40","1788","44.70","7152.00","92976.00"
"2012","5299","Male","Minority","Hispanic-No","Non-Transition","56","Self-referral","NO","Achieved employment outcome","Employment without Supports","13-1199.00","Business Performance Improvement Consultant","40","1788","44.70","7152.00","92976.00"
"2012","5336","Female","Non-Minority","Hispanic-No","Non-Transition","53","Self-referral","No","Achieved employment outcome","Employment without Supports","43-4051.00","Customer Service Representation/Job Retention","40","700","17.50","2800.00","36400.00"
"2012","5400","Male","Non-Minority","Hispanic-No","Non-Transition","55","Self-referral","NO","Achieved employment outcome","Self-employment (except BEP)","27-3011.00","Disc Jockey","25","200","8.00","800.00","10400.00"
"2013","46","Male","Non-Minority","Hispanic-No","Transition","17","Education Elementary/Secondary","No","Achieved employment outcome.","Not employed: Secondary Ed. Student","29-1066.00","Psychiatrist","40","3550","88.75","14200","184600"
"2013","630","Female","Non-Minority","Hispanic-No","Transition","17","Education Elementary/Secondary","No","Achieved employment outcome.","Not employed: Secondary Ed. Student","31-1011.00","Home Health Aide","40","360","9.00","1440","18720"
"2013","1172","Female","Non-Minority","Hispanic-No","Transition","15","Self-referral","No","Achieved employment outcome.","Employment without Supports","21-1019.00","Disabilities Consultant","40","779","19.48","3116","40508"
"2013","1664","Female","Non-Minority","Hispanic-No","Transition","15","Other sources","No","Achieved employment outcome.","Not employed: Secondary Ed. Student","13-1121.00","Meeting And Event Planner","40","600","15.00","2400","31200"
"2013","1695","Female","Non-Minority","Hispanic-No","Non-Transition","46","Community Rehabilitation Program","No","Achieved employment outcome.","Not employed: Other","21-1011.00","Substance Abuse Counselor","40","474","11.85","1896","24648"
"2013","2182","Male","Non-Minority","Hispanic-No","Transition","14","Education Elementary/Secondary","No","Achieved employment outcome.","Not employed: All other Students","15-1071.00","Network And Computer Systems Administrator","40","450","11.25","1800","23400"
"2013","2195","Male","Non-Minority","Hispanic-No","Non-Transition","62","Self-referral","No","Achieved employment outcome.","Employment without Supports","43-5081.01","Retention: Shelf Facer","6","50","8.33","200","2600"
"2013","2276","Female","Non-Minority","Hispanic-No","Transition","17","Community Rehabilitation Program","No","Achieved employment outcome.","Not employed: Secondary Ed. Student","11-2021.00","Marketing Coordinator","40","360","9.00","1440","18720"
"2013","2372","Male","Non-Minority","Hispanic-No","Transition","20","Transition","No","Achieved employment outcome.","Not employed: All other Students","25-2031.00","Secondary Education Teacher","38","355","9.34","1420","18460"
"2013","2379","Male","Non-Minority","Hispanic-No","Transition","14","Statewide Referral System","No","Achieved employment outcome.","Not employed: Secondary Ed. Student","43-4161.00","Human Resource Assistant (Loa Examiner)","40","520","13.00","2080","27040"
"2013","2508","Male","Non-Minority","Hispanic-No","Non-Transition","52","Social service agency","No","Achieved employment outcome.","Not employed: Other","51-2092.00","Team Assembler","40","420","10.50","1680","21840"
"2013","2762","Female","Non-Minority","Hispanic-No","Transition","16","Transition","No","Achieved employment outcome.","Not employed: Secondary Ed. Student","31-9011.00","Massage Therapist","30","450","15.00","1800","23400"
"2013","2775","Female","Non-Minority","Hispanic-No","Non-Transition","38","Self-referral","No","Achieved employment outcome.","Not employed: Other","43-6014.00","Administrative Assistant","6","50","8.33","200","2600"
"2013","2825","Male","Minority","Hispanic-No","Non-Transition","44","Community Rehabilitation Program","No","Achieved employment outcome.","Not employed: Other","11-9051.00","Food Service Managers/Independent","3","54","18.00","216","2808"
"2013","2872","Male","Non-Minority","Hispanic-No","Transition","20","Social service agency","No","Achieved employment outcome.","Not employed: Other","41-2021.00","Counter Clerk","18","131","7.28","524","6812"
"2013","2884","Female","Non-Minority","Hispanic-No","Transition","18","VR Counselor or other Agency staff","No","Achieved employment outcome.","Not employed: All other Students","13-2011.01","Certified Public Accountant","40","1223","30.58","4892","63596"
"2013","2950","Male","Non-Minority","Hispanic-No","Non-Transition","38","Social service agency","No","Achieved employment outcome.","Not employed: Other","51-9199.00","Production Worker-Labeler","4","29","7.25","116","1508"
"2013","3401","Male","Non-Minority","Hispanic-No","Non-Transition","41","Self-referral","No","Achieved employment outcome.","Not employed: Other","43-4051.00","Customer Service Representative","25","225","9.00","900","11700"
"2013","3473","Male","Non-Minority","Hispanic-No","Non-Transition","70","Self-referral","No","Achieved employment outcome.","Self-employment (except BEP)","41-9022.00","Real Estate Sales","40","500","12.50","2000","26000"
"2013","3723","Female","Non-Minority","Hispanic-No","Transition","20","Self-referral","No","Achieved employment outcome.","Not employed: All other Students","39-9021.00","Personal Care Aide","36","324","9.00","1296","16848"
"2013","3741","Female","Minority","Hispanic-No","Non-Transition","34","Self-referral","No","Achieved employment outcome.","Not employed: Other","39-9011.00","Self-Employed Child Care Provider","30","300","10.00","1200","15600"
"2013","3792","Male","Non-Minority","Hispanic-No","Transition","19","Community Rehabilitation Program","No","Achieved employment outcome.","Extended Employment","35-2021.00","Food Prep Worker","15","113","7.53","452","5876"
