"fdid","fire_dept_name","hq_addr1","hq_addr2","hq_state","hq_city","hq_zip","hq_location","mail_addr1","mail_addr2","mail_po_box","mail_city","mail_state","mail_zip","hq_phone","hq_fax","county","dept_type","organization_type","website","number_stations","active_firefighters_career","active_firefighters_volunteer","active_firefighters_paid_per_call","non_firefighting_civilian","non_firefighting_volunteer","primary_agency_for_em"
"44005","Mt. Union Benefitted Fire District","202 S Crew ST",,"IA","Mount Union","52644-0111","POINT (-91.392467 41.05702)",,,"PO Box 111","Mount Union","IA","52644-0111","319-865-4301",,"HENRY","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","13","0","0","0",
"67007","Jordan-Soldier Fire Department","108 Oak ST",,"IA","Soldier","51572-0045","POINT (-95.779788 41.985152)",,,"PO Box 45","Soldier","IA","51572-0045","712-884-2200",,"MONONA","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","20","0","0","0",
"42006","Iowa Falls Fire Department","218 S River ST","PO Box 698","IA","Iowa Falls","50126-2000","POINT (-93.270676 42.514846)",,,"PO Box 698","Iowa Falls","IA","50126-0698","641-648-6464","641-648-9100","HARDIN","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","0","34","0","0","No"
"49014","Springbrook Fire & EMS","101 S 1st","PO Box 3","IA","Springbrook","52075","POINT (-91.119265 42.396952)","101 S 1st",,"PO Box 3","Springbrook","IA","52075","563-872-4941","563-872-4941","JACKSON","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","33","0","0","15",
"96007","Frankville Fire Department","1140 Frankville RD",,"IA","Postville","52162-8009","POINT (-91.619656 43.190534)","1140 Frankville RD",,,"Postville","IA","52162-8009","563-567-8121","563-567-8121","WINNESHIEK","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","25","0","0","0","Yes"
"20002","Osceola Volunteer Fire Department","135 W Washington ST","PO Box 399","IA","Osceola","50213","POINT (-93.767245 41.034935)",,,"PO Box 399","Osceola","IA","50213-0399","641-342-3019","641-342-3243","CLARKE","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","26","0","0","0","No"
"53005","Monticello Volunteer Fire Department","200 E South ST",,"IA","Monticello","52310","POINT (-91.188147 42.232297)",,,"PO Box 68","Monticello","IA","52310-0068","319-465-3526","319-465-3527","JONES","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","http://mfd.ci.monticello.ia.us/","1","0","35","0","0","0","Yes"
"22004","Farmersburg Fire Department","PO Box 181",,"IA","Farmersburg","52047-0181",,,,"PO Box 181","Farmersburg","IA","52047-0181","563-536-2247","563-536-2244","IOWA","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","20","0","0","3","Yes"
"F3060","185th Air Refueling Wing Fire Department","2600 Brown AVE",,"IA","Sioux City","51111",,"2920 Headquarters AVE",,,"Sioux City","IA","51111-1300","712-233-0774","712-233-0842","WOODBURY","Career","Federal government (Department of Defense fire department)",,"1","65","0","0","0","0","No"
"45005","Protivin Fire Department","222 S Main ST","PO Box 98","IA","Protivin","52163-0098","POINT (-92.090942 43.215247)",,,"PO Box 98","Protivin","IA","52163-0098","563-569-8611","563-569-8611","HOWARD","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","22","0","0","0",
"06011","Urbana-Polk Township Fire Department","800 W Sunset ST",,"IA","Urbana","52345",,,,"PO Box 321","Urbana","IA","52345-0321","319-443-2400","319-443-2491","BENTON","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","24","0","0","0","Yes"
"29001","Burlington Fire Department","418 Valley ST",,"IA","Burlington","52601-5515","POINT (-91.105059 40.809524)","418 Valley ST",,,"Burlington","IA","52601-5515","319-753-8396","319-754-9545","DES MOINES","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.burlingtoniowa.org/fire/","3","48","0","0","1","0","No"
"70006","Muscatine Fire Department","312 E 5TH ST STE 2",,"IA","Muscatine","52761-4248","POINT (-91.045809 41.424955)","312 E 5TH ST STE 2",,,"Muscatine","IA","52761-4248","563-263-9233","563-263-5534","MUSCATINE","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.muscatineiowa.gov/","2","44","0","0","2","0","No"
"50004","Kellogg Township Fire Department","417 Front ST",,"IA","Kellogg","50135","POINT (-92.907839 41.716249)",,,"PO Box 278","Kellogg","IA","50135-0278","641-526-3051","641-526-3051","JASPER","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","24","0","0","0","Yes"
"23010","Lost Nation Fire Company","600 Main ST",,"IA","Lost Nation","52254","POINT (-90.818219 41.964681)",,,"PO Box 231","Lost Nation","IA","52254-0231","563-678-2662","563-678-2663","CLINTON","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","26","0","0","5","No"
"96003","Decorah Fire Department","400 Claiborne DR",,"IA","Decorah","52101","POINT (-91.788773 43.305917)","400 Claiborne DR",,,"Decorah","IA","52101","563-382-3472","563-382-3660","WINNESHIEK","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.decorahia.org/fd","1","3","0","32","0","0",
"90009","Ottumwa Fire Department","201 N Wapello ST",,"IA","Ottumwa","52501-2341","POINT (-92.413918 41.022473)","201 N Wapello ST",,,"Ottumwa","IA","52501-2341","641-683-0667","641-683-0663","WAPELLO","Career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.cityofottumwa.org/","2","32","0","0","0","0","No"
"57016","Robins Fire Department","225 S 2ND ST",,"IA","Robins","52328","POINT (-91.66711 42.070649)","265 S 2ND ST",,,"Robins","IA","52328-9752","319-395-7174","319-393-0588","LINN","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.robinsfire.com/","1","0","20","0","0","0","Yes"
"34001","Charles City Fire Department","704 S Grand AVE",,"IA","Charles City","50616-3731","POINT (-92.672832 43.060359)","704 S Grand AVE",,,"Charles City","IA","50616-3731","641-257-6313","641-257-1170","FLOYD","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.cityofcharlescity.org/134/Fire-Department","1","4","0","25","0","0","No"
"81009","Wall Lake Fire and Rescue Department","108 W First ST","PO Box 515","IA","Wall Lake","51466-0515","POINT (-95.090775 42.270796)",,,"PO Box 515","Wall Lake","IA","51466","712-664-2101",,"SAC","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","24","0","0","0",
"43010","Woodbine Fire & Rescue","70 Bus Brown DR",,"IA","Woodbine","51579","POINT (-95.700062 41.743672)","517 Walker ST",,,"Woodbine","IA","51579","712-647-3085","712-647-3085","HARRISON","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","23","0","0","7",
"83003","Elk Horn Fire & Rescue","4147 Main ST",,"IA","Elk Horn","51531","POINT (-95.059976 41.591681)","4147 Main ST",,"PO Box 242","Elk Horn","IA","51531","712-764-4481",,"SHELBY","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","22","0","0","13",
"25007","Granger Fire Department","1906 Main ST",,"IA","Granger","50109","POINT (-93.82029 41.760299)",,,"PO Box 333","Granger","IA","50109-0333","515-999-2210","515-999-2338","DALLAS","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.grangeriowa.gov/","1","0","0","16","0","3","Yes"
"33006","Hawkeye Fire Department","113 E Main","PO Box 139","IA","Hawkeye","52147","POINT (-91.951261 42.938439)",,,"PO Box 139","Hawkeye","IA","52147-0139","563-427-5310","563-427-3395","FAYETTE","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","19","0","0","4",
"90001","Agency Volunteer Fire & Rescue","105 W Main ST","PO Box 266","IA","Agency","52530","POINT (-92.306773 40.994913)","105 W Main ST","PO Box 266","PO Box","Agency","IA","52530","641-937-5002","641-937-5773","WAPELLO","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","16","0","0","3",
"29003","Mediapolis Fire Department","412 Main ST","PO Box 430","IA","Mediapolis","52637","POINT (-91.165758 41.007927)",,,"PO Box 430","Mediapolis","IA","52637-0430","319-394-3212","319-394-9575","DES MOINES","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","20","0","0","0","No"
"18003","Cherokee MHI Fire Department","1251 W Cedar LOOP",,"IA","Cherokee","51012-1566","POINT (-95.571779 42.757102)","1251 W Cedar  LOOP",,,"Cherokee","IA","51012-1566","712-225-2594",,"CHEROKEE","Volunteer","State government (includes state forest fire agencies and state institution fire departments)",,"1","0","8","0","0","0",
"21003","Fostoria Fire and Rescue","10 3RD AVE SW","PO BOX 37","IA","Fostoria","51340",,,,"PO Box 37","Fostoria","IA","51340-0037","712-262-8930",,"IOWA","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","17","0","0","2","Yes"
"76003","Laurens Fire Department","260 N Third ST",,"IA","Larens","50554-0148","POINT (-94.851342 42.848963)",,,"PO Box 148","Laurens","IA","50554-0148","712-841-2676",,"POCAHONTAS","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","20","0","0","0",
"28010","Masonville Volunteer Fire Department","606 Gordon ST",,"IA","Masonville","50654","POINT (-91.590497 42.480373)",,,"PO Box 91","Masonville","IA","50654-0091","563-927-2707",,"DELAWARE","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","19","0","0","0","Yes"
"55010","Titonka Fire Department","250 Main ST N",,"IA","Titonka","50480","POINT (-94.041359 43.237618)","250 Main ST N",,,"Titonka","IA","50480","515-928-2020",,"KOSSUTH","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","0","21","0","0",
"44007","Olds Fire Department, Inc.","201 E Railroad AVE",,"IA","Olds","52647","POINT (-91.543543 41.13386)",,,"PO Box 38","Olds","IA","52647-0038","319-254-8892",,"HENRY","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","22","0","0","0",
"94008","Gowrie Volunteer Fire Department","1108 Main ST",,"IA","Gowrie","50543","POINT (-94.289714 42.282282)","1108 Main ST",,"PO Box 453","Gowrie","IA","50543-7737","515-352-5474",,"WEBSTER","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","20","0","0","0","Yes"
"86012","Vining Volunteer Fire Department","405 1ST ST",,"IA","Vining","52348","POINT (-92.381951 41.989803)",,,"PO Box 26","Vining","IA","52348-0026","319-439-5388","319-439-5388","TAMA","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","18","0","0","0","No"
"16003","Durant Fire Department","701 5TH ST",,"IA","Durant","52747","POINT (-90.909805 41.600518)",,,"PO Box 127","Durant","IA","52747-0127","563-785-4526","563-785-6399","CEDAR","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.durantfire.org/","1","0","22","0","0","0","Yes"
"81007","Sac City Fire Department","383 Tourgee ST","PO Box 383","IA","Sac City","50583","POINT (-94.988598 42.421624)",,,"PO Box 383","Sac City","IA","50583-0383","712-662-7420",,"SAC","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","29","0","0","0","Yes"
"42002","Alden Fire Department","1018 Water ST",,"IA","Alden","50006","POINT (-93.375047 42.519692)",,,"PO Box 26","Alden","IA","50006-0026","515-859-3344","515-859-3345","HARDIN","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","0","24","0","4","Yes"
"94010","Lehigh Volunteer Fire Department","241 Elm ST",,"IA","Lehigh","50557","POINT (-94.051273 42.358978)","241 Elm ST",,,"Lehigh","IA","50557","515-359-2311",,"WEBSTER","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","15","0","0","1",
"99001","Belmond Volunteer Fire Department","112 2ND AVE NE",,"IA","Belmond","50421","POINT (-93.614197 42.845789)","112 2ND AVE NE",,,"Belmond","IA","50421-1111","641-444-3386",,"WRIGHT","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","30","0","0","0","No"
"63010","Pella Fire Department","825 Broadway ST",,"IA","Pella","50219","POINT (-92.918338 41.407614)",,,"PO Box 88","Pella","IA","50219-0088","641-628-4921","641-628-9653","MARION","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","26","0","0","0","Yes"
"02004","Prescott Fire and Rescue","211 6TH AVE",,"IA","Prescott","50859","POINT (-94.611003 41.023078)","2619 150TH ST",,,"Prescott","IA","50859-8015","641-335-2553","641-335-2553","ADAMS","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","17","0","0","3","No"
"28001","Colesburg Fire Department","205 Main ST",,"IA","Colesburg","52035-0257","POINT (-91.20224 42.637031)",,,"PO Box 257","Colesburg","IA","52035-0257","563-856-3400",,"DELAWARE","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","33","0","0","0",
"54017","North Keokuk County Fire Department","401 Broadway ST",,"IA","South English","52335","POINT (-92.090283 41.452862)","401 Broadway ST",,"PO Box 147","South English","IA","52335","319-667-2071","319-667-2072","KEOKUK","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://showcase.netins.net/web/grimmins/north_keokuk_co__fire.htm","1","0","33","0","0","0",
"54016","What Cheer Fire Department","414 S Barnes ST","PO Box 409","IA","What Cheer","50268-0409","POINT (-92.354653 41.398958)",,,"PO Box 409","What Cheer","IA","50268-0409","641-634-2361",,"KEOKUK","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","13","0","0","0",
"12674","Moorhead Fire Department","100 Oak ST",,"IA","Moorhead","51558","POINT (-95.851361 41.922198)","100 Oak ST",,,"Moorhead","IA","51558","712-886-5511","712-886-5511","MONONA","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","15","0","0","4",
"27009","Weldon Fire Department","104 N Main ST","PO Box 95","IA","Weldon","50264","POINT (-93.236262 41.598865)",,,"PO Box 95","Weldon","IA","50264-0095","641-445-5637",,"DECATUR","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","13","0","0","4","No"
"52009","Jefferson-Monroe Fire Department, Inc.","2559 120th St NW",,"IA","Swisher","52338","POINT (-91.680097 41.847806)",,,"PO Box 246","Swisher","IA","52338-0246","319-857-4343","319-857-4344","JOHNSON","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","jmfd.org","1","0","0","25","8","4","No"
"08009","Pilot Mound Fire Department","PO Box 146",,"IA","Pilot Mound","50223",,,,"PO Box 146","Pilot Mound","IA","50223-0146","515-353-4383",,"BOONE","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","14","0","1","0","No"
"97003","Correctionville Fire and Rescue","4th & Cedar","PO Box 146","IA","Correctionville","51016","POINT (-95.787357 42.474232)","4th & Cedar","PO Box 146",,"Correctionville","IA","51016","712-372-4791","712-372-4936","WOODBURY","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","20","0","0","0",
"06012","Van Horne Fire Department","98 Main ST",,"IA","Van Horne","52346","POINT (-92.091148 42.007577)",,,"PO Box 276","Van Horne","IA","52346-0276","319-228-8729",,"BENTON","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","25","0","0","3","Yes"
"28003","Delhi Volunteer Fire Department and First Responders","404 Franklin ST","PO Box 2","IA","Delhi","52223-0002","POINT (-91.333772 42.429677)",,,"PO Box 2","Delhi","IA","52223-0002","563-599-7485",,"DELAWARE","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","30","0","0","2","Yes"
"55007","Lone Rock Fire Department","400 Reba ST",,"IA","Lone Rock","50559","POINT (-94.325978 43.220896)",,,"PO Box 55","Lone Rock","IA","50559-0055","000-000-0000",,"KOSSUTH","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","18","0","0","6","Yes"
"38003","Dike Fire Department","138 Front ST","PO Box 221","IA","Dike","50624-0221","POINT (-92.62731 42.462797)",,,"PO Box 221","Dike","IA","50624-0221","319-989-2161",,"GRUNDY","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","24","0","0","0",
"10001","Aurora Fire Department","307 Main ST","PO Box 147","IA","Aurora","50607","POINT (-91.728028 42.618056)",,,"PO Box 147","Aurora","IA","50607-0147","319-634-3660","319-634-3660","BUCHANAN","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","18","0","0","0","No"
"33015","West Union Fire Department","612 Highway 150 S","PO Box 149","IA","West Union","52175","POINT (-91.814173 42.951718)",,,"PO Box 149","West Union","IA","52175-0149","563-422-3908","563-422-3320","FAYETTE","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","29","0","0","4","No"
"78009","Macedonia Fire and Rescue","404 Potter ST",,"IA","Macedonia","51549-0118","POINT (-95.425394 41.19345)",,,"PO Box 118","Macedonia","IA","51549-0118","712-486-2500","712-486-2500","POTTAWATTAMIE","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","32","0","0","6",
"77003","Ankeny Fire Department","120 NW Ash DR",,"IA","Ankeny","50023-1554","POINT (-93.608819 41.733208)","120 NW Ash DR",,,"Ankeny","IA","50023-1554","515-965-6469","515-964-2107","POLK","Mostly career","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.ankenyiowa.gov/our-city/departments/fire","3","45","0","33","3","0","Yes"
"39004","Guthrie Center Fire Department","101 N 1ST ST",,"IA","Guthrie Center","50115","POINT (-94.506794 41.677472)",,,"PO Box 100","Guthrie Center","IA","50115-0100","641-747-3504","641-747-3504","GUTHRIE","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","26","0","0","0","No"
"91004","Hartford Fire and Rescue","150 W Elm ST","PO Box K","IA","Hartford","50118","POINT (-93.403536 41.459332)","150 W Elm ST","PO Box K","PO Box","Hartford","IA","50118","515-989-0267","515-989-0211","WARREN","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","15","0","0","0",
"07006","Hudson Volunteer Fire Department","200 Waterloo RD",,"IA","Hudson","50643","POINT (-92.453327 42.407869)",,,"PO Box 712","Hudson","IA","50643-0712","319-988-3322","319-988-3247","BLACK HAWK","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","33","0","0","0","Yes"
"09005","Readlyn Fire Department","111 Main ST","PO Box 276","IA","Readlyn","50668","POINT (-92.225401 42.700922)",,,"PO Box 276","Readlyn","IA","50668-0276","000-000-0000","319-279-3380","BREMER","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","24","0","0","0","Yes"
"64010","Marshalltown Fire Department","909 S 2ND ST",,"IA","Marshalltown","50158-3217","POINT (-92.915968 42.036374)","909 S 2ND ST",,,"Marshalltown","IA","50158-3217","641-754-5751","641-754-5722","IOWA","Career","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","27","0","0","1","0","No"
"06001","Atkins Volunteer Fire Department","91 Railroad ST",,"IA","Atkins","52206","POINT (-91.859666 41.997006)",,,"PO Box 232","Atkins","IA","52206-0232","319-446-7400","317-446-9111","BENTON","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","26","0","0","0","Yes"
"97001","Anthon Community Fire Department","107 E Bridge ST",,"IA","Anthon","51004-0703","POINT (-95.866739 42.389224)",,,"PO Box C","Anthon","IA","51004-0703","712-373-5227",,"WOODBURY","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","21","0","0","4",
"36009","Thurman Volunteer Fire Department","802 Filmore ST","PO Box 171","IA","Thurman","51654-0171","POINT (-95.747468 40.819803)","802 Filmore ST",,"PO Box 171","Thurman","IA","51654-0171","712-628-2038","712-628-2038","FREMONT","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","17","0","0","4",
"06004","Garrison Fire Department","205 N Sycamore","PO Box 247","IA","Garrison","52229-0247","POINT (-92.143663 42.146803)",,,"PO Box 247","Garrison","IA","52229-0247","319-477-6102",,"BENTON","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","25","0","0","0",
"58006","Letts Community Fire Department","105 Iowa ST",,"IA","Letts","52754","POINT (-91.045091 41.420685)",,,"PO Box 127","Letts","IA","52754","319-726-4421","319-726-4421","LOUISA","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","21","0","0","0",
"39002","Bayard Volunteer Fire Department","Main ST","PO Box 183","IA","Bayard","50029",,"Main ST",,"PO Box 183","Bayard","IA","50029","712-651-2584",,"GUTHRIE","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","20","0","0","0",
"77020","Windsor Heights Fire Department","1133 66TH ST",,"IA","Windsor Heights","50324-1703","POINT (-93.708606 41.599151)","1133 66TH ST",,,"Windsor Heights","IA","50324-1703","515-279-9450","515-279-7760","POLK","Mostly volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.windsorheights.org/301/Fire","1","7","0","26","0","0","No"
"11002","Alta Volunteer Fire Department","201 E 2ND ST","PO Box 36","IA","Alta","51002","POINT (-95.302309 42.673562)",,,"PO Box 36","Alta","IA","51002-0036","712-200-1533","712-200-3953","BUENA VISTA","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","31","0","0","0","Yes"
"75009","Remsen Fire and Rescue Department","125 E First ST",,"IA","Remsen","51050-1044",,"125 E First ST",,,"Remsen","IA","51050-1044","712-786-2441","712-786-3207","PLYMOUTH","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","17","0","0","0",
"80004","Diagonal Volunteer Fire Department","103 S Broadway",,"IA","Diagonal","50845-9801",,"103 S Broadway",,,"Diagonal","IA","50845-9801","000-000-0000",,"RINGGOLD","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","20","0","0","0",
"42012","Whitten Fire Department","807 Irwin ST",,"IA","Whitten","50269","POINT (-93.005157 42.260645)",,,"PO Box 243","Whitten","IA","50269-0243","641-486-5493",,"HARDIN","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","15","0","0","0",
"49006","LaMotte Community Fire Department Inc.","609 Water ST",,"IA","La Motte","52054","POINT (-90.619013 42.295821)",,,"PO Box 276","La Motte","IA","52054-0276","563-773-2490","563-773-8617","JACKSON","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","31","0","0","0","No"
"98007","Northwood Volunteer Fire Company","96 8TH ST N",,"IA","Northwood","50459-1435","POINT (-93.220901 43.445176)","96 8TH ST N",,,"Northwood","IA","50459-1435","641-324-2721","641-324-1122","WORTH","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","http://www.nvfc900.org/","1","0","30","0","0","0","Yes"
"57006","Center Point Fire Department","1025 Franklin ST",,"IA","Center Point","52213-9646","POINT (-91.783589 42.194387)","1025 Franklin ST",,,"Center Point","IA","52213-9646","319-849-1059",,"LINN","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","25","0","0","0","Yes"
"17007","Rockwell Volunteer Fire Department","117 4TH ST N",,"IA","Rockwell","50469","POINT (-93.188184 42.986272)",,,"PO Box 626","Rockwell","IA","50469-0626","641-822-3395",,"CERRO GORDO","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","20","0","0","0","Yes"
"65009","Silver City Volunteer Fire Department","414 Main ST",,"IA","Silver City","51571","POINT (-95.637374 41.113079)",,,"PO Box 171","Silver City","IA","51571-0171","000-000-0000",,"MILLS","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","12","0","0","8",
"55011","Wesley Fire Department","200 Main ST W",,"IA","Wesley","50483","POINT (-93.992819 43.088132)",,,"PO Box 112","Wesley","IA","50483-0112","000-000-0000","000-000-0000","KOSSUTH","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)","https://www.wesleyiowa.com/fire.htm","1","0","21","0","0","0",
"57011","City of Lisbon Fire Department","115 N Washington ST","PO Box 68","IA","Lisbon","52253-0068","POINT (-91.38547 41.922028)","115 N Washington ST","PO Box 68",,"Lisbon","IA","52253-0068","319-455-2890","319-455-2470","LINN","Volunteer","Local (includes career, combination, and volunteer fire departments and fire districts)",,"1","0","30","0","0","5",
