"company_name","form_numbers","effective_date","approved","type_of_product","proposed","increase"
"Genworth Life Insurance Company","Form series - 7042, 7044, 7042REV and 7044REV ---------AARP polices only -- This is NOT a rate increase but rather updated projections related to a previous rate filing.","2021-11-22T00:00:00.000","was *filed*","Long Term Care","0.0","0.0"
"LifeSecure Insurance Company","LS-0002 IA 07/07 -- IID and INS modified this proposal from 31% (as originally filed) down to 17.9%",,"Yes","Long Term Care","0.31","0.179"
"Auto-Owners Life Insurance Company","Form 50336 et al --  the IID and INS modified this proposal from 30% (as filed) to 17.9% based upon several concerns.","2022-08-06T00:00:00.000","Yes","Long Term Care","0.3","0.179"
"Genworth Life Insurance Company","Form series - 7042, 7044, 7042REV and 7044REV --------- Non-AARP polices only -- This is NOT a rate increase but rather updated projections related to a previous rate filing.","2021-11-05T00:00:00.000","was *filed*","Long Term Care","0.0","0.0"
"Genworth Life Insurance Company","Form series - 7042, 7044, 7042REV and 7044REV ---------AARP polices only -- This is NOT a rate increase but rather updated projections related to a previous rate filing.","2021-11-05T00:00:00.000","was *filed*","Long Term Care","0.0","0.0"
"Bankers Life and Casualty Company","Forms GR-N520, N530, N540, N550, N570, N580  -- the IID and INS modified this proposal from 40% (as filed) to 17.9% based upon several concerns.",,"Yes","Long Term Care","0.4","0.179"
"Allianz Life Insurance Company of North America","Form 10-P-Q-IA (Group 3) -- IID modified the proposal from 51.9% (as filed) down 28.8% spread over 2 years with yearly caps ranging from  17.9 percent in year 1 to (1.78 to 10.26) percent in year 2 depending on the benefit plan.",,"Yes","Long Term Care","0.519","0.179"
"Allianz Life Insurance Company of North America","Form 11-P-Q-IA  -- IID modified the proposal from 28.8% (as filed) down to 24.80% spread over 2 years with yearly caps ranging from (15 to 17.9) percent in year 1 to…(0 to 10.26) percent in year 2 depending on the benefit plan.",,"Yes","Long Term Care","0.288","0.179"
"Metropolitan Life Insurance Company","1LTC-97 & 2LTC-97 -- the  IID and INS modified this proposal to 17.9% max for each cell","2022-01-01T00:00:00.000","Yes","Long Term Care","0.573","0.179"
"Transamerica Life Ins Co - FKA Transamerica Premier","TLC 1-FP (IA) 1001, MLC 1-FP (IA) 1001 et al -- The IID and INS negotiated this proposal from 54% (as originally filed) down to 17.9% for year 1 followed by 10.26% for year 2","2022-01-01T00:00:00.000","Yes","Long Term Care","0.544","0.179"
"American Family Mutual Insurance Company","Form H-350 -- this is *NOT* a rate increase, but simply updated projections from a prior rate filing.","2021-10-01T00:00:00.000","*filed*","Long Term Care","0.0","0.0"
"American General Life Insurance Company","Form 64028-IA  -- the IID and INS negotiated this rate filing from 25% as originally filed down to 17.9% in year 1 followed by 6% in year 2","2022-01-01T00:00:00.000","Yes","Long Term Care","0.25","0.179"
"Provident Life and Accident Insurance Company","Forms RLTC03, RLTCO03, LTC03, LTCP03 & LTCT0 -- this is the NAIC's Multi-State review and the Iowa review.  IID/INS negotiated this to 17.9% for Y1 & 17.9% for Y2 (lifetime benefits)  For limited benefits, 17.9% for Y1 & 10.26% for Y2","2022-01-01T00:00:00.000","Yes","Long Term Care","1.36","0.179"
"UNUM Life Insurance Company of America","Forms LTC94, LTC94Q et al -- this is NOT a rate increase filing, but rather updated projections related to a previous filing.","2021-09-22T00:00:00.000","was *filed*","Long Term Care","0.0","0.0"
"Metropolitan Life Insurance Company","1LTC-97 & 2LTC-97 -- this is NOT a rate increase filing, but rather updated projections related to a previous filing.","2021-09-20T00:00:00.000","was *filed*","Long Term Care","0.0","0.0"
"SILAC Insurance Company","Forms 2002, 2002, 2002+, 2002(97), 2002+(97)  -- The IID and INS modified this proposal from 69.70% (as originally filed) down to 17.90% in year 1 followed by 10.26% in year 2.","2022-01-01T00:00:00.000","Yes","Long Term Care","0.697","0.179"
"John Alden Life Insurance Company","Form  J-5762-P-IA, J-5762-R1, J-5875-P-IA (Q)&(NQ), J-5875-R1 (Q), J-5875-R2 (Q), J-5875-R3 (Q) -- The IID and IND modified this proposal down to 17.9% for year 1 followed by 17.9% for year 2.","2021-10-01T00:00:00.000","Yes","Long Term Care","0.728","0.179"
"Catholic Order of Foresters","FCLTC-IA -- IID and INS modifided this proposal from 45.32% down to 17% based upon several considerations","2021-11-01T00:00:00.000","Yes","Long Term Care","0.453","0.17"
"Genworth Life Insurance Company","Form 7000 PCS I with lifetime benefits || IID & INS modified this proposal down to 17.9% for years 1, 2, and 3","2021-11-01T00:00:00.000","Yes","Long Term Care","0.926","0.179"
"Genworth Life Insurance Company","Form 7000 PCS I with limited benefits ||  IID & INS modified this proposal down to 12.9% for years 1 and 2 followed by 12.8% for year 3","2021-11-01T00:00:00.000","Yes","Long Term Care","0.926","0.179"
"Genworth Life Insurance Company","Form 7046 POL-IA 11/10 || (IID/INS mod to 17.9% for Y1 x 10.2% for Y2)","2021-11-01T00:00:00.000","Yes","Long Term Care","0.651","0.179"
"Genworth Life Insurance Company","Form 7052 et al || (IID/IND mod to 17.9% for year 1 followed by 17.9% for year 2)","2021-11-01T00:00:00.000","Yes","Long Term Care","0.663","0.179"
"Genworth Life Insurance Company","Form series - 7042, 7044, 7042REV and 7044REV --------- Non-AARP polices only -- (IID/IND mod to 17.9% for year 1 followed by 17.9% for year 2)","2021-11-01T00:00:00.000","Yes","Long Term Care","0.48","0.179"
"Genworth Life Insurance Company","Form series - 7042, 7044, 7042REV and 7044REV ---------AARP polices only (IID/IND mod to 17.9% for year 1 followed by 17.9% for year 2)","2021-11-01T00:00:00.000","Yes","Long Term Care","0.495","0.179"
"Genworth Life Insurance Company","Forms 5000, 6484 Pre-PCS I with lifetime benefits  || IID and INS modified this proposal from 39.3% (0% min to 104% max) down to  17.9% in year 1 followed by 10.2% in year 2","2021-11-01T00:00:00.000","Yes","Long Term Care","0.393","0.179"
"Continental General Insurance Company","Forms L-6000 and LTC-020201 -- This is NOT a rate increase, but rather updated projections related to a previous filing","2021-07-28T00:00:00.000","Yes","Long Term Care","0.0","0.0"
"Continental Casualty Company","Form P1-15203-A14 et al -- The IID & INS modified this porposal from 63.9% (as originally filed) down to  17.9% for year 1 followed by 10.26% for year 2 ~29.1% over 2-years  (Some year 2 cells [LTC1]  are less than 10.26% thus producing < 30% over 2-years","2021-10-01T00:00:00.000","Yes","Long Term Care","0.639","0.179"
"Continental Casualty Company","Form P1-15203-A14 et al -- The IID and INS modified this porposal from 165% (as originally filed) down to  17.9% for year 1 followed by 10.26% for year 2 = 30% over 2-years","2021-10-01T00:00:00.000","Yes","Long Term Care","1.65","0.179"
"CMFG Life Insurance Company","Forms 2006-LTC-COMP(IA) -- This is NOT a rate increase, but rather updated projections related to a previous filing","2021-07-16T00:00:00.000","Yes","Long Term Care","0.0","0.0"
"Metropolitan Life Insurance Company","Updated projection ONLY -- not a rate increase -- Similar to the extraterritorial rate increases on policies residing in Iowa on groups sitused in another state -- Rate  jurisdiction belongs to the issuing state for group policies.","2021-06-28T00:00:00.000","*filed*","Long Term Care","0.0","0.0"
"State Farm Mutual Automobile Insurance Company","Form 97045IA.1  -- limited max cells to 30% spread over 2-years, i.e., max 17.9% in year 1  followed by max 10.26% in year 2.  This reduces the overall 2-year incrase from 18.8% down to 17.4%.  Orig max cells were 34% but with IID mod the max is 17.9%","2021-09-01T00:00:00.000","Yes","Long Term Care","0.188","0.174"
"Prudential Insurance Company of America","Group LTC 83500 BFW 5005,
GRP 83500 COV 5022 
This is NOT a rate increase, but rather updated projections related to previous filings","2021-06-08T00:00:00.000","*filed*","Long Term Care","0.0","0.0"
"Prudential Insurance Company of America","Individual LTC 
ILTC-1 - ILTC-2 - ILTC-3 - ILTC-3R
This is NOT a rate increase, but rather updated projections related to previous filings","2021-06-08T00:00:00.000","*filed*","Long Term Care","0.0","0.0"
"Metropolitan Life Insurance Company","LTC-E.02 Ed.11-91 -- this is *NOT* a rate increase, but simply updated projections from a prior rate filing.","2021-05-28T00:00:00.000","Yes","Long Term Care","0.0","0.0"
"Metropolitan Life Insurance Company","TCL-LTC.04(IA) Ed. 4/00 -- this is *NOT* a rate increase, but simply updated projections from a prior rate filing.","2021-05-28T00:00:00.000","Yes","Long Term Care","0.0","0.0"
"Metropolitan Life Insurance Company","Form LTC2-FAC-IA (VIP2_Old), LTC2-VAL-IA, LTC2-IDEAL-IA, LTC2-PREM-IA -- this is *NOT* a rate increase, but simply updated projections from a prior rate filing.","2021-05-27T00:00:00.000","Yes","Long Term Care","0.0","0.0"
"Metropolitan Life Insurance Company","Form LTC-FAC-IA (VIP1), LTC-VAL-IA, LTC-IDEAL-IA, LTC-PREM-I A -- this is *NOT* a rate increase, but simply updated projections from a prior rate filing.","2021-05-27T00:00:00.000","Yes","Long Term Care","0.0","0.0"
"Metropolitan Life Insurance Company","3 rate filings for group long term care -- sitused in Washington D.C. -- IID has no authority and will accept D.C. rates.","2022-01-01T00:00:00.000","*filed*","Long Term Care","0.1","0.1"
"Berkshire Life Insurance Company of America","Form BG01P(06/04)-IA  -- IID and INS modified this proposal 27.73% as filed down to 15%","2021-07-01T00:00:00.000","Yes","Long Term Care","0.277","0.15"
"Metropolitan Life Insurance Company","Form LTC2007-IA -- IA_LTC2007-IA -- LSAnew_rates (IID and INS modified the proposal to 17.9% (on 69 Iowa policies)","2021-07-01T00:00:00.000","Yes","Long Term Care","0.586","0.179"
"American Fidelity Assurance Company","PSI NCC (4/99) IA, PSI QCC (4/99) IA, PSI NTLC (4/99) IA, PSI QLTC (4/99) IA =>> IID & INS modifed the proposal to 17.9% in year 1 followed by 10.26% in year 2 (lifetime benefit only) -- This includes a 5-year rate guarantee.","2021-06-01T00:00:00.000","Yes","Long Term Care","0.336","0.179"
"Transamerica Life Insurance Company","GP001 796 (GC001 796) -- IID & INS modified this proposal to 17.90% for Y1  x 12.45% for Y2 with a 7.5 year guarantee","2021-06-01T00:00:00.000","Yes","Long Term Care","0.3","0.179"
"Transamerica Life Insurance Company","IP-70-IA-494, et al  -- IID & INS modified this proposal to 17.90% for Y1  x 12.45% for Y2 with a 7.5 year guarantee","2021-06-01T00:00:00.000","Yes","Long Term Care","0.3","0.179"
"Transamerica Life Insurance Company","ML-LTCP TQ (IA) 197, IP-70-IA-494, et al  -- IID & INS modified this proposal to 17.90% for Y1  x 12.45% for Y2 with a 7.5 year guarantee","2021-06-01T00:00:00.000","Yes","Long Term Care","0.3","0.179"
"CMFG Life Insurance Company","Forms 2002-LTC-FAC(IA),
2002-LTCR-HCC","2021-08-01T00:00:00.000","Yes","Long Term Care","0.151","0.151"
"CMFG Life Insurance Company","Forms 2006-LTC-COMP(IA) --","2021-05-01T00:00:00.000","Yes","Long Term Care","0.174","0.174"
"Continental Casualty Company","Forms P1-43636-A, SR-LTCP-Series--  IID and INS modified the original proposal (64.20% avg on 458 lives -- subject to:  Min =56.00%, Max = 195.60%) down to 17.9% max cell.","2021-05-01T00:00:00.000","Yes","Long Term Care","0.65","0.179"
"Metropolitan Life Insurance Company","Form LTC2007-IA -- IA_LSAOld_rates 
-- IID and INS modified this proposal down to 17.9%","2021-05-01T00:00:00.000","Yes","Long Term Care","0.776","0.179"
"Metropolitan Life Insurance Company","Form LTC2-FAC-IA (VIP2_New), LTC2-VAL-IA, LTC2-IDEAL-IA, LTC2-PREM-IA -- IID and INS modified this proposal down to 17.9%","2021-05-01T00:00:00.000","Yes","Long Term Care","0.337","0.179"
"MedAmerica Insurance Company","GRP11-342-MA-IA-401  -- IID and INS negotiated this proposal from 46.20% as filed down to 17.9%","2021-04-01T00:00:00.000","Yes","Long Term Care","0.462","0.179"
"MedAmerica Insurance Company","Lead SERFF Form LTC-LBP8-MA-IA -- HTQ11-338-MA-IA-401 et al --  IID and INS negotiated this proposal from 85.1% as filed down to 17.9%","2021-04-01T00:00:00.000","Yes","Long Term Care","0.851","0.179"
"Cincinnati Life Insurance Company","Forms 	CLI-100-IA (4/99), CLI-120-IA (4/99)  -- IID &I INS modified to 17.9% for year 1 x 10.26% for year 2 vs. the 50% proposal originally submitted. (The company agreed to lock in a 10-year rate guarantee with this rate increase approval)","2021-04-01T00:00:00.000","Yes","Long Term Care","0.5","0.179"
"Massachusetts Mutual Life Insurance Company","Form MM-200-P-IA -- this is NOT a rate increase, but rather an updated projection of experience related to previous rate filing(s).","2020-12-28T00:00:00.000","*filed*","Long Term Care","0.0","0.0"
"Allianz Life Insurance Company of North America","Form 10-P-Q-IA (Group 3) -- Other form:  11-P-Q-IA -- This is NOT a rate increase, but rather an updated projection of experience related to previous rate filing(s).","2020-12-07T00:00:00.000","Yes","Long Term Care","0.0","0.0"
"Nassau Life Insurance Company of Texas","Forms 1460, 1490, P30, P35, P39, PLNHO, PLNHOQ -- IID and INS modified this proposal down to 9.17% (from 88% as previously filed) by limiting cells to a maximum increase of 10%","2021-06-07T00:00:00.000","Yes","Long Term Care","0.88","0.092"
"Nassau Life Ins. Co. of Kansas (FKA Pyramid Life)","Forms C77 and C78 -- IID and INS modified this proposal down to 16.03% (from 74% as previously filed) by limiting cells to a maximum increase of 17.9%","2021-02-28T00:00:00.000","Yes","Long Term Care","0.74","0.16"
"State Farm Mutual Automobile Insurance Company","Form 97058IA -- This is NOT a rate increase, but rather an updated projection of experience related to previous rate filing.","2020-11-18T00:00:00.000","Yes","Long Term Care","0.0","0.0"
"Transamerica Life Insurance Company (Interstate Compact)","Forms UNI-3 et al -- This filing was reviewed and approved by the Interstate Insurance Compact.  As a compacting state, Iowa has agreed to accept all Compact decisions for rate increase approvals <15%","2021-01-22T00:00:00.000","Yes","Long Term Care","0.124","0.124"
"LifeSecure Insurance Company (Interstate Compact review)","Forms ICC13-LS-LTC-0004 and 0005 et al -- This filing was reviewed and approved by the Interstate Insurance Compact.  As a compacting state, Iowa has agreed to accept all Compact decisions for rate increase approvals <15%","2021-01-22T00:00:00.000","Yes","Long Term Care","0.119","0.119"
"Physicians Mutual Insurance Company","Forms  P103, P104  et al -- IID/INS MOD to 17.9% for year 1 followed by 10.26% for year 2 = new 2-year avg of 21%",,"Yes","Long Term Care","0.5","0.179"
"Physicians Mutual Insurance Company","Forms  P130IA, P131IA et al -- IID/INS MOD to 17.9% for year 1 followed by 10.26% for year 2",,"Yes","Long Term Care","0.56","0.179"
"Metropolitan Life Insurance Company","Form LTC2-FAC-IA (VIP2_new), LTC2-VAL-IA, LTC2-IDEAL-IA, LTC2-PREM-IA -- This is NOT a rate increase, but rather an updated projection of experience related to previous rate filing.","2020-09-02T00:00:00.000","*filed*","Long Term Care","0.0","0.0"
"American Family Mutual Insurance Company","Form H-350 -- this is *NOT* a rate increase, but simply updated projections from a prior rate filing.","2020-08-31T00:00:00.000","*filed*","Long Term Care","0.0","0.0"
"Transamerica Life Insurance Company_Compact","ICC10 TLC-3 -- Interstate Compact rate filing.  This is *NOT* a rate increase, but simply updated projections from a prior rate filing.","2020-08-27T00:00:00.000","*filed*","Long Term Care","0.0","0.0"
"Allianz Life Insurance Company of North America","Form 7-P-Q-IA (Group 2), 7-P-Q-IA-1, N-4040-P-IA(Q), N-4040-P-IA(NQ)  IID/INS modified proposal to a  2-yr phase, i.e., 17.9% for year 1 followed by a max increase of 10.26% for year 2","2021-02-27T00:00:00.000","Yes","Long Term Care","0.56","0.179"
"Allianz Life Insurance Company of North America","Form N-2000-P (Group 1), N-2720-P-IA, N-2721-P-IA, N-2720-P-IA(Q), N-2720-P-IA(NQ), N-2721-P-IA(Q),N-2721-P-IA(NQ), N-2350-P,  N-3000-P-IA(Q), N-3000-P-IA(NQ) et al
IID/INS modified the proposal to a  3-yr phase by capping all cells at or below 19.9%","2021-02-27T00:00:00.000","Yes","Long Term Care","1.21","0.179"
"State Farm Mutual Automobile Insurance Company","Form 97058IA -- the IID & INS modifided this proposal from 20.3% as filed (0% min, 89.5% max) down to 17.9% for year 1 followed by 10.26% for year 2 for all cells >= 30%.  This produces a new 2-year avg of 12.4%","2020-10-01T00:00:00.000","Yes","Long Term Care","0.203","0.179"
"Continental Casualty Company","Lead form: P1-N0080-A14 et al
IID/INS negotiated this proposal from 70.1% as filed, down to 17.9% for year 1 followed by 10.26% for year 2","2020-10-01T00:00:00.000","Yes","Long Term Care","0.701","0.179"
"Continental General Insurance Company","Series 1LTCI --1LTCIP0001, 1LTCIP0002 -- IID & INS negotiated this proposal from 172% (as filed) down to 17.9% for year 1 followed by 10.26% for year 2","2020-10-01T00:00:00.000","Yes","Long Term Care","1.72","0.179"
"Continental General Insurance Company","Series 2LTCI -- 2LTCIP0001 --  IID & INS negotiated this proposal from 62% (as filed) down to 17.9% for year 1 followed by 10.26% for year 2","2020-10-01T00:00:00.000","Yes","Long Term Care","0.62","0.179"
"Continental General Insurance Company","Series 4LTCI -- 4LTCIP0001, 4LTCIP0002  --  IID & INS negotiated this proposal from 28% (as filed) down to 17.9% due to various concerns","2020-10-01T00:00:00.000","Yes","Long Term Care","0.28","0.179"
"Continental General Insurance Company (FKA United Teacher)","Forms 1LTCGP0001 and 1LTCGP0008 -- IID & INS negotiated this proposal from 81% (as filed) down to 17.9% for year 1 followed by 10.26% for year 2","2020-10-01T00:00:00.000","Yes","Long Term Care","0.81","0.179"
"Metropolitan Life Insurance Company","1LTC-97 & 2LTC-97","2020-10-01T00:00:00.000","Yes","Long Term Care","0.17","0.17"
"Continental General Insurance Company","Forms L-6000 and LTC-020201","2020-10-01T00:00:00.000","Yes","Long Term Care","0.12","0.12"
