"iowa_company_number","naic_number","phone","company_name","address","city","state","zip","geocoded_column"
"0678","23817",,"Illinois National Insurance Co.","1271 Ave of the Americas, FL 37","NEW YORK","NY","10020-1304","POINT (-73.980137 40.760305)"
"2730","14516","(800) 347-7930","Harleysville Lake States Insurance Company","One West Nationwide Blvd, FSSC-RR","COLUMBUS","OH","43215",
"2978","39551",,"Continental Heritage Insurance Company","200 Park Avenue, Suite 400","ORANGE VILLAGE","OH","44122","POINT (-81.486484 41.453774)"
"0779","24074",,"Ohio Casualty Insurance Company (The)","175 Berkeley Street","BOSTON","MA","02116","POINT (-71.072373 42.349909)"
"3140","14958",,"Peninsula Insurance Company","1195 River Road, P.O. Box 302","MARIETTA","PA","17547-0302","POINT (-76.549013 40.062676)"
"3318","11090",,"Incline Casualty Company","13215 Bee Cave Parkway, Suite B-150","AUSTIN","TX","73783","POINT (-97.945246 30.314051)"
"3248","16203",,"CM Select Insurance Company","3000 Schuster Lane, PO Box 357","MERRILL","WI","54452",
"3052","29033",,"Atain Insurance Company","30833 Northwestern Highway, Suite 220","FARMINGTON HILLS","MI","48334","POINT (-83.330994 42.513329)"
"3244","16116",,"JM Specialty Insurance Company","24 Jewelers Park Drive","NEENAH","WI","54956","POINT (-88.484679 44.162411)"
"3280","11089",,"Rock Ridge Insurance Company","B-& Tobonuco Street, Suite 912","GUAYNABO","PR","00968",
"2856","10642","800-201-0450","Cherokee Insurance Company","34200 Mound Road","STERLING HEIGHTS","MI","48310","POINT (-83.047894 42.544945)"
"2109","32700","888-841-6472","Owners Insurance Company","5925 Council St., NE, Suite 100","CEDAR RAPIDS","IA","52402","POINT (-91.658313 42.037165)"
"2834","11014",,"BHHC Special Risks Insurance Company","1314 DOUGLAS STREET, SUITE 1300","OMAHA","NE","68102-1944","POINT (-95.93386 41.25863)"
"0910","24740",,"SAFECO Insurance Company of America","175 Berkeley St.","BOSTON","MA","02116","POINT (-71.072373 42.349909)"
"2837","31380","800-969-1827","American Surety Company","250 East 96th Street, Suite 202","INDIANAPOLIS","IN","46240","POINT (-86.154067 39.927067)"
"1325","25151",,"State Farm General Insurance Company","One State Farm Plaza","BLOOMINGTON","IL","61710-0001",
"2917","10322","800-422-0550","Grange Indemnity Insurance Company","671 S. High Street","COLUMBUS","OH","43206","POINT (-82.998044 39.948796)"
"2222","40169","800-422-4272","Farmers Casualty Insurance Company","700 Quaker Lane","WARWICK","RI","02886-6669","POINT (-71.500068 41.678771)"
"1888","16608",,"New York Marine and General Insurance Company","412 Mt. Kemble Avenue, Suite 300C","MORRISTOWN","NJ","07960","POINT (-74.505603 40.772131)"
"2736","22179",,"Republic Indemnity Company of America","4500 Park Granada Blvd, Suite 300","CALABASAS","CA","91302","POINT (-118.64626 34.149926)"
"0854","12750",,"Evergreen National Indemnity Company","6150 Oak Tree Blvd., Suite 440","INDEPENDENCE","OH","44131","POINT (-81.660268 41.395847)"
"2015","14303",,"Integrity Insurance Company","671 S. High Street","COLUMBUS","OH","43206","POINT (-82.998044 39.948796)"
"2799","25895",,"United States Liability Insurance Company","1190 Devon Park Drive, PO Box 6700","WAYNE","PA","19087-2191","POINT (-75.396673 40.080739)"
"3336","16379","800-438-1162","Jet Insurance Company","11440 Carmel Commons Blvd, Suite 207","CHARLOTTE","NC","28226","POINT (-80.843361 35.085299)"
"2119","25984",,"Graphic Arts Mutual Insurance Company","PO BOX 530","UTICA","NY","13503",
"0706","16691",,"Great American Insurance Company","301 E. Fourth Street","CINCINNATI","OH","45202-4201","POINT (-84.507797 39.100703)"
"1922","25054",,"Hudson Insurance Company","100 William Street, 5th Floor","NEW YORK","NY","10038","POINT (-74.007486 40.708511)"
"2973","38865",,"California Insurance Company","PO Box 3646","OMAHA","NE","68103-0646",
"2435","29459",,"Twin City Fire Insurance Company","One Hartford Plaza","HARTFORD","CT","06115",
"3330","17181",,"Intrepid Specialty Insurance Company","7400 COLLEGE BLVD., SUITE 350","OVERLAND PARK","KS","66210","POINT (-94.672213 38.92757)"
"0681","14265",,"Indiana Lumbermens Mutual Insurance Company","2005 Market Street, Sutie 1200","PHILADELPHIA","PA","19103-7008","POINT (-75.174679 39.953762)"
"2227","10669",,"Church Insurance Company (The)","19 East 34th Street","NEW YORK","NY","10016","POINT (-73.983745 40.748101)"
"2192","38660",,"MIC General Insurance Corporation","5630 University Parkway, Mail Code 4A05","WINSTON-SALEM","NC","27105","POINT (-80.275533 36.176772)"
"0855","12777",,"Chubb Indemnity Insurance Company","202B Hall's Mill Road","WHITEHOUSE STATION","NJ","08889","POINT (-74.765041 40.644972)"
"2749","27871",,"Western Agricultural Insurance Company","5400 UNIVERSITY AVENUE","WEST DES MOINES","IA","50266-5997","POINT (-93.779306 41.600454)"
"2020","37907",,"Allstate Vehicle and Property Insurance Company","3075 Sanders Rd., Suite G4E","NORTHBROOK","IL","60065","POINT (-87.873947 42.093908)"
"3053","10916",,"SureTec Insurance Company","2103 City West Blvd # 1300","HOUSTON","TX","77042",
"3004","20516",,"Euler Hermes North America Insurance Company","800 Red Brook Blvd.","OWINGS MILLS","MD","21117","POINT (-76.809074 39.413084)"
"1376","22306",,"Massachusetts Bay Insurance Company","440 Lincoln Street","WORCESTER","MA","01653","POINT (-71.780784 42.291928)"
"2780","10357","866-752-8731","Renaissance Reinsurance U.S. Inc.","140 Broadway, 42nd Floor","NEW YORK","NY","10005","POINT (-74.010646 40.709042)"
"1431","11630",,"Jefferson Insurance Company","9950 Maryland Drive","RICHMOND","VA","23233","POINT (-77.575934 37.64221)"
"1454","22004",,"CIM Insurance Corporation","500 Woodward Ave, 14th Floor","DETROIT","MI","48226","POINT (-83.04504 42.329525)"
"1503","20702",,"ACE Fire Underwriters Insurance Company","PO Box 1000","PHILADELPHIA","PA","19106",
"1962","32220","800-245-2425","21st Century North America Insurance Company","3 Beaver Valley Road","WILMINGTON","DE","19803","POINT (-75.545273 39.829049)"
"2658","40258",,"AIG Assurance Company","1271 Ave of the Americas, FL 37","NEW YORK","NY","10020-1304","POINT (-73.980137 40.760305)"
"2727","27120",,"Trumbull Insurance Company","One Hartford Plaza","HARTFORD","CT","06155",
"3084","36927",,"Colony Specialty Insurance Company","PO Box 469011","SAN ANTONIO","TX","78246-9011",
"2573","26069",,"Wausau Business Insurance Company","175 Berkeley Street","BOSTON","MA","02116","POINT (-71.072373 42.349909)"
"1760","31003","800-235-2942","Tri-State Insurance Company of Minnesota","PO BOX 1594","DES MOINES","IA","50306-1594",
"2785","27740",,"North Pointe Insurance Company","One General Drive","SUN PRAIRIE","WI","53596",
"2954","32301",,"TNUS Insurance Company","Three Bala Plaza East, Suite 400","BALA","PA","19004",
"2945","21113",,"United States Fire Insurance Company","PO Box 1973","MORRISTOWN","NJ","07962",
"0547","21865",,"WCF Select Insurance Company","100 West Towne Ridge Parkway","SANDY","UT","84070","POINT (-111.89365 40.57551)"
"1558","25666",,"Travelers Indemnity Company of America (The)","One Tower Square","HARTFORD","CT","06183",
"0696","23043",,"Liberty Mutual Insurance Company","175 Berkeley Street","BOSTON","MA","02116","POINT (-71.072373 42.349909)"
"1148","19941",,"American Commerce Insurance Company","3590 Twin Creeks Drive","COLUMBUS","OH","43204","POINT (-83.101307 39.980119)"
"2981","10069",,"Housing Authority Property Insurance, A Mutual Company","189 Commerce Court","CHESHIRE","CT","06410-0189","POINT (-72.895856 41.542635)"
"2754","38954",,"ProAssurance Casualty Company","100 Brookwood Place","BIRMINGHAM","AL","35209","POINT (-86.772904 33.465808)"
"3096","31325","800-773-4300","Acadia Insurance Company","PO BOX 9010","WESTBROOK","ME","04092",
"2590","36170",,"Travelers Casualty Company of Connecticut","One Tower Square","HARTFORD","CT","06183",
"3337","40550","877-546-7155","Lio Insurance Company","300 Four Falls Corporate Center","WEST CONSHOHOCKEN","PA","19428",
"2476","10030",,"Westchester Fire Insurance Company","PO Box 1000","PHILADELPHIA","PA","19106",
"2995","12305","866-206-5851","Accident Fund National Insurance Company","PO Box 40790","LANSING","MI","48901-7990",
"2639","25127",,"State Auto Property & Casualty Insurance Company","518 EAST BROAD ST.","COLUMBUS","OH","43215","POINT (-82.986563 39.963871)"
"0723","24767",,"St. Paul Fire and Marine Insurance Company","One Tower Square","HARTFORD","CT","06183",
"0413","13897",,"Farmers Mutual Hail Insurance Company of Iowa","6785 WESTOWN PARKWAY","WEST DES MOINES","IA","50266","POINT (-93.802226 41.595104)"
"3000","12758",,"CUMIS Specialty Insurance Company, Inc.","PO BOX 1084","MADISON","WI","53701",
"2581","10324",,"Addison Insurance Company","118 2ND AVENUE SE","CEDAR RAPIDS","IA","52407-3909","POINT (-91.668096 41.977646)"
"1568","21482",,"Factory Mutual Insurance Company","PO BOX 7500","JOHNSTON","RI","02919",
"2790","26379","800-432-2799","Accredited Surety and Casualty Company, Inc.","PO Box 140855","ORLANDO","FL","32814-0855",
"3245","42617",,"MAG Mutual Insurance Company","3535 Piedmont Rd. Building 14, Suite 1000","ATLANTA","GA","30305-1518","POINT (-84.378524 33.850483)"
"0746","11991","800 423-7675","National Casualty Company","One Nationwide Blvd, FSSC-RR","COLUMBUS","OH","43215",
"0530","19380",,"American Home Assurance Company","1271 Ave of the Americas, FL 37","NEW YORK","NY","10020-1304","POINT (-73.980137 40.760305)"
"3081","11206",,"Housing Enterprise Insurance Company, Inc.","189 Commerce Court","CHESHIRE","CT","06410","POINT (-72.895856 41.542635)"
"1432","13439",,"Partners Mutual Insurance Company","20935 Swenson Drive","WAUKESHA","WI","53186-2057","POINT (-88.174034 43.031998)"
"0717","11843",,"Medical Protective Company (The)","5814 Reed Road","FT. WAYNE","IN","46835","POINT (-85.081556 41.132093)"
"0621","23787",,"Nationwide Mutual Insurance Company","One Nationwide Blvd, FSSC-RR","COLUMBUS","OH","43215",
"0668","11452",,"Hartford Steam Boiler Inspection & Insurance Company (The)","One State St.","HARTFORD","CT","06102",
"2959","28535","800-894-5020","Triangle Insurance Company, Inc.","PO Box 1189","ENID","OK","73702-1189",
"1990","32786","800-776-4737","Progressive Specialty Insurance Company","6300 Wilson Mills Road","MAYFIELD VILLAGE","OH","44143-2182","POINT (-81.450826 41.538891)"
"1858","20222",,"All America Insurance Company","800 South Washington St.","VAN WERT","OH","45891","POINT (-84.582962 40.861021)"
"2578","37621",,"Toyota Motor Insurance Company","6565 HEADQUARTERS DRIVE, PM351","PLANO","TX","75024-5965","POINT (-96.840857 33.080384)"
"1773","23515",,"Midwestern Indemnity Company (The)","175 Berkeley Street","BOSTON","MA","02116","POINT (-71.072373 42.349909)"
"1957","31089",,"Repwest Insurance Company","2721 North Central Avenue","PHOENIX","AZ","85004","POINT (-112.073711 33.478425)"
"1253","19631",,"American Road Insurance Company (The)","One American Road, MD 7600","DEARBORN","MI","48126-2701",
"1961","35157",,"Fair American Insurance and Reinsurance Company","One Liberty Plaza","NEW YORK","NY","10006",
"0619","13722","888-333-8198","KnightBrook Insurance Company","4751 Wilshire Blvd., Suite 111","LOS ANGELES","CA","90010","POINT (-118.333824 34.062024)"
"1711","10952","800-625-4212","Transamerica Casualty Insurance Company","6400 C STREET SW","CEDAR RAPIDS","IA","52499","POINT (-91.637236 41.915311)"
"2401","20982",,"Country Casualty Insurance Company","PO BOX 2020","BLOOMINGTON","IL","61702-2020",
"1168","21407",,"EMCASCO Insurance Company","PO BOX 712","DES MOINES","IA","50306-0712",
"2857","20141","800 226-3224","National Trust Insurance Company","6300 University Parkway","SARASOTA","FL","34240-8424","POINT (-82.435703 27.386349)"
"1920","31968","800-523-3796","Merastar Insurance Company","200 East Randolph Street, Suite 3300","CHICAGO","IL","60601","POINT (-87.621611 41.884472)"
"3031","11551",,"Endurance Assurance Corporation","4 Manhattanville Road, 3rd Floor","PURCHASE","NY","10577","POINT (-73.71799 41.02335)"
"0518","10111",,"American Bankers Insurance Company of Florida","11222 Quail Roost Drive","MIAMI","FL","33157","POINT (-80.373759 25.59497)"
"2731","42331",,"GuideOne America Insurance Company","1111 ASHWORTH ROAD","WEST DES MOINES","IA","50265-3538","POINT (-93.719132 41.584614)"
"2450","37206",,"Contractors Bonding and Insurance Company","9025 N. Lindbergh Drive","PEORIA","IL","61615","POINT (-89.609221 40.796768)"
"2713","19992",,"American Select Insurance Company","PO BOX 5001","WESTFIELD CENTER","OH","44251-5001",
"2829","10957",,"Alamance Insurance Company","CityPlace II. 185 Asylum Street. 7th Floor","HARTFORD","CT","06103-3408",
"2428","15563",,"Clear Spring Property and Casualty Company","227 West Monroe, Suite 3950","CHICAGO","IL","60606","POINT (-87.63472 41.880635)"
"2689","35602","800-421-2368","Obsidian Insurance Company","57 West 57th Street","NEW YORK","NY","10019","POINT (-73.976913 40.764204)"
"1902","35882",,"GEICO General Insurance Company","One Geico Plaza","WASHINGTON","DC","20076",
"2994","12304","866-206-5851","Accident Fund General Insurance Company","PO Box 40790","LANSING","MI","48901-7990",
"0609","21296",,"Pinnacle National Insurance Company","1900 L. Don Dodson Drive","BEDFORD","TX","76021","POINT (-97.14012 32.84179)"
"3238","16109",,"Starr Specialty Insurance Company","399 Park Avenue 3rd floor","NEW YORK","NY","10022","POINT (-73.972266 40.759324)"
"1195","23388",,"Shelter Mutual Insurance Company","1817 West Broadway","COLUMBIA","MO","65218","POINT (-92.36717 38.953504)"
"2341","26085",,"Warner Insurance Company","200 East Randolph Street, Suite 3300","CHICAGO","IL","60601","POINT (-87.621611 41.884472)"
"1172","11371",,"Great West Casualty Company","1100 West 29th St.","SOUTH SIOUX CITY","NE","68776-0277","POINT (-96.427251 42.462514)"
"2990","41998","800-543-2644","American Southern Home Insurance Company","PO Box 5323","CINCINNATI","OH","45201-5323",
"1864","35386",,"Fidelity and Guaranty Insurance Company","ONE TOWER SQUARE","HARTFORD","CT","06183",
"2589","36153","800-872-3862","Aetna Insurance Company of Connecticut","151 Farmington Avenue","HARTFORD","CT","06156","POINT (-72.688425 41.768046)"
"0503","20699",,"ACE Property and Casualty Insurance Company","PO Box 1000","PHILADELPHIA","PA","19106",
"2843","25780",,"Williamsburg National Insurance Company","26255 American Drive","SOUTHFIELD","MI","48034","POINT (-83.303427 42.490651)"
"2350","17221",,"Homesite Insurance Company","One Federal Street, Suite 400","BOSTON","MA","02110",
"1904","42439",,"Toa Reinsurance Company of America (The)","177 Madison Ave., CN 1930","MORRISTOWN","NJ","07962","POINT (-74.457714 40.789131)"
"2582","10006",,"Cerity Insurance Company","PO Box 1389","AUSTIN","TX","78767",
"2591","21830",,"New England Insurance Company","100 High Street","BOSTON","MA","02110","POINT (-71.055169 42.354179)"
"2105","28665",,"Cincinnati Casualty Company (The)","PO BOX 145496","CINCINNATI","OH","45250-5496",
"3334","10671",,"Gray Casualty & Surety Company, The","PO BOX 6202","METAIRIE","LA","70009",
"2236","37478",,"Hartford Insurance Company of the Midwest","One Hartford Plaza","HARTFORD","CT","06155-0001",
"2283","15725","800-326-6511","Cameron Mutual Insurance Company","PO Box 768","CAMERON","MO","64429",
"2019","36455",,"Allstate Northbrook Indemnity Company","3075 Sanders Rd., Suite G4E","NORTHBROOK","IL","60062-7127","POINT (-87.873947 42.093908)"
"3216","11932",,"White Pine Insurance Company","550 West Merrill Street, Suite 200","BIRMINGHAM","MI","48009","POINT (-83.219743 42.545051)"
"1434","23795","800-245-2425","21st Century Pacific Insurance Company","21st Century Plaza, 3 Beaver Valley Road","WILMINGTON","DE","19803-1115",
"3120","36064",,"Hanover American Insurance Company (The)","440 Lincoln St.","WORCESTER","MA","01653-0002","POINT (-71.780784 42.291928)"
"2968","10799","(800) 324-6020","GeoVera Insurance Company","1455 Oliver Road","FAIRFIELD","CA","94534","POINT (-122.068912 38.259063)"
"3327","15474",,"National Summit Insurance Company","PO BOX 130059","DALLAS","TX","75313",
"2690","28932","(800) 431-1270","Markel American Insurance Company","4521 Highwoods Parkway","GLEN ALLEN","VA","23060","POINT (-77.578358 37.662433)"
"0669","21873",,"Fireman's Fund Insurance Company","225 W Washington Street, Suite 1800","CHICAGO","IL","60606","POINT (-87.634988 41.883208)"
"2251","14249",,"Founders Insurance Company","1350 East Touhy Avenue, Suite 200W","DES PLAINES","IL","60018","POINT (-87.890105 42.009572)"
"2378","13137",,"Viking Insurance Company of Wisconsin","1800 North Point Drive","STEVENS POINT","WI","54481","POINT (-89.572644 44.541214)"
"0508","20273",,"Cedar Insurance Company","PO BOX 40310","BROOKLYN","NY","11024",
"2174","21180",,"Sentry Select Insurance Company","1800 North Point Drive","STEVENS POINT","WI","54481-1283","POINT (-89.572644 44.541214)"
"0597","25623",,"Phoenix Insurance Company (The)","One Tower Square","HARTFORD","CT","06183",
"2870","10166","866-206-5851","Accident Fund Insurance Company of America","PO Box 40790","LANSING","MI","48901-7990",
"2164","36447",,"LM General Insurance Company","175 Berkeley Street","BOSTON","MA","02116","POINT (-71.072373 42.349909)"
"2310","16624",,"Allied World Specialty Insurance Company","1690 New Britain Avenue, Suite 101","FARMINGTON","CT","06032","POINT (-72.860203 41.708039)"
"2984","12528","800-274-3531","Wadena Insurance Company","PO BOX 1336","DES MOINES","IA","50306-1336",
"0553","18988",,"Auto-Owners Insurance Company","PO BOX 30660","LANSING","MI","48909",
"1724","22683",,"Teachers Insurance Company","1 Horace Mann Plaza","SPRINGFIELD","IL","62715","POINT (-89.64359 39.80163)"
"2367","41211","800-316-5607","Triton Insurance Company","3001 Meacham Blvd. Suite 100","FT. WORTH","TX","76137","POINT (-97.303333 32.824393)"
"0663","24988",,"Sentry Insurance Company","1800 North Point Drive","STEVENS POINT","WI","54481","POINT (-89.572644 44.541214)"
"2950","42897",,"American Service Insurance Company, Inc.","953 American Lane, 3rd Floor","SCHAUMBURG","IL","60173","POINT (-88.055765 42.048352)"
"0444","13021",,"United Fire & Casualty Company","PO BOX 73909","CEDAR RAPIDS","IA","52407-3909",
"1889","32077",,"Vantage Risk Assurance Company","444 W. Lake St. River Point, 17th Floor","CHICAGO","IL","60606",
"3340","10891",,"Concert Insurance Company","1701 Golf Road, Suite 1-1110","Rolling Meadows","IL","60008","POINT (-87.999508 42.051235)"
"3219","15756",,"Radnor Specialty Insurance Company","1170 Devon Park Drive","WAYNE","PA","19087","POINT (-75.396484 40.080593)"
"2302","43044",,"Response Insurance Company","200 East Randolph Street, Ste 3300","CHICAGO","IL","60601","POINT (-87.621611 41.884472)"
"3226","38997",,"Sompo America Fire & Marine Insurance Company","1221 Avenue of the Americas, 18th Floor","NEW YORK","NY","10020","POINT (-73.981102 40.758957)"
"3299","11162","800-888-2738","Insurance Company of the South","10751 Deerwood Park Blvd., Suite 200","JACKSONVILLE","FL","32256","POINT (-81.532878 30.247812)"
"2220","41769",,"Travelers Casualty Company (The)","One Tower Square","HARTFORD","CT","06183",
"2635","28207",,"Anthem Insurance Companies, Inc.","220 Virginia Avenue","INDIANAPOLIS","IN","46204","POINT (-86.1514 39.762993)"
"1208","23418","800-722-4994","Mid-Continent Casualty Company","PO BOX 1409","TULSA","OK","74101",
"1805","31887",,"Coface North America Insurance Company","275 Grove Street 2-400","NEWTON","MA","02466","POINT (-71.251417 42.33864)"
"2862","13307",,"Lexon Insurance Company","10002 Shelbyville Road, Suite 100","LOUISVILLE","KY","40223","POINT (-85.568089 38.245721)"
"2849","10239",,"SECURA Supreme Insurance Company","PO Box 819","APPLETON","WI","54912-0819",
"1598","22233",,"Select Insurance Company","One Tower Square","HARTFORD","CT","06183",
"1745","28223","800-228-6700","Nationwide Agribusiness Insurance Company","ONE NATIONWIDE BLVD, FSSC-RR","COLUMBUS","OH","43215",
"3323","11110",,"Allstate North American Insurance Company","3075 Sanders Road, Suite G4E","NORTHBROOK","IL","60062","POINT (-87.873947 42.093908)"
"2864","11000",,"Sentinel Insurance Company, Ltd.","One Hartford Plaza","HARTFORD","CT","06115",
"2891","10984",,"Ansur America Insurance Company","One Mutual Avenue","FRANKENMUTH","MI","48787-0001",
"0872","25712","800-343-7262","Esurance Insurance Company","3075 Sanders Road, Suite G4E","NORTHBROOK","IL","60062-7127","POINT (-87.873947 42.093908)"
"2500","32603","800 866-2308","Berkley Insurance Company","475 Steamboat Road, 1st Floor","GREENWICH","CT","06830","POINT (-73.62342 41.01857)"
"2583","29530",,"Digital Affect Insurance Company","76 St. Paul Street, Suite 500","BURLINGTON","VT","05401","POINT (-73.214146 44.477724)"
"2972","22985",,"Sequoia Insurance Company","PO Box 1510","MONTEREY","CA","93942",
"2781","38237",,"American Country Insurance Company","953 American Lane, 3rd Floor","SCHAUMBURG","IL","60173","POINT (-88.055765 42.048352)"
"1637","19062",,"Automobile Insurance Company of Hartford, Connecticut (The)","One Tower Square","HARTFORD","CT","06183",
"2466","25011",,"Wesco Insurance Company","59 Maiden Lane, 43rd Floor","NEW YORK","NY","10038","POINT (-74.008478 40.708501)"
"2536","27065",,"Rockford Mutual Insurance Company","527 Colman Center Dr., P. O. Box 5626","ROCKFORD","IL","61125-0626","POINT (-88.962663 42.267047)"
"2550","37931",,"YCI, Inc.","PO Box 24000","OKLAHOMA CITY","OK","73124-4000",
"2605","11800",,"Foremost Property and Casualty Insurance Company","Farmers Ins Group, Regulatory Affairs Dept.","GRAND RAPIDS","MI","49501",
"1249","25186",,"EMC Property & Casualty Company","PO BOX 712","DES MOINES","IA","50306-0712",
"3142","38300",,"Samsung Fire & Marine Insurance Co., Ltd. (U.S. Branch)","105 Challenger Road, 5th Floor","RIDGEFIELD PARK","NJ","07660","POINT (-74.011917 40.853011)"
"0743","23647",,"Ironshore Indemnity Inc.","175 Berkeley Street","BOSTON","MA","02116","POINT (-71.072373 42.349909)"
"0582","25615",,"Charter Oak Fire Insurance Company (The)","One Tower Square","HARTFORD","CT","06115",
"0550","13412",,"Austin Mutual Insurance Company","55 West Street","KEENE","NH","03431","POINT (-72.280416 42.933382)"
"2859","34940","866-300-6433","Omni Indemnity Company","1400 Union Meeting Road, Suite 250","BLUE BELL","PA","19422","POINT (-75.285084 40.148645)"
"1596","22276",,"Berkshire Hathaway Specialty Insurance Company","1314 Douglas Street, Suite 1400","OMAHA","NE","68102-1944","POINT (-95.93386 41.25863)"
"2424","29157","800-258-2667","United Wisconsin Insurance Company","PO Box 40790","LANSING","MI","48901-7990",
"0196","14257","800-274-3531","IMT Insurance Company","PO BOX 1336","DES MOINES","IA","50306-1336",
