"company_name","mailing_address1","mailing_address2","mailing_city","mailing_state","mailing_zip","business_phone","business_email","physical_location"
"UNITED STATES WARRANTY CORP.","%PROTECTIVE","14755 NORTH OUTER FORTY ROAD, SUITE 400","CHESTERFIELD","MO","63017-6050","6365365611","lida.ruiz@protective.com",
"PROTECTIVE ADMINISTRATIVE SERVICES, INC.","14755 NORTH OUTER FORTY ROAD, SUITE 400",,"ST. LOUIS","MO","63017","6365365611","lida.ruiz@protective.com","POINT (-90.543055 38.649431)"
"MOTOR INN OF SPIRIT LAKE, INC.","2702 17TH STREET",,"SPIRIT LAKE","IA","51360","7123625834","motorinnautogroup@hotmail.com","POINT (-95.129767 43.422645)"
"OX CAR CARE, INC.","4 PARK PLAZA, SUITE 500",,"IRVINE","CA","92614","8442990885","diann.pruitt@y2yc.com","POINT (-117.838299 33.678188)"
"GAI WARRANTY COMPANY","301 E FOURTH STREET",,"CINCINNATI","OH","45202","5133695000","companylicensing@gaig.com","POINT (-84.507797 39.100703)"
"KINGSFOOT INC.","W5073 COUNTY ROAD O",,"PLYMOUTH","WI","53073","9208926466","jbennett@vhcars.com","POINT (-87.950709 43.761565)"
"VANTAGE WARRANTY, INC.","8834 N CAPITAL OF TEXAS HIGHWAY, SUITE 250",,"AUSTIN","TX","78759","8559557623","renewals@vtg-services.com","POINT (-97.760963 30.388279)"
"AMERICA'S CAR MART, INC.","1805 N. 2ND STREET, SUITE 401",,"ROGERS","AR","72756","4794188086","christy.bradberry@car-mart.com","POINT (-94.116409 36.350312)"
"PESSADA HOLDINGS, LLC","167 LAMP & LANTERN VILLAGE,  SUITE 127",,"CHESTERFIELD","MO","63017","8552466700","diann.pruitt@y2yc.com",
"CNA WARRANTY SERVICES, INC.","151 N FRANKLIN STREET",,"CHICAGO","IL","60606","3128224980","lauren.hudson@cna.com","POINT (-87.635367 41.884568)"
"PRECISION PROTECTION, INC.","5201 N GRAPE ROAD",,"MISHAWAKA","IN","46545","5742722056","jpopielski@gurleyleep.com","POINT (-86.187558 41.7081)"
"FIRST IOWA WARRANTY COMPANY","PO BOX 540",,"FORT MADISON","IA","52627","3193721012","jamie@jimbaier.com",
"PAT CLEMONS, INC.","1720 S MARSHALL STREET",,"BOONE","IA","50036","5154325150","joe@clemonsautogroup.com","POINT (-93.878343 42.036452)"
"MERIT ADMINISTRATION, LLC","100 MALL PARKWAY, SUITE 101",,"WENTZVILLE","MO","63385","6366984820","diann.pruitt@y2yc.com","POINT (-90.82276 38.80498)"
"ABS RISK, LLC","10170 CHURCH RANCH WAY, SUITE 320",,"WESTMINSTER","CO","80021","3034579876","csanford@abswarranty.net","POINT (-105.074516 39.881588)"
"UNITED CAR CARE, INC.","PO BOX 3988",,"GREENWOOD VILLAGE","CO","80155-3988","8005716412","shenry@unitedcarcare.com",
"CENTRAL ADMINISTRATIVE SERVICE CORPORATION INC","3550 N CENTRAL AVENUE, SUITE 800",,"PHOENIX","AZ","85012","8882855950","licensing@veritasglobal.com","POINT (-112.073898 33.488767)"
"CENTURY WARRANTY SERVICES, INC.","8019 BAYBERRY ROAD",,"JACKSONVILLE","FL","32206","9544203479","shari.campenni@jmagroup.com","POINT (-81.583985 30.225315)"
"SCIOTO ADMINISTRATORS CORPORATION","5500 FRANTZ ROAD, SUITE 100",,"DUBLIN","OH","43017","6147263150","slsheets@alltpa.com","POINT (-83.122732 40.077613)"
"CORNERSTONE UNITED, INC.","1020 MAIN AVENUE NW",,"HICKORY","NC","28601","8776671762","compliance@cornerstoneunited.com","POINT (-81.354503 35.731897)"
"TOYOTA MOTOR INSURANCE SERVICES, INC.","6565 HEADQUARTERS DRIVE, W2-5D",,"PLANO","TX","75024","4694866556","tfs_insurance_compliance@toyota.com","POINT (-96.840857 33.080384)"
"EXTEND WARRANTY SERVICES CORPORATION","340 SOUTH LEMON AVENUE, SUITE 4904",,"WALNUT","CA","91789","4155785745","matt.skeffington@extend.com","POINT (-117.860333 34.011553)"
"WEBSTER CITY AUTO CENTER, L.L.C.","982 S EMERALD HILLS DRIVE",,"ARNOLDS PARK","IA","51331","7122604440","dray1965.dr@gmail.com","POINT (-95.141792 43.355087)"
"AUTOGUARD ADVANTAGE CORPORATION","5500 FRANTZ ROAD, SUITE 120",,"DUBLIN","OH","43017","3802047890","compliance@dimtpa.net","POINT (-83.122732 40.077613)"
"SERVICEGUARD SYSTEMS, INC.","34555 CHAGRIN BOULEVARD, SUITE 100",,"MORELAND HILLS","OH","44022","2164646744","lwargo@galtenterprises.com","POINT (-81.442518 41.454164)"
"VEHICLE SERVICE ADMINISTRATOR LLC","900 S HIGHWAY DRIVE, SUITE 100",,"FENTON","MO","63026","6363491234","statelicensing@wisefandi.com","POINT (-90.459354 38.542643)"
"BRIDGESTONE RETAIL OPERATIONS, LLC","200 4TH AVENUE SOUTH",,"NASHVILLE","TN","37201","6302599162","kejones@bfrc.com","POINT (-86.775615 36.158639)"
"CONTINENTAL SERVICE PROVIDER, INC.","PO BOX 2840",,"SCOTTSDALE","AZ","85252-2840","4809411626","compliance@cnanational.com",
"EGV COMPANIES, INC.","50 N LAURA STREET, SUITE 2500",,"JACKSONVILLE","FL","32202","8778500446","diann.pruitt@y2yc.com","POINT (-81.659342 30.326957)"
"NOBILIS ADMINISTRATIVE SERVICES, INC.","5100 N O'CONNOR BOULEVARD, SUITE 200",,"IRVING","TX","75039","2143932220","compliance@nobilisgroup.co","POINT (-96.941978 32.869065)"
"CAPITAL AUTO PROTECTION SERVICES L.L.C.","812 NORWOOD STREET",,"FORT WORTH","TX","76107","8177517273","diann.pruitt@y2yc.com","POINT (-97.360185 32.75104)"
"FIRST AUTOMOTIVE SERVICE CORPORATION","15920 ADDISON ROAD",,"ADDISON","TX","75001","8778537613","swrecompliance@iaawg.com","POINT (-96.829824 32.96656)"
"AMERICAN RISK SERVICES, LLC","1130 CONGRESS AVENUE",,"CINCINNATI","OH","45246","5137926300","rrussell@americanriskservices.com","POINT (-84.468081 39.275931)"
"DIAMOND WARRANTY CORP.","PO BOX 970",,"PITTSTON","PA","18640","8504254000","william@meenanlawfirm.com",
"RMG ADMINISTRATIVE SERVICES LLC","4516 LOVERS LANE, SUITE 371",,"DALLAS","TX","75225","2146939770","rgardner@rosemarkgrp.com","POINT (-96.812179 32.851297)"
"DEALER ADMIN. SERVICES, INC.","5810 W 78TH STREET, SUITE 300",,"BLOOMINGTON","MN","55439","9529379222","diann.pruitt@y2yc.com",
"WES FINCH AUTO PLAZA, INC.","PO BOX 537",,"GRINNELL","IA","50112","6412363181","leemcfee@wesfinch.com",
"HEADSTART WARRANTY GROUP LLC","26610 WOODPECKER TRAIL",,"SPICEWOOD","TX","78669","8889641899","diann.pruitt@y2yc.com","POINT (-98.093674 30.458851)"
"TOCO US, LLC","720 N POST OAK ROAD, SUITE 500",,"HOUSTON","TX","77024","7137777368","lauren.smith@tocowarranty.com","POINT (-95.456646 29.779841)"
"WYNN'S EXTENDED CARE, INC.","6303 BLUE LAGOON DRIVE, SUITE 225",,"MIAMI","FL","33126-6004","3052665665","compliance@phoenixec.com","POINT (-80.29994 25.783219)"
"UNIVERSAL WARRANTY CORPORATION","500 WOODWARD AVENUE, 14TH FLOOR",,"DETROIT","MI","48226","3136566139","insurancelicensing@ally.com","POINT (-83.04504 42.329525)"
"NATION MOTOR CLUB, LLC","5600 Broken Sound Blvd NW",,"BOCA RATON","FL","33487","5612263600","compliance@nationsafedrivers.com","POINT (-80.110229 26.399193)"
"GM PROTECTIONS, LLC","801 CHERRY STREET, SUITE 3500",,"FORT WORTH","TX","76102","8173027000","tisha.weems@gmfinancial.com","POINT (-97.334839 32.750452)"
"FREEDOM WARRANTY OF AMERICA LLC","117 LEE PARKWAY DRIVE, SUITE 103",,"CHATTANOOGA","TN","37421","8772494186","legal@freedomwarranty.com","POINT (-85.162021 35.046782)"
"ALPHA WARRANTY SERVICES, INC.","PO BOX 95790",,"SOUTH JORDAN","UT","84095","8006625519","customersupport@alphawarranty.com",
"CLEMONS USED CAR CO.","2110 E UNIVERSITY AVENUE",,"DES MOINES","IA","50317","5152651467","joe@clemonsautogroup.com","POINT (-93.580216 41.60059)"
"KORNERSTONE ADMINISTRATIVE SERVICES LLC","111 E BROADWAY, SUITE 900",,"SALT LAKE CITY","UT","84111","8012573443","diane@kornerstoneadmin.com","POINT (-111.887693 40.762903)"
"MATRIX FINANCIAL SERVICES LLC","3100 MCKINNON STREET, SUITE 420",,"DALLAS","TX","75201","2143963496","shellie@matrixprotection.com","POINT (-96.81154 32.797714)"
"PROTECT MY CAR LLC","570 CARILLON PARKWAY, SUITE 300",,"ST. PETERSBURG","FL","33716","7277559553","compliance@protectmycar.com","POINT (-82.66318 27.88591)"
"INTEGRITY ADMIN GROUP, INC.","2973 HARBOR BOULEVARD, SUITE 240",,"COSTA MESA","CA","92626","8772528036","regulatorcompliance@integrity.car","POINT (-117.919417 33.679504)"
"EXTENDED VEHICLE PROTECTION LLC","26001 LAWRENCE AVENUE   CIMS 423-04-06",,"CENTERLINE","MI","48015","5862557817","judy.kolcaj@fcagroup.com","POINT (-83.032402 42.484228)"
"SYNERGY ADMINISTRATORS, LLC","6010 ATLANTIC BOULEVARD",,"NORCROSS","GA","30071","6782251000","compliance@apcoholdings.com","POINT (-84.228309 33.946562)"
"MOTOR INN OF KNOXVILLE, L.L.C.","1705 NORTH LINCOLN STREET",,"KNOXVILLE","IA","50138","7123625834","motorinnautogroup@hotmail.com","POINT (-93.110055 41.330099)"
"PHOENIX AMERICAN WARRANTY COMPANY, INC.","6303 BLUE LAGOON DRIVE, SUITE 225",,"MIAMI","FL","33126","3052665665","compliance@phoenixec.com","POINT (-80.299722 25.783225)"
"PREFERRED PROTECTION SERVICES LLC","PO BOX 2840",,"SCOTTSDALE","AZ","85252-2840","8003450191","compliance@cnanational.com",
"ADVANCE CORE CAPITAL INC.","2248 CENTRAL DRIVE, SUITE 107-290",,"BEDFORD","TX","76021-5843","8004811533","brandon@everythingbreaks.com","POINT (-97.133537 32.843327)"
"GLOBAL PROTECTION PLAN, INC.","%UNITED STATES WARRANTY CORP.","14755 NORTH OUTER FORTY ROAD, SUITE 400","CHESTERFIELD","MO","63017-6050","5614551111","dennismacinnes@edmorse.cocm",
"UNITED SERVICE CONTRACT GROUP LLC","570 CARILLON PARKWAY, SUITE 300",,"ST. PETERSBURG","FL","33716","7277559553","compliance@uscgcorp.com","POINT (-82.66318 27.88591)"
"CGA SC PROVIDER SERVICES, INC","1776 N SCOTTSDALE ROAD, #2827",,"SCOTTSDALE","AZ","85257","8889070870","licensing@carguardadmin.com","POINT (-111.926315 33.46699)"
"TRILOGY CONCEPTS CORPORATION","PO BOX 1207",,"DUBLIN","OH","43017","8887859736","sales@capadminpros.com",
"MPP CO., INC.","8500 SHAWNEE MISSION PARKWAY, SUITE 200",,"MERRIAM","KS","66202","8007474400","glamb@mpp.com","POINT (-94.684263 39.01501)"
"OWNERSHIELD, INC.","10751 DEERWOOD PARK BOULEVARD, SUITE 200",,"JACKSONVILLE","FL","32256","8002427316","compliance@smartautocare.com","POINT (-81.532878 30.247812)"
"ROADSIDE PROTECT, INC.","1000 W IRVING PARK ROAD, SUITE 150",,"ITASCA","IL","60143","6306225159","servicecontracts@roadsideprotect.com","POINT (-88.028656 41.972551)"
"D & P HOLDINGS, INC.","PO BOX 9177",,"SPRING","TX","77387","8003531123","jfa@diversicare.com",
"EXPRESS SYSTEMS, INC.","25541 COMMERCENTRE DRIVE, SUITE 100",,"LAKE FOREST","CA","92630","9497896200","legal@portfolioco.com","POINT (-117.685124 33.664843)"
"AUTOMOBILE PROTECTION CORPORATION - APCO","6010 ATLANTIC BOULEVARD",,"NORCROSS","GA","30071","6782251000","compliance@apcoholdings.com","POINT (-84.228309 33.946562)"
"SILVERROCK AUTOMOTIVE, INC.","1720 W RIO SALADO PARKWAY",,"TEMPE","AZ","85281","6028526736","silverrocklegallicensing@silverrockinc.com","POINT (-111.964287 33.430618)"
"JDB AUTO SALES, INC.","925 W KIMBERLY ROAD",,"DAVENPORT","IA","52806","5156977073","dnelson5@byrider.com","POINT (-90.586389 41.560033)"
"DEALER PERFORMANCE, INC.","11222 QUAIL ROOST DRIVE",,"MIAMI","FL","33157","3123563000","scprenewals@assurant.com","POINT (-80.373759 25.59497)"
"FCA US LLC","26001 LAWRENCE AVENUE; CIMS:423-04-06",,"CENTER LINE","MI","48015","5862557817","judy.kolcaj@fcagroup.com","POINT (-83.032402 42.484228)"
"VISION WARRANTY CORPORATION","17555 EL CAMINO REAL",,"HOUSTON","TX","77058","8776353143","mary@visionwarranty.net","POINT (-95.110456 29.549871)"
"WESTERN DIVERSIFIED SERVICES, INC.","14755 NORTH OUTER FORTY ROAD, SUITE 400",,"CHESTERFIELD","MO","63017-6050","6365365611","lida.ruiz@protective.com","POINT (-90.540448 38.648935)"
"AUTO SERVICES COMPANY, INC.","PO BOX 2400",,"MOUNTAIN HOME","AR","72654","8704258330","kaycee.tucker@ascwarranty.com",
"PARTNERS WARRANTY CORPORATION","PO BOX 1630",,"POWAY","CA","92074","8583915670","jfletcher@partnersalliancecorp.com",
"CARGUARD ADMINISTRATION INC","1776 N SCOTTSDALE ROAD, #2827",,"PHOENIZ","AZ","85257","8889070870","licensing@carguardadmin.com","POINT (-111.926315 33.46699)"
"SUNPATH LTD.","50 BRAINTREE HILL OFFICE PARK, SUITE 310",,"BRAINTREE","MA","2184","7818174500","info@mysunpath.com","POINT (-71.02623 42.22715)"
"AMERICAN GUARDIAN WARRANTY SERVICES, INC.","PO BOX 768",,"WARRENVILLE","IL","60555","6305344114","compliance@agws.com",
"FIRST EXTENDED SERVICE CORPORATION","11222 QUAIL ROOST DRIVE",,"MIAMI","FL","33157","3123563000","scprenewals@assurant.com","POINT (-80.373759 25.59497)"
"VEHICLE PROTECTION, INC.","250 NE MULBERRY",,"LEE'S SUMMIT","MO","64086","8163470900","jennifer.bopp@mbpnetwork.com","POINT (-94.374516 38.940642)"
"RED SHIELD ADMINISTRATION, INC","3550 N CENTRAL AVENUE, SUITE 800",,"PHOENIX","AZ","85012","8887406170","licensing@veritasglobal.com","POINT (-112.073898 33.488767)"
"CONSUMER PROGRAM ADMINISTRATORS, INC.","11222 QUAIL ROOST DRIVE",,"MIAMI","FL","33157","3123563000","scprenewals@assurant.com","POINT (-80.373759 25.59497)"
"LAUTERBACH BUICK-GMC, INC.","2900 1ST AVENUE E",,"NEWTON","IA","50208","6417926412","jlauterbach@lauterbachcars.com","POINT (-93.016956 41.699178)"
"HOLZHAUER FORD CHEROKEE, INC.","PO BOX 660",,"CHEROKEE","IA","51012-0660","7122255713","danw@holzhauermotors.com",
"MERCURY SELECT MANAGEMENT COMPANY, INC.","PO BOX 728866",,"OKLAHOMA CITY","OK","73172-8866","4056216719","tmullendore@mercuryinsurance.com",
"CLEMONS, INC.","PO BOX 1533",,"MARSHALLTOWN","IA","50158","6417525491","office@clemonsinc.com",
"CAL-TEX PROTECTIVE COATINGS, INCORPORATED","7455 NATURAL BRIDGE CAVERNS ROAD",,"SCHERTZ","TX","78154","2105643200","legal@caltexus.com",
"TIRE SHIELD, INC.","155 SUPREME COURT",,"ST. AUGUSTINE","FL","32086","8886288473","compliance@teamtsr.com","POINT (-81.325104 29.831835)"
"WS AFTERMARKET SERVICES CORPORATION","2200 HIGHWAY 121, SUITE 100",,"BEDFORD","TX","76021","3039875500","amynta.licensing@amyntagroup.com","POINT (-97.116727 32.842159)"
"DISCOUNT TIRE CERTIFICATE LLC","20225 N SCOTTSDALE ROAD",,"SCOTTSDALE","AZ","85255","4806066000","jim.parr@discounttire.com","POINT (-111.925421 33.670841)"
"NATIONAL ADMINISTRATIVE SERVICE CO., LLC","5500 FRANTZ ROAD, SUITE 120",,"DUBLIN","OH","43017","3802047890","compliance@dimtpa.net","POINT (-83.122732 40.077613)"
"UNIVERSAL UNDERWRITERS SERVICE CORPORATION","1299 ZURICH WAY",,"SCHAUMBURG","IL","60196","9133391000","fi.products@zurichna.com","POINT (-88.046361 42.063664)"
"PROGUARD WARRANTY INC.","PO BOX 1337",,"PITTSTON","PA","18640","5704140431","wecare@proguardwarranty.com",
"BUCKEYE DEALERSHIP CONSULTING, LLC","1170 E WESTERN RESERVE ROAD, BLDG 2, FLOOR 2",,"POLAND","OH","44541","3307269030","diann.pruitt@y2yc.com","POINT (-80.628614 40.987889)"
"AMERICAN AUTO GUARDIAN, LLC","PO BOX 925",,"ARLINGTON HEIGHTS","IL","60006","8884422886","compliance@aagi.com",
"FORD MOTOR SERVICE COMPANY","ONE AMERICAN ROAD - MD 7480",,"DEARBORN","MI","48126","8005214144","omatta@ford.com",
