"rec_no","fiscal_year","department","program","expense_category","district","districtname","payment_date","amount","corrected_rec"
"207482920","2014","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2014-11-06T00:00:00.000","25201.63","TRUE"
"201362426","2015","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2014-08-27T00:00:00.000","12780.11",
"195456468","2014","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2014-05-28T00:00:00.000","12476.55",
"183095540","2014","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2013-10-29T00:00:00.000","7097.16",
"188434616","2014","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2014-01-29T00:00:00.000","13185.85",
"208746918","2015","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2014-11-25T00:00:00.000","13349.92",
"210513548","2015","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2014-12-29T00:00:00.000","13349.92",
"181284768","2014","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2013-09-27T00:00:00.000","7097.16",
"191805888","2014","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2014-03-27T00:00:00.000","6446.59",
"210514590","2015","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2014-12-29T00:00:00.000","10831.58",
"197259856","2014","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2014-06-26T00:00:00.000","6947.74",
"208747996","2015","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2014-11-25T00:00:00.000","10831.58",
"195457686","2014","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2014-05-28T00:00:00.000","6947.74",
"190092662","2014","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2014-02-26T00:00:00.000","11576.58",
"184958976","2014","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2013-11-26T00:00:00.000","7342.7",
"197258772","2014","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2014-06-26T00:00:00.000","12476.55",
"193558506","2014","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2014-04-28T00:00:00.000","6446.61",
"188435696","2014","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2014-01-29T00:00:00.000","7342.72",
"179533598","2014","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2013-08-28T00:00:00.000","12744.84",
"183780960","2014","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2013-11-07T00:00:00.000","6183.92",
"181283428","2014","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2013-09-27T00:00:00.000","12744.84",
"179534670","2014","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2013-08-28T00:00:00.000","7097.16",
"206799874","2015","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2014-10-29T00:00:00.000","11752.4",
"199471584","2014","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2014-07-29T00:00:00.000","59336.09",
"199470354","2014","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2014-07-29T00:00:00.000","22810.01",
"212153762","2015","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2015-01-28T00:00:00.000","2802.99",
"222976006","2015","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2015-07-28T00:00:00.000","13334.08",
"220829236","2015","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2015-06-26T00:00:00.000","10818.74",
"215474368","2015","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2015-03-27T00:00:00.000","12742.46",
"219075344","2015","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2015-05-27T00:00:00.000","13334.07",
"217364048","2015","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2015-04-28T00:00:00.000","12742.47",
"215475440","2015","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2015-03-27T00:00:00.000","10338.74",
"213781786","2015","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2015-02-25T00:00:00.000","10338.74",
"220828164","2015","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2015-06-26T00:00:00.000","13334.07",
"213780708","2015","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2015-02-25T00:00:00.000","12742.46",
"212152694","2015","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2015-01-28T00:00:00.000","3725.05",
"219076416","2015","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2015-05-27T00:00:00.000","10818.74",
"222977078","2015","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2015-07-28T00:00:00.000","10818.75",
"217365120","2015","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2015-04-28T00:00:00.000","10338.75",
"238855936","2016","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2016-04-28T00:00:00.000","21955.84",
"240504058","2016","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2016-05-26T00:00:00.000","25647.53",
"242300268","2016","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2016-06-28T00:00:00.000","25647.53",
"244116750","2016","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2016-07-27T00:00:00.000","25647.53",
"245911498","2017","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2016-08-29T00:00:00.000","24168.35",
"247765028","2017","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2016-09-28T00:00:00.000","24168.35",
"249491484","2017","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2016-10-27T00:00:00.000","24168.35",
"250299422","2016","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2016-11-08T00:00:00.000","12303.38","TRUE"
"251244616","2017","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2016-11-28T00:00:00.000","24896.86",
"252975034","2017","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2016-12-28T00:00:00.000","24896.86",
"254637642","2017","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2017-01-27T00:00:00.000","24896.88",
"256312992","2017","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2017-02-24T00:00:00.000","21051.91",
"258247764","2017","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2017-03-29T00:00:00.000","21051.91",
"259893348","2017","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2017-04-26T00:00:00.000","21051.92",
"261636362","2017","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2017-05-26T00:00:00.000","24592",
"263414698","2017","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2017-06-27T00:00:00.000","24592",
"265332072","2017","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2017-07-25T00:00:00.000","24592.02",
"267079194","2018","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2017-08-24T00:00:00.000","23300.81",
"268798676","2018","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2017-09-25T00:00:00.000","23300.81",
"270585844","2018","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2017-10-24T00:00:00.000","23300.83",
"271649626","2017","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2017-11-08T00:00:00.000","6151.45","TRUE"
"272485966","2018","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2017-11-27T00:00:00.000","23941.12",
"274156008","2018","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2017-12-26T00:00:00.000","23941.12",
"275751754","2018","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2018-01-24T00:00:00.000","23941.14",
"277512138","2018","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2018-02-26T00:00:00.000","20273.14",
"279085904","2018","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2018-03-26T00:00:00.000","20273.14",
"280760176","2018","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2018-04-24T00:00:00.000","20273.14",
"282623632","2018","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2018-05-24T00:00:00.000","23688.38",
"284370578","2018","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2018-06-25T00:00:00.000","23688.38",
"286305180","2018","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2018-07-24T00:00:00.000","23688.38",
"288090950","2019","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2018-08-24T00:00:00.000","23740.09",
"289655986","2019","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2018-09-24T00:00:00.000","23740.09",
"291636924","2019","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2018-10-24T00:00:00.000","23740.09",
"292544850","2018","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2018-11-08T00:00:00.000","18070.8","TRUE"
"293329666","2019","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2018-11-26T00:00:00.000","24447.24",
"294979422","2019","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2018-12-21T00:00:00.000","24447.24",
"298293818","2019","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2019-02-25T00:00:00.000","23999.99",
"296638326","2019","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2019-01-24T00:00:00.000","24447.25",
"299869200","2019","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2019-03-25T00:00:00.000","23999.99",
"301703582","2019","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2019-04-24T00:00:00.000","24000.00",
"303400414","2019","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2019-05-24T00:00:00.000","24442.13",
"306957148","2019","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2019-07-24T00:00:00.000","24442.13",
"312985346","2019","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2019-11-06T00:00:00.000","8970.35","TRUE"
"314025722","2020","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2019-11-26T00:00:00.000","27165.93",
"305054364","2019","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2019-06-25T00:00:00.000","24442.13",
"308708208","2020","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2019-08-26T00:00:00.000","26556.91",
"310302816","2020","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2019-09-24T00:00:00.000","26556.91",
"312166172","2020","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2019-10-24T00:00:00.000","26556.91",
"315599634","2020","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2019-12-26T00:00:00.000","27165.93",
"317146334","2020","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2020-01-24T00:00:00.000","27165.95",
"318695726","2020","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2020-02-24T00:00:00.000","22960.48",
"320338156","2020","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2020-03-24T00:00:00.000","22960.48",
"322109188","2020","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2020-04-24T00:00:00.000","22960.49",
"323528120","2020","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2020-05-22T00:00:00.000","26971.38",
"325101482","2020","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2020-06-24T00:00:00.000","26971.38",
"326973260","2020","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2020-07-24T00:00:00.000","26971.38",
"328479228","2021","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2020-08-24T00:00:00.000","24741.68",
"330291048","2021","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2020-09-24T00:00:00.000","24741.68",
"331929230","2021","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2020-10-26T00:00:00.000","24741.70",
"332753116","2020","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2020-11-10T00:00:00.000","9403.87","TRUE"
"333513794","2021","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2020-11-24T00:00:00.000","25176.36",
"335011614","2021","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2020-12-23T00:00:00.000","25176.36",
"336391610","2021","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2021-01-25T00:00:00.000","25176.38",
"338218248","2021","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2021-02-24T00:00:00.000","21182.16",
"339647014","2021","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2021-03-24T00:00:00.000","21182.16",
"341260300","2021","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2021-04-23T00:00:00.000","21182.17",
"342798600","2021","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2021-05-24T00:00:00.000","24855.44",
"344457750","2021","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2021-06-24T00:00:00.000","24855.44",
"346281152","2021","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2021-07-23T00:00:00.000","24855.44",
"347969862","2022","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2021-08-24T00:00:00.000","26847.83",
"349659612","2022","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2021-09-24T00:00:00.000","26847.83",
"351343028","2022","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2021-10-22T00:00:00.000","26847.84",
"352180358","2021","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2021-11-08T00:00:00.000","42716.08","TRUE"
"352950098","2022","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2021-11-22T00:00:00.000","26832.68",
"354578284","2022","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2021-12-22T00:00:00.000","26832.68",
"356047956","2022","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2022-01-24T00:00:00.000","26832.68",
"358011566","2022","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2022-02-24T00:00:00.000","25742.50",
"359522504","2022","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2022-03-24T00:00:00.000","25730.46",
"361148092","2022","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2022-04-25T00:00:00.000","25730.46",
"362751472","2022","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2022-05-24T00:00:00.000","24955.89",
"364376964","2022","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2022-06-24T00:00:00.000","24955.89",
"367074214","2022","REVENUE","SAVE-LOCAL OPTION SALES TAX - SCHOOLS","REFUNDS-LOCAL OPTION","0018","ADAIR-CASEY","2022-07-25T00:00:00.000","24955.89",
"224886966","2016","EDUCATION, DEPT OF","SUCCESSFUL PROGRESSION FOR EARLY READERS","STATE AID","0027","ADEL-DESOTO-MINBURN","2015-09-01T00:00:00.000","24630",
"225810276","2016","EDUCATION, DEPT OF","SCHOOL FOUNDATION AID","STATE AID","0027","ADEL-DESOTO-MINBURN","2015-09-14T00:00:00.000","832966",
