"entity_name","email","location","address1","address2","city","state","zip","expiry_date"
"ALEXANDER & STRUNK INC","brady@3000ig.com",,"C\O JOE STRUNK","3000 NW 149TH STREET","OKLAHOMA CITY","OK","73134","2024-12-31T00:00:00.000"
"KIG LLC","michaeld@koveragegroup.com","POINT (-72.592494 42.005725)","657 ENFIELD ST",,"ENFIELD","CT","06082","2025-08-31T00:00:00.000"
"SECURITY FINANCIAL AGENCY INC","jim@gerberins.net",,"PO BOX 157",,"LARCHWOOD","IA","51241","2023-06-30T00:00:00.000"
"CHUBB INSURANCE SOLUTIONS AGENCY INC.","tom.corr@chubb.com",,"THOMAS CORR","436 WALNUT STREET","PHILADELPHIA","PA","19106","2024-07-31T00:00:00.000"
"MEYER-JOCHUMS AGENCY INC","jjochums@meyerjochums.com",,"PO BOX 128",,"MINONK","IL","61760","2024-11-30T00:00:00.000"
"21ST MORTGAGE CORPORATION","acristy@21stmortgage.com",,"PO BOX 477",,"KNOXVILLE","TN","37901","2022-08-31T00:00:00.000"
"CHOICE MUTUAL","amartin@choicemutual.com","POINT (-119.803839 39.491207)","675 W MOANA LN STE 101",,"RENO","NV","89509","2024-09-30T00:00:00.000"
"INTEGRITY INS GROUP LLC","brandy@integrityins.group",,"PO BOX 261",,"WYNOT","NE","68792","2024-06-30T00:00:00.000"
"TK INSURANCE, LLC","tbriggs@tk-ins.com",,"PO BOX 359",,"DUBUQUE","IA","52001","2025-07-31T00:00:00.000"
"INDEMNUS","service@indemnus.com",,"PO BOX 65487",,"WEST DES MOINES","IA","50265","2025-04-30T00:00:00.000"
"NEBRASKA BANKERS INS & SERVICES CO","hines.linda@nebankers.org",,"P.O. BOX 80008",,"LINCOLN","NE","68501","2024-10-31T00:00:00.000"
"INS SERVICES OF NORWALK INC","breitbach@isoninc.com",,"PO BOX 318",,"NORWALK","OH","44857","2023-02-28T00:00:00.000"
"INSURICA INS MANAGEMENT NETWORK OF TULSA LLC","kmeyer@insurica.com",,"PO BOX 25928",,"OKLAHOMA CITY","OK","73125","2023-01-31T00:00:00.000"
"RAILSIDE CITRUS INS AGENCY INC","david.broz@railsidecitrus.com",,"PO BOX 8039",,"ELBURN","IL","60119","2025-05-31T00:00:00.000"
"OUTSET FINANCIAL LLC","heather@outsetfinancial.com","POINT (-118.444316 34.091089)","10521 ROCCA DRIVE",,"LOS ANGELES","CA","90077","2025-09-30T00:00:00.000"
"ANGIE HUGHES AGENCY INC","ANGIE.HUGHES@FBFS.COM",,"PO BOX 38",,"LANCASTER","KS","66041","2025-07-31T00:00:00.000"
"THE NEEDHAM GROUP, INC","rneedham3@gmail.com",,"PO BOX 10241",,"GREENSBORO","NC","27404","2024-06-29T00:00:00.000"
"KANSAS INSURANCE GROUP INC -000","royfrey@kansasins.com",,"PO BOX 252",,"SABETHA","KS","66534","2025-02-28T00:00:00.000"
"GEORGE WHITE INS AGCY INC","admin@aiscorporate.com","POINT (-84.388656 39.745608)","129 W MAIN ST",,"NEW LEBANON","OH","45345","2024-12-31T00:00:00.000"
"DUB-LAFAYETTE, LLC","ddooley@b-sig.com",,"P O BOX 2567",,"WAXAHACHIE","TX","75168","2024-06-30T00:00:00.000"
"K P G CAPITAL","terry@j9insure.com",,"PO BOX 1325",,"AULT","CO","80610","2025-06-30T00:00:00.000"
"SUMMIT GROUP OF OREGON LLC (THE)","John.petrie@sgopro.com",,"PO BOX 3910",,"SALEM","OR","97302","2025-07-31T00:00:00.000"
"MCCASHLAND-KIRBY INS AGENCY INC","elissa@mckinsure.com","POINT (-96.607103 40.826385)","8231 NORTHWOODS DRIVE  SUITE A","P.O.BOX 5186","LINCOLN","NE","68505","2024-05-31T00:00:00.000"
"BROKERS INTERNATIONAL MOUNTAIN STATES LLC","bilicensing@biltd.com","POINT (-93.760492 41.636719)","4135 NW URBANDALE DR",,"URBANDALE","IA","50322","2024-10-31T00:00:00.000"
"AGRI-INSURANCE GROUP LLC -000","ryan.broxterman@myparagonmail.com","POINT (-95.853511 39.094388)","9971 NW HWY 24",,"SILVER LAKE","KS","66539","2023-10-31T00:00:00.000"
"WORD & BROWN INS ADMINISTRATORS INC","LICENSING@WORDANDBROWN.COM","POINT (-117.859592 33.776512)","721 S PARKER ST STE 140",,"ORANGE","CA","92868","2024-08-31T00:00:00.000"
"TEXCAP-CONCORD INS SERVICES LP","dnelms@texcapins.com","POINT (-96.839082 32.930837)","13465 MIDWAY RD 200",,"DALLAS","TX","75244","2025-04-30T00:00:00.000"
"HAMILTON GROUP LLC THE","Janines@thehamiltongrp.com",,"SUITE 101","3 WING DRIVE","CEDAR KNOLLS","NJ","07927","2024-06-30T00:00:00.000"
"ENROLLMENT ALLIANCE, LLC","SERVICE@ENROLLMENTALLIANCE.COM","POINT (-82.439567 27.958841)","1724 E 5TH AVE",,"TAMPA","FL","33605","2024-09-30T00:00:00.000"
"EICHBERG ASSOCIATES INC","PETER@EICHBERGASSOCIATES.COM","POINT (-118.591201 34.166692)","21021 VENTURA BLVD  SUITE 210",,"WOODLAND HILLS","CA","91364","2025-08-31T00:00:00.000"
"INTER-PACIFIC INS BROKERS INC","sbest@vanbeurden.com",,"P O BOX 336",,"KINGSBURG","CA","93631","2023-05-31T00:00:00.000"
"RIVERS EDGE TURNKEY SERVICES INC","brooke.bione@rgare.com","POINT (-90.56583 38.66251)","16600 SWINGLEY RIDGE RD",,"CHESTERFIELD","MO","63017","2024-07-31T00:00:00.000"
"AMERRIX LLC","NBarattini@Amerrix.com","POINT (-87.66551 41.887928)","346 NORTH JUSTINE ST.","#401","CHICAGO","IL","60607","2025-11-30T00:00:00.000"
"DEPOSIT CHOICE LLC","hfrancis@depositchoice.com","POINT (-117.155556 32.708841)","350 10TH AVE STE 1450",,"SAN DIEGO","CA","92101","2025-03-31T00:00:00.000"
"SENIOR MARKET SALES LLC","sms@seniormarketsales.com","POINT (-96.044016 41.262297)","8420 W DODGE RD %23510",,"OMAHA","NE","68114","2025-09-30T00:00:00.000"
"ARMADACARE LLC","emancha@armadaglobal.com","POINT (-76.664376 39.490659)","230 SCHILLING CIRCLE SUITE 140",,"HUNT VALLEY","MD","21031","2023-03-31T00:00:00.000"
"JEROME L HOWE INC","heath.greer@stcins.com",,"JEROME L. HOWE, INC.","12647 OLIVE BLVD., SUITE 400","ST LOUIS","MO","63141","2022-12-31T00:00:00.000"
"CARROLL INSURANCE & RISK MANAGEMENT GROUP, LLC","michael@carrollinsgroup.com","POINT (-83.623917 41.575104)","2211 RIVER ROAD",,"MAUMEE","OH","43537","2023-01-31T00:00:00.000"
"RYAN FOWLER INSURANCE SOLUTIONS LLC","ryan@fowleragency.org","POINT (-91.631471 42.020444)","4033 1ST AVE SE","STE 113","CEDAR RAPIDS","IA","52402","2024-08-31T00:00:00.000"
"LUTZ FINANCIAL","jboulay@lutz.us","POINT (-96.126687 41.265348)","13616 CALIFORNIA ST STE 300",,"OMAHA","NE","68154","2025-02-28T00:00:00.000"
"NEST INSURANCE LLC","jlaster@hellonestegg.com","POINT (-75.304599 40.070681)","20 ASH STREET, STE. 300",,"CONSHOHOCKEN","PA","19428","2026-02-28T00:00:00.000"
"FARM & RANCH HEALTHCARE INC","Rrennels@farhc.com","POINT (-97.389363 32.710392)","2901 RIVERGLEN DRIVE",,"FORT WORTH","TX","76109","2024-07-31T00:00:00.000"
"GARRY & ASSOC INS AGENCY INC","twoods@garryandassoc.com","POINT (-94.579292 39.142673)","135 E 20TH AVE",,"N KANSAS CITY","MO","64116","2023-02-28T00:00:00.000"
"LEAPLIFE INSURANCE AGENCY LLC","shauna@leaplife.com","POINT (-122.401407 37.791106)","268 BUSH STREET","SUITE #290","SAN FRANCISCO","CA","94104","2024-12-31T00:00:00.000"
"N P DODGE INS AGENCY INC","dstick@dodgepartners.com","POINT (-96.048828 41.263185)","8701 W DODGE ROAD   SUITE 100",,"OMAHA","NE","68114","2023-04-30T00:00:00.000"
"ALLMERICA PLUS INS AGENCY INC","agency-lic@hanover.com",,"OFFICE OF GEN COUNSEL 440 LINCOLN STREET",,"WORCESTER","MA","01653","2023-06-30T00:00:00.000"
"ALL PLAN INSURANCE AGENCY LTD","accounting@allplanins.com",,"PO BOX 556",,"INDIANOLA","IA","50125","2025-04-30T00:00:00.000"
"HEALTHY PAWS PET INSURANCE, LLC","agency.licensing.mailbox@aon.com","POINT (-87.930894 42.188528)","4 OVERLOOK POINT",,"LINCOLNSHIRE","IL","60069","2024-07-31T00:00:00.000"
"ONESOURCE INS GROUP LLC","mark.acre@onesourcegroup.net","POINT (-93.231748 37.068806)","5315 N TOWNE CENTRE DR",,"OZARK","MO","65721","2024-12-31T00:00:00.000"
"PREMIER INS MANAGEMENT SERVICES INC","Kate_Boucher@Premierinc.com","POINT (-117.240248 32.949254)","12707 HIGH BLUFF DR SUITE 140",,"SAN DIEGO","CA","92130","2024-07-31T00:00:00.000"
"TRUECOVER LLC","sheldon@workcentric.com","POINT (-77.337994 38.948683)","1900 RESTON METRO PLAZA","SUITE 600","RESTON","VA","20190","2026-07-31T00:00:00.000"
"JAFFERY INSURANCE AND FINANCIAL SERVICES INC","cyrus@teamcyrus.com","POINT (-96.052412 41.286117)","3015 N 90TH STREET","SUITE #3","OMAHA","NE","68134","2025-01-31T00:00:00.000"
"BLUE MOUNTAIN INSURANCE INC","MAIL@BLUEMOUNTAININS.COM","POINT (-111.658597 40.238865)","398 N UNIVERSITY AVE",,"PROVO","UT","84601","2025-01-31T00:00:00.000"
"SEAGLASS INSURANCE GROUP LLC,","TAUSTIN@SEAGLASSINSURANCE.COM","POINT (-81.830689 26.394989)","23760 NAPOLI WAY",,"ESTERO","FL","34134","2025-10-31T00:00:00.000"
"ROHRER AND ASSOC INC","MATTR@RBROKERS.COM","POINT (-93.558649 45.282132)","16201 90TH ST NE STE 202",,"OTSEGO","MN","55330","2024-12-31T00:00:00.000"
"CAPITAL WEALTH INSURANCE","csmith@capitalwealthalliance.com","POINT (-111.925285 33.639917)","17015 N. SCOTTSDALE RD. #250",,"SCOTTSDALE","AZ","85255","2024-12-31T00:00:00.000"
"DSP INSURANCE SERVICES INC","mjensen@dspins.com","POINT (-88.064475 42.049815)","1900 E GOLF RD, STE 650",,"SCHAUMBURG","IL","60173","2024-12-31T00:00:00.000"
"E4 SONS COMPANY","greisz@e4sons.com","POINT (-95.705192 41.699198)","3113 HWY 30",,"WOODBINE","IA","51579","2023-01-31T00:00:00.000"
"SPECK INS AND FINANCIAL SERVICES INC","bob.speck.p4jx@statefarm.com","POINT (-96.213727 41.24928)","19109 MASON PLAZA",,"ELKHORN","NE","68022","2025-06-30T00:00:00.000"
"THEIN INS AND FIN SVCS INC","larry@larrythein.com","POINT (-90.567874 41.567304)","4550 N BRADY ST",,"DAVENPORT","IA","52806","2023-03-31T00:00:00.000"
"VAN- BAR INC","bradv@vanvleetinsurance.com","POINT (-84.866471 39.83017)","1 GLEN MILLER PARKWAY",,"RICHMOND","IN","47374","2024-09-30T00:00:00.000"
"HUB INTERNATIONAL TRANSPORTATION INSURANCE SERVICES INC","christine.jacobs@hubinternational.com","POINT (-111.894802 40.569637)","10011 S CENTENNIAL PKWY STE 300",,"SANDY","UT","84070","2023-05-31T00:00:00.000"
"HAWKEYE BROKERAGE CENTER INC","merlem@hawkeyebrokerage.com","POINT (-91.52491 41.640388)","2010 KEOKUK ST",,"IOWA CITY","IA","52240","2023-01-31T00:00:00.000"
"COVERANY INSURANCE AGENCY LLC","biz.ia@fmo.ac","POINT (-122.291883 38.004148)","2101 PEAR ST # 461",,"PINOLE","CA","94564","2025-01-31T00:00:00.000"
"BEEHIVE INS AGENCY INC","biareceptionist@beehiveinsurance.com",,"PO BOX 571431",,"SALT LAKE CITY","UT","84157","2023-06-30T00:00:00.000"
"G L SCHROCK INSURANCE AND FINANCIAL SERVICES LLC","gretchen.schrock@countryfinancial.com","POINT (-93.500526 41.238907)","19553 HWY 65",,"INDIANOLA","IA","50125","2026-02-28T00:00:00.000"
"K & K CONSULTING SERVICES INC","kentc@betins.com","POINT (-122.446393 47.217254)","4330 S J ST",,"TACOMA","WA","98418","2023-01-31T00:00:00.000"
"MAIN SALES INSURANCE SOLUTIONS, INC.","mike@mainsalesins.com","POINT (-121.526805 38.612744)","2751 WEST RIVER DRIVE, APT 602",,"SACRAMENTO","CA","95833","2023-12-31T00:00:00.000"
"INFINITY INSURANCE GROUP","dave.shoults@gmail.com","POINT (-120.284697 47.455566)","2660 FANCHER LANDING",,"EAST WENATCHEE","WA","98802","2024-07-31T00:00:00.000"
"OLSEN-CULP INC","steve@ocins.net",,"P.O. BOX 355",,"NEWELL","IA","50568","2024-12-31T00:00:00.000"
"TRUHEARING, INC.","dru.c@truhearing.com",,"12936 S FRONTRUNNER BLVD, STE 100",,"DRAPER","UT","84020","2024-09-30T00:00:00.000"
"ONECAP SERVICES LLC","plefkowitz@onecapllc.com","POINT (-73.7244 40.620294)","77 SPRUCE STREET","SUITE 203","CEDARHURST","NY","11516","2025-02-28T00:00:00.000"
"THE SINNOTT AGENCY, INC.","toms@sinnottagency.com","POINT (-92.37254 42.4593)",,"PO BOX 1918","WATERLOO","IA","50704","2024-09-30T00:00:00.000"
"CARE GIVERS INSURANCE AGENCY","william.k.reid@gmail.com","POINT (-76.973101 39.08004)","13625 CEDAR CREEK LANE",,"SILVER SPRING","MD","20904","2025-08-31T00:00:00.000"
"VERTICALONE INC","madison.escobar@updater.com","POINT (-73.991126 40.736043)","19 W UNION SQ    12TH FLOOR",,"NEW YORK","NY","10003","2024-09-30T00:00:00.000"
"BERTHEL FISHER & COMPANY INSURANCE, INC.","bfcinsurance@berthel.com",,"PO BOX 11340",,"CEDAR RAPIDS","IA","52410","2024-08-31T00:00:00.000"
"VENTEUR INSURANCE SERVICES LLC","HELLO@VENTEUR.CO","POINT (-122.268551 37.870241)","2081 CENTER ST","#9","BERKELEY","CA","94704","2025-03-31T00:00:00.000"
"FOREST AGENCY, INC.","reception@forestinsured.com","POINT (-87.807678 41.879594)","7310 W MADISON STREET",,"FOREST PARK","IL","60130","2024-08-31T00:00:00.000"
"FARM BUREAU LIFE INSURANCE COMPANY","April.Swayne@fbfs.com","POINT (-93.779306 41.600454)","5400 UNIVERSITY AVENUE",,"WEST DES MOINES","IA","50266","2024-09-30T00:00:00.000"
"PETS BEST INS SERVICES LLC","skimball@petsbest.com","POINT (-80.857925 35.056179)","10840 BALLANTYNE COMMONS PKWY",,"CHARLOTTE","NC","28277","2024-06-30T00:00:00.000"
"RESERVE NATIONAL INS CO","kwalrond@kemper.com","POINT (-97.501904 35.565605)","601 E. BRITTON RD",,"OKLAHOMA CITY","OK","73114","2025-09-30T00:00:00.000"
"CLARION ASSOCIATES INC.","andrea@pattoncompliance.com",,"PO BOX 13384",,"HAUPPAUGE","NY","11788","2025-01-31T00:00:00.000"
"OSCEOLA LEAD GENERATION HOLDINGS LLC DBA 360 QUOTE LLC  DBA QUOTE.COM","operations@360quote.com","POINT (-82.404527 28.089617)","15310 AMBERLY DRIVE","STE 250","TAMPA","FL","33647","2024-11-30T00:00:00.000"
"SOLBERG INSURANCE AGENCY LLC","info@solberginsurance.com",,"PO BOX 325",,"FRAZEE","MN","56544","2025-09-30T00:00:00.000"
"TAWAS BAY INS AGENCY LLC","michelle@dieboldinsurance.com",,"PO BOX 432",,"EAST TAWAS","MI","48730","2024-04-30T00:00:00.000"
"HEARTLAND RETIREMENT GROUP HOME AND AUTO LLC","tyler.lainson@gmail.com","POINT (-93.749022 41.654903)","9425 NORTHPARK DRIVE",,"JOHNSTON","IA","50131","2023-09-30T00:00:00.000"
"BRACE INSURANCE SERVICES, LLC","bcpus@beatcapital.com","POINT (-70.759359 43.076889)","155 FLEET STREET",,"PORTSMOUTH","NH","03801","2026-02-28T00:00:00.000"
"SILVEUS CROP INSURANCE, LLC.","carrie.gates@cropins.net","POINT (-85.82542 41.25163)","1037 MARINERS DRIVE",,"WARSAW","IN","46582","2022-12-31T00:00:00.000"
"PREMIER RETIREMENT PLAN ADVISORS","jr@premierretirementadvisors.com","POINT (-93.809216 41.585062)","1080 JORDAN CREEK PARKWAY","SUITE 203C","WEST DES MOINES","IA","50266","2026-05-31T00:00:00.000"
"PIK WEST INSURANCE AGENCY, LLC","stacey@pikwest.com","POINT (-122.067743 47.461012)","15710 204 AVE SE",,"RENTON","WA","98059","2023-07-31T00:00:00.000"
"SCHWARTZ BENEFIT SERVICE INC","melissa.vandenbark@nfp.com","POINT (-87.640418 41.881877)","500 W MADISON ST FL 32",,"CHICAGO","IL","60661","2025-11-30T00:00:00.000"
"IROQUOIS SOUTHWEST INC","licensng@iroquoisgroup.com",,"P O BOX 806",,"OLEAN","NY","14760","2023-03-31T00:00:00.000"
"OMAHA INS SERVICES INC","jnickolite.omaha01@insuremail.net","POINT (-96.086572 41.208847)","11132 O STREET",,"OMAHA","NE","68137","2025-01-31T00:00:00.000"
"MEDICARE HUB, LLC","calvin@suncityfinancial.com","POINT (-115.302393 36.100141)","9640 W TROPICANA AVE STE 106",,"LAS VEGAS","NV","89147","2024-02-29T00:00:00.000"
"DARRELL PETERSON ENTERPRISES LTD","ful4dancin@aol.com","POINT (-91.59268 42.033284)","1625 7TH AVE STE 6",,"MARION","IA","52302","2024-08-31T00:00:00.000"
"EASY QUOTE HEALTH INSURANCE AGENCY INC","licensing@easyquotehealth.com","POINT (-80.162536 26.212842)","2900 GATEWAY DRIVE",,"POMPANO BEACH","FL","33069","2023-04-30T00:00:00.000"
"WELLS FARGO CLEARING SERVICES, LLC","agencylicensing@wellsfargo.com","POINT (-96.721388 43.580797)","3201 N 4TH AVENUE","MAC N9784-039","SIOUX FALLS","SD","57104","2024-10-31T00:00:00.000"
"FROST FINANCIAL SERVICES, INC.","LMARKWELL@FROSTINSURE.COM","POINT (-84.317938 39.286652)","8829 CHAPEL SQUARE LANE   SUITE A",,"CINCINNATI","OH","45249","2025-06-30T00:00:00.000"
"RELIANCE RISK SOLUTIONS, LLC","licensing@appund.com",,"PO BOX 800",,"OAK RIDGE","TN","37831","2023-10-31T00:00:00.000"
"SJS INSURANCE LLC","JSHEAHAN@SJSINS.COM","POINT (-112.101336 33.681944)","21436 N 20TH AVE #210",,"PHOENIX","AZ","85027","2024-11-30T00:00:00.000"
"INSURE HEALTH LLC","lc@pridelife.net","POINT (-91.100663 30.442616)","8281 GOODWOOD BLVD STE C",,"BATON ROUGE","LA","70806","2024-12-31T00:00:00.000"
"MINISTRY FINANCIAL SOLUTIONS, INC.","mkjayroe@gmail.com","POINT (-93.131952 35.280796)","310 N BOSTON PL STE 1",,"RUSSELLVILLE","AR","72801","2023-04-30T00:00:00.000"
"LORI R MASON INS AGENCY","lmason@farmersagent.com","POINT (-92.411436 41.019003)","112 N COURT ST",,"OTTUMWA","IA","52501","2024-07-31T00:00:00.000"
"DOUGLAS E. HANDLIN INSURANCE, INC.","doughandlin53@hotmail.com","POINT (-98.613226 29.491204)","6502 BANDERA RD STE 200D",,"SAN ANTONIO","TX","78238","2023-08-31T00:00:00.000"
"SECURE CARE 65, LLC","LICENSING@SECURECARE65.COM","POINT (-82.696239 27.898548)","4600 140TH AVE N SUITE 210",,"CLEARWATER","FL","33762","2025-05-31T00:00:00.000"
"MEDICARE PATHWAYS LLC","christy@agentpipeline.com","POINT (-81.848689 38.444246)","114 SMILEY DRIVE   SUITE 1",,"ST. ALBANS","WV","25177","2024-09-30T00:00:00.000"
"LEAVITT GROUP AGENCY ASSN LLC","leanne-reed@leavitt.com",,"PO BOX 130",,"CEDAR CITY","UT","84721","2023-03-31T00:00:00.000"
"CHOICE HEALTH INS","Agency-Licensing@alight.com","POINT (-87.930894 42.188528)","4 OVERLOOK PT",,"LINCOLNSHIRE","IL","60069","2025-01-31T00:00:00.000"
"CPS FINANCIAL & INSURANCE SERVICES, INC.","licensing@cpsinsurance.com","POINT (-117.863956 33.665579)","4400 MACARTHUR BLVD  FL 8",,"NEWPORT BEACH","CA","92660","2023-04-30T00:00:00.000"
"SERVICE PROFESSIONALS INSURANCE SERVICES, INC.","kzem@zeminsurance.com","POINT (-117.096511 33.112359)","500 LA TERRAZA BLVD.","150","ESCONDIDO","CA","92025","2023-04-30T00:00:00.000"
"RENAISSANCE BENEFIT ADVISORS INC","blnfp@cscglobal.com","POINT (-75.132585 40.2653)","2600 KELLY ROAD   SUITE 210",,"WARRINGTON","PA","18976","2023-05-31T00:00:00.000"
"MALLETT FINANCIAL LLC","carter@r2fin.com","POINT (-93.76804 41.559294)","4855 MILLS CIVIC PARKWAY","200","WEST DES MOINES","IA","50265","2026-02-28T00:00:00.000"
"IOA RE, LLC","elowery@ioare.com","POINT (-75.323643 40.146379)","190 W. GERMANTOWN PIKE","SUITE 200","EAST NORRITON","PA","19401","2024-12-31T00:00:00.000"
"LEONARD FUNERAL HOME & CREMATORY LLC","fd@leonardfuneralhome.com","POINT (-90.677753 42.456466)","2595 ROCKDALE ROAD",,"DUBUQUE","IA","52003","2025-01-31T00:00:00.000"
"BUCHAN & BREMER CROP INS AGENCY LLC","buchanbremer@gmail.com","POINT (-94.447672 43.661068)","923 NORTH STATE STREET","SUITE 170","FAIRMONT","MN","56031","2024-10-31T00:00:00.000"
"SYNERGY PROFESSIONAL ASSOCIATES, INC.","stephenr.lawrence@assuredpartners.com","POINT (-74.279088 40.871651)","100 PASSAIC AVENUE   SUITE 145",,"FAIRFIELD","NJ","07004","2023-02-28T00:00:00.000"
"PELESKA INSURANCE AGENCY INC","joe@joepeleska.com","POINT (-96.139996 41.543721)","1829 WASHINGTON STREET",,"BLAIR","NE","68008","2023-01-31T00:00:00.000"
"RYAN-ST MARIE INSURANCE AGENCY INC","office@ryanstmarie.com","POINT (-82.093927 41.372686)","105 CLEVELAND STREET",,"ELYRIA","OH","44035","2023-11-30T00:00:00.000"
"EASTCO GROUP, LLC","charles@eastcogroup.com",,"P.O. BOX 346",,"KIT CARSON","CO","80825","2023-01-31T00:00:00.000"
"SES INSURANCE BROKERAGE SERVICES, INC.","AgencyLicensing@alliant.com",,"P.O. BOX 120670","701 B ST FL 6","SAN DIEGO","CA","92101","2024-07-31T00:00:00.000"
"OLLIS AND CO DBA OLLIS AKERS ARNEY","info@ollisaa.com","POINT (-93.250734 37.181163)","2274 E SUNSHINE",,"SPRINGFIELD","MO","65804","2024-12-31T00:00:00.000"
"DOZER HEALTH INC","ADVANCEDMARKETINGTACTICS954@GMAIL.COM","POINT (-80.21577 26.211553)","1221 STARDUST",,"NORTH LAUDERDALE","FL","33068","2025-08-31T00:00:00.000"
"ASSURED BENEFITS DIRECT","customerservice@assuredbenefitsus.com","POINT (-82.67065 27.884479)","12425 28TH ST. N.","SUITE 304","ST. PETERSBURG","FL","33716","2025-02-28T00:00:00.000"
"MIDWESTERN INS ALLIANCE L L C","dbarkman@k2ins.com","POINT (-85.575484 38.26381)","9520 ORMSBY STATION ROAD, 3RD FLOOR",,"LOUISVILLE","KY","40223","2023-06-30T00:00:00.000"
"FIRST CHOICE AG INSURANCE SERVICES LLC","firstchoiceag1@gmail.com","POINT (-94.417201 44.050773)","26 W MAIN ST",,"MADELIA","MN","56062","2025-01-31T00:00:00.000"
