"company_name","company_type","naic_number","iowa_license_number","iowa_domiciled","address1","address2","company_city","company_state","company_zip","telephone","alternate_address1","alternate_address2","alternate_city","alternate_state","alternate_zip","alternate_telephone","business_license_type","ownership_type","fdba","location","alternate_location"
"5 Star Life Insurance Company","Life","77879","2370","false","909 N Washington Street",,"ALEXANDRIA","VA","22314","800-776-2322","909 N. WASHINGTON STREET",,"ALEXANDRIA","VA","22314","800-776-2322","Non Iowa Stock Life - with A & H","Stock","AFBA Life Insurance Company, Western Fidelity Insurance Company","POINT (-77.044915 38.814756)","POINT (-77.044915 38.814756)"
"AAA Life Insurance Company","Life","71854","2509","false","17900 N. Laurel Park Drive",,"LIVONIA","MI","48152-3985","734-805-6255","17900 N. Laurel Park Drive",,"Livonia","MI","48152","734-779-2685-","Non Iowa Stock Life - with A & H","Stock",,"POINT (-83.41596 42.416104)","POINT (-83.41596 42.416104)"
"Ability Insurance Company","Life","71471","1617","false","5601 South 59th Street",,"LINCOLN","NE","68516","877 795-8493","222 SOUTH 15TH STREET, SUITE 1202S",,"OMAHA","NE","68102","402-218-4075","Non Iowa Stock Life - with A & H","Stock","Medico Life Insurance Company","POINT (-96.640503 40.756221)","POINT (-95.935877 41.258487)"
"Acadia Insurance Company","Property Casualty","31325","3096","true","PO BOX 9010",,"WESTBROOK","ME","04092","800-773-4300","ONE ACADIA COMMONS",,"WESTBROOK","ME","04092","207-772-4300","Iowa Stock Fire And Casualty Company","Stock",,,
"ACA Financial Guaranty Corporation","Property Casualty","22896","2481","false","555 Theodore Fremd Avenue, Suite C-205",,"RYE","NY","10580","2123752000","555 Theodore Fremd Ave., Suite B-302",,"Rye","NY","10580","212-375-2021","Non Iowa Stock Fire And Casualty Company","Stock","Financial Security Assurance of Maryland, Inc., Capital Guaranty Insurance Company","POINT (-73.705156 40.971076)","POINT (-73.705156 40.971076)"
"Accelerant National Insurance Company","Property Casualty","10220","2888","false","400 Northridge Road, Suite 800",,"SANDY SPRINGS","GA","30350","8332849200","400 Northridge Road, Suite 800",,"Sandy Springs","GA","30350","516-652-3027-","Non Iowa Stock Fire And Casualty Company","Stock","Commonwealth Insurance Company of America","POINT (-84.346189 33.981907)","POINT (-84.346189 33.981907)"
"Accendo Insurance Company","Health","63444","1795","false","2211 Sanders Road",,"NORTHBROOK","IL","60062","800-429-6686","3148 WEST 3500 SOUTH",,"WEST VALLEY CITY","UT","84119","860-273-2259","Non Iowa Stock Life - with A & H","Stock","Monumental General Insurance Company, First Federated Life Insurance Company, Toyota Motor Life Insurance Company, Nutmeg Life Insurance Company","POINT (-87.877197 42.113662)","POINT (-111.967175 40.696717)"
"Accident Fund General Insurance Company","Property Casualty","12304","2994","false","PO Box 40790",,"LANSING","MI","48901-7990","866-206-5851","200 N. GRAND AVENUE",,"LANSING","MI","48933","517-708-5697","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-84.550611 42.735318)"
"Accident Fund Insurance Company of America","Property Casualty","10166","2870","false","PO Box 40790",,"LANSING","MI","48901-7990","866-206-5851","200 N. GRAND AVENUE",,"LANSING","MI","48933","517-708-5697","Non Iowa Stock Fire And Casualty Company","Stock","Accident Fund Company",,"POINT (-84.550611 42.735318)"
"Accident Fund National Insurance Company","Property Casualty","12305","2995","false","PO Box 40790",,"LANSING","MI","48901-7990","866-206-5851","200 N. GRAND AVENUE",,"LANSING","MI","48933","517-708-5697","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-84.550611 42.735318)"
"Accordia Life and Annuity Company","Life","62200","3091","true","215 10TH STREET, SUITE 1100",,"DES MOINES","IA","50309","8558874487","4 WORLD TRADE CENTER, 51ST FLOOR",,"NEW YORK","NY","10007","646-495-7837","Iowa Stock Life - with A & H","Stock","Great American Life Assurance Company, Presidential Life Insurance Company - USA","POINT (-93.629336 41.584413)",
"Accredited Surety and Casualty Company, Inc.","Property Casualty","26379","2790","false","PO Box 140855",,"ORLANDO","FL","32814-0855","800-432-2799","4798 New Broad Street, Suite 200",,"Orlando","FL","32814","407-629-2131","Non Iowa Stock Fire And Casualty Company","Stock",,,
"ACE American Insurance Company","Property Casualty","22667","1492","false","PO Box 1000",,"PHILADELPHIA","PA","19106","215-640-4555","436 WALNUT STREET",,"PHILADELPHIA","PA","19106","215-640-4555","Non Iowa Stock Fire And Casualty Company","Stock","CIGNA Insurance Company, Allied Insurance Company, INA Underwriters Insurance Company",,"POINT (-75.148957 39.947451)"
"ACE Fire Underwriters Insurance Company","Property Casualty","20702","1503","false","PO Box 1000",,"PHILADELPHIA","PA","19106","215-640-4555","436 WALNUT STREET,            P",,"PHILADELPHIA","PA","19106","215-640-4555","Non Iowa Stock Fire And Casualty Company","Stock","CIGNA Fire Underwriters Insurance Company, Aetna Fire Underwriters Insurance  Company",,"POINT (-75.148957 39.947451)"
"ACE Life Insurance Company","Life","60348","1749","false","Two Stamford Plaza, 281 Tresser Blvd.",,"STAMFORD","CT","06901-3264","215-640-1938","436 WALNUT STREET",,"PHILADELPHIA","PA","19106","215-640-1938","Non Iowa Stock Life - with A & H","Stock","Charter Security Life Insurance Company, Alpine Life Insurance Company, Metlife Security Insurance Company, American Eagle Life Insurance Company, Crum & Forster Life Insurance Company, Hart Life Insurance Company",,"POINT (-75.148957 39.947451)"
"ACE Property and Casualty Insurance Company","Property Casualty","20699","0503","false","PO Box 1000",,"PHILADELPHIA","PA","19106","215-640-4555","436 WALNUT STREET",,"PHILADELPHIA","PA","19106","215-640-4555","Non Iowa Stock Fire And Casualty Company","Stock","CIGNA Property and Casualty Insurance Company, Aetna Insurance Company",,"POINT (-75.148957 39.947451)"
"ACIG Insurance Company","Property Casualty","19984","2762","false","2600 N Central Expressway, Suite 800",,"RICHARDSON","TX","75080","800-563-6051","2600 N. Central Expressway, Suite 800",,"Richardson","TX","75080","800-563-6051","Non Iowa Stock Fire And Casualty Company","Stock","American Risk Funding Insurance Company","POINT (-96.709248 32.992667)","POINT (-96.709248 32.992667)"
"ACSTAR Insurance Company","Property Casualty","22950","2329","false","30 South Road",,"FARMINGTON","CT","06032","8604158400","30 SOUTH ROAD",,"FARMINGTON","CT","06032","860-415-8400","Non Iowa Stock Fire And Casualty Company","Stock","John Hancock Property And Casualty  Insurance Company","POINT (-72.800651 41.725873)","POINT (-72.800651 41.725873)"
"ACUITY, A Mutual Insurance Company","Property Casualty","14184","1996","false","2800 S. Taylor Drive",,"SHEBOYGAN","WI","53081","920-458-9131-1100","2800 SOUTH TAYLOR DRIVE",,"SHEBOYGAN","WI","53081-8470","920-458-9131-1111","Non Iowa Mutual Fire And Casualty Co","Mutual","Heritage Mutual Insurance Company","POINT (-87.755254 43.726244)","POINT (-87.755505 43.72547)"
"Adair County Mutual Insurance Association","County Mutual","15382","0001","true","168 PUBLIC SQUARE","PO BOX 210","GREENFIELD","IA","50849","641-743-2632",,,,,,,"County Mutual","Mutual",,"POINT (-94.460559 41.30467)",
"Addison Insurance Company","Property Casualty","10324","2581","true","118 2ND AVENUE SE","PO BOX 73909","CEDAR RAPIDS","IA","52407-3909","319-286-2533","118 2ND AVENUE SE",,"CEDAR RAPIDS","IA","52401","319-286-2537","Iowa Stock Fire And Casualty Company","Stock","Addison Farmers' Insurance Company","POINT (-91.668096 41.977646)","POINT (-91.668096 41.977646)"
"Admiral Indemnity Company","Property Casualty","44318","2878","false","301 Route 17 North, Suite 900",,"RUTHERFORD","NJ","07070","201-518-2500","301 ROUTE 17 NORTH, SUITE 900",,"RUTHERFORD","NJ","07070","201-518-2500","Non Iowa Stock Fire And Casualty Company","Stock",,,
"Aegis Security Insurance Company","Property Casualty","33898","2682","false","PO BOX 62250",,"HARRISBURG","PA","17106","717-657-9671","4507 NORTH FRONT STREET, STE 200",,"HARRISBURG","PA","17110","717-657-9671","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-76.900693 40.330048)"
"Aetna Health and Life Insurance Company","Life","78700","2127","false","151 Farmington Avenue",,"HARTFORD","CT","06156","800-872-3862","151 FARMINGTON AVENUE, RW61",,"HARTFORD","CT","06156","860-273-8329","Non Iowa Stock Life - with A & H","Stock","Aetna Life Insurance Company of Illinois","POINT (-72.688425 41.768046)","POINT (-72.688425 41.768046)"
"Aetna Health Inc.","Health","95088","3212","false","1425 Union Meetings Road,",,"BLUE BELL","PA","19422","8137750000","PLAN SPONSOR SERVICES; 151 FARMINGTON AV",,"HARTFORD","CT","06156","800-936-2603","Non Iowa HMO","Stock",,"POINT (-75.285468 40.14828)",
"Aetna Health Insurance Company","Health","72052","1493","false","1425 Union Meeting Road",,"BLUE BELL","PA","19422","800-872-3862","PLAN SPONSOR SERVICES; 151 FARMINGTON AV",,"HARTFORD","CT","06156","800-936-2603","Non Iowa Stock Life - with A & H","Stock","St. Paul Hospital & Casualty Company, Omaha Financial Life Insurance Company, Corporate Health Insurance Company","POINT (-75.285468 40.14828)",
"Aetna Health of Iowa Inc.","Health","95241","2324","true","151 FARMINGTON AVENUE, RT21",,"HARTFORD","CT","06156","8008723862","6165 NW 86TH STREET, SUITE 114",,"JOHNSTON","IA","50131","800-470-6352","Iowa HMO","Stock","Coventry Health Care of Iowa, Inc, Aetna Health Inc., HMO Iowa Inc., Principal Health Care of Iowa, Inc.","POINT (-72.688425 41.768046)","POINT (-93.736439 41.671865)"
"Aetna Health of Ohio Inc.","Health","15805","3199","false","PO Box 67103",,"HARRISBURG","PA","17106","8008723862","7400 W. CAMPUS ROAD",,"NEW ALBANY","OH","43054","913-202-5293","Non Iowa HMO","Stock","Aetna Better Health of Iowa Inc.",,"POINT (-82.819524 40.105357)"
"Aetna Insurance Company of Connecticut","Property Casualty","36153","2589","false","151 Farmington Avenue",,"HARTFORD","CT","06156","800-872-3862","151 FARMINGTON AVENUE, RW61",,"HARTFORD","CT","06156","860-273-8329","Non Iowa Stock Fire And Casualty Company","Stock","Aetna Casualty Company","POINT (-72.688425 41.768046)","POINT (-72.688425 41.768046)"
"Aetna Life Insurance Company","Life","60054","0231","false","151 Farmington Avenue",,"HARTFORD","CT","06156","800-872-3862","151 FARMINGTON AVENUE, RW61",,"HARTFORD","CT","06156","860-273-8329","Non Iowa Stock Life - with A & H","Stock",,"POINT (-72.688425 41.768046)","POINT (-72.688425 41.768046)"
"Affiliated FM Insurance Company","Property Casualty","10014","0504","false","PO Box 7500",,"JOHNSTON","RI","02919","401-415-1559","270 CENTRAL AVENUE",,"JOHNSTON","RI","02919-4949","401-415-1892","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-71.484765 41.811379)"
"Affirmative Direct Insurance Company","Property Casualty","10413","2756","false","20 Batterson Park Road, Suite 380",,"FARMINGTON","CT","06032-4500","8503634853","1605 MAIN STREET, SUITE 800",,"SARASOTA","FL","34236","336-501-6777","Non Iowa Stock Fire And Casualty Company","Stock","Caledonian Insurance Company of America, USAgencies Direct Insurance Company","POINT (-72.798343 41.708483)","POINT (-82.537894 27.336485)"
"AGCS Marine Insurance Company","Property Casualty","22837","2253","false","225 W. Washington Street, Suite 1800",,"CHICAGO","IL","60606","312-224-3300","225 W. WASHINGTON STREET, SUITE 1800",,"CHICAGO","IL","60606-3484","212-524-7860","Non Iowa Stock Fire And Casualty Company","Stock","Interstate Indemnity Company","POINT (-87.634988 41.883208)","POINT (-87.634988 41.883208)"
"Agraria Insurance Company","Property Casualty","32670","2977","false","PO Box 2020",,"JAMESTOWN","ND","58402-2020","701-252-2702-165","P O BOX 2020",,"JAMESTOWN","ND","58402-2020","701-252-2702-426","Non Iowa Mutual Fire And Casualty Co","Mutual","Farmers Union Mutual Insurance Company",,
"Agri General Insurance Company","Property Casualty","42757","2233","true","9200 NORTHPARK DRIVE, #350",,"JOHNSTON","IA","50131-3007","515-559-1172","9200 NORTHPARK DRIVE, SUITE 350",,"JOHNSTON","IA","50131","215-640-4555","Iowa Stock Fire And Casualty Company","Stock",,"POINT (-93.74791 41.655109)","POINT (-93.736876 41.655565)"
"AIG Assurance Company","Property Casualty","40258","2658","false","1271 Ave of the Americas, FL 37",,"NEW YORK","NY","10020-1304","2127707000","1271 AVENUE OF THE AMERICAS, 37TH FLOOR",,"NEW YORK","NY","10020-1304","212-458-3732","Non Iowa Stock Fire And Casualty Company","Stock","Chartis Casualty Company, American Global Insurance Company, American International South Insurance Company","POINT (-73.980137 40.760305)","POINT (-73.980137 40.760305)"
"AIG Property Casualty Company","Property Casualty","19402","0557","false","1271 Ave of the Americas, FL 37",,"NEW YORK","NY","10020-1304","212-458-7007","1271 AVENUE OF THE AMERICAS , 37TH FLOOR",,"NEW YORK","NY","10020-1304","212-458-3732","Non Iowa Stock Fire And Casualty Company","Stock","Chartis Property Casualty Company, Birmingham Fire Insurance Company of Pennsylvania, AIG Casualty Company","POINT (-73.980137 40.760305)","POINT (-73.980137 40.760305)"
"AIU Insurance Company","Property Casualty","19399","0789","false","1271 Ave of the Americas, FL 37",,"NEW YORK","NY","10020-1304","2127707000","1271 AVENUE OF THE AMERICAS, 37TH FLOOR",,"NEW YORK","NY","10020-1304","212-458-3732","Non Iowa Stock Fire And Casualty Company","Stock","Pacific Fire Insurance Company, American International Insurance Company, Pacific Insurance Company of New York","POINT (-73.980137 40.760305)","POINT (-73.980137 40.760305)"
"Alamance Insurance Company","Property Casualty","10957","2829","false","CityPlace II. 185 Asylum Street. 7th Floor",,"HARTFORD","CT","06103-3408","860-756-7769","6320 QUADRANGLE DRIVE, SUITE 300",,"CHAPEL HILL","NC","27517","678-222-1038","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-78.977957 35.91151)"
"Alaska National Insurance Company","Property Casualty","38733","2529","false","7001 Jewell Lake Road",,"ANCHORAGE","AK","99502","907-248-2642","7001 Jewel Lake Road",,"Anchorage","AK","99502-2800","904-248-2462","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-149.951735 61.157045)","POINT (-149.951735 61.157045)"
"Alea North America Insurance Company","Property Casualty","24899","0725","false","5 Batterson Park Rd, 3rd Floor",,"FARMINGTON","CT","06032","8602756500","5 Batterson Park Rd., 3rd Floor",,"Farmington","CT","06032","860-773-3419-","Non Iowa Stock Fire And Casualty Company","Stock","Seven Hills Insurance Company, Metropolitan Fire Reassurance Co. of New York, Metropolitan Fire Ins. Co. of New York, American Independent Reinsurance Company, Metropolitan Fire Assurance Company","POINT (-72.798263 41.708558)","POINT (-72.798263 41.708558)"
"All America Insurance Company","Property Casualty","20222","1858","false","800 South Washington St.",,"VAN WERT","OH","45891","419-238-5551-2111","800 SOUTH WASHINGTON STREET",,"VAN WERT","OH","45891-2357","419-238-5551-2403","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-84.582962 40.861021)","POINT (-84.582962 40.861021)"
"Allegheny Casualty Company","Property Casualty","13285","2897","false","1 Baxter Way, Suite 130",,"Westlake Village","CA","91362","8183376054","ONE NEWARK CENTER, 20TH FLOOR",,"NEWARK","NJ","07102","919-833-1600","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-118.818411 34.156569)",
"Alliance Mutual Insurance Association","State Mutual","15401","0039","true","830 12TH AVE SW",,"DYERSVILLE","IA","52040","5638750878",,,,,,,"Iowa State Mutual Insurance Association","Mutual","Farmers Mutual Insurance Association of Garnavillo","POINT (-91.135797 42.474882)",
"Allianz Global Risks US Insurance Company","Property Casualty","35300","1887","false","225 W. Washington St., #1800",,"CHICAGO","IL","60606","800-421-0504","225 W. WASHINGTON STREET, SUITE 1800",,"CHICAGO","IL","60606-3484","212-524-7860","Non Iowa Stock Fire And Casualty Company","Stock","Allianz Insurance Company","POINT (-87.634988 41.883208)","POINT (-87.634988 41.883208)"
"Allianz Life Insurance Company of North America","Life","90611","2021","false","5701 Golden Hills Drive",,"MINNEAPOLIS","MN","55416-1297","800-950-5872","5701 GOLDEN HILLS DRIVE",,"MINNEAPOLIS","MN","55416-1297","763-765-7614","Non Iowa Stock Life - with A & H","Stock","North American Life and Casualty Company, Allianz Minnesota Life Insurance Company","POINT (-93.353885 44.972871)","POINT (-93.353885 44.972871)"
"Allianz Reinsurance America, Inc.","Property Casualty","21911","2055","false","PO Box 750039",,"PETALUMA","CA","94975-0039","8884667883","1465 NORTH MCDOWELL BLVD., SUITE 100",,"PETALUMA","CA","94954-6516","415-899-2237","Non Iowa Stock Fire And Casualty Company","Stock","San Francisco Reinsurance Company, San Francisco Insurance Company",,"POINT (-122.669878 38.280123)"
"Allied Eastern Indemnity Company","Property Casualty","11242","3062","false","PO Box 83777",,"LANCASTER","PA","17608-3777","8555333444","PO BOX 83777",,"LANCASTER","PA","17608-3777","855-533-3444","Non Iowa Stock Fire And Casualty Company","Stock",,,
"Allied Insurance Company of America","Property Casualty","10127","3149","false","One Nationwide Blvd, FSSC-RR",,"COLUMBUS","OH","43215","6142491545","1000 YARD STREET, GH-2D-OCA1, BUILDING H",,"GRANDVIEW HEIGHTS","OH","43212","1-614-435-0122","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-83.0271 39.980974)"
"Allied Property and Casualty Insurance Company","Property Casualty","42579","2223","true","ONE NATIONWIDE BLVD, FSSC-RR",,"COLUMBUS","OH","43215","800-882-2822","1000 YARD STREET, GH-2D-OCA1, BUILDING H",,"GRANDVIEW HEIGHTS","OH","43212","1-614-435-0122","Iowa Stock Fire And Casualty Company","Stock","AIDCO Insurance Company",,"POINT (-83.0271 39.980974)"
"Allied World Insurance Company","Property Casualty","22730","2569","false","199 Water Street, 16th Floor",,"NEW YORK","NY","10038","800-294-9242","199 WATER STREET",,"NEW YORK","NY","10038","646-794-0576","Non Iowa Stock Fire And Casualty Company","Stock","Allied World Reinsurance Company, ZC Insurance Company, Re Capital Reinsurance Corporation, Converium Insurance (North America) Inc.","POINT (-74.004621 40.707097)","POINT (-74.004621 40.707097)"
"Allied World National Assurance Company","Property Casualty","10690","3071","false","199 Water Street, 24th Floor",,"NEW YORK","NY","10038","6467940500","199 WATER STREET",,"NEW YORK","NY","10038","646-794-0576","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-74.004621 40.707097)","POINT (-74.004621 40.707097)"
"Allied World Specialty Insurance Company","Property Casualty","16624","2310","false","1690 New Britain Avenue, Suite 101",,"FARMINGTON","CT","06032","646-794-0576","199 WATER STREET",,"NEW YORK","NY","10038","646-794-0576","Non Iowa Stock Fire And Casualty Company","Stock","Darwin National Assurance Company, Peninsula Property and Casualty Company, General Electric Guaranty Insurance Corporation, U.S. Aegis Energy Insurance Company","POINT (-72.860203 41.708039)","POINT (-74.004621 40.707097)"
"Allmerica Financial Alliance Insurance Company","Property Casualty","10212","2764","false","440 Lincoln Street",,"WORCESTER","MA","01653","508-853-7200-3955","440 LINCOLN STREET",,"WORCESTER","MA","01653-0002","508-853-7200-540428","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-71.780784 42.291928)","POINT (-71.780784 42.291928)"
"Allmerica Financial Benefit Insurance Company","Property Casualty","41840","1839","false","440 Lincoln Street",,"WORCESTER","MA","01653","508-853-7200-3955","440 LINCOLN STREET",,"WORCESTER","MA","01653-0002","508-853-7200-540428","Non Iowa Stock Fire And Casualty Company","Stock","Firemark Insurance Company, American Excel Insurance Company, Centurion Casualty Company","POINT (-71.780784 42.291928)","POINT (-71.780784 42.291928)"
"All Savers Insurance Company","Health","82406","2493","false","7440 Woodland Drive",,"INDIANAPOLIS","IN","46278","317-715-7963","PO BOX 9472; MS: IN952-1000",,"MINNEAPOLIS","MN","55440-9472","+1(317) 715-7056","Non Iowa Stock Life - with A & H","Stock",,"POINT (-86.266795 39.887926)",
"Allstate Fire and Casualty Insurance Company","Property Casualty","29688","2042","false","3075 Sanders Road, Suite G4E",,"NORTHBROOK","IL","60062","800-386-6126","3075 SANDERS ROAD, SUITE G4E",,"NORTHBROOK","IL","60062-7127","800-386-6126","Non Iowa Stock Fire And Casualty Company","Stock","Forestview Mortgage Insurance Co., PMI Insurance Co.","POINT (-87.873947 42.093908)","POINT (-87.873947 42.093908)"
"Allstate Indemnity Company","Property Casualty","19240","1287","false","3075 Sanders Rd., Suite G4E",,"NORTHBROOK","IL","60065","800-386-6126","3075 SANDERS ROAD, SUITE G4E",,"NORTHBROOK","IL","60062-7127","800-386-6126","Non Iowa Stock Fire And Casualty Company","Stock","National Emblem Insurance Company","POINT (-87.873947 42.093908)","POINT (-87.873947 42.093908)"
"Allstate Insurance Company","Property Casualty","19232","0511","false","3075 Sanders Rd., Suite G4E",,"NORTHBROOK","IL","60062","800-386-6126","3075 SANDERS ROAD, SUITE G4E",,"NORTHBROOK","IL","60062-7127","800-386-6126","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-87.873947 42.093908)","POINT (-87.873947 42.093908)"
"Allstate North American Insurance Company","Property Casualty","11110","3323","false","3075 Sanders Road, Suite G4E",,"NORTHBROOK","IL","60062","8474025000","3075 SANDERS ROAD, SUITE G4E",,"NORTHBROOK","IL","60062-7127","800-386-6126","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-87.873947 42.093908)","POINT (-87.873947 42.093908)"
"Allstate Northbrook Indemnity Company","Property Casualty","36455","2019","false","3075 Sanders Rd., Suite G4E",,"NORTHBROOK","IL","60062-7127","800-588-7400","3075 SANDERS ROAD, SUITE G4E",,"NORTHBROOK","IL","60062-7127","800-588-7400","Non Iowa Stock Fire And Casualty Company","Stock","Northbrook Indemnity Company","POINT (-87.873947 42.093908)","POINT (-87.873947 42.093908)"
"Allstate Property and Casualty Insurance Company","Property Casualty","17230","2372","false","3075 Sanders Rd., Suite G4E",,"NORTHBROOK","IL","60062","800-386-6126","3075 SANDERS ROAD, SUITE G4E",,"NORTHBROOK","IL","60062-7127","800-386-6126","Non Iowa Stock Fire And Casualty Company","Stock",,"POINT (-87.873947 42.093908)","POINT (-87.873947 42.093908)"
"Allstate Vehicle and Property Insurance Company","Property Casualty","37907","2020","false","3075 Sanders Rd., Suite G4E",,"NORTHBROOK","IL","60065","800-588-7400","3075 SANDERS ROAD, SUITE G4E",,"NORTHBROOK","IL","60062-7127","800-386-6126","Non Iowa Stock Fire And Casualty Company","Stock","Deerbrook Insurance Company, Allstate National Insurance Company, Belvedere America Reinsurance Company, Commercial Union Reinsurance Company","POINT (-87.873947 42.093908)","POINT (-87.873947 42.093908)"
"Alpha Property & Casualty Insurance Company","Property Casualty","38156","2492","false","8360 LBJ Freeway, Suite 400",,"DALLAS","TX","75243","800-456-1919","50 GLENMAURA NATIONAL BLVD.,  STE. 201",,"MOOSIC","PA","18507","570-496-2106","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-75.674816 41.358931)"
"ALPS Property & Casualty Insurance Company","Property Casualty","32450","3262","false","PO Box 9169",,"MISSOULA","MT","59807-9169","4087283113","111 North Higgins Avenue, Suite 600",,"Missoula","MT","59802","406-728-3113","Non Iowa Stock Fire And Casualty Company","Stock",,,"POINT (-113.995188 46.870377)"
"Amalgamated Life Insurance Company","Life","60216","3065","false","333 Westchester Avenue",,"WHITE PLAINS","NY","10604","9143675275","333 WESTCHESTER AVENUE",,"WHITE PLAINS","NY","10604","914-367-5275","Non Iowa Stock Life - with A & H","Stock",,"POINT (-73.745028 41.030178)","POINT (-73.745028 41.030178)"
"AMBAC Assurance Corporation","Property Casualty","18708","1648","false","One World Trade Center 41st Floor",,"NEW YORK","NY","10007","212-668-0340","ONE WORLD TRADE CENTER  41ST FLOOR",,"NEW YORK","NY","10007","212-658-7470","Non Iowa Stock Fire And Casualty Company","Stock","AMBAC Indemnity Corporation, Verex Indemnity Corporation, CMI Credit Insurance, Inc.",,
