"record_id","offender_number","prison_start_date","prison_admit_type","supervising_intitution","supervision_status","sex","race_ethnicity","education_category","education","age","offense_code","offense_class","offense_description","offense_type","offense_subtype","months_served","record_date"
"32","19428437","2021-12-06T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","HS Diploma or Equivelent","High School Diploma","36.20260096","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","8.262295082","2022-08-15T12:12:28.000"
"33","20188871","2021-07-23T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","HS Diploma or Equivelent","High School Diploma","33.84257358","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession","12.72131148","2022-08-15T12:12:28.000"
"34","18880940","2021-05-17T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","HS Diploma or Equivelent","HiSET/GED","39.74537988","692A.111-B","D Felony","Sex Offender - Registration Violation - 2nd or subsequent offense","Public Order","Other Public Order","14.91803279","2022-08-15T12:12:28.000"
"35","20742623","2022-04-06T00:00:00.000","New Admit New Sentence","Iowa Correctional Institution for Women","Prison","Female","White","HS Diploma or Equivelent","HiSET/GED","22.59000684","724.26(1)","D Felony","Dominion/Control of Firearm/Offensive Weapon by Felon","Public Order","Weapons","4.295081967","2022-08-15T12:12:28.000"
"36","3422621","2021-09-21T00:00:00.000","Return No New Sentence","Iowa Medical & Classification Center","Prison","Male","Black","HS Diploma or Equivelent","HiSET/GED","43.06639288","124.401(1)(d)(2)","D Felony","Proh Acts-Mfg, Del, Consp or Poss-Marij LT 50 kg","Drug","Trafficking","10.75409836","2022-08-15T12:12:28.000"
"37","19497155","2020-10-13T00:00:00.000","New Admit New Sentence","Iowa Correctional Institution for Women","Prison","Female","White","HS Diploma or Equivelent","High School Diploma","42.48049281","728.12(1)","C Felony","Sexual Exploit. of Minor-Life Special Sentence","Violent","Sex","22","2022-08-15T12:12:28.000"
"38","162707","2008-06-17T00:00:00.000","Other","Anamosa State Penitentiary","Prison Safekeeper","Male","Black","HS Diploma or Equivelent","HiSET/GED","52.21355236","None","None","None","None","None","169.5737705","2022-08-15T12:12:28.000"
"39","19820621","2022-06-20T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","Post-Secondary","Associate's Degree","64.59685147","726.6(7)","Aggravated Misdemeanor","Child Endangerment/No Injury","Violent","Other Violent","1.836065574","2022-08-15T12:12:28.000"
"40","20367170","2021-10-21T00:00:00.000","Return No New Sentence","Iowa Medical & Classification Center","Prison","Male","Black","No HS Diploma","Eleventh","26.13552361","724.26(1)","D Felony","Dominion/Control of Firearm/Offensive Weapon by Felon","Public Order","Weapons","9.770491803","2022-08-15T12:12:28.000"
"41","3060830","1991-10-30T00:00:00.000","New Admit New Sentence","Anamosa State Penitentiary","Prison","Male","Hispanic","No HS Diploma","Sixth","53.05954825","707.2","A Felony","MURDER 1ST DEGREE","Violent","Murder/Manslaughter","368.7540984","2022-08-15T12:12:28.000"
"42","18693104","2021-12-21T00:00:00.000","New Admit New Sentence","Iowa Correctional Institution for Women","Prison","Female","White","HS Diploma or Equivelent","HiSET/GED","33.52224504","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","7.770491803","2022-08-15T12:12:28.000"
"43","18203210","2021-05-24T00:00:00.000","Return No New Sentence","Iowa Medical & Classification Center","Prison","Male","Black","HS Diploma or Equivelent","High School Diploma","25.5523614","711.2","B Felony","ROBBERY 1ST DEGREE, 85%","Violent","Robbery","14.68852459","2022-08-15T12:12:28.000"
"44","20932085","2018-10-01T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","No HS Diploma","Ninth","36.87063655","692A.104-B","D Felony","Sex Offender - Registration Violation 2nd or subsequent offense","Public Order","Other Public Order","46.36065574","2022-08-15T12:12:28.000"
"45","18118868","2022-07-13T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","Black","No HS Diploma","Tenth","30.91581109","708.6(1)","C Felony","INTIMIDATION WITH A DANGEROUS WEAPON","Violent","Assault","1.081967213","2022-08-15T12:12:28.000"
"46","18917951","2022-06-21T00:00:00.000","New Admit New Sentence","Iowa Correctional Institution for Women","Prison","Female","White","No HS Diploma","Ninth","39.98631075","714.2(1)","C Felony","THEFT 1ST DEGREE","Property","Theft","1.803278689","2022-08-15T12:12:28.000"
"47","20456360","2021-11-24T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","HS Diploma or Equivelent","HiSET/GED","38.66666667","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","8.655737705","2022-08-15T12:12:28.000"
"48","3434780","2000-03-07T00:00:00.000","New Admit New Sentence","Anamosa State Penitentiary","Prison","Male","White","HS Diploma or Equivelent","HiSET/GED","58.69678303","711.2","B Felony","ROBBERY 1ST DEGREE","Violent","Robbery","268.7213115","2022-08-15T12:12:28.000"
"49","20940650","2021-11-02T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","HS Diploma or Equivelent","High School Diploma","23.41683778","711.3","C Felony","ROBBERY 2ND DEGREE, 85%","Violent","Robbery","9.37704918","2022-08-15T12:12:28.000"
"50","19525853","2018-06-04T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","HS Diploma or Equivelent","High School Diploma","32.6844627","726.6(5)","C Felony","Child Endangerment-Serious Injury","Violent","Assault","50.26229508","2022-08-15T12:12:28.000"
"51","19081205","2021-03-29T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","HS Diploma or Equivelent","HiSET/GED","19.34839151","711.3","C Felony","ROBBERY 2ND DEGREE, 85%","Violent","Robbery","16.52459016","2022-08-15T12:12:28.000"
"52","19951091","2022-01-26T00:00:00.000","New Admit New Sentence","Iowa Correctional Institution for Women","Prison","Female","White","HS Diploma or Equivelent","High School Diploma","35.88227242","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","6.590163934","2022-08-15T12:12:28.000"
"53","20159810","2018-08-02T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","Asian or Pacific Islander","HS Diploma or Equivelent","High School Diploma","25.80424367","713.5","C Felony","BURGLARY 2ND DEGREE","Property","Burglary","48.32786885","2022-08-15T12:12:28.000"
"54","19204013","2022-05-31T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","HS Diploma or Equivelent","High School Diploma","33.01300479","709.4(1)(a)","C Felony","Sex Abuse 3rd-By Force, 1st Off-Life Special Sentence","Violent","Sex","2.491803279","2022-08-15T12:12:28.000"
"55","43367","1978-11-03T00:00:00.000","New Admit New Sentence","Newton Correctional Facility","Prison","Male","White","Post-Secondary","Technical Training Completion","74.58179329","710.2","A Felony","KIDNAPPING 1ST DEGREE","Violent","Kidnap","524.295082","2022-08-15T12:12:28.000"
"56","19734803","2019-05-07T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","Hispanic","HS Diploma or Equivelent","HiSET/GED","37.61806982","711.2","B Felony","ROBBERY 1ST DEGREE, 85%","Violent","Robbery","39.21311475","2022-08-15T12:12:28.000"
"57","18621368","2001-02-26T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","Post-Secondary","Associate's Degree","57.28131417","728.12(1)","C Felony","SEXUAL EXPLOIT. OF MINOR","Violent","Sex","257.0491803","2022-08-15T12:12:28.000"
"58","19130315","2021-11-16T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","Black","HS Diploma or Equivelent","HiSET/GED","32.91718001","707.3","B Felony","MURDER - 2ND DEGREE,  85%","Violent","Murder/Manslaughter","8.918032787","2022-08-15T12:12:28.000"
"59","18469178","2019-10-17T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","Black","No HS Diploma","Unknown","25.43463381","711.2","B Felony","ROBBERY 1ST DEGREE, 85%","Violent","Robbery","33.86885246","2022-08-15T12:12:28.000"
"60","20914799","2020-10-09T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","HS Diploma or Equivelent","High School Diploma","25.01026694","728.15(2)","D Felony","TELEPHONE DISSEMINATION OF OBSC MTRL TO MINOR - 2ND/SUBSEQ.","Public Order","Other Public Order","22.13114754","2022-08-15T12:12:28.000"
"61","3472982","2018-12-06T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","HS Diploma or Equivelent","HiSET/GED","40.45722108","708.6(1)","C Felony","INTIMIDATION WITH A DANGEROUS WEAPON","Violent","Assault","44.19672131","2022-08-15T12:12:28.000"
"62","18531806","2013-04-17T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","HS Diploma or Equivelent","High School Diploma","46.07802875","709.4(2C,4)","C Felony","Sexual Abuse 3rd Degree/Life Special Sentence","Violent","Sex","111.704918","2022-08-15T12:12:28.000"
"63","20724650","2022-03-22T00:00:00.000","Return No New Sentence","Iowa Medical & Classification Center","Prison","Male","White","HS Diploma or Equivelent","HiSET/GED","26.29705681","706A.2(2)","B Felony","Ongoing Criminal Conduct - Criminal Network","Other","Other Criminal","4.786885246","2022-08-15T12:12:28.000"
"64","3318659","2020-12-18T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","Black","HS Diploma or Equivelent","HiSET/GED","43.65776865","321J.2(2)(c)","D Felony","Operating While Intoxicated - 3rd or Subsequent Offense","Public Order","OWI","19.83606557","2022-08-15T12:12:28.000"
"65","20110340","2016-04-27T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","Black","HS Diploma or Equivelent","HiSET/GED","50.70773443","713.5","C Felony","BURGLARY 2ND DEGREE","Property","Burglary","75.44262295","2022-08-15T12:12:28.000"
"66","230951","1996-02-29T00:00:00.000","New Admit New Sentence","Iowa State Penitentiary","Prison","Male","White","Post-Secondary","Associate's Degree","69.84531143","707.2","A Felony","MURDER 1ST DEGREE","Violent","Murder/Manslaughter","316.852459","2022-08-15T12:12:28.000"
"67","310340","1971-04-13T00:00:00.000","New Admit New Sentence","Anamosa State Penitentiary","Prison","Male","Black","HS Diploma or Equivelent","HiSET/GED","73.46475017","690.2","A Felony","MURDER 1ST DEGREE","Violent","Murder/Manslaughter","614.8196721","2022-08-15T12:12:28.000"
"68","18203306","2022-05-04T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","Hispanic","HS Diploma or Equivelent","High School Diploma","30.83641342","713.3","B Felony","BURGLARY 1ST DEGREE","Violent","Other Violent","3.37704918","2022-08-15T12:12:28.000"
"69","3328310","2021-10-28T00:00:00.000","Return No New Sentence","Iowa Medical & Classification Center","Prison","Male","White","No HS Diploma","Ninth","43.54825462","706A.2(1)","B Felony","Ongoing Criminal Conduct-Influence Enterprise-Receive Proceeds","Other","Other Criminal","9.540983607","2022-08-15T12:12:28.000"
"70","19275821","2021-07-28T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","HS Diploma or Equivelent","High School Diploma","20.88980151","709.8(1)(a)","C Felony","Lascivious Acts with a Child-Fond/Touch Child, 1st Off-Life Special Sentence","Violent","Sex","12.55737705","2022-08-15T12:12:28.000"
"71","3166031","1993-11-17T00:00:00.000","New Admit New Sentence","Clarinda Correctional Facility","Prison","Male","White","No HS Diploma","Ninth","55.72347707","707.11","B Felony","ATTEMPT TO COMMIT MURDER","Violent","Murder/Manslaughter","344.1967213","2022-08-15T12:12:28.000"
"72","18300758","2021-09-02T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","Black","HS Diploma or Equivelent","High School Diploma","27.53730322","708.4(1)","C Felony","WILLFUL INJURY - CAUSING SERIOUS INJURY","Violent","Assault","11.37704918","2022-08-15T12:12:28.000"
"73","18944855","2016-06-28T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","Black","HS Diploma or Equivelent","HiSET/GED","25.61806982","707.2","A Felony","MURDER 1ST DEGREE","Violent","Murder/Manslaughter","73.40983607","2022-08-15T12:12:28.000"
"74","20361962","2022-07-07T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","HS Diploma or Equivelent","High School Diploma","25.21013005","707.6A(4)","D Felony","Serious Injury by Vehicle","Violent","Murder/Manslaughter","1.278688525","2022-08-15T12:12:28.000"
"75","19230230","2018-08-17T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","Hispanic","HS Diploma or Equivelent","HiSET/GED","35.58384668","711.2","B Felony","ROBBERY 1ST DEGREE, 85%","Violent","Robbery","47.83606557","2022-08-15T12:12:28.000"
"76","3112889","2018-10-19T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","HS Diploma or Equivelent","HiSET/GED","48.29568789","707.11","B Felony","ATTEMPTED MURDER, 85%","Violent","Murder/Manslaughter","45.7704918","2022-08-15T12:12:28.000"
"77","19870337","2017-01-27T00:00:00.000","Return No New Sentence","Iowa Medical & Classification Center","Prison","Male","Asian or Pacific Islander","No HS Diploma","Tenth","47.71526352","709.4(1)(b)(2)","C Felony","Sex Abuse 3rd-Child Victim Age 12/13-Life Special Sentence","Violent","Sex","66.42622951","2022-08-15T12:12:28.000"
"78","13490","2022-01-20T00:00:00.000","Return No New Sentence","Iowa Medical & Classification Center","Prison","Male","White","HS Diploma or Equivelent","HiSET/GED","59.39767283","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","6.590163934","2022-08-15T12:12:28.000"
"79","3255254","2004-10-15T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","HS Diploma or Equivelent","HiSET/GED","57.96851472","707.3","B Felony","MURDER 2ND - 85%","Violent","Murder/Manslaughter","213.5409836","2022-08-15T12:12:28.000"
"80","18707087","2022-07-15T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","Black","HS Diploma or Equivelent","High School Diploma","24.92265572","711.3","C Felony","ROBBERY 2ND DEGREE, 85%","Violent","Robbery","1.016393443","2022-08-15T12:12:28.000"
"81","18065225","2021-05-26T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","No HS Diploma","Ninth","24.02737851","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking","14.62295082","2022-08-15T12:12:28.000"
"82","301643","1960-02-02T00:00:00.000","New Admit New Sentence","Iowa State Penitentiary","Prison","Male","Black","No HS Diploma","Eleventh","84.66529774","690.2","A Felony","MURDER 1ST DEGREE","Violent","Murder/Manslaughter","748.852459","2022-08-15T12:12:28.000"
"83","19998578","2020-10-29T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","Hispanic","HS Diploma or Equivelent","High School Diploma","29.43189596","716.4","D Felony","CRIMINAL MISCHIEF 2ND DEGREE","Property","Vandalism","21.47540984","2022-08-15T12:12:28.000"
"84","20700758","2020-04-10T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","American Indian or Alaska Native","No HS Diploma","Eleventh","20.57494867","708.6(1)","C Felony","INTIMIDATION WITH A DANGEROUS WEAPON","Violent","Assault","28.09836066","2022-08-15T12:12:28.000"
"85","20247083","2019-10-10T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","Hispanic","HS Diploma or Equivelent","High School Diploma","25.25393566","709.4","C Felony","Sex Abuse 3rd Degree-Life Special Sentence","Violent","Sex","34.09836066","2022-08-15T12:12:28.000"
"86","20968073","2007-11-21T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","HS Diploma or Equivelent","High School Diploma","36.13689254","707.2","A Felony","MURDER 1ST DEGREE","Violent","Murder/Manslaughter","176.4262295","2022-08-15T12:12:28.000"
"87","19093022","2011-11-30T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","HS Diploma or Equivelent","HiSET/GED","58.91581109","709.3","B Felony","Sex Abuse -2nd Degree(85%)-Life Special Sentence","Violent","Sex","128.2295082","2022-08-15T12:12:28.000"
"88","18720890","2021-07-21T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","HS Diploma or Equivelent","High School Diploma","23.91512663","709.4(1)(a)","C Felony","Sex Abuse 3rd-By Force, 1st Off-Life Special Sentence","Violent","Sex","12.78688525","2022-08-15T12:12:28.000"
"89","19351940","2022-07-22T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","White","HS Diploma or Equivelent","High School Diploma","24.47091034","713.6A","D Felony","BURGLARY 3RD DEGREE","Property","Burglary","0.7868852459","2022-08-15T12:12:28.000"
"90","19765790","2021-04-09T00:00:00.000","Return No New Sentence","Iowa Medical & Classification Center","Prison","Male","American Indian or Alaska Native","HS Diploma or Equivelent","HiSET/GED","29.10061602","715A.2(2)(a)","D Felony","FORGERY","Property","Forgery/Fraud","15.86885246","2022-08-15T12:12:28.000"
"91","20502674","2022-04-25T00:00:00.000","New Admit New Sentence","Iowa Medical & Classification Center","Prison","Male","Black","HS Diploma or Equivelent","HiSET/GED","32.79397673","709.4(1)(b)(2)","C Felony","Sex Abuse 3rd-Child Victim Age 12/13-Life Special Sentence","Violent","Sex","3.672131148","2022-08-15T12:12:28.000"
"92","2424992","1998-02-23T00:00:00.000","New Admit New Sentence","Iowa Correctional Institution for Women","Prison","Female","White","Post-Secondary","Bachelor's Degree","48.96372348","707.2","A Felony","MURDER 1ST DEGREE","Violent","Murder/Manslaughter","293.0819672","2022-08-15T12:12:28.000"
