"record_id","offender_number","record_date","fiscal_year_revoked","revocation_type","status_revoked","sex","race_ethnicity","age","offense_code","offense_class","offense_description","offense_type","offense_subtype"
"10048","3328544","2016-08-15T00:00:00.000","2017","4. Revoked - New Arrest ICON","Parole","Male","Hispanic","36","321J.2(C)","D Felony","OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF","Public Order","OWI"
"10047","18677762","2017-11-09T00:00:00.000","2018","2. Revoked - Serious Misdemeanor New Conviction","Special Sentence","Male","Black","37","903B.1","Special Sentence 2005","Special Supervision Sentence-B or C Felony/Lifetime Parole","Violent","Sex"
"10046","18617987","2018-09-12T00:00:00.000","2019","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","29","714.2(1)","C Felony","THEFT 1ST DEGREE","Property","Theft"
"10045","19271210","2019-05-15T00:00:00.000","2019","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","30","321J.2(C)","D Felony","OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF","Public Order","OWI"
"10044","19773350","2016-03-08T00:00:00.000","2016","4. Revoked - New Arrest ICON","Parole","Male","White","27","124.401(1)(b)(7)","B Felony","Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg","Drug","Trafficking"
"10043","3219596","2019-02-14T00:00:00.000","2019","5. Revoked - Other Violation (No New Arrest)","Parole","Male","White","42","707.3","B Felony","MURDER 2ND DEGREE","Violent","Murder/Manslaughter"
"10042","18736850","2015-03-02T00:00:00.000","2015","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Female","White","39","714.2(3)","Aggravated Misdemeanor","THEFT 3RD DEGREE","Property","Theft"
"10041","199301","2017-09-05T00:00:00.000","2018","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","52","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking"
"10040","19602059","2015-03-16T00:00:00.000","2015","5. Revoked - Other Violation (No New Arrest)","Special Sentence","Male","White","25","903B.2","Special Sentence 2005","Special Supervision Sentence-D Felony or Misdemeanors/10 years parole","Violent","Sex"
"10039","18104726","2013-01-16T00:00:00.000","2013","2. Revoked - Serious Misdemeanor New Conviction","Parole","Male","White","26","715A.2(2)(a)","D Felony","FORGERY","Property","Forgery/Fraud"
"10038","3344807","2012-10-16T00:00:00.000","2013","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","36","715A.2(2)(a)","D Felony","FORGERY","Property","Forgery/Fraud"
"10037","3266585","2013-07-08T00:00:00.000","2014","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","34","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking"
"10036","20668688","2022-04-25T00:00:00.000","2022","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","Black","24","714.2(1)","C Felony","THEFT 1ST DEGREE","Property","Theft"
"10035","3476873","2016-01-20T00:00:00.000","2016","5. Revoked - Other Violation (No New Arrest)","Parole","Male","White","33","708.4(1)","C Felony","WILLFUL INJURY - CAUSING SERIOUS INJURY","Violent","Assault"
"10034","18773306","2018-09-19T00:00:00.000","2019","4. Revoked - New Arrest ICON","Parole","Female","White","35","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking"
"10033","3372530","2013-06-26T00:00:00.000","2013","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","32","902.8,B","Felony - Enhancement to Original Penalty","HABITUAL OFFENDER (PROPERTY)","Other","Other Criminal"
"10032","20639930","2019-09-09T00:00:00.000","2020","3. Revoked - New Arrest Pending or Found Not Guilty","Special Sentence","Male","Black","25","903B.1","Special Sentence 2005","Special Supervision Sentence-B or C Felony/Lifetime Parole","Violent","Sex"
"10031","3417569","2021-08-13T00:00:00.000","2022","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","39","902.8,B","Felony - Enhancement to Original Penalty","HABITUAL OFFENDER (PROPERTY)","Other","Other Criminal"
"10030","18030200","2013-07-03T00:00:00.000","2014","4. Revoked - New Arrest ICON","Parole","Male","White","49","714.7","Aggravated Misdemeanor","OPERATE VEHICLE NO CONSENT","Property","Theft"
"10029","154142","2014-05-08T00:00:00.000","2014","2. Revoked - Serious Misdemeanor New Conviction","Parole","Male","White","52","124.401(4)(d)","D Felony","Proh Acts-Poss Prod Int for Mfg Cont Subst-Anhydrous Ammonia","Drug","Trafficking"
"10028","3029780","2013-01-04T00:00:00.000","2013","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","Black","38","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking"
"10027","18037055","2020-09-03T00:00:00.000","2021","5. Revoked - Other Violation (No New Arrest)","Parole","Male","White","36","902.8,B","Felony - Enhancement to Original Penalty","HABITUAL OFFENDER (PROPERTY)","Other","Other Criminal"
"10026","18596657","2012-07-11T00:00:00.000","2013","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","Black","21","713.5","C Felony","BURGLARY 2ND DEGREE","Property","Burglary"
"10025","3360350","2018-09-06T00:00:00.000","2019","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","39","124.401(1)(b)(7)","B Felony","Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg","Drug","Trafficking"
"10024","20407115","2018-08-27T00:00:00.000","2019","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","Black","53","124.401(1)(b)(3)","B Felony","Proh Acts-Mfg, Del, Consp or Poss w/Int-Cocaine GT 5gm but LT 50 gm","Drug","Trafficking"
"10023","20484491","2013-10-15T00:00:00.000","2014","4. Revoked - New Arrest ICON","Parole","Female","White","27","715A.2(2)(a)","D Felony","FORGERY","Property","Forgery/Fraud"
"10022","19530110","2021-10-01T00:00:00.000","2022","4. Revoked - New Arrest ICON","Parole","Male","Black","25","708.4(1)","C Felony","WILLFUL INJURY - CAUSING SERIOUS INJURY","Violent","Assault"
"10021","19111919","2016-12-01T00:00:00.000","2017","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","26","124.411","Felony - Enhancement to Original Penalty","Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh","Drug","Trafficking"
"10020","3300794","2019-10-02T00:00:00.000","2020","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","American Indian or Alaska Native","45","124.401(1)(b)(7)","B Felony","Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg","Drug","Trafficking"
"10019","3477107","2019-11-20T00:00:00.000","2020","5. Revoked - Other Violation (No New Arrest)","Parole","Male","White","39","321J.2(C)","D Felony","OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF","Public Order","OWI"
"10018","3375155","2020-12-17T00:00:00.000","2021","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","Black","40","902.8,B","Felony - Enhancement to Original Penalty","HABITUAL OFFENDER (PROPERTY)","Other","Other Criminal"
"10017","19068746","2022-05-23T00:00:00.000","2022","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","36","902.8,B","Felony - Enhancement to Original Penalty","HABITUAL OFFENDER (PROPERTY)","Other","Other Criminal"
"10016","18772463","2016-03-11T00:00:00.000","2016","5. Revoked - Other Violation (No New Arrest)","Special Sentence","Male","White","32","903B.1","Special Sentence 2005","Special Supervision Sentence-B or C Felony/Lifetime Parole","Violent","Sex"
"10015","19309817","2021-06-24T00:00:00.000","2021","4. Revoked - New Arrest ICON","Parole","Male","American Indian or Alaska Native","28","902.8,B","Felony - Enhancement to Original Penalty","HABITUAL OFFENDER (PROPERTY)","Other","Other Criminal"
"10014","20383790","2012-12-18T00:00:00.000","2013","2. Revoked - Serious Misdemeanor New Conviction","Special Sentence","Male","White","61","903B.2","Special Sentence 2005","Special Supervision Sentence-D Felony or Misdemeanors/10 years parole","Violent","Sex"
"10013","18515288","2012-12-06T00:00:00.000","2013","5. Revoked - Other Violation (No New Arrest)","Parole","Male","White","20","708.4(2)","D Felony","WILLFUL INJURY - CAUSING BODILY INJURY","Violent","Assault"
"10012","3287606","2017-02-02T00:00:00.000","2017","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","54","124.401(1)(c)(8)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Other Subst Sched I, II, III","Drug","Trafficking"
"10011","20348762","2016-09-20T00:00:00.000","2017","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","20","124.401(1)(b)(7)","B Felony","Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg","Drug","Trafficking"
"10010","19625390","2020-12-10T00:00:00.000","2021","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","38","124.401(1)(b)(7)","B Felony","Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg","Drug","Trafficking"
"10009","20286212","2020-01-03T00:00:00.000","2020","5. Revoked - Other Violation (No New Arrest)","Parole","Male","White","32","713.3","B Felony","BURGLARY 1ST DEGREE","Violent","Other Violent"
"10008","18338393","2015-01-06T00:00:00.000","2015","5. Revoked - Other Violation (No New Arrest)","Parole","Female","White","34","124.401(5)b","Aggravated Misdemeanor","Possession of a Controlled Substance - 2nd Offense","Drug","Drug Possession"
"10007","18844535","2019-07-16T00:00:00.000","2020","5. Revoked - Other Violation (No New Arrest)","Parole","Male","White","39","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession"
"10006","18503396","2018-03-06T00:00:00.000","2018","3. Revoked - New Arrest Pending or Found Not Guilty","Parole","Female","White","30","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking"
"10005","18607157","2019-05-03T00:00:00.000","2019","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","32","713.6A","D Felony","BURGLARY 3RD DEGREE","Property","Burglary"
"10004","3330641","2014-03-04T00:00:00.000","2014","4. Revoked - New Arrest ICON","Parole","Female","White","35","715A.2(2)(a)","D Felony","FORGERY","Property","Forgery/Fraud"
"10003","228500","2014-10-07T00:00:00.000","2015","4. Revoked - New Arrest ICON","Parole","Male","Asian or Pacific Islander","42","124.401(1)(b)(7)","B Felony","Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg","Drug","Trafficking"
"10002","3341807","2016-11-01T00:00:00.000","2017","5. Revoked - Other Violation (No New Arrest)","Parole","Male","White","36","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking"
"10001","3080957","2018-06-14T00:00:00.000","2018","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Special Sentence","Male","White","45","903B.1","Special Sentence 2005","Special Supervision Sentence-B or C Felony/Lifetime Parole","Violent","Sex"
"10000","20907725","2022-05-04T00:00:00.000","2022","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Female","White","29","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking"
"9999","19910807","2018-06-19T00:00:00.000","2018","5. Revoked - Other Violation (No New Arrest)","Parole","Male","Black","34","726.3","C Felony","NEGLECT OR ABANDONMENT","Violent","Other Violent"
"9998","19759499","2018-12-07T00:00:00.000","2019","4. Revoked - New Arrest ICON","Parole","Female","White","31","715A.2(2)(a)","D Felony","FORGERY","Property","Forgery/Fraud"
"9997","20263973","2017-12-06T00:00:00.000","2018","5. Revoked - Other Violation (No New Arrest)","Special Sentence","Male","American Indian or Alaska Native","33","903B.1","Special Sentence 2005","Special Supervision Sentence-B or C Felony/Lifetime Parole","Violent","Sex"
"9996","20152985","2018-08-16T00:00:00.000","2019","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","29","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking"
"9995","2409800","2016-08-23T00:00:00.000","2017","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","49","124.401(1)(c)(8)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Other Subst Sched I, II, III","Drug","Trafficking"
"9994","20754644","2017-04-19T00:00:00.000","2017","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","56","715A.2(2)(a)","D Felony","FORGERY","Property","Forgery/Fraud"
"9993","3290507","2017-07-25T00:00:00.000","2018","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","44","124.401(1)(b)(7)","B Felony","Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg","Drug","Trafficking"
"9992","19859240","2016-09-06T00:00:00.000","2017","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","34","714.2(3)","Aggravated Misdemeanor","THEFT 3RD DEGREE","Property","Theft"
"9991","3479543","2018-09-18T00:00:00.000","2019","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Female","Asian or Pacific Islander","36","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking"
"9990","3145349","2015-08-10T00:00:00.000","2016","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","Black","62","124.411","Felony - Enhancement to Original Penalty","Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh","Drug","Trafficking"
"9989","18404996","2017-02-21T00:00:00.000","2017","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","Black","31","713.5","C Felony","BURGLARY 2ND DEGREE","Property","Burglary"
"9988","20731367","2018-06-21T00:00:00.000","2018","5. Revoked - Other Violation (No New Arrest)","Parole","Male","White","36","155A.23-E","C Felony","Prohibited Acts, Sched I, II, III Controlled Substance","Drug","Drug Possession"
"9987","20474255","2014-02-05T00:00:00.000","2014","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","Black","38","715A.6(A)","D Felony","UNAUTH. USE OF CREDIT CARDS","Property","Forgery/Fraud"
"9986","623273","2013-11-19T00:00:00.000","2014","2. Revoked - Serious Misdemeanor New Conviction","Parole","Male","White","54","715A.2(2)(a)","D Felony","FORGERY","Property","Forgery/Fraud"
"9985","19369235","2022-03-15T00:00:00.000","2022","4. Revoked - New Arrest ICON","Parole","Female","White","30","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession"
"9984","19070123","2015-01-16T00:00:00.000","2015","5. Revoked - Other Violation (No New Arrest)","Special Sentence","Male","White","20","903B.2","Special Sentence 2005","Special Supervision Sentence-D Felony or Misdemeanors/10 years parole","Violent","Sex"
"9983","19100849","2016-04-04T00:00:00.000","2016","2. Revoked - Serious Misdemeanor New Conviction","Parole","Male","Black","42","124.401(1)(d)(2)","D Felony","Proh Acts-Mfg, Del, Consp or Poss-Marij LT 50 kg","Drug","Trafficking"
"9982","20156711","2013-04-23T00:00:00.000","2013","5. Revoked - Other Violation (No New Arrest)","Parole","Male","Black","24","124.401(1)(c)(3)","C Felony","Proh. Acts - Mfg, Del, Consp or Poss w/Int. - Cocaine LT 10 gm","Drug","Trafficking"
"9981","20450507","2018-04-11T00:00:00.000","2018","3. Revoked - New Arrest Pending or Found Not Guilty","Parole","Male","Black","25","124.401(1)(c)(3)","C Felony","Proh. Acts - Mfg, Del, Consp or Poss w/Int. - Cocaine LT 10 gm","Drug","Trafficking"
"9980","20722001","2022-06-22T00:00:00.000","2022","3. Revoked - New Arrest Pending or Found Not Guilty","Parole","Male","White","39","715A.2(2)(a)","D Felony","FORGERY","Property","Forgery/Fraud"
"9979","3182738","2016-09-08T00:00:00.000","2017","2. Revoked - Serious Misdemeanor New Conviction","Parole","Male","White","40","715A.2(2)(a)","D Felony","FORGERY","Property","Forgery/Fraud"
"9978","18285494","2018-02-15T00:00:00.000","2018","2. Revoked - Serious Misdemeanor New Conviction","Parole","Male","White","27","124.401(1)(c)(6)","C Felony","Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm","Drug","Trafficking"
"9977","621401","2015-05-26T00:00:00.000","2015","4. Revoked - New Arrest ICON","Parole","Male","White","51","123.91(2)","Aggravated Misdemeanor","ALCOHOL CHAPTER 123, 3RD AND SUBSEQUENT","Public Order","Alcohol"
"9976","198971","2014-08-18T00:00:00.000","2015","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","Black","50","713.6A","D Felony","BURGLARY 3RD DEGREE","Property","Burglary"
"9975","3019586","2019-10-24T00:00:00.000","2020","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","46","714.2(1)","C Felony","THEFT 1ST DEGREE","Property","Theft"
"9974","235457","2014-08-05T00:00:00.000","2015","4. Revoked - New Arrest ICON","Parole","Female","White","42","902.8,B","Felony - Enhancement to Original Penalty","HABITUAL OFFENDER (PROPERTY)","Other","Other Criminal"
"9973","20118644","2017-01-05T00:00:00.000","2017","4. Revoked - New Arrest ICON","Parole","Male","White","21","124.411","Felony - Enhancement to Original Penalty","Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh","Drug","Trafficking"
"9972","18261860","2020-08-12T00:00:00.000","2021","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Special Sentence","Male","White","30","903B.1","Special Sentence 2005","Special Supervision Sentence-B or C Felony/Lifetime Parole","Violent","Sex"
"9971","2421848","2019-10-16T00:00:00.000","2020","5. Revoked - Other Violation (No New Arrest)","Parole","Male","White","49","124.401(1)(b)(7)","B Felony","Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg","Drug","Trafficking"
"9970","18051413","2013-06-12T00:00:00.000","2013","3. Revoked - New Arrest Pending or Found Not Guilty","Parole","Male","White","27","124.401(1)(b)(7)","B Felony","Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg","Drug","Trafficking"
"9969","20818589","2020-02-18T00:00:00.000","2020","5. Revoked - Other Violation (No New Arrest)","Parole","Male","White","41","321J.2(C)","D Felony","OPER VEH WH INT (OWI)/CLASS D FEL/3RD AND SUBSEQUENT OFF","Public Order","OWI"
"9968","3057425","2022-05-27T00:00:00.000","2022","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","54","902.8,B","Felony - Enhancement to Original Penalty","HABITUAL OFFENDER (PROPERTY)","Other","Other Criminal"
"9967","20557634","2020-02-07T00:00:00.000","2020","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Female","American Indian or Alaska Native","22","712.3","C Felony","ARSON 2ND DEGREE","Property","Arson"
"9966","18203948","2018-05-31T00:00:00.000","2018","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Female","Black","26","726.3","C Felony","NEGLECT OR ABANDONMENT","Violent","Other Violent"
"9965","3169703","2020-06-23T00:00:00.000","2020","5. Revoked - Other Violation (No New Arrest)","Parole","Male","White","45","124.401(5)(c)","D Felony","Possession of a Controlled Substance - 3rd and subsequent","Drug","Drug Possession"
"9964","18222977","2017-05-11T00:00:00.000","2017","5. Revoked - Other Violation (No New Arrest)","Special Sentence","Male","White","44","903B.2","Special Sentence 2005","Special Supervision Sentence-D Felony or Misdemeanors/10 years parole","Violent","Sex"
"9963","20253188","2020-01-06T00:00:00.000","2020","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","29","902.8,B","Felony - Enhancement to Original Penalty","HABITUAL OFFENDER (PROPERTY)","Other","Other Criminal"
"9962","2421206","2013-07-23T00:00:00.000","2014","2. Revoked - Serious Misdemeanor New Conviction","Parole","Male","White","50","713.5","C Felony","BURGLARY 2ND DEGREE","Property","Burglary"
"9961","19300934","2015-07-14T00:00:00.000","2016","4. Revoked - New Arrest ICON","Parole","Male","White","20","713.6A","D Felony","BURGLARY 3RD DEGREE","Property","Burglary"
"9960","3397223","2020-01-13T00:00:00.000","2020","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","39","713.6A","D Felony","BURGLARY 3RD DEGREE","Property","Burglary"
"9959","3341966","2014-03-12T00:00:00.000","2014","5. Revoked - Other Violation (No New Arrest)","Parole","Male","White","34","708.4(1)","C Felony","WILLFUL INJURY - CAUSING SERIOUS INJURY","Violent","Assault"
"9958","19530158","2014-09-09T00:00:00.000","2015","6. Revoked - Other (No New Arrest) - No ROV Data","Parole","Male","White","39","713.6A","D Felony","BURGLARY 3RD DEGREE","Property","Burglary"
"9957","18267878","2022-01-26T00:00:00.000","2022","3. Revoked - New Arrest Pending or Found Not Guilty","Parole","Male","Black","30","714.2(2)","D Felony","THEFT 2ND DEGREE","Property","Theft"
"9956","18470060","2021-04-16T00:00:00.000","2021","1. Revoked - New Felony/Aggravated Misdemeanor Conviction","Parole","Male","White","33","715A.2(2)(a)","D Felony","FORGERY","Property","Forgery/Fraud"
