"year","county","pathogen","case_count","outbreak_count","geocoded_column"
"2014-12-31T00:00:00.000","Page","Influenza","3","1","POINT (-95.1501747 40.7391444)"
"2013-12-31T00:00:00.000","Fayette","Cyclospora, Multiple","5.6","2","POINT (-91.8443207 42.8625919)"
"2014-12-31T00:00:00.000","Boone","Influenza","5","1","POINT (-93.931671 42.0365493)"
"2015-12-31T00:00:00.000","Grundy","Norovirus","19","1","POINT (-92.7914177 42.4018651)"
"2012-12-31T00:00:00.000","Johnson","Campylobacter, Norovirus","8","2","POINT (-91.5880849 41.6715511)"
"2011-12-31T00:00:00.000","Carroll","Norovirus","25","1","POINT (-94.8605593 42.0362382)"
"2013-12-31T00:00:00.000","Polk","Cryptosporidium x2, Cyclospora, Norovirus, Salmonella","38","5","POINT (-93.5735335 41.6855048)"
"2012-12-31T00:00:00.000","Black Hawk","Norovirus","3","1","POINT (-92.3088197 42.4700957)"
"2012-12-31T00:00:00.000","Polk","Cryptosporidium, Norovirus x2, Salmonella x2, Unknown","83.5","6","POINT (-93.5735335 41.6855048)"
"2013-12-31T00:00:00.000","Jefferson","Norovirus","10","1","POINT (-91.9488774 41.0317596)"
"2012-12-31T00:00:00.000","Adams","Norovirus","8","1","POINT (-94.6991849 41.02898390000001)"
"2015-12-31T00:00:00.000","Henry","Influenza","16","1","POINT (-91.5445241 40.9879383)"
"2015-12-31T00:00:00.000","Crawford","Influenza","7","1","POINT (-95.3819678 42.0372125)"
"2015-12-31T00:00:00.000","Warren","Influenza x2, Mumps, Norovirus","51","4","POINT (-93.5613594 41.3343735)"
"2012-12-31T00:00:00.000","Sac","Salmonella","1","1","POINT (-95.1053946 42.3862604)"
"2015-12-31T00:00:00.000","Jackson","Influenza","7","1","POINT (-90.5742294 42.1717426)"
"2012-12-31T00:00:00.000","Carroll","E.coli","4","1","POINT (-94.8605593 42.0362382)"
"2013-12-31T00:00:00.000","Carroll","Cyclospora","1","1","POINT (-94.8605593 42.0362382)"
"2013-12-31T00:00:00.000","Lyon","Norovirus x2","52","2","POINT (-96.2102924 43.380497)"
"2013-12-31T00:00:00.000","Muscatine","Shigella","16","1","POINT (-91.1127562 41.4839221)"
"2015-12-31T00:00:00.000","Poweshiek","Norovirus, Unknown","13","2","POINT (-92.53146840000001 41.6864422)"
"2013-12-31T00:00:00.000","Plymouth","Cyclospora","1","1","POINT (-96.2140431 42.7378346)"
"2011-12-31T00:00:00.000","Kossuth","Norovirus","13","1","POINT (-94.2067199 43.20413)"
"2013-12-31T00:00:00.000","Mills","Cyclospora","2","1","POINT (-95.62132670000001 41.0334523)"
"2012-12-31T00:00:00.000","Buchanan","Norovirus, Salmonella","63","2","POINT (-91.8378392 42.4707777)"
"2013-12-31T00:00:00.000","Dubuque","Cyclospora, Multiple, Norovirus x2","34.6","4","POINT (-90.8824564 42.468832)"
"2013-12-31T00:00:00.000","Monona","Cyclospora","2","1","POINT (-95.9599235 42.0516663)"
"2013-12-31T00:00:00.000","Jones","Cyclospora","1","1","POINT (-91.1314352 42.1212397)"
"2015-12-31T00:00:00.000","Polk","Clostridium perfringens, Influenza, Norovirus x8, Shigella","209","11","POINT (-93.5735335 41.6855048)"
"2015-12-31T00:00:00.000","Jefferson","Norovirus, Pertussis","109","2","POINT (-91.9488774 41.0317596)"
"2015-12-31T00:00:00.000","Monona","Staphylococcus","24","1","POINT (-95.9599235 42.0516663)"
"2015-12-31T00:00:00.000","Lee","Norovirus, Scabies","114","2","POINT (-91.479264 40.6419764)"
"2014-12-31T00:00:00.000","Webster","Influenza, Norovirus","6.7","2","POINT (-94.18178810000002 42.4279662)"
"2015-12-31T00:00:00.000","Jones","Norovirus","12","1","POINT (-91.1314352 42.1212397)"
"2013-12-31T00:00:00.000","Hancock","Cyclospora, Norovirus","31","2","POINT (-93.7342723 43.0818861)"
"2014-12-31T00:00:00.000","Johnson","Norovirus x2, Salmonella","27","3","POINT (-91.5880849 41.6715511)"
"2014-12-31T00:00:00.000","Dallas","Norovirus x2","6","2","POINT (-94.0397374 41.6848862)"
"2014-12-31T00:00:00.000","Dubuque","Clostridium perfringens, Influenza x3, Norovirus","109","5","POINT (-90.8824564 42.468832)"
"2011-12-31T00:00:00.000","Cass","Norovirus","18","1","POINT (-94.9278266 41.3314876)"
"2012-12-31T00:00:00.000","Winneshiek","Norovirus x2","50","2","POINT (-91.8437074 43.2906746)"
"2013-12-31T00:00:00.000","Pottawattamie","Cholera, Cyclospora","13","2","POINT (-95.5423935 41.3366123)"
"2014-12-31T00:00:00.000","Palo Alto","Influenza","2","1","POINT (-94.6781371 43.0820643)"
"2013-12-31T00:00:00.000","Floyd","Cyclospora","1","1","POINT (-92.78900330000002 43.0599208)"
"2015-12-31T00:00:00.000","Delaware","Norovirus x2","26","2","POINT (-91.3673502 42.471211)"
"2014-12-31T00:00:00.000","Hancock","Influenza","4","1","POINT (-93.7342723 43.0818861)"
"2011-12-31T00:00:00.000","Buchanan","Influenza","9","1","POINT (-91.8378392 42.4707777)"
"2015-12-31T00:00:00.000","Bremer","Influenza x2, Norovirus","156","3","POINT (-92.31805480000001 42.7745873)"
"2013-12-31T00:00:00.000","Cass","Cyclospora","1","1","POINT (-94.9278266 41.3314876)"
"2012-12-31T00:00:00.000","Floyd","Unknown","4","1","POINT (-92.78900330000002 43.0599208)"
"2012-12-31T00:00:00.000","Cherokee","Norovirus x2","21","2","POINT (-95.6238055 42.7356226)"
"2014-12-31T00:00:00.000","Sioux","Influenza, Norovirus","67","2","POINT (-96.1778827 43.0826174)"
"2011-12-31T00:00:00.000","Polk","Norovirus x6, Salmonella x4","48","10","POINT (-93.5735335 41.6855048)"
"2013-12-31T00:00:00.000","Winneshiek","Cyclospora, Multiple","2.6","2","POINT (-91.8437074 43.2906746)"
"2014-12-31T00:00:00.000","Buena Vista","Norovirus","19","1","POINT (-95.15114900000002 42.7354936)"
"2014-12-31T00:00:00.000","O'Brien","Influenza","3","1","POINT (-95.6248784 43.0837527)"
"2013-12-31T00:00:00.000","O'Brien","Cyclospora","3","1","POINT (-95.6248784 43.0837527)"
"2011-12-31T00:00:00.000","Sioux","Rotavirus","16","1","POINT (-96.1778827 43.0826174)"
"2014-12-31T00:00:00.000","Polk","E.coli, Influenza, Norovirus x7, Salmonella x2","312.7","11","POINT (-93.5735335 41.6855048)"
"2014-12-31T00:00:00.000","Woodbury","Influenza","3","1","POINT (-96.0447673 42.3897169)"
"2012-12-31T00:00:00.000","Iowa","Norovirus, Salmonella","77.75","2","POINT (-92.065524 41.6863229)"
"2015-12-31T00:00:00.000","Buena Vista","Salmonella","6","1","POINT (-95.15114900000002 42.7354936)"
"2014-12-31T00:00:00.000","Carroll","Influenza x2","41","2","POINT (-94.8605593 42.0362382)"
"2011-12-31T00:00:00.000","Scott","Norovirus x3","38","3","POINT (-90.6232428 41.6370978)"
"2015-12-31T00:00:00.000","Hamilton","Influenza","5","1","POINT (-93.7068085 42.3837722)"
"2012-12-31T00:00:00.000","Lee","Salmonella","8","1","POINT (-91.479264 40.6419764)"
"2015-12-31T00:00:00.000","Dallas","Influenza, Norovirus","40","2","POINT (-94.0397374 41.6848862)"
"2013-12-31T00:00:00.000","Iowa","Cyclospora","1","1","POINT (-92.065524 41.6863229)"
"2014-12-31T00:00:00.000","Audubon","Influenza","6","1","POINT (-94.9058222 41.6845893)"
"2014-12-31T00:00:00.000","Marshall","Influenza","33","1","POINT (-92.9987706 42.0358499)"
"2013-12-31T00:00:00.000","Montgomery","Cyclospora","1","1","POINT (-95.1563758 41.03014)"
"2011-12-31T00:00:00.000","Clinton","Norovirus","20","1","POINT (-90.5319724 41.8980358)"
"2014-12-31T00:00:00.000","Story","Human Metapneumovirus, Influenza, Norovirus x2","120","4","POINT (-93.4650448 42.0362415)"
"2011-12-31T00:00:00.000","Warren","Unknown","12","1","POINT (-93.5613594 41.3343735)"
"2013-12-31T00:00:00.000","Dallas","Cryptosporidium, Cyclospora, Norovirus x2","49","4","POINT (-94.0397374 41.6848862)"
"2014-12-31T00:00:00.000","Washington","Influenza","10","1","POINT (-91.7178676 41.335591)"
"2015-12-31T00:00:00.000","Clay","Influenza x2","49","2","POINT (-95.1509194 43.0825804)"
"2015-12-31T00:00:00.000","Black Hawk","Norovirus","9","1","POINT (-92.3088197 42.4700957)"
"2012-12-31T00:00:00.000","Monona","Norovirus","20","1","POINT (-95.9599235 42.0516663)"
"2013-12-31T00:00:00.000","Woodbury","Cyclospora, Norovirus x3, Salmonella, Shigella, Unknown x2","408","8","POINT (-96.0447673 42.3897169)"
"2015-12-31T00:00:00.000","Plymouth","Influenza","8","1","POINT (-96.2140431 42.7378346)"
"2015-12-31T00:00:00.000","Hancock","Norovirus","9","1","POINT (-93.7342723 43.0818861)"
"2015-12-31T00:00:00.000","Carroll","Influenza, Salmonella","19","2","POINT (-94.8605593 42.0362382)"
"2011-12-31T00:00:00.000","Black Hawk","Norovirus","24","1","POINT (-92.3088197 42.4700957)"
"2012-12-31T00:00:00.000","Linn","Norovirus x2, Salmonella x2","140.75","4","POINT (-91.5989646 42.0789478)"
"2011-12-31T00:00:00.000","Webster","Norovirus","6","1","POINT (-94.18178810000002 42.4279662)"
"2015-12-31T00:00:00.000","Muscatine","Influenza, Norovirus, Unknown","33","3","POINT (-91.1127562 41.4839221)"
"2015-12-31T00:00:00.000","Woodbury","Norovirus","20","1","POINT (-96.0447673 42.3897169)"
"2015-12-31T00:00:00.000","Jasper","Influenza","12","1","POINT (-93.053765 41.6860394)"
"2015-12-31T00:00:00.000","Benton","Influenza","11","1","POINT (-92.0656912 42.0801864)"
"2013-12-31T00:00:00.000","Clarke","Norovirus","4","1","POINT (-93.78515790000002 41.0290323)"
"2015-12-31T00:00:00.000","Linn","Norovirus x4, Shigella","436","5","POINT (-91.5989646 42.0789478)"
"2013-12-31T00:00:00.000","Bremer","Multiple","1.6","1","POINT (-92.31805480000001 42.7745873)"
"2015-12-31T00:00:00.000","Johnson","Influenza, Mumps, Norovirus x3, Salmonella","273","6","POINT (-91.5880849 41.6715511)"
"2012-12-31T00:00:00.000","Adair","Influenza","15","1","POINT (-94.4709413 41.3307464)"
"2015-12-31T00:00:00.000","Audubon","Influenza","3","1","POINT (-94.9058222 41.6845893)"
"2014-12-31T00:00:00.000","Warren","Norovirus","45","1","POINT (-93.5613594 41.3343735)"
"2013-12-31T00:00:00.000","Johnson","Cryptosporidium, Cyclospora, Influenza, Norovirus x3","36","6","POINT (-91.5880849 41.6715511)"
"2011-12-31T00:00:00.000","Henry","Cryptospordium","20","1","POINT (-91.5445241 40.9879383)"
"2014-12-31T00:00:00.000","Crawford","Norovirus","4.3","1","POINT (-95.3819678 42.0372125)"
"2012-12-31T00:00:00.000","Cedar","Norovirus","10","1","POINT (-91.1324125 41.7723207)"
"2013-12-31T00:00:00.000","Van Buren","Cyclospora, Salmonella","7","2","POINT (-91.9499871 40.7532294)"
"2011-12-31T00:00:00.000","Woodbury","Norovirus","20","1","POINT (-96.0447673 42.3897169)"
"2014-12-31T00:00:00.000","Mills","Influenza","16","1","POINT (-95.62132670000001 41.0334523)"
"2013-12-31T00:00:00.000","Benton","Cyclospora","1","1","POINT (-92.0656912 42.0801864)"
"2014-12-31T00:00:00.000","Poweshiek","Influenza, Norovirus","33","2","POINT (-92.53146840000001 41.6864422)"
"2014-12-31T00:00:00.000","Pottawattamie","Scabies","70","1","POINT (-95.5423935 41.3366123)"
"2013-12-31T00:00:00.000","Webster","Cryptosporidium, Cyclospora, Norovirus","48","3","POINT (-94.18178810000002 42.4279662)"
"2015-12-31T00:00:00.000","Hardin","Norovirus","17","1","POINT (-93.2404025 42.3838803)"
"2013-12-31T00:00:00.000","Cerro Gordo","Norovirus","60","1","POINT (-93.2608184 43.081557700000005)"
"2014-12-31T00:00:00.000","Linn","Bacillus, Campylobacter, Multiple, Norovirus x2","32","5","POINT (-91.5989646 42.0789478)"
"2012-12-31T00:00:00.000","Montgomery","Salmonella x2","2","2","POINT (-95.1563758 41.03014)"
"2012-12-31T00:00:00.000","Clarke","Salmonella","5.75","1","POINT (-93.78515790000002 41.0290323)"
"2011-12-31T00:00:00.000","Madison","Norovirus","7","1","POINT (-94.01556190000001 41.33071420000001)"
"2013-12-31T00:00:00.000","Buchanan","Cyclospora, Norovirus","76","2","POINT (-91.8378392 42.4707777)"
"2015-12-31T00:00:00.000","Dubuque","Cryptosporidium, Influenza, Norovirus x4, Shigella, Unknown","644","8","POINT (-90.8824564 42.468832)"
"2013-12-31T00:00:00.000","Story","Cyclospora, Norovirus","9","2","POINT (-93.4650448 42.0362415)"
"2013-12-31T00:00:00.000","Grundy","Norovirus","11","1","POINT (-92.7914177 42.4018651)"
"2015-12-31T00:00:00.000","Chickasaw","Mycoplasma pneumonia","12","1","POINT (-92.3176637 43.06004140000001)"
"2013-12-31T00:00:00.000","Henry","Salmonella","4","1","POINT (-91.5445241 40.9879383)"
"2013-12-31T00:00:00.000","Black Hawk","Cyclospora, Multiple, Norovirus x2, Staph aureus","39.6","5","POINT (-92.3088197 42.4700957)"
"2011-12-31T00:00:00.000","Sac","Influenza","6","1","POINT (-95.1053946 42.3862604)"
"2014-12-31T00:00:00.000","Emmet","Influenza x2","43","2","POINT (-94.6784803 43.37802250000001)"
"2014-12-31T00:00:00.000","Chickasaw","Influenza","8","1","POINT (-92.3176637 43.06004140000001)"
"2015-12-31T00:00:00.000","Shelby","Influenza, Norovirus","68","2","POINT (-95.31021130000002 41.6850926)"
"2013-12-31T00:00:00.000","Scott","Multiple, Norovirus x2","205.6","3","POINT (-90.6232428 41.6370978)"
"2011-12-31T00:00:00.000","Story","Norovirus","5","1","POINT (-93.4650448 42.0362415)"
"2013-12-31T00:00:00.000","Des Moines","Cyclospora","3","1","POINT (-91.1814707 40.9231829)"
"2011-12-31T00:00:00.000","Linn","Clostridium perfringes, Norovirus","47","2","POINT (-91.5989646 42.0789478)"
"2013-12-31T00:00:00.000","Union","Cyclospora","1","1","POINT (-94.2423792 41.0277304)"
"2011-12-31T00:00:00.000","Harrison","Norovirus x2","14","2","POINT (-95.8169209 41.6828528)"
"2015-12-31T00:00:00.000","Pocahontas","Influenza x2","16","2","POINT (-94.67874660000001 42.73413510000001)"
"2014-12-31T00:00:00.000","Winneshiek","Pertussis","24","1","POINT (-91.8437074 43.2906746)"
"2015-12-31T00:00:00.000","Montgomery","Norovirus","5","1","POINT (-95.1563758 41.03014)"
"2012-12-31T00:00:00.000","Poweshiek","E.coli, Norovirus","9","2","POINT (-92.53146840000001 41.6864422)"
"2011-12-31T00:00:00.000","Clay","Listeria x2","2","2","POINT (-95.1509194 43.0825804)"
"2012-12-31T00:00:00.000","Wapello","Salmonella","2.75","1","POINT (-92.4094499 41.03058450000001)"
"2012-12-31T00:00:00.000","Scott","Campylobacter, E.coli, Norovirus x3 Salmonella x2","53","7","POINT (-90.6232428 41.6370978)"
"2013-12-31T00:00:00.000","Linn","Cyclospora, Norovirus x5, Salmonella","219","7","POINT (-91.5989646 42.0789478)"
"2014-12-31T00:00:00.000","Howard","Clostridium difficile","4","1","POINT (-92.3171989 43.3567673)"
"2014-12-31T00:00:00.000","Shelby","Influenza, Norovirus","10.3","2","POINT (-95.31021130000002 41.6850926)"
"2014-12-31T00:00:00.000","Henry","Norovirus, Scabies","50","2","POINT (-91.5445241 40.9879383)"
"2013-12-31T00:00:00.000","Buena Vista","Norovirus","10","1","POINT (-95.15114900000002 42.7354936)"
"2011-12-31T00:00:00.000","Poweshiek","E.coli, Norovirus","29","2","POINT (-92.53146840000001 41.6864422)"
"2012-12-31T00:00:00.000","Dubuque","Norovirus x3, Unknown","26","4","POINT (-90.8824564 42.468832)"
"2011-12-31T00:00:00.000","Dallas","Clostridium sp., Norovirus","24","2","POINT (-94.0397374 41.6848862)"
"2012-12-31T00:00:00.000","Mills","Norovirus","13","1","POINT (-95.62132670000001 41.0334523)"
"2012-12-31T00:00:00.000","Woodbury","Norovirus x2","15","2","POINT (-96.0447673 42.3897169)"
"2013-12-31T00:00:00.000","Jasper","Norovirus","8","1","POINT (-93.053765 41.6860394)"
"2015-12-31T00:00:00.000","Winneshiek","Influenza x2, Pertussis","38","3","POINT (-91.8437074 43.2906746)"
"2013-12-31T00:00:00.000","Marion","Cryptosporidium","4","1","POINT (-93.0994367 41.3344515)"
"2012-12-31T00:00:00.000","Story","Salmonella","5.75","1","POINT (-93.4650448 42.0362415)"
"2012-12-31T00:00:00.000","Page","Norovirus","18","1","POINT (-95.1501747 40.7391444)"
"2015-12-31T00:00:00.000","Wright","Influenza","16","1","POINT (-93.7351465 42.7331189)"
"2013-12-31T00:00:00.000","Cedar","Cyclospora","1","1","POINT (-91.1324125 41.7723207)"
"2014-12-31T00:00:00.000","Harrison","Influenza","10","1","POINT (-95.8169209 41.6828528)"
"2013-12-31T00:00:00.000","Boone","Cyclospora","4","1","POINT (-93.931671 42.0365493)"
