"as_of_date","federal_agency","funding_source","program_description","project_name","project_description","project_type","county","municipality","applicant_name","obligated_amount","obligated_date","disbursed_amount","disbursed_date"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","OCEAN","JACKSON TOWNSHIP","Jackson Family Apartments","14676554.00","2015-11-05T00:00:00.000","14676554.00","2019-08-09T00:00:00.000"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","MONMOUTH","HOWELL TOWNSHIP","Howell Family Apartments","12217520.00","2015-11-05T00:00:00.000","12217520.00","2021-03-17T00:00:00.000"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","OCEAN","TOMS RIVER TOWNSHIP","Eagle Crest Apartments (Toms River Family)","8330000.00","2016-10-20T00:00:00.000","8330000.00","2019-01-07T00:00:00.000"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","MONMOUTH","NEPTUNE TOWNSHIP","Winding Ridge","16490000.00","2017-08-28T00:00:00.000","16490000.00","2019-12-19T00:00:00.000"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","OCEAN","TOMS RIVER TOWNSHIP","Riverwood Chase Apartments","8250000.00","2016-12-22T00:00:00.000","8250000.00","2019-08-19T00:00:00.000"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","OCEAN","SEASIDE HEIGHTS BOROUGH","Seaside Senior Apartments","15470000.00","2016-10-20T00:00:00.000","15470000.00","2019-08-12T00:00:00.000"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","ATLANTIC","EGG HARBOR TOWNSHIP","Egg Harbor II","16996000.00","2016-09-08T00:00:00.000","16996000.00","2019-09-09T00:00:00.000"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","MIDDLESEX","WOODBRIDGE TWP.","Jacob's Landing Phase III","6600000.00","2019-05-30T00:00:00.000","6600000.00","2022-03-07T00:00:00.000"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","ATLANTIC","EGG HARBOR CITY","Egg Harbor Twp. Family II","8632114.00","2019-11-07T00:00:00.000","8632114.00","2022-02-17T00:00:00.000"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","UNION","PLAINFIELD CITY","Station at Grant Avenue","15300000.00","2019-04-18T00:00:00.000","15300000.00","2021-08-11T00:00:00.000"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","NEWARK","ESSEX","Terrell Homes Phase I","4000000.00","2022-02-24T00:00:00.000",,
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","MONMOUTH","LONG BRANCH CITY","Woodrow Wilson Phase III","3499030.00","2013-11-14T00:00:00.000","3499030.00","2014-04-07T00:00:00.000"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","BERGEN","NORTHVALE BOROUGH","Northvale Senior Residence","2175000.00","2013-05-15T00:00:00.000","2175000.00","2015-11-19T00:00:00.000"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","ATLANTIC","ATLANTIC CITY","Carolina Crescent and Connecticut Crescent","5145721.00","2014-01-27T00:00:00.000","5145721.00","2015-03-18T00:00:00.000"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","ESSEX","NEWARK CITY","Spruce Street Seniors / Harrison Park Square","4275000.00","2013-11-14T00:00:00.000","4275000.00","2014-10-17T00:00:00.000"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","CAPE MAY","MIDDLE TOWNSHIP","Green Heron Pointe","5102748.00","2014-01-27T00:00:00.000","5102748.00","2015-06-15T00:00:00.000"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","HUDSON","JERSEY CITY","Catherine Todd Senior Living Center","5692775.00","2013-05-15T00:00:00.000","5692775.00","2015-06-29T00:00:00.000"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","MIDDLESEX","EDISON TOWNSHIP","Kilmer Homes Phase I","3524310.00","2014-01-27T00:00:00.000","3524310.00","2014-10-07T00:00:00.000"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","ESSEX","BLOOMFIELD TOWNSHIP","Heritage Village at Bloomfield","5310554.00","2014-01-27T00:00:00.000","5310554.00","2015-06-04T00:00:00.000"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","CAPE MAY","MIDDLE TOWNSHIP","Meadow Lark Run","5086261.00","2014-01-27T00:00:00.000","5086261.00","2014-12-15T00:00:00.000"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","MIDDLESEX","NEW BRUNSWICK CITY","Somerset Street Mews / The Aspire **","4800000.00","2013-05-15T00:00:00.000","4800000.00","2014-03-12T00:00:00.000"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","HUDSON","HARRISON TOWN","Harrison Senior Housing","1800000.00","2013-08-29T00:00:00.000","1800000.00","2014-12-18T00:00:00.000"
"2022-06-30T00:00:00.000","US HUD","CDBG-DR","Community Development Block Grant - Disaster Recovery Program. HUD provides flexible grants to help cities, counties, and States recover from Presidentially declared disasters, especially in low-income areas, subject to availability of supplemental appropriations.","HMFA Fund for Restoration of Multifamily Housing (FRM) LMI","The New Jersey Housing and Mortgage Finance Agency (HMFA) administers the Large Multi-family Housing program, which provides funding to facilitate the creation of quality, affordable housing units to help New Jersey recover from the loss of multi-family housing following Superstorm Sandy. Community Development Block Grant Disaster Recovery (CDBG-DR) funds are provided as zero- and low-interest loans to qualified developers to leverage 9% and 4% low income housing tax credits, tax-exempt bonds and stand-alone financing to support developers. Development may include new construction, conversion of vacant commercial/ industrial buildings, or substantial rehabilitation of uninhabitable dwellings.","Large Multifamily LMI","MONMOUTH","LONG BRANCH CITY","Gregory School and Garrett Street Annex","3949636.00","2014-01-27T00:00:00.000","3949636.00","2015-02-23T00:00:00.000"
