"as_of_date","federal_agency","funding_source","program_description","project_name","project_description","project_type","county","municipality","vendor","applicant_name","route","direction","mp_start","mp_end","location","description_of_damage","structure_number","project_completion_date","fhwa_oblgtd_amt","actual_labor","actual_equipment","actual_material","total_cost","awaiting_fhwa_approval","fhwa_rmbrsmnt_amt","agency_actual_cost","obligated_amount","disbursed_amount"
"2022-07-26T00:00:00.000","US DOT","FHWA-Permanent and Emergency Repairs - State Highways","To restore State highways in the aftermath of Hurricane Sandy, NJDOT contracted for Emergency and Permanent Repairs of various roads and bridges. Emergency work includes sinkhole repairs, restoration of eroded soil, repair of damaged traffic lights, and flood control measures. Permanent Repairs involve highway reconstruction, such as that planned for Route 35 near the Jersey shore.","18","Repair Sinkholes. (Paving and striping completed by Shifano Construction Corp. as part of DOT Site#117).","FHWA-Emergency Repairs of Roads, Traffic Lights and Bridges","OCEAN","BAY HEAD BOROUGH, MANTOLOKING BOROUGH, POINT PLEASANT BEACH BOROUGH","IEW Construction Group","NJ DOT","35","NB & SB","10.25","12.75","Route 35 @ MP 10.25 to 12.75","Various Sinkholes and Base/Header Repairs",,"2013-12-26T00:00:00.000","174705","70584.35","25178.88","78941.38","174704.61",,"174705","0","174705","174705"
"2022-07-26T00:00:00.000","US DOT","FHWA-Permanent and Emergency Repairs - State Highways","To restore State highways in the aftermath of Hurricane Sandy, NJDOT contracted for Emergency and Permanent Repairs of various roads and bridges. Emergency work includes sinkhole repairs, restoration of eroded soil, repair of damaged traffic lights, and flood control measures. Permanent Repairs involve highway reconstruction, such as that planned for Route 35 near the Jersey shore.","18","Hatch Mott MacDonald was retained by Ferreira Construction Company, Inc. as a sub consultant to provide professional engineering services related to Hurricane Sandy Emergency Repairs for the NJDOT","FHWA-Permanent Repairs involving Highway Reconstruction","OCEAN","MANTOLOKING BOROUGH, BAY HEAD BOROUGH, POINT PLEASANT BEACH BOROUGH","Ferreira Construction Co,. Inc.","NJ DOT","35","North Bound and South Bound","10.1","12.75","Route 35 @ MP 10.10 to 12.75 in both directions","Breach #1, Breach #2 and numerous sinkholes along Route 35",,"2013-12-26T00:00:00.000","410905","0","0","410905.45","410905",,"410905","0","410905","410905"
"2022-07-26T00:00:00.000","US DOT","FHWA-Permanent and Emergency Repairs - State Highways","To restore State highways in the aftermath of Hurricane Sandy, NJDOT contracted for Emergency and Permanent Repairs of various roads and bridges. Emergency work includes sinkhole repairs, restoration of eroded soil, repair of damaged traffic lights, and flood control measures. Permanent Repairs involve highway reconstruction, such as that planned for Route 35 near the Jersey shore.","18","Excavated and dewatered the area with pumps and exposed dislodged RCP pipe. Installed concrete collars at leaking pipe joints. Backfilled area with compacted DGA. Removed undermined concrete apron and filled area to grade with compacted DGA. (Paving and striping completed by Shifano Construction Corp. as part of DOT Site#117).","FHWA-Emergency Repairs of Roads, Traffic Lights and Bridges","OCEAN","BAY HEAD BOROUGH, MANTOLOKING BOROUGH","IEW Construction Group","NJ DOT","35","NB & SB","11.2","11.2","Route 35 @ MP 11.20 from Mathis Place to Strickland Street","Large Sinkhole, Entire Roadway Flooded out. Roadway slabs settled and buckled. 24"" DIA RCP storm sewer pipe was dislodged resulting in significant leakage. Area of damage approximately 30'L x 15'W x 6'D",,"2013-12-26T00:00:00.000","29397","21999.35","7397.52","0","29396.87",,"29397","0","29397","29397"
"2022-07-26T00:00:00.000","US DOT","FHWA-Permanent and Emergency Repairs - State Highways","To restore State highways in the aftermath of Hurricane Sandy, NJDOT contracted for Emergency and Permanent Repairs of various roads and bridges. Emergency work includes sinkhole repairs, restoration of eroded soil, repair of damaged traffic lights, and flood control measures. Permanent Repairs involve highway reconstruction, such as that planned for Route 35 near the Jersey shore.","19","Approximately 35 sinkholes were repaired. Typically, sinkholes were filled with various sized stone below a DGA base wrapped in filter fabric. Various sinkhole emergency repairs include the utilization of pumps for dewatering, placing Rip-Rap, replacing Inlets, Manholes and Pipes, resetting Inlet Castings, and reconstructing roadway, sidewalk and curb to original grade.","FHWA-Permanent Repairs involving Highway Reconstruction","STATEWIDE","STATEWIDE","Ferreira Construction Co., Inc.","NJ DOT","35","North Bound and South Bound","2.7","9.94","Route 35 @ MP 2.70 to 9.94","Numerous sinkholes along Route 35 in areas where the roadway sub base was saturated and washed out. Sinkhole damage included shoulder, pavement and curb washouts, undermined sidewalks, exposed, damaged and displaced utilities and storm sewer structures.",,"2012-11-20T00:00:00.000","1688125","308791.34","123716.46","1255616.71","1688124.51",,"1688125","0","1688125","1688125"
"2022-07-26T00:00:00.000","US DOT","FHWA-Permanent and Emergency Repairs - State Highways","To restore State highways in the aftermath of Hurricane Sandy, NJDOT contracted for Emergency and Permanent Repairs of various roads and bridges. Emergency work includes sinkhole repairs, restoration of eroded soil, repair of damaged traffic lights, and flood control measures. Permanent Repairs involve highway reconstruction, such as that planned for Route 35 near the Jersey shore.","20","Erosion repairs along the Eastbound side of the structure behind the wooden wing walls at the west approach area (Area of Erosion Approx. 15' x 10'), the east approach area (Area of Erosion Approx. 15' x 4'), the Northeast embankment area (Area of Erosion Approx. 8' x 4' x 6"") and the Northwest embankment area (Area of Erosion Approx. 12' x 5' x 6""). Placed 63 tons of DGABC / Type class A material on the erosion areas at the Northeast and Northwest embankments. Placed 12 tons of 12"" rip rap stones at erosion areas behind the wing walls.","FHWA-Emergency Repairs of Roads, Traffic Lights and Bridges","ATLANTIC","ABSECON CITY, ATLANTIC CITY","IEW Construction Group","NJ DOT","30","East Bound","54.44","54.44","US 30 East Bound over Jonathans Thorofare @ MP 54.44","Moderate erosion of embankment at northeast, southeast and southwest approach sidewalk areas.","0103-155","2012-11-12T00:00:00.000","4701","1565.52","815.24","2320.64","4701.4",,"4701","0","4701","4701"
"2022-07-26T00:00:00.000","US DOT","FHWA-Permanent and Emergency Repairs - State Highways","To restore State highways in the aftermath of Hurricane Sandy, NJDOT contracted for Emergency and Permanent Repairs of various roads and bridges. Emergency work includes sinkhole repairs, restoration of eroded soil, repair of damaged traffic lights, and flood control measures. Permanent Repairs involve highway reconstruction, such as that planned for Route 35 near the Jersey shore.","21","Erosion repairs at the west embankment of the structure along the East Bound travel way. Approximate area of erosion was 35'x30'. Placed fabric material and 12.7 Tons of rip rap at west embankment to repair the slope erosion.","FHWA-Emergency Repairs of Roads, Traffic Lights and Bridges","ATLANTIC","ATLANTIC CITY","IEW Construction Group","NJ DOT","30","East Bound and West Bound","55.8","55.8","Route 30 over Newfound Thorofare @ MP 55.80","Moderate erosion of northeast, northwest and southeast approach sidewalk areas. Loose utility conduit along the north fascia of the bridge.","0103-154","2012-11-12T00:00:00.000","12284","9468.32","1000.48","1815","12283.8",,"12284","0","12284","12284"
"2022-07-26T00:00:00.000","US DOT","FHWA-Permanent and Emergency Repairs - State Highways","To restore State highways in the aftermath of Hurricane Sandy, NJDOT contracted for Emergency and Permanent Repairs of various roads and bridges. Emergency work includes sinkhole repairs, restoration of eroded soil, repair of damaged traffic lights, and flood control measures. Permanent Repairs involve highway reconstruction, such as that planned for Route 35 near the Jersey shore.","22","Erosion repairs at East embankment (Approx. Area of Erosion 8'x4'x5"") and West embankment (Approx. Area of Erosion 14'x5'x6"") of the structure along the East Bound travel way. Dimension of erosion behind the wing wall area was 18'x10'. Placed 73 tons of DGABC / Types class A material on the embankment erosion areas. Placed 12 tons of 12"" rip rap stones behind the wing wall area.","FHWA-Emergency Repairs of Roads, Traffic Lights and Bridges","ATLANTIC","ATLANTIC CITY","IEW Construction Group","NJ DOT","30","East Bound","56.25","56.25","US 30 East Bound over Duck Thorofare @ MP 56.25","Moderate erosion of embankment at northeast, southwest approach sidewalk areas.","0103-153","2012-11-12T00:00:00.000","5485","1560.16","815.24","3109.31","5484.71",,"5485","0","5485","5485"
"2022-07-26T00:00:00.000","US DOT","FHWA-Permanent and Emergency Repairs - State Highways","To restore State highways in the aftermath of Hurricane Sandy, NJDOT contracted for Emergency and Permanent Repairs of various roads and bridges. Emergency work includes sinkhole repairs, restoration of eroded soil, repair of damaged traffic lights, and flood control measures. Permanent Repairs involve highway reconstruction, such as that planned for Route 35 near the Jersey shore.","27","Major repairs to undermining and washouts at three locations. Fill/DGA installed. Filter fabric placed. Rip Rap placed. Re-constructed two destroyed inlet structures. Curb poured. Installed Beam Guide Rail.","FHWA-Permanent Repairs involving Highway Reconstruction","OCEAN","BRICK TOWNSHIP","Mount construction Co., Inc.","NJ DOT","35","South Bound","7.7","7.9","Route 35 South Bound @ MP 7.7 to 7.9","Major repair site. Washout occurred at three locations within this site. Berm washout, west shoulder and half of the right lane undermined. Two inlet structures were destroyed.",,"2012-11-23T00:00:00.000","124190","79519.02","14299.41","30372.47","124190.9",,"124190","0","124190","124190"
"2022-07-26T00:00:00.000","US DOT","FHWA-Permanent and Emergency Repairs - State Highways","To restore State highways in the aftermath of Hurricane Sandy, NJDOT contracted for Emergency and Permanent Repairs of various roads and bridges. Emergency work includes sinkhole repairs, restoration of eroded soil, repair of damaged traffic lights, and flood control measures. Permanent Repairs involve highway reconstruction, such as that planned for Route 35 near the Jersey shore.","28","Major repairs to washout of roadway shoulder approximately 250'L x 60'W. Repaired guiderail, re-graded slope, reconstructed outside shoulder, reconstructed curb. Installed sheeting. Electrical work completed.","FHWA-Permanent Repairs involving Highway Reconstruction","OCEAN","BRICK TOWNSHIP","Mount construction Co., Inc.","NJ DOT","35","South Bound","8.5","8.5","Route 35 South Bound @ MP 8.5","Major repair site. Washout 250' L x 60' W of outside shoulder. Slope erosion, electrical & utility work, water mains exposed, guiderail damaged, curb repair.",,"2012-11-15T00:00:00.000","146322","74643.58","34341.25","37336.71","146321.54",,"146322","0","146322","146322"
"2022-07-26T00:00:00.000","US DOT","FHWA-Permanent and Emergency Repairs - State Highways","To restore State highways in the aftermath of Hurricane Sandy, NJDOT contracted for Emergency and Permanent Repairs of various roads and bridges. Emergency work includes sinkhole repairs, restoration of eroded soil, repair of damaged traffic lights, and flood control measures. Permanent Repairs involve highway reconstruction, such as that planned for Route 35 near the Jersey shore.","31","NW Barrier gate arm replaced in-kind with spare arm from Newark DOT Yard.","FHWA-Permanent Repairs involving Highway Reconstruction","HUDSON","JERSEY CITY, KEARNY TOWN","IEW Construction Group","NJ DOT","1&9T","East Bound and West Bound","1.74","1.74","Rt 1&9T over Hackensack River","NW Barrier gate arm sheared off due to excessive wind load. Hardwired advanced Warning Signs turned by excessive wind load. Radio controlled advanced warning signs damaged. Light pole knocked over.","0905-152","2013-04-26T00:00:00.000","205176","159180.84","0","45994.81","205175.65",,"205176","0","205176","205176"
"2022-07-26T00:00:00.000","US DOT","FHWA-Permanent and Emergency Repairs - State Highways","To restore State highways in the aftermath of Hurricane Sandy, NJDOT contracted for Emergency and Permanent Repairs of various roads and bridges. Emergency work includes sinkhole repairs, restoration of eroded soil, repair of damaged traffic lights, and flood control measures. Permanent Repairs involve highway reconstruction, such as that planned for Route 35 near the Jersey shore.","33","Repair Main electrical service and damaged navigation lighting","FHWA-Permanent Repairs involving Highway Reconstruction","ESSEX, HUDSON","NEWARK CITY, KEARNY TOWN","IEW Construction Group","NJ DOT","1&9T","East Bound and West Bound","0.67","0.67","Rt 1&9t over Passaic River","Main electrical service damaged. Navigational light service damaged.","0705-151","2013-09-02T00:00:00.000","702822","603220.16","0","275306.93","878527.09",,"702822","175705.09","702822","702822"
"2022-07-26T00:00:00.000","US DOT","FHWA-Permanent and Emergency Repairs - State Highways","To restore State highways in the aftermath of Hurricane Sandy, NJDOT contracted for Emergency and Permanent Repairs of various roads and bridges. Emergency work includes sinkhole repairs, restoration of eroded soil, repair of damaged traffic lights, and flood control measures. Permanent Repairs involve highway reconstruction, such as that planned for Route 35 near the Jersey shore.","34","Pump out and repair damaged electrical vault equipment","FHWA-Permanent Repairs involving Highway Reconstruction","HUDSON","JERSEY CITY","IEW Construction Group","NJ DOT","7","North Bound and South Bound","0.37","0.37","Rt 7 over Hackensack River, Wittpenn Bridge","Electrical vault flooded by salt water. Fender Lights damaged.","0909-150","2013-04-26T00:00:00.000","12486","10564.4","0","1922.07","12486.47",,"12486","0","12486","12486"
"2022-07-26T00:00:00.000","US DOT","FHWA-Permanent and Emergency Repairs - State Highways","To restore State highways in the aftermath of Hurricane Sandy, NJDOT contracted for Emergency and Permanent Repairs of various roads and bridges. Emergency work includes sinkhole repairs, restoration of eroded soil, repair of damaged traffic lights, and flood control measures. Permanent Repairs involve highway reconstruction, such as that planned for Route 35 near the Jersey shore.","35","The repair included In-kind replacement of damaged electrical equipment and service.","FHWA-Permanent Repairs involving Highway Reconstruction","BERGEN, ESSEX, HUDSON","BELLEVILLE TOWNSHIP, KEARNY TOWN, NORTH ARLINGTON BOROUGH","IEW Construction Group","NJ DOT","7","North Bound and South Bound","0.56","0.56","Rt-7 Passaic River Bridge","Generator Room Flooded - Transfer Switch Shorted Out. Main electrical service out. Fender lights damaged.","0208-150","2013-04-26T00:00:00.000","812368","637638.03","0","174730.06","812368.09",,"812368","0","812368","812368"
"2022-07-26T00:00:00.000","US DOT","FHWA-Permanent and Emergency Repairs - State Highways","To restore State highways in the aftermath of Hurricane Sandy, NJDOT contracted for Emergency and Permanent Repairs of various roads and bridges. Emergency work includes sinkhole repairs, restoration of eroded soil, repair of damaged traffic lights, and flood control measures. Permanent Repairs involve highway reconstruction, such as that planned for Route 35 near the Jersey shore.","36","NW barrier gate arm and SW warning gate replaced in-kind with spares from Wall DOT Yard.","FHWA-Permanent Repairs involving Highway Reconstruction","OCEAN","POINT PLEASANT BOROUGH","IEW Construction Group","NJ DOT","13","West Bound","0.2","0.2","Rt 13 over Point Pleasant Canal","NW Barrier gate arm sheared off due to excessive wind load. SW warning gate arm sheared off due to excessive wind load.","1505-150","2013-04-26T00:00:00.000","40567","32519.35","0","8047.63","40566.98",,"40567","0","40567","40567"
"2022-07-26T00:00:00.000","US DOT","FHWA-Permanent and Emergency Repairs - State Highways","To restore State highways in the aftermath of Hurricane Sandy, NJDOT contracted for Emergency and Permanent Repairs of various roads and bridges. Emergency work includes sinkhole repairs, restoration of eroded soil, repair of damaged traffic lights, and flood control measures. Permanent Repairs involve highway reconstruction, such as that planned for Route 35 near the Jersey shore.","38","Repaired and Replaced washed away plank and rail fender system in-kind.","FHWA-Permanent Repairs involving Highway Reconstruction","OCEAN","TOMS RIVER TOWNSHIP","IEW Construction Group","NJ DOT","37","East Bound and West Bound","11.92","11.92","Rt 37 over Barnegat Bay","Plank and Railing damage along fender system. Sections of Fender system washef away.","1508-150","2013-01-30T00:00:00.000","151917","130641.55","11733.44","9541.54","151916.53",,"151161","0","151917","151161"
"2022-07-26T00:00:00.000","US DOT","FHWA-Permanent and Emergency Repairs - State Highways","To restore State highways in the aftermath of Hurricane Sandy, NJDOT contracted for Emergency and Permanent Repairs of various roads and bridges. Emergency work includes sinkhole repairs, restoration of eroded soil, repair of damaged traffic lights, and flood control measures. Permanent Repairs involve highway reconstruction, such as that planned for Route 35 near the Jersey shore.","38","Repair Main electrical service and damaged navigation lighting","FHWA-Permanent Repairs involving Highway Reconstruction","OCEAN","TOMS RIVER TOWNSHIP","IEW Construction Group","NJ DOT","37","East Bound and West Bound","11.92","11.92","Rt 37 over Barnegat Bay","Main electrical service damaged. Navigational light service damaged.","1508-150","2013-04-26T00:00:00.000","474274","343386.98","0","130886.87","474273.85",,"474274","0","474274","474274"
"2022-07-26T00:00:00.000","US DOT","FHWA-Permanent and Emergency Repairs - State Highways","To restore State highways in the aftermath of Hurricane Sandy, NJDOT contracted for Emergency and Permanent Repairs of various roads and bridges. Emergency work includes sinkhole repairs, restoration of eroded soil, repair of damaged traffic lights, and flood control measures. Permanent Repairs involve highway reconstruction, such as that planned for Route 35 near the Jersey shore.","40","The repair included Re-building machine engines and parts","FHWA-Permanent Repairs involving Highway Reconstruction","MONMOUTH","BELMAR BOROUGH","IEW Construction Group","NJ DOT","71","North Bound and South Bound","5.84","5.84","Rt 71 over Shark River","Machinery Room was submerged under 6' of salt water & Motor Control Center Room was submerged under 4' of salt water.","1321-150","2013-04-26T00:00:00.000","2200993","974391.19","0","1226601.89","2200993.08",,"2200993","0","2200993","2200993"
"2022-07-26T00:00:00.000","US DOT","FHWA-Permanent and Emergency Repairs - State Highways","To restore State highways in the aftermath of Hurricane Sandy, NJDOT contracted for Emergency and Permanent Repairs of various roads and bridges. Emergency work includes sinkhole repairs, restoration of eroded soil, repair of damaged traffic lights, and flood control measures. Permanent Repairs involve highway reconstruction, such as that planned for Route 35 near the Jersey shore.","42","Repair roof damage","FHWA-Permanent Repairs involving Highway Reconstruction","OCEAN","POINT PLEASANT BOROUGH","IEW Construction Group","NJ DOT","88","East Bound and West Bound","8.97","8.97","Rt 88 over Inland Waterway Canal","East tower roof damaged","1515-151","2013-04-26T00:00:00.000","121928","6840.12","0","115087.5","121927.62",,"121928","0","121928","121928"
