"u_id","name","description","creation_date","last_update_date_data","category","keywords","url","data_provided_by","source_link","asset_provider_organization","asset_start_date","asset_end_date","asset_collection_frequency","geographic_coverage","governor_s_transparency","asset_posting_frequency"
"3nur-mhy3","2015 Economic Development Authority Annual Report","This document provides information on 2015 Annual report for Economic Development Authority.","6/30/2016 15:17","6/30/2016 15:17","Economic Development","authority,development,economic","https://data.nj.gov/d/3nur-mhy3","NJ Economic Development Authority",,"Community Affairs","2015","2015","Annually Calendar Year","State","Other/Annual Data","Annually Calendar Year"
"t49b-rrpt","NJ Open Data Center Help Catalog","This is a list of various Help files for using the New Jersey Open Data Center.","7/22/2014 17:12","7/22/2014 17:12","Reference Data","help","https://data.nj.gov/d/t49b-rrpt","NJ Office of Information Technology",,"Treasury","1/15/2015","Ongoing","On-Demand/As-Needed","State",,"On-Demand/As-Needed"
"dxd8-u9zw","API Library of Assets on the NJOIT Open Data Center","Information about all the assets on Data.NJ.Gov including information about their API's and how to use them.","10/4/2017 15:37","8/9/2022 17:25","Reference Data","api,library","https://data.nj.gov/d/dxd8-u9zw","NJ Office of Information Technology",,"Treasury","10/4/2017","Ongoing","Monthly","State",,"Monthly"
"kutu-fw7c","CARES Act Disbursement Site","This COVID-19 Federal Funds and Data Tracker is part of our commitment to improving transparency by providing a guided view through complex financial information. This site provides a guided view through our COVID-related budget and provides a transparent look at how we allocate public relief funds.","1/6/2022 20:40","1/6/2022 20:40","Reference Data",,"https://data.nj.gov/d/kutu-fw7c","Governor’s Disaster Recovery Office","https://nj.gov/covid19oversight/","Treasury","1/6/2022",,"Quarterly","State",,"Quarterly"
"v734-j6em","Sandy DCA Glossary and Notes","This is a report of the column descriptions of the columns in the Master and Summary Reports.","12/29/2014 18:43","12/29/2014 18:43","Human Services","dca,sandy,sandy-glossary","https://data.nj.gov/d/v734-j6em","DCA",,"Community Affairs","12/29/2014","Ongoing","On-Demand/As-Needed","County",,"On-Demand/As-Needed"
"jeqc-3z35","Sandy DCF Master Data","THIS DATASET IS FINAL AND NO FURTHER UPDATES ARE EXPECTED.  This is a report for all the relevant columns of DCF - The Amount Allocated, Obligated and Paid broken down by federal agency, program, vendor, project, county, and municipality.","12/31/2014 19:25","5/31/2019 18:32","Human Services","dcf,sandy,sandy-master","https://data.nj.gov/d/jeqc-3z35","DCF",,"Children & Families","12/29/2014","Ongoing","Quarterly","County",,"Quarterly"
"4j3i-ikpc","Sandy DCF Summary","THIS DATASET IS FINAL AND NO FURTHER UPDATES ARE EXPECTED.  This is a summarized version of the DCF Master Data with key columns.","12/24/2014 18:34","5/31/2019 18:26","Human Services","dcf,sandy,sandy-summary","https://data.nj.gov/d/4j3i-ikpc","DCF",,"Children & Families","12/29/2014","Ongoing","Quarterly","County",,"Quarterly"
"vjy2-yjvd","data_page_icon",,"9/28/2020 19:30","9/28/2020 19:30",,,"https://data.nj.gov/d/vjy2-yjvd",,,"Treasury","1/1/2020",,"On-Demand/As-Needed",,,"On-Demand/As-Needed"
"d9tx-8pfw","CARES Act Disbursements","This dataset contains expenses by the State of New Jersey and paid with CARES Act fund in response to the COVID-19 Public Health Emergency. The data reflects expenditures which meet the Federal Program Guidance concerning COVID-19. The data appears by program, agency, amount of award and amount expended.","9/16/2020 17:42","10/20/2021 17:48","Government & Finance","cares,covid,covid-19,disbursements,expenditures,federal,funding","https://data.nj.gov/d/d9tx-8pfw",,,"Treasury","9/11/2020",,"Quarterly",,,"Quarterly"
"ayi7-pys9","New Jersey Film And Digital Media Tax Credit Program","This document provides information on New Jersey Film and Digital Media Tax Credit Program.","7/10/2014 14:46","7/10/2014 14:46","Government & Finance","credit,digital,film,media,program,tax","https://data.nj.gov/d/ayi7-pys9","State of New Jersey",,"Treasury","2/17/2011","2/17/2011","On-Demand/As-Needed",,"Other/Annual Data","On-Demand/As-Needed"
"v2w8-ip6g","Public Asset Inventory","Inventory of public assets including asset level metadata.","5/7/2020 12:24","8/9/2022 17:21","Reference Data","asset,data,inventory,metadata,public","https://data.nj.gov/d/v2w8-ip6g","The Data NJ Team",,"Treasury","5/7/2020","Ongoing","Monthly","State",,"Monthly"
"fiv5-rhia","Sandy DOT - Local Aid Master Data","THIS DATASET IS FINAL AND NO FURTHER UPDATES ARE EXPECTED. This is a report for all the relevant columns of DOT Local Aid - The Amount Allocated, Obligated and Paid broken down by federal agency, program, site, route, location, county, and municipality. It also includes description of repair being done.","5/22/2015 12:39","7/13/2016 18:14","Transportation","dot,local aid,sandy,sandy-master","https://data.nj.gov/d/fiv5-rhia","DOT - LOCAL AID",,"Transportation","5/22/2015","7/13/2016","On-Demand/As-Needed","County",,"On-Demand/As-Needed"
"t7ki-bcj8","Sandy DOT - LOCAL AID Glossary And Notes","This is a report of the column descriptions of the columns in the Master and Summary Reports.","5/14/2015 13:07","5/14/2015 13:07","Transportation","local aid,sandy,sandy-glossary","https://data.nj.gov/d/t7ki-bcj8","DOT - LOCAL AID",,"Transportation","5/22/2015","7/13/2016","On-Demand/As-Needed","County",,"On-Demand/As-Needed"
"u5rm-xx5r","FY2018 Budget Summary","This document provides information on the Governor's Budget Summary for Fiscal Year 2018.","3/1/2017 14:03","3/1/2017 14:03","Government & Finance","2018,budget,summary","https://data.nj.gov/d/u5rm-xx5r","State of New Jersey","http://www.nj.gov/treasury/omb/publications/18bib/BIB.pdf","Treasury","2/28/2017","2/28/2017","Annually Fiscal Year","State","Budget Data","Annually Fiscal Year"
"p3ry-ipie","New Jersey Cannabis Dispensary List","List of Cannabis Dispensaries in New Jersey. 
See nj.gov/cannabis for more information.","9/21/2021 19:12","8/31/2022 13:28","Reference Data","atc,cannabis,dispensary,marijuana,medical,medicinal","https://data.nj.gov/d/p3ry-ipie","Cannabis Regulatory Commission","http://www.nj.gov/cannabis","Treasury","9/22/2021","ongoing","On-Demand/As-Needed",,,"On-Demand/As-Needed"
"8vre-47aa","NJ Division of Purchase and Property","This is a link to the New Jersey Division of Purchase and Property.","9/25/2014 17:41","9/25/2014 17:41","Government & Finance",,"https://data.nj.gov/d/8vre-47aa",,"http://www.nj.gov/treasury/purchase/pricelists.shtml","Treasury","1/15/2015","Ongoing","On-Demand/As-Needed",,,"On-Demand/As-Needed"
"apet-rp2i","YourMoney Agency Expenditures","The data file reflects data for a budget fiscal year as a cumulatively fiscal year-to-date total. For ease of reporting and to facilitate understanding of the data, the expenditures are categorized by department/agency, expenditure description, organization, statewide program, funding category, expenditure category, and payee. Note that the 12 accounting months begin in July and run sequentially through the 12th period which stays open for both calendar months June and July of the following year. A 13th period closing/adjustment period remains open for a period of time for final entries in preparation of the State's CAFR reporting. Additional information is in the attached dataset summary PDF (available on the [About] tab under ""Attachments"").","7/25/2014 13:11","7/12/2022 15:14","Government & Finance","agency,expenditures,transparency,yourmoney","https://data.nj.gov/d/apet-rp2i","NJ Office of Management and Budget",,"Treasury","6/30/2003","Ongoing","Quarterly","State","Expenditure Data","Quarterly"
"hn62-fgp4","Sandy DEP Summary Data","This is a summarized version of the DEP Master Data with key columns.","8/4/2015 17:23","8/29/2022 18:13","Environment & Agriculture","dep,sandy,sandy-summary","https://data.nj.gov/d/hn62-fgp4","DEP",,"Environmental Protection","12/29/2014","Ongoing","On-Demand/As-Needed","County",,"On-Demand/As-Needed"
"u7sw-fvgt","State Ethics Commission: Financial Disclosure Database","Financial Disclosure Statements have been edited, to the extent possible, to remove personal information that is not releasable to the public and is not required under Executive Order No. 2.","3/9/2018 16:25","8/24/2022 14:41","Government & Finance","blind trust,fds,financial disclosure statements","https://data.nj.gov/d/u7sw-fvgt","NJ State Ethics Commission",,"Law & Public Safety","2005",,"On-Demand/As-Needed","State",,"On-Demand/As-Needed"
"vy3x-niyc","NJ MVC Vehicle Inspection Appointment System","Link to NJ MVC's Vehicle Inspection Appointment System.  This site will enable you to schedule an appointment at selected State Motor Vehicle Inspection Centers.
If you have any questions or require further assistance, please call us at 1-888-NJMOTOR (1-888-656-6867). Our friendly and courteous staff is waiting to assist you.","10/8/2020 18:21","10/8/2020 18:21","Transportation","appointment,inspection,mvc,nj mvc","https://data.nj.gov/d/vy3x-niyc","NJ MVC","https://www.njmvis.com/appointments/","Motor Vehicles Commission","10/8/2020","Ongoing","On-Demand/As-Needed","State",,"On-Demand/As-Needed"
"jic3-xa5t","2015 Pinelands Commission Annual Report","This report provides information Pinelands Commission for the year 2015.","12/7/2016 13:46","12/7/2016 13:46","Government & Finance","commission,pinelands","https://data.nj.gov/d/jic3-xa5t","NJ Pinelands Commission",,"Treasury","2015","2015","Annually Calendar Year","State","Other/Annual Data","Annually Calendar Year"
"ngcc-6zr5","Sandy IA Glossary And Notes","This is a report of the column descriptions of the columns in the Master and Summary Reports.","10/2/2015 20:04","10/2/2015 20:04","Government & Finance","ia,sandy,sandy-glossary","https://data.nj.gov/d/ngcc-6zr5","FEMA IA",,"Treasury","10/2/2015","10/19/2016","On-Demand/As-Needed","County",,"On-Demand/As-Needed"
"pxmt-h2ur","2017 Pinelands Commission Annual Report","This report provides information Pinelands Commission for the year 2017.","11/1/2018 11:50","11/1/2018 11:50","Government & Finance","commission,pinelands","https://data.nj.gov/d/pxmt-h2ur","NJ Pinelands Commission","https://www.state.nj.us/pinelands/infor/online/Annual%20Report%202017%20(final).pdf","Treasury","2017","2017","Annually Calendar Year","State","Other/Annual Data","Annually Calendar Year"
"9apv-xcw6","2012 Highlands Council Annual Report","This report provides information on New Jersey Highlands Water Protection and Planning Council for the year 2012.","7/10/2014 14:02","7/10/2014 14:02","Environment & Agriculture","council,highlands","https://data.nj.gov/d/9apv-xcw6","NJ Highlands Council",,"Environmental Protection","3/29/2013","3/29/2013","Annually Calendar Year","Region","Other/Annual Data","Annually Calendar Year"
"6pnn-psi7","Data Dictionary","Data dictionary of column level metadata of public datasets.","4/28/2020 14:31","4/28/2020 14:31","Reference Data","data,dictionary,metadata","https://data.nj.gov/d/6pnn-psi7","NJ OIT",,"Treasury","4/28/2020","Ongoing","On-Demand/As-Needed",,,"On-Demand/As-Needed"
"3j2n-ceih","2011 Economic Development Authority Annual Report","This document provides information on 2011 Annual report for Economic Development Authority.","5/28/2015 19:53","5/28/2015 19:53","Economic Development","authority,development,economic","https://data.nj.gov/d/3j2n-ceih","NJ Economic Development Authority",,"Community Affairs","2011","2011","Annually Calendar Year","State","Other/Annual Data","Annually Calendar Year"
"ysar-7ifd","2010 State Tax Expenditures Report","This report provides information on State Tax Expenditures as of March 1, 2010","5/29/2015 12:49","5/29/2015 12:49","Government & Finance","expenditure,tax","https://data.nj.gov/d/ysar-7ifd","NJ Department of the Treasury",,"Treasury","3/1/2010","3/1/2010","Annually Calendar Year","State","Other/Annual Data","Annually Calendar Year"
"9u75-tiy8","2018 New Jersey Schools Development Authority Annual Report","This document provides information on the Annual report for New Jersey Schools Development Authority for the year 2018.","10/15/2019 17:27","10/15/2019 17:27","Education","2018,development,schools","https://data.nj.gov/d/9u75-tiy8","NJ Schools Development Authority","https://www.njsda.gov/NJSDA/Content/public/reports/2018AnnualReport.pdf","Treasury","2018","2018","Annually Calendar Year","State","Other/Annual Data","Annually Calendar Year"
"3dd9-59ym","2022 - State Investment Council Annual Meeting","This is a Comparison of New Jersey Pension Performance to Peers.  

The State Investment Council is responsible for the formulation of policies that govern the investment of funds by the Division of Investment consistent with the fiduciary duties set forth by statute","2/7/2022 14:11","2/7/2022 14:11",,"2022,annual,comparison,council,investment,peers,pension,performance","https://data.nj.gov/d/3dd9-59ym","New Jersey Division of Investment","https://www.nj.gov/treasury/doinvest/stateinvestments.shtml","Treasury","2/7/2022","2/7/2022","Annually Calendar Year","State",,"Annually Calendar Year"
"piv6-i4ax","YourMoney 2020 Debt Report","The annual debt report listing of the State’s bonded and non-bonded debt updated at the end of calendar year 2020.","4/26/2021 15:27","4/26/2021 15:27",,"2020,bonded,debt,non-bonded","https://data.nj.gov/d/piv6-i4ax","NJ Department of the Treasury","https://www.state.nj.us/treasury/public_finance/pdf/DebtReportFY2020.pdf","Treasury","4/21/2021","4/21/2021","Annually Calendar Year","State","Debt Data","Annually Calendar Year"
"dk6v-mmqr","FY2021 New Jersey Lottery Annual Report","This report provides information on the State of New Jersey Programs Supported by State Lottery Resources for the Fiscal Year 2021.","8/10/2022 17:20","8/10/2022 17:20","Recreation","2021,annual,lottery","https://data.nj.gov/d/dk6v-mmqr","New Jersey Lottery","https://www.njlottery.com/en-us/aboutus/givingback/reports.html","Treasury","2021","2021","Annually Fiscal Year","State","Other/Annual Data","Annually Fiscal Year"
"f7u3-kdfz","NJCDA’s Division of Local Government Services Data Portal","Link to NJCDA’s Division of Local Government Services Data Portal","11/9/2020 13:25","11/9/2020 13:25","Reference Data","data,dca","https://data.nj.gov/d/f7u3-kdfz","Department of Community Affairs","https://njdca-odp.dynamics365portals.us/#/","Community Affairs","11/9/2020","Ongoing","On-Demand/As-Needed","State",,"On-Demand/As-Needed"
"cyjb-dw6y","CDC COVID-19 (Coronavirus) Website","The CDC COVID-19 (Coronavirus) website and resource center.

Hotline numbers: 1-800-222-1222 or 1-800-962-1253 if using out-of-state phone line.","3/10/2020 13:39","3/10/2020 13:39","Health","cdc,coronavirus,covid-19,health","https://data.nj.gov/d/cyjb-dw6y","CDC","https://www.cdc.gov/coronavirus/2019-ncov/index.html","Health","3/10/2020","Ongoing","On-Demand/As-Needed","Federal",,"On-Demand/As-Needed"
"6xmc-mvjp","Sandy NJRA Glossary and Notes","This is a report of the column descriptions of the columns in the Master and Summary Reports.","12/30/2014 19:10","12/30/2014 19:10","Human Services","njra,sandy,sandy-glossary","https://data.nj.gov/d/6xmc-mvjp","NJRA",,"Community Affairs","12/29/2014","Ongoing","On-Demand/As-Needed","County",,"Quarterly"
"9aig-5kq7","Search for Hospitals, Ambulatory Care, and other Acute Care Facilities","This site provides the names, addresses, licensure expiration dates, and other information for the facilities which are licensed by the Department of Health or Federally Certified one room ambulatory surgical centers.

Hotline numbers: 1-800-222-1222 or 1-800-962-1253 if using out-of-state phone line.

Can also go to - https://data.nj.gov/Health/Acute-Care-Facilities/mrzk-zrvp/data 
or
https://data.nj.gov/Health/Acute-Care-Facility-Locations/ars4-hngc","3/10/2020 13:28","3/10/2020 13:28","Health","acute,ambulatory,coronavirus,covid-19,health,hospital","https://data.nj.gov/d/9aig-5kq7","NJ DOH","https://healthapps.state.nj.us/facilities/acSearch.aspx","Health","3/10/2020","Ongoing","On-Demand/As-Needed","State",,"On-Demand/As-Needed"
"4ciz-s4qa","NJ Department of Agriculture Website","Link to the NJ Agriculture website","7/13/2017 11:51","7/13/2017 11:51","Environment & Agriculture","agriculture","https://data.nj.gov/d/4ciz-s4qa","Department of Agriculture",,"Agriculture","7/13/2017","Ongoing","On-Demand/As-Needed",,,"On-Demand/As-Needed"
"hcab-893d","Healthy New Jersey","Healthy New Jersey is the State's Health Improvement Plan.","3/25/2022 17:17","3/25/2022 17:17","Health","health,health improvement,healthy,new jersey,plan","https://data.nj.gov/d/hcab-893d","DOH","https://healthy.nj.gov/2030/","Health","Mar-22",,"On-Demand/As-Needed","State",,"On-Demand/As-Needed"
"29hq-m384","YourMoney 2007 Debt Report","The annual debt report listing of the State’s bonded and non-bonded debt updated at the end of calendar year 2007.","10/11/2016 18:50","10/11/2016 18:50","Government & Finance","debt bonded non-bonded 2007","https://data.nj.gov/d/29hq-m384","NJ Department of the Treasury",,"Treasury","Nov-07","Nov-07","Annually Calendar Year","County","Debt Data","Annually Calendar Year"
"j2rb-g65t","NJSP Traffic Stop Data 2015","NJSP traffic stops January 1, 2015 to December 31, 2015 from OLEPS Traffic Stop Data Dashboard.","6/28/2021 15:32","6/30/2021 17:20","Public Safety","arrests,charges,frisk,k9,search,summons,traffic stop,use of force,warnings","https://data.nj.gov/d/j2rb-g65t","OLEPS","https://www.njoag.gov/trafficstops","Law & Public Safety","1-Jan-15","31-Dec-15","On-Demand/As-Needed","State",,"On-Demand/As-Needed"
"8f6d-gjdx","Sandy DOH Summary","THIS DATASET IS FINAL AND NO FURTHER UPDATES ARE EXPECTED.  This is a summarized version of the DOH Master Data with key columns.","12/30/2014 16:32","1/23/2017 20:04","Health","doh,sandy,sandy-summary","https://data.nj.gov/d/8f6d-gjdx","DOH",,"Health","12/29/2014","1/24/2017","On-Demand/As-Needed","County",,"On-Demand/As-Needed"
"8d7p-wgsf","New Jersey Legislative Districts","The 40 New Jersey legislative districts","7/29/2013 21:34","6/30/2014 14:13","Government & Finance","districts,geopolitical,legislative","https://data.nj.gov/d/8d7p-wgsf","NJ Office of Legislative Services","http://www.njleg.state.nj.us/districts/njmap210.html","State Department","1/15/2015","Ongoing","On-Demand/As-Needed",,,"On-Demand/As-Needed"
"78sz-fmpq","Total NJ Injury Crashes By County - No Private Properties","Number of injury crashes that occurred in each of the 21 counties of New Jersey and the total number of injury crashes for the years 2001 to current. Injury crashes that occurred on private properties are not included.","10/24/2017 16:11","7/20/2022 13:36","Transportation","crash,crashes,injury,transportation","https://data.nj.gov/d/78sz-fmpq","NJ Department of Transportation","https://www.state.nj.us/transportation/refdata/accident/crash_statistics.shtm","Transportation","2001","2019 (Ongoing)","Annually Calendar Year","State",,"Annually Calendar Year"
"y3np-36s4","Sandy IA Master Data","THIS DATASET IS FINAL AND NO FURTHER UPDATES ARE EXPECTED.  This is a report for all the relevant columns of FEMA Individual Assistance Program- amount obligated and disbursed down by program, county and municipality.","10/2/2015 18:49","1/20/2017 15:49","Government & Finance","ia,sandy,sandy-master","https://data.nj.gov/d/y3np-36s4","FEMA IA",,"Treasury","10/2/2015","10/19/2016","On-Demand/As-Needed","County",,"On-Demand/As-Needed"
"yvfc-rz9n","NJ Department of Banking and Insurance Website","Link to NJ Department of Banking and Insurance Website","7/13/2017 11:55","7/13/2017 11:55","Government & Finance","banking,insurance","https://data.nj.gov/d/yvfc-rz9n","NJ Department of Banking and Insurance",,"Banking & Insurance","7/13/2017","Ongoing","On-Demand/As-Needed",,,"On-Demand/As-Needed"
"mrzk-zrvp","Acute-Care Facilities","Listing of all Acute Care Facilities in NJ.  

Acute care is a branch of secondary health care where a patient receives active but short-term treatment for a severe injury or episode of illness, an urgent medical condition, or during recovery from surgery. In medical terms, care for acute health conditions is the opposite from chronic care, or longer term care.","3/10/2020 12:20","3/16/2022 13:50","Health","acute,care,coronavirus,covid-19,facility,hospital","https://data.nj.gov/d/mrzk-zrvp","NJ DOH","https://healthapps.state.nj.us/facilities/documents/All_Acute.xlsx","Health","3/25/2020","Ongoing","Quarterly","State",,"Quarterly"
"ic6w-hj2i","Sandy NJRA Summary Data","This is a summarized version of the NJRA Master Data with key columns.","8/11/2015 17:39","7/27/2022 18:15","Human Services","njra,sandy,sandy-summary","https://data.nj.gov/d/ic6w-hj2i","NJRA",,"Community Affairs","12/29/2014","Ongoing","Quarterly","County",,"Quarterly"
"sk3g-zv89","YourMoney Agency Revenue Multi-Year","This represents summary revenue data by Agency, Revenue Type, and Source pivoted for complete years, for each year since 2003, with most recent complete fiscal year first. Additional information is in the attached dataset summary PDF (available on the [About] tab under ""Attachments"".).","5/27/2014 19:44","6/8/2022 19:37","Government & Finance","agency,multi-year,revenue,state,summary,transparency","https://data.nj.gov/d/sk3g-zv89","NJ Office of Management and Budget",,"Treasury","6/30/2003","Ongoing","Annually Fiscal Year","State","Revenue Data","Annually Fiscal Year"
"5zn2-t86h","Data.NJ.Gov: How to Navigate the Platform","This is the guide to navigating our open data platform.","4/30/2014 15:17","4/30/2014 15:17","Reference Data","guide,help,navigate","https://data.nj.gov/d/5zn2-t86h","Socrata","http://support.socrata.com/entries/23258642-Navigating-the-Dataset-Catalog","Treasury","1/15/2015","Ongoing","On-Demand/As-Needed",,,"On-Demand/As-Needed"
"npbm-j6ef","Interest Rate Swap Valuation Summary","This document provides information on Interest Rate Swap Valuation Summary as of June 30th, 2011.","7/10/2014 14:45","7/10/2014 14:45","Government & Finance","interest,summary,swap,valuation","https://data.nj.gov/d/npbm-j6ef","State of New Jersey",,"Treasury","6/30/2011","6/30/2011","On-Demand/As-Needed",,"Other/Annual Data","On-Demand/As-Needed"
"fzpy-fv56","FY2019 Budget Summary","This document provides information on the Governor's Budget Summary for Fiscal Year 2019.","3/29/2018 11:50","3/29/2018 11:50","Government & Finance","2019,budget,summary","https://data.nj.gov/d/fzpy-fv56","State of New Jersey","http://www.state.nj.us/treasury/omb/publications/19bib/BIB.pdf","Treasury","3/13/2018","3/13/2018","Annually Fiscal Year","State","Budget Data","Annually Fiscal Year"
"i9he-i9g9","NJ Department of Military and Veterans Affairs Website","Link to the NJ Department of Military and Veterans Affairs website","5/2/2018 14:55","5/2/2018 14:55","Human Services","dmava,military,veteran","https://data.nj.gov/d/i9he-i9g9","Department of Military and Veterans Affairs","http://www.nj.gov/military/","Military & Veterans Affairs","5/2/2018","Ongoing","On-Demand/As-Needed",,,"On-Demand/As-Needed"
"pvhb-pq63","2019 New Jersey Transit Annual Report","This report provides information on New Jersey Transit for the year 2019.","1/13/2020 13:41","1/13/2020 13:41","Transportation","transit","https://data.nj.gov/d/pvhb-pq63","NJ Transit","https://www.njtransit.com/pdf/NJTRANSIT_Annual_Report.pdf","Transportation","2019","2019","Annually Fiscal Year","State","Other/Annual Data","Annually Fiscal Year"
"cru5-4rmm","Licensed Child Care Centers","Searchable listing of all Licensed Child Care Centers and Inspection Reports.  Important Notice: Effective May 6, 2019, the data on this site for child care centers will no longer be updated. This data is to be used for historical purposes only. Current child care center data is available at https://childcareexplorer.njccis.com/portal/.","9/11/2014 14:33","8/9/2019 17:50","Public Safety","care,child,child care,license","https://data.nj.gov/d/cru5-4rmm","New Jersey Department of Children and Families",,"Children & Families","1/15/2015","Ongoing","Monthly","State",,"Monthly"
"px2e-7w8v","OSC Sick Leave Dataset Story",,"4/27/2022 18:22","7/18/2022 17:56",,,"https://data.nj.gov/stories/s/px2e-7w8v",,,,,,,,,
"xw5s-2pdn","The State of New Jersey's Inspection Facility Wait Queue Information Website","Link to The State of New Jersey's Inspection Facility Wait Queue Information Website.
You can view the following information for each facility: Current Wait Queue, Hours Of Operation, & Contact Information.","10/8/2020 18:25","10/8/2020 18:25","Transportation","inspection,mvc,nj mvc,wait","https://data.nj.gov/d/xw5s-2pdn","NJ MVC","https://pweb.nj-cleanair.com/waitqueue/pages/facility/home.jsf","Motor Vehicles Commission","10/8/2020","Ongoing","On-Demand/As-Needed","State",,"On-Demand/As-Needed"
"kvux-yqma","2012 Pinelands Commission Annual Report","This report provides information Pinelands Commission for the year 2012.","7/10/2014 14:20","7/10/2014 14:20","Government & Finance","commission,pinelands","https://data.nj.gov/d/kvux-yqma","NJ Pinelands Commission",,"Treasury","2012","2012","Annually Calendar Year","State","Other/Annual Data","Annually Calendar Year"
"vmbs-f25i","FY2020 Detailed Budget","This is the Governor's Budget and Message for Fiscal Year 2020. More information can be found in the Citizen's Guide to the Budget on the Treasury/OMB website: https://www.nj.gov/treasury/omb/index.shtml#currentpubs","3/21/2019 11:41","3/21/2019 11:41","Government & Finance","2020,budget,governor,message","https://data.nj.gov/d/vmbs-f25i","NJ Office of Management and Budget","https://www.nj.gov/treasury/omb/index.shtml#currentpubs","Treasury","Mar-19","Mar-19","Annually Fiscal Year","State","Budget Data","Annually Fiscal Year"
"mrhy-hirp","2011 Pinelands Commission Annual Report","This report provides information Pinelands Commission for the year 2011.","5/29/2015 13:04","5/29/2015 13:04","Government & Finance","commission,pinelands","https://data.nj.gov/d/mrhy-hirp","NJ Pinelands Commission",,"Treasury","2011","2011","Annually Calendar Year","State","Other/Annual Data","Annually Calendar Year"
