"date","start_time","end_time","event_title","description","location","county","contact","contact_title","phone","email","calendartype","directions","registration_link","location_1"
"2020-01-10T00:00:00.000","9:30 am","11:00 am","Top Notch Resume - I","The use of branding, marketing yourself, and the importance of having a competent resume is discussed. Participants will see the advantages and disadvantages of different resume formats, and review the basic elements of an effective resume and cover letter. ","Sussex - Newton OSCC","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818"
"2020-01-06T00:00:00.000","9:30 am","11:00 am","Path to Employment-Starting Your Job Search","An in-depth Orientation that includes a discussion of the emotional impact of job loss, and setting effective career goals. Traditional work search methods and how to develop job search plans are also discussed.","Sussex - Newton OSCC","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818"
"2019-12-30T00:00:00.000","9:30 am","11:00 am","Top Notch Resume - II","Build on the topics covered in the Basic Resume workshop. In addition to the different resume formats and basic layouts, participants will see the advantages of targeting custom resumes for a specific employer, job openings and/or industry. Topics will also include how to detail accomplishments, achievements, and develop an effective summary/profile. A discussion of a using a professional cover letter and references is included as well.","Sussex - Newton OSCC","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818"
"2019-12-25T00:00:00.000","1899-12-31T07:00:00.000","1899-12-31T19:00:00.000","Holiday","Christmas Holiday - LWD closed","ALL","ALL",,,,,"ALL",,,
"2019-12-23T00:00:00.000","9:30 am","11:00 am","LinkedIn 101","Learn the basics of using LinkedIn. Find out how to register and build a profile on the site. Job search and building your network through groups will be reviewed. How to modify privacy and account settings will also be discussed.","Sussex - Newton OSCC","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818"
"2019-12-20T00:00:00.000","9:30 am","11:00 am","Acing the Job Interview","An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. Including how to follow up after the conclusion of the interview. There will also be an in-depth review of typical interview questions and answers, including the use of SOARS and other formats to develop your own answers to these questions Attendees will be given the opportunity to participate in a mock interview session.","Sussex - Newton OSCC","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818"
"2019-12-16T00:00:00.000","9:30 am","11:00 am","Master the Art of Networking","An overview of current strategies for effective networking. Topics include use of professional associations, developing an elevator speech, and how to develop your network using social media.","Sussex - Newton OSCC","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818"
"2019-12-13T00:00:00.000","9:30 am","11:00 am","Top Notch Resume - I","The use of branding, marketing yourself, and the importance of having a competent resume is discussed. Participants will see the advantages and disadvantages of different resume formats, and review the basic elements of an effective resume and cover letter. ","Sussex - Newton OSCC","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818"
"2019-12-09T00:00:00.000","9:30 am","11:00 am","Path to Employment-Starting Your Job Search","An in-depth Orientation that includes a discussion of the emotional impact of job loss, and setting effective career goals. Traditional work search methods and how to develop job search plans are also discussed.","Sussex - Newton OSCC","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818"
"2019-11-28T00:00:00.000","1899-12-31T07:00:00.000","1899-12-31T19:00:00.000","Holiday","Thanksgiving Day - LWD closed","ALL","ALL",,,,,"ALL",,,
"2019-11-25T00:00:00.000","9:30 am","11:00 am","Top Notch Resume - II","Build on the topics covered in the Basic Resume workshop. In addition to the different resume formats and basic layouts, participants will see the advantages of targeting custom resumes for a specific employer, job openings and/or industry. Topics will also include how to detail accomplishments, achievements, and develop an effective summary/profile. A discussion of a using a professional cover letter and references is included as well.","Sussex - Newton OSCC","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818"
"2019-11-22T00:00:00.000","9:30 am","11:00 am","Master the Art of Networking","An overview of current strategies for effective networking. Topics include use of professional associations, developing an elevator speech, and how to develop your network using social media.","Sussex - Newton OSCC","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818"
"2019-11-18T00:00:00.000","9:30 am","11:00 am","LinkedIn 101","Learn the basics of using LinkedIn. Find out how to register and build a profile on the site. Job search and building your network through groups will be reviewed. How to modify privacy and account settings will also be discussed.","Sussex - Newton OSCC","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818"
"2019-11-15T00:00:00.000","9:30 am","11:00 am","Acing the Job Interview","An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. Including how to follow up after the conclusion of the interview. There will also be an in-depth review of typical interview questions and answers, including the use of SOARS and other formats to develop your own answers to these questions Attendees will be given the opportunity to participate in a mock interview session.","Sussex - Newton OSCC","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818"
"2019-11-14T00:00:00.000","2:00 pm","3:30 pm","Path to Employment-Starting Your Job Search","An in-depth Orientation that includes a discussion of the emotional impact of job loss, and setting effective career goals. Traditional work search methods and how to develop job search plans are also discussed.","Sussex - Newton OSCC","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,"Sussex County Mall, Route 206 North
Newton, NJ 07860-1818"
"2019-11-13T00:00:00.000",,,"Test","Test",,,,,,,,,,"123 Main Street
Trenton, NJ 08540
(40.355939, -74.613645)"
"2019-11-11T00:00:00.000","1899-12-31T07:00:00.000","1899-12-31T19:00:00.000","Holiday","Veterans Day - LWD closed","ALL","ALL",,,,,"ALL",,,
"2019-11-08T00:00:00.000",,,,,,"Sussex",,,"9733832775","Paula.Genschow@dol.nj.gov",,,,
"2019-11-08T00:00:00.000","9:30 am","11:00 am","Top Notch Resume 1","The use of branding, marketing yourself","Sussex County Mall",,,,,,,,,
"2019-11-08T00:00:00.000","9:30 am","11:00 am","Top Notch Resume 1","The use of branding, marketing yourself","Sussex County Mall","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-11-08T00:00:00.000","9:30 am","11:00 am",,,,,,,,,,,,
"2019-11-05T00:00:00.000","1899-12-31T07:00:00.000","1899-12-31T19:00:00.000","Holiday","Election Day - LWD closed","ALL","ALL",,,,,"ALL",,,
"2019-10-30T00:00:00.000","1899-12-31T10:00:00.000","1899-12-31T14:00:00.000","Project Self-Sufficiency Job Fair","Dress professionally and bring copies of your resume. Open to the general public.  No preregistration required.","Sussex-Newton OSCC","Sussex",,,,,"OSCC",,,
"2019-10-28T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Top Notch Resume - II","Build on the topics covered in the Basic Resume workshop. In addition to the different resume formats and basic layouts, participants will see the advantages of targeting custom resumes for a specific employer, job openings and/or industry. Topics will also include how to detail accomplishments, achievements, and develop an effective summary/profile. A discussion of a using a professional cover letter and references is included as well.","Sussex - Newton OSCC","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-10-25T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Master the Art of Networking","An overview of current strategies for effective networking. Topics include use of professional associations, developing an elevator speech, and how to develop your network using social media.","Sussex - Newton OSCC","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-10-21T00:00:00.000","1899-12-31T14:00:00.000","1899-12-31T15:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-10-21T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","LinkedIn 101","Learn the basics of using LinkedIn. Find out how to register and build a profile on the site. Job search and building your network through groups will be reviewed. How to modify privacy and account settings will also be discussed.","Sussex - Newton OSCC","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-10-18T00:00:00.000",,,,,,,,,,,,,,
"2019-10-18T00:00:00.000",,,,,,,,,,,,,,
"2019-10-18T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Acing the Job Interview","An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. Including how to follow up after the conclusion of the interview. There will also be an in-depth review of typical interview questions and answers, including the use of SOARS and other formats to develop your own answers to these questions Attendees will be given the opportunity to participate in a mock interview session.","Sussex - Newton OSCC","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-10-17T00:00:00.000","1899-12-31T14:00:00.000","1899-12-31T15:30:00.000","Path to Employment-Starting Your Job Search","An in-depth Orientation that includes a discussion of the emotional impact of job loss, and setting effective career goals. Traditional work search methods and how to develop job search plans are also discussed.","Sussex - Newton OSCC","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-10-15T00:00:00.000","1899-12-31T11:00:00.000","1899-12-31T12:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-10-14T00:00:00.000","1899-12-31T07:00:00.000","1899-12-31T19:00:00.000","Holiday","Columbus Day - LWD closed","ALL","ALL",,,,,"ALL",,,
"2019-10-11T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Top Notch Resume - I","The use of branding, marketing yourself, and the importance of having a competent resume is discussed. Participants will see the advantages and disadvantages of different resume formats, and review the basic elements of an effective resume and cover letter.","Sussex - Newton OSCC","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-10-07T00:00:00.000","1899-12-31T14:00:00.000","1899-12-31T15:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-10-01T00:00:00.000","1899-12-31T11:00:00.000","1899-12-31T12:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-09-30T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Top Notch Resume - II","Build on the topics covered in the Basic Resume workshop. In addition to the different resume formats and basic layouts, participants will see the advantages of targeting custom resumes for a specific employer, job openings and/or industry. Topics will also include how to detail accomplishments, achievements, and develop an effective summary/profile. A discussion of a using a professional cover letter and references is included as well.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-09-27T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Master the Art of Networking","An overview of current strategies for effective networking. Topics include use of professional associations, developing an elevator speech, and how to develop your network using social media.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-09-23T14:00:00.000",,,,,"SUSSEX",,,,,,,,,
"2019-09-23T14:00:00.000",,,,,"SUSSEX",,,,,,,,,
"2019-09-23T14:00:00.000",,,,,"ALL",,,,,,,,,
"2019-09-23T00:00:00.000","1899-12-31T14:00:00.000","1899-12-31T15:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-09-20T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Acing the Job Interview","An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. Including how to follow up after the conclusion of the interview. There will also be an in-depth review of typical interview questions and answers, including the use of SOARS and other formats to develop your own answers to these questions Attendees will be given the opportunity to participate in a mock interview session.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-09-17T00:00:00.000","1899-12-31T11:00:00.000","1899-12-31T12:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-09-16T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Path to Employment-Starting Your Job Search","An in-depth Orientation that includes a discussion of the emotional impact of job loss, and setting effective career goals. Traditional work search methods and how to develop job search plans are also discussed.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-09-13T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Top Notch Resume - I","The use of branding, marketing yourself, and the importance of having a competent resume is discussed. Participants will see the advantages and disadvantages of different resume formats, and review the basic elements of an effective resume and cover letter.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-09-09T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","LinkedIn 101","Learn the basics of using LinkedIn. Find out how to register and build a profile on the site. Job search and building your network through groups will be reviewed. How to modify privacy and account settings will also be discussed.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-09-09T00:00:00.000","1899-12-31T14:00:00.000","1899-12-31T15:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-09-03T00:00:00.000","1899-12-31T11:00:00.000","1899-12-31T12:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-09-02T00:00:00.000","1899-12-31T07:00:00.000","1899-12-31T19:00:00.000","Holiday","Labor Day - LWD closed","ALL","ALL",,,,,"ALL",,,
"2019-08-26T00:00:00.000","1899-12-31T14:00:00.000","1899-12-31T15:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-08-26T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Top Notch Resume - II","Build on the topics covered in the Basic Resume workshop. In addition to the different resume formats and basic layouts, participants will see the advantages of targeting custom resumes for a specific employer, job openings and/or industry. Topics will also include how to detail accomplishments, achievements, and develop an effective summary/profile. A discussion of a using a professional cover letter and references is included as well.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-08-22T00:00:00.000","1899-12-31T14:00:00.000","1899-12-31T15:00:00.000","Machine Tool Technology","Information session about training and opportunity for employment as CNC machine operator or general helper.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-08-20T00:00:00.000","1899-12-31T11:00:00.000","1899-12-31T12:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-08-19T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Master the Art of Networking","An overview of current strategies for effective networking. Topics include use of professional associations, developing an elevator speech, and how to develop your network using social media.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-08-16T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Acing the Job Interview","An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. Including how to follow up after the conclusion of the interview. There will also be an in-depth review of typical interview questions and answers, including the use of SOARS and other formats to develop your own answers to these questions Attendees will be given the opportunity to participate in a mock interview session.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-08-12T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Path to Employment-Starting Your Job Search","An in-depth Orientation that includes a discussion of the emotional impact of job loss, and setting effective career goals. Traditional work search methods and how to develop job search plans are also discussed.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-08-12T00:00:00.000","1899-12-31T14:00:00.000","1899-12-31T15:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-08-09T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Top Notch Resume - I","The use of branding, marketing yourself, and the importance of having a competent resume is discussed. Participants will see the advantages and disadvantages of different resume formats, and review the basic elements of an effective resume and cover letter.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-08-08T00:00:00.000","1899-12-31T14:00:00.000","1899-12-31T15:00:00.000","Machine Tool Technology","Information session about training and opportunity for employment as CNC machine operator or general helper.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-08-06T00:00:00.000","1899-12-31T11:00:00.000","1899-12-31T12:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-08-05T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","LinkedIn 101","Learn the basics of using LinkedIn. Find out how to register and build a profile on the site. Job search and building your network through groups will be reviewed. How to modify privacy and account settings will also be discussed.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-07-29T00:00:00.000","1899-12-31T14:00:00.000","1899-12-31T15:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-07-29T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Top Notch Resume - II","Build on the topics covered in the Basic Resume workshop. In addition to the different resume formats and basic layouts, participants will see the advantages of targeting custom resumes for a specific employer, job openings and/or industry. Topics will also include how to detail accomplishments, achievements, and develop an effective summary/profile. A discussion of a using a professional cover letter and references is included as well.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-07-25T00:00:00.000","1899-12-31T14:00:00.000","1899-12-31T15:00:00.000","Machine Tool Technology","Information session about training and opportunity for employment as CNC machine operator or general helper.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-07-23T00:00:00.000","1899-12-31T11:00:00.000","1899-12-31T12:00:00.000","Training Orientaion","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-07-22T00:00:00.000","1899-12-31T14:00:00.000","1899-12-31T15:00:00.000","Master the Art of Networking","An overview of current strategies for effective networking. Topics include use of professional associations, developing an elevator speech, and how to develop your network using social media.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-07-19T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Acing the Job Interview","An overview of the interview process, including how to prepare for the interview; and what to expect during each phase of the interview process. Including how to follow up after the conclusion of the interview. There will also be an in-depth review of typical interview questions and answers, including the use of SOARS and other formats to develop your own answers to these questions Attendees will be given the opportunity to participate in a mock interview session.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-07-15T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Path to Employment-Starting Your Job Search","An in-depth Orientation that includes a discussion of the emotional impact of job loss, and setting effective career goals. Traditional work search methods and how to develop job search plans are also discussed.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
"2019-07-15T00:00:00.000","1899-12-31T14:00:00.000","1899-12-31T15:00:00.000","Training Orientation","Jobseekers can get information on various training opportunities including federal grants, tuition waivers and basic computer skills. Call to register.","Sussex-Newton OSCC","Sussex","Paula Genschow","Employment Counselor","973-383-2775","Paula.Genschow@dol.nj.gov","OSCC",,,
"2019-07-12T00:00:00.000","1899-12-31T09:30:00.000","1899-12-31T11:00:00.000","Top Notch Resume - I","The use of branding, marketing yourself, and the importance of having a competent resume is discussed. Participants will see the advantages and disadvantages of different resume formats, and review the basic elements of an effective resume and cover letter.","Sussex - Newton","Sussex","Paula Genschow","JJC Coordinator","973-383-2775","Paula.Genschow@dol.nj.gov","JJC",,,
