HYDRANT NO,LOCATION DETAIL,DESCRIPTION,MANUFACTURE NAME,WATER TYPE,MODEL,INSTALLDATE,CHANGE DATE,OWNER,LIFE CYCLE STATUS,JOB NUM,PRESSURE ZONE,FLUSHING ZONE,QUADRANT,WARD,QUALIFIER,ORIENTATION,LOCTNDETAIL,RELTVVERTCPOSTN,ELEVATION,ENABLED,BAND COLOR,PAINT COLOR,LEGACY ID,DISPLAY ID,CALCULATEDX,CALCULATEDY,Coordinates,CLASS,REPORT PROBLEM,UPDATED_DATE,STATUS,DC Wards,Square Ply
H00507,EAST CAPITOL ST INT 17TH ST SE - Southside,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1907/01/31,2019/11/29,DC Water,Active,855,1st,1-63,SE,6,1,Southside,NONE,Normal,,1,,,H-937-,H-937-041,-76.98093896567488,38.889721957813414,"(38.889721957813414, -76.98093896567488)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00509,CALIFORNIA ST INT MASSACHUSETTS AVE NW - SEC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1907/02/02,2019/11/29,DC Water,Active,L17-P-104,2nd,2-29,NW,2,1,SEC,NONE,Normal,103.76,1,,Green,H-439-,H-439-091,-77.05491029881826,38.91551922155055,"(38.91551922155055, -77.05491029881826)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H00510,POTOMAC AVE BET 13TH ST & PENNSYLVANIA AVE SE - Northside,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1907/02/08,2019/11/29,DC Water,Active,784,1st,1-65,SE,6,2,Northside,NONE,Normal,68.75,1,BLUE,,H-520-,H-520-176,-76.98688321773442,38.87983608547396,"(38.87983608547396, -76.98688321773442)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00514,16TH ST INT G ST SE - SWC,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1907/03/08,2019/11/29,DC Water,Active,909,1st,1-65,SE,6,1,SWC,NONE,Normal,66.62,1,,,H-490-,H-490-625,-76.98236959829887,38.88121023463007,"(38.88121023463007, -76.98236959829887)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00518,D ST INT TENNESSEE AVE NE - NWC - IFO 1354,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1907/03/22,2019/11/29,DC Water,Active,2401,1st,1-62,NE,6,1,NWC,IFO 1354,Normal,74.81,1,,,H-463-,H-463-820,-76.98623344067838,38.89483611438445,"(38.89483611438445, -76.98623344067838)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00527,IVY ST INT CANAL ST SE - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1907/07/10,2019/11/29,DC Water,Active,1110,Low,L-25,SE,6,1,NEC,NONE,Normal,21.1,1,ORANGE,,H-742-,H-742-000,-77.00859960443121,38.883735858010425,"(38.883735858010425, -77.00859960443121)",Class B - 500-999 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00530,V ST INT NEW HAMPSHIRE AVE NW - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1907/07/27,2019/11/29,DC Water,Active,1172,2nd,1-24,NW,1,1,NEC,NONE,Normal,,1,BLUE,,H-633-,H-633-642,-77.03513718620586,38.91816756072787,"(38.91816756072787, -77.03513718620586)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H00532,BRYANT ST BET NORTH CAPITOL ST & 1ST ST NW - Northside - AT ALLEY ENTRANCE,"WASA-Hydrant, US PIPE-MET 250 M94",U022,Potable,MET 250 M94,1907/08/09,2019/11/29,DC Water,Active,L19P90,2nd,2-31,NW,5,2,Northside,AT ALLEY ENTRANCE,Normal,145.28,1,,,H-860-,H-860-690,-77.00958966927944,38.921350587435896,"(38.921350587435896, -77.00958966927944)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H00535,9TH ST BET V ST & BARRY PL NW - Eastside - CLOSE TO V ST INT,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1907/08/14,2019/11/29,DC Water,Active,1197,1st,1-28,NW,1,2,Eastside,CLOSE TO V ST INT,Normal,98.97,1,ORANGE,,H-452-,H-452-580,-77.02383352062756,38.918310231213376,"(38.918310231213376, -77.02383352062756)",Class B - 500-999 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H00536,F ST INT NORTH CAPITOL ST NW - SWC,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1907/08/16,2019/11/29,DC Water,Active,L20P63,Low,L-9,NW,6,1,SWC,NONE,Normal,42.19,1,,,H-536-,H-536-959,-77.00927801968562,38.89727740060077,"(38.89727740060077, -77.00927801968562)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00544,AMES PL BET 14TH ST & 15TH ST NE - Northside - IFO 1422,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1907/08/31,2019/11/29,DC Water,Active,1141,1st,1-63,NE,6,2,Northside,IFO 1422,Normal,81.46,1,BLUE,,H-835-,H-835-093,-76.984567063576,38.89150316972054,"(38.89150316972054, -76.984567063576)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00547,GARFIELD ST INT 27TH ST NW - NEC,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1907/09/14,2019/11/29,DC Water,Active,1236,3rd,3-19,NW,3,1,NEC,NONE,Normal,201.2,1,BLUE,Green,H-365-,H-365-659,-77.05522247506309,38.92682913497309,"(38.92682913497309, -77.05522247506309)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H00564,8TH ST INT S ST NW - NEC,"WASA-Hydrant, US PIPE-MET 250 WP",U022,Potable,MET 250 WP,1907/11/04,2019/11/29,DC Water,Active,0,1st,1-29,NW,1,1,NEC,NONE,Normal,83.67,1,,,H-198-,H-198-951,-77.02282929804102,38.914139393741564,"(38.914139393741564, -77.02282929804102)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H00575,CHEVY CHASE PKWY INT PATTERSON ST NW - SWC - IFO 5820,"WASA-Hydrant, US PIPE-MET 250 M94",U022,Potable,MET 250 M94,1907/11/29,2019/11/29,DC Water,Active,1165,4thReno,4-8,NW,3,1,SWC,IFO 5820,Normal,350.21,1,,,H-855-,H-855-096,-77.07436871499893,38.96744197170027,"(38.96744197170027, -77.07436871499893)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H00588,PORTER ST INT 37TH ST NW - NWC - IFO 3701,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1908/03/07,2019/11/29,DC Water,Active,1371,4thReno,4-5,NW,3,1,NWC,IFO 3701,Normal,390.44,1,YELLOW,Green,H-730-,H-730-646,-77.0725269002693,38.93737176607917,"(38.93737176607917, -77.0725269002693)",Class A -1000-1499 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H00601,MORSE ST BET WEST VIRGINIA AVE & MONTELLO AVE NE - Northside - A/F 1239,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1908/04/29,2019/11/29,DC Water,Active,1541,1st,1-41,NE,5,2,Northside,A/F 1239,Normal,,1,,,H-780-,H-780-297,-76.99073935387062,38.90419442410292,"(38.90419442410292, -76.99073935387062)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H00606,22ND ST INT G ST NW - SWC,"WASA-Hydrant, AM DARLING-B-84-B",A106,Potable,B-84-B,1908/06/01,2019/11/29,DC Water,Active,1509,1st,1-11,NW,2,1,SWC,NONE,Normal,70.85,1,,,H-197-,H-197-677,-77.04890405521684,38.898142650161894,"(38.898142650161894, -77.04890405521684)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H00611,38TH ST INT GARFIELD ST NW - SEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1908/06/11,2019/11/29,DC Water,Active,8309,4thReno,4-6,NW,3,1,SEC,NONE,Normal,348.18,1,BLUE,,H-693-,H-693-654,-77.07455304003447,38.927400880000725,"(38.927400880000725, -77.07455304003447)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H00615,4TH ST INT H ST NW - SWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1908/06/27,2019/11/29,DC Water,Active,26934,Low,L-6,NW,6,1,SWC,NONE,Normal,47.4,1,BLUE,,H-545-,H-545-706,-77.01625787336643,38.89963381053319,"(38.89963381053319, -77.01625787336643)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H00625,LIVINGSTON ST INT CONNECTICUT AVE NW - SEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1908/07/22,2019/11/29,DC Water,Active,17727,3rd,3-23,NW,3,1,SEC,NONE,Normal,307.15,1,BLUE,,H-885-,H-885-198,-77.0742154299964,38.96304344854829,"(38.96304344854829, -77.0742154299964)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H00645,15TH ST INT C ST SE - SEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1908/08/21,2019/11/29,DC Water,Active,1556-10,1st,1-64,SE,6,1,SEC,NONE,Normal,77.08,1,WHITE,,H-534-,H-534-118,-76.98358893089426,38.88524511495397,"(38.88524511495397, -76.98358893089426)",Flow Test Not Completed,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00646,OAK ST INT 14TH ST NW - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1908/08/22,2019/11/29,DC Water,Active,1657,2nd,2-17,NW,1,1,NEC,NONE,Normal,188.43,1,BLUE,,H-227-,H-227-070,-77.03259011553406,38.93390130486174,"(38.93390130486174, -77.03259011553406)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H00650,16TH ST INT D ST SE - NWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1908/09/04,2019/11/29,DC Water,Active,1556-14,1st,1-64,SE,6,1,NWC,NONE,Normal,72.98,1,BLUE,,H-573-,H-573-888,-76.98236119561655,38.88415084986466,"(38.88415084986466, -76.98236119561655)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00662,M ST INT 4TH ST NW - NWC,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1908/09/21,2019/11/29,DC Water,Active,1556-9,1st,1-32,NW,2,1,NWC,NONE,Normal,83.36,1,BLUE,,H-642-,H-642-447,-77.01631250761704,38.90569394806064,"(38.90569394806064, -77.01631250761704)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00661,NEW JERSEY AVE BET INDEPENDENCE AVE & C ST SE - Westside - US CAPITOL //LONGWORTH HOUSE OFFICE BUILDING,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1908/09/21,2019/04/26,DC Water,Active,17191,1st,1-51,SE,6,2,Westside,US CAPITOL //LONGWORTH HOUSE OFFICE BUILDING,Normal,71.64,1,BLUE,,H-430-,H-430-374,-77.00800760964545,38.88685544870803,"(38.88685544870803, -77.00800760964545)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00665,6TH ST BET EAST CAPITOL ST & A ST SE - Eastside,"Hydrant, AP SMITH-O'BRIEN",A070,Potable,O'BRIEN,1908/09/24,2019/11/29,DC Water,Active,A5-7,1st,1-53,SE,6,2,Eastside,NONE,Normal,87.44,1,,,H-804-,H-804-188,-76.9983867617316,38.88956124305209,"(38.88956124305209, -76.9983867617316)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00669,T ST BET 17TH ST & 18TH ST NW - Northside - IFO 1733,"WASA-Hydrant, US PIPE-MET 250 WP",U022,Potable,MET 250 WP,1908/10/19,2019/11/29,DC Water,Active,1556-26,1st,1-14,NW,2,2,Northside,IFO 1733,Normal,,1,,,H-480-,H-480-912,-77.03987226904088,38.91562540318796,"(38.91562540318796, -77.03987226904088)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H00670,12TH ST BET MASSACHUSETTS AVE & M ST NW - Westside,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1908/10/22,2019/11/29,DC Water,Active,1556/27,1st,1-18,NW,2,2,Westside,NONE,Normal,93.09,1,BLUE,Green,H-352-,H-352-458,-77.02815284877929,38.9046113864928,"(38.9046113864928, -77.02815284877929)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H00672,14TH ST BET IRVING ST & KENYON ST NW - Eastside,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1908/11/07,2019/11/29,DC Water,Active,A5-7/42,2nd,2-24,NW,1,2,Eastside,NONE,Normal,196.54,1,BLUE,,H-117-,H-117-818,-77.03256903891483,38.92919482177428,"(38.92919482177428, -77.03256903891483)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H00675,WATER ST BET 34TH ST & 33RD ST NW - Northside - IFO 3303,"WASA-Hydrant, US PIPE-A P SMITH",U022,Potable,A P SMITH,1908/11/10,2019/11/29,DC Water,Active,12057,Low,L-1,NW,2,2,Northside,IFO 3303,Normal,,1,,,H-603-,H-603-348,-77.06706282134911,38.90378641866455,"(38.90378641866455, -77.06706282134911)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H00678,7TH ST INT C ST NE - NWC,"WASA-Hydrant, US PIPE-A P SMITH",U022,Potable,A P SMITH,1908/11/16,2019/11/29,DC Water,Active,1556-33,1st,1-52,NE,6,1,NWC,NONE,Normal,79.66,1,,,H-695-,H-695-663,-76.99631564233842,38.89362141345241,"(38.89362141345241, -76.99631564233842)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00680,D ST INT 11TH ST NE - SEC - IFO 1101,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1908/11/18,2019/11/29,DC Water,Active,1556-34,1st,1-59,NE,6,1,SEC,IFO 1101,Normal,94.7,1,BLUE,Green,H-019-,H-019-789,-76.99134720910975,38.89472731559799,"(38.89472731559799, -76.99134720910975)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00685,CALIFORNIA ST BET CONNECTICUT AVE & PHELPS PL NW - Northside - IFO 2145,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1908/11/27,2019/11/29,DC Water,Active,17601,2nd,2-29,NW,2,2,Northside,IFO 2145,Normal,172.7,1,ORANGE,,H-110-,H-110-846,-77.04836496386739,38.91631773006572,"(38.91631773006572, -77.04836496386739)",Class B - 500-999 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H00686,CALIFORNIA ST BET CONNECTICUT AVE & PHELPS PL NW - Northside - IFO 2123,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1908/11/27,2019/11/29,DC Water,Active,176011,2nd,2-29,NW,2,2,Northside,IFO 2123,Normal,174.56,1,,,H-887-,H-887-131,-77.04748025624488,38.9165880456077,"(38.9165880456077, -77.04748025624488)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H00693,MASSACHUSETTS AVE INT 22ND ST NW - NWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1908/12/04,2019/11/29,DC Water,Active,NEC,1st,1-9,NW,2,1,NWC,NONE,Normal,75.83,1,ORANGE,Green,H-499-,H-499-667,-77.04894798016954,38.911638944453365,"(38.911638944453365, -77.04894798016954)",Class B - 500-999 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,4,
H00695,C ST INT 1ST ST SE - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1908/12/08,2019/11/29,DC Water,Active,1747,1st,1-51,SE,6,1,NEC,NONE,Normal,63.62,1,BLUE,,H-352-,H-352-471,-77.00574813911703,38.88609426554171,"(38.88609426554171, -77.00574813911703)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,4150
H00704,12TH ST INT QUINCY ST NE - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1908/12/18,2019/11/29,DC Water,Active,2574-6,2nd,2-33,NE,5,1,NEC,NONE,Normal,135.24,1,BLUE,,H-869-,H-869-116,-76.99047424270383,38.93738087115849,"(38.93738087115849, -76.99047424270383)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,6,
H00706,NEW JERSEY AVE INT K ST SE - SEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1908/12/26,2019/11/29,DC Water,Active,1764-1,Low,L-28,SE,6,1,SEC,NONE,Normal,27.1,1,BLUE,,H-975-,H-975-076,-77.00482745373066,38.878534622352426,"(38.878534622352426, -77.00482745373066)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00712,CATHEDRAL AVE INT WOODLEY PL NW - SEC,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1909/01/26,2019/11/29,DC Water,Active,1865,2nd,2-30,NW,1,1,SEC,NONE,Normal,183.39,1,RED,,H-772-,H-772-587,-77.05260770997795,38.927743856445574,"(38.927743856445574, -77.05260770997795)",Class C -0-499 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H00713,CATHEDRAL AVE BET HAWTHORNE ST & WOODLEY RD NW - Eastside - IFO 2256,"WASA-Hydrant, CLOW-EDDY",C078,Potable,EDDY,1909/01/26,2019/11/29,DC Water,Active,1865,2nd,2-30,NW,1,2,Eastside,IFO 2256,Normal,,1,,,H-935-,H-935-797,-77.05128277753332,38.927069668523025,"(38.927069668523025, -77.05128277753332)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,7,
H00730,8TH ST INT E ST NE - NEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1909/05/28,2019/11/29,DC Water,Active,1901-13,1st,1-56,NE,6,1,NEC,NONE,Normal,70.91,1,BLUE,Green,H-003-,H-003-539,-76.9948857410491,38.89623514618528,"(38.89623514618528, -76.9948857410491)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
H00734,CLIFTON ST INT 11TH ST NW - NWC,"WASA-Hydrant, LORTON-O'BRIEN",L040,Potable,O'BRIEN,1909/06/08,2019/11/29,DC Water,Active,2505,2nd,2-26,NW,1,1,NWC,NONE,Normal,157.09,1,,,H-633-,H-633-271,-77.02718924300723,38.92247202956276,"(38.92247202956276, -77.02718924300723)",Missing (NO BAND),https://dcwater.com/report-problem,2019/12/02,ACTIVE,5,
H00736,1ST ST INT INDEPENDENCE AVE SE - SEC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1909/06/14,2019/03/20,DC Water,Active,1849,1st,1-51,SE,6,1,SEC,NONE,Normal,84.32,1,YELLOW,,H-340-,H-340-024,-77.00579069065192,38.88748658957539,"(38.88748658957539, -77.00579069065192)",Class A -1000-1499 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,4150
H00741,FARRAGUT ST INT PINEY BRANCH RD NW - NWC,"WASA-Hydrant, MUELLER-SUP CENT 250",M076,Potable,SUP CENT 250,1909/07/10,2019/11/29,DC Water,Active,2032,3rd,3-31,NW,4,1,NWC,NONE,Normal,245.8,1,BLUE,Green,H-578-,H-578-924,-77.03492280097866,38.950855040388454,"(38.950855040388454, -77.03492280097866)",Class AA -1500 gpm upwards,https://dcwater.com/report-problem,2019/12/02,ACTIVE,8,
H09064,DUDDINGTON PL BET 1ST ST & 2ND ST SE - Northside - IFO 142,"WASA-Hydrant, KENNEDY-K81-A/D GUAR",K012,Potable,K81-A/D GUAR,1909/07/16,2019/02/12,DC Water,Active,1924,Low,L-28,SE,6,2,Northside,IFO 142,Normal,,1,RED,,H-264-,H-264-633,-77.00453651967155,38.88264258564218,"(38.88264258564218, -77.00453651967155)",Class C -0-499 gpm,https://dcwater.com/report-problem,2019/12/02,ACTIVE,2,
