"program_id","program_name","description","org_name","category_name","capacity","min_age","max_age","address","city","state","zip_code","program_type","program_url","online_address","registration_url","registration_open","registration_deadline","start_date_and_time","end_date_and_time","start_time","end_time","contact_name","contact_email","contact_phone","program_price","geographic_cluster_name","scholarship_available","participants_paid","transport_provided","has_free_food","meeting_type","image","hidden_programs","featured","tag","latitude","longitude","location"
"94216","How to Edit A Video","<p>Participants will learn basic video and image editing skills with Free Spirit Media</p><p>#RLDCHI</p>","Free Spirit Media","Digital Media.",,"13","63",,,,,"workshop","https://www.youtube.com/watch?v=SQcv6jsYoBM",,"https://docs.google.com/forms/d/e/1FAIpQLSfvoq97cTwpkINLuFvsS6HiLOIjkw59RyrKNz_WmlyyVyAYKA/viewform?vc=0&c=0&w=1&flr=0&gxids=7628","2021-05-07T00:00:00.000","2021-05-13T00:00:00.000","2021-05-13T00:00:00.000","2021-05-15T00:00:00.000","10:00","20:00","keta glenn","keta@freespiritmedia.org",,"Free",,"false","Not Paid","false","false","online","https://cdn.filestackcontent.com/FxTkzi9NQma50luYzD2I","false","false","Event",,,
"99153","Story Time with Judy Hsu","<p>Children will learn about multiculturalism as ""Dumpling Soup"" The story of a 7-year-old girl, Marisa and how her family, which is composed of those of Korean, Japanese, Chinese, and Hawaiian descent, celebrates on New Year's Eve. The book goes through their process of how they make food, the most important being the dumplings, and the traditions of their family. Recommended for ages 10 & under. Spanish and ASL interpretation will be provided!</p>","Chicago Commission on Human Relations","Helping Your Community.",,"2","10",,,,,"workshop","https://us02web.zoom.us/meeting/register/tZAvcuGrqTkpE92Vi8qnDjg1VAxt9PQHpgRd",,"https://us02web.zoom.us/meeting/register/tZAvcuGrqTkpE92Vi8qnDjg1VAxt9PQHpgRd",,,"2021-06-23T00:00:00.000","2021-06-23T00:00:00.000","13:00","14:00","Cheryl Reid","cheryl.reid@cityofchicago.org",,"Free",,"false","Not Paid","false","false","online","https://cityoflearning-uploads.s3.amazonaws.com/2/ScheduledProgram/2-ScheduledProgram-99153-1772.png","false","false","Event",,,
"121921","All CPL Locations Closed Monday, May 30","All CPL locations are closed Monday, May 30 for Memorial Day.","Chicago Public Library","Helping Your Community.",,"0","99",,"Chicago","IL",,"workshop","https://chipublib.bibliocommons.com/events/61968bbab615853300f91714",,,,,"2022-05-30T00:00:00.000","2022-05-30T00:00:00.000",,,,,,"Free",,"false","Not Paid","false","false","face_to_face",,"false","false","Event",,,
"87686","UChicago Scholarship Opportunities","<p>Check out the University of Chicago's Scholarship and financial aid resource to find relevant scholarships before you apply!</p>","University of Chicago (UChicago)","Managing Money.",,"14","22",,,,,"workshop","https://collegeadmissions.uchicago.edu/cost-aid/scholarships/chicago-scholarships",,,,,"2021-01-01T00:00:00.000","2023-01-01T00:00:00.000",,,,,,"Free",,"false","Not Paid","false","false","online","https://cityoflearning-uploads.s3.amazonaws.com/2/ScheduledProgram/2-ScheduledProgram-87686-34142.png","false","false","Resource",,,
"95796","Banking Summer Wrap Up","<p>Saving, Investing, & Taxes</p>","Economic Awareness Council","Managing Money.",,"14","24",,,,,"workshop",,"https://forms.gle/Z5UMGrNak5rTpgVq5","https://forms.gle/Z5UMGrNak5rTpgVq5",,,"2021-08-11T00:00:00.000","2021-08-11T00:00:00.000","12:00","13:00",,"info@econcouncil.org",,"Free",,"false","Not Paid","false","false","online","https://cityoflearning-uploads.s3.amazonaws.com/2/ScheduledProgram/2-ScheduledProgram-95796-2391.png","false","false","Event",,,
"107260","CPL Teen Winter Challenge","<p>Art is a core component of culture, and culture binds us together. So when times are divisive, it’s even more important to create and share the products we make. That’s why the theme of our 7th annual Teen Winter Challenge is Art to Unite!</p><p>If you’re a Chicago high schooler between ages 13 to 19, submit your recently created art to our Teen Winter Challenge using the form below. Submissions that demonstrate talent, creativity and originality will be eligible for prizes and recognition. Plus, every applicant will have one work printed in the 7th annual Teen Winter Challenge catalog, which will be added to the YOUmedia Zine collection.</p><h2>Submission Guidelines</h2><ul><li><strong>Who:</strong> High school students between ages 13 to 19 who live in Chicago.</li><li><strong>What:</strong> Submit a portfolio of 1 to 3 original works in a digital format along with an artist statement.</li><li><strong>When:</strong> Submit your works between now and March 1, 2022.</li><li><strong>Where:</strong> The form below!</li></ul><p><strong>Portfolio submissions</strong> must contain 1 to 3 original creative works from the past year and can represent a variety of mediums including drawing, painting, sculpture, film, photography, fashion, etc.</p><p><strong>Your artist statement</strong> is meant to give insight into both you and your work in 250 words or less. Some helpful prompts:</p><ul><li>Discuss the meaning/intention behind your artistic choices and the overall piece</li><li>Write about your prior experiences as an artist and your goals for the future</li></ul><p><strong>Evaluation process:</strong> Submissions will be judged by a panel of Chicago Public Library staff and guest judges from the Chicago arts community. Evaluation will be based on the clarity of your artist statement, the passion to create and the artistic merit of the piece(s).</p><p>Every applicant will have one work printed in our Teen Winter Challenge catalog. Of these works, up to 12 exceptional pieces will receive one of the following prizes:</p><p><strong>Senior Achievement Award</strong><br>Open to high school seniors.</p><ul><li>Grand prize: $150 gift card</li><li>First and second runners-up: $100 gift card</li><li>Honorable mentions (3): $50 gift card</li></ul><p><strong>Young Artist Award</strong><br>Open to high school freshmen, sophomores and juniors.</p><ul><li>Grand prize: $100 gift card</li><li>First and second runners-up: $50 gift card</li><li>Honorable mentions (3): $25 gift card</li></ul>","Chicago Public Library","Music & Art.",,"13","19",,,,,"workshop","https://www.chipublib.org/news/teens-submit-your-art-to-teen-winter-challenge-2021-2022-to-win-prizes/",,"https://www.chipublib.org/news/teens-submit-your-art-to-teen-winter-challenge-2021-2022-to-win-prizes/",,,"2021-12-01T00:00:00.000","2022-03-01T00:00:00.000",,,,,,"Free",,"false","Not Paid","false","false","online","https://cityoflearning-uploads.s3.amazonaws.com/2/ScheduledProgram/2-ScheduledProgram-107260-24281.png","false","false","Program",,,
"84409","Chicago Cultural Center - Video Tours","<p>Take a tour of the Chicago Cultural Center building! Videos include tours of the Washington Street Entrance, GAR Hall and Rotunda, and Sidney R. Yates Hall. </p>","City of Chicago Department of Cultural Affairs and Special Events","Music & Art.",,"3","65",,,,,"workshop",,"https://www.chicago.gov/city/en/depts/dca/supp_info/ccc0.html","https://www.chicago.gov/city/en/depts/dca/supp_info/ccc0.html",,,"2020-10-01T00:00:00.000","2023-12-31T00:00:00.000",,,,,,"Free",,"false","Not Paid","false","false","online","https://cdn.filestackcontent.com/YsNQjNaQIa1BZY6FsMwN","false","false","Resource",,,
"87112","Visual Arts Classes for Middle School Students","<p>This course is an introduction to visual arts and craft “DIY” projects. Participants will explore a variety of wet and dry materials and create group and individual projects. Youth will develop or enhance drawing and painting skills ad well as explore a variety of art mediums. Participants will be challenged to incorporate ideas about their community into their art as well as self-expression to develop cultural awareness and self-awareness.</p>","Gary Comer Youth Center","Music & Art.",,"9","14",,,,,"workshop","https://www.amilia.com/store/en/gary-comer-youth-center/shop/programs/56579",,"https://www.amilia.com/store/en/gary-comer-youth-center/shop/programs/56579","2021-01-13T00:00:00.000","2021-05-27T00:00:00.000","2021-01-13T00:00:00.000","2021-05-27T00:00:00.000",,,"Daria Amerik","damerik@gcychome.org",,"$50 or Less",,"true","Not Paid","false","true","online","https://cdn.filestackcontent.com/MiJSZQTa2y25xXoqb6yg","false","false","Program",,,
"113780","Drop In Virtual Class","<p>Not quite ready to join us in person? Starting Saturday, January 22 we're offering a weekly <span class=""il"">drop</span>-in <span class=""il"">virtual</span> class via Zoom for interested students. No equipment is necessary and instructors will focus on a variety of musical skills and activities for all levels.</p><p>Join us on Saturdays from 11:30 am - 12:30 pm!</p>","Intonation Music","Music & Art.",,"7","18",,,,,"workshop",,"https://us02web.zoom.us/meeting/register/tZEtd-yorzkuEtSkB18nE0Hp-U-z_Sv9xDND","https://us02web.zoom.us/meeting/register/tZEtd-yorzkuEtSkB18nE0Hp-U-z_Sv9xDND",,,"2022-01-22T00:00:00.000","2022-06-18T00:00:00.000","11:30","12:30","Lara Jenkins","lara@intonationmusic.org","312-469-0554","Free",,"false","Not Paid","false","false","online","https://cityoflearning-uploads.s3.amazonaws.com/2/ScheduledProgram/2-ScheduledProgram-113780-25765.png","true","false","Program",,,
"123823","Which Planet is the Flattest At-Home Activity","<p>What shape are the planets? It’s likely not what you think. In this activity, you will create your own model of a rotating planet and make some observations. Then, determine which planet is indeed the flattest.</p>","Argonne National Laboratory","Nature.",,"9","65",,,,,"workshop",,"https://steamville.org/view-activity?id=3421",,,,"2022-05-17T00:00:00.000","2023-06-30T00:00:00.000",,,,,,"Free",,"false","Not Paid","false","false","online","https://cityoflearning-uploads.s3.amazonaws.com/2/ScheduledProgram/2-ScheduledProgram-123823-35851.png","false","false","Resource",,,
"98620","Time Capsule Kit Library Pick-up","<p>Kids, pick up your Time Capsule kit today at a nearby Chicago Public Library branch!</p><p>It’s as simple as 1, 2, 3.</p><p>1. Grab a Time Capsule kit at the library.</p><p>What’s a Time Capsule you ask? A Time Capsule is a container of important stories from the present that gets sealed or buried for discovery in the future.</p><p>2. Make your own Time Capsule at home.</p><p>You lived through so much change this year and you were so brave! You want to hear your story. Follow the instructions in your kit to make your own Time Capsule.</p><p>3. Bring your Time Capsule back to the library.</p><p>Once you make your Time Capsule with all the fun stuff in the kit, return it to the library. You will receive a special button that tells all of Chicago you made a special Time Capsule.</p>","Once Upon Our Time Capsule","Reading & Writing.",,"5","12",,,,,"workshop","https://www.ourtimecapsule.org/library-pickup/",,"https://www.ourtimecapsule.org/library-pickup/",,,"2021-06-01T00:00:00.000","2021-06-30T00:00:00.000",,,,,,"Free",,"false","Not Paid","false","false","online","https://cdn.filestackcontent.com/hSsHSmjZTviBBY4yF5Gn","false","false","Program",,,
"121878","Voices for Justice: Author Qian Julie Wang","Chicago Public Library is pleased to welcome author Qian Julie Wang&nbsp;as part of our Voices for Justice speaker series, and in celebration of Asian American Pacific Islander Month. She is the author of&nbsp;Beautiful Country, a bestselling memoir on her life growing up as&nbsp;an undocumented child in the richest country in the world. She will be in conversation with journalist Monica Eng.&nbsp;Qian Julie Wang is a litigator and the author of Beautiful Country. Beautiful Country was released in 2021 and became an instant New York Times bestseller. Lauded as an Òessential book for our timesÓ and named one of the New York Times Book ReviewÕs Notable Books of 2021, Beautiful Country is a poignant and heartrending literary memoir that intimately retraces Qian JulieÕs childhood footsteps where at age seven, she moved from China to Brooklyn, New York with her parents, and overnight went from being the daughter of professors to being deemed Òillegal.Ó With an open heart and a strong passion for advocacy and bringing awareness to marginalized communities, she uses her unique gift for storytelling to transcend the business, legal, political, and literary worlds and focus on the humanity at the heart of these issues.Monica Eng is a reporter for Axios Chicago where she reports on food, health, cultural, politics, environmental issues and more. Before coming to Axios in 2021, she worked at WBEZ, the Sun Times and the Chicago Tribune where she spent 16 years editing and reporting on food, culture and health. Monica has won multiple writing awards and been nominated for the James Beard Award five times. Monica is a fourth generation Chicagoan whose great grandfather came to Chicago from China in 1911. Her children are fourth generation Chicago Public School graduates.This program is made possible thanks to generous support from the Chicago Public Library Foundation. For more information on the Foundation, visit cplfoundation.org.Questions for the speaker? Reach out to us at adultservices@chipublib.orgThe book can also be purchased online.&nbsp;How to Attend:This event will take place live on CPL's YouTube channel&nbsp;and CPL's&nbsp;Facebook page.&nbsp;You'll be able to ask questions during the event as well!&nbsp;Can't make it to the live stream? We'll archive the video on YouTube to watch later.AccessibilityAutomatic captioning is available via Facebook and YouTube's closed captioning setting. Need ASL interpretation or other accommodations for this event? Please call (312) 747-4015. Requests must be made at least 14 business days before the event.","Chicago Public Library","Reading & Writing.",,"13","99",,,,,"workshop","https://chipublib.bibliocommons.com/events/624dea6ccfa7703000dcfccf",,,,,"2022-05-26T00:00:00.000","2022-05-26T00:00:00.000",,,"adultservices@chipublib.org","adultservices@chipublib.org",,"Free",,"false","Not Paid","false","false","online",,"false","false","Event",,,
"121912","Science Fiction & Fantasy Book Group: Dawn by Octavia E. Butler","All are welcome to join a book discussion of Octavia E. Butler's Dawn&nbsp;(1987).ÒWhen Lilith Iyapo wakes from a deep sleep, she finds herself aboard a vast spaceship, haunted by confused memories of a nuclear war that ravaged the world. She discovers that she is being held by the Oankali, a seemingly benevolent alien race that intervened in the human raceÕs extinction, rescuing the survivors from their ruined planet and placing them in a coma-like sleep for centuries. Now the restored Earth is ready for inhabitants, and the Oankali want Lilith to help awaken the rest of the survivors and rebuild humankind. But the Oankali have needs of their ownÉ and salvation comes at a price. Soon Lilith must choose how much of humanity she is willing to sacrifice for the future of her race.Ó- from Grand Central PublishingHow to AttendThis event takes place on Zoom. Register at least 24 hours before the event. Only one registration per household is needed. YouÕll receive an email with a link to the secure Zoom meeting about 24 hours before the meeting. By registering for this event, you agree to abide by the Library Use Guidelines. Chicago Public Library cannot collect personal information online from kids 0 to 13. A parent or guardianÕs e-mail address must be used to register.This event uses a third-party website and may be hosted by an organization CPL has partnered with. We recommend you review the privacy policies of any third-party sites before providing them with any personal data. For more information, please see our Website Privacy Statement.Questions about attending online events? Check out our Events FAQs.AccessibilityAutomatic transcription is included in all CPL events using Zoom. Need live captioning for this event? Please call (312) 747-4072 or email access@chipublib.org. Requests for live captioning must be made at least 14 business days before the event.","Chicago Public Library","Reading & Writing.",,"18","99",,,,,"workshop","https://chipublib.bibliocommons.com/events/62448628c43f5e290006dcf9",,,,,"2022-05-28T00:00:00.000","2022-05-28T00:00:00.000",,,"Felicia V. Edens","fcaro@chipublib.org","(312) 747-4119","Free",,"false","Not Paid","false","false","online",,"false","false","Event",,,
"99119","Kitchen Tales from the Library","<p>Let’s play with our food to see what you can make in the kitchen and hear a story. Each week we will cook something new and fun to eat as a family.</p>","Chicago Public Library","Reading & Writing.",,"2","13",,,,,"workshop",,"https://chipublib.bibliocommons.com/events/search/q=kitchen%20tales","https://chipublib.bibliocommons.com/events/search/q=kitchen%20tales",,,"2021-06-26T00:00:00.000","2021-08-21T00:00:00.000",,,"Legler Regional Library","legler@chipublib.org","312-746-7730","Free",,"false","Not Paid","false",,"online","https://cdn.filestackcontent.com/t57Jo5tnRq65NgUuOrQa","false","false","Program",,,
"121798","Cocktails and Conversation: Such a Fun Age","The Cocktails and Conversation book club&nbsp;discusses Such A Fun Age&nbsp;by Kiley Reid.&nbsp;Books are available at the Logan Square Branch.How to Attend:This event takes place on Zoom. You will receive an email with a link to the secure Zoom meeting approximately 24 hours before the meeting.  By registering for this event, you agree to abide by the Library Use Guidelines.This event uses a third-party website and may be hosted by an organization CPL has partnered with. We recommend you review the privacy policies of any third-party sites before providing them with any personal data. For more information, please see our Website Privacy Statement.Questions about attending online events? Check out our Events FAQs. Accessibility:Automatic transcription is included in all CPL events using Zoom. Need live captioning for this event? Please call (312) 747-4072 or email access@chipublib.org. Requests for live captioning must be made at least 14 business days before the event.","Chicago Public Library","Reading & Writing.",,"18","99",,,,,"workshop","https://chipublib.bibliocommons.com/events/623b3288e2696b2f009bcf64",,,,,"2022-05-24T00:00:00.000","2022-05-24T00:00:00.000",,,"Logan Square Branch","logansquare@chipublib.org","(312) 744-5295","Free",,"false","Not Paid","false","false","online",,"false","false","Event",,,
"123825","Cybersecurity Virtual Escape Room","<p>Can you stop a cyber attack? Work with Argonne’s cybersecurity experts to explore phishing, encryption, social engineering, and the dark web to fight back against a notorious hacker that is trying to take over peoples’ cars! </p>","Argonne National Laboratory","Science",,"11","65",,,,,"workshop",,"https://steamville.org/argonne",,,,"2022-05-17T00:00:00.000","2023-06-30T00:00:00.000","15:00","17:00",,,,"Free",,"false","Not Paid","false",,"online","https://cityoflearning-uploads.s3.amazonaws.com/2/ScheduledProgram/2-ScheduledProgram-123825-35857.png","true","false","Resource",,,
"86879","STEAM on Saturdays","<p>Looking to beat those winter doldrums? Join us on Saturdays for ongoing science, technology, engineering, arts, and math programming, including fabric design, bridge building, coding, and more! We provide all supplies for students throughout this program, as well as guided leadership during our online Zoom sessions.</p>","Boy Scouts of America","Science",,"8","12",,,,,"workshop",,"https://www.pathwaytoadventure.org/STEM","http://www.exploring.org/wp-content/uploads/2018/10/246120-Exploring-Youth-Application-PF.pdf",,,"2020-12-04T00:00:00.000","2021-05-22T00:00:00.000","10:00","12:00",,,"312-421-4400","Free",,"false","Not Paid","false","false","online","https://cdn.filestackcontent.com/x9XW6SiUREKXsDCNQeJN","false","false","Program",,,
"86887","MY SO (My Science Olympiad)","<p>MY SO is a STEM program that is available to all middle and high school students who love STEM and want to stay engaged in learning - at home, at school, or after school. Download the monthly lesson plan to learn about different STEM topics like epidemiology, circuits, weather and space. Watch the STEM Session videos to hear from STEM professionals about what they do and how they got to where they are. There's also an optional STEM Showdown each month (fee-based), if you want to compete against other students across the country.</p><p>#RDLCHI</p>","Science Olympiad","Science",,"12","19",,,,,"workshop",,"https://www.soinc.org/myso","https://www.soinc.org/myso",,,"2020-12-01T00:00:00.000","2021-12-31T00:00:00.000",,,,"kpavlik@soinc.org",,"Free",,"false","Not Paid","false","false","online","https://cdn.filestackcontent.com/l9Za1ZhsR6ujiO8ziNlz","false","false","Resource",,,
"94445","Chicago Park District Summer Jobs","<p>Find hundreds of summer jobs through the Chicago Park District! Applications are open through May 31!</p>","Chicago Park District","Sports + Wellness.",,"16","24",,,,,"workshop",,"https://aa128.taleo.net/careersection/ex/jobsearch.ftl?f=JOB_TYPE%284%29&a=null&multiline=true","https://aa128.taleo.net/careersection/ex/jobsearch.ftl?f=JOB_TYPE%284%29&a=null&multiline=true",,"2021-05-31T00:00:00.000","2021-06-14T00:00:00.000","2021-08-31T00:00:00.000",,,,,,"Free",,"false","Paid, Type Unknown","false","false","online","https://cdn.filestackcontent.com/JXKyucvOTh2q71fEDLJK","false","false","Program",,,
