Season,Facility ID,Latitude,Longitude,Street1,Street2,City,State,Postal Code,Country,Facility Name,URL,Phone,Contact,Begin Date,End Date,Begin Time,End Time,Begin DateTime,End DateTime,Recurrence Days,Hours,Eligibility,Cost,Notes,Record ID,Location
2020-2021,16,41.841034,-87.68529,2800 S Western Ave,,Chicago,IL,60608,United States of America,Arturo Velazquez Institute,,,,10/10/2020,10/10/2020,9:00:00,15:00:00,10/10/2020 09:00:00 AM,10/10/2020 03:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_16,"(41.841034, -87.68529)"
2020-2021,17,41.71317,-87.59236,10001 S Woodlawn Ave,,Chicago,IL,60628,United States of America,Olive-Harvey College (Drive-thru),,,,10/10/2020,10/10/2020,9:00:00,15:00:00,10/10/2020 09:00:00 AM,10/10/2020 03:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_17,"(41.71317, -87.59236)"
2020-2021,18,41.74406,-87.596954,1215 E 83rd St,,Chicago,IL,60619,United States of America,Avalon Park,,,,10/13/2020,10/13/2020,10:00:00,14:00:00,10/13/2020 10:00:00 AM,10/13/2020 02:00:00 PM,Tuesday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_18,"(41.74406, -87.596954)"
2020-2021,19,41.85523,-87.65389,1119 W Cullerton St,,Chicago,IL,60608,United States of America,Dvorak Park,,,,10/13/2020,10/13/2020,10:00:00,14:00:00,10/13/2020 10:00:00 AM,10/13/2020 02:00:00 PM,Tuesday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_19,"(41.85523, -87.65389)"
2020-2021,20,41.965374,-87.65906,1145 W Wilson Ave,,Chicago,IL,60640,United States of America,Harry S. Truman College,,,,10/14/2020,10/14/2020,12:00:00,15:00:00,10/14/2020 12:00:00 PM,10/14/2020 03:00:00 PM,Wednesday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_20,"(41.965374, -87.65906)"
2020-2021,21,41.780716,-87.646476,832 W 63rd St,,Chicago,IL,60621,United States of America,Kennedy-King College/Whole Foods,,,,10/14/2020,10/14/2020,9:00:00,15:00:00,10/14/2020 09:00:00 AM,10/14/2020 03:00:00 PM,Wednesday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_21,"(41.780716, -87.646476)"
2020-2021,22,41.965374,-87.65906,1145 W Wilson Ave,,Chicago,IL,60640,United States of America,Harry S. Truman College,,,,10/15/2020,10/15/2020,12:00:00,18:00:00,10/15/2020 12:00:00 PM,10/15/2020 06:00:00 PM,Thursday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_22,"(41.965374, -87.65906)"
2020-2021,23,41.780716,-87.646476,832 W 63rd St,,Chicago,IL,60621,United States of America,Kennedy-King College/Whole Foods,,,,10/15/2020,10/15/2020,9:00:00,15:00:00,10/15/2020 09:00:00 AM,10/15/2020 03:00:00 PM,Thursday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_23,"(41.780716, -87.646476)"
2020-2021,24,41.965374,-87.65906,1145 W Wilson Ave,,Chicago,IL,60640,United States of America,Harry S. Truman College,,,,10/17/2020,10/17/2020,9:00:00,15:00:00,10/17/2020 09:00:00 AM,10/17/2020 03:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_24,"(41.965374, -87.65906)"
2020-2021,25,41.780716,-87.646476,832 W 63rd St,,Chicago,IL,60621,United States of America,Kennedy-King College/Whole Foods,,,,10/17/2020,10/17/2020,9:00:00,15:00:00,10/17/2020 09:00:00 AM,10/17/2020 03:00:00 PM,Wednesday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_25,"(41.780716, -87.646476)"
2020-2021,26,41.904716,-87.75582,1333 N Laramie Ave,,Chicago,IL,60651,United States of America,Lafollette Park,,,,10/19/2020,10/19/2020,10:00:00,14:00:00,10/19/2020 10:00:00 AM,10/19/2020 02:00:00 PM,Monday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_26,"(41.904716, -87.75582)"
2020-2021,27,41.861202,-87.733073,4320 W 15th St,,Chicago,IL,60623,United States of America,Benjamin Franklin Park,,,,10/20/2020,10/20/2020,10:00:00,14:00:00,10/20/2020 10:00:00 AM,10/20/2020 02:00:00 PM,Tuesday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_27,"(41.861202, -87.733073)"
2020-2021,28,41.75633,-87.72222,7500 S Pulaski Rd,,Chicago,IL,60652,United States of America,Richard J. Daley College,,,,10/21/2020,10/21/2020,12:00:00,18:00:00,10/21/2020 12:00:00 PM,10/21/2020 06:00:00 PM,Wednesday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_28,"(41.75633, -87.72222)"
2020-2021,29,41.75633,-87.72222,7500 S Pulaski Rd,,Chicago,IL,60652,United States of America,Richard J. Daley College,,,,10/22/2020,10/22/2020,12:00:00,18:00:00,10/22/2020 12:00:00 PM,10/22/2020 06:00:00 PM,Thursday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_29,"(41.75633, -87.72222)"
2020-2021,30,41.75633,-87.72222,7500 S Pulaski Rd,,Chicago,IL,60652,United States of America,Richard J. Daley College,,,,10/24/2020,10/24/2020,9:00:00,15:00:00,10/24/2020 09:00:00 AM,10/24/2020 03:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_30,"(41.75633, -87.72222)"
2020-2021,31,41.761997,-87.584343,7340 S East End Ave,,Chicago,IL,60649,United States of America,Woodhull Park,,,,10/26/2020,10/26/2020,10:00:00,14:00:00,10/26/2020 10:00:00 AM,10/26/2020 02:00:00 PM,Monday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_31,"(41.761997, -87.584343)"
2020-2021,32,41.924163,-87.77918,6100 W Fullerton,,Chicago,IL,60639,United States of America,Riis Park,,,,10/27/2020,10/27/2020,10:00:00,14:00:00,10/27/2020 10:00:00 AM,10/27/2020 02:00:00 PM,Tuesday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_32,"(41.924163, -87.77918)"
2020-2021,33,41.841034,-87.68529,2800 S Western Ave,,Chicago,IL,60608,United States of America,Arturo Velazquez Institute,,,,10/28/2020,10/28/2020,12:00:00,18:00:00,10/28/2020 12:00:00 PM,10/28/2020 06:00:00 PM,Wednesday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_33,"(41.841034, -87.68529)"
2020-2021,34,41.780716,-87.646476,832 W 63rd St,,Chicago,IL,60621,United States of America,Kennedy-King College/Whole Foods,,,,10/28/2020,10/28/2020,9:00:00,15:00:00,10/28/2020 09:00:00 AM,10/28/2020 03:00:00 PM,Wednesday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_34,"(41.780716, -87.646476)"
2020-2021,35,41.841034,-87.68529,2800 S Western Ave,,Chicago,IL,60608,United States of America,Arturo Velazquez Institute,,,,10/29/2020,10/29/2020,12:00:00,18:00:00,10/29/2020 12:00:00 PM,10/29/2020 06:00:00 PM,Thursday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_35,"(41.841034, -87.68529)"
2020-2021,36,41.780716,-87.646476,832 W 63rd St,,Chicago,IL,60621,United States of America,Kennedy-King College/Whole Foods,,,,10/29/2020,10/29/2020,9:00:00,15:00:00,10/29/2020 09:00:00 AM,10/29/2020 03:00:00 PM,Thursday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_36,"(41.780716, -87.646476)"
2020-2021,37,41.841034,-87.68529,2800 S Western Ave,,Chicago,IL,60608,United States of America,Arturo Velazquez Institute,,,,10/31/2020,10/31/2020,9:00:00,15:00:00,10/31/2020 09:00:00 AM,10/31/2020 03:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_37,"(41.841034, -87.68529)"
2020-2021,38,41.780716,-87.646476,832 W 63rd St,,Chicago,IL,60621,United States of America,Kennedy-King College/Whole Foods,,,,10/31/2020,10/31/2020,9:00:00,15:00:00,10/31/2020 09:00:00 AM,10/31/2020 03:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_38,"(41.780716, -87.646476)"
2020-2021,39,41.876639,-87.76868,5701 W Jackson,,Chicago,IL,60644,United States of America,Columbus Park,,,,11/02/2020,11/02/2020,10:00:00,14:00:00,11/02/2020 10:00:00 AM,11/02/2020 02:00:00 PM,Monday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_39,"(41.876639, -87.76868)"
2020-2021,40,41.71317,-87.59236,10001 S Woodlawn Ave,,Chicago,IL,60628,United States of America,Olive-Harvey College (Drive-thru),,,,11/04/2020,11/04/2020,12:00:00,18:00:00,11/04/2020 12:00:00 PM,11/04/2020 06:00:00 PM,Wednesday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_40,"(41.71317, -87.59236)"
2020-2021,41,41.95843,-87.78677,4300 N Narragansett Ave,,Chicago,IL,60634,United States of America,Wilbur Wright College,,,,11/04/2020,11/04/2020,12:00:00,18:00:00,11/04/2020 12:00:00 PM,11/04/2020 06:00:00 PM,Wednesday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_41,"(41.95843, -87.78677)"
2020-2021,42,41.71317,-87.59236,10001 S Woodlawn Ave,,Chicago,IL,60628,United States of America,Olive-Harvey College (Drive-thru),,,,11/05/2020,11/05/2020,12:00:00,18:00:00,11/05/2020 12:00:00 PM,11/05/2020 06:00:00 PM,Thursday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_42,"(41.71317, -87.59236)"
2020-2021,43,41.95843,-87.78677,4300 N Narragansett Ave,,Chicago,IL,60634,United States of America,Wilbur Wright College,,,,11/05/2020,11/05/2020,12:00:00,18:00:00,11/05/2020 12:00:00 PM,11/05/2020 06:00:00 PM,Thursday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_43,"(41.95843, -87.78677)"
2020-2021,44,41.71317,-87.59236,10001 S Woodlawn Ave,,Chicago,IL,60628,United States of America,Olive-Harvey College (Drive-thru),,,,11/07/2020,11/07/2020,9:00:00,15:00:00,11/07/2020 09:00:00 AM,11/07/2020 03:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_44,"(41.71317, -87.59236)"
2020-2021,45,41.95843,-87.78677,4300 N Narragansett Ave,,Chicago,IL,60634,United States of America,Wilbur Wright College,,,,11/07/2020,11/07/2020,9:00:00,15:00:00,11/07/2020 09:00:00 AM,11/07/2020 03:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_45,"(41.95843, -87.78677)"
2020-2021,46,41.741813,-87.660029,1440 W 84th St,,Chicago,IL,60620,United States of America,Foster Park,,,,11/09/2020,11/09/2020,10:00:00,14:00:00,11/09/2020 10:00:00 AM,11/09/2020 02:00:00 PM,Monday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_46,"(41.741813, -87.660029)"
2020-2021,47,41.836339,-87.730789,4247 W 31st,,Chicago,IL,60623,United States of America,Piotrowski Park,,,,11/10/2020,11/10/2020,10:00:00,14:00:00,11/10/2020 10:00:00 AM,11/10/2020 02:00:00 PM,Tuesday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_47,"(41.836339, -87.730789)"
2020-2021,48,41.965374,-87.65906,1145 W Wilson Ave,,Chicago,IL,60640,United States of America,Harry S. Truman College,,,,11/11/2020,11/11/2020,12:00:00,18:00:00,11/11/2020 12:00:00 PM,11/11/2020 06:00:00 PM,Wednesday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_48,"(41.965374, -87.65906)"
2020-2021,49,41.965374,-87.65906,1145 W Wilson Ave,,Chicago,IL,60640,United States of America,Harry S. Truman College,,,,11/12/2020,11/12/2020,12:00:00,18:00:00,11/12/2020 12:00:00 PM,11/12/2020 06:00:00 PM,Thursday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_49,"(41.965374, -87.65906)"
2020-2021,50,41.965374,-87.65906,1145 W Wilson Ave,,Chicago,IL,60640,United States of America,Harry S. Truman College,,,,11/14/2020,11/14/2020,9:00:00,15:00:00,11/14/2020 09:00:00 AM,11/14/2020 03:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed.",,2020-2021_50,"(41.965374, -87.65906)"
2020-2021,91,41.7933,-87.7277,4150 W. 55th St.,,Chicago,IL,60632,United States of America,Greater Lawn WIC,https://www.cityofchicago.org/city/en/depts/cdph/supp_info/health-protection/immunizations_walk-inclinics.html,312-745-1477,,09/01/2020,10/01/2021,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday","Mondays, Tuesdays, Wednesdays, Thursdays, Fridays: 8:00 AM to 3:00 PM.",,"No cost to individual. If insured, insurance will be billed.",,2020-2021_91,"(41.7933, -87.7277)"
2020-2021,94,41.9653,-87.652,845 W Wilson Ave,2nd Level,Chicago,IL,60640,United States of America,Uptown WIC,https://www.cityofchicago.org/city/en/depts/cdph/supp_info/health-protection/immunizations_walk-inclinics.html,312-742-3227,,09/01/2020,10/01/2021,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday","Mondays, Wednesdays & Fridays: 8:00 AM-3:00 PM, Tuesdays & Thursdays: 9:00 AM to 4:00 PM.",,"No cost to individual. If insured, insurance will be billed.",,2020-2021_94,"(41.9653, -87.652)"
2020-2021,95,41.9041,-87.6283,1201 NORTH STATE STREET,,Chicago,IL,60610,United States of America,CVS/pharmacy,http://www.cvs.com,312-640-2842,,09/01/2020,10/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 9:00 AM-8:00 PM, Tue: 9:00 AM-8:00 PM, Wed: 9:00 AM-8:00 PM, Thu: 9:00 AM-8:00 PM, Fri: 9:00 AM-8:00 PM, Sat: 10:00 AM-6:00 PM, Sun: 10:00 AM-6:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2020-2021_95,"(41.9041, -87.6283)"
2020-2021,96,41.9126,-87.6535,1714 NORTH SHEFFIELD AVENUE,,Chicago,IL,60614,United States of America,CVS/pharmacy,http://www.cvs.com,312-640-5161,,09/01/2020,10/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Open 24 Hours,,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2020-2021_96,"(41.9126, -87.6535)"
2020-2021,97,41.7363,-87.586,8712 SOUTH STONY ISLAND AVENUE,,Chicago,IL,60619,United States of America,CVS/pharmacy,http://www.cvs.com,773-933-9200,,09/01/2020,10/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-9:00 PM, Tue: 8:00 AM-9:00 PM, Wed: 8:00 AM-9:00 PM, Thu: 8:00 AM-9:00 PM, Fri: 8:00 AM-9:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2020-2021_97,"(41.7363, -87.586)"
2020-2021,98,41.9763,-87.7886,6417 WEST HIGGINS AVENUE,,Chicago,IL,60656,United States of America,CVS/pharmacy,http://www.cvs.com,773-631-5906,,09/01/2020,10/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday",Open 24 Hours,,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2020-2021_98,"(41.9763, -87.7886)"
2020-2021,99,41.9753,-87.7833,6200 WEST HIGGINS AVENUE,,Chicago,IL,60630,United States of America,CVS/pharmacy,http://www.cvs.com,773-775-9316,,09/01/2020,10/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 9:00 AM-9:00 PM, Tue: 9:00 AM-9:00 PM, Wed: 9:00 AM-9:00 PM, Thu: 9:00 AM-9:00 PM, Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2020-2021_99,"(41.9753, -87.7833)"
2020-2021,100,41.8463,-87.6158,2545 MARTIN LUTHER KING,,Chicago,IL,60606,United States of America,CVS/pharmacy,http://www.cvs.com,312-842-5700,,09/01/2020,10/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 9:00 AM-7:00 PM, Tue: 9:00 AM-7:00 PM, Wed: 9:00 AM-7:00 PM, Thu: 9:00 AM-7:00 PM, Fri: 9:00 AM-7:00 PM, Sat: 9:00 AM-5:00 PM, Sun: Closed",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2020-2021_100,"(41.8463, -87.6158)"
2020-2021,101,41.9259,-87.6497,2414 NORTH LINCOLN AVENUE,,Chicago,IL,60614,United States of America,CVS/pharmacy,http://www.cvs.com,773-665-8126,,09/01/2020,10/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 9:00 AM-7:00 PM, Tue: 9:00 AM-7:00 PM, Wed: 9:00 AM-7:00 PM, Thu: 9:00 AM-7:00 PM, Fri: 9:00 AM-7:00 PM, Sat: 10:00 AM-3:00 PM, Sun: Closed",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2020-2021_101,"(41.9259, -87.6497)"
2020-2021,102,41.9033,-87.6877,2418 WEST DIVISION STREET,,Chicago,IL,60622,United States of America,CVS/pharmacy,http://www.cvs.com,773-486-5782,,09/01/2020,10/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 9:00 AM-5:00 PM, Tue: 9:00 AM-5:00 PM, Wed: 10:00 AM-6:00 PM, Thu: 9:00 AM-5:00 PM, Fri: 9:00 AM-5:00 PM, Sat: Closed, Sun: Closed",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2020-2021_102,"(41.9033, -87.6877)"
2020-2021,103,41.8377,-87.6454,741 WEST 31ST STREET,,Chicago,IL,60608,United States of America,CVS/pharmacy,http://www.cvs.com,312-567-9044,,09/01/2020,10/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2020-2021_103,"(41.8377, -87.6454)"
2020-2021,104,41.8961,-87.6541,771 NORTH OGDEN AVENUE,,Chicago,IL,60622,United States of America,CVS/pharmacy,http://www.cvs.com,312-243-5590,,09/01/2020,10/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2020-2021_104,"(41.8961, -87.6541)"
2020-2021,105,41.9411,-87.7275,3311 NORTH PULASKI ROAD,,Chicago,IL,60641,United States of America,CVS/pharmacy,http://www.cvs.com,773-685-5260,,09/01/2020,10/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2020-2021_105,"(41.9411, -87.7275)"
2020-2021,106,41.9382,-87.6488,3101 NORTH CLARK STREET,,Chicago,IL,60657,United States of America,CVS/pharmacy,http://www.cvs.com,773-477-3333,,09/01/2020,10/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2020-2021_106,"(41.9382, -87.6488)"
2020-2021,107,41.9375,-87.6441,3033 NORTH BROADWAY STREET,,Chicago,IL,60657,United States of America,CVS/pharmacy,http://www.cvs.com,773-883-6141,,09/01/2020,10/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2020-2021_107,"(41.9375, -87.6441)"
2020-2021,108,41.7069,-87.6428,745 WEST 103 ROAD STREET,,Chicago,IL,60628,United States of America,CVS/pharmacy,http://www.cvs.com,773-233-3942,,09/01/2020,10/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2020-2021_108,"(41.7069, -87.6428)"
2020-2021,109,41.969,-87.6795,4800 NORTH DAMEN AVENUE,,Chicago,IL,60625,United States of America,CVS/pharmacy,http://www.cvs.com,773-907-2010,,09/01/2020,10/01/2021,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details. Minimum Age Requirement for Flu Shot: 10.,,2020-2021_109,"(41.969, -87.6795)"
