"season","facility_id","latitude","longitude","street1","street2","city","state","postal_code","country","facility_name","url","phone","contact","begin_date","end_date","begin_time","end_time","begin_datetime","end_datetime","recurrence_days","hours","eligibility","cost","notes","record_id","location"
"2021-2022","11","41.80620","-87.71740","4808 S. Archer Ave.",,"Chicago","IL","60632","United States of America","Polish Highlanders",,,,"2021-10-06T00:00:00.000","2021-10-06T00:00:00.000","9:00:00","13:00:00","2021-10-06T09:00:00.000","2021-10-06T13:00:00.000","Wednesday",,,"COVID-19 and Flu vaccine available. No cost to individual. If insured, insurance will be billed.","https://tinyurl.com/14thwardflu","2021-2022_11","(41.8062, -87.7174)"
"2021-2022","12","41.99740","-87.70170","2845 W. Devon Ave.",,"Chicago","IL","60659","United States of America","Croatian Cultural Center",,,,"2021-10-06T00:00:00.000","2021-10-06T00:00:00.000","10:00:00","2:00:00","2021-10-06T10:00:00.000","2021-10-06T02:00:00.000","Wednesday",,,"COVID-19 and Flu vaccine available. No cost to individual. If insured, insurance will be billed.","https://tinyurl.com/50thwardflu","2021-2022_12","(41.9974, -87.7017)"
"2021-2022","13","41.76620","-87.56870","2325 E. 71st St.",,"Chicago","IL","60649","United States of America","5th Ward Aldermanic Office",,,,"2021-10-07T00:00:00.000","2021-10-07T00:00:00.000","11:00:00","15:00:00","2021-10-07T11:00:00.000","2021-10-07T15:00:00.000","Thursday",,,"COVID-19 and Flu vaccine available. No cost to individual. If insured, insurance will be billed.","https://tinyurl.com/5thwardflu","2021-2022_13","(41.7662, -87.5687)"
"2021-2022","14","41.70414","-87.59321","10355 S. Woodlawn Ave.",,"Chicago","IL","60628","United States of America","Pullman Community Center",,,,"2021-10-07T00:00:00.000","2021-10-07T00:00:00.000","10:00:00","14:00:00","2021-10-07T10:00:00.000","2021-10-07T14:00:00.000","Thursday",,,"COVID-19 and Flu vaccine available. No cost to individual. If insured, insurance will be billed.","https://tinyurl.com/9thwardflu","2021-2022_14","(41.70414, -87.59321)"
"2021-2022","15","42.01094","-87.66134","1230 W. Greenleaf Ave.",,"Chicago","IL","60626","United States of America","Loyola Park",,,,"2021-10-08T00:00:00.000","2021-10-08T00:00:00.000","10:00:00","14:00:00","2021-10-08T10:00:00.000","2021-10-08T14:00:00.000","Friday",,,"COVID-19 and Flu vaccine available. No cost to individual. If insured, insurance will be billed.","https://tinyurl.com/49thwardflu","2021-2022_15","(42.01094, -87.66134)"
"2021-2022","16","41.98204","-87.66026","5500 N. Broadway St.",,"Chicago","IL","60640","United States of America","St Ita Catholic Church",,,,"2021-10-12T00:00:00.000","2021-10-12T00:00:00.000","10:00:00","14:00:00","2021-10-12T10:00:00.000","2021-10-12T14:00:00.000","Tuesday",,,"COVID-19 and Flu vaccine available. No cost to individual. If insured, insurance will be billed.","https://tinyurl.com/48thwardflu","2021-2022_16","(41.98204, -87.66026)"
"2021-2022","17","41.80290","-87.62660","5046 S. State St.",,"Chicago","IL","60609","United States of America","3rd Ward City Service Office",,,,"2021-10-13T00:00:00.000","2021-10-13T00:00:00.000","11:00:00","15:00:00","2021-10-13T11:00:00.000","2021-10-13T15:00:00.000","Wednesday",,,"COVID-19 and Flu vaccine available. No cost to individual. If insured, insurance will be billed.","https://tinyurl.com/3rdwardflu","2021-2022_17","(41.8029, -87.6266)"
"2021-2022","18","41.88152","-87.63116","16 S. Clark St.",,"Chicago","IL","60603","United States of America","Chicago Temple",,,,"2021-10-13T00:00:00.000","2021-10-13T00:00:00.000","10:00:00","14:00:00","2021-10-13T10:00:00.000","2021-10-13T14:00:00.000","Wednesday",,,"COVID-19 and Flu vaccine available. No cost to individual. If insured, insurance will be billed.","https://tinyurl.com/42ndwardflu","2021-2022_18","(41.88152, -87.63116)"
"2021-2022","19","41.88390","-87.63200","121 N. LaSalle St.",,"Chicago","IL","60602","United States of America","City Hall",,,,"2021-10-14T00:00:00.000","2021-10-14T00:00:00.000","9:00:00","14:00:00","2021-10-14T09:00:00.000","2021-10-14T14:00:00.000","Thursday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Register here: getvaxchi.chicago.gov","2021-2022_19","(41.8839, -87.632)"
"2021-2022","20","41.85238","-87.67825","2100 W. Cermak Rd.",,"Chicago","IL","60608","United States of America","25th Ward Aldermanic Office",,,,"2021-10-15T00:00:00.000","2021-10-15T00:00:00.000","9:00:00","13:00:00","2021-10-15T09:00:00.000","2021-10-15T13:00:00.000","Friday",,,"COVID-19 and Flu vaccine available. No cost to individual. If insured, insurance will be billed.","https://tinyurl.com/25thwardflu","2021-2022_20","(41.85238, -87.67825)"
"2021-2022","21","41.96617","-87.71356","3436 W. Wilson Ave.",,"Chicago","IL","60625","United States of America","Roosevelt High School",,,,"2021-10-15T00:00:00.000","2021-10-15T00:00:00.000","11:00:00","15:00:00","2021-10-15T11:00:00.000","2021-10-15T15:00:00.000","Friday",,,"COVID-19 and Flu vaccine available. No cost to individual. If insured, insurance will be billed.","https://tinyurl.com/33rdwardflu","2021-2022_21","(41.96617, -87.71356)"
"2021-2022","22","41.98380","-87.68980","5620 N. Western Ave.",,"Chicago","IL","60659","United States of America","40th Ward Aldermanic Office",,,,"2021-10-15T00:00:00.000","2021-10-15T00:00:00.000","11:00:00","15:00:00","2021-10-15T11:00:00.000","2021-10-15T15:00:00.000","Friday",,,"COVID-19 and Flu vaccine available. No cost to individual. If insured, insurance will be billed.","https://tinyurl.com/40thwardflu","2021-2022_22","(41.9838, -87.6898)"
"2021-2022","23","41.82500","-87.61230","3825 S. Vincennes Ave.",,"Chicago","IL","60653","United States of America","Oakwood Center",,,,"2021-10-16T00:00:00.000","2021-10-16T00:00:00.000","9:00:00","13:00:00","2021-10-16T09:00:00.000","2021-10-16T13:00:00.000","Saturday",,,"COVID-19 and Flu vaccine available. No cost to individual. If insured, insurance will be billed.","https://tinyurl.com/4thwardflu","2021-2022_23","(41.825, -87.6123)"
"2021-2022","24","41.95843","-87.78677","4300 N. Narragansett Ave.",,"Chicago","IL","60634","United States of America","Wright College - Family Flu/COVID",,,,"2021-10-16T00:00:00.000","2021-10-16T00:00:00.000","9:00:00","14:00:00","2021-10-16T09:00:00.000","2021-10-16T14:00:00.000","Saturday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Register here: getvaxchi.chicago.gov","2021-2022_24","(41.95843, -87.78677)"
"2021-2022","25","41.84103","-87.68529","2800 S. Western Ave.",,"Chicago","IL","60608","United States of America","Arturo Velasquez Institute - Family Flu/COVID",,,,"2021-10-16T00:00:00.000","2021-10-16T00:00:00.000","9:00:00","14:00:00","2021-10-16T09:00:00.000","2021-10-16T14:00:00.000","Saturday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Register here: getvaxchi.chicago.gov","2021-2022_25","(41.84103, -87.68529)"
"2021-2022","26","41.78048","-87.64407","6301 S. Halsted St.",,"Chicago","IL","60621","United States of America","Kennedy King College - Family Flu/COVID",,,,"2021-10-16T00:00:00.000","2021-10-16T00:00:00.000","9:00:00","14:00:00","2021-10-16T09:00:00.000","2021-10-16T14:00:00.000","Saturday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Register here: getvaxchi.chicago.gov","2021-2022_26","(41.78048, -87.64407)"
"2021-2022","27","41.94021","-87.64613","644 W. Belmont Ave.",,"Chicago","IL","60657","United States of America","Merlo Public Library",,,,"2021-10-19T00:00:00.000","2021-10-19T00:00:00.000","11:00:00","15:00:00","2021-10-19T11:00:00.000","2021-10-19T15:00:00.000","Tuesday",,,"COVID-19 and Flu vaccine available. No cost to individual. If insured, insurance will be billed.","https://tinyurl.com/44thwardflu","2021-2022_27","(41.94021, -87.64613)"
"2021-2022","28","41.82350","-87.68300","2210 W. Pershing Rd.",,"Chicago","IL","60609","United States of America","McKinley Park",,,,"2021-10-28T00:00:00.000","2021-10-28T00:00:00.000","9:00:00","13:00:00","2021-10-28T09:00:00.000","2021-10-28T13:00:00.000","Thursday",,,"COVID-19 and Flu vaccine available. No cost to individual. If insured, insurance will be billed.","https://tinyurl.com/12thwardflu","2021-2022_28","(41.8235, -87.683)"
"2021-2022","29","41.75633","-87.72222","7500 S. Pulaski Rd.",,"Chicago","IL","60652","United States of America","Daley College - Family Flu/COVID",,,,"2021-10-23T00:00:00.000","2021-10-21T00:00:00.000","9:00:00","14:00:00","2021-10-23T09:00:00.000","2021-10-21T14:00:00.000","Saturday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Register here: getvaxchi.chicago.gov","2021-2022_29","(41.75633, -87.72222)"
"2021-2022","30","41.96537","-87.65906","1145 W. Wilson Ave.",,"Chicago","IL","60640","United States of America","Truman College - Family Flu/COVID",,,,"2021-10-23T00:00:00.000","2021-10-23T00:00:00.000","9:00:00","14:00:00","2021-10-23T09:00:00.000","2021-10-23T14:00:00.000","Saturday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Register here: getvaxchi.chicago.gov","2021-2022_30","(41.96537, -87.65906)"
"2021-2022","31","41.86678","-87.64568","725 W. Roosevelt Rd.",,"Chicago","IL","60647","United States of America","Operation Warm-UIC Forum",,,,"2021-10-23T00:00:00.000","2021-10-23T00:00:00.000","9:00:00","14:00:00","2021-10-23T09:00:00.000","2021-10-23T14:00:00.000","Saturday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Register here: getvaxchi.chicago.gov","2021-2022_31","(41.86678, -87.64568)"
"2021-2022","32","41.79315","-87.77146","5433 S. Austin Ave.",,"Chicago","IL","60638","United States of America","Crossroad Community Church",,,,"2021-10-29T00:00:00.000","2021-10-21T00:00:00.000","10:00:00","14:00:00","2021-10-29T10:00:00.000","2021-10-21T14:00:00.000","Friday",,,"COVID-19 and Flu vaccine available. No cost to individual. If insured, insurance will be billed.","https://tinyurl.com/12thwardflu","2021-2022_32","(41.79315, -87.77146)"
"2021-2022","33","41.91920","-87.73130","2121 N. Keeler Ave.",,"Chicago","IL","60639","United States of America","William P. Nixon Elementary School",,,,"2021-10-29T00:00:00.000","2021-10-29T00:00:00.000","14:00:00","18:00:00","2021-10-29T14:00:00.000","2021-10-29T18:00:00.000","Friday",,,"COVID-19 and Flu vaccine available. No cost to individual. If insured, insurance will be billed.","https://tinyurl.com/23rdwardflu","2021-2022_33","(41.9192, -87.7313)"
"2021-2022","34","41.96280","-87.68440","4455 N. Lincoln Ave.",,"Chicago","IL","60625","United States of America","Sulzer Chicago Public Library",,,,"2021-10-30T00:00:00.000","2021-10-30T00:00:00.000","10:00:00","15:00:00","2021-10-30T10:00:00.000","2021-10-30T15:00:00.000","Saturday",,,"COVID-19 and Flu vaccine available. No cost to individual. If insured, insurance will be billed.","https://tinyurl.com/35thwardflu","2021-2022_34","(41.9628, -87.6844)"
"2021-2022","35","41.94390","-87.82798","8029 W. Forest Preserve Ave.",,"Chicago","IL","60634","United States of America","Hiawatha Park",,,,"2021-11-08T00:00:00.000","2021-11-08T00:00:00.000","11:00:00","15:00:00","2021-11-08T11:00:00.000","2021-11-08T15:00:00.000","Monday",,,"COVID-19 and Flu vaccine available. No cost to individual. If insured, insurance will be billed.","https://tinyurl.com/47thwardflu","2021-2022_35","(41.9439, -87.82798)"
"2021-2022","36","41.88390","-87.63200","121 N. LaSalle St.",,"Chicago","IL","60602","United States of America","City Hall",,,,"2021-11-09T00:00:00.000","2021-11-09T00:00:00.000","9:00:00","14:00:00","2021-11-09T09:00:00.000","2021-11-09T14:00:00.000","Tuesday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Register here: getvaxchi.chicago.gov","2021-2022_36","(41.8839, -87.632)"
"2021-2022","37","41.70460","-87.53530","10500 S. Ewing Ave.",,"Chicago","IL","60617","United States of America","10th Ward Aldermanic Office","https://tinyurl.com/10thwardflu",,,"2021-11-15T00:00:00.000","2021-11-15T00:00:00.000","10:00:00","14:00:00","2021-11-15T10:00:00.000","2021-11-15T14:00:00.000","Monday",,,"COVID-19 and Flu vaccine available. No cost to individual. If insured, insurance will be billed.","https://tinyurl.com/10thwardflu","2021-2022_37","(41.7046, -87.5353)"
"2021-2022","38","41.88390","-87.63200","121 N. LaSalle St.",,"Chicago","IL","60602","United States of America","City Hall",,,,"2021-12-07T00:00:00.000","2021-12-07T00:00:00.000","9:00:00","14:00:00","2021-12-07T09:00:00.000","2021-12-07T14:00:00.000","Tuesday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Register here: getvaxchi.chicago.gov","2021-2022_38","(41.8839, -87.632)"
"2021-2022","39","41.84135","-87.64951","2901 S. Poplar Ave.",,"Chicago","IL","60608","United States of America","McGuane Park",,,,"2021-11-01T00:00:00.000","2021-11-01T00:00:00.000","9:00:00","13:00:00","2021-11-01T09:00:00.000","2021-11-01T13:00:00.000","Monday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available.","2021-2022_39","(41.84135, -87.64951)"
"2021-2022","40","41.79327","-87.72766","4150 W. 55th St.",,"Chicago","IL","60632","United States of America","Greater Lawn WIC","https://www.cityofchicago.org/city/en/depts/cdph/supp_info/health-protection/immunizations_walk-inclinics.html","312-747-5416",,"2021-09-01T00:00:00.000","2023-09-01T00:00:00.000","8:00:00","15:00:00","2021-09-01T08:00:00.000","2023-09-01T15:00:00.000","Monday, Tuesday, Wednesday, Thursday, Friday","Mondays, Tuesdays, Wednesdays, Thursdays, Fridays: 8:00 AM to 3:00 PM.",,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Register here: getvaxchi.chicago.gov","2021-2022_40","(41.79327, -87.72766)"
"2021-2022","41","41.96545","-87.65139","845 W. Wilson Ave.","2nd Level","Chicago","IL","60640","United States of America","Uptown WIC","https://www.cityofchicago.org/city/en/depts/cdph/supp_info/health-protection/immunizations_walk-inclinics.html","312-742-3227",,"2021-09-01T00:00:00.000","2023-09-01T00:00:00.000",,,,,"Monday, Tuesday, Wednesday, Thursday, Friday","Mondays, Wednesdays & Fridays: 8:00 AM-3:00 PM, Tuesdays & Thursdays: 9:00 AM to 4:00 PM.",,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Register here: getvaxchi.chicago.gov","2021-2022_41","(41.96545, -87.65139)"
"2021-2022","42","41.75097","-87.64988","1040 W. 79th St.",,"Chicago","IL","60620","United States of America","Senior Center- Auburn Gresham",,,,"2021-09-20T00:00:00.000","2021-09-20T00:00:00.000","9:30:00","11:30:00","2021-09-20T09:30:00.000","2021-09-20T11:30:00.000","Monday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Walk-in registration only.","2021-2022_42","(41.75097, -87.64988)"
"2021-2022","43","41.74383","-87.60412","8300 S. Cottage Grove Ave.",,"Chicago","IL","60619","United States of America","Senior Center- Chatham",,,,"2021-09-20T00:00:00.000","2021-09-20T00:00:00.000","9:30:00","11:30:00","2021-09-20T09:30:00.000","2021-09-20T11:30:00.000","Monday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Walk-in registration only.","2021-2022_43","(41.74383, -87.60412)"
"2021-2022","44","41.87395","-87.75179","5071 W. Congress Pkwy",,"Chicago","IL","60644","United States of America","Senior Center- Austin",,,,"2021-09-20T00:00:00.000","2021-09-20T00:00:00.000","9:30:00","11:30:00","2021-09-20T09:30:00.000","2021-09-20T11:30:00.000","Monday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Walk-in registration only.","2021-2022_44","(41.87395, -87.75179)"
"2021-2022","45","41.77970","-87.64185","653-657 W. 63rd St.",,"Chicago","IL","60621","United States of America","Senior Center- Englewood",,,,"2021-09-21T00:00:00.000","2021-09-21T00:00:00.000","9:30:00","11:30:00","2021-09-21T09:30:00.000","2021-09-21T11:30:00.000","Tuesday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Walk-in registration only.","2021-2022_45","(41.7797, -87.64185)"
"2021-2022","46","41.87108","-87.67823","2102 W. Ogden Ave.",,"Chicago","IL","60612","United States of America","Senior Center- Central West Regional",,,,"2021-09-21T00:00:00.000","2021-09-21T00:00:00.000","9:30:00","11:30:00","2021-09-21T09:30:00.000","2021-09-21T11:30:00.000","Tuesday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Walk-in registration only.","2021-2022_46","(41.87108, -87.67823)"
"2021-2022","47","41.72113","-87.62170","49 E. 95th St.",,"Chicago","IL","60628","United States of America","Senior Center- Abbott Park",,,,"2021-09-22T00:00:00.000","2021-09-22T00:00:00.000","9:30:00","11:30:00","2021-09-22T09:30:00.000","2021-09-22T11:30:00.000","Wednesday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Walk-in registration only.","2021-2022_47","(41.72113, -87.6217)"
"2021-2022","48","41.79758","-87.75194","5674-B S. Archer Ave.",,"Chicago","IL","60638","United States of America","Senior Center- Garfield Ridge",,,,"2021-09-22T00:00:00.000","2021-09-22T00:00:00.000","9:30:00","11:30:00","2021-09-22T09:30:00.000","2021-09-22T11:30:00.000","Wednesday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Walk-in registration only.","2021-2022_48","(41.79758, -87.75194)"
"2021-2022","49","41.89605","-87.66758","1613 W. Chicago Ave.",,"Chicago","IL","60622","United States of America","Senior Center- West Town",,,,"2021-09-22T00:00:00.000","2021-09-22T00:00:00.000","9:30:00","11:30:00","2021-09-22T09:30:00.000","2021-09-22T11:30:00.000","Wednesday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Walk-in registration only.","2021-2022_49","(41.89605, -87.66758)"
"2021-2022","50","41.70477","-87.62071","10426 S. Michigan Ave.",,"Chicago","IL","60628","United States of America","Senior Center- Roseland",,,,"2021-09-23T00:00:00.000","2021-09-23T00:00:00.000","9:30:00","11:30:00","2021-09-23T09:30:00.000","2021-09-23T11:30:00.000","Thursday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Walk-in registration only.","2021-2022_50","(41.70477, -87.62071)"
"2021-2022","51","41.75149","-87.57961","1767 E. 79th St.",,"Chicago","IL","60649","United States of America","Senior Center- Southwest Regional",,,,"2021-09-23T00:00:00.000","2021-09-23T00:00:00.000","9:30:00","11:30:00","2021-09-23T09:30:00.000","2021-09-23T11:30:00.000","Thursday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Walk-in registration only.","2021-2022_51","(41.75149, -87.57961)"
"2021-2022","52","41.78162","-87.70246","6117 S. Kedzie Ave.",,"Chicago","IL","60629","United States of America","Senior Center- Southwest",,,,"2021-09-23T00:00:00.000","2021-09-23T00:00:00.000","9:30:00","11:30:00","2021-09-23T09:30:00.000","2021-09-23T11:30:00.000","Thursday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Walk-in registration only.","2021-2022_52","(41.78162, -87.70246)"
"2021-2022","53","41.72750","-87.54477","9233 S. Burley Ave.",,"Chicago","IL","60617","United States of America","Senior Center- South Chicago",,,,"2021-09-24T00:00:00.000","2021-09-24T00:00:00.000","9:30:00","11:30:00","2021-09-24T09:30:00.000","2021-09-24T11:30:00.000","Friday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Walk-in registration only.","2021-2022_53","(41.7275, -87.54477)"
"2021-2022","54","41.85469","-87.65021","2021 S. Morgan St.",,"Chicago","IL","60608","United States of America","Senior Center- Pilsen",,,,"2021-09-24T00:00:00.000","2021-09-24T00:00:00.000","9:30:00","11:30:00","2021-09-24T09:30:00.000","2021-09-24T11:30:00.000","Friday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Walk-in registration only.","2021-2022_54","(41.85469, -87.65021)"
"2021-2022","55","41.97535","-87.65945","5120 N. Broadway St.",,"Chicago","IL","60640","United States of America","Senior Center- Southeast Asia Center",,,,"2021-09-24T00:00:00.000","2021-09-24T00:00:00.000","9:30:00","12:00:00","2021-09-24T09:30:00.000","2021-09-24T12:00:00.000","Friday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Walk-in registration only.","2021-2022_55","(41.97535, -87.65945)"
"2021-2022","56","41.95517","-87.76410","4100 N. Long Ave.",,"Chicago","IL","60641","United States of America","Senior Center- Portage Park",,,,"2021-09-27T00:00:00.000","2021-09-27T00:00:00.000","9:30:00","11:30:00","2021-09-27T09:30:00.000","2021-09-27T11:30:00.000","Monday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Walk-in registration only.","2021-2022_56","(41.95517, -87.7641)"
"2021-2022","57","41.98672","-87.79300","5801 N. Natoma Ave.",,"Chicago","IL","60631","United States of America","Senior Center- Norwood Park",,,,"2021-09-28T00:00:00.000","2021-09-28T00:00:00.000","9:30:00","11:30:00","2021-09-28T09:30:00.000","2021-09-28T11:30:00.000","Tuesday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Walk-in registration only.","2021-2022_57","(41.98672, -87.793)"
"2021-2022","58","41.95547","-87.68584","4040 N. Oakley Ave.",,"Chicago","IL","60618","United States of America","Senior Center- North Center",,,,"2021-09-28T00:00:00.000","2021-09-28T00:00:00.000","9:30:00","11:30:00","2021-09-28T09:30:00.000","2021-09-28T11:30:00.000","Tuesday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Walk-in registration only.","2021-2022_58","(41.95547, -87.68584)"
"2021-2022","59","41.93829","-87.72190","3160 N. Milwaukee Ave.",,"Chicago","IL","60618","United States of America","Senior Center- Northwest Regional",,,,"2021-09-29T00:00:00.000","2021-09-29T00:00:00.000","9:30:00","11:30:00","2021-09-29T09:30:00.000","2021-09-29T11:30:00.000","Wednesday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Walk-in registration only.","2021-2022_59","(41.93829, -87.7219)"
"2021-2022","60","41.96860","-87.67890","2019 W. Lawrence Ave.",,"Chicago","IL","60625","United States of America","Senior Center- Northeast Reional",,,,"2021-09-29T00:00:00.000","2021-09-29T00:00:00.000","9:30:00","11:30:00","2021-09-29T09:30:00.000","2021-09-29T11:30:00.000","Wednesday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Walk-in registration only.","2021-2022_60","(41.9686, -87.6789)"
"2021-2022","61","41.93027","-87.74520","2715 N. Cicero Ave.",,"Chicago","IL","60639","United States of America","Senior Center- Kelvyn Park",,,,"2021-09-30T00:00:00.000","2021-09-30T00:00:00.000","9:30:00","11:30:00","2021-09-30T09:30:00.000","2021-09-30T11:30:00.000","Thursday",,,"No cost to individual. If insured, insurance will be billed.","COVID-19 and Flu vaccine available. Walk-in registration only.","2021-2022_61","(41.93027, -87.7452)"
