"day","date","park","park_phone","title","cc","rating","underwriter","park_address","location"
"Fri","2017-06-23T00:00:00.000","Minuteman Park","(773) 284-0214","Drop Dead Fred","Y","PG-13",,"5940 S. Central Ave.","5940 S. Central Ave.
Chicago, IL 
(41.784098, -87.761961)"
"Fri","2017-06-23T00:00:00.000","Osterman Beach","(312) 742-1134","The Unsinkable Molly Brown",,"NR",,"5800 N. Lake Shore Dr.","5800 N. Lake Shore Dr.
Chicago, IL "
"Sat","2017-06-24T00:00:00.000","Humboldt Park","(312) 742-7549","The Secret Life of Pets","Y","PG",,"1440 N. Sacramento","1440 N. Sacramento
Chicago, IL 
(41.902822, -87.701792)"
"Sat","2017-06-24T00:00:00.000","Murray Playground Park","(312) 747-6562","The Secret Life of Pets","Y","PG",,"1743 W. 73rd St.","1743 W. 73rd St.
Chicago, IL 
(41.761241, -87.666741)"
"Sat","2017-06-24T00:00:00.000","Rowan Park","(773) 646-3180","Space Jam","Y","PG",,"11546 S. Avenue L","11546 S. Avenue L
Chicago, IL 
(41.685148, -87.53645)"
"Sun","2017-06-25T00:00:00.000","Jonquil Playlot Park","(312) 742-7816","La La Land","Y","PG-13","Underwritten by the Wrightwood Neighbors Association","1001 W. Wrightwood Ave.","1001 W. Wrightwood Ave.
Chicago, IL 
(41.929029, -87.653839)"
"Mon","2017-06-26T00:00:00.000","Harold Washington Playlot Park","(312) 747-6620","An American in Paris",,"NR",,"5200 S. Hyde Park Blvd.","5200 S. Hyde Park Blvd.
Chicago, IL 
(41.800598, -87.584362)"
"Tue","2017-06-27T00:00:00.000","Bartelme, Mary Park","(312) 746-5962","The Lego Movie","Y","PG","Underwritten by the Museum of Science and Industry","115 S. Sangamon St.","115 S. Sangamon St.
Chicago, IL 
(41.879642, -87.650804)"
"Tue","2017-06-27T00:00:00.000","Chicago History Museum","(312) 742-1134","Field of Dreams","Y","PG","Underwritten by the Chicago History Museum","1601 N. Clark St.","1601 N. Clark St.
Chicago, IL 
(41.911789, -87.631947)"
"Tue","2017-06-27T00:00:00.000","Webster Park","(312) 745-1479","Rogue One","Y","PG-13","Underwritten by the Greater South Loop Association","1357 S. Indiana Ave.","1357 S. Indiana Ave.
Chicago, IL 
(41.864392, -87.622376)"
"Wed","2017-06-28T00:00:00.000","Harrison Park","(312) 746-5491","Como en el Cine/Like in the Movies","Y","NR","Underwritten by the International Latino Cultural Center","1824 S. Wood St.","1824 S. Wood St.
Chicago, IL 
(41.856811, -87.671063)"
"Wed","2017-06-28T00:00:00.000","Lincoln Park Cultural Center","(312) 742-7726","Big","Y","PG",,"2045 N. Lincoln Park West","2045 N. Lincoln Park West
Chicago, IL 
(41.9197, -87.63638)"
"Wed","2017-06-28T00:00:00.000","Olympia Park","(773) 631-6861","Sing","Y","PG",,"6566 N. Avondale Ave.","6566 N. Avondale Ave.
Chicago, IL 
(41.999736, -87.814958)"
"Thu","2017-06-29T00:00:00.000","Chase Park","(312) 742-7518","Top Gun","Y","PG","Produced by the Chase Park Advisory Council","4701 N. Ashland Ave.","4701 N. Ashland Ave.
Chicago, IL 
(41.967097, -87.669326)"
"Thu","2017-06-29T00:00:00.000","Owens Park","(312) 747-6709","Sing","Y","PG",,"8800 S. Clyde","8800 S. Clyde
Chicago, IL 
(41.734405, -87.573238)"
"Thu","2017-06-29T00:00:00.000","Sumner Park","(312) 746-5394","Trolls","Y","PG",,"4320 W. 5th Ave.","4320 W. 5th Ave.
Chicago, IL 
(41.870728, -87.733605)"
"Thu","2017-06-29T00:00:00.000","Wicker Park","(312) 742-7553","Raising Arizona","Y","PG-13","Underwritten by The Wormhole Coffee","1425 N. Damen Avenue","1425 N. Damen Avenue
Chicago, IL 
(41.90763, -87.677389)"
"Fri","2017-06-30T00:00:00.000","La Villita Park","(312) 747-6608","Sing","Y","PG",,"2800 S. Sacramento Blvd.","2800 S. Sacramento Blvd.
Chicago, IL "
"Fri","2017-06-30T00:00:00.000","Oz Park","(312) 742-7898","Hook","Y","PG",,"2021 N. Burling St.","2021 N. Burling St.
Chicago, IL 
(41.919044, -87.647303)"
"Fri","2017-06-30T00:00:00.000","Wentworth Park","(312) 747-6993","Kung Fu Panda 3","Y","PG",,"5625 S. Mobile Ave.","5625 S. Mobile Ave.
Chicago, IL 
(41.790224, -87.779233)"
"Sat","2017-07-01T00:00:00.000","Senn Playlot Park","(312) 742-7502","Sing","Y","PG",,"5887 N. Ridge Ave.","5887 N. Ridge Ave.
Chicago, IL 
(41.988713, -87.668464)"
"Sat","2017-07-01T00:00:00.000","Seward Park","(312) 742-7895","Pete's Dragon","Y","PG",,"375 W. Elm St.","375 W. Elm St.
Chicago, IL 
(41.902735, -87.639498)"
"Sun","2017-07-02T00:00:00.000","Independence Park","(773) 478-3538","The Secret Life of Pets","Y","PG",,"3945 N. Springfield Ave.","3945 N. Springfield Ave.
Chicago, IL 
(41.952657, -87.72507)"
"Wed","2017-07-05T00:00:00.000","Brainerd Park","(312) 747-6027","Captain America: Civil War","Y","PG-13",,"1246 W. 92nd St.","1246 W. 92nd St.
Chicago, IL 
(41.726792, -87.654282)"
"Wed","2017-07-05T00:00:00.000","Vittum Park","(773) 284-6022","Ghostbusters (2016)","Y","PG-13","Underwritten by Paisanos Basketball Association","5010 W. 50th St.","5010 W. 50th St.
Chicago, IL 
(41.801881, -87.762183)"
"Thu","2017-07-06T00:00:00.000","Bogan Park","(773) 284-6456","Ghostbusters (2016)","Y","PG-13",,"3939 W. 79th St.","3939 W. 79th St.
Chicago, IL 
(41.749467, -87.720399)"
"Thu","2017-07-06T00:00:00.000","Rosenblum Park","(312) 747-6649","Captain America: Civil War","Y","PG-13",,"8050 S. Chapel","8050 S. Chapel
Chicago, IL "
"Thu","2017-07-06T00:00:00.000","Wicker Park","(312) 742-7553","National Treasure","Y","PG","Underwritten by The Wormhole Coffee","1425 N. Damen Avenue","1425 N. Damen Avenue
Chicago, IL 
(41.90763, -87.677389)"
"Fri","2017-07-07T00:00:00.000","Meyering Playground Park","(312) 747-6545","X-Men: Apocalypse","Y","PG-13",,"7140 S. Martin Luther King Dr.","7140 S. Martin Luther King Dr.
Chicago, IL 
(41.764855, -87.615274)"
"Fri","2017-07-07T00:00:00.000","Moore Park","(773) 287-0561","Fantastic Beasts and Where to Find Them","Y","PG-13",,"5085 W. Adams","5085 W. Adams
Chicago, IL 
(41.878517, -87.752765)"
"Fri","2017-07-07T00:00:00.000","Rutherford Sayre Park","(312) 746-5368","Sing","Y","PG",,"6871 W. Belden Ave.","6871 W. Belden Ave.
Chicago, IL 
(41.921134, -87.798468)"
"Sat","2017-07-08T00:00:00.000","Ken-Well Park","(773) 685-3348","The Secret Life of Pets","Y","PG",,"2945 N. Kenosha Ave.","2945 N. Kenosha Ave.
Chicago, IL 
(41.934672, -87.733842)"
"Sat","2017-07-08T00:00:00.000","Loyola Park","(773) 262-8605","Queen of Katwe","Y","PG","Underwritten by the Loyola Park Advisory Council","1230 W. Greenleaf Ave.","1230 W. Greenleaf Ave.
Chicago, IL 
(42.01044, -87.661298)"
"Sat","2017-07-08T00:00:00.000","Oz Park","(312) 742-7898","Jaws","Y","PG","Underwritten by the Oz Park Advisory Council","2021 N. Burling St.","2021 N. Burling St.
Chicago, IL 
(41.919044, -87.647303)"
"Mon","2017-07-10T00:00:00.000","Bartelme, Mary Park","(312) 746-5962","The Jungle Book","Y","PG","Underwritten by the West Loop Community Organization","115 S. Sangamon St.","115 S. Sangamon St.
Chicago, IL 
(41.879642, -87.650804)"
"Mon","2017-07-10T00:00:00.000","Holstein Park","(312) 742-7554","Queen of Katwe","Y","PG","Underwritten by the Bucktown Community Organization","2200 N. Oakley Ave.","2200 N. Oakley Ave.
Chicago, IL 
(41.922402, -87.685509)"
"Mon","2017-07-10T00:00:00.000","Oakwood Beach","(312) 742-1134","Apollo 13","Y","PG",,"3900 S. Lake Shore Dr.","3900 S. Lake Shore Dr.
Chicago, IL "
"Tue","2017-07-11T00:00:00.000","A. Montgomery Ward Park","(312) 742-7895","Rogue One","Y","PG-13","Underwritten by the River North Residents Association","630 N. Kingsbury St.","630 N. Kingsbury St.
Chicago, IL 
(41.892878, -87.640952)"
"Tue","2017-07-11T00:00:00.000","Beverly Park","(312) 747-6024","The Peanuts Movie","Y","G",,"2460 W. 102nd St.","2460 W. 102nd St.
Chicago, IL 
(41.708192, -87.68277)"
"Wed","2017-07-12T00:00:00.000","Kilbourn Park","(773) 685-3351","Ovni/UFO","Y","NR","Underwritten by the International Latino Cultural Center","3501 N. Kilbourn Ave.","3501 N. Kilbourn Ave.
Chicago, IL 
(41.944504, -87.739651)"
"Wed","2017-07-12T00:00:00.000","Lincoln Park Cultural Center","(312) 742-7726","The Lego Movie","Y","PG","Underwritten bythe Museum of Science and Industry","2045 N. Lincoln Park West","2045 N. Lincoln Park West
Chicago, IL 
(41.9197, -87.63638)"
"Wed","2017-07-12T00:00:00.000","Sheridan Park","(312) 746-5369","The Secret Life of Pets","Y","PG",,"910 S. Aberdeen St.","910 S. Aberdeen St.
Chicago, IL 
(41.870662, -87.654257)"
"Thu","2017-07-13T00:00:00.000","Donovan Playground Park","(312) 747-6111","The Sandlot","Y","PG",,"3620 S.Lituanica Ave.","3620 S.Lituanica Ave.
Chicago, IL 
(41.828268, -87.647671)"
"Thu","2017-07-13T00:00:00.000","Gill Park","(312) 742-7802","Finding Dory","Y","PG",,"825 W. Sheridan Rd.","825 W. Sheridan Rd.
Chicago, IL 
(41.952738, -87.650669)"
"Thu","2017-07-13T00:00:00.000","Ogden park","(312) 747-6572","The Secret Life of Pets","Y","PG",,"6500 S. Racine Ave.","6500 S. Racine Ave.
Chicago, IL 
(41.775984, -87.654426)"
"Fri","2017-07-14T00:00:00.000","Douglas Park Cultural and Community Center","(773) 762-2842","Sing","Y","PG",,"1401 S. Sacramento Dr.","1401 S. Sacramento Dr.
Chicago, IL 
(41.862686, -87.701891)"
"Fri","2017-07-14T00:00:00.000","Franklin Park","(312) 747-7676","Sing","Y","PG","Co-produced by 24th Ward Alderman Michael Scott Jr.","4320 W. 15th St.","4320 W. 15th St.
Chicago, IL 
(41.860599, -87.733411)"
"Fri","2017-07-14T00:00:00.000","Kenwood Community Park","(312) 747-6286","The Secret Life of Pets","Y","PG",,"1330 E. 50th St.","1330 E. 50th St.
Chicago, IL 
(41.804204, -87.593853)"
"Fri","2017-07-14T00:00:00.000","Margate Park","(312) 742-7522","Rogue One","Y","PG-13",,"4921 N. Marine Drive","4921 N. Marine Drive
Chicago, IL 
(41.971948, -87.650566)"
"Fri","2017-07-14T00:00:00.000","Rainbow Beach & Park","(312) 745-1479","Race","Y","PG-13",,"3111 East 77th St.","3111 East 77th St.
Chicago, IL 
(41.758192, -87.55023)"
"Sat","2017-07-15T00:00:00.000","Chicago Women's Park and Gardens","(312) 328-0821","La La Land","Y","PG-13","Underwritten by the Prairie District Neighborhood Alliance","1801 S. Indiana Ave.","1801 S. Indiana Ave.
Chicago, IL 
(41.857935, -87.622279)"
"Sat","2017-07-15T00:00:00.000","DuSable Museum of African American History","(312) 742-1134","Madea's Tough Love","Y","PG","Underwritten by the DuSable Museum of African American History","740 E. 56th Pl.","740 E. 56th Pl.
Chicago, IL 
(41.793186, -87.605804)"
"Sat","2017-07-15T00:00:00.000","Horner Park","(773) 478-3499","Toy Story","Y","PG","Underwritten by the Horner Park Advisory Council","2741 W. Montrose Ave.","2741 W. Montrose Ave.
Chicago, IL 
(41.961286, -87.697294)"
"Sun","2017-07-16T00:00:00.000","Piotrowski Park","(312) 745-4801","Fantastic Beasts and Where to Find Them","Y","PG-13",,"4247 W. 31st St.","4247 W. 31st St.
Chicago, IL 
(41.836813, -87.731076)"
"Mon","2017-07-17T00:00:00.000","Calumet Park","(312) 747-6039","The Princess Bride","Y","PG",,"9801 S. Ave G","9801 S. Ave G
Chicago, IL 
(41.717823, -87.531589)"
"Mon","2017-07-17T00:00:00.000","River Park","(312) 742-7516","Trolls","Y","PG",,"5100 N. Francisco Ave.","5100 N. Francisco Ave.
Chicago, IL 
(41.973861, -87.701292)"
"Mon","2017-07-17T00:00:00.000","Webster Park","(312) 745-1479","Raiders of the Lost Ark","Y","PG","Underwritten by the Greater South Loop Association","1357 S. Indiana Ave.","1357 S. Indiana Ave.
Chicago, IL 
(41.864392, -87.622376)"
"Tue","2017-07-18T00:00:00.000","A. Montgomery Ward Park","(312) 742-7895","La La Land","Y","PG-13","Underwritten by the River North Residents Association","630 N. Kingsbury St.","630 N. Kingsbury St.
Chicago, IL 
(41.892878, -87.640952)"
"Tue","2017-07-18T00:00:00.000","Dunbar Park","(312) 747-6287","The Angry Birds Movie","Y","PG",,"300 E. 31st St.","300 E. 31st St.
Chicago, IL 
(41.838421, -87.618745)"
"Tue","2017-07-18T00:00:00.000","Park No. 571","(312) 747-6184","Zootopia","Y","PG",,"2754-2860 S. Eleanor St.","2754-2860 S. Eleanor St.
Chicago, IL 
(41.843471, -87.662306)"
"Wed","2017-07-19T00:00:00.000","Blackhawk Park","(312) 746-5014","Finding Dory","Y","PG",,"2318 N. Lavergne Ave.","2318 N. Lavergne Ave.
Chicago, IL 
(41.923288, -87.751205)"
"Wed","2017-07-19T00:00:00.000","Dvorak Park","(312) 746-5083","Vengo Volviendo/Here and There","Y","NR","Underwritten by the International Latino Cultural Center","1119 W. Cullerton St.","1119 W. Cullerton St.
Chicago, IL 
(41.855228, -87.653947)"
"Wed","2017-07-19T00:00:00.000","La Follette Park","(773) 287-0541","The Secret Life of Pets","Y","PG",,"1333 N. Laramie Ave.","1333 N. Laramie Ave.
Chicago, IL 
(41.9051, -87.755826)"
"Thu","2017-07-20T00:00:00.000","Bessemer Park","(312) 747-6023","Monster Trucks","Y","PG",,"8930 S. Muskegon Ave.","8930 S. Muskegon Ave.
Chicago, IL 
(41.733131, -87.555461)"
"Thu","2017-07-20T00:00:00.000","Senka Park","(312) 747-4386","The Secret Life of Pets","Y","PG",,"5656 S. St. Louis Ave.","5656 S. St. Louis Ave.
Chicago, IL 
(41.790475, -87.710771)"
"Thu","2017-07-20T00:00:00.000","Simons Park","(312) 742-7548","Zootopia","Y","PG",,"1640 N. Drake Ave.","1640 N. Drake Ave.
Chicago, IL 
(41.911382, -87.714974)"
"Thu","2017-07-20T00:00:00.000","Wicker Park","(312) 742-7553","The Wicker Man","Y","PG-13","Underwritten by the Wicker Park Bucktown Chamber and the Wicker Park Advisory Council","1425 N. Damen Avenue","1425 N. Damen Avenue
Chicago, IL 
(41.90763, -87.677389)"
"Fri","2017-07-21T00:00:00.000","Independence Park","(773) 478-3538","The LEGO Batman Movie","Y","PG","Produced by the Independence Park Advisory Council","3945 N. Springfield Ave.","3945 N. Springfield Ave.
Chicago, IL 
(41.952657, -87.72507)"
"Fri","2017-07-21T00:00:00.000","Kelly Park","(312) 747-6197","Trolls","Y","PG",,"2725 W. 41st St.","2725 W. 41st St.
Chicago, IL 
(41.819371, -87.693257)"
"Fri","2017-07-21T00:00:00.000","Kilbourn Park","(773) 685-3351","The Sandlot","Y","PG",,"3501 N. Kilbourn Ave.","3501 N. Kilbourn Ave.
Chicago, IL 
(41.944504, -87.739651)"
"Fri","2017-07-21T00:00:00.000","Ronan Park","(312) 742-7516","Zootopia","Y","PG","Underwritten by Alderman Deb Mell","3000 W. Argyle St.","3000 W. Argyle St.
Chicago, IL 
(41.972114, -87.704547)"
"Sat","2017-07-22T00:00:00.000","Bosley Playground Park","(312) 747-6026","Guardians of the Galaxy","Y","PG-13",,"3044 S. Bonfield St.","3044 S. Bonfield St.
Chicago, IL 
(41.839324, -87.653616)"
"Sat","2017-07-22T00:00:00.000","Bradley Park","(312) 747-6022","Sing","Y","PG",,"9729 S.Yates Ave.","9729 S.Yates Ave.
Chicago, IL "
"Sat","2017-07-22T00:00:00.000","Dawes Park","(312) 747-6108","The Magnificent Seven (2016)","Y","PG-13",,"8052 S. Damen Ave.","8052 S. Damen Ave.
Chicago, IL 
(41.747193, -87.673082)"
"Sat","2017-07-22T00:00:00.000","Gross Park","(312) 742-7528","Fantastic Beasts and Where to Find Them","Y","PG-13",,"2708 W. Lawrence Ave.","2708 W. Lawrence Ave.
Chicago, IL 
(41.968581, -87.696593)"
"Sun","2017-07-23T00:00:00.000","Emmerson Park","(773) 761-0433","Kung Fu Panda 3","Y","PG",,"1820 W. Granville Ave.","1820 W. Granville Ave.
Chicago, IL 
(41.994338, -87.676586)"
"Sun","2017-07-23T00:00:00.000","Jonquil Playlot Park","(312) 742-7816","Arrival","Y","PG-13","Underwritten by the Wrightwood Neighbors Association","1001 W. Wrightwood Ave.","1001 W. Wrightwood Ave.
Chicago, IL 
(41.929029, -87.653839)"
"Mon","2017-07-24T00:00:00.000","Calumet Park","(312) 747-6039","Sing","Y","PG",,"9801 S. Ave G","9801 S. Ave G
Chicago, IL 
(41.717823, -87.531589)"
"Mon","2017-07-24T00:00:00.000","Osterman Beach","(312) 742-1134","Steel Magnolias","Y","PG",,"5800 N. Lake Shore Dr.","5800 N. Lake Shore Dr.
Chicago, IL "
"Tue","2017-07-25T00:00:00.000","Chicago History Museum","(312) 742-1134","Airplane!","Y","PG","Underwritten by the Chicago History Museum","1601 N. Clark St.","1601 N. Clark St.
Chicago, IL 
(41.911789, -87.631947)"
"Tue","2017-07-25T00:00:00.000","Haas Park","(312) 742-7552","The Lego Movie","Y","PG","Produced by the Haas Park Advisory Council","2402 N. Washtenaw Ave.","2402 N. Washtenaw Ave.
Chicago, IL 
(41.924954, -87.694974)"
"Tue","2017-07-25T00:00:00.000","Maggie Daley Park","(312) 742-3918","Big Hero 6","Y","PG","Underwritten by the Museum of Science and Industry","337 E. Randolph St.","337 E. Randolph St.
Chicago, IL 
(41.884351, -87.620142)"
"Tue","2017-07-25T00:00:00.000","Mann Park","(773) 646-0210","The Secret Life of Pets","Y","PG",,"3035 E. 130st St.","3035 E. 130st St.
Chicago, IL 
(41.659159, -87.5502)"
"Tue","2017-07-25T00:00:00.000","Shabbona Park","(773) 685-6205","Mrs. Doubtfire","Y","PG-13",,"6935 W. Addison St.","6935 W. Addison St.
Chicago, IL 
(41.945407, -87.800259)"
"Wed","2017-07-26T00:00:00.000","Gage Park","(312) 747-6147","Ice Age","Y","PG",,"2411 W. 55th St.","2411 W. 55th St.
Chicago, IL 
(41.793908, -87.684334)"
"Wed","2017-07-26T00:00:00.000","Hermosa Park","(312) 742-7540","Los Fabulosos Ma Mejores","Y","NR","Underwritten by the International Latino Cultural Center","2240 N. Kilbourn Ave.","2240 N. Kilbourn Ave.
Chicago, IL 
(41.921715, -87.738909)"
"Wed","2017-07-26T00:00:00.000","Jesse White Community Center","(312) 742-2410","Finding Dory","Y","PG",,"412 W. Chicago Ave.","412 W. Chicago Ave.
Chicago, IL 
(41.896584, -87.639255)"
"Thu","2017-07-27T00:00:00.000","Austin Town Hall Park","(773) 287-7658","Tyler Perry's Boo: A Madea Halloween","Y","PG-13",,"5610 W. Lake St.","5610 W. Lake St.
Chicago, IL 
(41.887286, -87.765528)"
"Thu","2017-07-27T00:00:00.000","Chase Park","(312) 742-7518","Captain America","Y","PG-13","Produced by the Chase Park Advisory Council","4701 N. Ashland Ave.","4701 N. Ashland Ave.
Chicago, IL 
(41.967097, -87.669326)"
"Thu","2017-07-27T00:00:00.000","Normandy Playground Park","(773) 229-1421","Moana","Y","PG",,"6660 W. 52nd St.","6660 W. 52nd St.
Chicago, IL 
(41.797751, -87.788917)"
"Thu","2017-07-27T00:00:00.000","White (Edward H.) Park","(312) 747-7106","The Magnificent Seven (2016)","Y","PG-13",,"1120 W. 122nd St.","1120 W. 122nd St.
Chicago, IL 
(41.672243, -87.650157)"
