"id","node_sensor_number","name","north_south_street","east_west_street","intersection_details","location_type","category","notes","status","latitude","longitude","location"
"17","O5A","Fort Dearborn Dr  & 31st St, Chicago, IL","Fort Dearborn Dr","31st St",,"Lakeshore","Urban Impact on Climate & Weather",,"Live","41.8386583","-87.608006","(41.8386583, -87.608006)"
"82","91","Halsted St. & Division St., Chicago, IL","Halsted St.","Division St.",,,"North Branch Framework Project",,"Live","41.903637","-87.648094","(41.903637, -87.648094)"
"8","O41","Western Ave  & Madison St, Chicago, IL","Western Ave","Madison St",,"E-W transects","Urban Impact on Climate & Weather",,"Live","41.8812363","-87.6862943","(41.8812363, -87.6862943)"
"45","7E","Cicero Ave. & Madison St., Chicago, IL","Cicero Ave.","Madison St.",,,"Vision Zero - Pedestrian High Crash Intersection",,"Live","41.880498","-87.745278","(41.880498, -87.745278)"
"1","0A0","Michigan Av & Randolph St, Chicago, IL","Michigan Av","Randolph St",,"E-W transects","Urban Impact on Climate & Weather",,"Live","41.8845262","-87.6245814","(41.8845262, -87.6245814)"
"12","098","LSD/Marine Dr & Irving Park Rd, Chicago, IL","LSD/Marine Dr","Irving Park Rd","NWX","Lakeshore","Urban Impact on Climate & Weather",,"Live","41.954697","-87.6442292","(41.954697, -87.6442292)"
"75","083","Cottage Grove Ave. & 95th St., Chicago, IL","Cottage Grove Ave.","95th St.",,,"COMPASS Study",,"Live","41.722044","-87.604482","(41.722044, -87.604482)"
"83","6A","Clybourn Ave. & North Ave., Chicago, IL","Clybourn Ave.","North Ave.",,,"North Branch Framework Project",,"Live","41.9109","-87.649501","(41.9109, -87.649501)"
"95","82","Pulaski Rd. & Addison St., Chicago, IL","Pulaski Rd.","Addison St.",,,"Community Suggestion",,"Live","41.946373","-87.727401","(41.946373, -87.727401)"
"94","02D","Damen Ave. & Wilson Ave., Chicago, IL","Damen Ave.","Wilson Ave.",,,"Community Suggestion",,"Live","41.965096","-87.679084","(41.965096, -87.679084)"
"33","09B","State St  & Monroe St (SWX), Chicago, IL","State St","Monroe St (SWX)","SWX","Downtown and Federal Campus (GSA)","Urban Vehicle and Pedestrian Flow","single node","Live","41.8806172","-87.6277685","(41.8806172, -87.6277685)"
"97","87","Cottage Grove Ave. & 87th St., Chicago, IL","Cottage Grove Ave.","87th St.",,,"Northwestern-CNT (Chatham Project)",,"Live","41.736649","-87.604823","(41.736649, -87.604823)"
"79","62","Ashland Ave. & Roosevelt Rd., Chicago, IL","Ashland Ave.","Roosevelt Rd.",,,"BRT",,"Live","41.866861","-87.666384","(41.866861, -87.666384)"
"104","06D","UChicago, Hutchinson Commons","UChicago","Hutchinson Commons",,,"Array of Things (?)",,"Live","41.791271","-87.598193","(41.791271, -87.598193)"
"42","07C","606 Path  & Miwaukee Ave, Chicago, IL","606 Path","Miwaukee Ave",,"Luftwerk Installation",,,"Live","41.9140942","-87.683022","(41.9140942, -87.683022)"
"85","79","Ashland Ave. & Elston, Chicago, IL","Ashland Ave.","Elston",,,"North Branch Framework Project",,"Live","41.924278","-87.668112","(41.924278, -87.668112)"
"81","0A5","Ashland Ave. & Washington, Chicago, IL","Ashland Ave.","Washington","NEX",,"BRT",,"Live","41.885329","-87.66696","(41.885329, -87.66696)"
"89","1F","State St. & 87th, Chicago, IL","State St.","87th",,,"Public Health Air Quality Bloomberg Project",,"Live","41.736299","-87.624161","(41.736299, -87.624161)"
"60","07F","Damen Ave. & Polk St., Chicago, IL","Damen Ave.","Polk St.",,,"Vision Zero - Other Crash Community Areas/CDOT Projects",,"Live","41.871478","-87.676384","(41.871478, -87.676384)"
"99","37","Martin Luther King Dr. & 83rd St., Chicago, IL","Martin Luther King Dr.","83rd St.",,,"Northwestern-CNT (Chatham Project)",,"Live","41.743812","-87.614747","(41.743812, -87.614747)"
"48","51","Cottage Grove Ave. & 79th St., Chicago, IL","Cottage Grove Ave.","79th St.",,,"Vision Zero - Pedestrian High Crash Intersection",,"Live","41.751286","-87.605215","(41.751286, -87.605215)"
"77","09A","Cottage Grove Ave. & 115th St., Chicago, IL","Cottage Grove Ave.","115th St.",,,"Pullman National Monument",,"Live","41.685445","-87.611081","(41.685445, -87.611081)"
"86","099","Torrence & Brainard, Chicago, IL","Torrence","Brainard",,,"Public Health Air Quality Bloomberg Project",,"Live","41.65849","-87.559113","(41.65849, -87.559113)"
"61","8E","Cottage Grove Ave. & 111th St., Chicago, IL","Cottage Grove Ave.","111th St.",,,"Vision Zero - Other Crash Community Areas/CDOT Projects/Pullman National Monument",,"Live","41.692771","-87.609861","(41.692771, -87.609861)"
"7","32","Wood St  & Warren Blvd, Chicago, IL","Wood St","Warren Blvd","NEX","E-W transects","Urban Impact on Climate & Weather","William H. Brown Elementary School; United Center","Live","41.8823915","-87.6716749","(41.8823915, -87.6716749)"
"64","0A3","Long Ave. & Lawrence Ave., Chicago, IL","Long Ave.","Lawrence Ave.","SEX",,"COMPASS Study",,"Live","41.967668","-87.762609","(41.967668, -87.762609)"
"98","02C","Martin Luther King Dr. & 87th St., Chicago, IL","Martin Luther King Dr.","87th St.",,,"Northwestern-CNT (Chatham Project)",,"Live","41.736503","-87.614528","(41.736503, -87.614528)"
"26","01D","Damen Ave  & Cermak Rd, Chicago, IL","Damen Ave","Cermak Rd","SEX","Pilsen and Stevensen Transect -AQ","Urban Air Quality and Health Education","Single node with PM","Live","41.8524932","-87.6760483","(41.8524932, -87.6760483)"
"11","O2F","Sheridan Rd  & Granville Ave, Chicago, IL","Sheridan Rd","Granville Ave",,"Lakeshore","Urban Impact on Climate & Weather",,"Live","41.9946167","-87.6555716","(41.9946167, -87.6555716)"
"67","77","Martin Luther King Dr. & 35th St., Chicago, IL","Martin Luther King Dr.","35th St.",,,"COMPASS Study",,"Live","41.8311","-87.616967","(41.8311, -87.616967)"
"41","04D","Leavitt St  & Milwaukee Ave, Chicago, IL","Leavitt St","Milwaukee Ave",,"CDOT Placemaking Project","Urban Placemaking",,"Live","41.9140942","-87.683022","(41.9140942, -87.683022)"
"4","0A6","Wells St & Washington Blvd, Chicago, IL","Wells St","Washington Blvd","SEX","Downtown and Federal Campus (GSA)","Urban Vehicle and Pedestrian Flow",,"Live","41.8832317","-87.6360652","(41.8832317, -87.6360652)"
"72","92","Kedzie Ave. & 51st St., Chicago, IL","Kedzie Ave.","51st St.",,,"COMPASS Study",,"Live","41.800821","-87.703766","(41.800821, -87.703766)"
"37","O39","Campbell Ave & Addison St, Chicago, IL","Campbell Ave","Addison St",,"Other-Education-Partners","Urban Air Quality and Health Education",,"Live","41.946724","-87.692869","(41.946724, -87.692869)"
"31","0AA","Dearborn St  & Lake St, Chicago, IL","Dearborn St","Lake St",,"Downtown and Federal Campus (GSA)","Urban Vehicle and Pedestrian Flow",,"Live","41.8857494","-87.6316961","(41.8857494, -87.6316961)"
"40","O34","Milwaukee Ave  & Wabansia Ave, Chicago, IL","Milwaukee Ave","Wabansia Ave","NWX","CDOT Placemaking Project","Urban Placemaking",,"Live","41.9123537","-87.6821423","(41.9123537, -87.6821423)"
"5","0A7","Upper Wacker Dr  & Randolph St, Chicago, IL","Upper Wacker Dr","Randolph St",,"E-W transects","Urban Impact on Climate & Weather",,"Live","41.8844154","-87.6367539","(41.8844154, -87.6367539)"
"68","010","Homan Ave. & Roosevelt Rd., Chicago, IL","Homan Ave.","Roosevelt Rd.","SWX",,"COMPASS Study",,"Live","41.866349","-87.710543","(41.866349, -87.710543)"
"73","97","Pulaski Rd. & 71st St., Chicago, IL","Pulaski Rd.","71st St.",,,"COMPASS Study",,"Live","41.7641","-87.722355","(41.7641, -87.722355)"
"74","0A1","Halsted St. & 99th St., Chicago, IL","Halsted St.","99th St.","SEX",,"COMPASS Study",,"Live","41.714214","-87.643003","(41.714214, -87.643003)"
"23","04C","Western Ave  & 25th St, Chicago, IL","Western Ave","25th St","NWX","Pilsen and Stevensen Transect -AQ","Urban Air Quality and Health Education",,"Live","41.8465072","-87.6856291","(41.8465072, -87.6856291)"
"39","75","Milwaukee Ave & Wood St, Chicago, IL","Milwaukee Ave","Wood St",,"CDOT Placemaking Project","Urban Placemaking",,"Live","41.9072229","-87.6746905","(41.9072229, -87.6746905)"
"56","89","Chicago Ave. & Noble St., Chicago, IL","Chicago Ave.","Noble St.",,,"Vision Zero - Other High Crash Locations",,"Live","41.89615","-87.662405","(41.89615, -87.662405)"
"13","00A","Lake Shore Drive  & Fullerton Ave, Chicago, IL","Lake Shore Drive","Fullerton Ave","NWX","Lakeshore","Urban Impact on Climate & Weather",,"Live","41.9262614","-87.6307578","(41.9262614, -87.6307578)"
"24","O28","Western Blvd  & 35th St, Chicago, IL","Western Blvd","35th St","NWX","Pilsen and Stevensen Transect -AQ","Urban Air Quality and Health Education","single node with PM. ?Ã­Ã§Upwind of highway for measuring ""Before"" air that moves in to Pilsen.","Live","41.8303847","-87.684862","(41.8303847, -87.684862)"
"44","8D","Cicero Ave. & Chicago Ave., Chicago, IL","Cicero Ave.","Chicago Ave.",,,"Vision Zero - Pedestrian High Crash Intersection",,"Live","41.895004","-87.745807","(41.895004, -87.745807)"
"90","48","Damen Ave. & Webster, Chicago, IL","Damen Ave.","Webster","Kennedy Expy",,"Public Health Air Quality Bloomberg Project",,"Live","41.921398","-87.677752","(41.921398, -87.677752)"
"35","004","State St  & Jackson Blvd, Chicago, IL","State St","Jackson Blvd","NEX","Downtown and Federal Campus (GSA)","Urban Vehicle and Pedestrian Flow","single node with PM","Live","41.8782127","-87.6276075","(41.8782127, -87.6276075)"
"32","O14","State St  & Washington St, Chicago, IL","State St","Washington St","SEX","Downtown and Federal Campus (GSA)","Urban Vehicle and Pedestrian Flow","single node","Live","41.8832053","-87.6277685","(41.8832053, -87.6277685)"
"2","09C","State St  & Randolph St, Chicago, IL","State St","Randolph St","NWX","E-W transects","Urban Impact on Climate & Weather","First node in E-W transect over different building forms (skyscraper to 2-flat)","Live","41.8845107","-87.6279482","(41.8845107, -87.6279482)"
"51","2A","Jeffrey Ave. & 95th St., Chicago, IL","Jeffrey Ave.","95th St.",,,"Vision Zero - Pedestrian High Crash Intersection",,"Live","41.722469","-87.575355","(41.722469, -87.575355)"
"18","00D","Cornell Dr  & 47th St, Chicago, IL","Cornell Dr","47th St",,"Lakeshore","Urban Impact on Climate & Weather",,"Live","41.810244","-87.5902927","(41.810244, -87.5902927)"
"20","O40","Lake Shore Drive  & 85th St, Chicago, IL","Lake Shore Drive","85th St",,"Lakeshore","Urban Impact on Climate & Weather",,"Live","41.7410863","-87.5401837","(41.7410863, -87.5401837)"
"25","O53","Racine Ave  & 18th St, Chicago, IL","Racine Ave","18th St","SEX","Pilsen and Stevensen Transect -AQ","Urban Air Quality and Health Education","single node with PM. ?Ã­Ã§Downwind of smelter at Loomis and 21st.","Live","41.8579911","-87.6565218","(41.8579911, -87.6565218)"
"66","30","Halsted St. & 34th St., Chicago, IL","Halsted St.","34th St.","NEX",,"COMPASS Study",,"Live","41.832811","-87.646153","(41.832811, -87.646153)"
"88","96","Ave L & 100th, Chicago, IL","Ave L","100th",,,"Public Health Air Quality Bloomberg Project",,"Live","41.713883","-87.536487","(41.713883, -87.536487)"
"52","80","Broadway Ave. & Lawrence Ave., Chicago, IL","Broadway Ave.","Lawrence Ave.",,,"Vision Zero - Other High Crash Locations",,"Live","41.969025","-87.65967","(41.969025, -87.65967)"
"71","8F","Clark St. & Montrose Ave., Chicago, IL","Clark St.","Montrose Ave.",,,"Studio Gang/BET Study",,"Live","41.961635","-87.665954","(41.961635, -87.665954)"
"106","071","UChicago, Ratner","UChicago","Ratner Hall",,,"Array of Things (?)",,"Live","41.794474","-87.601628","(41.794474, -87.601628)"
"96","07D","Cottage Grove Ave. & 93rd St, Chicago, IL","Cottage Grove Ave.","93rd St",,,"Northwestern-CNT (Chatham Project)",,"Live","41.729355","-87.604647","(41.729355, -87.604647)"
"49","20","Western Ave. & 69th St., Chicago, IL","Western Ave.","69th St.","SEX",,"Vision Zero - Pedestrian High Crash Intersection",,"Live","41.768332","-87.683343","(41.768332, -87.683343)"
"54","6B","Ashland Ave. & 59th St., Chicago, IL","Ashland Ave.","59th St.",,,"Vision Zero - Other High Crash Locations",,"Live","41.786747","-87.664394","(41.786747, -87.664394)"
"50","85","Ashland Ave. & 79th St., Chicago, IL","Ashland Ave.","79th St.","SEX",,"Vision Zero - Pedestrian High Crash Intersection",,"Live","41.750357","-87.663437","(41.750357, -87.663437)"
"59","90","Milwaukee Ave. & Belmont Ave, Chicago, IL","Milwaukee Ave.","Belmont Ave","SEX",,"Vision Zero - Other High Crash Locations",,"Live","41.939133","-87.723919","(41.939133, -87.723919)"
"87","95","Ave O & 126th, Chicago, IL","Ave O","126th",,,"Public Health Air Quality Bloomberg Project",,"Live","41.666114","-87.539297","(41.666114, -87.539297)"
"27","O4E","Damen Ave  & Chicago Int'l Produce Mkt, Chicago, IL","Damen Ave","Chicago Int'l Produce Mkt",,"Pilsen and Stevensen Transect -AQ","Urban Air Quality and Health Education",,"Live","41.8453359","-87.6778615","(41.8453359, -87.6778615)"
"80","07B","Ashland Ave. & Harrison, Chicago, IL","Ashland Ave.","Harrison",,,"BRT",,"Live","41.8742","-87.666599","(41.8742, -87.666599)"
"9","03C","Kedzie Ave  & 5th Ave, Chicago, IL","Kedzie Ave","5th Ave","NEX","E-W transects","Urban Impact on Climate & Weather",,"Live","41.8783764","-87.7082304","(41.8783764, -87.7082304)"
"22","O25","Western Ave  & 18th St, Chicago, IL","Western Ave","18th St","SEX","Pilsen and Stevensen Transect -AQ","Urban Air Quality and Health Education","specific corner not yet determined","Live","41.857224","-87.685833","(41.857224, -87.685833)"
"43","5D","Pulaski Rd. & Chicago Ave., Chicago, IL","Pulaski Rd.","Chicago Ave.",,,"Vision Zero - Pedestrian High Crash Intersection",,"Live","41.895368","-87.72608","(41.895368, -87.72608)"
"58","08C","Western Ave. & Fullterton Ave, Chicago, IL","Western Ave.","Fullterton Ave","NWX",,"Vision Zero - Other High Crash Locations",,"Live","41.92490068","-87.68764191","(41.924900683282, -87.68764191261)"
"16","OO6","Lake Shore Drive  & 18th Dr, Chicago, IL","Lake Shore Drive","18th Dr",,"Lakeshore","Urban Impact on Climate & Weather",,"Live","41.8581829","-87.6162028","(41.8581829, -87.6162028)"
"69","076","Pulaski Rd. & 27th St., Chicago, IL","Pulaski Rd.","27th St.","NWX",,"COMPASS Study",,"Live","41.84241","-87.724499","(41.84241, -87.724499)"
"101","0A4","Western Ave. & Roscoe Ave., Chicago, IL","Western Ave.","Roscoe Ave.","SEX",,"Lane of Things",,"Live","41.943098","-87.688153","(41.943098, -87.688153)"
"93","86","Damen Ave. & Lawrence Ave., Chicago, IL","Damen Ave.","Lawrence Ave.",,,"Community Suggestion",,"Live","41.968756","-87.679186","(41.968756, -87.679186)"
"38","O50","Ashland Av  & Division St, Chicago, IL","Ashland Av","Division St",,"CDOT Placemaking Project","Urban Placemaking",,"Live","41.9035068","-87.6671648","(41.9035068, -87.6671648)"
"10","O3F","Pulaski Rd  & Madison St, Chicago, IL","Pulaski Rd","Madison St",,"E-W transects","Urban Impact on Climate & Weather",,"Live","41.8808202","-87.725563","(41.8808202, -87.725563)"
"78","09D","Ashland Ave. & 31st Pl , Chicago, IL","Ashland Ave.","31st Pl","NEX",,"BRT",,"Live","41.838713","-87.665778","(41.838713, -87.665778)"
"6","03D","Halsted St & Randolph St, Chicago, IL","Halsted St","Randolph St","NEX","E-W transects","Urban Impact on Climate & Weather",,"Live","41.8845791","-87.6473594","(41.8845791, -87.6473594)"
"84","9","Elston & Cortland St., Chicago, IL","Elston","Cortland St.",,,"North Branch Framework Project",,"Live","41.917194","-87.65828","(41.917194, -87.65828)"
"30",,"State St  & Wacker Dr, Chicago, IL","State St","Wacker Dr",,"Downtown and Federal Campus (GSA)","Urban Vehicle and Pedestrian Flow","riverfront ideally, for pedestrian flow and to compare riverfront to street level","Planned","41.8870233","-87.62779","(41.8870233, -87.62779)"
"19",,"South Shore Drive  & 71st St, Chicago, IL","South Shore Drive","71st St",,"Lakeshore","Urban Impact on Climate & Weather",,"Planned","41.7661434","-87.5664693","(41.7661434, -87.5664693)"
"28",,"Damen Ave  & Stevenson Expressway, Chicago, IL","Damen Ave","Stevenson Expressway",,"Pilsen and Stevensen Transect -AQ","Urban Air Quality and Health Education",,"Planned","41.8372195","-87.6754582","(41.8372195, -87.6754582)"
"3",,"Clark St  & Randolph St, Chicago, IL","Clark St","Randolph St","SWX","E-W transects","Urban Impact on Climate & Weather",,"Planned","41.8844274","-87.6310059","(41.8844274, -87.6310059)"
"62",,"California Ave. & Devon Ave., Chicago, IL","California Ave.","Devon Ave.",,,"COMPASS Study",,"Planned","41.997561","-87.699642","(41.997561, -87.699642)"
"15",,"Lake Shore Drive & Monroe St, Chicago, IL","Lake Shore Drive","Monroe St",,"Lakeshore","Urban Impact on Climate & Weather",,"Planned","41.8809294","-87.6194422","(41.8809294, -87.6194422)"
"63",,"Broadway Ave. & Elmdale Ave., Chicago, IL","Broadway Ave.","Elmdale Ave.",,,"COMPASS Study",,"Planned","41.990916","-87.660294","(41.990916, -87.660294)"
"36",,"State St  & Van Buren St, Chicago, IL","State St","Van Buren St","NEX","Downtown and Federal Campus (GSA)","Urban Vehicle and Pedestrian Flow","single node","Planned","41.8769426","-87.6275647","(41.8769426, -87.6275647)"
"92",,"Kedzie Ave. & Lake St., Chicago, IL","Kedzie Ave.","Lake St.",,,"Community Suggestion",,"Planned","41.884352","-87.706219","(41.884352, -87.706219)"
"46",,"Fairbanks Ct. & Ontario St., Chicago, IL","Fairbanks Ct.","Ontario St.",,,"Vision Zero - Pedestrian High Crash Intersection",,"Planned","41.893406","-87.620275","(41.893406, -87.620275)"
"34",,"State St  & Adams St, Chicago, IL","State St","Adams St",,"Downtown and Federal Campus (GSA)","Urban Vehicle and Pedestrian Flow","single node","Planned","41.8795148","-87.6276398","(41.8795148, -87.6276398)"
"91",,"Clinton St. & Jackson Ave., Chicago, IL","Clinton St.","Jackson Ave.",,,"Community Suggestion",,"Planned","41.878027","-87.64107","(41.878027, -87.64107)"
"108","070","UChicago, South Chiller","UChicago","South Chiller Plant",,,,,,"41.785134","-87.590152",
"107","0A9","UChicago, Shapiro Hall","UChicago","Shapiro Hall",,,,,,"41.789737","-87.587134",
"111","07A","UChicago, Oriental Museum","UChicago","Oriental Museum",,,,,,"41.788979","-87.597995",
"110","093","UChicago, Law","UChicago","Law School",,,,,,"41.795436","-87.599623",
"109","074","UChicago, Smart Museum","UChicago","Smart Museum",,,,,,"41.793278","-87.600117",
