Season,Facility ID,Latitude,Longitude,Street1,Street2,City,State,Postal Code,Country,Facility Name,URL,Phone,Contact,Begin Date,End Date,Begin Time,End Time,Begin DateTime,End DateTime,Recurrence Days,Hours,Eligibility,Cost,Notes,Record ID,Location,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards
2016-2017,80,41.9688122,-87.688439,4801 N LINCOLN AVE,,CHICAGO,IL,60625,United States of America,Walgreens,http://www.Walgreens.com,773-561-2526,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,Call for details.,,2016-2017_80,"(41.9688122, -87.688439)",20,6,21849,54,18
2016-2017,287,41.8779,-87.63343,175 WEST JACKSON BOULEVARD,,CHICAGO,IL,60604,United States of America,CVS/pharmacy,http://www.cvs.com,312-356-8311,,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 6:30 AM-7:00 PM, Tue: 6:30 AM-7:00 PM, Wed: 6:30 AM-7:00 PM, Thu: 6:30 AM-7:00 PM, Fri: 6:30 AM-7:00 PM, Sat: Closed, Sun: Closed",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2016-2017_287,"(41.8779, -87.63343)",29,38,14912,92,36
2016-2017,168,41.867291,-87.626941,2 E ROOSEVELT RD,,CHICAGO,IL,60605,United States of America,Walgreens,http://www.Walgreens.com,312-212-1583,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-9:00 PM, Sat: 10:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,Call for details.,,2016-2017_168,"(41.867291, -87.626941)",35,34,14913,374,9
2016-2017,176,41.757226,-87.586265,7544 S STONY ISLAND AVE,,CHICAGO,IL,60649,United States of America,Walgreens,http://www.Walgreens.com,773-667-6959,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2016-2017_176,"(41.757226, -87.586265)",61,39,22538,188,35
2016-2017,6,41.9093,-87.7756,6272 W. North Ave.,,Chicago,IL,60639,United States of America,29th Ward Office,,773-261-4646,Qiana Bradley,09/29/2015,09/29/2015,10:00:00,14:00:00,09/29/2015 10:00:00 AM,09/29/2015 02:00:00 PM,Tuesday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2016-2017_6,"(41.9093, -87.7756)",2,26,22615,597,7
2016-2017,106,41.802899,-87.606799,5036 S COTTAGE GROVE AVE,,CHICAGO,IL,60615,United States of America,Walgreens,http://www.Walgreens.com,773-373-6266,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-6:00 PM",,Call for details.,,2016-2017_106,"(41.802899, -87.606799)",10,4,21192,165,10
2016-2017,14,41.7662,-87.5687,2325 E. 71st St.,,Chicago,IL,60649,United States of America,5th Ward Office,,773-324-5555,Kimberly A. Webb,10/06/2015,10/06/2015,11:00:00,15:00:00,10/06/2015 11:00:00 AM,10/06/2015 03:00:00 PM,Tuesday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2016-2017_14,"(41.7662, -87.5687)",24,39,22538,453,33
2016-2017,260,41.69261,-87.68078,11055 SOUTH WESTERN AVENUE,,CHICAGO,IL,60643,United States of America,CVS/pharmacy,http://www.cvs.com,773-445-1798,,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2016-2017_260,"(41.69261, -87.68078)",13,74,22212,380,42
2016-2017,156,41.807599,-87.723299,3943 W 47TH ST,,CHICAGO,IL,60632,United States of America,Walgreens,http://www.Walgreens.com,773-927-523,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-5:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2016-2017_156,"(41.807599, -87.723299)",56,54,22248,563,8
2016-2017,7,41.9819768,-87.66,5533 N. Broadway St.,,Chicago,IL,60640,United States of America,48th Ward Office,,773-784-5277,Ginger Williams,10/01/2015,10/01/2015,9:00:00,14:00:00,10/01/2015 09:00:00 AM,10/01/2015 02:00:00 PM,Thursday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2016-2017_7,"(41.9819768, -87.66)",15,76,22616,145,16
2016-2017,140,41.910099,-87.745099,4748 W NORTH AVE,,CHICAGO,IL,60639,United States of America,Walgreens,http://www.Walgreens.com,773-745-6642,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: Midnight - Mindnight, Sat: Midnight - Mindnight, Sun: Midnight - Mindnight",,Call for details.,,2016-2017_140,"(41.910099, -87.745099)",2,26,22615,62,45
2016-2017,31,41.783716,-87.606406,6100 S. Cottage Grove Ave.,,Chicago,IL,60637,United States of America,20th Ward  - Metro Squash,,,,10/08/2016,10/08/2016,9:00:00,13:00:00,10/08/2016 09:00:00 AM,10/08/2016 01:00:00 PM,Saturday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2016-2017_31,"(41.783716, -87.606406)",60,9,22260,471,4
2016-2017,134,41.9843153,-87.6607155,5625 N RIDGE AVE,,CHICAGO,IL,60660,United States of America,Walgreens,http://www.Walgreens.com,773-989-7546,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: Midnight - Mindnight, Sat: Midnight - Mindnight, Sun: Midnight - Mindnight",,Call for details.,,2016-2017_134,"(41.9843153, -87.6607155)",14,76,4451,539,16
2016-2017,200,41.954084,-87.65428,953 W IRVING PARK RD,,CHICAGO,IL,60613,United States of America,Walgreens,http://www.Walgreens.com,773-935-6414,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2016-2017_200,"(41.954084, -87.65428)",53,57,21186,83,39
2016-2017,230,41.94106,-87.72754,3311 NORTH PULASKI ROAD,,CHICAGO,IL,60641,United States of America,CVS/pharmacy,http://www.cvs.com,773-685-5260,,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2016-2017_230,"(41.94106, -87.72754)",21,16,22618,329,21
2016-2017,43,41.8595,-87.690849,2602 W. 16th St.,,Chicago,IL,60608,United States of America,28th Ward Office,,773-533-0900,Trina Mangrum,10/29/2015,10/29/2015,11:00:00,15:00:00,10/29/2015 11:00:00 AM,10/29/2015 03:00:00 PM,Thursday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2016-2017_43,"(41.8595, -87.690849)",43,30,14920,16,23
2016-2017,145,41.9536669,-87.7074624,3153 W IRVING PARK RD,,CHICAGO,IL,60618,United States of America,Walgreens,http://www.Walgreens.com,773-588-9196,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 8:00 AM-10:00 PM, Sun: 8:00 AM-10:00 PM",,Call for details.,,2016-2017_145,"(41.9536669, -87.7074624)",39,16,21538,372,20
2016-2017,85,41.911404,-87.6344718,1601 N WELLS ST,,CHICAGO,IL,60614,United States of America,Walgreens,http://www.Walgreens.com,312-642-4008,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 8:00 AM-10:00 PM PM, Sun: 8:00 AM-10:00 PM",,Call for details.,,2016-2017_85,"(41.911404, -87.6344718)",16,68,21190,271,11
2016-2017,259,41.7069,-87.67003,1930 WEST 103RD STREET,,CHICAGO,IL,60643,United States of America,CVS/pharmacy,http://www.cvs.com,773-239-8041,,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2016-2017_259,"(41.7069, -87.67003)",13,71,22212,628,42
2016-2017,161,41.7780851,-87.7721799,6016 W 63RD ST,,CHICAGO,IL,60638,United States of America,Walgreens,http://www.Walgreens.com,773-788-180,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2016-2017_161,"(41.7780851, -87.7721799)",7,62,22268,265,15
2016-2017,177,41.9178116,-87.6884002,2001 N MILWAUKEE AVE,,CHICAGO,IL,60647,United States of America,Walgreens,http://www.Walgreens.com,773-772-2370,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: Midnight - Mindnight, Sat: Midnight - Mindnight, Sun: Midnight - Mindnight",,Call for details.,,2016-2017_177,"(41.9178116, -87.6884002)",1,23,22535,323,41
2016-2017,322,41.903616,-87.631125,1165 N CLARK,,CHICAGO,IL,60610,United States of America,CVS/pharmacy,www.minuteclinic.com,312-280-8140,,10/01/2016,09/01/2020,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday","Mon: 8:30 AM-7:30 PM, Tue: 8:30 AM-7:30 PM, Wed: 8:30 AM-7:30 PM, Thu: 8:30 AM-7:30 PM, Fri: 8:30 AM-7:30 PM, Sat: 9:00 AM-5:30 PM, Sun: 9:00 AM-4:30 PM",,,,2016-2017_322,"(41.903616, -87.631125)",54,37,14926,310,11
2016-2017,96,41.886999,-87.624699,300 N MICHIGAN AVE,,CHICAGO,IL,60601,United States of America,Walgreens,http://www.Walgreens.com,312-558-9079,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-6:00 PM, Sat: Closed, Sun: Closed",,Call for details.,,2016-2017_96,"(41.886999, -87.624699)",42,38,14309,580,36
2016-2017,15,41.9442,-87.7397,3501 N. Kilbourn Ave.,,Chicago,IL,60641,United States of America,30th Ward-Kilbourn Park,,773-794-3095,Lucy Macedo,10/07/2015,10/07/2015,11:00:00,15:00:00,10/07/2015 11:00:00 AM,10/07/2015 03:00:00 PM,Wednesday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2016-2017_15,"(41.9442, -87.7397)",21,16,22618,328,21
2016-2017,77,41.7955471,-87.5880337,1554 E 55TH ST,,CHICAGO,IL,60615,United States of America,Walgreens,http://www.Walgreens.com,773-667-1177,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 8:00 AM-10:00 PM, Sun: 8:00 AM-10:00 PM",,Call for details.,,2016-2017_77,"(41.7955471, -87.5880337)",10,8,21192,500,33
2016-2017,139,41.984699,-87.822699,5753 N CANFIELD AVE,,CHICAGO,IL,60631,United States of America,Walgreens,http://www.Walgreens.com,773-631-2851,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 9:00 AM-9:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,,2016-2017_139,"(41.984699, -87.822699)",17,36,22243,734,29
2016-2017,214,41.882184,-87.628675,2 North State St,,CHICAGO,IL,60601,United States of America,Walgreens,http://www.Walgreens.com,312-3320216,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 7:00 AM-9:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM 6:00 PM",,Call for details.,,2016-2017_214,"(41.882184, -87.628675)",41,38,14310,92,36
2016-2017,219,41.70541,-87.72028,3951 WEST 103RD STREET,,CHICAGO,IL,60655,United States of America,CVS/pharmacy,http://www.cvs.com,773-881-3359,,10/01/2016,09/01/2020,,,,,"Monday, Tuesday, Wednesday, Thursday, Friday",Open 24 Hours,,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2016-2017_219,"(41.70541, -87.72028)",33,73,4447,316,42
2016-2017,114,41.8806382,-87.7555278,5222 W MADISON ST,,CHICAGO,IL,60644,United States of America,Walgreens,http://www.Walgreens.com,773-287-380,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2016-2017_114,"(41.8806382, -87.7555278)",32,26,22216,674,23
2016-2017,279,41.88585,-87.62034,205 NORTH COLUMBUS DRIVE,,CHICAGO,IL,60601,United States of America,CVS/pharmacy,http://www.cvs.com,312-861-0315,,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 7:00 AM-9:00 PM, Tue: 7:00 AM-9:00 PM, Wed: 7:00 AM-9:00 PM, Thu: 7:00 AM-9:00 PM, Fri: 7:00 AM-9:00 PM, Sat:  9:00 AM-5:00 PM, Sun: 9:00 AM-5:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2016-2017_279,"(41.88585, -87.62034)",42,38,14309,580,36
2016-2017,23,41.9973,-87.7011182,2845 W. Devon Ave.,,Chicago,IL,60659,United States of America,50th Ward-Croatian Cultural Center,,773-262-1050,Shelly Lyon,10/15/2015,10/15/2015,10:00:00,14:00:00,10/15/2015 10:00:00 AM,10/15/2015 02:00:00 PM,Thursday,,,"No cost to individual. If insured, insurance will be billed.",Free to individual. Insurance will be billed.,2016-2017_23,"(41.9973, -87.7011182)",50,20,4450,30,27
2016-2017,119,41.8659711,-87.7115222,3401 W ROOSEVELT RD,,CHICAGO,IL,60624,United States of America,Walgreens,http://www.Walgreens.com,773-542-1232,Pharmacy,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon-Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-5:00 PM, Sun: 10:00 AM-5:00 PM",,Call for details.,,2016-2017_119,"(41.8659711, -87.7115222)",57,30,21572,772,14
2016-2017,231,41.93822,-87.64878,3101 NORTH CLARK STREET,,CHICAGO,IL,60657,United States of America,CVS/pharmacy,http://www.cvs.com,773-477-3333,,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2016-2017_231,"(41.93822, -87.64878)",22,57,4449,682,25
2016-2017,270,41.93285,-87.68753,2815 NORTH WESTERN AVENUE,,CHICAGO,IL,60618,United States of America,CVS/pharmacy,http://www.cvs.com,773-486-4102,,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-9:00 PM, Tue: 8:00 AM-9:00 PM, Wed: 8:00 AM-9:00 PM, Thu: 8:00 AM-9:00 PM, Fri: 8:00 AM-9:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2016-2017_270,"(41.93285, -87.68753)",39,23,21538,240,40
2016-2017,227,41.9482,-87.66363,3637 NORTH SOUTHPORT AVENUE,,CHICAGO,IL,60613,United States of America,CVS/pharmacy,http://www.cvs.com,773-348-5282,,10/01/2016,09/01/2020,,,,,"Sunday, Monday, Tuesday, Wednesday, Thursday, Friday, Saturday","Mon: 8:00 AM-10:00 PM, Tue: 8:00 AM-10:00 PM, Wed: 8:00 AM-10:00 PM, Thu: 8:00 AM-10:00 PM, Fri: 8:00 AM-10:00 PM, Sat: 9:00 AM-6:00 PM, Sun: 9:00 AM-6:00 PM",,Call for details.,Minimum Age Requirement for Flu Shot: 10.,2016-2017_227,"(41.9482, -87.66363)",53,57,21186,728,25
