"ward","alderman","address","city","state","zipcode","ward_phone","website","email","location","city_hall_address","city_hall_city","city_hall_state","city_hall_zipcode","city_hall_phone"
"30","ARIEL E. REBOYRAS","3559 N MILWAUKEE AVE","CHICAGO","IL","60641","773-794-3095","http://www.cityofchicago.org/city/en/about/wards/30.html","ward30@cityofchicago.org","3559 MILWAUKEE AVE
CHICAGO, IL 60641
(41.94533525894241, -87.73404152206439)","121 N. La Salle Room 203","CHICAGO","IL","60602","312-744-3304"
"34","CARRIE M. AUSTIN","507 W 111TH ST","CHICAGO","IL","60628","773-928-6961","http://www.cityofchicago.org/city/en/about/wards/34.html","ward34@cityofchicago.org","507 111TH ST
CHICAGO, IL 60628
(41.692409931422105, -87.63550280731397)","121 N. La Salle Room 200","CHICAGO","IL","60602","312-744-6820"
"35","REY COLON","2710 N SAWYER AVE","CHICAGO","IL","60647","773-365-3535","http://www.cityofchicago.org/city/en/about/wards/35.html","ward35@cityofchicago.org","2710 SAWYER AVE
CHICAGO, IL 60647
(41.93070260523931, -87.70937643535187)","121 N. La Salle Room 203, Office 18","CHICAGO","IL","60602","312-744-6835"
"36","NICHOLAS SPOSATO","6934 W DIVERSEY AVE","CHICAGO","IL","60707","773-836-0036","http://www.cityofchicago.org/city/en/about/wards/36.html","info@aldermansposato.com","6934 DIVERSEY AVE
CHICAGO, IL 60707
(41.93090041489973, -87.7992596345114)","121 N. La Salle Room 300","CHICAGO","IL","60602","312-744-7947"
"37","EMMA MITTS","5344 W NORTH AVE","CHICAGO","IL","60639","773-745-2894","http://www.cityofchicago.org/city/en/about/wards/37.html","emitts@cityofchicago.org","5344 NORTH AVE
CHICAGO, IL 60639
(41.90947928963425, -87.75978911176321)","121 N. La Salle Room 300","CHICAGO","IL","60602","312-744-8019"
"38","TIMOTHY M. CULLERTON","5817 W IRVING PARK RD","CHICAGO","IL","60634","773-545-3838","http://www.cityofchicago.org/city/en/about/wards/38.html","ward38@cityofchicago.org","5817 IRVING PARK RD
CHICAGO, IL 60634
(41.95305719859438, -87.772571868324)","121 N. La Salle Room 203, Office 12","CHICAGO","IL","60602","312-744-6811"
"39","MARGARET LAURINO","4404 W LAWRENCE AVE","CHICAGO","IL","60630","773-736-5594","http://www.cityofchicago.org/city/en/about/wards/39.html","mlaurino@cityofchicago.org","4404 LAWRENCE AVE
CHICAGO, IL 60630
(41.968178901945464, -87.73807898334883)","121 N. La Salle Room 300","CHICAGO","IL","60602","312-744-7242"
"40","PATRICK J. O'CONNOR","5850 N LINCOLN AVE","CHICAGO","IL","60659","773-769-1140","http://www.cityofchicago.org/city/en/about/wards/40.html","ward40@cityofchicago.org","5850 LINCOLN AVE
CHICAGO, IL 60659
(41.98786419770801, -87.70316779679848)","121 N. La Salle Room 305","CHICAGO","IL","60602","312-744-6858"
"41","MARY O'CONNOR","6107 N NORTHWEST HWY ","CHICAGO","IL","60631","773-594-8341","http://www.cityofchicago.org/city/en/about/wards/41.html","ward41@cityofchicago.org","6107 NORTHWEST HWY
CHICAGO, IL 60631
(41.99254067226036, -87.7992873352901)","121 N. La Salle Room 200","CHICAGO","IL","60602","312-744-3208"
"42","BRENDAN REILLY","325 W HURON ST #510","CHICAGO","IL","60654","312-642-4242","http://www.cityofchicago.org/city/en/about/wards/42.html","office@ward42chicago.com","325 HURON ST
CHICAGO, IL 60654
(41.894721415133404, -87.63667192595204)","121 N. La Salle Room 200","CHICAGO","IL","60602","312-744-3062"
"43","MICHELE SMITH","2523 N HALSTED ST","CHICAGO","IL","60614","773-348-9500","http://www.cityofchicago.org/city/en/about/wards/43.html","yourvoice@ward43.org","2523 HALSTED ST
CHICAGO, IL 60614
(41.92797834377694, -87.64880378012731)","121 N. La Salle Room 200","CHICAGO","IL","60602","312-744-3062"
"44","THOMAS M. TUNNEY","3223 NORTH SHEFFIELD AVE","CHICAGO","IL","60657","773-525-6034","http://www.cityofchicago.org/city/en/about/wards/44.html","ward44@cityofchicago.org","3223 NORTH SHEFFIELD AVE
CHICAGO, IL 60657
(41.940630765022604, -87.6539821039758)","121 N. La Salle Room 300, Office 46","CHICAGO","IL","60602","312-744-3073"
"45","JOHN ARENA","4754 N MILWAUKEE AVE","CHICAGO","IL","60630","773-286-4545","http://www.cityofchicago.org/city/en/about/wards/45.html","ward45@cityofchicago.org","4754 MILWAUKEE AVE
CHICAGO, IL 60630
(41.966936974086195, -87.75997796938941)","121 N. La Salle Room 300","CHICAGO","IL","60602","312-744-6841"
"46","JAMES CAPPLEMAN","4544 N BROADWAY AVE","CHICAGO","IL","60640","773-878-4646","http://www.cityofchicago.org/city/en/about/wards/46.html","info@james46.org","4544 BROADWAY AVE
CHICAGO, IL 60640
(41.96437118493463, -87.6568951526677)","121 N. La Salle Room 200","CHICAGO","IL","60602","312-744-6831"
"47","AMEYA PAWAR","4243 N LINCOLN AVE ","CHICAGO","IL","60618","773-868-4747","http://www.cityofchicago.org/city/en/about/wards/47.html","info@chicago47.org","4243 LINCOLN AVE
CHICAGO, IL 60618
(41.95886185912893, -87.681970711396)","121 N. La Salle Room 200","CHICAGO","IL","60602","312-744-0446"
"48","HARRY OSTERMAN","5533 N BROADWAY ST","CHICAGO","IL","60640","773-784-5277","http://www.cityofchicago.org/city/en/about/wards/48.html","harry@48thward.org","5533 BROADWAY ST
CHICAGO, IL 60640
(41.98276381536598, -87.65997815302148)","121 N. La Salle Room 300","CHICAGO","IL","60602","312-744-6834"
"49","JOE MOORE","7356 N GREENVIEW AVE","CHICAGO","IL","60626","773-338-5796","http://www.cityofchicago.org/city/en/about/wards/49.html","ward49@cityofchicago.org","7356 GREENVIEW AVE
CHICAGO, IL 60626
(42.01530040300956, -87.66817737567798)","121 N. La Salle Room 300, Office 24","CHICAGO","IL","60602","312-744-3067"
"50","DEBRA SILVERSTEIN","2949 W DEVON AVE","CHICAGO","IL","60659","773-262-1050","http://www.cityofchicago.org/city/en/about/wards/50.html","info@50thwardchicago.com","2949 DEVON AVE
CHICAGO, IL 60659
(41.99743899743966, -87.70354943555029)","121 N. La Salle Room 300","CHICAGO","IL","60602","312-744-6855"
