"id","violation_last_modified_date","violation_date","violation_code","violation_status","violation_status_date","violation_description","violation_location","violation_inspector_comments","violation_ordinance","inspector_id","inspection_number","inspection_status","inspection_waived","inspection_category","department_bureau","address","street_number","street_direction","street_name","street_type","property_group","ssa","latitude","longitude","location"
"6840258","2022-08-25T16:03:57.000","2022-08-25T00:00:00.000","CN067024","OPEN",,"REPAIR EAVES","OTHER   :    :OTHER","BUILDING THROUGHOUT /EAVES - ROTTED WOOD WITH PEELING PAINT THROUGHOUT.","Failed to maintain roof eaves in good repair and free from cracks and defects which may admit rain.  (13-196-530, 13-196-530(c), and 13-196-641)","451988","13859799","FAILED","N","COMPLAINT","CONSERVATION","6331 N FAIRFIELD AVE","6331","N","FAIRFIELD","AVE","220437","43","41.996714963","-87.698242992","
,  
(41.99671496331073, -87.69824299168599)"
"6840270","2022-08-25T15:48:36.000","2022-08-25T00:00:00.000","CN079014","OPEN",,"REPAIR/REBUILD GARAGE OR SHED","OTHER   :    :SOUTH ELEVATION,","REAR OF BUILDING / GARAGE - PAINT PEELING AT EAVES; DOWNSPOUTS AND GUTTERS MISSING; FRAME GARAGE - ROOF SAGGING; LOOSE SIDING, MISSING IN SOME AREAS. LARGE HOLE AT SOUTH ELEVATION.","Failed to maintain garage in sound condition and repair.  (13-196-530, 13-196-641)","447020","12320669","FAILED","N","PERIODIC","CONSERVATION","4537 W CONGRESS PKWY","4537","W","CONGRESS","PKWY","14640",,"41.874072595","-87.739247719","
,  
(41.874072594796345, -87.73924771937381)"
"6840215","2022-08-25T15:20:32.000","2022-08-25T00:00:00.000","PL151137","OPEN",,"OPEN",,,,"290668","13859775","FAILED","N","PERMIT","PLUMBING","2501 S WHIPPLE ST","2501","S","WHIPPLE","ST","278844","25","41.846291696","-87.701268362","
,  
(41.846291695838076, -87.70126836249705)"
"6840260","2022-08-25T16:03:57.000","2022-08-25T00:00:00.000","CN104035","OPEN",,"MAINTAIN WINDOW","OTHER   :    :OTHER","FRONT ELEVATION /WINDOW FRAMES - ROTTED WOOD WITH PEELING PAINT.","Failed to maintain windows in sound condition and good repair.  (13-196-550(b) and (f))","451988","13859799","FAILED","N","COMPLAINT","CONSERVATION","6331 N FAIRFIELD AVE","6331","N","FAIRFIELD","AVE","220437","43","41.996714963","-87.698242992","
,  
(41.99671496331073, -87.69824299168599)"
"6840191","2022-08-25T14:44:24.000","2022-08-25T00:00:00.000","PL171027","OPEN",,"LICENSED BONDED PLMBG CONTRCTR",,,"Employ licensed and bonded plumber to perform plumbing work.  (18-29-106.1 thru 106.2)","400200","13859720","FAILED","N","PERMIT","PLUMBING","1018 E 93RD ST","1018","E","93RD","ST","472799",,"41.725900701","-87.598843361","
,  
(41.72590070116011, -87.59884336111278)"
"6840259","2022-08-25T16:03:57.000","2022-08-25T00:00:00.000","CN131026","OPEN",,"REPAIR SCREENS","OTHER   :    :OTHER","FRONT ELEVATION /SCREENS - RIPPED AT MULTIPLE LOCATIONS.","Repair or replace defective screen. (13-196-560 B)","451988","13859799","FAILED","N","COMPLAINT","CONSERVATION","6331 N FAIRFIELD AVE","6331","N","FAIRFIELD","AVE","220437","43","41.996714963","-87.698242992","
,  
(41.99671496331073, -87.69824299168599)"
"6840213","2022-08-25T15:18:52.000","2022-08-25T00:00:00.000","EV1111","OPEN",,"MAINTAIN OR REPAIR HYDRO ELEVA",,"B BUILDING #2: REPAIR 1ST FLOOR SIGHTGUARD","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","425425","13679828","FAILED","N","PERIODIC","ELEVATOR","901 E 104TH ST","901","E","104TH","ST","21614",,"41.705566594","-87.60107403","
,  
(41.70556659418179, -87.60107403032647)"
"6840218","2022-08-25T15:22:08.000","2022-08-25T00:00:00.000","EV1111","OPEN",,"MAINTAIN OR REPAIR HYDRO ELEVA",,"C BUILDING #3: REPAIR TOP ACCESS KEY SWITCH","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","425425","13679828","FAILED","N","PERIODIC","ELEVATOR","901 E 104TH ST","901","E","104TH","ST","21614",,"41.705566594","-87.60107403","
,  
(41.70556659418179, -87.60107403032647)"
"6840268","2022-08-25T15:48:36.000","2022-08-25T00:00:00.000","CN061014","OPEN",,"REPAIR EXTERIOR WALL","OTHER   :    :OTHER","NORTH AND WEST ELEVATION / EXTERIOR WALL - WASHD OUT MORTAR; CRACKS.","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)","447020","12320669","FAILED","N","PERIODIC","CONSERVATION","4537 W CONGRESS PKWY","4537","W","CONGRESS","PKWY","14640",,"41.874072595","-87.739247719","
,  
(41.874072594796345, -87.73924771937381)"
"6840212","2022-08-25T15:17:55.000","2022-08-25T00:00:00.000","EV1111","OPEN",,"MAINTAIN OR REPAIR HYDRO ELEVA",,"B BUILDING #2: PROVIDE CAB STEADIERS OR REPAIR GUIDE SHOES","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","425425","13679828","FAILED","N","PERIODIC","ELEVATOR","901 E 104TH ST","901","E","104TH","ST","21614",,"41.705566594","-87.60107403","
,  
(41.70556659418179, -87.60107403032647)"
"6840189","2022-08-25T14:41:10.000","2022-08-25T00:00:00.000","PL151137","OPEN",,"OPEN",,,,"BL00896","13856437","FAILED","N","PERMIT","PLUMBING","8760 S WINCHESTER AVE","8760","S","WINCHESTER","AVE","470217",,"41.734000722","-87.670080012","
,  
(41.734000722498166, -87.6700800115608)"
"6795609","2022-08-25T14:57:25.000","2022-08-25T00:00:00.000","EV1111","OPEN",,"MAINTAIN OR REPAIR HYDRO ELEVA",,"SHOW PROOF OF COMPLIANCE WITH SECTION 8.6.5.8 OF A17.1-2007 (BULKHEAD REQUIREMENTS)(PREVIOUSLY CITED)","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","BL00957","13822607","FAILED","N","PERIODIC","ELEVATOR","7616 N MARSHFIELD AVE","7616","N","MARSHFIELD","AVE","14207","19","42.019913894","-87.672058071","
,  
(42.01991389448252, -87.67205807075935)"
"6840261","2022-08-25T16:03:57.000","2022-08-25T00:00:00.000","CN062024","OPEN",,"PARAPET","OTHER   :    :OTHER","FRONT ELEVATION /PARAPET - BULGING, SHIFTED BRICKS; LEANING OUT OF PLUMB AT SW CORNER.","Failed to maintain parapet wall in good repair and free from cracks and defects.  (13-196-530 and 13-196-641)","451988","13859799","FAILED","N","COMPLAINT","CONSERVATION","6331 N FAIRFIELD AVE","6331","N","FAIRFIELD","AVE","220437","43","41.996714963","-87.698242992","
,  
(41.99671496331073, -87.69824299168599)"
"6839908","2022-08-25T09:22:36.000","2022-08-25T00:00:00.000","CN104025","OPEN",,"MAINTAIN WINDOW SASH","OTHER   :    :OTHER","FRONT ELEVATION /WINDOWS - TOP SASH OUT OF PLACE; LEANING OUT OF PLUMB.","Failed to maintain window sash in good condition and so it fits reasonably tight within its frame.  (13-196-550(b))","451988","13859492","FAILED","N","COMPLAINT","CONSERVATION","2345 N LATROBE AVE","2345","N","LATROBE","AVE","94798",,"41.923605315","-87.757212152","
,  
(41.92360531485238, -87.75721215241019)"
"6799371","2022-08-25T14:53:47.000","2022-08-25T00:00:00.000","EV1110","OPEN",,"MAINTAIN OR REPAIR ELECT ELEVA",,"PASSENGER ELEVATOR:MAKE NECESSARY CHANGES TO COMPLY WITH 2017 FIRE SERVICE MANDATE (18-30-320)(PREVIOUSLY CITED)","Failed to maintain electric elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","BL00957","13825421","FAILED","N","PERIODIC","ELEVATOR","6026 N WINTHROP AVE","6026","N","WINTHROP","AVE","12786","26","41.991726861","-87.658414648","
,  
(41.9917268608394, -87.65841464805109)"
"6840196","2022-08-25T14:48:50.000","2022-08-25T00:00:00.000","PL171027","OPEN",,"LICENSED BONDED PLMBG CONTRCTR",,"CONTRACTOR ON PERMIT STATES DID NOT DO THE WORK","Employ licensed and bonded plumber to perform plumbing work.  (18-29-106.1 thru 106.2)","400200","13857816","FAILED","N","PERMIT","PLUMBING","8328 S YATES BLVD","8328","S","YATES","BLVD","449911",,"41.74357994","-87.566258971","
,  
(41.743579940178265, -87.56625897117274)"
"6840193","2022-08-25T14:45:25.000","2022-08-25T00:00:00.000","PL151137","OPEN",,"OPEN",,,,"BL00896","13853730","FAILED","N","PERMIT","PLUMBING","601 W 43RD ST","601","W","43RD","ST","310531",,"41.816155082","-87.640883522","
,  
(41.816155082491385, -87.64088352173687)"
"6840210","2022-08-25T15:16:12.000","2022-08-25T00:00:00.000","EV1111","OPEN",,"MAINTAIN OR REPAIR HYDRO ELEVA",,"A BUILDING #1: REPLACE MISSING FASCIA FROM 2-3 IN HOISTWAY","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","425425","13679828","FAILED","N","PERIODIC","ELEVATOR","901 E 104TH ST","901","E","104TH","ST","21614",,"41.705566594","-87.60107403","
,  
(41.70556659418179, -87.60107403032647)"
"6840262","2022-08-25T16:03:57.000","2022-08-25T00:00:00.000","CN065014","OPEN",,"REPAIR LINTELS","OTHER   :    :OTHER","NORTH WEST AND SOUTH ELEVATIONS /LINTELS - RUSTED AND SAGGING AT MULTIPLE LOCATIONS. PLANS AND PERMIT REQUIRED FOR LINTEL REPLACEMENT OVER 6FT. ALL WORK SUBJECT TO FIELD INSPECTION AND APPROVAL.","Failed to maintain lintel in good repair and free from cracks and defects.  (13-196-530(e), 13-196-641)","451988","13859799","FAILED","N","COMPLAINT","CONSERVATION","6331 N FAIRFIELD AVE","6331","N","FAIRFIELD","AVE","220437","43","41.996714963","-87.698242992","
,  
(41.99671496331073, -87.69824299168599)"
"6839855","2022-08-25T08:54:58.000","2022-08-25T00:00:00.000","RF301051","OPEN",,"ARRANGE FOR RE-INSPECTION","ROOF","CONTACT THE REFRIGERATION DEPT AT 312 743 3562","Arrange for refrigeration/air conditioning reinspection. (13-192-760, 13-12-100)","BL00983","13549915","FAILED","N","PERMIT","REFRIGERATION","4846 S ST LAWRENCE AVE","4846","S","ST LAWRENCE","AVE","546926",,"41.80625056","-87.611526906","
,  
(41.80625055996052, -87.61152690587413)"
"6840203","2022-08-25T15:12:34.000","2022-08-25T00:00:00.000","EV1111","OPEN",,"MAINTAIN OR REPAIR HYDRO ELEVA",,"ALL ELEVATORS: POST CURRENT CERTIFICATE INSIDE OF ELEVATOR","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","425425","13679828","FAILED","N","PERIODIC","ELEVATOR","901 E 104TH ST","901","E","104TH","ST","21614",,"41.705566594","-87.60107403","
,  
(41.70556659418179, -87.60107403032647)"
"6840205","2022-08-25T15:13:54.000","2022-08-25T00:00:00.000","EV1111","OPEN",,"MAINTAIN OR REPAIR HYDRO ELEVA",,"ALL ELEVATORS: PROGRAM EMERGENCY PHONE TO A 24HR PHONE MONITORING SYSTEM","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","425425","13679828","FAILED","N","PERIODIC","ELEVATOR","901 E 104TH ST","901","E","104TH","ST","21614",,"41.705566594","-87.60107403","
,  
(41.70556659418179, -87.60107403032647)"
"6840204","2022-08-25T15:13:14.000","2022-08-25T00:00:00.000","EV1111","OPEN",,"MAINTAIN OR REPAIR HYDRO ELEVA",,"ALL ELEVATORS: PROVIDE FIRE TABS ON ALL HOISTWAY DOORS AT EVERY LANDING","Failed to maintain hydraulic elevator equipment provided at premises in safe and sound working condition. (13-196-590, 13-196-630(b), 18-30-001)","425425","13679828","FAILED","N","PERIODIC","ELEVATOR","901 E 104TH ST","901","E","104TH","ST","21614",,"41.705566594","-87.60107403","
,  
(41.70556659418179, -87.60107403032647)"
"6840111","2022-08-25T11:56:05.000","2022-08-25T00:00:00.000","EL1884","OPEN",,"SEE INSPECTOR COMMENTS",,"PROVIDE GROUND CONTINUITY FOR ELECTRICAL CABLE, RACEWAY, AND ENCLOSURE. 14E-3-300.10, 14E-3-300.13",,"203776","13859552","FAILED","N","PERMIT","ELECTRICAL","6404 S LANGLEY AVE","6404","S","LANGLEY","AVE","376312",,"41.778349603","-87.608489165","
,  
(41.778349603201704, -87.60848916451965)"
"6839673","2022-08-24T14:59:12.000","2022-08-24T00:00:00.000","CN061014","OPEN",,"REPAIR EXTERIOR WALL","EXTERIOR:E   :","EAST AND SOUTH ELEVATIONS -OPEN JOINT, FRACTURES,LOOSE AND ERODED MORTAR AT VARIOUS LOCATIONS.","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)","BL00904","13859194","FAILED","N","COMPLAINT","CONSERVATION","5208 W HURON ST","5208","W","HURON","ST","43171",,"41.893106078","-87.755958675","
,  
(41.89310607758126, -87.75595867457562)"
"6839697","2022-08-24T09:14:41.000","2022-08-24T00:00:00.000","CN077014","OPEN",,"REPAIR FENCE","OTHER   :    :OTHER","NORTH AND EAST ELEVATIONS / METAL FENCE - MISSING SECTIONS.","Failed to maintain fence in good condition and repair.  (7-28-060, 13-196-630, 13-196-641)","371335","13859227","FAILED","N","COMPLAINT","CONSERVATION","5617 S WESTERN AVE","5617","S","WESTERN","AVE","617551","59","41.791689835","-87.683834659","
,  
(41.791689834891294, -87.68383465881448)"
"6839783","2022-08-24T10:50:47.000","2022-08-24T00:00:00.000","NC2010","OPEN",,"PLANS & PERMITS REQUIRED","OTHER   :    :EXTERIOR,","REAR ELEVATION- NEWLY BUILT REAR WOOD CANOPY, WIDTH OF BUILDING. BUILT WITH NO PLANS OR PERMITS ON FILE.","Failed to submit drawings or plans for approval and to obtain and post permit before constructing, altering or repairing property.  (13-12-050, 13-32-010, 13-32-030, 13-32-040)","112463","13859247","FAILED","N","COMPLAINT","CONSERVATION","5343 S FAIRFIELD AVE","5343","S","FAIRFIELD","AVE","334626",,"41.796083493","-87.692497728","
,  
(41.796083492910235, -87.69249772796803)"
"6839725","2022-08-24T13:32:23.000","2022-08-24T00:00:00.000","NC4032","OPEN",,"2-HR STAIR ENCLOSURE, 4+ STORY","OTHER   :    :OTHER","EAST STAIRWAY ABOVE DOOR / DRYWALL -  MISSING AT SPRINKLER PIPE CONNECTION.","Failed to enclose interior stairwell in building over three stories by partitions with at least two hour fire resistance.  (15-8-140)","371335","13859233","FAILED","N","COMPLAINT","CONSERVATION","8741 S GREENWOOD AVE","8741","S","GREENWOOD","AVE","21326","50","41.735584457","-87.597380911","
,  
(41.73558445691439, -87.59738091082959)"
"6839736","2022-08-24T15:49:02.000","2022-08-24T00:00:00.000","CN197019","OPEN",,"INSTALL SMOKE DETECTORS","OTHER   :    :OTHER","11211 / APT 3A / SMOKE DETECTOR - MISSING.","Install and maintain approved smoke detectors. (13-196-100 thru 13-196-160) Install a smoke detector in every dwelling unit. Install one on any living level with a habitable room or unenclosed heating plant, on the uppermost ceiling of enclosed porch stairwell, and within 15 feet of every sleeping room. Be sure the detector is at least 4 inches from the wall, 4 to 12 inches from the ceiling, and not above door or window.","371335","13859235","FAILED","N","COMPLAINT","CONSERVATION","11215 S DR MARTIN L KING JR DR","11215","S","DR MARTIN L KING JR","DR","21758",,"41.690431057","-87.613160326","
,  
(41.69043105745208, -87.61316032594863)"
"6839738","2022-08-24T15:49:02.000","2022-08-24T00:00:00.000","CN104015","OPEN",,"REPLCE WINDOW PANES, PLEXGLAS","OTHER   :    :OTHER","WEST ELEVATION / WINDOWS - BROKEN PANES.","Replace broken, missing or defective window panes. (13-196-550 A)","371335","13859235","FAILED","N","COMPLAINT","CONSERVATION","11215 S DR MARTIN L KING JR DR","11215","S","DR MARTIN L KING JR","DR","21758",,"41.690431057","-87.613160326","
,  
(41.69043105745208, -87.61316032594863)"
"6839733","2022-08-24T15:49:02.000","2022-08-24T00:00:00.000","CN067014","OPEN",,"REPAIR ROOF","OTHER   :    :OTHER","BUILDING ROOF - LEAKING WATER AS OBSERVED BY WATER DAMAGED CEILING AT 11211 APT 3A  BATHROOM CEILING.","Failed to maintain roof in sound condition and repair, watertight and free from defects.  (13-196-530, 13-196-530(c) and 13-196-641)","371335","13859235","FAILED","N","COMPLAINT","CONSERVATION","11215 S DR MARTIN L KING JR DR","11215","S","DR MARTIN L KING JR","DR","21758",,"41.690431057","-87.613160326","
,  
(41.69043105745208, -87.61316032594863)"
"6839661","2022-08-24T13:28:44.000","2022-08-24T00:00:00.000","CN061014","OPEN",,"REPAIR EXTERIOR WALL","EXTERIOR:N   :","ALL ELEVATIONS 1-18 FLOORS -SPALLED BRICKS AND MORTAR AT VARIOUS LOCATIONS. PERMIT REQUIRED FOR MASONRY REPAIRS","Failed to maintain the exterior walls of a building or structure free from holes, breaks, loose or rotting boards or timbers and any other conditions which might admit rain or dampness to the walls.  (13-196-530(b), 13-196-641)","BL00904","13750332","FAILED","N","PERIODIC","CONSERVATION","1507 N CLYBOURN AVE","1507","N","CLYBOURN","AVE","4412",,"41.908837364","-87.646414502","
,  
(41.90883736357689, -87.64641450193821)"
"6839772","2022-08-24T15:31:09.000","2022-08-24T00:00:00.000","CN132046","OPEN",,"SAFE WORKING CONDITIONS","INTERIOR:002 :","2ND FLOOR UNIT / KITCHEN - OVEN, STOVE. SINGE MARKS, OUT OF SERVICE AT TIME OF INSPECTION.","Provide and maintain every facility, piece of equipment, or utility in safe and sound working condition. (13-196-400, 13-196-440)","447020","13859239","FAILED","N","COMPLAINT","CONSERVATION","3828 W LEXINGTON ST","3828","W","LEXINGTON","ST","259128",,"41.87178524","-87.721498957","
,  
(41.871785239970585, -87.72149895709266)"
"6839624","2022-08-24T13:53:47.000","2022-08-24T00:00:00.000","PL151137","OPEN",,"OPEN",,,,"290668","13859103","FAILED","N","PERMIT","PLUMBING","4650 W DIVERSEY AVE","4650","W","DIVERSEY","AVE","119934",,"41.931677599","-87.743957281","
,  
(41.93167759912989, -87.74395728070938)"
"6840252","2022-08-24T15:24:11.000","2022-08-24T00:00:00.000","CN077014","OPEN",,"REPAIR FENCE","OTHER   :    :OTHER","EAST ELEVATION /WOOD PRIVACY FENCE - BROKEN SECTION LEANING OUT OF PLUMB.","Failed to maintain fence in good condition and repair.  (7-28-060, 13-196-630, 13-196-641)","451988","13859792","FAILED","N","COMPLAINT","CONSERVATION","3900 N CHRISTIANA AVE","3900","N","CHRISTIANA","AVE","150333",,"41.952142898","-87.711777578","
,  
(41.95214289782128, -87.71177757758967)"
"6839737","2022-08-24T15:49:02.000","2022-08-24T00:00:00.000","CN015062","OPEN",,"OBSTRUCTIONS IN EXIT WAY","OTHER   :    :OTHER","FRONT AND REAR APT. EXIT DOORS AND VARIOUS LOCATIONS -  BURGLAR GATES INSTALLED.","Failed to remove obstruction from exitway that hampers travel and evacuation.  (13-160-070, 13-196-080)","371335","13859235","FAILED","N","COMPLAINT","CONSERVATION","11215 S DR MARTIN L KING JR DR","11215","S","DR MARTIN L KING JR","DR","21758",,"41.690431057","-87.613160326","
,  
(41.69043105745208, -87.61316032594863)"
